# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/scripts/extend_go_genes.pl on Mon Oct  1 12:06:18 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/gos_complete_table_BPonly.txt
# Filtered with: grep -v "GO:0008150" /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/genes_gos_extended.txt | grep -v "GO:0001906" | grep -v "GO:0002376" | grep -v "GO:0006791"| grep -v "GO:0008152"| grep -v "GO:0009758"| grep -v "GO:0009987"| grep -v "GO:0015976"| grep -v "GO:0019740"| grep -v "GO:0022414"| grep -v "GO:0022610"| grep -v "GO:0023052"| grep -v "GO:0032502"| grep -v "GO:0040011"| grep -v "GO:0050896"| grep -v "GO:0051179"| grep -v "GO:0051704"| grep -v "GO:0065007"| grep -v "GO:0071840"| grep -v "GO:0098754" > /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/genes_gos_extended_no12.txt 
# Genes	GO	GO branch  
waaB	GO:0005975	P
waaC	GO:0005975	P
waaF	GO:0005975	P
waaG	GO:0005975	P
waaJ	GO:0005975	P
waaL	GO:0005975	P
waaO	GO:0005975	P
waaP	GO:0005975	P
waaQ	GO:0005975	P
waaS	GO:0005975	P
waaU	GO:0005975	P
waaY	GO:0005975	P
waaZ	GO:0005975	P
wbbK	GO:0005975	P
wcaC	GO:0005975	P
wcaJ	GO:0005975	P
wecA	GO:0005975	P
wecB	GO:0005975	P
wecC	GO:0005975	P
wecE	GO:0005975	P
wzb	GO:0005975	P
wzc	GO:0005975	P
wzyE	GO:0005975	P
wzzB	GO:0005975	P
wzzE	GO:0005975	P
xylA	GO:0005975	P
xylB	GO:0005975	P
xylF	GO:0005975	P
xylG	GO:0005975	P
xylH	GO:0005975	P
yagE	GO:0005975	P
yagF	GO:0005975	P
ybdH	GO:0005975	P
ybiW	GO:0005975	P
ycjU	GO:0005975	P
ydjH	GO:0005975	P
yeeL	GO:0005975	P
yegV	GO:0005975	P
yfaU	GO:0005975	P
yfhH	GO:0005975	P
ygbL	GO:0005975	P
yggF	GO:0005975	P
yhbX	GO:0005975	P
yhjR	GO:0005975	P
yidK	GO:0005975	P
yidR	GO:0005975	P
yieL	GO:0005975	P
yihR	GO:0005975	P
yihV	GO:0005975	P
yjbE	GO:0005975	P
yjbF	GO:0005975	P
yjbG	GO:0005975	P
yjbH	GO:0005975	P
yjgX	GO:0005975	P
yjhG	GO:0005975	P
yjhH	GO:0005975	P
ypdI	GO:0005975	P
yphB	GO:0005975	P
zwf	GO:0005975	P
arnB	GO:0005976	P
arnT	GO:0005976	P
bcsA	GO:0005976	P
bcsQ	GO:0005976	P
bglX	GO:0005976	P
cpsB	GO:0005976	P
eptA	GO:0005976	P
fepE	GO:0005976	P
galE	GO:0005976	P
galU	GO:0005976	P
glgA	GO:0005976	P
glgB	GO:0005976	P
glgC	GO:0005976	P
glgP	GO:0005976	P
glgX	GO:0005976	P
kdsC	GO:0005976	P
lapA	GO:0005976	P
lapB	GO:0005976	P
malP	GO:0005976	P
malQ	GO:0005976	P
malS	GO:0005976	P
malZ	GO:0005976	P
manA	GO:0005976	P
mcbA	GO:0005976	P
mdoD	GO:0005976	P
mdoG	GO:0005976	P
opgG	GO:0005976	P
opgH	GO:0005976	P
pgm	GO:0005976	P
rcsF	GO:0005976	P
rfaB	GO:0005976	P
rfbB	GO:0005976	P
rfbC	GO:0005976	P
rfbD	GO:0005976	P
rfe	GO:0005976	P
rffC	GO:0005976	P
rffG	GO:0005976	P
rffH	GO:0005976	P
rffM	GO:0005976	P
rffT	GO:0005976	P
ugd	GO:0005976	P
wbbK	GO:0005976	P
wcaC	GO:0005976	P
wcaJ	GO:0005976	P
wecA	GO:0005976	P
wecB	GO:0005976	P
wecC	GO:0005976	P
wecE	GO:0005976	P
wzb	GO:0005976	P
wzc	GO:0005976	P
wzyE	GO:0005976	P
wzzB	GO:0005976	P
wzzE	GO:0005976	P
yhjR	GO:0005976	P
yjbE	GO:0005976	P
yjbF	GO:0005976	P
yjbG	GO:0005976	P
yjbH	GO:0005976	P
ypdI	GO:0005976	P
glgA	GO:0005977	P
glgB	GO:0005977	P
glgC	GO:0005977	P
glgP	GO:0005977	P
glgX	GO:0005977	P
malP	GO:0005977	P
malQ	GO:0005977	P
pgm	GO:0005977	P
glgA	GO:0005978	P
glgB	GO:0005978	P
glgC	GO:0005978	P
pgm	GO:0005978	P
csrA	GO:0005979	P
glgP	GO:0005980	P
glgX	GO:0005980	P
malP	GO:0005980	P
ptsH	GO:0005981	P
ascB	GO:0005984	P
ebgA	GO:0005984	P
fbp	GO:0005984	P
lacZ	GO:0005984	P
malQ	GO:0005984	P
melA	GO:0005984	P
otsA	GO:0005984	P
otsB	GO:0005984	P
treA	GO:0005984	P
treC	GO:0005984	P
treF	GO:0005984	P
fbp	GO:0005985	P
fbp	GO:0005986	P
ebgA	GO:0005988	P
lacZ	GO:0005988	P
ebgA	GO:0005990	P
lacZ	GO:0005990	P
otsA	GO:0005991	P
otsB	GO:0005991	P
treA	GO:0005991	P
treC	GO:0005991	P
treF	GO:0005991	P
otsA	GO:0005992	P
otsB	GO:0005992	P
treA	GO:0005993	P
treC	GO:0005993	P
treF	GO:0005993	P
melA	GO:0005994	P
melA	GO:0005995	P
agp	GO:0005996	P
aldA	GO:0005996	P
alsE	GO:0005996	P
alsK	GO:0005996	P
araA	GO:0005996	P
araB	GO:0005996	P
araC	GO:0005996	P
araD	GO:0005996	P
dcuC	GO:0005996	P
dhaK	GO:0005996	P
epd	GO:0005996	P
fbaA	GO:0005996	P
fbp	GO:0005996	P
fpr	GO:0005996	P
fruK	GO:0005996	P
fucA	GO:0005996	P
fucI	GO:0005996	P
fucK	GO:0005996	P
fucO	GO:0005996	P
galE	GO:0005996	P
galK	GO:0005996	P
galM	GO:0005996	P
galT	GO:0005996	P
galU	GO:0005996	P
gapC	GO:0005996	P
gcd	GO:0005996	P
glpX	GO:0005996	P
gpmA	GO:0005996	P
gutQ	GO:0005996	P
kdgK	GO:0005996	P
kdsA	GO:0005996	P
kdsB	GO:0005996	P
kdsD	GO:0005996	P
kduD	GO:0005996	P
kduI	GO:0005996	P
ldhA	GO:0005996	P
lldD	GO:0005996	P
lyxK	GO:0005996	P
maeA	GO:0005996	P
mak	GO:0005996	P
manA	GO:0005996	P
mngB	GO:0005996	P
pck	GO:0005996	P
pckA	GO:0005996	P
pfkA	GO:0005996	P
pgl	GO:0005996	P
pgm	GO:0005996	P
ppsA	GO:0005996	P
rbsD	GO:0005996	P
rbsK	GO:0005996	P
rhaA	GO:0005996	P
rhaB	GO:0005996	P
rhaD	GO:0005996	P
rhaM	GO:0005996	P
rpe	GO:0005996	P
rpiA	GO:0005996	P
rpiB	GO:0005996	P
sgbE	GO:0005996	P
sgbU	GO:0005996	P
sgcE	GO:0005996	P
tpiA	GO:0005996	P
ulaD	GO:0005996	P
ulaE	GO:0005996	P
ulaF	GO:0005996	P
ulaG	GO:0005996	P
uxaA	GO:0005996	P
uxaB	GO:0005996	P
uxaC	GO:0005996	P
uxuA	GO:0005996	P
uxuB	GO:0005996	P
xylA	GO:0005996	P
xylB	GO:0005996	P
xylF	GO:0005996	P
xylG	GO:0005996	P
xylH	GO:0005996	P
ygbL	GO:0005996	P
yggF	GO:0005996	P
yidK	GO:0005996	P
yidR	GO:0005996	P
yihR	GO:0005996	P
yphB	GO:0005996	P
zwf	GO:0005996	P
xylB	GO:0005997	P
xylB	GO:0005998	P
fbp	GO:0006000	P
fpr	GO:0006000	P
fruK	GO:0006000	P
fpr	GO:0006001	P
fruK	GO:0006001	P
fbp	GO:0006002	P
frlB	GO:0006002	P
glmS	GO:0006002	P
aldA	GO:0006004	P
fucA	GO:0006004	P
fucI	GO:0006004	P
fucK	GO:0006004	P
fucO	GO:0006004	P
lldD	GO:0006004	P
agp	GO:0006006	P
dcuC	GO:0006006	P
epd	GO:0006006	P
fbaA	GO:0006006	P
fbp	GO:0006006	P
galM	GO:0006006	P
gapC	GO:0006006	P
gcd	GO:0006006	P
glpX	GO:0006006	P
gpmA	GO:0006006	P
ldhA	GO:0006006	P
maeA	GO:0006006	P
pck	GO:0006006	P
pckA	GO:0006006	P
pfkA	GO:0006006	P
pgl	GO:0006006	P
pgm	GO:0006006	P
ppsA	GO:0006006	P
tpiA	GO:0006006	P
yggF	GO:0006006	P
yihR	GO:0006006	P
yphB	GO:0006006	P
zwf	GO:0006006	P
agp	GO:0006007	P
gcd	GO:0006007	P
pfkA	GO:0006007	P
galU	GO:0006011	P
galE	GO:0006012	P
galK	GO:0006012	P
galM	GO:0006012	P
galT	GO:0006012	P
galU	GO:0006012	P
pgm	GO:0006012	P
yidK	GO:0006012	P
yihR	GO:0006012	P
yphB	GO:0006012	P
manA	GO:0006013	P
mngB	GO:0006013	P
rbsD	GO:0006014	P
rbsK	GO:0006014	P
rpiA	GO:0006014	P
phnN	GO:0006015	P
prs	GO:0006015	P
suhB	GO:0006020	P
amiD	GO:0006022	P
ampD	GO:0006022	P
ampG	GO:0006022	P
ampH	GO:0006022	P
bacA	GO:0006022	P
dacA	GO:0006022	P
dacB	GO:0006022	P
dacC	GO:0006022	P
dacD	GO:0006022	P
ddlA	GO:0006022	P
ddlB	GO:0006022	P
ddpX	GO:0006022	P
elyC	GO:0006022	P
erfK	GO:0006022	P
ftsI	GO:0006022	P
ftsW	GO:0006022	P
glmM	GO:0006022	P
ispU	GO:0006022	P
ldcA	GO:0006022	P
ldtA	GO:0006022	P
ldtB	GO:0006022	P
ldtC	GO:0006022	P
lpoA	GO:0006022	P
lpoB	GO:0006022	P
mepA	GO:0006022	P
mepH	GO:0006022	P
mepM	GO:0006022	P
mepS	GO:0006022	P
mipA	GO:0006022	P
mltA	GO:0006022	P
mltB	GO:0006022	P
mltC	GO:0006022	P
mltF	GO:0006022	P
mltG	GO:0006022	P
mpaA	GO:0006022	P
mrcA	GO:0006022	P
mrcB	GO:0006022	P
mrdA	GO:0006022	P
mrdB	GO:0006022	P
mtgA	GO:0006022	P
murA	GO:0006022	P
murB	GO:0006022	P
murC	GO:0006022	P
murD	GO:0006022	P
murE	GO:0006022	P
murF	GO:0006022	P
murG	GO:0006022	P
murI	GO:0006022	P
murJ	GO:0006022	P
murQ	GO:0006022	P
nagE	GO:0006022	P
nagK	GO:0006022	P
nagZ	GO:0006022	P
pbpC	GO:0006022	P
pbpG	GO:0006022	P
pgpB	GO:0006022	P
slt	GO:0006022	P
ybiS	GO:0006022	P
ycbB	GO:0006022	P
ycfS	GO:0006022	P
ygeA	GO:0006022	P
yiaT	GO:0006022	P
ynhG	GO:0006022	P
dacC	GO:0006023	P
dacD	GO:0006023	P
ddlA	GO:0006023	P
ddlB	GO:0006023	P
ddpX	GO:0006023	P
erfK	GO:0006023	P
ftsI	GO:0006023	P
ftsW	GO:0006023	P
glmM	GO:0006023	P
ispU	GO:0006023	P
ldtA	GO:0006023	P
ldtB	GO:0006023	P
ldtC	GO:0006023	P
lpoA	GO:0006023	P
lpoB	GO:0006023	P
mepA	GO:0006023	P
mipA	GO:0006023	P
mrcA	GO:0006023	P
mrcB	GO:0006023	P
mrdA	GO:0006023	P
mrdB	GO:0006023	P
mtgA	GO:0006023	P
murA	GO:0006023	P
murB	GO:0006023	P
murC	GO:0006023	P
murD	GO:0006023	P
murE	GO:0006023	P
murF	GO:0006023	P
murG	GO:0006023	P
murI	GO:0006023	P
murJ	GO:0006023	P
pbpC	GO:0006023	P
pgpB	GO:0006023	P
ybiS	GO:0006023	P
ycbB	GO:0006023	P
ycfS	GO:0006023	P
ygeA	GO:0006023	P
yiaT	GO:0006023	P
ynhG	GO:0006023	P
dacC	GO:0006024	P
dacD	GO:0006024	P
ddlA	GO:0006024	P
ddlB	GO:0006024	P
ddpX	GO:0006024	P
erfK	GO:0006024	P
ftsI	GO:0006024	P
ftsW	GO:0006024	P
glmM	GO:0006024	P
ispU	GO:0006024	P
ldtA	GO:0006024	P
ldtB	GO:0006024	P
ldtC	GO:0006024	P
lpoA	GO:0006024	P
lpoB	GO:0006024	P
mepA	GO:0006024	P
mipA	GO:0006024	P
mrcA	GO:0006024	P
mrcB	GO:0006024	P
mrdA	GO:0006024	P
mrdB	GO:0006024	P
mtgA	GO:0006024	P
murA	GO:0006024	P
murB	GO:0006024	P
murC	GO:0006024	P
murD	GO:0006024	P
murE	GO:0006024	P
murF	GO:0006024	P
murG	GO:0006024	P
murI	GO:0006024	P
murJ	GO:0006024	P
pbpC	GO:0006024	P
pgpB	GO:0006024	P
ybiS	GO:0006024	P
ycbB	GO:0006024	P
ycfS	GO:0006024	P
ygeA	GO:0006024	P
yiaT	GO:0006024	P
ynhG	GO:0006024	P
amiD	GO:0006026	P
ampD	GO:0006026	P
ampH	GO:0006026	P
dacB	GO:0006026	P
mltA	GO:0006026	P
mltB	GO:0006026	P
mltC	GO:0006026	P
mltF	GO:0006026	P
mpaA	GO:0006026	P
slt	GO:0006026	P
amiD	GO:0006027	P
ampD	GO:0006027	P
ampH	GO:0006027	P
dacB	GO:0006027	P
mltA	GO:0006027	P
mltB	GO:0006027	P
mltC	GO:0006027	P
mltF	GO:0006027	P
mpaA	GO:0006027	P
slt	GO:0006027	P
agaI	GO:0006040	P
arnA	GO:0006040	P
frlA	GO:0006040	P
frlB	GO:0006040	P
frlC	GO:0006040	P
glmM	GO:0006040	P
glmS	GO:0006040	P
glmU	GO:0006040	P
murQ	GO:0006040	P
nagA	GO:0006040	P
nagB	GO:0006040	P
nanA	GO:0006040	P
nanE	GO:0006040	P
nanK	GO:0006040	P
ycjR	GO:0006040	P
yieK	GO:0006040	P
yihS	GO:0006040	P
agaI	GO:0006044	P
nagA	GO:0006044	P
nagB	GO:0006044	P
yieK	GO:0006044	P
yihS	GO:0006044	P
agaI	GO:0006046	P
nagA	GO:0006046	P
nagB	GO:0006046	P
yieK	GO:0006046	P
agaI	GO:0006047	P
frlB	GO:0006047	P
glmM	GO:0006047	P
glmS	GO:0006047	P
glmU	GO:0006047	P
nagB	GO:0006047	P
yieK	GO:0006047	P
agaI	GO:0006048	P
glmM	GO:0006048	P
glmS	GO:0006048	P
glmU	GO:0006048	P
nagB	GO:0006048	P
yieK	GO:0006048	P
nanE	GO:0006050	P
nanE	GO:0006051	P
nanE	GO:0006053	P
agaI	GO:0006054	P
nagA	GO:0006054	P
nagB	GO:0006054	P
nanA	GO:0006054	P
nanE	GO:0006054	P
nanK	GO:0006054	P
yieK	GO:0006054	P
manA	GO:0006056	P
manA	GO:0006057	P
gatD	GO:0006059	P
gatY	GO:0006059	P
mtlD	GO:0006059	P
srlD	GO:0006059	P
srlD	GO:0006060	P
srlD	GO:0006062	P
kdgK	GO:0006063	P
kduD	GO:0006063	P
kduI	GO:0006063	P
uxaA	GO:0006063	P
uxaB	GO:0006063	P
uxaC	GO:0006063	P
uxuA	GO:0006063	P
uxuB	GO:0006063	P
yidR	GO:0006063	P
kdgK	GO:0006064	P
kduD	GO:0006064	P
kduI	GO:0006064	P
uxaC	GO:0006064	P
uxuA	GO:0006064	P
uxuB	GO:0006064	P
adhE	GO:0006066	P
appA	GO:0006066	P
dcuC	GO:0006066	P
dhaK	GO:0006066	P
dhaL	GO:0006066	P
eutB	GO:0006066	P
folE	GO:0006066	P
fucO	GO:0006066	P
gatD	GO:0006066	P
gatY	GO:0006066	P
gcl	GO:0006066	P
glcD	GO:0006066	P
glcE	GO:0006066	P
glcF	GO:0006066	P
gldA	GO:0006066	P
glpK	GO:0006066	P
glxK	GO:0006066	P
hybA	GO:0006066	P
ispB	GO:0006066	P
ispU	GO:0006066	P
ldhA	GO:0006066	P
mhpA	GO:0006066	P
mhpB	GO:0006066	P
mhpC	GO:0006066	P
mtlD	GO:0006066	P
queD	GO:0006066	P
srlD	GO:0006066	P
suhB	GO:0006066	P
tpiA	GO:0006066	P
ybdH	GO:0006066	P
ydiO	GO:0006066	P
yqeF	GO:0006066	P
adhE	GO:0006067	P
dcuC	GO:0006067	P
ldhA	GO:0006067	P
dhaK	GO:0006071	P
dhaL	GO:0006071	P
gldA	GO:0006071	P
glpK	GO:0006071	P
hybA	GO:0006071	P
tpiA	GO:0006071	P
ybdH	GO:0006071	P
glpA	GO:0006072	P
glpB	GO:0006072	P
glpC	GO:0006072	P
glpD	GO:0006072	P
plsB	GO:0006072	P
bcsA	GO:0006073	P
bcsQ	GO:0006073	P
galU	GO:0006073	P
glgA	GO:0006073	P
glgB	GO:0006073	P
glgC	GO:0006073	P
glgP	GO:0006073	P
glgX	GO:0006073	P
malP	GO:0006073	P
malQ	GO:0006073	P
malS	GO:0006073	P
malZ	GO:0006073	P
mdoD	GO:0006073	P
mdoG	GO:0006073	P
opgG	GO:0006073	P
opgH	GO:0006073	P
pgm	GO:0006073	P
rfaB	GO:0006073	P
wbbK	GO:0006073	P
yhjR	GO:0006073	P
aceA	GO:0006081	P
aceB	GO:0006081	P
aceK	GO:0006081	P
acnA	GO:0006081	P
acnB	GO:0006081	P
adhP	GO:0006081	P
adiY	GO:0006081	P
alsE	GO:0006081	P
appY	GO:0006081	P
araC	GO:0006081	P
chbR	GO:0006081	P
dkgA	GO:0006081	P
dkgB	GO:0006081	P
dxr	GO:0006081	P
dxs	GO:0006081	P
envY	GO:0006081	P
epd	GO:0006081	P
eutR	GO:0006081	P
feaR	GO:0006081	P
frmA	GO:0006081	P
frmB	GO:0006081	P
gadW	GO:0006081	P
gadX	GO:0006081	P
gcl	GO:0006081	P
glcB	GO:0006081	P
gldA	GO:0006081	P
gloA	GO:0006081	P
gloB	GO:0006081	P
gloC	GO:0006081	P
glxK	GO:0006081	P
glxR	GO:0006081	P
gnd	GO:0006081	P
gpr	GO:0006081	P
hchA	GO:0006081	P
hyi	GO:0006081	P
ispG	GO:0006081	P
ispH	GO:0006081	P
melR	GO:0006081	P
mgsA	GO:0006081	P
nimR	GO:0006081	P
pdxA	GO:0006081	P
pdxB	GO:0006081	P
pdxH	GO:0006081	P
pdxK	GO:0006081	P
pdxY	GO:0006081	P
pgl	GO:0006081	P
rclR	GO:0006081	P
rhaR	GO:0006081	P
rhaS	GO:0006081	P
rpe	GO:0006081	P
rpiA	GO:0006081	P
serC	GO:0006081	P
sgcE	GO:0006081	P
talB	GO:0006081	P
tktA	GO:0006081	P
tktB	GO:0006081	P
tpiA	GO:0006081	P
ybcM	GO:0006081	P
ydeO	GO:0006081	P
ydiP	GO:0006081	P
yeaE	GO:0006081	P
yeiG	GO:0006081	P
ygbM	GO:0006081	P
yijO	GO:0006081	P
yneL	GO:0006081	P
ypdC	GO:0006081	P
zwf	GO:0006081	P
aas	GO:0006082	P
abgA	GO:0006082	P
abgB	GO:0006082	P
accA	GO:0006082	P
accB	GO:0006082	P
accC	GO:0006082	P
accD	GO:0006082	P
aceA	GO:0006082	P
aceB	GO:0006082	P
aceF	GO:0006082	P
aceK	GO:0006082	P
ackA	GO:0006082	P
acnA	GO:0006082	P
acnB	GO:0006082	P
acpH	GO:0006082	P
acpP	GO:0006082	P
acpS	GO:0006082	P
acpT	GO:0006082	P
acs	GO:0006082	P
adiA	GO:0006082	P
adiY	GO:0006082	P
agaI	GO:0006082	P
alaA	GO:0006082	P
alaC	GO:0006082	P
alaS	GO:0006082	P
alr	GO:0006082	P
ansA	GO:0006082	P
ansB	GO:0006082	P
appY	GO:0006082	P
araC	GO:0006082	P
arcC	GO:0006082	P
argA	GO:0006082	P
argB	GO:0006082	P
argC	GO:0006082	P
argD	GO:0006082	P
argE	GO:0006082	P
argF	GO:0006082	P
argG	GO:0006082	P
argH	GO:0006082	P
argI	GO:0006082	P
argS	GO:0006082	P
aroA	GO:0006082	P
aroB	GO:0006082	P
aroC	GO:0006082	P
aroD	GO:0006082	P
aroE	GO:0006082	P
aroF	GO:0006082	P
aroG	GO:0006082	P
aroH	GO:0006082	P
aroK	GO:0006082	P
aroL	GO:0006082	P
asd	GO:0006082	P
asnA	GO:0006082	P
asnB	GO:0006082	P
asnS	GO:0006082	P
aspA	GO:0006082	P
aspC	GO:0006082	P
aspS	GO:0006082	P
astB	GO:0006082	P
astC	GO:0006082	P
atoB	GO:0006082	P
avtA	GO:0006082	P
bioA	GO:0006082	P
bioB	GO:0006082	P
bioC	GO:0006082	P
bioD	GO:0006082	P
bioD1	GO:0006082	P
bioD2	GO:0006082	P
bioF	GO:0006082	P
bioH	GO:0006082	P
birA	GO:0006082	P
cadA	GO:0006082	P
caiD	GO:0006082	P
carA	GO:0006082	P
carB	GO:0006082	P
chbR	GO:0006082	P
citE	GO:0006082	P
cmk	GO:0006082	P
cptB	GO:0006082	P
cra	GO:0006082	P
csdA	GO:0006082	P
cynS	GO:0006082	P
cynT	GO:0006082	P
cynX	GO:0006082	P
cysE	GO:0006082	P
cysK	GO:0006082	P
cysM	GO:0006082	P
cysQ	GO:0006082	P
cysS	GO:0006082	P
cysZ	GO:0006082	P
dadA	GO:0006082	P
dapA	GO:0006082	P
dapB	GO:0006082	P
dapD	GO:0006082	P
dapF	GO:0006082	P
dcuC	GO:0006082	P
dcyD	GO:0006082	P
decR	GO:0006082	P
dgoA	GO:0006082	P
dgoD	GO:0006082	P
dgoK	GO:0006082	P
dld	GO:0006082	P
dmlA	GO:0006082	P
dmlR	GO:0006082	P
dsdA	GO:0006082	P
dxr	GO:0006082	P
dxs	GO:0006082	P
edd	GO:0006082	P
eno	GO:0006082	P
entC	GO:0006082	P
entF	GO:0006082	P
envY	GO:0006082	P
epmA	GO:0006082	P
eutR	GO:0006082	P
fabA	GO:0006082	P
fabB	GO:0006082	P
fabD	GO:0006082	P
fabG	GO:0006082	P
fabH	GO:0006082	P
fabI	GO:0006082	P
fabZ	GO:0006082	P
fadA	GO:0006082	P
fadB	GO:0006082	P
fadD	GO:0006082	P
fadE	GO:0006082	P
fadH	GO:0006082	P
fadI	GO:0006082	P
fadJ	GO:0006082	P
fadK	GO:0006082	P
fadM	GO:0006082	P
fadR	GO:0006082	P
fau	GO:0006082	P
fbaA	GO:0006082	P
fdhF	GO:0006082	P
fdnG	GO:0006082	P
fdnH	GO:0006082	P
fdnI	GO:0006082	P
fdoG	GO:0006082	P
fdoH	GO:0006082	P
fdoI	GO:0006082	P
fdrA	GO:0006082	P
feaR	GO:0006082	P
fixB	GO:0006082	P
folA	GO:0006082	P
folC	GO:0006082	P
folM	GO:0006082	P
folP	GO:0006082	P
folX	GO:0006082	P
frlA	GO:0006082	P
fumA	GO:0006082	P
fumB	GO:0006082	P
fumC	GO:0006082	P
gabD	GO:0006082	P
gabT	GO:0006082	P
gadA	GO:0006082	P
gadB	GO:0006082	P
gadW	GO:0006082	P
gadX	GO:0006082	P
gapA	GO:0006082	P
garD	GO:0006082	P
garK	GO:0006082	P
garL	GO:0006082	P
garR	GO:0006082	P
gcl	GO:0006082	P
gcvH	GO:0006082	P
gcvP	GO:0006082	P
gcvT	GO:0006082	P
gdhA	GO:0006082	P
ggt	GO:0006082	P
ghrB	GO:0006082	P
glcB	GO:0006082	P
glcD	GO:0006082	P
glcE	GO:0006082	P
glcF	GO:0006082	P
glk	GO:0006082	P
glnA	GO:0006082	P
glnS	GO:0006082	P
gloA	GO:0006082	P
gloB	GO:0006082	P
gloC	GO:0006082	P
glsA	GO:0006082	P
glsA1	GO:0006082	P
glsA2	GO:0006082	P
glsB	GO:0006082	P
gltB	GO:0006082	P
gltD	GO:0006082	P
gltX	GO:0006082	P
gluQ	GO:0006082	P
glxK	GO:0006082	P
glxR	GO:0006082	P
glyA	GO:0006082	P
glyS	GO:0006082	P
gnd	GO:0006082	P
gnsB	GO:0006082	P
gntK	GO:0006082	P
gpmA	GO:0006082	P
grcA	GO:0006082	P
gudD	GO:0006082	P
gutQ	GO:0006082	P
hcaB	GO:0006082	P
hcaC	GO:0006082	P
hcaD	GO:0006082	P
hcaE	GO:0006082	P
hcaF	GO:0006082	P
hchA	GO:0006082	P
hdhA	GO:0006082	P
hemA	GO:0006082	P
hemE	GO:0006082	P
hemF	GO:0006082	P
hemN	GO:0006082	P
hexR	GO:0006082	P
hinT	GO:0006082	P
hisA	GO:0006082	P
hisB	GO:0006082	P
hisC	GO:0006082	P
hisD	GO:0006082	P
hisF	GO:0006082	P
hisG	GO:0006082	P
hisH	GO:0006082	P
hisI	GO:0006082	P
hisS	GO:0006082	P
hyi	GO:0006082	P
idnD	GO:0006082	P
idnK	GO:0006082	P
idnO	GO:0006082	P
ileS	GO:0006082	P
ilvA	GO:0006082	P
ilvB	GO:0006082	P
ilvC	GO:0006082	P
ilvD	GO:0006082	P
ilvE	GO:0006082	P
ilvH	GO:0006082	P
ilvI	GO:0006082	P
ilvL	GO:0006082	P
ilvM	GO:0006082	P
ilvN	GO:0006082	P
ispG	GO:0006082	P
ispH	GO:0006082	P
ivbL	GO:0006082	P
kdgK	GO:0006082	P
kdsA	GO:0006082	P
kdsB	GO:0006082	P
kdsD	GO:0006082	P
kduD	GO:0006082	P
kduI	GO:0006082	P
ldcC	GO:0006082	P
ldhA	GO:0006082	P
leuA	GO:0006082	P
leuB	GO:0006082	P
leuC	GO:0006082	P
leuD	GO:0006082	P
leuS	GO:0006082	P
lgoD	GO:0006082	P
lgoR	GO:0006082	P
lipA	GO:0006082	P
lipB	GO:0006082	P
lldD	GO:0006082	P
lpd	GO:0006082	P
lpxM	GO:0006082	P
lpxP	GO:0006082	P
lrp	GO:0006082	P
ltaE	GO:0006082	P
luxS	GO:0006082	P
lysA	GO:0006082	P
lysC	GO:0006082	P
lysR	GO:0006082	P
lysS	GO:0006082	P
lysU	GO:0006082	P
maeA	GO:0006082	P
mdh	GO:0006082	P
melR	GO:0006082	P
menF	GO:0006082	P
metB	GO:0006082	P
metC	GO:0006082	P
metE	GO:0006082	P
metF	GO:0006082	P
metG	GO:0006082	P
metH	GO:0006082	P
metK	GO:0006082	P
metL	GO:0006082	P
mhpA	GO:0006082	P
mhpB	GO:0006082	P
mhpC	GO:0006082	P
mioC	GO:0006082	P
mmuP	GO:0006082	P
mtn	GO:0006082	P
mtnN	GO:0006082	P
murR	GO:0006082	P
nadA	GO:0006082	P
nadB	GO:0006082	P
nadC	GO:0006082	P
nadD	GO:0006082	P
nadE	GO:0006082	P
nagA	GO:0006082	P
nagB	GO:0006082	P
nanA	GO:0006082	P
nanE	GO:0006082	P
nanK	GO:0006082	P
nanS	GO:0006082	P
narG	GO:0006082	P
narH	GO:0006082	P
narJ	GO:0006082	P
narW	GO:0006082	P
nimR	GO:0006082	P
nudB	GO:0006082	P
oxc	GO:0006082	P
paaA	GO:0006082	P
paaB	GO:0006082	P
paaC	GO:0006082	P
paaD	GO:0006082	P
paaE	GO:0006082	P
paaF	GO:0006082	P
paaG	GO:0006082	P
paaH	GO:0006082	P
paaJ	GO:0006082	P
paaK	GO:0006082	P
paaX	GO:0006082	P
paaZ	GO:0006082	P
pabA	GO:0006082	P
pabB	GO:0006082	P
pabC	GO:0006082	P
panB	GO:0006082	P
panC	GO:0006082	P
panE	GO:0006082	P
panZ	GO:0006082	P
pfkA	GO:0006082	P
pfkB	GO:0006082	P
pflB	GO:0006082	P
pgi	GO:0006082	P
pgk	GO:0006082	P
pheA	GO:0006082	P
pheS	GO:0006082	P
pheT	GO:0006082	P
plsB	GO:0006082	P
poxB	GO:0006082	P
ppc	GO:0006082	P
ppk	GO:0006082	P
ppx	GO:0006082	P
proA	GO:0006082	P
proB	GO:0006082	P
proC	GO:0006082	P
proS	GO:0006082	P
prpB	GO:0006082	P
prpC	GO:0006082	P
prpD	GO:0006082	P
pta	GO:0006082	P
purF	GO:0006082	P
purL	GO:0006082	P
purU	GO:0006082	P
putA	GO:0006082	P
puuA	GO:0006082	P
puuE	GO:0006082	P
pykA	GO:0006082	P
pykF	GO:0006082	P
