#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sapD//fhuD//ybiT//ygcW//
GO_0006139_4	ghxP//menI//lplA//yidC//rplB//fliT//yhjD//fumA//pgaC//ybcC//ybfA//melB//murF//yidA//fadI//mngB//ribE//yajR//asnS//xapA//ygcO//hybA//fpr//borD//minC//ddlB//ymgA//xylR//yqeF//eutB//avtA//fau//recG//waaG//feoA//ygcR//hslR//rlmE//umuD//hscC//flgF//pbpC//pstC//mnmE//gspF//dppD//sbmA//pabA//yjjI//yahB//xerD//rpsO//ygdG//fumC//glnD//obgE//emrK//ldcA//mmuP//marA//pphA//lysC//yajD//rhlE//nupC//yaaA//evgS//fabZ//argF//yjjU//rffC//arfB//ycjQ//secG//mmuM//ldtE//ygeX//nhaA//ybaT//ykgF//rpsG//yhaJ//ftsY//ycgV//astB//pdxB//yidH//acrE//yegS//def//yfcR//mhpR//tatD//tatD//bluF//yiaO//pnp//ugpB//insH-5//ykgO//secG//yidL//tusB//pabA//mngA//ribF//tnaC//ppk//fabH//uup//cstA//xisR//tolQ//leuB//lrhA//cmoA//ydeI//yiaN//pckA//fliD//treR//yqjH//ynhF//mutM//fdhD//tsaE//narI//uspG//ycbX//yphB//amyA//mnmG//ldcA//entC//frdA//tusA//aes//rcnB//mcrB//yjcS//ycaN//yihV//yfaL//pdeL//wcaJ//sspA//mlaC//ytfQ//rppH//ffh//aroE//aroC//cysB//galR//yhjR//rlmE//hypB//zapD//ygjK//bioH//nusG//hofC//rpmE//rclA//yjbE//rnhB//opgE//yphF//yhcN//waaC//treR//ahr//sgrT//bioP//murG//frvB//rutE//nrfB//rutE//rfaB//yqeF//rdgC//torS//thrS//ubiC//yciK//narP//mltB//matP//hycH//rclR//arcC//pitA//xylG//uxuR//ptsN//rnhA//topAI//pdxJ//bamC//rcnB//nrdA//prmC//yadG//ydiP//elfC//agaD//zraS//yfcQ//preT//infB//cmoB//gfcE//plsB//yfgJ//gcvR//gltS//msrC//yiaB//yjeI//ynfK//glrR//nanK//gstA//pykA//mnmA//ybhR//rplN//idnT//ivy//prlF//ybjX//atpD//dinQ//fdoH//infC//rffH//opgD//potI//truC//glgA//eno//cydD//cas2//cyaY//ymgA//aroD//yhhT//yagI//mdlB//yfiE//insI-2//frmR//rbsA//rhoL//ligA//agaA//bglA//prmB//appA//setB//exbD//nth//pyrB//livM//mdtA//symE//ruvA//gudD//purL//yhbX//nrdR//tatB//argO//arsB//cbrC//hha//mdoG//yfiE//nrdI//cutC//ygeW//lpxT//ccmH//fdnH//sfmH//araE//hemA//appC//rcnB//epmA//ymfK//cyoA//sanA//puuE//glmM//msrQ//yifB//dmsA//truC//ppx//thyA//nikR//lrhA//feaR//recG//fumB//tap//yidH//rnd//csrA//yciH//aslB//hypE//gltI//fryA//rsmJ//nagA//rpsR//yrbG//nrfD//prlC//yjjX//fabZ//elfA//yfaE//srlE//nanT//otsA//rpsH//rlmB//hcaB//yfaU//scpC//rseB//yaaJ//lpp//manX//spy//rraB//ibsB//nepI//efp//tynA//rraB//yahI//gsiD//cysP//dnaB//obgE//eutD//pgaB//gntR//ilvN//ycgV//glpD//frwD//btuC//glpT//yejE//yggN//rffM//fadJ//dsbA//cobB//mutH//ydcP//rpiB//ccmD//mraZ//ydhC//rpsK//yneL//moaC//phoR//dnaX//sgcE//plaP//xylR//nudG//gadE//ygiV//fruA//alaS//yhaC//mgtA//yaaY//mutT//paaB//cpsG//rnhB//rffM//uidC//ybaQ//leuC//sfmF//fdoG//clpA//fryC//ispU//rhtA//rnhA//mltD//yegV//uxaC//dnaG//dmsB//gor//sufB//fkpA//mepA//rsgA//fieF//rssB//cutA//tsx//narQ//dacC//xisE//ariR//yghW//pdeD//rsmC//rusA//bolA//fdhF//ptsP//rpsR//yqeG//gltX//livM//cpxA//znuA//sufB//lspA//yebQ//argH//rsfS//fixB//fdnI//ais//gapC//intE//hcaB//fliA//chbG//tdcB//cdh//fryC//clpB//mdfA//yghW//menC//feoB//cdh//ybgP//appY//pta//rsmB//hypD//cmoB//sgcB//leuS//tap//syd//yjbE//nuoE//dinG//mscM//murE//ygaZ//pyrB//alr//metR//cysK//rcsB//cstA//cyoB//ymgC//puuB//sdaB//mug//ade//pepA//proQ//metN//pflA//zupT//cpxP//ubiJ//lacZ//ptsH//galK//dgcJ//lit//rplS//rimL//yijO//cpsB//osmE//envR//topB//narP//btuB//recT//ppiA//tamA//lacY//cirA//trpD//matP//yedL//pabC//yqhD//ilvA//rplB//ybjN//treR//cutC//moeA//ulaD//ydiR//ilvE//uhpT//artI//ilvL//yedP//tusB//uup//ptrA//amiA//dmlR//yhjG//xylF//tgt//ydjE//frdD//modB//yafN//erfK//pdxA//torC//frdB//mdtL//torD//rutD//yjiA//mrdA//hxpB//yadG//yqjH//zapA//ybeF//sbcD//miaA//ydiF//yijE//ulaB//ybiV//frdD//yadN//groS//pyrD//yafN//ftsY//metC//secA//waaP//cra//ftsK//nrfF//galT//serB//fruB//ybaM//tqsA//hemC//ycgV//clpA//alsA//sfmH//rfaB//rspB//ybaM//ssuE//gadC//atpB//plsC//exuT//tyrA//gpr//xdhB//ilvD//ybiX//rutF//ybaE//hipB//pdeR//ynjA//yabI//yneJ//pgsA//yjgX//sufA//gph//nuoN//gpmM//frlA//panD//agaD//katG//fliK//hldE//
GO_0006140_6	sbcC//sdhB//
GO_0006144_6	crfC//ycjU//phnH//hdeA//zipA//recF//fliG//menB//yehC//yiaO//
GO_0006145_7	clpA//frlR//ychF//flgA//
GO_0006146_8	secM//gdhA//
GO_0006148_9	ompL//
GO_0006149_9	allR//
GO_0006150_9	ppiC//
GO_0006152_7	phnO//pitA//gcd//treB//lacI//ypdA//
GO_0006154_6	paaB//
GO_0006161_9	rnpA//
GO_0006163_6	basR//ebgA//cysC//mltG//radD//macB//holB//hslU//sbmA//casC//pgpB//rplA//fdoI//insB-2//tqsA//tadA//insB-2//yfjR//potF//napD//xapB//roxA//psuT//fepA//dnaQ//yihI//yadI//argO//ampD//idi//tilS//ftnB//katG//hdeA//hyi//rplC//rlmH//manA//ychH//yggP//fadA//nadE//waaG//secA//rutG//recF//pyrL//frr//menI//pdeD//rcsC//glmU//pyrE//pdhR//
GO_0006164_7	ansA//surA//glmS//hscB//yehC//yedF//yphB//soxR//lon//flgK//yhcH//hslJ//fruB//mltF//glnP//cheB//yjjB//melB//ybcQ//yfeD//rpoD//kefG//hycA//mdoD//mpaA//yciA//uxuA//yajO//ftp//bepA//dcuD//rpmG//sgbU//ydbD//glgA//fabZ//yagE//hslV//cysE//cheR//
GO_0006165_7	sulA//yfcQ//gadB//aroE//hyi//recT//ldrA//yraH//cueR//lolA//hybD//rsmJ//uvrC//holE//thiP//nusG//yjiQ//fepC//gldA//
GO_0006166_6	yihP//fdhE//
GO_0006167_6	soxR//
GO_0006168_7	yphD//hxpA//
GO_0006171_9	yhfK//
GO_0006172_9	srlA//
GO_0006177_9	metE//garD//envR//
GO_0006178_7	ycdY//
GO_0006183_9	rplA//
GO_0006188_9	nrdA//cynT//rhoL//perR//
GO_0006189_10	cusR//hsdR//
GO_0006195_7	narG//thiD//
GO_0006203_8	chpS//bamE//
GO_0006206_6	feaB//yedF//lsrG//narG//ydaV//dacB//rcsF//frlR//rpnD//ydjE//yeaK//copA//nagB//cusF//eutR//yfcV//hybA//betA//sutR//bioB//tolC//nuoF//mqsA//queA//ynbC//serB//
GO_0006207_8	csgF//ydeO//gltD//yhbS//creC//
GO_0006208_7	argE//ldtE//yeaV//rlpA//modB//paaD//gcvT//accA//iaaA//hybO//dcuS//narL//ilvB//
GO_0006209_6	cirA//
GO_0006210_8	rusA//
GO_0006212_6	fimD//fumB//ygbM//plsB//lysP//pgpC//rplN//glsB//cdaR//glcF//agaA//
GO_0006213_6	ptsH//acpS//ycfL//hemD//yfiF//ydcO//amiD//ubiJ//nadK//corA//fadD//mreB//bioH//hisG//fhuC//ybhJ//
GO_0006216_9	ispB//
GO_0006217_9	yjiM//
GO_0006218_9	potF//
GO_0006220_6	torD//paaZ//afuC//glmS//yiaO//uvrD//sseA//tktA//arcB//fabZ//rplT//yebQ//rffH//rplT//nupX//ygcO//amtB//aceA//pstB//evgA//
GO_0006221_7	lysR//yagU//aspA//glpF//ygeV//btuR//mtnN//tolQ//ubiJ//narY//hisM//cyoC//alsA//
GO_0006222_9	crr//
GO_0006225_9	era//
GO_0006226_9	yegT//cptB//
GO_0006227_9	hipA//
GO_0006231_9	kch//
GO_0006233_9	mltC//
GO_0006235_9	ftsK//
GO_0006241_9	dcuC//
GO_0006244_7	cpxR//rnhA//csgF//uhpB//crr//yjbH//sapB//
GO_0006259_5	deoC//yphC//yejA//pepQ//mltF//sgrT//dgoD//ilvB//flgJ//pyrF//treA//nagK//rfaQ//rutR//nadK//endA//cbrC//bluR//ybiH//tbpA//dicC//ybcJ//kbp//mglA//intQ//citX//rho//guaC//moaC//sucA//dinD//ybcQ//fliL//def//potH//mazG//menI//yidZ//nuoH//recB//allB//phnP//yfcU//ccmE//lrp//sgbH//phoB//raiA//zapE//yobA//fimC//plaP//psuT//yhbX//nanA//ygbN//rdgC//panZ//ybhR//gatA//trpS//nagZ//gcd//trpL//frr//gloB//wza//sbcB//pdeK//dcd//ccmC//aas//melA//narI//hyfA//ubiF//mrcA//pntB//mazG//aes//agp//ruvC//glxR//yphB//nudC//cysC//aldA//aroD//cedA//lolD//potF//purC//tas//dgcZ//ydaN//mzrA//phnL//ilvL//epmB//csrD//yafC//bssR//speD//flgG//ycdX//agaW//mqsA//yajR//msbA//pnp//purU//lsrR//mug//gpt//holE//metR//gfcE//hrpA//pepN//aqpZ//priA//glcA//ybjX//iraD//gdhA//cydD//yagI//glcF//hrpA//ibsA//casD//cstA//yebS//rluB//yjhG//fetA//srkA//rrrD//sodC//psuT//yajO//rhtC//zitB//gcvR//dxr//bamB//tolA//yafO//
GO_0006260_6	mhpR//sgrT//murP//cpxR//araD//ftsA//pdxH//rlmG//ldtC//rpoD//ydiK//nanA//priB//putP//ycfH//rluD//wcaJ//minE//tauC//frr//tyrR//
GO_0006261_7	rbbA//livJ//nusA//flgD//hsdR//mngA//pgsA//lpxL//narK//moeA//mdtN//trmL//
GO_0006265_6	leuS//hcp//intA//ompA//rhtB//
GO_0006266_6	pabB//ebgA//yceO//
GO_0006267_5	crfC//
GO_0006268_9	cydB//bglB//aaeR//
GO_0006269_6	ihfA//
GO_0006270_6	amiD//appY//casE//fhuC//bamE//rnr//
GO_0006271_7	modA//rplK//rplE//
GO_0006274_6	yiaB//
GO_0006275_7	phoQ//allB//rsmH//nfo//ralR//rhaR//yidA//mzrA//hcaF//
GO_0006276_3	ftsH//lysA//fecD//tabA//yefM//qorA//nrfG//csrD//
GO_0006281_6	hyaD//rsmJ//rng//oppF//dtpD//recE//rnd//pcm//sufS//nadB//alaA//mgtL//yrfG//malF//amtB//obgE//alsE//ndk//mltC//lexA//dsbD//patD//rng//sodC//hypA//purB//xylA//ispF//mntH//rdgC//ivy//yoaB//pflC//potC//tadA//ybcM//glpG//plsX//yfcQ//idnK//rbn//yjiY//abpA//ccmC//murG//lpxL//aspC//ribC//aldB//guaD//ettA//fdnI//fecD//thiL//yidA//
GO_0006283_8	waaG//
GO_0006284_7	lpxH//soxS//lepB//ftsN//hofM//arfB//
GO_0006285_6	trpD//fepC//uhpT//nadB//yhcN//
GO_0006288_8	folM//dnaQ//
GO_0006289_7	yijE//waaB//
GO_0006298_7	rnhB//recA//mhpT//yfhH//yfdG//appA//elaB//groS//yafQ//lsrA//
GO_0006301_7	xseB//ygbN//paaA//purU//
GO_0006302_7	frdC//chpB//pspA//dinQ//menC//nhaB//mlaC//rhaD//yahI//
GO_0006304_6	agaS//rpmF//rluC//hemD//asnC//murQ//nagZ//rsmD//panE//
GO_0006305_7	mlaD//lsrD//yjcE//sfmD//
GO_0006306_5	artM//nemR//hemD//cspG//
GO_0006307_8	norR//folE//mak//era//pdeL//
GO_0006308_6	yraJ//insI-1//yhdZ//rplT//arfA//crp//alaA//hupA//rhtC//sufA//tsaC//add//
GO_0006310_6	yaiV//ariR//cpxA//intS//yjjI//amiA//hemN//melR//rlmD//dacA//ftsL//ptsP//ycaN//thiG//ymfK//allD//narZ//satP//acrE//gsiB//nikA//relE//fmt//yeaK//ynaI//gltI//yfeR//hcaT//priC//pppA//srlD//narZ//kdsD//fliS//abgA//ahpC//eamB//fimZ//sucD//ymjB//waaA//gudX//mipA//
GO_0006313_4	kdpF//recF//norW//dfp//cmtB//glxR//thiM//
GO_0006323_7	ydcR//
GO_0006325_4	rplR//
GO_0006351_6	secB//ttcA//envR//fecA//oxyR//wzc//lptC//ilvA//dmsB//yidA//wzc//yegS//seqA//hemH//lpxH//dtpA//mdtG//mrr//ggt//yhjA//yhbQ//sdaC//rfaE//msrB//torC//mtlA//pldB//rplN//cobC//bolA//gdhA//mlaB//yaaJ//sdhC//yihW//rnr//lexA//ygeR//wcaC//xylE//truA//mdtQ//dapD//lptA//insI4//insI4//ybiX//iraP//sapC//pck//ubiF//gadW//ybjD//tamA//arsB//gppA//iscR//tdcC//ydiR//ssuD//rplW//tpiA//iscR//hypB//tehA//ldtD//cyaY//kgtP//emrE//puuB//fmt//metC//dctR//hpf//glcD//moaC//yehA//phr//feaR//insB-4//yehB//pmbA//uvrY//lpp//bglA//entC//intS//dnaG//ftsW//lapA//ftsY//livH//bssR//dgcM//yhbS//dgcT//ymdB//tusE//guaD//ccmG//marA//tyrR//sspB//dctA//ydiK//pyrF//rof//glgP//rhlB//ulaE//potC//afuB//kbaZ//frwD//glnD//rhaD//rsgA//cheZ//bsmA//
GO_0006352_7	glcA//nrfE//insA-2//rsmD//
GO_0006353_7	fabH//ycjD//
GO_0006354_7	roxA//ydcS//moaA//
GO_0006355_7	speB//dctR//tdcF//fabH//ompA//mfd//rutC//paoC//fimB//zapA//cysH//topAI//ydfG//gatA//dosP//cdd//glpF//sfsB//hflK//fre//rluC//yaaA//entF//cdsA//fdx//iscX//sppA//yqiG//plsB//ydaC//fabG//setC//yhhZ//bioP//ygiW//ccmD//rclC//osmC//ytfT//lptF//betI//yqhD//rhtB//fucK//mglC//rpsB//ftsI//yhjV//sgcA//ruvB//ratA//ldtE//ygfX//ascB//yadN//paaG//ulaB//rsmG//ynaE//phnP//yeaE//pgi//rimJ//cbtA//decR//cysS//chbA//ygaV//aroB//rlmH//recG//mltF//lyxK//rcnR//uof//mdtK//yjiQ//epmA//casA//fdoI//ibsA//dsdA//trg//ftp//fimB//dgoA//tyrB//yfaU//yhbQ//frdB//parE//ugpA//uxuA//fimH//bglF//afuB//cysP//yedL//nhaB//ebgR//paaC//srlA//accA//rimI//murD//argO//yccS//btuF//pfkA//hxpB//yeaV//fmt//exbB//mrcA//trpS//yfcU//ccmE//fepC//ybdM//fdhE//arnE//prs//cmk//rsmH//otsA//clsC//degP//atoB//basR//lapA//adeD//polB//ilvN//hyaD//tnaB//hisS//lolD//bioD1//melA//patA//nanS//bamC//groL//hyaB//yqaE//ldhA//bglF//gadW//dxs//dnaC//ftsQ//ygbL//rsmF//dgcQ//yciA//ydjK//nirC//ycbV//trpB//ilvL//glpB//lldR//ptsG//dcd//waaA//dps//ampD//tolA//treC//hipA//tpx//mdtN//uvrA//glpT//flhA//tauD//yceK//mdtJ//asnC//yciA//ribA//yicJ//yghB//yedX//xylR//ileS//yfhH//tcyP//evgA//lpd//apaH//treF//accB//ycbX//nadB//yehY//paaH//ivbL//aroP//lolC//dcuA//hyaD//ytfR//thrB//yjjQ//fumB//yfcA//yfaL//waaO//gapA//msrP//kdsA//preA//fic//cheB//deoA//era//rbsD//narV//qseC//tsgA//bcr//yhcD//mdoD//ggt//rlmF//nudB//mdtD//ushA//caiB//recE//frlC//mltF//rmuC//ynfE//ydcZ//xylG//yagU//dnaX//mlaB//sdhB//zapC//glnD//dgcF//yrdA//ycaN//kdsC//afuB//pepQ//trxA//aroH//ppiA//arcA//yehW//rclR//sfmF//mltC//modB//araE//bacA//flgF//
GO_0006357_8	mglB//
GO_0006364_9	ydeP//frdB//clcB//cobB//hiuH//yfdO//oppD//ygbL//modA//acrB//ycjR//higB//erfK//dinB//rffG//ugpC//pdeD//dhaR//dcyD//pyrB//xapA//chbC//hslJ//ftsQ//galT//yddL//bcr//yceK//msrC//yfaX//topB//rhaR//rhaT//ycbV//rbsK//yibH//hisQ//ulaR//yecS//rimI//ycfH//fepE//yrbG//
GO_0006378_8	entD//sufB//
GO_0006379_8	xapB//
GO_0006382_8	deoR//
GO_0006396_7	bglH//rffM//argE//nrfE//alaC//gstB//gcvP//tnaA//yajL//ubiH//tadA//fruA//nagB//yecS//decR//lptD//cysW//dacD//hisI//mntS//fimG//dhaM//fliK//yhhY//cspA//tdcG//wecB//thiQ//ychH//tatE//phoA//hemH//gsiD//ftsL//mfd//nuoB//udk//argA//valS//adiA//yjeH//kdpD//ynbB//agaR//rspB//rzpD//thiD//rhmD//yceO//manY//uxuA//rimK//ptrA//panZ//napF//entF//smrA//tolR//yceO//relA//waaL//fetB//bamB//glgC//ybiY//murA//dgoA//ycfH//norV//gnd//gadC//srkA//narZ//shoB//ydjH//nuoE//flhA//nrdG//argC//osmC//narZ//hemG//endA//yggT//gor//ghxP//astC//xisR//aas//yehA//ggt//ybcC//pstA//fliA//smpB//ompR//glmU//sad//recJ//fixA//ygfX//prpD//
GO_0006397_8	tolR//hslV//narK//
GO_0006399_8	waaU//tus//lpxH//malQ//yeeY//arnT//ydaC//tolB//narH//ybaT//sxy//accB//uhpB//yfcR//ghoS//rsmC//sapC//vsr//ybjN//pbpC//fsr//hiuH//xapA//recT//tbpA//leuC//uvrB//lacI//yaaU//trkH//nirB//aroG//ydjL//elfG//ydjM//fhuF//nepI//maa//alaE//ycfS//ade//mqsR//cirA//paaD//treR//yahN//ssuE//dacA//fucO//dicA//dgcT//gcvT//gntK//seqA//thiC//ispA//yobA//dnaJ//metI//gspF//dmlA//mnmC//chbC//yedP//thiM//lhr//ynhG//ypdF//bacA//acpT//ubiC//prpD//narG//mlaE//yhgH//folD//greB//hxpB//xylE//cyoB//proA//cfa//
GO_0006400_7	narX//ygiV//ahr//acpH//gadB//speC//pppA//yfdK//ptrA//yjaZ//creC//argB//fdhF//tdcA//nadD//ydiP//alaA//insB-4//fimC//ynhG//csgA//yrfG//cvpA//ccmE//phnM//glxR//yphC//moeA//opgC//fdnG//yggP//ubiE//yidA//ychF//dusC//dnaJ//rclA//ydiK//sdhB//hemL//rclR//ynhF//ybhJ//ydfD//fliD//rsmA//ybfE//nirC//ytfQ//
GO_0006401_6	rplQ//xisE//dsdX//gcl//ubiB//ccmC//yceO//cutA//thiE//lsrD//appB//rarA//wecA//icd//garR//frmA//atpD//waaA//mqsA//moaD//pdxY//opgB//
GO_0006402_7	narZ//hxpB//gyrB//glvB//argP//ybhP//bioF//yfbU//mug//araF//acrF//
GO_0006412_6	pppA//atpD//uspC//secB//araB//rcnA//csiR//murQ//xanP//ymdB//ettA//gspE//galT//ydjL//lpoB//bolA//allD//baeR//malP//aroE//arnT//rnhA//yjiY//msrA//vsr//pheP//xylG//thyA//iscX//waaY//puuE//cusR//blr//rplK//flgH//sfsB//rpoH//htpX//agp//mlaF//dtpA//ymfK//chaC//ynhF//ralR//tnaA//yjjX//seqA//rimI//gltX//ilvH//
GO_0006413_4	gstB//fimF//proP//
GO_0006414_6	yraR//yjiQ//yagE//yqjI//ppiD//bglJ//bdcA//rpoD//phnO//
GO_0006415_7	tcyJ//nupC//hemG//yddM//sapB//fcl//ynfE//
GO_0006417_7	cueR//yhaM//ygiN//flgG//mcbA//frwD//fhuF//yedX//yehY//tehB//mepM//uhpB//flgF//surE//rfbB//mltG//sdaB//wrbA//rsuA//srlB//rsmF//borD//cysB//decR//yjaA//yhdW//rhtA//flgM//aaeB//yfcP//sucB//sdhA//fadK//dsdC//hdfR//glxK//galM//yfaV//ulaC//
GO_0006418_7	slyD//yfcS//ydcM//cytR//mepS//lrp//ubiX//uup//rsmB//murF//lpxH//hycB//yafQ//nupG//rluE//yqiG//nac//helD//uxuB//glxR//ynfK//kdsA//ybjL//yhjA//lyxK//
GO_0006419_8	truD//
GO_0006420_8	adeP//
GO_0006421_8	hda//
GO_0006422_8	ytfT//
GO_0006423_8	lapA//
GO_0006424_8	hypF//ycfJ//
GO_0006425_8	ldhA//
GO_0006427_8	lsrD//
GO_0006428_8	rbsR//
GO_0006429_8	pmbA//
GO_0006430_8	csiR//flgH//
GO_0006431_8	sapA//
GO_0006432_8	nrdB//secB//
GO_0006433_8	setC//
GO_0006434_8	ddpX//
GO_0006435_8	aaeA//
GO_0006436_8	dtpD//
GO_0006437_8	uraA//
GO_0006438_8	cca//
GO_0006446_8	gadX//nuoF//ompC//rarA//rplA//nanR//yihR//
GO_0006448_8	kduD//yjcE//hdeD//hemL//slt//
GO_0006450_4	trmO//murG//htrE//ybjG//basS//potF//dapD//tdcF//cmoB//panC//
GO_0006451_7	yefM//
GO_0006457_3	malK//tcyN//ddpX//mdlB//yhhZ//torS//sdhA//hcp//betI//hflC//lptF//ycjQ//argA//nrfF//yagI//eutR//yggD//adiY//ilvC//rfaC//pyrF//mntS//ftsN//yajQ//tsaE//fabZ//zipA//yejB//tdcD//sspB//cspE//ttdB//rpsB//sgrT//acrR//rsmI//malK//gyrA//bioD2//rutD//
GO_0006458_4	cynX//pdxJ//waaU//acrF//gabD//ascB//ptsH//aceF//
GO_0006464_6	dusB//yddL//ydhC//bepA//yjjG//qseC//aphA//rlmC//dcuC//hsrA//pmbA//allC//rbfA//cysK//rimK//raiA//gspI//ompR//xylB//pck//ttdR//rhaM//lepB//rarA//prfC//evgS//treF//rluA//prkB//panD//csgB//rutF//appC//cyoC//ilvM//atoC//trmH//cobU//malZ//ugpE//glpA//phnP//mlc//yihT//fdnI//ybcL//kdpB//bioB//mreD//rssA//cysU//nupC//ibsD//ecpR//fdhD//glsA1//rfbD//rlmB//fabH//xapB//nmpC//tas//ulaD//ygjK//waaH//lptG//eptB//gnsB//hflX//cueR//tusC//ung//srlA//recR//purA//gntR//yeiG//yjjI//yacG//ugpB//puuC//lldP//yjeI//fetB//nlpD//fucO//deoD//sodC//cspA//ttdB//mdtG//rfbC//phnM//tpx//sspB//yghB//bssS//pepD//glpG//rsmD//yhdW//alaS//ynbB//gor//trpL//trpR//guaD//dinQ//btuR//yehU//yaiW//ymfA//rimJ//higB//menD//arsB//casB//glsA2//hfq//tsr//cmtA//atpC//ftsL//rbsR//sfmA//ccmF//znuA//fecB//ydiR//gsiA//ydiQ//waaZ//ghrB//rhmD//dcuB//glrR//ssuC//wzzB//rph//ybiW//cusS//xylA//
GO_0006465_6	mazF//sbcD//ftsW//
GO_0006468_7	dgcE//asnB//galT//eptA//adiA//hemG//clsC//ybbY//rluD//ydhC//rdgC//surE//plsB//xdhB//uhpT//ubiJ//fepA//pal//guaB//codB//mdh//ychF//fucI//cca//yghU//queE//msrA//yedF//yafO//appA//ybiJ//fdrA//yaaA//ahpC//lsrC//nanT//aroL//pcm//tmcA//yciF//fdhF//clpX//eptA//ygcW//ybaK//rplE//ompN//mntP//pbpC//frlC//cheZ//frwD//ycaO//
GO_0006470_7	fecB//ybhJ//yjbG//rpoD//pinR//dgoR//yebK//nanC//sufC//rnhB//dhaR//gabD//dsdX//ppsA//mipA//narG//
GO_0006473_8	mqsA//phoR//ybjC//leuO//yggE//sgbE//mug//proQ//lnt//bglX//deoR//prpD//
GO_0006474_6	gloC//glyA//infB//yjgX//yjiA//
GO_0006475_9	ptsP//mmuP//
GO_0006476_8	rbsA//psuG//eamB//
GO_0006479_5	ubiX//folP//glnE//argB//frdB//yidC//tsaC//dcd//
GO_0006480_6	rfaQ//
GO_0006486_5	tauC//
GO_0006490_5	codA//
GO_0006497_7	phoA//
GO_0006508_5	mltC//udp//ortT//deoD//rbsB//yfaU//mraZ//gph//nadK//insH-5//yhdZ//trkH//phnK//bglF//frvB//dgcQ//astC//zitB//fadJ//yqhC//fhuB//dgoD//serA//gcvT//mhpC//ubiF//ygeR//ybdG//dicC//rnt//ydeE//idi//setB//yjbB//sgcA//ygeX//mntS//csrD//galS//hflK//trg//hda//speD//pbpC//speA//fimC//ftnB//soxR//yhbY//ribF//zinT//infB//alaC//speF//tas//
GO_0006515_7	pyrF//emrY//xanQ//sufD//
GO_0006517_6	pinQ//glpG//rapZ//nimT//
GO_0006518_5	rimI//ebgR//psuG//leuD//yghW//gnd//sfmH//nemA//cysM//mepM//alkA//casE//slyD//pspF//ydbK//lolA//glrK//rluE//secD//dppC//yfgJ//emrY//endA//thiI//ydcT//hflC//gadC//lacY//yibA//yehZ//rpsB//elfD//bsmA//yddL//prmA//dinG//gltX//cmtB//pfkA//roxA//ycjP//gudD//yfhM//lipA//mpaA//narQ//wcaB//ytfT//glgX//entE//tgt//fimE//malQ//ydhJ//yaiW//parC//rcsD//kdpB//yfjR//ilvC//ccmA//recN//ftp//bssS//lpoA//metF//bdcA//emrB//ibsD//gluQ//guaD//rdgC//yjhI//rihA//pck//hyfF//rbsR//
GO_0006520_4	paaH//fucO//fau//chpB//allB//rhaD//ybeF//rsmF//mntH//hycI//mhpT//nepI//wecB//fadM//ygbM//accA//yijO//pflA//rpsS//fdhE//pspD//tqsA//glrK//yfcA//alr//yihL//mepH//nadK//yfdC//ppk//murF//marR//fliA//paaB//frlC//yddG//polA//tonB//fiu//ulaF//htpX//yjbF//sdhC//pdeL//polA//rihB//leuC//ybjD//thrC//lysU//fliM//xanQ//mutM//gldA//pgaB//fdnH//gspE//abgT//mlaC//yiaU//fdoG//rlpA//lacY//rpmH//hyaC//argC//gstB//gudD//katE//narQ//dxr//mrcA//yjiY//csdE//ilvC//rcdA//yegD//gspI//glmU//yeaK//nth//higA//rpsE//ahr//mgrB//rfaH//sapF//speA//diaA//ybhI//ydaC//ycfJ//hicB//fruA//yeeJ//ttdB//uhpA//dinD//mdtG//frlC//mnmG//fliA//yegD//ptsH//ygbM//clsA//lptE//ybeF//mscL//sgcR//ilvN//rsmG//ackA//rlpA//srlR//leuD//nadB//ubiX//bipA//dtpA//fliG//uxuA//nikB//argT//hipB//mdlA//treC//gltL//agaR//bioF//mdtC//panZ//epmC//cysE//mscL//ppk//lysA//ygdG//mscK//ybaQ//manA//pgaB//pgm//amiC//appC//yfhH//mdtO//ydhC//yjiM//cbrC//atpE//astC//pinR//livG//malX//mipA//alaC//glxR//bglH//murF//gsiB//mdlA//csdA//pgaD//pcm//glnS//yejE//fimC//nlpA//yfbS//pinE//asnA//mppA//nuoN//nadB//pheA//tamA//yhgF//yjcE//yiaJ//guaA//cptB//ydfK//ftsP//rpsA//msrC//yggE//eutA//rfe//glnH//phnO//dtpA//gloC//tatC//potE//menH//elbB//yeaE//hipB//essD//sdhE//nrdD//
GO_0006521_6	rfaE//wcaB//gltS//
GO_0006522_7	yeeY//phoB//yebC//bglB//opgC//slt//ydiO//
GO_0006523_8	tdcD//menA//norV//ygeR//
GO_0006524_8	nei//dinD//aroC//
GO_0006525_7	cysH//prlC//ulaA//alaS//fruA//secY//yhjC//chpS//gspI//rusA//pspD//ybhD//aroC//ulaB//leuS//cyoB//diaA//rlmD//atoS//shoB//lpoB//
GO_0006526_8	recR//aaeB//pinQ//ribE//trkH//agaW//bglH//thiP//gcvR//malX//zapA//pfkA//rplR//
GO_0006527_8	pckA//rpmG//dnaX//nrfF//ortT//deoA//dgkA//ribD//kdpF//
GO_0006528_6	gntU//narQ//lolB//hycH//
GO_0006529_7	aqpZ//gloA//
GO_0006530_7	norV//lipB//
