#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	artM//ycbU//gcvP//lysU//
GO_0006139_4	cpxR//yedF//hprR//secD//eutA//yggE//kefG//csrD//rpnD//astB//alr//waaG//nanR//yiaL//ynfE//holA//priA//mcrA//aaeA//ydjE//ydaN//glcE//galP//moaA//borD//yoeB//dam//entA//phnL//rplE//nrfF//xdhB//lipB//nagC//csiD//rlmB//yhcN//zupT//narL//ybhR//glgS//fetB//pgk//rsuA//ybjX//purL//fepD//panZ//garP//hcaT//prpD//ais//cheA//paaF//opgB//nupG//trmJ//sufC//gyrB//metC//opgG//flgE//malZ//agp//fixA//glgP//glrK//pyrD//ydiR//yhgF//yphF//gsiC//polA//yhjB//ratA//paaK//hflX//yejB//yieH//intQ//yodD//ydiV//pepQ//glnA//pheS//rtcR//wecC//narL//tpiA//ldtD//hisP//entF//lipA//panZ//bsmA//ygfA//fadI//rplQ//chbA//cysN//mdlB//secY//aes//pfkB//malI//rutE//yihL//pstA//rcsA//lptG//murB//hisP//ulaR//parC//gsiB//pdxB//sucD//priA//mhpC//yhbQ//oppC//oppD//sfmC//trpE//elfG//iclR//moaA//sufB//yphD//rfbX//hexR//yraH//manY//ybdZ//hslU//yidD//fimZ//ldtC//yfcS//lolA//clpP//hscA//hslV//manY//bolA//rcnA//hrpA//ygiV//pgl//cheZ//metG//prlC//eptB//dgkA//aqpZ//nupX//yfbU//pabB//leuE//yqaA//livM//cutC//dusC//yeiE//pdhR//yciG//glmM//yeaD//prs//metK//fieF//mdtL//yehC//gsiD//paaK//yfeX//yqeG//yfbS//fliK//hybD//djlC//wza//cdgI//glgX//yehD//recJ//yadN//ykgF//erfK//rapA//rfaD//cysU//argD//emrD//rplT//malX//fixA//ygeV//prkB//cusR//cusR//rclR//cyaA//purF//secM//dppA//bamA//rstB//ompW//lipA//sfmA//ulaF//yceK//panE//fnr//intS//ghoS//deoA//ydeM//uidC//dps//kdgT//adiY//tnaB//nanA//phnC//glmM//galF//metR//yfhH//atpD//nirD//intZ//rpnC//plsX//yfcU//alkB//nirD//flgI//dsdC//cydB//cynT//erpA//glgX//mcbA//sapF//glpB//sbcD//aphA//mltC//ydbD//wzzB//aroK//dhaM//dinG//ydiP//polA//yehZ//ybjG//ygeW//cysW//dicA//hda//malG//ribB//matP//csgB//dld//cheA//sspB//xanQ//bioD//mngR//entF//apt//yjcE//xseA//fdoI//yghB//ygiV//rutB//nimR//yqhD//ligA//rpsA//narU//rph//hchA//ygeR//cof//agaR//ghoT//tyrS//bamA//garR//gltD//insI1//pyrF//pgaA//rzoR//mdfA//epmA//rpsD//hdeA//yjjU//yoaA//hscA//pepT//ybaQ//aroH//tar//udp//hyfA//rplQ//tpiA//gfcE//waaG//yagJ//caiF//dxs//ydeE//moaE//tdcC//prs//envC//hypE//rseC//uhpA//afuB//ydbD//agaA//ribF//cdaR//ogt//sgbE//cpxA//fdrA//yqeG//argR//lldP//rsmH//uhpB//nrfG//thrS//cheY//ygiW//dgoR//hldE//yeiG//cmtA//rpsB//narP//focB//rlpA//ydcP//uvrD//ackA//glnP//cca//proV//glgX//moaE//rpmG//aceK//gatY//uacT//cpxR//aroL//cobB//zapB//purC//garR//yqhC//mqsA//argS//secB//btuB//eutD//dsdA//leuB//murD//umpH//nudB//uspB//rfbB//ftp//fruB//yfcV//yidQ//gatY//paaH//ansA//intF//ilvH//mtnN//yjiM//thrB//yneE//insI4//ihfA//ispF//yqcG//rhtC//dadA//mraZ//lsrB//eutA//codB//carA//cspG//mltC//hsdR//rsmC//lpoA//yciG//yigB//yddM//recO//yiaO//ymgC//trmJ//yneL//tusB//fdhF//folD//azoR//wzb//tqsA//xylH//rrrD//rssB//rfbB//pflC//yaaA//arnE//phoQ//speE//trpA//nuoB//tesB//ybaE//sodB//yefM//fucO//uxuB//yaaJ//pgpB//kdpE//ybdN//yoaA//agaC//yqgF//artP//tcyP//garD//potE//ispU//rplY//dctA//cobB//iraM//mgtA//tdcC//hcaT//rffM//epmA//sufE//ubiA//ydgA//nrfG//gabD//mltF//glnE//coaD//orn//iscU//nuoF//gpt//mgrB//dgoD//pdeK//hofC//tusC//dsdA//xisE//rhlE//ybjC//rluF//nhaR//ppsR//ynfF//rpe//nei//rluA//nlpD//dgcT//ydiF//yodD//yedL//rplX//yebS//chaC//arnF//fimG//rfbD//hypF//fetB//pgaB//bglF//yadI//mepS//yfbS//alaC//ibsD//yihX//dmlR//bglX//rhlB//skp//sfsB//srlE//zipA//yiaL//dxr//rof//hdfR//atpD//mhpT//rpoA//paaH//elfG//mepM//yphC//nagD//argS//hcaB//yeeA//ccmE//yehD//agp//ybdH//ogrK//ydgA//rarA//kdpF//dicA//narH//leuC//fimD//sufA//mntH//ybcC//gatB//zraR//yajR//dtpC//rcdA//yeeY//pagP//ybaK//mnmA//rssB//bglX//yfdO//map//def//arsB//uspG//deoD//argH//acpP//rffG//ilvN//ygeW//aaeB//ytfP//wzc//proQ//fdhD//ydjL//yfjR//chbB//yfdC//yjjW//msrA//ortT//yahD//lplA//pflB//yjjI//clpA//dam//kup//hflK//adiY//mnmG//rzpD//ypdA//mcbR//ilvE//sfsB//ybbY//ccmF//gpsA//narU//folM//kefG//fabI//casB//ybcJ//eco//yihS//hemH//
GO_0006140_6	nuoI//ybiY//
GO_0006144_6	zapB//dpiA//kilR//glnD//gmhB//shoB//prlC//clpA//yaiP//ynhG//
GO_0006145_7	cbrA//ydiP//ygfZ//sspB//
GO_0006146_8	ftsQ//gppA//
GO_0006148_9	hyfR//
GO_0006149_9	higA//
GO_0006150_9	mgtL//
GO_0006152_7	hofP//rhtA//phoR//oxc//yagI//ribB//
GO_0006154_6	murE//
GO_0006161_9	cydB//
GO_0006163_6	pdxA//xylA//rpsS//lsrD//putP//mlaB//ilvM//pepQ//tsaE//yccX//pgpA//fliS//rhmD//rffC//atpD//rplQ//ybaE//ychO//torD//lgoD//glpA//csgF//rseP//yraN//tynA//yjiA//aroL//katE//ftsY//rpsK//uvrA//malZ//gltD//mazF//thiL//tabA//topA//mhpR//nagA//fnr//ariR//amiA//ygaV//hda//treR//yhdJ//dtpA//rho//yheT//secG//mdtK//rhaA//mlaF//yhhZ//
GO_0006164_7	dsbB//yebQ//pflB//pabC//mqsR//mglB//gspE//napC//opgB//yieE//ubiG//chbF//dhaK//paaJ//rsmI//tsaB//yfbU//shiA//dmlR//betA//aroH//yadN//yfbR//rfaQ//rrrD//lgoD//gsiA//pgaA//frdC//feaR//feoC//cheW//rplO//tsaD//gudX//aspC//cbrA//phoA//ilvI//sgbE//
GO_0006165_7	ykgF//cysG//mhpA//caiF//yeaG//cysC//ffh//dtpD//dcp//yieH//srlR//sdhC//rpmH//dinJ//cueR//yehC//pykA//gcd//yhbQ//
GO_0006166_6	yciE//pgpB//
GO_0006167_6	tcdA//
GO_0006168_7	xylF//lsrA//
GO_0006171_9	ydhC//
GO_0006172_9	galE//
GO_0006177_9	pyrE//rcsA//atpH//
GO_0006178_7	yoeE//
GO_0006183_9	pdeR//
GO_0006188_9	rpsR//nagK//hcaT//uhpC//
GO_0006189_10	dps//cpxR//
GO_0006195_7	radA//hyaD//
GO_0006203_8	lsrA//pgsA//
GO_0006206_6	norV//appA//mdtF//yqeA//lptG//rrrQ//dgcJ//spoT//tig//ulaG//lysR//bcp//trkG//rpsL//pphA//hemA//paaE//ybcQ//ortT//glyA//speD//miaA//yahO//mpaA//paaJ//lpxM//
GO_0006207_8	codB//ansA//tcyP//dacC//mngB//
GO_0006208_7	zapE//rfaC//dicB//yehY//ilvA//hdeA//elfC//tauC//argK//proA//alsC//melA//wrbA//
GO_0006209_6	pagP//
GO_0006210_8	rpsK//
GO_0006212_6	cas1//yecS//aroA//murP//kefG//aceF//uvrB//hemB//ghoT//manA//nhaA//
GO_0006213_6	casD//aslB//oxyR//mcrB//envC//ogt//atpC//ybhF//hxpB//hxpA//citT//alsE//speD//rsfS//fucP//phnG//
GO_0006216_9	cysZ//
GO_0006217_9	bamA//
GO_0006218_9	gntR//
GO_0006220_6	mmuM//yhdW//rne//yceK//patA//xapR//mhpT//dicC//uof//tauA//dapB//dedD//galE//accB//eptB//ydcI//wza//sgcC//tqsA//flgD//
GO_0006221_7	tamB//rutA//hofC//higB//ycaN//phoE//elaD//plsX//allR//yihU//tsaB//treF//pbpG//
GO_0006222_9	yfaE//
GO_0006225_9	nikD//
GO_0006226_9	hcaE//fruA//
GO_0006227_9	betA//
GO_0006231_9	araC//
GO_0006233_9	yhcD//
GO_0006235_9	argD//
GO_0006241_9	mltG//
GO_0006244_7	lgoR//deoD//nfuA//dcp//ydfK//ymgF//cmoA//
GO_0006259_5	pgsA//dhaR//sufB//seqA//fixA//htpG//uspG//cfa//nrdH//dgoK//ibsE//cutA//fimI//agaB//malS//rpiB//queC//pfkB//yphC//tyrR//livG//mngA//ftsZ//mraY//phnC//ptsG//ompG//dgt//ybiJ//yqaE//yfbR//dctA//yhfS//rpoH//yhcF//barA//fucO//malX//uidR//paaB//yfbR//flgE//mraY//prlC//lsrD//xdhB//csrD//glgX//kdgT//pdeK//pnp//puuE//smpB//secM//yahI//hycA//dtpB//rsmH//iap//hscA//paaX//rutC//lptF//csrD//yqjI//yeiL//ygeR//nupC//gcl//pstC//ydiB//cysN//argE//rlmJ//hcaE//ftnA//flgM//astB//ygaZ//fucA//cysN//amyA//holE//gcd//btuR//pdeL//pabA//yahD//kup//nanA//ycfL//thyA//envZ//mgtL//kdsD//ytfQ//frvB//tpx//atoC//wecE//rfaB//dinD//trmJ//cynS//tolB//ybbY//deoC//mgtA//glyA//galE//aceF//hyfC//ccmA//opgD//folX//xapA//mgtL//sdhE//udk//wzc//pyrD//mscM//leuB//yqgB//ftsA//mglA//rng//aspS//rffM//srkA//yhjG//paaB//polB//aroH//yfjV//folA//hyaD//rcnR//zapB//trpC//nudC//priA//lpxB//gyrA//cysZ//cysN//gntT//rfbD//
GO_0006260_6	ccmA//yghG//mdtL//dcd//ybeQ//yqaB//rarA//bioB//miaA//yjaA//rpsN//fetB//dicB//frmB//glcE//treF//glnB//mhpA//ydeP//ycbX//feoC//
GO_0006261_7	btuF//dgcN//yibA//fucO//gabT//argA//cspE//oppD//selB//murQ//cusB//hemA//
GO_0006265_6	sufB//rsmI//ghoT//sgrR//fepA//
GO_0006266_6	lpxM//accC//ubiI//
GO_0006267_5	ravA//
GO_0006268_9	tamB//yoaB//lptA//
GO_0006269_6	frlR//
GO_0006270_6	rmuC//cdaR//avtA//hybB//ygaZ//rnlB//
GO_0006271_7	curA//opgC//ptsP//
GO_0006274_6	adeQ//
GO_0006275_7	bglH//sdhD//ycgV//mltD//slyA//hscC//ycjP//slyA//prlF//
GO_0006276_3	gabD//lyxK//thyA//mdtJ//murP//fabD//prpC//cmtB//
GO_0006281_6	ydiP//ilvM//narQ//yhaC//ymdB//rtcB//rpmF//ilvM//yfhH//dnaC//nth//prs//ftsL//yefM//tauD//ybdG//trg//wecE//tar//leuB//narL//rraB//dkgB//plsX//yhbO//ugpB//treA//npr//rpsL//zapA//glpT//yagG//insI-1//kdgK//sucD//argI//yohD//mntR//argG//icd//ugpB//yidC//kefB//lysP//yccX//otsA//rlmL//narK//yfeR//aslB//rpsR//glxR//yehW//gntR//atpA//
GO_0006283_8	yccS//
GO_0006284_7	rplY//rtcR//ygiW//ccmC//pdxA//nsrR//
GO_0006285_6	fau//talB//uspF//ebgA//cadA//
GO_0006288_8	ybiV//sgcC//
GO_0006289_7	yjiX//ybbW//
GO_0006298_7	cheB//tauC//bcr//mdtO//proA//rhsD//ade//acpT//gluQ//leuE//
GO_0006301_7	sodB//yfdR//ydhJ//cysU//
GO_0006302_7	panE//fadB//pnuC//ldcC//crcB//amiA//cbl//sapB//ulaE//
GO_0006304_6	alaS//mdtQ//ydiF//mltG//zapE//trxC//srlE//glcB//yahK//
GO_0006305_7	sdaA//yfaU//ygfZ//torS//
GO_0006306_5	ftnA//aroK//arcB//prs//
GO_0006307_8	mhpA//hscB//lepA//rfaD//hchA//
GO_0006308_6	sgcB//cysM//preT//yeeO//lpxB//pal//paaA//tdcA//cusA//yciG//pgk//wzc//
GO_0006310_6	livG//iclR//ygbN//mcrA//mglA//pgpA//yaaY//cytR//cysA//ygeX//cysA//galF//zntA//ispH//yiaT//frvR//rlmI//hdfR//ulaG//cas3//nsrR//yidC//cbeA//ybhD//lpoB//rlmD//yeaD//tsaE//puuC//cyoE//yibF//pyrL//focA//flgI//moaD//kdpD//araD//lysA//lpcA//mlc//rpsG//mtr//secE//
GO_0006313_4	rimK//lpxD//orn//ubiG//dnaQ//nrdH//yjfF//
GO_0006323_7	tsx//
GO_0006325_4	ansA//
GO_0006351_6	yggF//ypdF//rbfA//tufA//rsfS//nupX//dbpA//ybhR//gshB//zupT//acnB//bamB//pdeD//nimT//livJ//mtlR//elfA//yfgJ//relB//adeP//hyfF//aaeA//ilvA//mobA//abgT//mraZ//hns//yieK//cspD//fucK//ymfA//sucC//recX//deoR//atpC//rcsF//yddA//ycbV//ppiC//gntK//yfdS//rlmF//yaaU//mobA//yegT//ampH//hybF//dld//pdxH//yjcE//hslV//tgt//dppF//mdtP//caiT//uvrC//fucO//yhaV//mhpA//ygcO//yjbE//rihA//ybaL//kdpD//hokE//yghB//ilvA//cpxP//rplF//pyrL//phnL//yfgO//rplS//znuB//yahB//exuT//dppF//glmM//glpR//rnhB//hisP//hypE//gadX//hflK//dcp//flhE//rseB//parC//glpF//cptB//holA//accD//gadE//guaC//yaiW//fliD//treB//eamA//betT//ydeE//caiF//murA//hemB//thiM//hisP//hflX//yehP//minD//tyrR//etp//gcvA//nagD//fecD//yhgF//frsA//uvrA//shoB//yecS//cysH//
GO_0006352_7	cysG//fixB//skp//rcsC//
GO_0006353_7	yjhI//brnQ//
GO_0006354_7	infB//bioF//ydjH//
GO_0006355_7	rpmF//exbD//ybfE//yhhY//fdnI//pdxJ//rdgC//ygiN//lapA//yaaY//lptG//pdhR//ihfB//yihO//ygcW//nanR//yfcV//menC//ycbV//rarA//ygbN//nirB//mazF//uvrA//smpB//lipB//lpd//wecA//garP//yiaJ//patD//pepB//iscU//murG//metI//proW//waaJ//galP//dppC//glpG//rstB//argR//gyrA//ilvA//puuC//skp//hcaC//ruvC//ibpB//ybcQ//ftsP//elaD//nrfE//tdcD//rclB//entA//higA//nrdE//rplQ//yfeW//cusR//ihfB//trpS//zur//alkB//nadC//rfbC//ulaD//norW//tauA//hemA//ygfA//waaS//roxA//kdgK//tus//rpsR//flgJ//tyrS//yihL//mnmG//pldB//paaJ//fdrA//fadH//nupC//crfC//fadB//argH//yfdS//tsaE//pheA//hsdM//ybiS//recT//adiY//rusA//argB//moaB//xapB//ydaC//hupA//tatB//rlmG//sdaB//rho//ygeX//yihR//sixA//rffG//rna//rbsR//rssB//trmI//amiD//slmA//aldB//btuC//sufE//alaC//cptB//lptC//rimM//garR//phnM//dgcF//speB//ilvM//ptsP//hybA//sdhB//nlpI//yjaA//ebgA//pstC//fur//yihO//rlmN//pheA//yqaB//otsB//epmA//zapE//lipB//trxC//tktB//tsf//tusB//nikR//yccA//mnmA//poxB//mug//mutT//astB//emrK//aldA//prlF//malQ//nanC//yhjR//hdfR//ubiC//yecS//dmsB//alsC//narJ//asr//yqcG//dgcN//fumC//norW//aldB//etk//mprA//nuoN//citE//pheA//mltA//mukB//lpxM//ispA//fimG//glnP//potC//yfbU//gspF//yeeY//argO//dinJ//ycjQ//osmE//cheY//citC//treF//paaE//truC//deoR//dosP//spoT//yibA//sbcB//treR//yejA//casC//paaZ//yjhP//pepD//lsrA//lplT//coaD//alsB//cysK//galK//deoB//purF//lysA//ygfX//lhr//upp//insB-2//dapF//yejB//cirA//cyoB//dgoR//ybhS//nudC//fliA//ytfP//kefC//msrB//glgC//dcyD//rdgB//infC//mdaB//rcsD//ltaE//dsbC//minD//focB//ybiJ//pyrL//yegV//crp//dapD//rlmE//ymgC//gltP//nudG//pcnB//mdtL//cpxR//hemL//narX//feaB//yeaE//appB//argA//recO//
GO_0006357_8	adhE//
GO_0006364_9	rfbD//waaY//potE//csgA//yahN//znuC//bamC//rodZ//frlA//yjhG//pspG//ligB//fadL//prpR//rbfA//abgR//cutA//yajQ//dauA//pspC//tmk//osmE//mutT//tar//yddM//feaR//cpsG//menE//artQ//menB//manY//sapB//cca//rplY//soxS//moeA//agaA//sufS//fruK//matP//lapA//ycdY//glpA//
GO_0006378_8	yiaO//panZ//
GO_0006379_8	ddlB//
GO_0006382_8	yneJ//
GO_0006396_7	yahD//rpsB//ybjI//nikD//ffh//garK//yjjU//hha//rluE//uidA//fabD//yfeX//hemE//rpsD//creC//mlaF//thiD//fadL//gltK//yiiD//htpG//rsuA//relB//alsB//murR//sapA//trpB//mdtM//mdtC//fecA//cysK//uxaA//mreC//kup//yddG//yagG//yjjQ//ydcI//psuG//ycaO//thrS//rsfS//rsgA//csiD//upp//yafQ//bioA//yieL//ydiZ//apt//nrfG//murR//csrD//glnK//speE//kbp//leuC//ttdA//intQ//leuE//ddpX//ybcJ//glnB//nei//mraY//glvC//dgcN//yciE//gcvA//yehY//mdtA//gppA//apt//yhdW//yiiD//rcsC//glpT//deoR//dpiB//sdhD//maeA//cysI//cdgI//oxc//yicJ//mdtN//yidH//gadX//dusB//dnaC//yhbX//ftsW//gstA//hokE//manY//trpS//ppiD//tsaD//cysH//nfo//carA//csgA//
GO_0006397_8	rpsA//ykgO//rnr//
GO_0006399_8	rluA//ybfE//rutG//phr//nrfA//fadH//ypdB//envZ//pgpB//rsmJ//scpB//mrdA//setA//holA//rnd//glpA//modB//fdoH//pnuC//mglB//efp//yfjR//dcuS//thiI//panD//cedA//yhcF//waaF//kdpA//glpG//dgcE//uraA//envR//csiR//rlmN//yegS//ynjA//queG//rlmA//hscA//mcbA//ybiH//yahN//ldrD//yabI//parC//lasT//mazF//dgcZ//ycdY//cytR//curA//hyaC//ahr//rplF//torC//hdfR//yjhB//xylF//ebgR//fepB//gadB//dkgB//vsr//cytR//gpsA//ppsA//infC//cheB//flgK//fdx//yhcH//narY//efp//mreB//lapA//eutK//bipA//rarD//trmO//rnr//hycA//
GO_0006400_7	csiR//ldtE//treA//livF//napC//sbmA//gadE//thyA//paaZ//truA//sgrR//ravA//ppiC//btuB//yieL//glxK//ugd//phoB//atpF//yigB//yddG//nuoI//slyA//osmF//entC//ykfM//pspF//fieF//tdk//yahO//cydB//dkgA//rsmG//ykfI//rusA//iscR//syd//lipA//ghoT//mglA//ftsQ//ldtE//yfjV//aroP//malE//tdcG//hdeB//secY//trpE//
GO_0006401_6	btuE//paaH//rlmM//ydfD//yneE//nfi//ymgC//pgsA//idi//cfa//rna//fdx//rzpD//rlmE//yhjG//tcyP//livM//ybiI//rsmB//lexA//yidZ//clpS//
GO_0006402_7	nhaR//potE//trpC//livG//entE//rpsE//dppF//fucA//rlmG//elbB//rluD//
GO_0006412_6	mdtM//uspB//lptB//arnT//hofP//glnA//bluR//tolA//kdpC//yhcF//iraD//ydjE//epmB//yggD//yjhI//lldR//yfbU//ldrD//mgsA//yihV//trmH//mrdA//rlmL//ccmH//prfC//yecS//lhr//trmH//waaJ//ugpA//fucK//glgB//ydaC//chbB//clpX//ppx//yhbQ//mdtM//bioB//dtpD//fimD//patZ//yahI//frlR//mdtJ//agaB//yjjX//yahB//ilvL//rne//ghrB//
GO_0006413_4	mltB//lpxH//sulA//
GO_0006414_6	nadD//xapR//aas//manA//fdhF//bisC//hyaD//argR//nemR//
GO_0006415_7	waaB//paaD//eutR//rnlA//cbl//treA//hisC//
GO_0006417_7	aroA//pyrE//aceB//dinQ//hyaD//lptC//murJ//yajO//paaC//acpS//uspE//nrdD//ygeV//yacG//flhE//yghU//cstA//glcC//rutB//oxc//paaH//gpsA//hycA//asr//yaiP//fau//sdhC//trmL//tatE//fdnI//osmY//bglA//lptC//mtnN//moaC//appY//lolB//hxpA//iap//
GO_0006418_7	epmB//ygcR//bioB//fmt//nfi//dgt//mdtK//focB//torC//lsrD//groL//gpt//cdgI//ibsD//insB-4//relE//rihA//rsmH//fadI//lamB//tqsA//proP//potA//pyrB//yjhI//
GO_0006419_8	setC//
GO_0006420_8	plaP//
GO_0006421_8	napB//
GO_0006422_8	rlmG//
GO_0006423_8	nrdA//
GO_0006424_8	aaeA//tauA//
GO_0006425_8	ykgM//
GO_0006427_8	narG//
GO_0006428_8	ydcR//
GO_0006429_8	aaeR//
GO_0006430_8	yjhP//yqaA//
GO_0006431_8	fdoI//
GO_0006432_8	dps//motA//
GO_0006433_8	leuC//
GO_0006434_8	ybeF//
GO_0006435_8	fis//
GO_0006436_8	menF//
GO_0006437_8	yfbV//
GO_0006438_8	yraN//
GO_0006446_8	cpsB//paaE//torI//ygbM//ygfI//yrfG//rnpA//
GO_0006448_8	rfaH//dgcZ//araC//yfcS//moeA//
GO_0006450_4	cca//potA//fiu//fdhE//rpmA//eamA//glgC//araD//emrE//fre//
GO_0006451_7	srlE//
GO_0006457_3	nuoL//pcnB//ydaV//yidC//speE//dhaK//mhpA//mipA//rplL//dinI//menA//mscM//rfbC//ghrB//msrA//cycA//yajO//livF//ortT//yqiI//sgcC//guaD//oxyR//acpS//dppD//ytfP//yfiR//greA//rimI//uspB//pdxA//hisC//ynaE//osmC//yebK//mtlD//kdsD//pheM//proW//hybC//
GO_0006458_4	mtr//dmlR//degS//hofN//dcd//cadB//ybhG//ribA//
GO_0006464_6	aas//bamB//clpB//argE//cueR//hflC//ynbC//tnaB//plsB//lpxM//mgrB//cysB//def//hisA//emrB//ugpA//ymjB//slt//potD//gadA//cycA//mtgA//menF//secE//hemB//mdh//ygcW//yjhB//ybiY//ssb//thiM//yihV//tyrR//ftsP//dicC//yafC//ybjL//ybeQ//minC//betT//sgrR//gpsA//ddlB//waaP//folE//ygbL//mscS//yfhM//glpX//rsmE//fabH//mdtD//emrY//ampE//yciA//ftsL//dnaN//frlB//afuB//nanR//tusA//hxpB//asmA//nadC//yagI//carA//prfA//mcbA//yjeH//fucP//glnP//ldtD//degS//sulA//glpA//ribE//ghoS//glnE//panE//ycbV//sbmC//rplM//trpB//arnT//rimM//seqA//ogrK//yqcG//lysR//fimB//ffh//appC//rlmB//epmB//narV//ilvD//nudC//yggF//rep//symE//feaR//fimF//ygiB//dnaN//yhgF//dusC//mtlD//hisD//rzpD//yieE//higB//fabR//fadK//oxyR//araA//malZ//ftsX//pyrE//tdh//ybjN//hslV//ynhG//xylE//glnK//slmA//mog//yggF//nanR//pyrF//fdoH//dtpA//panC//aidB//rpoD//cyaA//tufA//mhpR//uvrD//hflC//dsbA//dld//fimC//
GO_0006465_6	groS//yefM//nuoE//
GO_0006468_7	ypdC//yhcD//paaB//greA//dapB//uxuB//rpsG//rbsK//xseB//tsx//ymgC//ddpA//fdhD//yjgX//thiD//nuoI//otsA//gadA//umuC//rdgC//mazF//hypF//alsC//pgpC//dedD//ydcZ//purA//acrR//corA//zur//cfa//ptsI//allC//sodB//xanP//fhuF//bisC//ybiS//fabZ//alaS//yggP//yfaE//puuC//suhB//radD//wzc//dcd//idnO//nuoE//mutS//fecD//ssb//blr//
GO_0006470_7	yceK//dmsB//fur//aas//hyfC//adeQ//roxA//sodB//fdoG//ampG//cas2//oxyR//hrsA//cas2//rplC//accA//
GO_0006473_8	chiP//argH//ynbB//yiaB//rplO//trmI//mngR//glnS//mdtG//ydiK//paaK//rplM//
GO_0006474_6	yjjU//fdhF//cpsB//hupA//yghU//
GO_0006475_9	patA//fdoG//
GO_0006476_8	rlmM//fau//hemF//
GO_0006479_5	rhaT//btuR//pabA//btuD//gpmA//nsrR//araF//ompT//
GO_0006480_6	queE//
GO_0006486_5	metI//
GO_0006490_5	fucA//
GO_0006497_7	gapC//
GO_0006508_5	yibF//paaJ//narU//cobU//ansA//fecB//uxaA//ycfH//yhcD//feaB//glyA//mglC//waaQ//msrA//asmA//mcrA//yidR//yfcQ//yddA//ttdA//pgpA//rlmE//paaF//mdtC//scpC//ycdX//chbC//rsgA//secY//plaP//iclR//treB//nrfG//rplW//btuD//yieF//dapB//yhjV//epd//ybeY//ilvD//yafS//ttdB//mdoG//cynX//rep//rpnA//yddA//cbl//mgsA//pliG//hdeB//seqA//djlC//sgcE//
GO_0006515_7	crr//mglB//tdcC//codB//
GO_0006517_6	appA//ugpB//nuoB//ybhP//
GO_0006518_5	dgcE//yhjR//pmbA//yjhI//ydjE//thiQ//icd//dicA//yheT//prfA//appY//potG//mngR//ugpA//ubiG//lpxT//msrP//folD//feoB//trpR//hrpA//ftsW//gmd//ygfX//yecS//appA//lysR//glpT//proC//glrR//pal//folM//ascG//yadN//paaA//kdsD//lipA//arnF//plsC//moaB//nuoI//proA//rplX//mpaA//rayT//rplK//argC//hemB//cysC//tabA//guaA//ycfL//dsdX//ymjB//nrdB//yhdX//ulaG//maa//hflX//rffG//lepB//fliS//mdtE//nadA//chaA//asnB//murR//yfjV//hmp//tyrR//fucA//ybhG//pepQ//obgE//rpsG//gstA//ybjI//
GO_0006520_4	fdnH//rph//znuB//agaW//yggP//dgcF//leuA//uvrA//ypdB//gspF//queD//yhaO//rfaQ//waaZ//lrhA//yodD//der//hflK//yhaC//uspE//recG//degS//yebK//rraB//hsrA//puuD//pyrL//yedF//fecA//moeA//tdk//mgtL//hcp//ydbD//yfdK//intA//agaB//ybiA//bioC//yfiE//pepA//ygbM//rhaT//glk//tomB//hofQ//cpxP//yfbS//glrR//glcE//flgD//acnA//tcdA//abgT//yggT//csiR//ygjK//gldA//yebC//folX//selA//ariR//mdlB//frwB//ycgV//ppk//adiY//adeQ//yqjI//uidA//glsB//sufC//nanE//cpsG//dhaK//hybO//ybfA//srlA//pstS//codB//nrfA//serC//yjhH//hemA//plsB//ybcF//rhsD//gmd//uspG//fecD//prfB//dfp//yehB//dmsC//hscC//rbsK//ppiD//tusD//kch//pfkA//deoR//grpE//yobF//xanQ//vsr//comR//pspD//ilvN//tdcA//allS//dgkA//sfmC//roxA//gloA//yciV//tauC//yiaM//exuT//kgtP//rraB//ribA//vsr//fliM//gatC//tatC//rimM//baeS//lsrD//lptG//hslO//ggt//yjhH//mutS//ubiE//purU//fdnI//envC//treC//galM//rsmF//pdxA//tdcR//fdoI//cmoM//lolD//hofQ//yhbO//uidA//ynjD//dapF//lipB//hycA//araE//argK//dgoT//polB//afuC//mltB//rcsC//lrp//ynjD//relE//ydfG//hdeB//creB//ycbX//eutB//lysP//nrdB//lplA//yfbS//lon//mntP//dgcE//cysZ//ispU//pyrE//sspA//lipA//hyaC//ytfR//fdoH//btuB//gudX//yqaB//yaaU//relE//add//uxuR//mhpA//hisS//nrfG//mutH//pckA//ileS//rnd//sdhD//ygfI//adeP//gcvP//leuE//iscR//
GO_0006521_6	proX//diaA//ompL//
GO_0006522_7	upp//ymgC//bcp//kefC//lsrA//pspG//ycgV//
GO_0006523_8	yfdK//waaH//ftsI//dkgB//
GO_0006524_8	elbB//arnE//arnB//
GO_0006525_7	ybjN//rssB//otsB//ais//acnB//metI//araD//leuD//pmbA//cysM//rluD//hcaE//ycfH//dinI//oxyR//hicA//cpsB//yjeI//prfC//mhpB//yibF//
GO_0006526_8	polA//rsmB//hcaR//ubiD//trpC//ubiX//yfaE//ldtB//ompC//ybaT//pgm//idnK//acs//
GO_0006527_8	thrC//comR//mazF//glmU//fliL//msrP//flgI//bglJ//leuD//
GO_0006528_6	opgG//yhdJ//acpP//holA//
GO_0006529_7	hemD//tsaD//
GO_0006530_7	selD//rplP//
GO_0006531_7	ycjU//argD//hisG//dcuD//lptB//speG//yddG//proC//
