#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	greB//cdaR//iscA//hslO//
GO_0006139_4	ybcM//ybbW//ydjL//lsrB//yneE//yhbO//rimI//yphC//mipA//pta//topAI//priA//insB-2//hyfF//rfaE//galM//dgoK//recO//mog//yfeR//dicA//yheT//yedX//fadI//ebgA//fbaA//elyC//ttdR//fepG//ydaV//sthA//sufB//glsA1//skp//macB//recD//ykgF//glsA1//yfiC//cdh//sdaB//rsmH//pdxA//focB//yjiA//alsA//yeeA//dgcN//ydaV//soxS//relB//ynaE//ansB//lptD//dmlA//gnsB//ydcI//mltD//fdhE//yheT//rhmD//eptC//insB-2//fadE//rne//deoD//ybiW//fadE//der//argF//murI//mepM//patZ//opgH//tyrB//nusG//ubiG//dsbC//yqcC//argR//frlR//hchA//agaV//cysP//glnQ//ybhA//hemL//treF//ybcM//ydiP//fruB//agaR//ycfL//fhuB//ghxQ//gpmA//ybiA//patD//lpcA//yebZ//arnB//yieH//yciT//hyaD//galK//solA//lsrK//rpsD//pepN//topB//frc//rraA//rcnR//kdsB//aaeB//kdpA//minE//lapA//folC//accD//livJ//yeeL//maa//purA//opgH//yebZ//moaE//speG//pcm//yidL//gltX//dppF//ygbI//rhoL//barA//rplP//atoC//cydD//ptsI//yieK//yjbH//acnA//zapB//gadA//glnB//ralR//kdgT//ptrA//dgcE//speG//lipB//gltD//phnK//nudG//ldcA//rcsA//lrp//panZ//ytfE//clsB//idnO//purC//yafS//paaE//cusA//citG//tcyP//aroA//yhhY//lptB//mgtA//kdpB//mtfA//mhpD//rmf//rlmI//yjcS//tap//rzpR//lptE//nemR//gltL//proP//yihI//cca//yrdA//oppA//treR//nanS//emrE//ybiO//glpT//lptD//glsA1//pgpB//sapC//yiiE//fbp//ddpA//ftsE//aroE//ynhG//symE//dppF//lpxK//mtlA//ahpC//pgpB//araB//frlR//yggE//rbsB//dinQ//mntH//ycdX//lpxC//crr//iscA//bcsQ//tsaC//cyaA//rluB//yqgF//frdA//rpsS//mdtE//tsr//narL//ydjE//gltL//fadI//cueR//ubiH//serA//feoA//rssB//mak//afuB//ygaZ//mliC//htpG//kdgK//fadI//yoaB//pabC//pheT//yddL//prs//kup//ygbL//glrR//argI//msrP//hisS//dinB//wcaB//ygjK//plsB//yehA//lacY//yjbE//surA//essD//murE//ycfL//rutA//yhbS//hokE//mdtB//yagG//dnaK//sbp//ymfK//gstA//fdrA//comR//xylH//yadK//yaaJ//dnaB//lepB//rplT//csrA//torY//yfdS//opgG//folP//lysA//chaA//cyoC//yqjH//eutN//tolA//fepE//sohB//yraH//ygcO//mnmC//yhcD//skp//recD//ydfD//rihA//dmsB//ydeM//yiaB//cheB//dctA//adk//ariR//cspI//rlmN//nagA//yggT//ddlA//yiaL//ilvB//msrC//uup//insI3//yhbS//ftnB//sdhD//abpB//fur//ygcW//rpsQ//ileS//appY//ravA//hslU//queC//ybaO//cueR//ydgA//leuC//mdtN//srmB//rplT//ybhI//patZ//gldA//putA//thiG//tatB//yjcS//insA-1//puuE//recJ//rffT//dmlA//yahO//puuR//ybeF//trpS//aroE//fdnI//arcC//trxC//tamB//yjjG//metK//intA//pfkB//yajL//potI//gltB//dgcE//opgE//ypdC//oxc//frmB//dgcT//dhaK//fdhE//kch//sfsA//rlmN//yafN//yiaM//qorA//abgR//nagD//rlmL//fepC//ttcA//hrsA//uspF//dinB//yfeR//yhcD//leuS//pgl//priB//flgE//ulaB//dgcJ//rfaE//hofM//rnlB//ulaR//crr//ybiA//nikB//yhhT//rpmG//yfaL//hemG//cspD//yhgH//crp//cynT//hisF//tsx//opgB//mdlB//ybiO//glnD//kch//pldB//atpD//nlpE//asnA//mngB//yifB//gsiB//rplW//glgA//yfdS//rplP//flgF//afuB//nepI//tcyP//ahpC//pth//lexA//oxyR//ybaK//yebQ//topA//frdB//bioD1//lpxT//ybcQ//dacC//waaO//fmt//rpmG//epd//yneJ//ygiS//pgaA//yohD//ndk//hemN//emrK//ybcJ//lldR//fiu//mltD//yhjD//rhmD//lptE//feoB//afuB//nanC//elfA//torC//glrK//panB//gntR//thiE//kdpD//yihL//trkG//rpmE//elfC//purN//mepA//rep//yciT//sbcC//setC//intS//yihS//rzpD//caiB//tar//xapB//aroB//hmp//kdpF//thiI//tdcB//ynfE//mhpD//dxr//glcB//murJ//yfgO//yfeW//rfaG//aroL//cutA//gpmM//yiaJ//rfaH//dgcJ//dnaA//garK//purN//abgB//rbsB//rpsP//nikB//mnaT//clpP//ibsD//acrB//ymjB//trpS//srlR//ubiI//npr//glpK//metF//torA//dut//nanS//citT//cusB//ppk//kdpE//gnd//eno//zitB//umuC//yggX//tolC//livJ//kdpB//ynaI//wzyE//csiR//ymgA//ada//rlmE//ldtC//yecS//ssuC//moaE//fruB//tas//frlA//syd//mscL//preA//pliG//rplN//ypjD//hyaC//ispF//glnS//trmA//uacT//ygiB//gyrB//kdsB//pstS//motA//yihO//dinB//tolR//eco//malQ//trmJ//mdtG//thiL//rlmM//bluF//recF//cutA//tauC//ydbD//ilvB//btuC//bioF//ibsD//araC//prpB//yhfS//rtcR//prpD//yfbU//yihR//hexR//tsgA//guaA//bioA//ettA//opgG//galE//livJ//eno//yfeD//glsA1//gpmM//xanQ//mobA//yddM//fpr//srkA//
GO_0006140_6	rpoS//mdtD//
GO_0006144_6	kdpE//yceK//kdsB//tyrA//yjiA//secB//btuB//yqhD//mhpA//cbtA//
GO_0006145_7	nrdF//fdnI//xapR//queE//
GO_0006146_8	purU//tpiA//
GO_0006148_9	tdcC//
GO_0006149_9	tdcF//
GO_0006150_9	cpdA//
GO_0006152_7	fumA//pepA//dsdC//dacC//yrbG//iscU//
GO_0006154_6	yqhD//
GO_0006161_9	yjbF//
GO_0006163_6	rnc//glnL//ybhD//suhB//mcrB//csiD//sufS//fadD//mrcB//yjbB//idnT//ompR//dnaE//livM//argK//recD//cysW//lasT//lolB//mgsA//fmt//yihS//yjiQ//yraK//ulaG//guaB//garP//hprR//cutC//yciV//ghoS//rplF//rcsC//rpmH//ymgF//nrdD//rutC//acnA//moaD//ybjC//acrF//yfaX//sgcR//ycgB//ymgA//yiaT//yciE//ubiF//alkB//fcl//lysR//accD//dtd//ygaV//
GO_0006164_7	ansA//ftsE//aslB//hicA//pgaC//rpmJ//fimZ//cmtA//kbaY//yjaA//bisC//cycA//pcm//ynbD//ribC//pgaC//moaC//hofP//rplP//galR//sbmA//recQ//yibT//rutE//ispB//guaB//yqaE//creB//yeiG//lipB//mrp//yoaB//zraR//kbaY//hemF//ccmH//narQ//ssuA//eamA//sapB//
GO_0006165_7	narK//apaH//sthA//lpxC//rplA//lpxH//secG//mgtL//argB//leuB//ykfI//gpr//yagJ//viaA//fabG//nupG//lspA//uvrB//fkpA//
GO_0006166_6	glnP//dctR//
GO_0006167_6	degS//
GO_0006168_7	ddpA//yahO//
GO_0006171_9	epmB//
GO_0006172_9	elaD//
GO_0006177_9	nuoF//yfaV//rzpD//
GO_0006178_7	yjeH//
GO_0006183_9	hisD//
GO_0006188_9	mdtJ//queD//prlC//bcp//
GO_0006189_10	wzc//ybaT//
GO_0006195_7	yciA//gldA//
GO_0006203_8	intA//metR//
GO_0006206_6	dmlA//gltK//glrK//mutH//mutT//hemF//yeaE//acpS//mdtN//malE//thiQ//chbF//insF-1//tauA//fdhE//ybaM//mutT//nupX//intQ//yaiV//nikC//rcnR//rbsC//aroA//hldE//menF//
GO_0006207_8	kefF//lgoT//zntR//rhtB//hipA//
GO_0006208_7	fabG//xseA//ybdZ//uvrA//lplA//hemF//ulaG//yaiW//bcp//msrP//ralR//puuB//secA//
GO_0006209_6	kdpD//
GO_0006210_8	ybhJ//
GO_0006212_6	deoA//ypdI//yqaB//chbR//yqiJ//yqgB//ybhS//kdsD//nudC//queG//barA//
GO_0006213_6	kdpD//mdoD//cutA//mdtI//lsrC//holE//ampE//speF//lamB//xylE//hisQ//proS//ynjD//ascG//yafC//insI-1//
GO_0006216_9	lepA//
GO_0006217_9	mngA//
GO_0006218_9	xisE//
GO_0006220_6	dicB//zur//fhuB//maeA//yahD//insI4//mlaB//nagE//flgF//fepG//ycjD//ampD//mqsA//tilS//opgB//moaE//argF//proB//dkgA//copA//
GO_0006221_7	rpmE//ydhQ//caiE//rluC//htpG//acpT//garK//ihfB//yacG//ydcP//amyA//tisB//dnaG//
GO_0006222_9	yciT//
GO_0006225_9	fdoI//
GO_0006226_9	rnlA//ppk//
GO_0006227_9	rsmJ//
GO_0006231_9	leuA//
GO_0006233_9	xylG//
GO_0006235_9	ariR//
GO_0006241_9	yfjV//
GO_0006244_7	dapF//yhcD//cysP//argR//waaU//focA//gpsA//
GO_0006259_5	umuC//ybfA//rplF//rpoH//rplP//ybhF//pgpB//dicC//rpiR//proV//tldD//nrdA//gltI//ptsP//srlR//gpsA//dld//ybbY//mnmG//yfeX//argI//dsbG//proB//argD//fbaA//murP//folA//fepB//dcuS//yjaZ//yqeG//cydA//ubiF//trpA//hokB//cedA//feaB//pyrE//lhr//cydC//blr//rpmB//yehC//lepA//recG//yciA//yphC//deoA//uhpB//tag//ssuA//rnlB//der//selU//mdtF//nirC//prlC//ftsK//glgB//mdaB//cysQ//yafN//mrcA//murI//frlC//codB//narK//chbB//glgP//dhaL//fepB//moaB//lpxL//deoB//truA//polB//phoB//yhjG//srlA//ldrD//acnA//thrA//nth//preT//ldtA//yifB//ampH//yhdH//malQ//fliM//allD//polB//eamA//atpG//proA//sdhB//lpxK//bhsA//rpsB//yejB//yhjC//dinJ//pyrC//flgB//speB//infC//tyrR//ftsH//abgT//rbn//wcaC//metH//glnQ//lplT//ugd//chbA//ttdB//eutN//dgoD//hiuH//murJ//pyrB//nimR//sbmC//cspG//tolC//casA//rssA//aspS//ybgI//ilvN//pdxY//recX//yciF//accC//acrZ//yqiI//recG//mobA//lipA//ydeI//trg//msrQ//lpp//norR//yeaD//menA//cueO//
GO_0006260_6	holB//uvrB//proA//tcyN//glyA//tilS//cdd//mrcB//yccA//arcA//ispU//nagB//queG//yihI//yahK//relE//holE//nrdG//livH//dapD//nudG//
GO_0006261_7	murG//yeaD//ydiR//panE//yijO//ytfR//pgl//yggW//hemG//yghB//yadG//pinQ//
GO_0006265_6	ptrA//kch//rhtC//trkH//nikC//
GO_0006266_6	katG//yrdA//yiaL//
GO_0006267_5	rna//
GO_0006268_9	uxaB//narK//yegT//
GO_0006269_6	narZ//
GO_0006270_6	bioD2//paaG//sgcB//ftsI//gcl//galP//
GO_0006271_7	rbsA//tilS//serC//
GO_0006274_6	ubiD//
GO_0006275_7	yehT//cynX//mtfA//yodD//acpS//dgoK//pcnB//yicJ//ubiX//
GO_0006276_3	yjcS//abgB//rstB//diaA//narP//proB//tynA//arnB//
GO_0006281_6	hda//hflK//rcsB//smrA//ansB//mdtP//yfdR//appA//mhpR//glgX//ackA//ilvL//leuO//rsuA//paaH//ydjJ//gapA//fabG//glrK//yjjU//holB//galR//gspF//treA//csrD//lysU//intZ//evgS//srlA//proC//mnmC//cmk//yedX//tar//gspI//yfcG//ihfA//rpnA//ttcA//livG//frdB//rimM//rutD//dacB//ruvC//selD//pgpB//aroH//rcsA//menH//rrrD//hofC//ydjK//dsbB//endA//
GO_0006283_8	gntK//
GO_0006284_7	modA//ftsZ//livK//yhhY//cfa//pstB//
GO_0006285_6	yfaL//tusB//tynA//waaG//hypT//
GO_0006288_8	ymjB//hybD//
GO_0006289_7	gcvP//aroP//
GO_0006298_7	galE//mdtB//kdpD//gutQ//dfp//rmf//yijE//mepM//gsiA//cdd//
GO_0006301_7	qseB//ybiO//potG//leuA//
GO_0006302_7	kdpC//aaeA//rplS//holE//tsgA//hycB//curA//menA//dgoT//
GO_0006304_6	kdsD//yhdJ//etk//yghU//aldB//bhsA//nlpE//yihL//wbbK//
GO_0006305_7	zraS//tyrA//frdD//dxs//
GO_0006306_5	uspG//phnK//flhC//secF//
GO_0006307_8	hrsA//narK//tar//argD//yqaA//
GO_0006308_6	cueR//yjjW//speC//pgsA//glcB//cpoB//essD//prkB//livH//lacY//cusR//yejE//
GO_0006310_6	malG//rffH//tusE//ybiH//rhaM//rpoE//trmL//yejA//mug//cobC//entA//rluF//dacA//rseP//nrdH//ptsP//allD//fdnH//hxpB//atpG//bamD//folX//hcaC//kbp//tusC//mtgA//sbcD//gatD//ycbU//mntP//hflX//cmk//folD//dmsC//osmE//clcB//flhD//uhpT//yahK//yaiW//appC//lpxT//slyD//
GO_0006313_4	ybdN//prfB//ydhQ//pdxY//opgC//talB//chaC//
GO_0006323_7	prs//
GO_0006325_4	ccmH//
GO_0006351_6	ibsB//ydhJ//ais//yihT//sfmC//uidR//katG//amiB//rapZ//argS//fadA//kdpF//spoT//gudX//cueR//recE//pliG//sgbH//der//arfA//amiD//afuB//yacG//degS//evgS//tyrR//ompC//sucB//mgtA//kdgT//yqeF//cysG//yfiR//yieE//dcd//ydcI//folP//hmp//adeD//ldcC//yggX//ariR//metL//sucB//ubiH//dhaR//tdcG//ridA//waaO//insH-6//xerD//treA//rplP//fhuB//iaaA//hdfR//acpS//frwB//lipB//rffH//ibaG//kefC//rhaR//tufB//hscC//fdoH//ydfH//sdhA//purB//thrL//ulaG//aaeA//cbl//yghB//yfaX//ratA//yojI//tilS//nhaA//thiD//tsaE//chbA//agaV//yadI//ybcL//tehB//ychO//yraH//purB//entH//hslO//tsf//lpxH//bcp//lptF//kup//phnK//uidC//gltK//rpsP//yhjV//crr//garR//hemC//ygiV//flhC//paaF//dapF//thrC//cpdB//yoaB//cysE//plaP//tcdA//malP//ycbV//xseB//dinI//rpiR//
GO_0006352_7	corA//bluR//mdh//yibF//
GO_0006353_7	znuC//yiaO//
GO_0006354_7	glyA//gadX//hflC//
GO_0006355_7	feoA//yhfK//tsgA//glvB//yadK//iclR//ompC//hyi//yghW//yibF//rfaB//bepA//hisG//yieL//btuD//dnaT//yjhC//yafQ//sdiA//dhaK//rtcB//ykfI//ade//yobA//yafQ//atpF//ftsI//yfdK//bepA//emrD//epmB//rpsA//queF//gstB//thiC//fucP//rplP//rlmD//osmF//degP//yehY//kbp//cynS//lepB//xylE//wza//narV//argF//chpS//ydeO//argB//waaS//menI//gshB//pgsA//gcd//gpsA//trpS//proA//nfsB//yadK//rssB//ybgQ//rutR//elbB//asd//mpaA//htpX//rph//aroA//nuoG//yagF//trkH//agaV//ibsC//mglB//dctR//hrpA//yahF//aspS//pckA//dusC//ycbV//rapZ//degS//adeQ//iraM//trpE//csiR//nikD//umuD//rpoS//yfeD//glpG//cspB//yijE//uspF//phnC//ygeX//yfgI//yeiG//trpS//yagI//fecD//menD//arnT//abpA//hisG//yieL//xisR//yafS//fumC//hybG//yjbH//ydaN//ssb//pepN//cysC//baeR//sgrT//nemA//gcd//lysC//ada//pdhR//ldtB//ybjC//yqgB//moaD//phnM//gltS//mnaT//hypA//fkpB//yihT//mdlB//nrfG//iscU//asnS//trpB//psuT//ykgO//ibpA//rluC//bdcR//alkB//rpsA//arnF//yidE//garD//priC//yfhH//uxuB//gltB//rlpA//yphD//ynhG//pdxK//rbn//feoA//ygcW//ycaN//ortT//creC//rimO//envR//rhaM//hyaC//ynfH//prpC//potE//idnD//yjbH//rplD//ubiI//rspB//mltB//hycA//nagD//ispU//dnaG//sfsA//dmsA//rutD//entF//acpP//rna//bcp//dfp//artJ//rimO//yfdR//yfiF//oppD//sodB//thrB//galU//nikC//panZ//pyrC//rimI//ybhF//fabR//tsr//ptsH//insB-4//rlmC//glpF//ssuA//acrB//tufB//rbsD//ybgI//hprR//ispU//trpC//eptA//elbB//cpdA//trmD//alkA//yieH//trkH//ftsA//ygfZ//rluA//yegT//ampG//nadA//alsA//phoU//modB//luxS//yiaA//cusA//phoA//chbB//atoC//ispU//yjhG//queF//frmR//lexA//fliL//accC//dusC//ebgR//rpsO//argG//sgcB//betA//csgG//psuG//rbsD//clpA//zwf//fimB//hflD//yieL//srlR//bamC//
GO_0006357_8	afuB//
GO_0006364_9	endA//uxaB//sfmF//ilvB//truB//glpC//solA//rpsD//hofP//nudC//uvrA//gdhA//rsmI//cptB//hpf//ftsH//lolE//cadB//prlC//yeaK//lacZ//pitA//prlC//xylR//ugpB//cbl//ulaB//dhaK//elbB//zapD//ttdR//hisD//nlpA//rrrD//entC//gutM//fliK//yajQ//setC//mglA//mhpD//amiC//elaD//
GO_0006378_8	bamC//dnaA//
GO_0006379_8	rsmG//
GO_0006382_8	lldD//
GO_0006396_7	ygiV//cstA//prs//torC//ygcO//ytfT//setB//kefC//bssS//hofC//prfB//dinD//sgrT//dmlA//btuR//hpf//phoB//yhcD//selU//gltP//sufD//topB//trpA//lepB//cysQ//evgA//yjbF//dnaK//ndk//thiI//ulaF//mutY//acpH//yagF//tatC//yhhZ//uxaB//gmhB//yagF//tsaC//pcnB//hdeB//arnE//yceK//lysC//speA//rfaQ//narX//kbp//thiP//ykgF//aroL//mpaA//rplD//ydiZ//yjfP//ydeE//uvrC//gcvH//yqjA//plsC//pphB//arnA//mtnN//yhhY//yfiF//leuO//mrcB//mrdB//dppF//pspC//rhlE//cmoA//ybjN//ampD//kdpE//entH//relE//dmsC//mdoG//ygjH//sufA//kbaY//surA//rlmB//truD//crr//yebG//murG//tsr//codB//prfA//fadK//rseC//fadA//tnaA//nrdH//sppA//proX//sufC//dppC//lysS//
GO_0006397_8	trpB//trkH//rplE//
GO_0006399_8	livG//ppsA//nanA//dcuA//oppA//fadM//wzzE//mdtM//treA//ompN//fdoH//yehX//tatD//nrfC//ybjN//gpp//iscS//ihfB//elaD//csiR//proS//pth//acpS//yghU//mhpD//btuE//araC//yjcE//sbcC//ribB//puuB//fucO//nanE//yggX//ymgF//ugpC//yaiV//ispH//alpA//nsrR//dfp//lptC//amiC//murI//rseC//narV//yfcV//nikR//rpnD//afuC//yieH//dgoK//trmL//uxaC//yicJ//glpR//rpsI//yehC//mltA//lipB//glnQ//cusA//ynfH//ybjX//gsiB//dusB//yraH//yaaY//ydhJ//helD//fucO//lolE//ychF//recJ//rbsR//btuE//rbsK//yhgH//ybgP//mipA//prpD//yeiE//
GO_0006400_7	ppiD//dsbG//fepG//yqhD//hisC//csgF//leuE//cca//gloA//mrdB//tsx//pckA//gstA//proA//purD//ftsK//ybdG//sfsA//cpdA//cbtA//tamB//katG//cpdB//mngB//bamA//alkA//yqjH//rpsE//mukB//dppA//ccmD//sfmH//sgcA//rpsG//nuoM//chaC//flhE//thrC//narL//yfcR//rsmA//ppk//fliS//aroD//torC//ydeP//lpxH//ppx//ycfJ//
GO_0006401_6	cueR//envR//ridA//lptA//dmsC//potB//yciH//lpxB//skp//aas//tqsA//narZ//nrfG//mtn//mlaE//idnT//folP//cysA//yiaL//ybaQ//ymgA//glpX//
GO_0006402_7	yqiJ//glsA1//oppB//yqgB//recJ//wecE//cysZ//sspA//hypC//gfcE//speC//
GO_0006412_6	hemL//artJ//paaZ//tnaA//yjjG//menC//hyfA//grcA//aspC//ygjK//dmsA//aas//yqgB//fadA//raiA//rimM//arnF//adeD//mltG//eptA//sgbE//yeaG//nanC//ibsB//arnD//dhaR//ssuA//yojI//puuR//nadB//livM//slyA//hypE//ansA//tas//sdaA//yihO//astC//sugE//sulA//yggX//dgt//flgG//argT//ndk//moaB//clsB//fdhF//acs//emrK//ybbN//
GO_0006413_4	entC//hcaF//treA//
GO_0006414_6	pldB//trxC//ftsX//cmtA//ilvC//zraR//tomB//secF//dgoA//
GO_0006415_7	yidD//tauD//tusC//alkB//yjjV//ychO//mdtQ//
GO_0006417_7	dnaE//artI//rbsK//cecR//cpxA//sdaC//ilvI//lipB//arfA//dkgB//cyoE//prpB//caiD//ynfE//gfcE//fumC//bioB//tmcA//sfmC//dcuS//glk//pyrH//garR//mhpB//paaG//bacA//nikR//kdgK//ydjJ//ansB//pgaA//ugpB//yhdX//baeR//lpxL//moaE//yafO//miaB//flhA//
GO_0006418_7	lsrB//waaC//rplC//yifB//dsbA//gatY//cobU//prs//glyS//tauB//secF//tatC//clpA//wzc//fsr//hda//pepQ//sapC//ycdY//yehY//yejA//intS//yefM//phnC//alaC//
GO_0006419_8	rbfA//
GO_0006420_8	ydhC//
GO_0006421_8	rna//
GO_0006422_8	sseA//
GO_0006423_8	rutB//
GO_0006424_8	sbmA//ymgA//
GO_0006425_8	iraM//
GO_0006427_8	intS//
GO_0006428_8	hemA//
GO_0006429_8	ybiA//
GO_0006430_8	dacA//yagJ//
GO_0006431_8	fepC//
GO_0006432_8	argK//xapR//
GO_0006433_8	yjhC//
GO_0006434_8	cspB//
GO_0006435_8	mgtL//
GO_0006436_8	rutC//
GO_0006437_8	hcp//
GO_0006438_8	treB//
GO_0006446_8	fau//murF//ybiI//elfC//yjjG//rrrD//ppiD//
GO_0006448_8	purL//yfeD//kdgK//yhjV//bcp//
GO_0006450_4	ybiO//lplA//sgbU//purT//sdaC//yhdH//plaP//uxaC//hsdM//phr//
GO_0006451_7	treR//
GO_0006457_3	csgD//yciG//ydiZ//ydjE//cysE//lysC//rph//trmO//ogrK//slyA//bioD1//pflA//dicB//fdhE//clcA//kdpD//yccA//skp//ygfX//yajL//glgA//rsmI//comR//ydeE//lplT//yfcG//yejE//dgcM//alaE//entC//pspG//tabA//ybdM//fhuD//ydiO//truD//kdpC//purB//rseC//actP//
GO_0006458_4	yijO//yobF//tonB//mdtC//rpsM//insE-1//tusB//proW//
GO_0006464_6	sufB//fimE//rfaG//nadC//dacD//kdpE//hyfA//ybfA//ykgA//hybG//rhaS//moaC//comR//brnQ//chpS//rsmG//galS//intS//yfeO//gyrA//nrdR//gltB//yghG//cadB//pfkB//dtd//yajD//garR//luxS//murR//pfkA//yfgJ//yjeH//zapB//ygiN//yiaF//kduI//thrL//dapA//yraN//ppsR//mngA//dhaM//rmuC//hofC//ypdC//soxR//ppk//ribA//ssuC//menF//waaS//ygiN//rluE//dinI//rihB//yheT//yebG//tamB//ptsN//lpxL//yiaF//rplI//fre//ubiC//cmtA//tsgA//nanA//sixA//tcyN//epmA//fes//casC//higB//dacD//ugd//yijO//ompT//kup//opgD//gcd//yraH//narQ//hemN//dppA//metL//torA//mrp//yehA//ymgF//vsr//bhsA//erfK//uxaB//rnb//yiaL//ppc//rfaB//cutA//vsr//yjeI//plsB//def//prc//pyrE//amiB//csgD//mutM//ymgF//dsbA//rbsA//afuC//basS//holB//gstA//proS//metI//hdhA//cmtA//uidA//paoC//rseP//rcnR//mhpC//rbsB//gcvH//minD//ldtC//rpsQ//puuR//yfdO//aroE//mntP//ccmF//ypdI//gltD//trmD//glnD//csgF//gpsA//rdgC//ygbI//
GO_0006465_6	alaA//dcyD//aroG//
GO_0006468_7	thiQ//ldtB//zapB//yijO//dgcZ//rpmG//borD//ribF//nuoF//ibsD//rna//aroA//ulaF//dbpA//feaB//yfaL//cysQ//sbcC//ccmD//ptsH//waaP//cof//wrbA//zntA//intF//rbn//lsrG//dnaX//yieE//queG//yeaG//lolA//dnaC//uhpT//recO//selU//tdcG//elfD//rlmL//gppA//ruvC//pdxK//yccA//ygaH//baeS//mdtN//speE//nupC//pitA//mug//blc//ftsH//rlmD//
GO_0006470_7	cbrC//hchA//sbcB//yqeF//alpA//sbcD//yfdS//menF//yagI//uxuB//ydcI//lasT//pgk//hlyE//yabI//fruA//
GO_0006473_8	hprS//barA//manY//ileS//prs//mcbR//hprS//ycjW//artI//lamB//hokB//mnaT//
GO_0006474_6	dedD//ddpA//gpt//gluQ//ydbK//
GO_0006475_9	yjiA//yehB//
GO_0006476_8	proB//cysA//phnO//
GO_0006479_5	hyaC//hlyE//hofO//ampE//dfp//uspG//hprR//ybhR//
GO_0006480_6	hyi//
GO_0006486_5	gspI//
GO_0006490_5	yibF//
GO_0006497_7	modA//
GO_0006508_5	cptB//puuR//sgcX//casE//sugE//cdaR//frdA//yidK//rlmH//xisR//ansB//xapR//minD//mtgA//csiR//dsdX//ybgQ//csgA//rnb//gcvP//secE//ralR//hisA//menA//flgA//xylE//def//holA//dgoD//lpxD//hemH//hycA//argE//mntH//betB//yhjG//waaO//alsC//hypF//ecpR//osmE//modC//uraA//etk//nrdB//pgaC//hipB//dmsA//tonB//pflA//nagE//pdeD//ltaE//trmL//napD//
GO_0006515_7	cmk//hupA//zur//glpC//
GO_0006517_6	ygeA//modA//murJ//pgpA//
GO_0006518_5	ygeW//ptrA//arsR//osmY//sgrR//betB//trxC//hsdM//zur//priC//sad//recQ//nimT//dgcE//garP//narY//tqsA//rsuA//frvA//ybcC//sdhD//rihA//ppsR//glpT//torI//asr//napC//ytfP//maa//insE-1//aceB//yedA//parC//epmB//mhpT//yidL//prs//yicJ//pntB//pinQ//cptB//arnE//recB//relE//coaA//amiD//frlR//nepI//cbtA//nrdR//nrfB//yajR//eptA//allC//sucB//pspF//yfdG//yebC//pyrE//skp//ftsI//fadM//ptsN//hsdM//prmA//rcnB//def//tolQ//garP//ytfP//qorA//manA//alsC//gmhB//gadC//metL//arcA//
GO_0006520_4	rayT//aroH//yghO//csgE//paaF//mhpC//radD//pspD//norW//ybdM//rutC//sgbE//pstS//ilvA//tdcG//ybcF//ydcO//alsE//fdx//nuoL//maeA//tar//opgG//flgE//rnb//wecE//yhjR//ackA//era//umuC//ldtB//acrZ//kefG//tsgA//fieF//fucK//dnaN//potF//nrdR//yhfK//ileS//ydeM//ubiB//casB//arcC//osmF//frdB//hyfC//hisQ//fdnH//arnA//norV//ycbB//rhaS//yfbU//yjhP//thiC//ybhP//mngA//bcr//frvR//ycbB//glsA//mhpR//modB//pdeD//gutM//folP//ubiA//accA//rpoA//efp//cspE//narL//menI//rffG//gcvP//tpiA//ytfP//rlmC//fucA//mioC//lpxT//btuC//galP//ycgR//mlc//ftsA//ravA//prpB//tdcR//fetA//gcd//ygfA//djlC//agp//phnJ//uvrA//purC//minE//sutR//hypE//paaC//rsgA//pheM//phoP//ycbU//gyrA//hisP//tusE//pheT//pgi//mgtA//yciA//ssuD//emrB//tatE//glyA//iclR//ffh//ynbC//narG//yccA//hybG//nuoB//aceK//tisB//guaD//sgbE//gntT//gadE//hyfR//narW//galM//ytfQ//modB//lpxD//yjbB//kdpE//mntR//csgE//fimH//glyA//kduI//glnP//csgD//degQ//mtn//rpiB//flgI//nrdR//rnb//ytfR//paaX//yjiQ//dcuC//epmA//xseB//yihL//pdeD//argF//eamA//hcaD//arfA//gadC//ycbV//bglA//rcnB//tsr//ilvL//mraZ//grpE//nudB//mpaA//qorA//emrE//tusA//yciK//yehC//ghxP//fimG//ahr//rutE//ivbL//cdsA//htpX//rplN//pdeD//yfeD//bglA//cspD//lpcA//uvrB//diaA//cheY//pspD//atpH//borD//yahN//panB//pspA//pitB//
GO_0006521_6	cas1//fruK//cheB//
GO_0006522_7	glvB//yadK//malX//hisQ//yaaY//fucP//tatA//
GO_0006523_8	guaC//yihU//mreD//phoB//
GO_0006524_8	yegD//trmO//hisP//
GO_0006525_7	rutF//tbpA//mazG//tauD//mppA//dacC//pdeH//yhdX//rplO//rcnR//mukB//trxA//hyaD//epd//waaO//ispB//pnp//mltF//elyC//yqhD//ygiV//
GO_0006526_8	cof//rfaD//ybcJ//thiH//mqsR//clpS//iscR//ydgA//lpxK//pheT//dcyD//recR//fadA//
GO_0006527_8	torA//nrdG//yjfF//uvrA//pheS//lptE//rho//tsaB//kduI//
GO_0006528_6	lgoT//phoR//thiM//mdtL//
GO_0006529_7	pspD//emrK//
GO_0006530_7	ompA//yafE//
GO_0006531_7	ybjI//dcm//pliG//murF//zupT//ycgB//tsx//topAI//
GO_0006532_8	ynfH//thiL//
