#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	citT//fecB//potD//rstB//
GO_0006139_4	recB//trmA//sufD//ldtD//dtpC//recQ//panZ//clpA//paaX//basR//mltC//hybD//tusD//xylE//holB//flgG//melA//yfbU//uup//asnS//iaaA//glrR//miaA//ydcS//tesB//gntR//fdoH//stpA//rsmF//atoC//sodB//aroB//rpoD//uxuA//hyaD//potF//ybgQ//ftsA//amiB//dppF//potD//yhhT//gmhB//lpoA//ruvA//alsC//cobS//yneJ//ttdA//parE//ybdH//yfdK//fhuC//raiA//rpsL//hupA//hybG//iraD//malG//pgl//prkB//rpe//sdiA//dgoA//narH//smpB//yagF//nupG//rpsD//metI//agaV//pinE//ulaD//def//ttdB//nikR//accC//rimL//mrcB//malE//qseC//ulaB//insH-6//opgG//mtgA//rplI//glpA//ttdB//yhcH//yqjI//yhjD//ybdR//ftsX//ycaO//agaI//bamC//rsmH//ydiK//ybhP//gspI//ltaE//cspE//secF//lptB//rcsA//pinR//hybC//yadK//uxuR//cysW//yggD//ygeX//rsmD//fkpB//rimI//gldA//cheR//mutM//ybdM//rcnB//hofM//csgA//frmA//aroB//etp//cheY//mdtL//nagK//eutN//torD//ugpC//atpB//ribC//pgk//nagZ//rbfA//treA//ilvA//amyA//arcC//yjiM//ghxQ//torD//frmB//aroF//yhgF//ydiF//gmk//fimF//yfhH//casA//rnr//cas1//fecA//hprS//yrfG//greA//recG//yagE//nuoB//mgrB//uhpC//osmE//rplA//glxK//yjiR//arnA//ygaH//btuB//hcaT//curA//yobA//uxaC//kdsB//yaaU//dcuD//ftsW//yohD//glpA//artP//glsA1//corA//alsK//glnH//ybjL//nrdB//pheT//ftsB//gpmA//rpsB//der//rimJ//yiaN//lsrR//mtlD//fadR//waaY//rhaB//psuT//yafE//casC//kduI//csiR//tolC//dsbD//adeD//ftsY//preT//ygfX//bluR//uidR//xylE//cbeA//yjhC//flgB//ampE//fruA//xapA//hyaD//nanT//ydjL//rpsP//insA-1//yhbX//frwB//rbsA//dpiB//glnP//allR//torR//tnaA//yqeA//rpnC//tig//maa//yccA//pliG//cra//aroD//pyrL//glnL//betI//glnP//yehT//casB//gyrA//rclA//ubiE//galM//ycjQ//rcsF//corA//cmoM//argG//cutC//ssuC//fre//ygeA//rhlB//luxS//fhlA//fdoH//radD//flgK//yjcE//yfcG//ggt//rpnD//gor//rpmH//glnD//queA//ompW//satP//nrdH//hofO//fadD//hemH//corA//gmk//pgpC//ydhQ//ybjL//rbsR//nanT//murB//rfbX//yibF//yojI//csgE//yidP//frvB//murI//ompW//ftnA//selA//fdnI//ansA//ispF//prpD//folE//dapB//lptA//hexR//tdcR//thrB//yfcP//ycdX//mppA//ldtA//cedA//yaaU//gpmM//tesB//arnT//amiC//tpiA//btuR//yjjB//sodA//yjbE//gabT//bioD2//yihI//fadR//chbG//sspA//cusS//yadC//manX//xseB//pgk//ybjL//modA//cbtA//rutG//cof//yqhC//aroC//ybiX//mreB//rimP//tadA//ydiB//yihO//deoA//ycfS//ribE//cheZ//glpR//yajD//trpR//scpC//ligA//yafE//dcuD//yeaG//bolA//plsC//cheB//topB//cnu//malG//epmC//fklB//ribB//mepS//ypdB//agaA//pheT//insH-5//xylF//ybdH//hybA//yoaA//araE//mrcA//thiE//mmuP//livF//nrdF//lptF//trpS//tamB//ydhQ//yedP//sdhE//caiB//cstA//fadA//sbcC//ybcQ//lysS//glnS//kdgT//hemD//dcp//fecC//tdcA//ygiS//dinB//eamB//dps//idnT//ymdB//ybhD//dgoR//djlC//cas1//sfsB//pgaD//rpiR//aroE//setA//nrfD//panB//rlmI//nusG//yejE//sfmA//cysB//mzrA//rpoA//elbB//potB//putA//intA//deoD//grpE//ybjN//ompL//yjbG//xisE//ypdB//mazF//nmpC//yagE//ortT//mscL//sufA//psuG//yhhT//yfjV//eutK//lysA//hscB//rpsR//yfcG//ynjD//puuE//thiC//nagC//msrC//ffh//waaG//lysA//yidD//cspB//yahF//hcp//rsmC//proB//amiB//ascG//pykF//fimI//fliL//dgoA//gspI//agaC//dam//psd//arsR//yfdR//cobU//hrsA//surE//fryA//hda//ygfA//ubiJ//crp//symE//lsrC//erfK//ycjR//yafN//rpsL//ytfP//puuD//purU//lon//bipA//tsgA//pflA//rclA//yfiC//xylE//brnQ//leuC//grpE//acrA//paaG//yraN//ridA//trmH//trmD//uidR//qseB//ugpC//yjbB//ushA//fdx//fau//mdtE//ettA//dtpB//sgbE//cyoC//pdxJ//dgcZ//ilvN//rpoH//hrpA//ssuB//zapA//flhA//dgoK//hpf//hchA//sfmA//ybjG//afuC//yehY//pyrG//cecR//gadC//htpX//ascB//tusA//aceF//torS//rspB//rpnC//yedX//bssR//tehA//yqjI//pepT//hslJ//ybiJ//pgi//rplR//pphB//setC//ygaZ//selU//sugE//prpD//ynbC//yrdA//bioC//pitB//yphD//raiA//hisM//blc//menA//cycA//intQ//dnaE//yjjV//rplM//srmB//rlmG//livF//dinG//gadC//rtcR//mdtK//feaB//yagI//gspI//ilvN//gfcE//bcp//bglH//menH//xdhB//trmD//leuD//rmuC//tusB//rlmF//ydcO//fdnH//ynhF//tusE//dcuC//ycbU//ldtA//prs//artJ//glmU//frvB//truB//ldtC//metN//yfdO//ydfH//ccmF//allS//arcC//
GO_0006140_6	cpdA//feoA//
GO_0006144_6	rluA//rpmB//cpdA//secY//alsA//ghxQ//wecE//mscM//dcyD//potF//
GO_0006145_7	rimL//gntP//chiP//tusA//
GO_0006146_8	lgt//yoeE//
GO_0006148_9	nrfC//
GO_0006149_9	uvrY//
GO_0006150_9	mdtB//
GO_0006152_7	yggT//pyrB//ftnA//ydeT//yecS//adhP//
GO_0006154_6	glpF//
GO_0006161_9	iscX//
GO_0006163_6	fecC//qseB//baeR//cysP//yfaV//rpe//yagG//tynA//rpoA//asnA//galP//yaaA//lyxK//proC//rbfA//dtpD//eno//yibH//yccA//ydeO//frlB//lpd//uhpC//phnO//agaD//yqiI//adiA//malQ//pfkA//fucP//yahN//dppA//ybjX//glnP//hemC//endA//tsaE//slyA//accD//fsr//pepB//gph//aceA//cmoA//rbsR//mltA//oxyR//nfi//yagI//talB//pyrH//malG//yheT//ghoT//
GO_0006164_7	puuR//yeaV//ssuB//ydjH//csgB//argS//cysB//aslB//nlpA//cusB//insB-4//emrK//fmt//caiF//era//dsdA//dinD//aroE//gspE//tqsA//envY//ubiH//ybhG//rhmD//pppA//rimI//thyA//fliZ//citE//fliT//yidA//dcm//ycjQ//yafE//dacA//asnS//gntR//zapD//moaB//glnD//
GO_0006165_7	yeaG//ybaQ//hofC//kbaZ//msrQ//dctR//lit//rihC//mepM//rplR//mrcB//thiL//ccmF//fetA//wecC//narV//fau//rep//gnsB//
GO_0006166_6	adeQ//cspA//
GO_0006167_6	yfcS//
GO_0006168_7	arnD//eamB//
GO_0006171_9	metH//
GO_0006172_9	ssuB//
GO_0006177_9	tynA//aroE//rnd//
GO_0006178_7	norR//
GO_0006183_9	hslV//
GO_0006188_9	cynS//sdaB//mlaB//rsgA//
GO_0006189_10	uvrY//greB//
GO_0006195_7	chbC//frvR//
GO_0006203_8	rpsE//yghW//
GO_0006206_6	ygbL//yrfG//yihS//rpe//waaB//csrA//appC//rsmD//malK//galS//paaZ//adk//garD//hfq//yhjX//yjgX//npr//yghG//tusB//ydeT//frlB//ydcM//dps//emrE//ivbL//ydcR//
GO_0006207_8	nudB//mdaB//uhpA//dsbC//hslR//
GO_0006208_7	wecB//gloC//recJ//yobA//ydiB//yehU//paaJ//lldP//frmB//yijO//dnaN//hemH//chpS//
GO_0006209_6	valS//
GO_0006210_8	ydfH//
GO_0006212_6	nadB//lpd//chaA//phr//yneJ//acrE//opgH//murD//metG//ccmA//ycbB//
GO_0006213_6	higA//ybiX//panF//rhsD//ompG//mdtB//kbaZ//envY//gntU//rsmB//tolR//yfbS//lsrB//lpxK//cspG//chbA//
GO_0006216_9	tbpA//
GO_0006217_9	lit//
GO_0006218_9	lgoR//
GO_0006220_6	ydiF//bamC//trmJ//ycjR//hycI//ydiB//bamA//rutG//mltG//sbp//ispF//ypdA//ubiG//fhlA//plsX//dgcJ//maeA//accA//rpsP//rnlA//
GO_0006221_7	hupB//der//yhhZ//cyaY//hybB//opgE//hisM//icd//map//yehA//btuB//dauA//rpmG//
GO_0006222_9	argT//
GO_0006225_9	ilvD//
GO_0006226_9	lpxM//nikC//
GO_0006227_9	msbA//
GO_0006231_9	fumA//
GO_0006233_9	hofQ//
GO_0006235_9	bssS//
GO_0006241_9	yfcA//
GO_0006244_7	rpnC//yhaV//mhpR//rhmR//mgsA//yggE//borD//
GO_0006259_5	acnA//purF//casC//bglB//pdxY//sgbE//rffM//cheY//pinR//yhbO//galM//ompF//holC//groS//crp//entE//rsmE//rluA//sdaA//yoaB//setC//hybA//motA//lsrK//ydcR//plsC//mcrA//agaD//csdE//iscA//thyA//hflX//insI-1//yhfK//yfeD//ybjX//bamC//leuA//rlmN//yieF//yjjV//yaiV//tauD//gutQ//gmk//narJ//yeaG//ycfL//mazF//groS//yiaA//ydbK//yrfG//kdpF//leuC//ybiV//tolC//fecD//nimT//tdcE//pdeD//rplI//hisB//nuoM//yiaM//zupT//mzrA//nrfD//hypF//lolC//pheA//yjhC//yqjI//oppF//phnN//lysR//nuoF//pyrB//phnG//yqeA//asnB//ydcI//yegD//caiE//rlmL//hprS//lsrA//ynfK//ulaB//yqcG//thrB//slmA//gmhB//umuC//hisD//ftsZ//trg//hpt//rpsI//dsbD//speF//yibH//shiA//gltS//cheA//higA//rbn//uvrY//hisF//yghB//hyaD//allC//srlB//yqgF//rnd//yfcA//cbl//potC//potI//hldE//leuA//leuC//yjtD//sdhE//bamC//yhcF//hypD//rbsC//trmO//nudF//tnaC//yjcO//yadM//argK//clsC//tgt//cdgI//lysO//sgcA//ldcA//avtA//rbsC//nagB//ggt//potF//nupG//rrrQ//manY//
GO_0006260_6	holE//lysC//rssA//gspJ//cysW//pcm//hemL//fdnG//frvA//folD//hybE//baeR//bamC//selB//tsaE//pyrD//yciE//yrdA//secY//corA//acrB//
GO_0006261_7	rfaF//cvrA//galS//frc//cdgI//fimF//ygbM//rpmA//yfeO//cobC//potG//rpmB//
GO_0006265_6	ynbC//nadB//insE-1//dsdC//gudX//
GO_0006266_6	shoB//arsR//fryC//
GO_0006267_5	rpsD//
GO_0006268_9	lpoB//fadR//ssuA//
GO_0006269_6	preT//
GO_0006270_6	ansB//rutA//ispH//ybiS//ibsE//mutT//
GO_0006271_7	yehY//ftsX//dinD//
GO_0006274_6	ptsH//
GO_0006275_7	ampG//dcuS//gpt//frvB//poxB//mutY//cobB//frlR//mrr//
GO_0006276_3	ybiI//lptD//panD//yahN//ccmE//ybiV//nepI//ettA//
GO_0006281_6	fdoG//dppC//ghoT//cpdA//yahI//norW//sucD//rpsK//hyaD//yhfS//pepN//glnQ//queA//yjcE//nlpD//allC//holC//yjiX//ybiW//paaA//dicA//ddlA//rpsS//wecC//napB//yidC//mreB//ldtE//ribC//bioB//yhcD//trpD//hxpA//speG//tatE//ubiF//rpsI//hupA//tsr//tadA//gadE//norR//nsrR//ygfA//paaK//secM//nagD//rhaB//tar//rpoA//uspB//motA//iap//yqcG//yjjU//
GO_0006283_8	ddlB//
GO_0006284_7	thiH//yhaM//mepM//ssuB//casD//sufE//
GO_0006285_6	fhuB//yidA//sanA//purA//ydeT//
GO_0006288_8	trpB//sdaC//
GO_0006289_7	rplS//luxS//
GO_0006298_7	rutF//htpG//glcD//paaA//dnaK//ydcS//wzzB//phoP//agaB//fadM//
GO_0006301_7	ilvC//frlC//ycjW//endA//
GO_0006302_7	mscL//flhE//kilR//rstB//fabZ//parC//srlE//ymfK//perR//
GO_0006304_6	gabP//nfsB//hofP//rpoA//mdtQ//trxA//nlpA//gcvH//gltS//
GO_0006305_7	ymgA//glpG//yjhG//yghU//
GO_0006306_5	emrD//yehA//gcvA//emrE//
GO_0006307_8	argE//fixB//torC//hyfF//ftsW//
GO_0006308_6	cpxA//arsR//rimM//yadN//dam//ydiZ//yhbO//ulaF//kdgR//yagU//ttdA//tsx//
GO_0006310_6	pstB//garL//rfbC//yeaK//glnS//rpsQ//mrcB//sad//hemD//hisG//wecB//lgoD//glpG//yihU//tpx//nikD//priB//appB//glmM//wecC//brnQ//hokE//nanK//ccmH//yjjI//hyfF//ghxP//dhaK//acrE//cysH//xisE//fixC//sbcD//yhjX//rpnD//ygiN//ulaA//uacT//hpt//kduD//rhaA//argI//rpiA//
GO_0006313_4	cutC//argP//speC//aceB//rnhB//lipA//lamB//
GO_0006323_7	ftsY//
GO_0006325_4	idi//
GO_0006351_6	ycjU//pykF//moeB//pgm//ldcA//focB//ccmC//fdnI//ecpR//phnG//guaA//rzoR//ubiF//yhaM//rpoD//ruvA//rsmC//znuB//cysQ//lysA//yhjR//hprR//yafE//blc//fliZ//ilvC//zntR//ascB//mtfA//yjfF//exuT//gspE//tmk//fhuB//adk//waaZ//lptC//ulaE//atpH//pntB//chpB//yfeW//hpt//bisC//adiC//ralR//fkpA//folE//arcB//glnB//mutL//argF//pgpB//pdeL//yhcD//arnF//rlmA//ydiB//elbB//yihU//hcaR//betB//ydcZ//cbrC//yfiC//ubiG//ssuB//phoQ//miaB//ybdZ//glpF//ampH//uhpB//murE//tolB//sanA//pgl//frvB//rpsH//oppC//yidZ//csrA//elaB//cobC//yfaV//recF//abpA//rplY//yfgJ//ligB//maa//yggW//fryB//tauC//glpX//allD//aroA//yraN//fecB//cusR//fiu//hupB//rseP//insI1//ghrB//mrcA//aphA//slt//holC//pgaD//sfsB//ykfM//rbsK//pdxY//leuD//thiC//ligA//pdeL//ppsA//
GO_0006352_7	yihV//xapA//ydbD//yhbQ//
GO_0006353_7	argI//galS//
GO_0006354_7	yqgF//rihA//tsaB//
GO_0006355_7	rluB//dacA//ynbC//mreC//mgtA//ivbL//glsA1//viaA//scpB//rnhB//iscA//fabR//frmR//yfbU//yfbV//valS//mhpA//speF//csgF//bglH//yeeJ//hypF//ypdA//yihV//ssuB//insB-2//rpsT//arsB//nhaA//kbaZ//menF//yobA//dacC//prlC//murG//fdoI//efp//cusF//plsB//yebG//aroK//fliT//ytfE//paaX//tyrA//fepC//yjjW//sfmH//glyS//cheZ//nrfF//btuD//yiaF//htpX//elfD//gcvP//gntR//rsmF//frlA//rbn//hcaT//pgsA//dsbG//mdtA//elfA//potG//yfdO//radA//hcp//rimL//yjtD//modA//sufE//borD//yadI//aspS//gluQ//treR//nrfA//dnaT//dpiB//rpoA//ppiA//cas3//rplC//malQ//yiiD//purA//murD//fecC//ybjD//ydcI//rsuA//rlmN//hrsA//phnO//raiA//puuD//yihS//sgcB//chbA//ppiD//argB//lptF//sdaA//garP//leuC//aas//aphA//rhoL//mdtN//yhiM//trpB//ynfK//accC//rplJ//dkgB//ushA//apt//rfaD//ygeX//ulaC//ompL//trmL//clpX//gapC//ydiP//waaQ//lplA//rseC//hslJ//ubiD//pstC//uvrC//trpS//argH//yfbR//aas//lptG//chbC//tsaE//dtpB//yhjC//argC//bioD//rpnD//wecB//rplT//yfcF//rffC//ybiT//artP//tehB//tynA//cdsA//mak//xisR//yghW//ybiJ//alr//accD//glpB//fklB//ygiS//ybjN//narY//lgoR//ldtB//araD//yfaL//rbn//purR//aroG//speB//arnT//phoP//yjaZ//dauA//rlmH//wcaB//fhuF//aidB//entS//asmA//lnt//aroH//hcaC//sucD//cca//glgC//ispF//uspE//cmtA//folD//emrD//sbp//yjhI//ymfK//dcp//rnd//infB//pepD//tsr//glvC//nuoN//shiA//rhoL//yfdR//flgI//lrhA//ydjL//yihO//kefF//cysB//yaiP//fis//hybF//lpxK//ftsY//accA//ydhC//acnB//yqiJ//paaB//insE-1//nuoI//yebG//agaS//paaA//fucI//tpiA//yfiF//brnQ//yhhY//cpxR//dcuS//rpsT//rutC//gsiC//shoB//dsdA//nrfA//ytfP//yahI//glsA2//cspG//ftsA//yjiY//waaP//ybiO//emrK//exuR//mdtJ//yehC//rayT//serC//treA//yfdR//yeeJ//nrfB//pyrH//
GO_0006357_8	cfa//
GO_0006364_9	speA//pabC//tomB//infC//nikB//lpd//argG//prc//pphA//xanP//selD//ydhK//moaE//lsrG//rhmD//dusB//dacB//cbtA//ycjP//kdgK//hfq//yafN//fliD//gabP//fixB//bdm//pgi//kbp//infB//nrfA//sstT//focB//fepE//gyrB//hslO//ybbY//ydiZ//nanE//nrfG//cirA//glpK//pppA//alaS//
GO_0006378_8	trmJ//chaC//
GO_0006379_8	ygeV//
GO_0006382_8	rrrQ//
GO_0006396_7	holA//parE//idnT//narJ//citX//eptA//yfiF//tauC//ybiI//cheY//plsX//eutK//mukB//lldR//rpsH//fdoG//hslV//yfcS//rpsG//ynfK//rbsA//yjhB//yihR//yehA//trpS//ibsA//agaC//ycbB//adeQ//rayT//nadB//purD//ybiS//nepI//hemD//rimJ//rhaR//rph//rfaQ//dnaA//lldR//nth//cpxR//menC//bglA//elfC//deoC//rpmG//fmt//yfjR//glmU//tsaD//lldD//galF//yabI//yeaV//murQ//dkgA//yigL//yedP//yfaV//ccmF//dcuS//yqeA//tufA//ftnA//ybhR//hicA//lysC//cpdB//glsA//tusD//ybhS//gudX//xanP//kefF//hycI//rffT//ybaK//argK//ybaK//ppsA//yedA//ispU//ygeA//ilvB//sapF//lptF//ispH//orn//fadM//rtcB//yihS//fnr//cra//degP//minE//metQ//crp//dppF//iscS//cysD//
GO_0006397_8	radD//zupT//rdgC//
GO_0006399_8	yfiC//yegV//mfd//cynT//nrfA//potF//iaaA//sufC//maa//oppC//rpoA//rpsL//yfeX//zapE//nikB//sdaB//dicA//casE//aroE//ybdR//yacG//rimM//ubiF//ibaG//radD//pepN//udk//csiR//grcA//appB//yidL//yiaO//nlpD//radD//nagD//ompC//pdeH//ycgV//ynjA//ynhG//ppiA//rpmF//tktB//yceO//ghrB//aaeR//gpr//recF//caiD//gabT//rsuA//panZ//dsbA//mlaE//aldA//sbp//ycbU//puuR//udk//mglC//mepM//cadB//artJ//cysD//yfcG//ybiA//glrK//gsiB//ligB//yjbE//yfdC//purA//pspF//insE-1//flgC//yahK//yhaJ//hprR//fbaA//flgD//pyrF//rlmF//
GO_0006400_7	yacG//yhgH//ispA//oxyR//ddpX//ymgF//dicC//tyrR//ldrB//tar//pabA//umpH//paaB//mnmE//bluF//folC//cfa//dam//hflC//dsbG//ilvD//murC//kdsA//wzzB//yhgF//dkgB//yehC//tbpA//ribE//clpA//mug//btuD//lsrG//yceO//katE//greA//sbmA//atpA//rlmB//pykF//pfkB//nudG//glpR//hcaR//eco//yfdO//yggN//ligB//rusA//
GO_0006401_6	syd//ydiK//prpR//rbbA//nikD//dacD//glxR//yraN//yegS//chbA//zipA//insB-4//rpiA//flgK//dinD//tmk//thiM//fpr//leuC//fic//aceF//rpsD//
GO_0006402_7	bluR//rclA//acrE//mdtQ//gltK//astB//ydhC//nth//idnO//opgE//ycjP//
GO_0006412_6	proV//kdpE//hypD//selB//rplF//rpsQ//yphD//mhpC//glnD//btuB//aslB//chbR//rlmH//rhaS//narK//ssuD//wzzE//rseB//yihI//potG//astB//gabT//mngR//narZ//ycjY//dgoA//mobA//ybiV//pfkB//wza//bglA//rfbC//agaR//dinQ//yhhT//gmk//nuoM//metE//mdtI//emrD//yqhC//ynfK//bluF//tpiA//rssA//malX//glcB//glnQ//yiaU//ybjN//yfjR//
GO_0006413_4	ubiA//garP//elfD//
GO_0006414_6	gshB//ffh//yihP//hokE//yadN//appC//miaB//fadI//umpG//
GO_0006415_7	pdxA//eutA//chaA//napF//ldtC//ftsW//sfmH//
GO_0006417_7	aes//ycjR//rdgC//adhP//torA//fadA//fliZ//ulaR//rtcB//pliG//hflD//proW//trpD//kefB//pdxB//ynhG//ogrK//fpr//torD//ycbU//iscS//pyrD//dcd//yggE//ebgA//tsaB//yegV//glyA//pal//clsC//fucK//hisF//mioC//srlA//plsB//cysH//lpoA//yegV//mtfA//
GO_0006418_7	ppsA//yafO//cca//ubiH//prfC//bglJ//bglX//fepE//rluE//entE//yfgI//yfcF//hchA//yfiF//yhbO//frdD//yqaB//mug//dinG//amtB//mdtO//srkA//mepS//hflK//hflD//
GO_0006419_8	rstB//
GO_0006420_8	htrE//
GO_0006421_8	arsR//
GO_0006422_8	hemF//
GO_0006423_8	fepA//
GO_0006424_8	lysU//xapB//
GO_0006425_8	yoaA//
GO_0006427_8	thiQ//
GO_0006428_8	pabB//
GO_0006429_8	mgtL//
GO_0006430_8	dppA//wecE//
GO_0006431_8	ybhA//
GO_0006432_8	brnQ//pth//
GO_0006433_8	glnA//
GO_0006434_8	rfaH//
GO_0006435_8	sfmD//
GO_0006436_8	ybiW//
GO_0006437_8	cysH//
GO_0006438_8	iraM//
GO_0006446_8	dpiB//entA//btuE//pcm//rffG//acpP//cysC//
GO_0006448_8	dgoA//emrB//hda//dmsC//serC//
GO_0006450_4	ghrB//diaA//hybE//speF//cysN//ribE//symE//dmsB//ygfZ//ghoT//
GO_0006451_7	hexR//
GO_0006457_3	ralR//fecB//yjbF//ycfS//amiA//crp//putP//ycjR//gatC//iraP//mreC//mcbR//acpT//hisB//bglX//clpB//rihA//cynX//dapB//ycbU//sdhE//metC//pagP//ygbL//rbsB//yafO//yggD//gluQ//ulaD//sgcR//yjfF//ppiA//flhD//fruA//fumC//dcuA//bamB//pitA//bglB//proC//
GO_0006458_4	napB//btuR//livG//zraR//ibsA//oppB//selA//rpmH//
GO_0006464_6	lptD//fucI//psuG//panF//cspE//ygiB//acpS//uacT//cbl//yfhM//yidE//greB//fimE//chaC//aroC//yeaK//malZ//trpA//fruK//putP//betI//psuG//proX//nfuA//yqeF//cptB//trpE//tomB//umpH//fimE//yehD//uxaC//adiC//potC//mdoG//yaaU//degS//rrrD//gntU//ybcQ//grcA//phoU//uspG//rluC//yhdX//pckA//hdeA//uhpC//pepD//srlE//pdhR//motA//flgE//raiA//waaO//mrcA//yaiW//secY//queE//trxA//dgt//tsgA//yehW//pykA//ykfI//gabT//prfB//yfdC//eamA//codB//rimI//glpD//rplQ//purD//ompG//yfcG//pncB//znuB//nudB//artI//glsA//lrp//rplN//hipB//zraS//katE//ycbB//thrL//nupX//osmF//ppx//cusR//rbsK//prmA//kefB//ybcL//narQ//mukB//nanC//yggT//chpS//ampE//fadI//erfK//yhbS//sapC//alsB//yraH//arsR//malY//yaiP//ftsI//sfmH//cyoA//asd//rlmM//ribD//fumC//xseA//ridA//torD//yhbO//xylH//grcA//cspE//hchA//ybjD//ybgQ//fdoH//dhaL//cysH//purC//ykgM//puuR//acpS//argK//fabA//ytfE//manX//sucC//hscA//ampH//
GO_0006465_6	fliL//yqiH//yjjB//
GO_0006468_7	bioA//ybiS//dacB//accC//crcB//yggP//sfmA//kdsA//yagG//pnuC//mipA//yiaF//pcm//uspF//nudF//ybjC//hisC//ybbW//chpB//pepQ//yhbO//uup//narG//fdnI//lpxT//ypdA//dxr//trkA//rpoS//ybhG//ascB//trpGD//yfcU//ubiG//elyC//ybaK//murJ//cusR//rplS//maa//rplX//yneE//pgpA//eutK//yafE//tamB//entH//tatA//flgK//ettA//pabA//zraS//glpC//
GO_0006470_7	manX//glpG//uvrC//yidQ//ecpR//bglF//menA//ynhF//treA//yejE//hemG//dapA//napA//astB//yagJ//dhaL//
GO_0006473_8	dppD//yqhD//nfi//yegV//ltaE//pgsA//rimL//phoB//rcnB//gltK//ariR//dtpC//
GO_0006474_6	ortT//hslR//ppiA//atpF//crp//
GO_0006475_9	uvrB//aroD//
GO_0006476_8	tpx//mepM//hcaT//
GO_0006479_5	fliA//oxyR//cydD//secF//stpA//emrY//ascB//glnB//
GO_0006480_6	sixA//
GO_0006486_5	murB//
GO_0006490_5	edd//
GO_0006497_7	insF-1//
GO_0006508_5	fur//nac//mltC//yiaN//fdhD//yciE//ygeW//galM//glcC//bioA//glnP//narV//thrB//mdtK//rnlB//hflK//glnB//gatA//miaB//ydfD//cyaA//chbA//yceK//umpG//cutC//yraJ//ibsC//udk//rho//yfaX//phr//lpxP//ykfM//arnD//moeA//sulA//secA//mmuM//dtpC//mraZ//ybeF//nrfB//waaB//gcvT//lgoR//gyrB//ybhG//hybG//envY//etp//yhdZ//lptD//sfmD//leuS//lepA//
GO_0006515_7	coaA//lgoD//lpxT//nrdD//
GO_0006517_6	argS//gutQ//glnE//nadB//
GO_0006518_5	rbn//rpsD//udp//gspF//iclR//iraD//fadK//uxuR//ldcA//alpA//waaQ//cusF//ilvD//cydD//acrE//nfuA//idi//folD//mobA//pspD//rplX//recN//fixC//dpiA//livF//flgD//yhbS//ybdO//yafQ//fdnG//ydhJ//pgl//grxD//pinR//sgbE//dmlA//ssuD//lacZ//barA//ydjK//dtpC//cmoM//mazG//bglF//ibaG//ldcC//ydfG//gadW//sbp//puuP//ilvM//garL//yhdX//yibH//prfB//cysM//oxyR//recF//atoS//yeaD//dsdC//macA//pyrE//leuC//sufA//dhaK//eno//sseA//aroK//thiH//prlF//coaA//yjiY//galU//yafC//gldA//aroK//
GO_0006520_4	fetB//cysD//sgrT//nuoG//torD//phnO//yagF//phoE//deaD//rbsB//fixA//tusE//secA//gpmA//topAI//nirB//ybaE//murC//rbsD//miaB//ttdR//proB//mak//potF//menH//glpG//arsR//nanT//waaY//iscS//waaB//fadJ//rnt//pitA//yadM//rnhB//tilS//polB//phr//yqgF//prkB//proA//gatZ//tamA//lit//adhE//intF//ugpB//tcyP//nirC//yafN//ubiJ//pyrC//csiR//helD//ansB//yggP//mutH//tsaB//yicJ//tdcB//fbaA//ddlB//murQ//feaB//mdtC//dgcM//malQ//gph//yggD//pepT//xylR//ygeA//lldR//melR//menE//solA//rutA//acpS//agaI//rpsB//ybaM//ugpC//aaeB//hdeD//ssuB//nupC//purC//yjiX//tolB//nupC//bglX//cmtA//dnaN//tatD//rpsN//cedA//yehY//wzzE//cnu//rppH//yfeR//gspJ//allC//murR//malS//torR//ileS//bssR//tolB//ybjI//avtA//trpD//tisB//cpxR//grpE//ycjY//dmsC//pyrE//mscL//era//pth//umpG//ileS//fcl//ybfA//tpiA//ynbD//yfbU//ycgV//mukB//ygfA//mfd//ftsK//hcaD//glnP//fruB//ppsR//phnH//gspE//dinJ//ybcM//rpoH//maeA//gcl//clcB//nfo//rcnB//yebC//uhpT//mnmE//yabI//yafC//bipA//ccmA//acrF//truB//aldB//cmoM//yehA//higA//alaS//fliT//yfcP//pstC//surE//mak//ampD//mlaC//cmoA//envR//yhfS//nrdH//nadK//glxK//ypdA//ptsH//pcnB//avtA//frsA//mrdA//hybO//corA//rnd//caiT//ndh//ttdT//mdtJ//insH-6//nanK//miaA//fimE//ompF//ldcC//ydjJ//speE//recN//pbpC//yhcD//ydeT//ibsE//abgB//
GO_0006521_6	yidC//cas3//metL//
GO_0006522_7	hyfC//frdC//bioA//ydcT//glvB//radD//yeeL//
GO_0006523_8	cyoB//ychF//mcrA//hpt//
GO_0006524_8	kdpF//intS//gltI//
GO_0006525_7	yjiX//hemE//ygaZ//hexR//casE//gltD//pepA//rlmA//sfmH//accB//lolD//fabR//amiD//adeP//degQ//ycaO//treB//glcA//pyrE//yfcP//yfdK//
GO_0006526_8	asnB//adiA//gloC//mntR//entF//cyaA//yiaA//rpiR//kdsD//rcsB//murB//proQ//yidK//
GO_0006527_8	glnE//gudP//lptG//rstB//mfd//pepB//cadC//fimD//ybfE//
GO_0006528_6	ycgB//mcrA//exbB//frwD//
GO_0006529_7	rimO//def//
GO_0006530_7	frvR//recG//
GO_0006531_7	pckA//rpoE//mlaB//yebG//mliC//lptD//yjjI//galF//
