#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	flgA//thrL//yedP//fryA//
GO_0006139_4	phoR//mtfA//glk//yiaO//ackA//ydcP//ybiO//hokB//iaaA//glvB//rsmB//nanK//cycA//ssuA//hchA//metL//gntT//mdoG//uxuA//gapA//narL//yagG//glpG//yjjG//amiA//ydiZ//csgG//rpsK//nanE//rhtB//artQ//yhbO//yghB//glpD//yojI//hcaB//torI//rplS//cdsA//tisB//hyi//fixB//ibsE//hldE//phoA//yagJ//ptsI//yejE//gapC//idnO//wecA//dcuB//entB//xanQ//eco//yghB//cpxP//yhcH//mdfA//potE//rcsB//nlpI//feaR//rstB//yqeG//glvB//tap//fecA//ydeM//crl//ugpA//yegT//deoC//gyrA//rpsN//eutA//secM//torA//ybhG//metQ//rplJ//yiiE//metB//yfeX//casE//gutM//amiD//ribE//tatA//phoE//cpxA//sgbH//ymgF//flgB//murC//rcsA//galU//ccmD//fliL//rlmH//diaA//glsA1//ribD//decR//ribD//nrfE//cspI//ccmF//mdaB//metQ//appB//msrP//hokB//galP//ulaD//gltS//fbp//hslV//ybhI//allB//shiA//hybF//dnaJ//cheB//gspJ//glsB//yigB//melA//hipB//nupG//nadA//yadM//hipB//mutS//putA//bdcR//cusB//brnQ//rzpR//mntH//rpsK//lsrD//eamA//rfaG//ydiB//fimZ//fkpA//gloB//cadB//yibF//potI//rsfS//higB//rsmJ//yraJ//ynfL//ascF//yjiX//ubiG//hemC//argA//yqeF//cstA//mdtF//ynaI//rpsK//ydiB//dnaN//fepB//yajL//yrdA//yfcV//hisP//betA//fimC//rep//thiC//setB//rutR//ybjC//yghW//cfa//recO//kbaZ//yhaC//fadE//holB//pgsA//rplA//dnaN//guaC//ygjH//oppD//yiaA//cysG//serA//yajD//ivy//rpoA//topB//zapD//clsB//pepB//acpT//ugd//acrA//torS//rhmR//cspI//suhB//ybhA//cas2//hdeD//yaiW//argB//glgS//pinQ//raiA//nikR//ydeI//kdpF//mrdA//dgcJ//ycfJ//gadA//torZ//ogt//nupC//glnD//rhaT//dhaK//fixB//bioF//ansB//uup//flgF//yhdX//qseB//blc//wzc//ygeA//npr//ariR//tatC//cmtA//yidQ//gspF//adeP//ftsA//oppD//aceA//emrD//yieF//ptsI//fimC//eamB//rfaE//sstT//sgbE//ydfK//rseP//rbfA//hemG//bsmA//phr//ais//tilS//ycgR//yehY//sfmF//mntS//torD//frsA//gsiD//nsrR//ilvL//pth//syd//cheR//fimE//hscA//yhbY//gltI//cmk//insA-1//mdtM//bluF//tolC//cbtA//rsmA//hokE//qseC//ndk//yfiE//eutB//fepB//dsbA//topB//yqaE//nth//dauA//glnD//rpmH//dicB//yfaV//mlaE//cvpA//yceO//ynfE//appA//ispU//pdxH//acpS//fabR//yrdA//chpB//rhtC//ilvL//iaaA//bepA//flgH//cydB//glmU//ybbW//nrdE//rcsC//ruvC//glnB//rlmN//chbC//ydiR//yafS//ycjR//eptB//rpoH//hsrA//dusC//ulaA//alsE//ascB//corA//ilvC//yedL//map//sutR//fruK//hycA//rlmE//entB//argF//ygfZ//malK//uvrA//ppiA//pstA//cadB//rcnR//efp//nikC//hisB//cpsG//adk//yahI//sufS//modA//tsf//ccmG//yehU//fadJ//ybiJ//sulA//lptA//narY//rlmF//mdtA//mdtJ//lpxH//bamA//recE//sxy//fkpA//purN//cdgI//prfA//dpiB//cof//rbsR//moaC//crcB//btuE//hemD//adhP//cadB//ubiF//gltD//lpxP//napC//fdoI//uxaB//rffT//ybjL//rseC//yagE//appA//hofC//trpB//ygeA//recG//azoR//yneL//paoC//agaI//thrL//infB//setB//prfC//pldB//eutN//pgrR//solA//rluB//yqeA//cobU//cynX//bglB//elfD//dicB//yiaA//potF//mntH//chbR//ldrA//motA//gmhB//lldP//blr//yccA//queF//ybiH//paaF//gapC//glpF//cmoB//ilvD//ydaN//ssuC//ybhS//cydD//bamC//recE//ompL//gph//yjiX//nrdH//sgbH//dcuS//gnd//fetB//seqA//cysB//glsA1//pdxJ//wzyE//ispG//yhaC//cbrC//rpmJ//folC//nlpA//modA//accD//yneL//rlmH//avtA//sbcD//mlaD//lgoR//ulaG//tpiA//yqcC//ynfH//ibsA//ygeR//lacI//mrdA//cueR//glpK//mraY//paaK//queE//argT//ulaG//ung//nemA//acnB//yqiH//abpA//nanT//diaA//paaA//aroE//eno//serA//truA//lacZ//ssuE//yihX//csgE//ugpA//fabD//kduD//ybgQ//argB//tehB//hflK//murF//ampD//ilvL//tehB//sapC//rnlA//nrfA//hybO//lamB//mtgA//mhpC//rhaR//lldP//yeeO//prs//elaB//holE//ycfS//waaG//ydfG//xylF//umpG//pbpC//ybdN//prpD//oppA//ybjC//garP//ccmH//rlmF//manY//trpS//sseA//speG//icd//aceK//lptC//lsrB//adeQ//pstB//frwD//malP//ftsL//gltX//ygfZ//yefM//ldhA//ymdB//codA//waaP//kdsC//opgC//mepA//fliS//cadA//mntP//psuT//ghoS//yneE//lptG//sucC//galK//rrrQ//yiaB//tap//gluQ//argS//tcyJ//xseA//ycjU//focA//rfaF//gltK//mepH//purD//ydhC//sgcC//frmB//pykA//nrfG//fliL//glcE//gsiD//rhsD//scpC//cheZ//ycbU//sbmC//waaC//ychO//carA//tap//holD//dcp//yddA//abgT//yqcG//modB//
GO_0006140_6	xseA//priC//
GO_0006144_6	hdhA//psuT//yegD//phoA//rusA//murG//yeeO//torI//agaA//glgP//
GO_0006145_7	ada//higB//mzrA//agaD//
GO_0006146_8	nagD//yggD//
GO_0006148_9	csgB//
GO_0006149_9	secG//
GO_0006150_9	eutB//
GO_0006152_7	lpxC//nupG//rapZ//mcbR//dmsC//ynbC//
GO_0006154_6	hprS//
GO_0006161_9	rplW//
GO_0006163_6	bioD//mreC//yjbH//trkG//chaA//rdgC//ndk//frlR//nrdI//rrrQ//hemG//deaD//ygfX//exbB//coaA//pinQ//ydeI//yhhY//malZ//hisS//bssR//umpG//yihX//glpX//rhlE//cynX//insB-4//srmB//bioA//rplO//yphF//fepG//potB//pliG//yadK//lacI//ycgV//yhdX//ilvC//yehD//avtA//sfmD//ycaO//dicA//frwB//agaR//thrS//gadE//ybgQ//yraI//gmhB//hemD//aphA//zapD//
GO_0006164_7	trxA//yehC//ptsN//ygjR//ycfS//yjjU//mscM//hokE//treB//yigB//prfA//yaaY//rppH//yhbX//arsB//aaeA//leuB//mrr//pdxB//bioD2//cobB//agaW//waaG//yadV//ykgA//ubiA//tolR//talB//parE//ugpE//nadK//fimZ//atoB//uhpB//pstC//ycjW//yjhG//ygdG//ubiI//eutN//
GO_0006165_7	helD//sdaB//npr//sufB//rfaD//hyaB//atpF//zapE//metB//glpD//fixA//paaX//yfeR//rutD//yfdO//mgsA//metR//puuR//ydcO//
GO_0006166_6	uvrA//rusA//
GO_0006167_6	erpA//
GO_0006168_7	hypE//nikR//
GO_0006171_9	pagP//
GO_0006172_9	yjhG//
GO_0006177_9	fryA//uof//torZ//
GO_0006178_7	purT//
GO_0006183_9	yrbG//
GO_0006188_9	yjcE//uvrB//yhaJ//arnE//
GO_0006189_10	rfaE//idnT//
GO_0006195_7	asnA//btuD//
GO_0006203_8	nth//yfbU//
GO_0006206_6	hyaB//sucA//ypdF//ybgI//dapF//ybiY//gpr//aaeA//pinR//citE//fabG//rfe//tolQ//uraA//artI//rpsP//mdtO//rplN//acrD//ldrB//dsbC//lgoT//lepB//yieF//yidZ//lolC//
GO_0006207_8	insB-4//ydjK//ypdA//adeP//araB//
GO_0006208_7	rhaB//gpmM//yeeJ//xthA//aroG//rseC//leuB//trg//mtnN//lexA//sgcR//nrdA//nanT//
GO_0006209_6	mcrB//
GO_0006210_8	iscU//
GO_0006212_6	ycbX//nusA//gmd//nsrR//aroB//yraR//aroL//lldP//degQ//rplX//satP//
GO_0006213_6	speA//puuP//rhaB//ompG//acrD//glsA2//zraS//ynhF//ymfK//uxuB//galU//bolA//fepA//ycbX//rluA//gspJ//
GO_0006216_9	ygdG//
GO_0006217_9	hycH//
GO_0006218_9	bdm//
GO_0006220_6	tamB//yjfP//pepB//uxuA//zinT//nuoE//ydjE//ubiG//rpoH//fieF//acrE//ugpE//yfdS//ldrB//folD//brnQ//tauD//evgS//frvR//rpsH//
GO_0006221_7	rpsS//galU//kdgR//mdtA//purN//rfbX//fucP//rhtC//gpmA//waaQ//glnK//mdoG//tcyN//
GO_0006222_9	eptB//
GO_0006225_9	tusD//
GO_0006226_9	trkG//rstB//
GO_0006227_9	argP//
GO_0006231_9	ffh//
GO_0006233_9	rbfA//
GO_0006235_9	ygjK//
GO_0006241_9	torY//
GO_0006244_7	gudX//kdsD//dmsA//ddlB//trxA//tdcC//flhC//
GO_0006259_5	mreD//rimO//decR//tusA//insI3//ulaA//rplS//phnM//glsA1//mdtL//bssR//rutD//ypjD//hipA//fucO//thrL//recB//purN//flgF//pgrR//ispH//clpX//ridA//sodC//mug//fabH//exuT//gph//nimR//ribB//mscS//phnN//abgT//frvR//nanE//hpf//xylA//trpS//hupA//dnaN//rpnB//cyaA//gudP//ralR//rtcB//nuoM//ydjE//xapR//phnM//rbbA//sbmA//uhpT//dusB//cbeA//fdhF//sxy//wcaC//ugpE//dgcZ//srlR//nfi//phoE//yidH//ybhI//entH//hyaB//fetA//gnsB//hicB//pgpC//ribA//trxC//gadE//mntS//pgaD//dicB//citC//uvrD//glmM//yfcF//proQ//rhtA//rpsO//hisA//pth//yrdA//sdhB//glnE//yheT//pitB//fklB//lpxC//ygfA//allC//ligA//prkB//kefB//napF//malZ//fdnG//fur//dhaR//luxS//fruB//rpnB//setA//yidL//pyrG//livM//trpE//gltB//ytfQ//folD//gltS//srlD//tnaB//recB//yddG//yihS//ydeE//pinQ//dld//gyrA//ptsP//yfdC//ptsI//hexR//ftsK//gldA//cdd//uhpC//narU//mrdA//yqiG//polB//iscX//sodA//ssuA//soxS//casE//truA//nhaR//queE//pyrF//rbsD//aroP//iscU//yfiE//
GO_0006260_6	sapD//flgA//gnsB//ftsL//msrC//dsdA//puuA//nfi//rclB//rpsR//sucB//yedA//rnb//citE//nei//waaY//cysD//yifB//ampG//rffG//argC//
GO_0006261_7	tcyP//yehX//polA//aer//tmcA//fdrA//btuE//yecS//yejF//viaA//lacI//hypD//
GO_0006265_6	recE//ribC//kdgR//glsA//yeiL//
GO_0006266_6	cadC//leuE//arsR//
GO_0006267_5	prfB//
GO_0006268_9	sgcC//insF-1//yahO//
GO_0006269_6	ybaQ//
GO_0006270_6	ompW//frmR//allS//perR//yodD//frvA//
GO_0006271_7	phoB//gutQ//insB-2//
GO_0006274_6	paaE//
GO_0006275_7	nhaR//betA//satP//fecC//gcvR//comR//rbsB//ibsD//uidC//
GO_0006276_3	exuT//torS//nirB//tauB//sspA//yfeR//ldtA//yibA//
GO_0006281_6	ybgI//tusE//mgtL//yhfK//recR//dnaB//cobC//hemH//ybcC//recE//ycjW//cmoM//mdtE//rlmA//yjiR//ompC//aaeR//intZ//patD//wzzB//ais//frwD//fimC//iap//ykgO//ycgB//bdcR//ghoS//waaA//gloC//lptB//citX//ftsK//aaeR//mntP//cpxP//rpsP//cusA//ybaK//rpoH//yehY//prpD//ykgF//sgcR//yheT//yjjU//nuoL//fliK//aqpZ//rbsB//gatD//frvR//gltL//dgcF//nrdA//
GO_0006283_8	mgtL//
GO_0006284_7	gutM//yfbU//yibF//waaC//casA//lepA//
GO_0006285_6	arfB//cyaA//ychF//aceF//rsmD//
GO_0006288_8	uspB//parE//
GO_0006289_7	chbG//glgX//
GO_0006298_7	tehA//deoR//mobA//tsaB//rmf//tusA//ccmH//galS//focB//ycdY//
GO_0006301_7	umuC//yoeE//argR//dnaE//
GO_0006302_7	bcp//rlmG//greB//ybdO//rlmA//adhE//phoU//tsr//nfo//
GO_0006304_6	ttdR//gloC//ddlB//bioA//rrrD//oppB//dcuS//yajD//nlpI//
GO_0006305_7	sgbE//satP//yfbS//proW//
GO_0006306_5	nrdR//malG//phnL//nmpC//
GO_0006307_8	mepS//ycaO//fabH//uidC//ybaM//
GO_0006308_6	kduI//glrK//fepB//fadK//cspA//gatC//narX//galU//hycH//aroF//fimB//ssuD//
GO_0006310_6	hupB//apaH//hyaA//mtgA//kgtP//mdtO//tdcA//mzrA//ebgA//elyC//ydeP//gspF//ykfI//araH//actP//dnaB//flhA//dusB//bepA//ycjD//hycA//msrA//glyA//mntR//msbA//holB//trxA//ftsZ//gspI//pagP//sulA//dkgB//rrrQ//rplQ//ybcC//rnb//nimT//ispU//astB//dapB//sgrT//adiY//dacC//
GO_0006313_4	yigL//yhdW//frwB//gltD//yraI//yjbF//nadK//
GO_0006323_7	ydiB//
GO_0006325_4	abgA//
GO_0006351_6	yeeJ//pspG//sapC//aspC//yhjC//hycI//oxyR//znuB//phnK//dsbB//potE//caiB//cysH//lpxC//cmk//pdhR//ubiA//ygaV//pgpA//yjiQ//sppA//manZ//flhE//nikC//brnQ//ssuC//dcm//rhaM//ppiC//yiiE//ppsR//secM//wzyE//cptB//ygjK//mdaB//phnG//bioC//rpmA//pphA//fadL//rhmD//pyrE//ascB//nrfB//uhpT//rarA//murR//dnaA//bioH//mdaB//ispH//yehW//rlmF//queC//gntR//dnaC//glgS//lipA//rimJ//ypdA//hemD//frvR//setB//murF//poxB//map//btuR//crcB//gatZ//aroB//argA//nikE//adhE//lepA//iraP//mcrA//osmF//puuE//crl//ibaG//galE//insI1//mutT//uxaA//insI-2//recE//degP//rhaR//yadK//yebQ//tolR//cobB//galT//uidA//nsrR//mcbA//yicJ//sgcX//recD//hyaB//intA//btuF//polB//cytR//lpoA//rpiB//ykgO//bioP//prkB//fepA//ruvC//secM//pncB//ftsP//xylH//treR//ycjR//yihT//
GO_0006352_7	yedA//fic//tdcB//cysS//
GO_0006353_7	yjiY//deoD//
GO_0006354_7	asmA//dkgA//deoC//
GO_0006355_7	hybB//pphA//rplI//slyA//yadC//glnA//efp//trpA//mepA//panB//nrfE//eutR//cdsA//rfaD//nemR//cas2//sgbH//gyrB//ubiA//nanT//cptB//atoC//yojI//yqiH//intS//lpxC//yajO//clpS//sapD//rihA//tilS//prfA//gudD//leuD//arnD//ybjG//recR//araE//pbpG//ygaV//mepH//panE//solA//rpsG//wzyE//ade//allC//osmC//gntP//chbA//chiP//fetA//dmsB//cusB//cheB//hslO//rfaF//tynA//mrr//cysU//yiaJ//hfq//nagC//yfaU//trg//norR//ribD//yccS//ulaA//allC//rusA//rmuC//efeO//patA//rpoS//thiQ//adeD//gudX//abgB//potI//dgoT//uspF//rrrQ//hsdM//ibsB//leuD//yoeB//yebG//rfaQ//paaA//pepN//iclR//rzpR//fucK//yjbH//aslB//mepH//ftsZ//yiaO//dsbG//hyaB//mreD//idnT//glpA//nanS//mrr//mlaD//tag//pnuC//bglX//yobA//ada//yidK//kch//malK//aroA//xisR//rlmG//envZ//iscX//araE//rnlB//rlmI//ycgV//fimF//ybaK//gadW//mreC//sgcB//norW//fliT//elfC//yneL//artI//rayT//yfdG//ydcR//pal//livF//insE-1//kdpB//dsbA//serC//hybA//yobA//ydhC//upp//aroH//rbsC//ilvH//rlmJ//gshA//serA//oxc//ynhF//bamA//rhtB//ulaA//sfmA//pdeR//acnB//insB-4//sgcC//ybjX//lpxK//nrfA//btuC//rutG//yadI//csrA//rfaB//dnaX//yfgO//miaA//rzpR//yejF//yihW//nsrR//rng//glnA//truA//plsC//ydfH//ilvL//kefG//emrY//efeO//serA//cptB//osmF//yqjA//priB//citX//sgcX//erpA//murC//comR//nupX//hypA//yeaE//rodZ//evgS//cbtA//dinQ//ygbL//yiiE//ydfH//emrY//essD//bglJ//sfsA//moeA//yedP//dppF//melR//ulaD//murE//mmuM//wecC//cydC//hofP//iscU//pgrR//fepE//yghB//ymgF//cysW//cpxA//sutR//nemR//ydfK//ymfK//wrbA//uspB//cysC//ivy//yciA//metL//proA//gyrA//yehW//mnaT//ppsA//hslO//nadK//brnQ//ymgA//ribE//ybhR//galF//yhgF//acpP//znuC//fimD//pitA//metQ//pyrG//kbp//iscR//xseA//rluE//
GO_0006357_8	tufA//
GO_0006364_9	fdhE//yfaU//narJ//tsr//fdx//hupA//nagE//lsrD//gpsA//ftp//dusB//rpiB//yihT//yjbH//insI-1//pspA//fepG//rluA//yijO//astC//chpS//ycbB//adk//prc//rfbB//rayT//hemA//sohB//pfkA//acrF//yebK//yhjX//speG//frlB//potD//cpdB//ydfD//sanA//lolD//kduI//yfjR//rhmR//rcsA//
GO_0006378_8	cysD//ymgC//
GO_0006379_8	paaF//
GO_0006382_8	hdfR//
GO_0006396_7	argF//ydaV//yidZ//yehB//yceK//ybaQ//hxpA//ycjU//ibsC//csgG//asnA//fryA//ibsC//yjiY//yagG//yadK//ansB//xisR//rcsF//araF//insI-1//sgcX//pnuC//katE//mdtK//citE//nhaB//ppsR//nirB//mtn//wecB//ydgA//asnB//ldtE//acrZ//slyA//glnS//argA//fryC//znuB//ftsA//katE//caiE//rplQ//mpaA//cedA//lipA//yidK//selA//frdC//rnlA//malG//sgrR//sgbU//otsA//yrfG//uxuA//sodA//mtlD//glxR//xylB//eutD//codB//chiP//clpP//yihT//selB//rplF//gspE//rraA//arnF//rutF//acrR//rpsE//ygiS//ygiS//cheR//yhbO//pgi//fumA//rpsL//norR//lhr//metB//nadD//sgcE//yohD//mlaD//yjiR//yheT//cspI//rluE//yeeY//ltaE//leuS//cheW//aroC//hypD//pabB//cmoA//obgE//glsA2//
GO_0006397_8	rnpA//clpB//uhpC//
GO_0006399_8	aroD//gstB//nikR//rfbD//ibaG//gudX//frsA//fryB//yneJ//rhaA//mdfA//ldtA//proC//dgoD//mtlD//yqaA//mscM//acrA//cysS//lsrG//lysO//waaP//yehB//ompL//pstS//gabD//yehX//yejA//uxaB//ydbK//hscC//xylR//qseB//tatD//livF//agaR//iap//gpr//insE-1//dhaK//mcrB//mdtC//citG//accC//cysK//tnaC//bsmA//tilS//hupB//dcuS//dauA//yeaE//paaJ//ygaZ//yahF//hscA//amtB//cspI//hiuH//yidZ//bamD//nirC//elyC//npr//menA//thiD//gshA//mdtB//acpS//ruvA//thyA//bamC//trpE//ybjX//ybhA//mscS//tolC//ydiQ//agaI//cmoA//trmL//trkH//
GO_0006400_7	ilvH//yfiF//yraH//tusB//tqsA//yihI//iscX//yeeL//ydaC//metE//recR//trpS//dinQ//nikD//gstA//ung//ampG//yadI//galK//hybC//dmlR//bipA//uvrC//folM//glpD//hisS//ccmA//gatA//oxyR//chaC//cca//ddpA//rffG//sufA//folX//cspG//ycbV//dpiA//yjjU//yaiP//dps//pagP//ynbD//selU//ompA//rbsC//nupX//ypdF//entS//
GO_0006401_6	pppA//arsR//ftnA//artM//fes//hemG//ugd//thrC//moaD//nrdH//ydiF//nudB//cbrC//uhpA//rhlB//yfhH//rpmF//cheR//yfiE//nac//rclA//ydiV//
GO_0006402_7	rlmM//lpxL//suhB//plsX//etk//yaaJ//yhdZ//wcaC//ytfT//gatZ//yjhP//
GO_0006412_6	frsA//ubiG//yneE//fixB//kdsC//hinT//rplM//argB//nirD//mepH//exbD//flhD//yihX//mscL//metF//yijE//prfA//infB//rssB//yegD//hyfA//yqiH//fadB//rbn//lolD//rclC//nikE//cas3//groS//norR//tauC//purA//panC//crr//rplO//xthA//cydA//serC//glpK//ung//rng//araE//cmtA//accB//seqA//yehC//pyrH//tolA//waaG//entD//brnQ//
GO_0006413_4	gabT//putP//hslJ//
GO_0006414_6	dtpB//lapA//pnuC//nupG//rsmG//sufE//hcp//bioF//poxB//
GO_0006415_7	cysE//yehT//yehT//gabD//lpxK//ygfZ//nfi//
GO_0006417_7	epd//infC//xthA//udp//rffH//yaiW//phnO//torA//rnb//menB//mepH//nepI//cedA//seqA//arsR//dgcT//agaD//thrS//yqhC//thrC//eptB//ydhK//rcsF//artM//xthA//zapA//ftnB//lon//potB//agaI//ypdI//malS//pckA//gyrB//cpxP//xylG//ymfA//dppC//sodB//
GO_0006418_7	cfa//frlB//recF//ygiV//fimC//gcvR//ileS//thiE//ygbN//adiY//pspA//entS//fliD//ydfK//ybhP//der//nagK//paaA//alsC//atpD//fryA//sgcR//fadD//adeQ//ssuC//
GO_0006419_8	ghxQ//
GO_0006420_8	priA//
GO_0006421_8	yfcS//
GO_0006422_8	gudD//
GO_0006423_8	cysE//
GO_0006424_8	msrC//dmlR//
GO_0006425_8	yedA//
GO_0006427_8	yehW//
GO_0006428_8	arcB//
GO_0006429_8	waaG//
GO_0006430_8	rdgB//puuA//
GO_0006431_8	tpiA//
GO_0006432_8	serC//ppsR//
GO_0006433_8	coaD//
GO_0006434_8	yggN//
GO_0006435_8	yeiG//
GO_0006436_8	yieF//
GO_0006437_8	dnaA//
GO_0006438_8	lsrK//
GO_0006446_8	paaK//ycfS//fdx//phnH//lpp//setA//wzc//
GO_0006448_8	yhjD//hypA//setA//entC//yidQ//
GO_0006450_4	ftsL//hflK//prfC//yebQ//yecS//ghoS//ynfE//yggT//alkA//msrP//
GO_0006451_7	ydaV//
GO_0006457_3	gltP//deoD//purB//acpP//ycjD//pbpC//lpxC//chpS//zitB//ileS//yidK//sixA//wzyE//ssuE//mtn//groL//holA//yoeB//rplN//cytR//rlmA//ygaV//yajR//eamA//yhjX//gpr//ybdR//nac//wzzB//sapA//crp//yjjW//rplS//frlA//xisR//fkpB//adiC//gudP//groS//tauC//
GO_0006458_4	flgI//ykfI//cmoM//yjgX//xthA//mdtQ//soxR//osmC//
GO_0006464_6	phnM//sodB//frlR//gntK//ulaF//slyA//tatA//frwC//ratA//ftsZ//seqA//osmE//coaE//msrB//lpxM//ydfH//uhpC//rfe//fimH//higA//mrdA//ftsQ//ldrB//hofN//arfB//ygbM//pgpB//erfK//rfaD//tbpA//ydeM//ytfP//yqgB//hemA//minC//opgG//infC//rffH//prpC//alaE//glnH//menH//yqeF//ftsH//ypdB//srlE//wecC//msbA//rmuC//ynbB//menF//secD//ihfA//ampG//ymfK//hinT//dnaC//elfC//endA//sufD//ygeV//dgkA//pgsA//ydiR//rhaB//pepD//osmY//rsmB//cra//dcuD//yidE//ydjH//glcE//fdrA//wcaB//rfe//lpoA//alkB//chbG//uxaC//yfeD//yafC//lamB//zwf//sfmC//glrR//yejA//exoX//slt//ybcJ//proV//raiA//fadA//pabC//purT//metR//fadJ//ubiE//cynT//paaE//yafE//acpT//malI//ggt//alsB//citE//scpB//nanA//araH//sdaC//rna//yfbR//yeeO//yhcF//paaE//cobU//ydaC//yjhP//aceK//gadE//ydiF//sdaC//ychH//minC//rsuA//gsiD//amiD//yfcS//metH//pntB//chbG//fdnH//tdcC//sfmH//waaU//ybbW//abpA//yiaL//yidZ//yqhC//carB//cmk//
GO_0006465_6	gapA//lpcA//napA//
GO_0006468_7	dnaX//hyfF//mazF//rpoH//lptE//cusB//acs//dut//deaD//yeeL//atpC//nuoH//cmoM//dxs//baeS//glcD//yhgF//yqeG//panB//brnQ//radA//insE-1//cbpM//yhjX//leuC//ompL//aidB//rclA//ilvH//yiaA//mdtJ//rclB//yaaY//plsC//moaE//ykgA//malP//rlmH//nikR//abpB//pyrB//dcuC//pdeL//epmB//nuoM//caiT//rne//rspB//bdcR//folM//pgrR//ydbK//leuD//
GO_0006470_7	mscK//slmA//nhaB//nrfA//tauA//yodD//smrA//yphD//prfB//gshB//hemE//dsdX//lamB//sbcD//gudP//udp//
GO_0006473_8	lacY//yidL//yghO//fimI//asnB//shoB//flgA//serS//mepM//cas2//iraP//fdnH//
GO_0006474_6	fbaA//sfmF//prs//znuA//yfcA//
GO_0006475_9	rnr//adhP//
GO_0006476_8	ugpB//rhaR//trkH//
GO_0006479_5	fepG//tsaB//ogt//argA//gltS//zur//lldP//pflC//
GO_0006480_6	dkgB//
GO_0006486_5	hldE//
GO_0006490_5	rmuC//
GO_0006497_7	mdoD//
GO_0006508_5	ilvC//murI//ydjM//glsB//chpB//yfaL//dsbG//cysG//dppA//waaJ//bioC//proB//rplT//tcdA//lgoD//rspB//tolQ//csrA//mscK//argK//sapA//phnJ//rplB//ynaE//sucB//yhjB//pheS//rbsC//parE//rpoS//pabA//kduI//sstT//fabG//yfdK//hsrA//aroA//yfcQ//glnS//proC//ycbB//yoeE//deoD//gabP//ahpC//yidE//yphC//ybiS//hexR//exbB//hisB//yehB//ilvE//miaA//recQ//
GO_0006515_7	appB//sodC//hflX//pntB//
GO_0006517_6	galP//purB//leuE//nikD//
GO_0006518_5	yqiJ//rbn//betB//smpB//mdtQ//aroF//qorA//yaaJ//ampH//livG//ycbB//aaeA//ldtE//pdxY//galS//dgoT//phoU//recD//bamA//viaA//ynfE//yfiF//fbaA//yefM//nuoL//menH//metG//betA//trmA//yfbV//yjhP//spoT//mreC//phnI//ygbL//edd//ulaE//phnO//gudP//kdpC//yaiW//yghG//mtnN//ymjB//ppk//xisE//nikA//rpmA//opgG//yifB//cadB//zinT//yohD//hdeB//ftnB//gshB//entA//tolQ//flgC//opgH//otsA//cspC//fabG//ybeY//holE//ybdR//npr//yggE//mrr//yqeG//ydcM//dnaX//cbl//entD//pepT//fau//nagA//
GO_0006520_4	yagF//ompA//ybjX//csgE//wzyE//dgt//dmsC//proC//yfeR//bioA//rimI//lyxK//tsaC//cynT//folX//eutA//kch//murQ//tmk//psd//lptG//panB//dgoA//atoB//lasT//dcp//arcA//melB//sohB//yjjG//glpR//bioD//acrF//frvB//thiL//rof//frlB//gapC//ybjC//potB//cptB//yfgJ//phnL//nikR//mcrB//adhE//fimB//fliD//yhgH//dnaX//ydhQ//yiaT//murB//xylG//sdhB//narI//cmtA//rsmF//yghW//sfsA//metQ//lpoA//rlmH//yibA//tabA//rapZ//yafQ//ydiZ//cysA//dkgA//afuB//wcaJ//parE//moaE//queD//hdeD//rplI//tisB//gdhA//yjiA//proC//psuG//fimG//fre//rfaF//fucI//yfbS//rnt//codA//bglF//grcA//waaH//sdhD//rnlA//bioD1//cirA//gmk//dcm//rimK//srlB//paaA//lhr//coaE//dtpC//cbeA//dnaK//thiD//arsR//hda//glcD//pheT//mutH//insH-5//gutQ//guaD//yigL//ydaC//araA//yggN//yqiJ//betT//ftsK//asnC//mdaB//dacC//gntU//sfmH//mscM//hyi//ubiD//rplD//oppA//prpD//uvrC//mhpT//puuC//ydcS//ymjB//rhlB//uxuR//gspI//alkA//ubiD//deaD//glvB//rnhB//yjiX//alaS//ibpA//hflD//nanK//rpsJ//yciG//glyS//yfcR//tsx//araE//malI//araF//rpe//tusA//wecE//yebG//yfaL//yedF//dtpB//rapZ//opgE//rmf//yehY//speB//ugpE//iscA//dsdA//atpA//apaH//dhaR//yfcG//paaJ//gadE//elbB//dinB//hcaD//ydgA//rplC//rsmC//pinE//hsdR//cysK//phnL//trmL//ypdC//gutM//yjhP//nirD//xylG//yhjV//metB//moaE//hybE//ttcA//moaB//
GO_0006521_6	yhgF//hybF//fkpA//
GO_0006522_7	mdtF//fic//ptsN//yjbH//yahB//cho//rpsS//
GO_0006523_8	ftsB//iaaA//ccmG//yeiG//
GO_0006524_8	mltA//livJ//alaA//
GO_0006525_7	bamD//sgbU//ftsB//uxaC//ybhS//appY//ycgV//yraI//birA//flgM//argR//ghxQ//frdC//mdtK//cysE//ybjC//msrA//afuB//uof//cbtA//livK//
GO_0006526_8	uvrY//ettA//malE//gmk//mscM//nrfE//uup//epmC//ubiE//napF//leuB//qseB//entH//
GO_0006527_8	dppB//ptsI//ygiB//nudC//narW//yihW//glgC//pgi//ybiI//
GO_0006528_6	eptB//yajD//plsB//mdtB//
GO_0006529_7	hemF//dcuD//
GO_0006530_7	yhgH//mltD//
