#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	osmF//mdaB//rfaE//slt//
GO_0006139_4	gapA//hyaC//waaS//rimL//agaW//nei//yedL//yafS//waaG//prlC//cycA//osmE//ydfK//yphD//aroF//yehP//speC//rplS//sfsA//hscC//pepD//nrdI//trkA//essD//nadK//paaJ//murA//ddpA//lpxD//cspE//ydfH//nudC//mltF//abpB//xylF//nemR//arcA//yggW//cyaA//relA//glcC//yjbE//elaA//moaE//rclB//kefG//frwD//sxy//nudC//lhr//maa//yqgB//lipA//flgA//cysC//yqhD//grpE//hisB//manZ//alsA//rnr//tsgA//hisD//aidB//cecR//ypdI//acrE//dacD//holE//ibpB//atpH//metC//murQ//blc//trmD//fruK//yddG//panE//kdgT//dsdA//yraJ//melB//pflA//yneJ//yhbS//insF-1//tamA//mnaT//pdxY//hdeB//uof//glxR//fliA//trkA//phnG//pyrD//yneJ//yciG//mdtO//rimK//yacG//adiC//dppB//cho//setB//rpsD//sdaC//clpA//tdcA//oxc//ydjE//fepA//yfcP//fabZ//yggT//pgpA//yeiL//fliS//rnc//actP//yidD//hycI//mioC//ybaO//cpoB//otsA//ttdR//gpt//ispF//hcaR//dmlA//nudF//ykfI//lptG//ilvI//ycgR//puuB//dsbG//agaV//dhaL//leuS//dppF//sbcC//gadX//tmk//rutC//tyrA//gntT//carB//mntR//sfmD//yjhB//argP//hyfA//ydeP//rmuC//tdcA//dsbD//livF//dadA//yibT//epd//pgpC//leuC//mltD//ibsD//hypF//yneE//cpxP//puuE//nfo//yfcP//ltaE//yqjH//preA//asnB//rlmB//yehU//efeO//fliM//ykgO//rhtC//hlyE//rluB//proP//yidQ//trpC//lysR//ilvI//cyoE//rlmC//ddlA//speF//yjjQ//purT//modC//hcaD//citG//yfgO//glmM//cydA//phoU//gnsB//dnaJ//yigB//narG//phnM//dfp//torI//rseB//cysZ//narL//nei//opgH//zapC//cedA//trpE//cdd//flgK//ybbY//sdhA//prpR//wrbA//dapD//cydC//treB//gcl//leuA//dnaK//yfgJ//hyi//cecR//sgcC//rayT//bioD2//mak//proS//nuoF//yihI//osmE//leuA//adhE//uspE//rplX//putA//rraB//ptsI//ychO//groL//pdeR//rbbA//ribE//yoeB//hemG//accA//yggF//mdtP//pepB//thiH//lysR//cysQ//panB//dgoD//pfkA//efp//ldtC//cmoB//chbA//setC//ycbX//lsrG//insB-4//intZ//oppC//crcB//yejB//hprS//trpGD//purN//zinT//ulaA//mrr//minD//rssA//dgcM//lon//ybhG//insB-4//rimJ//cutA//ogrK//pmbA//creC//yihO//ilvD//narQ//pyrE//sixA//yjcS//dacA//uidC//aaeA//ydeI//argO//dgkA//ftsX//argR//yiaL//yiiE//tnaB//acnA//yhjG//ygaV//yeaV//priB//hscC//mioC//yqiH//plsB//galT//yggX//ulaB//aspC//cspD//garL//dedD//yoaA//hyfF//ecpR//cynS//ftsB//ycfJ//yebS//lysS//rhtC//yeeA//argA//lpxD//yeeO//flgI//mltD//araC//fdx//agaD//yieL//rffM//kefG//yhhT//rplA//nikE//yfaX//nirC//codB//mukB//putA//gfcE//kdsA//cysI//flhD//glsA1//cysB//nac//nimT//mepH//mnmE//fabI//nuoH//dkgA//pepB//yfcQ//fsr//cycA//dgcJ//gpsA//hrsA//phnK//parE//yidC//kdsB//ampE//wecC//leuO//fetA//gltI//dgcN//hycB//sgrR//agaV//ybiA//fucO//rihC//moaE//yoaA//mdtD//mutS//sspB//yadG//mrp//rplL//hypF//yidR//melB//rpsK//fliD//dcuD//lldP//ilvN//agaI//yjcE//ddlA//yiaU//leuO//yajQ//hisG//fixC//rutE//yaiV//potF//gltX//allD//yhcN//glnQ//ygcO//ftsZ//appC//gor//sseA//yoeE//rfbD//dgoK//mpaA//yebG//yciV//tsaC//icd//recT//etk//narG//ybcM//yhbQ//alpA//galF//lsrB//feoA//pflA//tauA//manX//kdpA//hokB//hcaF//qseC//preT//mazG//pphB//yfeO//arcB//macA//epmA//sutR//pflC//ccmE//edd//gatB//yibA//nagD//fkpB//cpdA//trpA//envZ//yeeO//rzpR//tus//gyrA//tyrB//gltP//fliM//nuoH//ghoT//citC//mhpB//yqjH//frmA//rbsB//proQ//sohB//ompN//rplY//yedX//guaB//uvrY//fabG//agaS//frr//dapA//alaA//aroD//elfG//ubiG//nuoE//tcdA//yceD//proA//rcnB//pdeK//secD//rclC//bolA//proQ//bolA//umpH//rna//ampD//pdeD//potA//afuB//erpA//purT//metL//pspC//yfaE//bcp//mlc//ettA//pspC//aaeB//waaY//entS//yjtD//iscU//ampE//osmC//ynbD//topB//pflC//yiaT//gnsB//mpaA//ibsA//ytfR//envR//flgJ//hcaC//gpp//sixA//ompT//kbaZ//aslB//topB//fabH//rbsA//ftsE//fhuD//yqjA//atpD//mdtI//ligB//agaA//ydeP//gloA//ydiZ//trkH//gloB//rplE//amiA//nrfC//aceB//fdnI//upp//ybjC//wza//torY//cirA//yhdJ//rlmA//dtd//rcsF//qorA//yfaE//acrR//rdgB//glvC//queD//lptE//deoR//phoP//yihS//cydA//paaB//livJ//hslU//narV//ydeE//ynhG//glgP//ybjX//ebgR//potD//aidB//dsbA//flgB//birA//ydiP//nlpA//mipA//yciK//sodC//ppx//ynfE//csiR//entB//patZ//ydeI//dctR//
GO_0006140_6	ubiG//hslU//
GO_0006144_6	hybB//mdtM//cra//clcA//serS//pyrB//mepS//tolB//yjaZ//nsrR//
GO_0006145_7	ybfE//tktA//yhfS//livM//
GO_0006146_8	ymgF//ypdI//
GO_0006148_9	elaA//
GO_0006149_9	mreD//
GO_0006150_9	nfo//
GO_0006152_7	gatC//recR//menF//ilvC//hipA//aroC//
GO_0006154_6	ompA//
GO_0006161_9	pinR//
GO_0006163_6	uvrC//csgA//dinI//waaS//nanC//yjiY//pgaA//argC//yaaJ//kdsC//ligA//cvpA//rutB//crp//intQ//clpB//rpsI//bepA//nrdR//yiaM//csiD//yhhY//pflC//sgrR//nrdB//lolD//recT//ybeY//abgB//yehT//yieE//oxc//sbp//intF//envC//galP//insI-2//barA//ascF//insH-5//mglC//paaC//mug//fabR//gadB//dauA//ybaM//flgB//cysM//rnlA//pflB//recQ//holE//dinD//
GO_0006164_7	yjbF//sucB//uxaC//rsmB//metB//yhiM//paaX//arfB//uxuA//ybiX//bioH//ydcO//ypdC//yphB//cydA//ymdB//astB//yfeO//waaU//ypjD//yhjR//ybaK//sapC//rbn//yhcH//agaA//ygfX//rplX//menI//nrfB//casE//ybaT//uidC//insK//fcl//plaP//serB//clpX//yhbS//ybcF//
GO_0006165_7	yebS//rnd//gntP//fnr//ybiI//actP//yobA//mprA//cmtB//cca//zur//dppB//adk//phnH//nuoH//rapZ//yjhG//crr//xisE//
GO_0006166_6	potF//yhgF//
GO_0006167_6	entE//
GO_0006168_7	garD//yfaU//
GO_0006171_9	yqeF//
GO_0006172_9	poxB//
GO_0006177_9	hprS//napD//minE//
GO_0006178_7	yidH//
GO_0006183_9	ribF//
GO_0006188_9	nrdR//ygcR//dnaQ//chbR//
GO_0006189_10	rutD//yeiE//
GO_0006195_7	kdgT//insK//
GO_0006203_8	ygiN//dinG//
GO_0006206_6	lsrA//ftsE//ogt//rlmH//sucD//nimT//gutQ//ybaT//ttdR//yhbY//nusA//ydbK//yajQ//malZ//ftnB//trxC//entC//yihQ//dgkA//minD//yibF//rimK//intF//emrD//yeiL//chbF//
GO_0006207_8	ynfK//tauC//mhpR//cusB//hcaR//
GO_0006208_7	opgB//xylH//mtlR//yfjV//sufA//yjjX//kdsC//tehA//pinQ//ihfA//cstA//artJ//elfD//
GO_0006209_6	ybiS//
GO_0006210_8	rplN//
GO_0006212_6	ydeO//sufS//argG//lolE//rraA//ptsG//sfmC//alsK//gabD//oxyR//cmtA//
GO_0006213_6	lplA//yraH//yhbQ//brnQ//msrA//dut//mdlB//adiY//holD//murP//mutM//dgcN//pphA//nusG//adk//pitA//
GO_0006216_9	gadC//
GO_0006217_9	cysP//
GO_0006218_9	dnaA//
GO_0006220_6	ykgO//ridA//arnF//metF//pdxY//dfp//ribD//queF//rlmE//ftnB//leuO//dinJ//ygiW//rsmJ//flhC//mntH//gabT//acrD//lasT//idnK//
GO_0006221_7	purU//rdgB//ybcM//mglB//rpmF//napD//nfi//yqjH//ldtC//rne//yddM//tcyL//lsrA//
GO_0006222_9	nrdA//
GO_0006225_9	rpsJ//
GO_0006226_9	gmd//ynbD//
GO_0006227_9	glcF//
GO_0006231_9	ypdA//
GO_0006233_9	pdxK//
GO_0006235_9	melR//
GO_0006241_9	yddL//
GO_0006244_7	mdtK//pntB//manZ//sufA//higB//rpsR//kduI//
GO_0006259_5	ftsZ//copA//amiD//plaP//topB//yjjG//nuoI//mtn//dnaC//dgcJ//acrA//nrfC//amyA//roxA//rayT//yhhY//fis//yieL//hpf//glpK//tauA//hyfF//hflD//nth//ccmF//frwB//folE//msrB//rep//yegV//queD//nadK//pspC//btuR//alsC//hisH//yfhH//lpxP//cobT//msrP//yjjI//ileS//dctR//fryB//metB//ybbN//nadK//yiiD//htpX//pntB//preA//ftsE//yjjG//ubiI//yacG//murE//hflC//zntR//nrfA//cobT//ruvC//mtr//rpmG//dsbD//rclA//cydC//acrA//sxy//gdhA//queC//ftsN//msrC//polA//metI//ispB//greA//pdxK//ybhI//cysG//ogt//hofQ//ftp//fimZ//puuR//yfbS//hxpB//yhhZ//yihO//nagA//mocA//accD//cycA//pgrR//yiaA//sbcB//fhuD//ccmC//tnaB//hisQ//hsdM//ugpE//rpsH//agaC//mdtE//rbsB//torS//fepD//rfbC//ybdN//higB//maeA//rplL//deoR//artJ//mtr//copA//rplA//queC//yagF//yfbR//csiD//mglB//cyoB//sbcB//yrfG//purN//tdk//fadJ//insI4//tusB//insH-5//pyrD//gspF//elfD//mipA//cysU//tatC//pcnB//msrB//ybiJ//ymdB//gspI//sdhB//nikR//cheZ//yqjH//dacC//dicB//
GO_0006260_6	hypD//fieF//nanR//fetA//tyrB//yghW//thrB//uxaC//uof//ptrA//cobC//rhlB//bglB//epmA//sgcX//fiu//hsdR//hcaB//pheA//lptC//yafQ//
GO_0006261_7	rng//lolB//gpsA//puuE//mioC//fumB//dgoK//gcd//pgk//cadA//norR//ybeY//
GO_0006265_6	pdxK//clsB//lpxL//citX//suhB//
GO_0006266_6	ybaT//hscB//priA//
GO_0006267_5	trpL//
GO_0006268_9	ybjG//fieF//ttcA//
GO_0006269_6	lysR//
GO_0006270_6	purB//hemE//tatC//wbbK//hdhA//nagA//
GO_0006271_7	trkA//chbF//infB//
GO_0006274_6	hofP//
GO_0006275_7	mqsR//udp//baeR//ibpB//phoQ//waaQ//rnb//cysK//sdaA//
GO_0006276_3	ydcZ//mmuM//argA//yagG//entS//proV//mnmE//nanS//
GO_0006281_6	ebgR//yqiI//rbn//tusB//hiuH//amyA//cspB//mdtP//bioF//hisG//rpoS//lldD//amiA//ulaD//dhaM//slmA//ydfH//gsiB//bglB//cobS//intA//fryB//sfmF//cfa//asnC//zur//frdC//folM//speG//dcuB//insH-6//relE//ybiA//yibF//glgA//tehB//pabA//recN//gloA//npr//amtB//nemA//rppH//nemA//tcyN//mgtL//gppA//yfeO//rlmE//yidP//asnB//srlA//mraZ//plsX//fbaA//
GO_0006283_8	trmB//
GO_0006284_7	gshB//nlpD//rfbB//hdeD//thiH//yjbG//
GO_0006285_6	nrfD//yafQ//pgk//sdhC//nirD//
GO_0006288_8	gutM//pyrG//
GO_0006289_7	marR//hybO//
GO_0006298_7	malE//polA//pdeD//ydjL//ascF//murI//dedD//yccA//dedD//lsrC//
GO_0006301_7	pcm//gfcE//yihO//nlpI//
GO_0006302_7	ydcT//ydaC//purN//hisG//tdcF//potG//pfkB//frvR//gatZ//
GO_0006304_6	birA//yfcP//yiaA//yceK//rhoL//hypD//lysR//alkB//ydaV//
GO_0006305_7	minE//uhpB//aroE//ilvE//
GO_0006306_5	rcnB//mlaF//apt//yeaV//
GO_0006307_8	etk//ulaG//yebK//hybB//gadX//
GO_0006308_6	rhaT//rlmB//rsmJ//rne//gmd//yajO//srlB//dkgA//hda//dgoD//yfcF//xylF//
GO_0006310_6	prs//manZ//yagU//ralR//iclR//recE//modC//yccX//rfaQ//dnaJ//epmC//ppiD//waaA//nikC//mdh//frdD//yeaE//efp//wzzB//afuC//lsrD//sspA//dctR//yiaU//ibsD//fadM//ynjA//gsiD//fre//fimA//ypdF//ghxP//pstC//ahr//adeP//rpsP//ydhQ//csdA//acrA//yjbG//ycjQ//mntH//cysM//
GO_0006313_4	yfcG//mog//ilvM//aspC//yehP//leuA//rsmG//
GO_0006323_7	ynfK//
GO_0006325_4	cutC//
GO_0006351_6	yahB//ydiQ//rhmR//ortT//ugpB//fabH//rhoL//pflB//murQ//xylG//greA//gfcE//pgk//sdhB//pckA//folM//menI//fdnG//cdd//rutG//lacI//aroH//flgB//yfiE//ftsZ//yhbQ//ilvC//yhbQ//pth//tnaC//fucO//bluF//dtpC//rnhA//aroH//secF//yhjD//dacC//tsaD//yqiJ//mdfA//fabI//fdhE//zipA//mqsA//patA//kup//ygiW//elfG//mltF//ghoS//ycjY//bssS//yhdZ//yibT//spoT//mtlD//yoaA//hybD//cysH//elbB//yihS//yhjC//pykF//rlmM//allS//yiiD//rluA//yphD//gmk//artM//tktB//argI//secM//lgoT//creB//cysG//iscX//nuoI//pspG//ynbC//fucO//flhC//aspA//gatY//tusB//ybhG//proQ//gsiD//phnL//glsA//fkpA//proW//yqcG//ybhA//exuR//araC//ssb//ycjU//greA//mnmA//thiP//fic//bioA//kdsB//intS//napC//atpE//yfeR//hybD//pfkA//mdtJ//pck//garD//nac//efeO//sgcE//iscS//hemN//
GO_0006352_7	pyrC//glsA//rpoH//putA//
GO_0006353_7	fhuF//sufS//
GO_0006354_7	umuD//purR//suhB//
GO_0006355_7	metI//norV//torC//arnF//valS//yfcG//mdtA//leuS//rsmB//murC//allD//norR//bamB//ybeQ//mdtF//cmtB//mutH//ulaD//ygeR//lpoA//pyrD//tusE//csrA//hdfR//yhjD//allD//pspG//yafQ//metB//prfB//fieF//phnP//surE//ygfI//ndh//yggX//rpsH//dgoD//gntP//ybeF//nth//garR//gspF//ybhR//uof//zapA//ynhG//phnN//ybdR//lrhA//yjhH//rfe//puuE//wzc//yeiL//ttcA//flgJ//acpS//cbrA//livH//setC//gfcE//chaA//nadC//minD//recB//hldE//yhjX//otsB//fmt//yhjX//smrA//pheM//macB//mhpC//glpG//cyoB//entB//ampD//aldA//adiA//rpsE//paaJ//nfuA//bdcA//hybG//rpsO//eptA//ycbU//tyrS//epd//nuoN//ybgQ//hypF//degP//ycfH//scpB//sdhC//gntP//ydhK//yggN//lolB//yfgI//osmC//alaE//rplS//cvpA//ccmA//dnaX//frdB//eutN//nrdE//fadR//uof//rfe//eutB//yoaB//glyS//glnL//purC//yhhZ//mdtN//waaB//gadA//napB//pepQ//dgcF//ugpA//bolA//glgX//ttdT//metR//speE//tusB//atpE//rpsR//lspA//yiiE//ccmE//puuP//uvrY//insH-5//ldtD//entF//ribA//yphF//speB//ydjE//ssuE//hslJ//mutS//mscS//rlmI//nrfG//metR//tolA//rpmB//dgkA//uup//iraP//feaB//sapC//ccmE//gabT//rseP//znuA//yahO//paaF//argA//csdA//rplE//waaQ//yiaN//zapB//lldD//ddlA//yhbS//yggF//argG//ybiJ//tolQ//cdsA//fhuD//metL//insI4//lplA//lsrK//fieF//agaD//ubiA//trpS//mraY//rspB//yhaO//phnG//yciT//tehA//mutL//ybhD//yiaU//valS//nfi//yjbH//yciG//ldtB//nuoF//gldA//ascB//ddpX//aslB//yciH//mzrA//yiaJ//cpoB//yaaA//livH//yecS//ydbK//napF//dgoD//ydiF//yaiV//bfr//yahO//cpoB//ydcZ//ompG//murG//obgE//yihS//rpsQ//lgt//sfmA//rseB//rpoE//pckA//icd//rhmD//pmbA//fhuD//tusE//fruA//mpaA//trpL//kdpD//znuB//torZ//alpA//mntS//acrB//yefM//gntK//fbaA//ydiZ//aer//nth//glvB//fryB//glpF//yfdO//acpH//
GO_0006357_8	bglA//
GO_0006364_9	entC//metB//artI//leuB//ldtC//yjcE//gdhA//ampH//arcA//fhuB//relA//malS//ydcZ//yeeY//ybiT//vsr//nagZ//galE//fes//secM//cadB//bamA//dsbB//dapA//yeaE//bfr//nikC//glyA//dcp//frc//bcsQ//rpiB//uhpB//cstA//hemL//malE//yehB//yjjG//ybaK//ubiC//recR//ybjL//yfbR//
GO_0006378_8	kbaZ//wcaJ//
GO_0006379_8	paaC//
GO_0006382_8	pdxJ//
GO_0006396_7	rph//mrr//speA//cysE//ynfF//emrK//yccA//waaF//aceK//trmD//pspG//ung//hypC//fimD//csrA//gsiD//tus//accD//shoB//sucD//afuC//ybdG//flgF//moaB//mrr//mdtJ//hcaC//sodC//thiM//sohB//creB//yqeF//hyaA//aroK//yiaM//ygfI//acpH//gntT//gltI//paaX//rlmE//nrdR//rsmH//eamA//gudD//gstA//yqaB//rbsA//rcsD//gluQ//ybcQ//aroK//yfjV//menD//waaU//secB//yccX//yhdW//yeiG//yehA//narH//rnhB//rzpD//tdcE//nfsB//ahpC//fdnH//chbC//yraR//slyA//dmsA//ypdF//emrE//dapA//acrF//arnA//qseB//ptsP//cydD//uxaA//rcnA//rraB//nadK//acrA//glsA//gadE//lplT//cra//gadB//syd//xylR//psuG//yhjB//glcC//ybaE//tcyJ//argE//araC//wecE//manZ//dcd//mzrA//
GO_0006397_8	ybiH//mutH//xylA//
GO_0006399_8	uvrC//thyA//yaiW//galS//rplM//rbsD//yiiE//dcuR//dnaC//yibT//potC//lrhA//dkgB//insI-2//acrB//pflB//gnsB//murQ//nadD//hscC//mazG//tktA//yqjI//yadC//dkgA//phnP//rpsA//narZ//iscR//cmoA//yihX//yjjI//msrQ//mtlR//osmF//selU//yidR//ybgQ//zraS//mrr//ridA//mpaA//acrF//fre//hycB//artP//cpsG//clsA//mcrA//ppc//rpmH//yiaT//yicJ//asr//rpmF//hicA//cysZ//pheP//metK//ftsI//fkpA//sdaC//ydeE//nemR//clpB//secD//chpB//focB//rpsJ//agaB//rcsD//tsf//yrbG//mocA//cas1//yihP//ftnA//cbl//hha//arnA//yhaM//frwC//
GO_0006400_7	mhpC//cyoA//mltB//fkpB//folP//oxyR//nadK//sapB//tas//yhcN//ygeW//frsA//ygfA//arnB//yoeE//fdnG//recE//thiC//phoU//ulaF//aroC//phnM//msbA//sstT//cyaA//sbcB//cydD//metK//gspI//yhgF//afuC//yccA//rpsO//ybeF//rnd//ybiY//cmk//dgcE//rzpD//ubiF//fre//yciG//glyA//ychH//waaS//mqsR//yafQ//cpxR//torR//
GO_0006401_6	tgt//ybcC//ftsB//tatA//cpsB//yiiE//fdnG//uxuA//hyaB//deoD//yhjG//clpX//tomB//umpG//yagI//yqiI//sfsA//flhA//pspD//dsbA//ybjN//rlmN//
GO_0006402_7	zupT//pstB//narX//ybhF//lpxP//trpB//glpB//acnB//afuC//yagJ//acs//
GO_0006412_6	ompA//gloC//uidA//rplB//tisB//crr//nuoL//fumB//rpmC//xylB//gadB//ybiH//symE//gntU//zupT//rlmA//cobC//rimM//yhjX//menE//trmB//lgoR//phnL//hupA//ydcS//gudX//tdcB//hda//ygfA//ybhP//cyaY//rimJ//otsB//gabP//hxpA//cutC//ybjI//kdpD//yraR//rarD//mgrB//ygfZ//ulaD//yfcF//lptF//mhpB//yfjV//ampH//yadN//cysW//yjhH//
GO_0006413_4	ftnA//nfsB//glsA//
GO_0006414_6	frmR//yhjG//glnL//kdgR//pdeL//fsr//ycdY//hprR//rplL//
GO_0006415_7	abgB//tmcA//ssuD//rplW//flgA//yeaV//narI//
GO_0006417_7	yccX//mdlA//fabG//yaaJ//ampH//rfaG//yfeX//yehD//yiaO//smpB//lit//btuF//galM//murJ//waaZ//yjfF//ttcA//dtpB//ftsQ//nrdE//ihfA//nadB//csgG//ybjI//abpB//lepA//eamB//yhcH//hybG//mtnN//fliS//bioC//rarA//modA//mltG//hcaC//yciA//oxc//iscA//
GO_0006418_7	lepA//appC//rcnR//gcvH//sufC//lspA//macB//tcyJ//cynX//allS//gntR//mdfA//wcaJ//gudD//rfbC//yfaE//clpX//maa//mutY//norR//insK//gspI//mgsA//chpS//yjhI//
GO_0006419_8	ivy//
GO_0006420_8	lsrB//
GO_0006421_8	alkB//
GO_0006422_8	mntH//
GO_0006423_8	bsmA//
GO_0006424_8	hflD//bamE//
GO_0006425_8	rpsD//
GO_0006427_8	recD//
GO_0006428_8	alsK//
GO_0006429_8	gltX//
GO_0006430_8	mraZ//ubiI//
GO_0006431_8	yfdS//
GO_0006432_8	trmL//puuB//
GO_0006433_8	ybgI//
GO_0006434_8	osmF//
GO_0006435_8	sugE//
GO_0006436_8	ilvM//
GO_0006437_8	lysC//
GO_0006438_8	dxs//
GO_0006446_8	ycgV//fmt//tsx//ghrB//tisB//rplL//holD//
GO_0006448_8	fic//cpxR//ybcM//fruB//nrdG//
GO_0006450_4	cadC//trpL//pstC//rpsP//yfeO//speE//ytfQ//hupA//galK//proW//
GO_0006451_7	yafC//
GO_0006457_3	ycbX//csiD//glmU//yihQ//serC//rbn//yggW//allS//pnp//srlB//iscS//cra//setB//tsgA//pckA//nrdB//putA//frdD//purB//gadE//rseP//pnuC//fimB//ynbC//arsC//yehC//ydeE//hipA//yacG//ygcW//sgcE//trmL//yohD//ybaE//fryA//yejA//yhcN//ubiH//yiaF//alsK//
GO_0006458_4	ybaE//adhP//dnaJ//ddpA//yqiI//mdlA//fimF//rutG//
GO_0006464_6	ygcR//yciE//abpB//bioB//hyfC//entE//tpiA//npr//yfeO//yoeB//eutR//arsB//wcaB//dam//yhcH//clpP//tdcA//gsiA//ycaN//nlpE//mlaD//pdxK//metH//yjiA//ribD//hha//rep//yfiE//ndh//xisE//malI//hslU//dcm//yjiM//hcaB//galK//yiaT//entS//pyrL//purB//sapC//trmO//bamA//waaC//pepQ//prpB//feaB//potH//hcaR//sodB//ycjP//rseP//dppB//ycbV//setA//mnaT//fimA//gatY//ubiJ//secA//rffG//rpsI//frlC//trkG//rfe//mmuM//ahr//cpxR//vsr//rcsA//mqsR//surE//tdcA//ftnA//hisI//fecC//wecC//waaJ//menB//cusB//napB//aceB//glgA//rutE//hscC//pyrG//frdA//nuoM//cysK//sufC//nrdE//narV//ackA//rpnC//ybaO//mdtA//kgtP//sgcE//fdoG//ybdO//ynhG//sucB//dacC//rpsH//gspE//tauA//sbcB//betB//glcB//etp//yajO//dgcE//flgB//aceA//frdC//yeaE//betT//marA//ompC//yheT//yiaJ//proB//rho//mscM//pth//ybiO//xylB//yeaD//ldtA//bcr//menI//nrfG//rsmB//acrA//yfdG//yidD//helD//fruK//ydaN//osmY//acrD//metK//
GO_0006465_6	ydcZ//ansA//ydcO//
GO_0006468_7	aspA//yidK//yggX//yeaK//dnaA//mdtO//metF//hcaR//aspA//nrdD//hypC//rplX//hdeD//accD//cysK//trxC//nsrR//cydA//yfjR//nrfF//pykA//fre//puuC//eutD//lacY//adiA//potB//yfgJ//fruB//rpnA//yjfP//cheR//ybiO//bamE//metF//ypjD//wzc//dapA//pnuC//yfcS//trkG//tusD//dapA//miaB//gspI//bioB//rimO//yhdW//atpH//kdpD//hybO//deoR//araA//
GO_0006470_7	pstA//rseC//casE//bluF//phoP//sdhE//galM//sgcE//dps//yhfK//melA//otsB//sodC//asmA//rnd//gadC//
GO_0006473_8	dhaR//minE//iraD//cstA//greB//cdgI//rpoA//paaH//nimT//epmA//glsB//nhaR//
GO_0006474_6	ygaH//matP//mtlA//hybA//mhpR//
GO_0006475_9	rpmJ//creB//
GO_0006476_8	hemG//yddM//selA//
GO_0006479_5	ygbN//waaL//wzzE//yahO//arfB//yhdZ//rutA//xerC//
GO_0006480_6	nikA//
GO_0006486_5	rhaB//
GO_0006490_5	gudX//
GO_0006497_7	rnr//
GO_0006508_5	srlA//dicA//xylR//hiuH//elaB//mcrA//rplY//recE//rihA//fbp//cusC//garL//guaB//frmR//hdeB//opgB//yfeX//gpp//uidC//fumC//ygjH//pgaC//ruvA//yhjR//sufS//tusE//ybdN//carB//paaA//lsrG//livM//epmA//ydeP//rsmH//uvrD//tyrR//rpsP//hcp//dhaR//polB//trpA//queD//agaD//gspF//flgE//parC//pflC//slyA//yfdO//rrrQ//yabI//nikR//ssuC//aceB//fdnG//
GO_0006515_7	cueR//alkB//mdtF//flgE//
GO_0006517_6	fabA//rfaD//deoA//abgR//
GO_0006518_5	ynbD//ispF//rcnB//coaE//yqjA//birA//ompW//proP//pstS//cysU//ftsY//yneJ//entF//tatC//csgB//nikR//rhlB//fliD//mdtE//hscB//fimZ//yghU//ymgC//truC//ghrB//rimM//dapD//fsr//kdsD//rimL//plsC//ppk//coaA//ydfG//rpsS//rihC//cdgI//ymjB//putA//sstT//ybbY//fnr//yehX//ybbN//ccmF//malP//csgA//ldrD//flgK//glrR//mhpB//hycB//umuD//priA//clpA//alaE//ybcC//yqaE//ycfJ//lolA//cusB//yadG//glpK//yegD//deoB//eptC//glcF//chpS//abgT//tldD//gpt//ttdT//cdaR//yhjA//phoQ//envY//glgA//
GO_0006520_4	yebS//folA//fabI//yghO//ilvA//yhjR//pyrC//xylG//ybdH//menH//agaB//mtlA//atpC//pepQ//ycbX//recR//yqiJ//cas3//pspD//flgB//xylE//asnA//pyrH//flgI//metF//yehB//envC//lpxM//puuB//yhhZ//tdcG//cynS//pspG//ydiB//gltI//aaeR//tauC//ycjU//gntR//hypE//rhaR//yafN//mrdA//yihI//srlB//yihI//cas3//uspC//waaO//speE//bcp//cpdB//sucB//ygbM//spy//acrA//ypdI//ybiY//yidC//mdtD//ybgQ//ribA//hypF//ibsB//gspJ//proQ//uspF//yjgX//recB//tesB//ybbW//trpS//yfcV//hybF//ydiP//yfiR//yoaB//acrF//tdcE//cmoB//ddpX//sufD//yiiM//treF//hchA//rpmC//hdeB//insI-2//insE-1//gatA//potC//trmO//rfaB//tgt//kbaY//idnO//insI-1//gsiB//rdgC//insK//allB//citX//cptB//paoC//menH//htrE//ypdI//sgcB//mraZ//malS//htrE//gyrA//kgtP//moaD//slyD//frvB//cysW//uvrB//sbmC//ddpA//hisM//zapB//truC//yhfS//viaA//yijO//yidZ//glpB//hprR//tdk//tusC//aidB//zitB//ydcS//cca//mrp//lpd//gspF//paaF//mdtM//yabI//secM//lgoT//uxuR//ynfL//cas1//spoT//ghoS//moaC//ftsA//dgoA//entB//rfbB//cpxP//sucB//torZ//tatE//dinQ//pdeK//yraH//ydjJ//mazF//hemH//gsiA//holD//yfcV//manX//folE//pdxH//mdtF//leuS//rutE//cyaA//yfeO//yahO//argB//plsX//frwB//recN//pyrH//yahB//ygjK//rfaQ//ymfA//deoA//gpt//treF//lexA//rnlA//mglA//glpA//gudP//mhpC//sstT//sseA//menA//putP//mgsA//narZ//yfbS//topAI//acrE//
GO_0006521_6	pphA//rffC//clpB//
GO_0006522_7	cutA//artJ//puuA//ddlA//artM//yjbF//tusD//
GO_0006523_8	gph//glvB//yjjV//yfaU//
GO_0006524_8	trkG//hprR//garP//
GO_0006525_7	frlB//mdtQ//yrdA//marR//rhtA//sohB//tsf//ldrD//ybiY//pepT//fieF//aceF//mcrB//ebgR//nfi//gatB//yfiR//pntB//rraB//nmpC//ychO//
GO_0006526_8	mdtF//fadI//trxA//rlmC//mdlB//citG//elfG//ybjX//nagC//chaA//hdeD//scpC//apt//
GO_0006527_8	cmoB//glpR//yjiX//opgB//recX//rclA//rpoA//aroE//csgE//
GO_0006528_6	ilvE//holA//cof//udp//
GO_0006529_7	hybD//yjiA//
