#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rfaE//mdtM//setC//paaB//
GO_0006139_4	zinT//cra//glsA1//ccmD//lpcA//thrA//cspA//yeeJ//araF//hyaB//asnS//kdsA//efp//gatZ//cyoE//ygcR//ygeA//cynX//ygbL//alr//rpsB//secD//rpiR//queF//pyrB//yidH//yifB//tdcD//hokB//lpxK//hofQ//dxs//entD//agaR//galT//abpB//yhcH//eutD//rseB//glpD//ybjG//glvB//waaG//ydcM//yidK//puuA//ybjX//ubiI//ttdR//ggt//lysO//gspJ//ydcO//yafS//lon//mlaC//idnD//pdeH//ttdR//znuA//ugpC//leuS//fabD//fhlA//gnd//yccS//tqsA//ettA//gltL//dld//pntB//yedL//ydcS//yieH//srlR//glnE//mdtC//yjtD//rplP//oppB//rsuA//yjbE//msbA//feoB//cra//qseC//yqgF//ssuA//fdx//purL//pphB//yeeJ//lit//fes//napF//sucC//ptrA//ivbL//degS//nirB//fadB//mscK//dctR//rplE//elfD//ftsE//xylE//allS//yqcC//ydcM//rof//yoeE//pth//tehA//znuA//lamB//artI//ydiB//yjgX//pnuC//tas//gstB//tnaB//tolR//rseB//oppA//gltI//mltC//yhjX//dinQ//xanQ//aldB//dgkA//ynfK//pbpC//rzoD//guaD//obgE//uvrY//hycI//spoT//ybiO//gnsB//araA//clpA//ybhG//nudB//nrfF//ldrA//gabD//sgcB//csgD//ygfZ//yfcQ//ydiP//ptrA//tgt//ydeP//cueR//yjeI//ydeT//insA-1//cptB//argH//lgoT//narW//pheS//nlpA//narU//btuE//ydcO//rbsK//zupT//thiD//osmE//cpxP//nikR//ybhP//uacT//aroF//priA//gluQ//gudX//secB//lsrC//yidR//dld//ygcR//rclA//holA//pdxK//ogrK//ackA//yadK//ppk//pgaA//sgbH//macB//trmD//ratA//hofO//ilvC//bepA//elbB//yjhP//rfaQ//glnK//lysR//sfsA//hyfA//dgcN//patZ//ccmC//nagK//dcyD//rpsT//soxS//adhE//secY//manZ//gapA//norR//hemG//mhpT//lsrG//mutM//dnaJ//gsiD//ynfH//ilvA//dosP//nagA//yejA//acrF//ydbD//yigL//yciV//kdgK//yneL//eamB//lptA//ydcS//ydaV//elbB//lsrC//ybdG//mutT//narZ//rcsA//ydeE//prlC//yegD//ssuB//mdtC//dgt//dtpA//rlmI//wrbA//lspA//ykgA//yoaA//yhbQ//amiC//guaA//rpiR//rstB//mobA//umuC//intS//coaA//bacA//tag//exoX//blc//patZ//orn//pepB//recQ//nfuA//rfaH//yieL//ymgC//paaF//ascF//aroD//amiD//ygbM//glcD//dsbD//blr//pntB//srlR//dapA//rzoD//guaB//puuE//rph//frlR//rzoD//rfe//lsrB//sodC//marA//yieK//etp//deaD//casD//norV//ydhC//rhaS//nudF//hyfA//nrdG//rpmJ//agaC//yoaB//malP//rnhB//glrR//dsdX//nuoH//recR//ghxQ//argR//ybcQ//aaeA//ccmE//ftsB//ygjK//topAI//ydjL//yneJ//dmlA//setB//nrfE//msrC//murQ//rsmJ//arcA//dnaQ//bdcR//yfbU//cadC//yrdA//yefM//tusE//pspG//pta//rhtC//rihC//tatE//rcsA//xseB//sanA//bsmA//bamA//yhfK//hda//psuG//thrB//phnP//glmM//hemF//hyfF//rimP//fryC//tag//ybdM//eptB//prlF//adeQ//yebK//hha//mzrA//rssA//hypE//nirD//rplO//sdhC//mdtQ//mdoG//ftsX//rpmG//mrcA//mdtC//ribF//tar//hlyE//torA//sbmC//fliM//sodB//bglH//trxC//yddA//ybiT//hyfF//hscB//envY//etk//yaaY//abgB//wcaC//glmS//dxr//gadW//plsB//rpsM//putA//nimT//pheP//mtn//rpsG//ybhD//feoA//fimI//yeeA//lptC//cysW//ycjR//ycbV//amtB//nikB//rpmA//yagI//yjhP//csrD//nanA//dps//rep//dnaJ//hemD//yjgX//rbn//yebQ//cheW//mlc//hslO//lysA//dpiB//yihU//prfC//dsdX//yfdG//yehW//mltF//hipB//insB-4//accB//yihT//rutD//agaS//purR//sbmA//menF//aroA//pck//leuE//nupC//hybF//ygaZ//gyrA//narK//ybiS//fecA//mgrB//xseB//ydiR//rfaF//prs//ychF//chiP//artI//clcB//ycgV//fabR//atpF//sugE//solA//lsrB//ttcA//hiuH//holE//gpsA//bglF//entA//gspI//tmk//ldrD//hldE//nhaB//hsrA//cysD//bioH//cheZ//fliZ//tdcA//bioP//ybhA//aceF//tnaC//fabR//mog//gph//paaC//atpF//dapB//mutM//mepS//rsmG//dicB//acrF//asr//agaR//arsC//murB//arnT//mntS//recQ//eptC//purT//yhdZ//waaU//deoA//ynhG//mdtG//yagE//menD//malQ//cbeA//cecR//ybhA//ubiJ//yfaL//cpxA//rpoA//chaC//ybhD//gspE//amyA//frdD//cmoA//gcl//pliG//idnT//cysI//rpmE//ompL//sgbH//bioP//recC//murQ//betI//yjjW//frlC//yhcF//mobA//hchA//nlpI//ulaB//rlmJ//xylF//insI-2//sapA//mtn//glmS//yhcH//aroE//allS//trpL//casB//emrY//hyaB//cysH//dctR//nagK//yjbG//ycaN//cdaR//flgC//ada//nlpI//pspC//hpt//mdtO//cysU//cusA//queC//araA//mepM//rplD//yceO//metI//pmbA//mcbA//pheA//hemN//hypT//slt//holB//mtlR//cysP//trxC//cspE//galT//sspA//ybdO//frdB//hrsA//rsfS//pdhR//cyoA//sdhB//
GO_0006140_6	fucO//bioH//
GO_0006144_6	narV//gshB//udp//ddlB//ynhG//mltA//umpG//yqiH//hslJ//dinQ//
GO_0006145_7	abgT//mdtP//ycgR//kbaY//
GO_0006146_8	blr//hcaT//
GO_0006148_9	yegV//
GO_0006149_9	cobC//
GO_0006150_9	nikR//
GO_0006152_7	fsr//hslO//hemF//clpP//chbF//dsbB//
GO_0006154_6	xylH//
GO_0006161_9	rplO//
GO_0006163_6	ydjJ//lsrA//ispA//csrD//ybeF//mcbA//yahK//lsrB//aspC//uxaC//mhpB//treF//yjhI//tpx//thiD//clsC//cheR//xylR//pspG//cas3//citC//chbA//purN//ilvL//amiC//ldrD//dppB//rpmB//idnD//topAI//aroH//sgcR//hyaA//yqaE//asnS//purA//rcnA//purN//ybcL//lacI//mraZ//menI//pstS//argT//ogt//potI//dinG//yihI//cydD//ynhF//ygcR//satP//rnpA//yiiM//
GO_0006164_7	htpX//eptC//yeaV//yafN//ydiQ//kdgT//dam//wzzB//alkA//nusG//tynA//grpE//lpxT//rimP//glnQ//hemB//ybfA//nrfC//dnaA//gspE//yhjB//ybaM//ybhS//epmA//gatC//sbp//phnH//rsmA//yddG//frwB//hemN//rph//ribF//mnmC//pdxB//ybfE//torY//rssB//glnD//mdtJ//
GO_0006165_7	cpdA//narZ//pyrL//yfcR//xylR//uidR//rlmD//sfmD//zipA//yidH//dinJ//truA//tnaA//yddM//secG//yfcS//ibpA//ftnB//uspB//
GO_0006166_6	mlc//cheA//
GO_0006167_6	tpiA//
GO_0006168_7	yagJ//glcD//
GO_0006171_9	dicA//
GO_0006172_9	ycbU//
GO_0006177_9	ftsZ//emrD//ybaO//
GO_0006178_7	glnD//
GO_0006183_9	artI//
GO_0006188_9	adeP//moeA//thiD//topAI//
GO_0006189_10	yphF//lexA//
GO_0006195_7	hcaT//panD//
GO_0006203_8	cynX//cobC//
GO_0006206_6	cbeA//mdoD//mngR//yceO//tisB//fryB//ydeE//mdoG//ygdG//rfbX//mrdB//tsaC//rfaH//dnaB//nanE//cdsA//fucP//secG//lspA//hslV//wecB//insH-6//pgaD//waaG//yhaJ//epd//
GO_0006207_8	ykgF//codB//nuoH//eutN//ftsI//
GO_0006208_7	hofN//radD//groL//yhbO//trpE//yahF//rsmD//slmA//basR//rpsR//tonB//lyxK//pabC//
GO_0006209_6	sgcX//
GO_0006210_8	sdaB//
GO_0006212_6	yjjQ//ebgA//nadC//frwC//aceA//eamA//cyoA//mdtE//pspC//nrdR//yqjI//
GO_0006213_6	nuoM//pstC//yhhZ//treA//adeQ//hisF//ilvM//ribF//xapB//gloA//waaL//ygfZ//metQ//cmk//rzpD//folA//
GO_0006216_9	pyrB//
GO_0006217_9	iap//
GO_0006218_9	prc//
GO_0006220_6	metH//waaF//kbp//malE//hcaE//rppH//trpS//tyrS//marA//artM//yadK//fucK//allS//ghxQ//uhpB//xylG//envC//menC//adiA//ecpR//
GO_0006221_7	csdA//nagC//ygeV//lptG//rplX//ftsW//rsmC//proB//emrE//trmH//msrC//phnK//chbB//
GO_0006222_9	tcyL//
GO_0006225_9	sthA//
GO_0006226_9	aer//csrA//
GO_0006227_9	ebgR//
GO_0006231_9	lpxP//
GO_0006233_9	hlyE//
GO_0006235_9	ileS//
GO_0006241_9	hinT//
GO_0006244_7	yhjC//hlyE//fhuD//fliZ//mcrB//tehA//idnK//
GO_0006259_5	uhpA//yhcH//fre//ytfP//minC//decR//ydbD//tdcA//frr//alaA//fdhF//nusG//rffT//yfbS//pyrB//frwD//flhE//insH-6//ibpB//tolC//dcuB//sodA//dcm//ychO//entD//ybbW//hyfF//rplP//eutN//gor//ycfL//abpA//rcdA//yccS//ndh//arnT//rsfS//cpsG//malI//cof//paaK//ydjH//fdx//yaaY//accB//dam//ccmE//ykfI//ynfL//ligB//yqeF//lspA//rplO//znuA//dgcN//yieK//aroK//ydeM//frwD//moeA//rbsR//ugd//blc//citC//yieL//bglA//yfeO//mlaE//corA//yjbG//eutR//ybcM//wzb//tdh//intA//ivbL//rsmE//pdhR//hcaR//xseA//xylG//mcrA//fadR//pheM//yraR//yahK//menE//treF//mgsA//ribD//cysW//paaC//bioB//gntP//atoB//rarD//yfbS//nhaR//vsr//glgC//eamB//yfcR//lit//rpsI//malK//sufD//ybiV//yfdO//fabI//yihL//purN//mcbR//gatY//bglH//ulaR//wzyE//cynX//bipA//ycfL//sdhB//frdA//iscU//rssB//dgcM//metH//der//ydjJ//pyrC//cueO//dacC//fucP//alsE//ppiC//dmlA//feaR//hycB//alaC//nrdF//pitB//ompR//emrY//hyaB//rpe//rhaT//exuR//yddM//ubiJ//moaE//
GO_0006260_6	iaaA//rfe//serS//ycgB//sdhC//murB//recB//ybiA//napA//puuB//atpD//lipA//yjeH//uxuB//rplS//murB//mscM//eutR//ihfA//ligB//kdsA//
GO_0006261_7	trpGD//rrrQ//agaC//dacA//wrbA//glnL//iscR//phoP//araH//glxR//gadE//cusR//
GO_0006265_6	torA//iraP//murQ//tatD//garP//
GO_0006266_6	ybjL//nusG//dcd//
GO_0006267_5	ybhI//
GO_0006268_9	minD//ulaD//ghrB//
GO_0006269_6	bssR//
GO_0006270_6	avtA//cusR//yeaD//glyS//prmC//ppsR//
GO_0006271_7	nirD//ptsG//cmoB//
GO_0006274_6	rutF//
GO_0006275_7	cra//yfhM//secE//etp//menC//rpmG//metG//nudC//tcdA//
GO_0006276_3	rfaB//queE//yhbY//rplE//agaC//msrQ//hslR//nrdA//
GO_0006281_6	serB//narH//ycbU//wzc//treF//ptsN//adiA//frmB//ydiV//ybiJ//dinI//phnG//flgM//yjhP//kefB//lysA//yjfF//yhgF//mdtD//rcnB//yidC//yahK//zntA//mprA//gatZ//clpX//tktA//opgC//ygeV//malG//nagE//fieF//msrP//ynhG//dhaK//mglA//acrF//pdhR//malG//yegV//yibA//narY//moaC//garD//rutR//rnt//rlmB//ybiV//tilS//mreB//glsA//hslV//allB//cysD//leuC//
GO_0006283_8	ypdB//
GO_0006284_7	parC//napB//yieH//cspD//fabG//ralR//
GO_0006285_6	surA//mhpT//rffM//cheB//mlaF//
GO_0006288_8	bisC//rcsF//
GO_0006289_7	dppB//cas1//
GO_0006298_7	dnaC//yjhG//hipA//kdpA//fimD//rpmB//pflB//insK//yfaV//speC//
GO_0006301_7	mntR//puuD//clpP//blr//
GO_0006302_7	plsB//uxuB//yjjX//nanC//infB//tatC//yjjX//recD//ubiA//
GO_0006304_6	hybC//yggT//dacC//rfbX//nuoI//parC//yraI//recJ//caiB//
GO_0006305_7	bglJ//fryB//zitB//yhjG//
GO_0006306_5	yfcU//ascF//fruB//rzpR//
GO_0006307_8	pspD//rnlB//iaaA//ynfE//srmB//
GO_0006308_6	yfgO//malK//hsdM//bsmA//livK//lptA//leuD//dnaJ//greA//garR//yfaU//mraZ//
GO_0006310_6	insB-2//chaC//hdeA//sufD//yciF//kdgT//puuC//gmhB//rlmC//mngA//ompL//mrdB//intS//ilvE//yiaT//waaG//frmR//ghoT//yadN//yacG//lpxB//yibA//ybbY//ybcM//idnT//yjhH//pgi//yfcQ//yjjI//pykF//pgpB//norV//rpmC//rihC//cysB//surA//lpxM//idnD//waaH//glgP//yahD//dsdX//yiaA//
GO_0006313_4	yjjW//rpmB//mppA//ugpE//nrfG//yqeA//yjhC//
GO_0006323_7	ulaA//
GO_0006325_4	nikC//
GO_0006351_6	focA//hyfF//queF//frvR//ygiN//epmB//garK//menI//fklB//narX//pntB//clsB//potB//elfG//yjjG//clcA//purD//dppA//rplD//yfaV//rhmD//lpcA//yidA//bglX//mlaE//yigB//ampG//dsdX//cspI//ruvA//potD//nagB//rpmA//dnaQ//opgB//insB-2//rbsK//sdhE//caiT//mepH//sucD//guaB//lptF//moeB//argT//rimP//yeaK//ariR//chbB//yfgJ//citG//ampD//ghxQ//tyrS//allS//fucI//mtnN//ynfL//cof//cobC//mioC//higA//glpG//alkB//dgcN//cobT//mrdA//ebgA//yfiR//ycfS//hcaC//tdcC//recQ//nimT//yhdW//ygjR//fimB//entB//napA//cas3//metH//yahF//aspC//pdeD//uvrA//ybcL//sucD//exoX//gatC//cyaA//frlC//sspA//rpsQ//barA//dppD//yfbR//tldD//btuD//ydjJ//lit//manZ//deoR//rluE//norV//pdeL//dnaJ//pldB//secM//ycaN//pitA//dinQ//nuoF//dicA//gatY//narV//gor//yqiJ//asnB//intS//
GO_0006352_7	ygcR//phnL//tsaD//surE//
GO_0006353_7	valS//gnd//
GO_0006354_7	yibF//cydC//fdhE//
GO_0006355_7	lysR//dusC//secD//rcnR//prpB//ompC//ldtC//yggX//dut//yfcS//fliS//fadK//ybcC//mnmE//yaaY//ybhR//hprR//rimP//sdhD//ahpC//nrfG//gshA//mtlA//yqgF//yqeG//yfcQ//tbpA//ubiH//ompN//aidB//ybhD//nrdH//nagB//nrdR//uxuB//wcaJ//kefC//rhaR//cpdA//ibsD//proA//tatA//entB//mdtJ//dusC//yjbB//yfdG//rnhB//hcaF//dmsA//cecR//tsaC//rng//argT//cedA//glgB//nagA//yciF//ubiJ//gdhA//garR//acrD//rcdA//rimO//norW//yceK//tdcE//ynhG//ispA//yihR//ycjR//nrdR//livK//torS//insK//yfcF//kefF//cydD//nrfE//pphA//envC//yhhZ//allD//uidC//agp//trpD//fdoG//ybiT//recG//pspC//btuD//lnt//cydD//topB//rffM//ydhK//pgpA//prpC//speG//tktA//yjeH//ravA//glyS//fumB//atoS//valS//cysH//paaF//mglA//acrD//yaiW//yraH//zapB//glnH//marR//fic//gcvP//ybdO//araB//yjjW//araG//clpP//moaA//yebQ//diaA//tsaB//pdxJ//yqeA//cyoC//narW//arsR//ygeR//xdhB//yciA//elfD//yneE//yohD//epmB//ybbN//fadH//feoA//caiF//ulaB//lpxH//srmB//ydiZ//acnA//potD//glgX//polB//yiaN//panE//ydbK//ymgF//acrR//rrrD//nemR//clpP//yjbG//priC//mltC//dsdC//yjfP//ybaE//queC//yqjA//adeQ//rffT//proQ//nimR//yjiX//epmC//gatA//yccX//pepQ//fabA//manA//yhdZ//yqeF//lpxP//cpsB//tusE//ycjQ//ettA//sgcE//ssuE//hcaT//fliS//yhfK//nrfG//setA//yqiH//yjiM//dapB//ispB//prkB//npr//ybiA//gpt//gltL//sutR//pheT//aer//tdcB//ldcA//nth//smpB//fliA//fabB//prlF//acpS//cusF//yggE//macB//yehD//yciT//dtpD//yhaC//etk//rplX//phr//rsfS//lrp//rlmI//mepA//setB//hycA//mepM//yfaV//bcp//adiA//xseA//mnmE//asnA//sucC//metI//narY//ruvA//tsf//yjjX//ralR//uup//hcaF//artI//yehA//wcaJ//pal//lpoA//paaB//hupB//cpsG//folC//kbaZ//guaB//yddM//pgsA//puuP//nudB//mdtA//ccmA//rlmM//
GO_0006357_8	potC//
GO_0006364_9	ppiA//plsB//gntT//glnS//uof//arsB//yfhH//pphA//sdhB//dtpB//yqiJ//flgM//ypdC//hflK//accA//rluE//ttcA//tusE//mgsA//yebZ//yahN//clpS//acrA//glgS//cysU//gutQ//tolQ//ppiC//mdoD//ybjC//zapE//ycgR//kdgR//lysR//ugpA//bssS//hofP//ycfL//ypdB//cobC//gatZ//moaD//topAI//
GO_0006378_8	yadK//mepM//
GO_0006379_8	csgB//
GO_0006382_8	mdtQ//
GO_0006396_7	raiA//ompT//mntH//fetA//cbpM//trpE//proB//glgS//nuoI//ydgA//speE//rcsF//exuR//smrA//queF//hpt//dgoT//kbaY//rayT//glcD//ttdT//gabT//gabD//dut//acnA//ybcJ//mocA//msrA//arcC//frvA//nagD//thiI//yjbE//wzb//fepD//galE//yqgF//phoA//atpH//yidP//mngA//slyA//uhpC//yggE//yccX//afuC//truA//sstT//waaP//rhaR//paoC//rfaC//xylR//brnQ//uof//kdgR//mscS//rbsC//ldtC//sohB//selA//nanA//rluD//yfbU//wecE//pnp//comR//yagI//sgbE//lapB//mraY//ushA//cobU//appA//hns//intA//prpB//rhmD//nadC//yojI//dsbD//yajQ//spoT//yegT//cutA//hyaD//ascF//sufA//fadI//rsmI//epmA//murD//chpS//umpH//greA//brnQ//murD//menE//aroG//nrfB//asr//yiiD//
GO_0006397_8	ypdC//relA//modC//
GO_0006399_8	rrrQ//carA//rplD//proC//sfmH//dnaK//tmcA//hyfF//asnS//hisA//abgA//rcsF//ydeP//csiR//amiA//ybiO//cadA//nagD//ydcO//citE//yggF//folA//recQ//maeA//phoB//osmF//cydC//basS//ompG//pyrE//yghW//iscR//nikE//yciF//rfbC//ybeY//narQ//ybhP//aroF//panZ//yciE//dsbD//pheA//yiaA//adiA//ppsR//eno//cyoC//hemA//pdeH//yihR//pspD//yjiA//hisI//epmA//ahr//glvC//yfeX//rbfA//wzzE//sapF//yiaB//speD//fadR//ftnA//msrC//exbB//ybaL//garD//stpA//lsrG//rfaE//nrdA//patA//nanS//pdeF//frc//zur//tcyN//narY//lit//murG//
GO_0006400_7	preA//rpiB//cbeA//tyrB//pitA//manA//tamB//rpsM//cysZ//lsrC//hcaE//wrbA//ccmA//nadA//ybdO//abgR//sbcD//trmA//bsmA//btuR//rseB//ybhD//aspS//poxB//yojI//hisH//cdh//avtA//yqjI//hslR//purB//nudC//rplF//opgH//trmB//amiA//gspE//surA//pdeF//guaA//birA//hslR//rimK//nepI//luxS//srlR//waaO//tdcR//xerD//
GO_0006401_6	emrB//xapB//arfB//moaD//tar//sgcA//bcp//relB//kefC//lptB//potG//bsmA//ibpA//yjjQ//bdcR//ais//alaC//rhlB//rpsR//yaaU//fliL//nagD//
GO_0006402_7	sutR//ptsN//folD//yijO//lptC//garR//lpxM//aaeB//paaJ//nirD//yqcC//
GO_0006412_6	glgA//rimL//ybcQ//hisB//yefM//mdh//topA//cof//nrfC//sapC//glvB//slyD//stpA//yfcU//yehT//ubiE//narK//mscL//rpsI//yggW//dsbC//viaA//yrdA//matP//csrD//hyfF//fmt//glsA1//folA//mreD//eptB//pepQ//sfmA//rnhB//mutL//ydfH//sad//ynbB//corA//mocA//aroE//thrL//waaS//sdhE//ftsX//prlF//galU//waaA//mhpR//corA//selD//
GO_0006413_4	panE//polA//flgA//
GO_0006414_6	hcaE//ygeA//exbB//yfeW//yraI//nuoE//glgX//rstB//rlmF//
GO_0006415_7	yfdK//ygeX//mdtD//yibF//dtpC//mtnN//lyxK//
GO_0006417_7	evgA//hemN//aldA//gcl//yjfF//cmtB//fliG//ykfM//gloA//dnaK//ddlA//betT//purA//yojI//fsr//pck//oppA//cecR//ydaC//yggF//murR//feaR//fbaA//ribC//gspF//ampH//yjjU//entC//hemB//malI//menB//nfuA//envC//narW//cpdB//yhcD//hybF//malZ//queG//
GO_0006418_7	codA//yqeA//yciF//mnmC//yhdJ//mhpD//malZ//rplW//mnmE//tauB//nuoI//nuoB//yghG//edd//acrR//tolQ//gnsB//nikD//kefG//ydfD//gyrA//exbB//csgE//dnaB//sgcB//
GO_0006419_8	metN//
GO_0006420_8	yfdO//
GO_0006421_8	ybcM//
GO_0006422_8	yihW//
GO_0006423_8	pyrC//
GO_0006424_8	paaJ//glnP//
GO_0006425_8	obgE//
GO_0006427_8	nadB//
GO_0006428_8	aroE//
GO_0006429_8	rne//
GO_0006430_8	btuR//rdgB//
GO_0006431_8	citC//
GO_0006432_8	alaE//coaA//
GO_0006433_8	rzoD//
GO_0006434_8	gsiB//
GO_0006435_8	gpsA//
GO_0006436_8	blc//
GO_0006437_8	treA//
GO_0006438_8	pgsA//
GO_0006446_8	sgcA//ycfJ//hcp//glxK//idnK//yebS//wzzB//
GO_0006448_8	mtr//ppk//cspB//yajQ//dtpC//
GO_0006450_4	mmuM//narH//ybiH//recX//topA//livM//cynX//glmS//rpsH//ghxP//
GO_0006451_7	sbcB//
GO_0006457_3	dppF//purF//ycfL//chbA//sfmH//cdgI//mnmE//hprS//tatD//dsbB//yidD//motA//ygbM//yieL//arnD//ycjQ//rpnB//ampD//ispU//yafS//ptsP//recE//insI-2//rutR//norW//mglA//rfaB//ccmC//fadR//cof//prpR//rpoA//gadX//rpsT//mtlA//mdlA//psd//yiaN//ecpR//nupX//
GO_0006458_4	rrrD//napB//insI4//tdcD//hdhA//rhaB//mscM//ralR//
GO_0006464_6	fabZ//yahF//ygiN//chbA//rpsM//yfaX//frr//rna//ilvA//tatB//pgm//borD//tar//atpF//murI//speD//proS//arcA//cynS//rarA//arfB//uxuA//mzrA//pykA//basS//oppD//yhjC//kdgK//grxD//rplW//prkB//hemB//sbmC//yejE//proQ//cmoB//rseB//gsiD//fadM//zapD//ydcT//yigL//aspC//guaA//mdtD//glsA2//lpxC//yqaE//cysH//ilvM//ivbL//ybhD//yohD//dfp//yehZ//smpB//psuT//gltI//cheY//ahr//yebC//rpmC//fabI//chbA//insH-5//mlaC//lpxH//ytfR//sfsA//ebgA//rlmH//viaA//rlmA//priA//yfaE//rsfS//eutA//groL//fimE//tatD//folM//acrA//sgcX//selU//argP//elaA//yggT//csgF//purL//nagE//degS//rimP//yehT//hyfC//yrfG//ldcA//rzpD//glcB//tldD//cyoA//clcB//hdeA//yejE//mntH//atoS//clcB//yhbY//borD//ung//gfcE//ralR//yagG//frlC//fadD//zapD//mog//soxS//rfe//recR//rutG//rpsJ//bcsA//rutE//ddpA//recT//msbA//fucO//ybbW//glsA2//ynfL//murC//rplC//aspA//dctA//tgt//uspF//deoB//lysR//rclC//insK//mdfA//rlmM//
GO_0006465_6	ydaV//rutR//yfdC//
GO_0006468_7	fadL//ppx//topAI//uvrD//fhuF//dapF//ecpR//guaC//nepI//aaeA//sad//mprA//alaS//rhlE//mmuM//rcnR//yfdS//umuD//sspA//cobC//mlaD//malE//tcdA//tpx//yidZ//erpA//mzrA//yqgF//hdeD//bioD1//sdaC//yehT//rbsK//fdoI//msrB//ychO//bamC//sdiA//setA//yhdW//lysS//glcE//menC//csgF//nanS//cyoA//gntU//ahr//ppiC//yebS//ykgO//phnC//cyaA//
GO_0006470_7	ymdB//ypdA//artM//pgk//iscX//alsA//xisE//rplI//mhpT//dtpD//rpsE//fau//frr//lpxB//mdoD//gltK//
GO_0006473_8	fadM//panD//alkB//yceD//fre//nrfB//wzzE//yfeR//acpP//frlB//ompL//fdnH//
GO_0006474_6	rcnA//kgtP//yjiA//hprR//fbaA//
GO_0006475_9	dgt//acrB//
GO_0006476_8	mgtL//xseA//fre//
GO_0006479_5	cycA//fucP//kdpE//sdhE//tatB//malP//rpsB//yieK//
GO_0006480_6	ascG//
GO_0006486_5	ydhJ//
GO_0006490_5	gutQ//
GO_0006497_7	cspA//
GO_0006508_5	alsA//minC//gstB//glcE//artM//obgE//xerD//btuE//dld//gutM//priB//yiaA//ulaA//yjhH//rayT//exoX//phoA//amiD//ugd//zapC//metI//mraY//ulaB//ptsI//hyaD//yraK//ubiF//seqA//ppk//pdeD//rhmD//ispG//ybeQ//bglX//yhjB//gatC//lpxH//cobC//gudX//aroG//hofO//secD//bacA//glnH//fadH//lasT//ptsN//cirA//umpG//fsr//livK//xylF//waaZ//ompL//thiG//
GO_0006515_7	dpiA//fliM//der//degQ//
GO_0006517_6	intA//yfiF//yedL//argC//
GO_0006518_5	uxaA//thrS//intS//ygeX//uxaC//malE//cysD//phnO//mutL//rplC//hemE//btuF//plaP//xanP//yphD//cmtA//hcaB//truA//proV//leuE//yebZ//iscU//yfeR//sfmA//ulaE//cyoE//aldB//tusA//frmR//recJ//ydjE//exuR//trpA//tyrA//nfi//fixB//trkA//ydiZ//gpmM//glnE//secY//sfmF//cpxR//bamC//ybiO//lnt//torY//leuA//eutK//flgI//rpmH//yjjX//pstC//araD//ratA//pitA//proW//degS//yojI//arfB//elfC//yadM//glpR//ynbD//zapD//pdeL//ychH//entA//kefF//rutR//lnt//dhaM//bepA//lysU//ffh//mhpC//artM//
GO_0006520_4	waaJ//chpB//ygcR//sucB//ybdZ//cysK//rfbD//afuC//rclC//yfdR//rcdA//lysS//entC//rpsA//orn//glpB//prpC//ynhF//fes//narK//argS//ybhF//btuF//lysU//gspF//cvpA//dkgA//wecC//dicC//glnP//dsbG//casB//setA//tatA//bamB//nuoH//ydcS//mhpD//ompW//arnT//lpxH//mipA//metE//rcsC//tqsA//rtcR//mraY//soxS//ybfE//exbB//ybjN//glnS//nrdE//garR//yagU//hycH//elbB//rpsP//polB//garK//rph//ybhG//yggE//trxA//rcsD//speF//yddG//galP//pspF//rplD//msrQ//yfbS//thiC//yraN//deoC//kdgR//yhbY//yehP//asnA//cbpM//pgrR//leuB//rzpD//epd//rfbD//aspA//rbsD//phoE//trmJ//argA//sanA//ydeO//xapB//tktB//ydiQ//pdxK//yjbF//hemD//pstA//pphA//gutQ//ccmG//rof//thiQ//galE//yqaB//diaA//yggW//rzoR//mfd//argT//fpr//phnJ//galM//pgaD//ftsX//nagZ//sthA//diaA//dfp//ftsE//ydbD//hsdR//epmB//xylR//insB-4//hdeA//bssS//yajR//tusB//yddA//glxK//lpxP//mraY//melA//tsr//pncB//csgE//ibpA//ndk//hinT//mmuM//yhcH//hisS//ydhC//grcA//nrdE//yidC//uvrC//caiD//yhgH//fecD//pagP//adiY//nagC//nlpI//xerC//cvpA//yahF//nirB//ilvH//purF//panE//nudG//xanQ//ygdG//glcB//sulA//polA//cyaA//torI//thrB//rhaB//glsA1//yfgJ//sapD//yfbS//amiC//hofP//eutD//queA//yhjR//hxpB//lpxH//rsmE//uspF//coaD//nemA//rnlA//efp//dfp//araC//rpmH//bolA//garR//hycH//fepC//yjaZ//rcsD//ung//aidB//gyrA//
GO_0006521_6	hybF//hofC//ynfF//
GO_0006522_7	rpiR//ydeP//hisA//frdD//rihB//dcd//hdeA//
GO_0006523_8	umuD//rsmE//upp//mhpC//
GO_0006524_8	tus//wcaB//sdhC//
GO_0006525_7	yihX//greB//yihS//ilvI//fbp//fimB//rplD//cbpM//yciE//nrfG//caiF//araH//evgS//glpA//cvpA//yfgI//psuT//dut//uspC//putP//fliT//
GO_0006526_8	pgaC//manY//pinR//ftsW//ompL//eco//ansB//nikC//dgcM//yihL//psd//yidA//nrdH//
GO_0006527_8	mntS//mlaD//ptsI//ybdO//pdxJ//ptsN//recE//hokE//yiiD//
GO_0006528_6	epmB//pyrL//mngB//ubiC//
GO_0006529_7	secE//nagE//
GO_0006530_7	purR//fucO//
