#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	paaG//hyaB//relB//galS//
GO_0006139_4	aer//rpsG//rsmJ//mhpA//yebK//mlaE//wecC//yfiC//aphA//coaD//ykgA//yciA//hinT//ftnB//thrL//torY//cheY//ypdC//ampH//ygaV//yagG//yfaU//polB//hslO//ynjD//hofN//prpD//fau//accA//carA//rpsR//gapC//oppB//dinB//rluA//nrfE//yiaJ//tyrB//gabP//yaaU//nagB//aaeR//fliK//soxS//argA//bipA//dfp//narK//fimZ//ibsB//yfiC//ybjC//accD//rfaB//gltS//yiaM//ydjL//abgB//cas2//yajO//nhaA//torR//hflX//hyfA//prfA//mppA//insB-4//waaQ//sucD//gpsA//malF//glnA//pdxB//cheB//ygbL//casA//putA//glgA//yeeO//yfgO//rpoH//yadI//cobT//cpxA//dsbG//gadB//adiY//ttdT//tatC//marR//ymfK//cbtA//paoC//rmf//pgaC//ilvA//puuA//clpX//lon//bfr//rlmD//yfbR//bamD//puuP//rnhA//ybiV//secB//nei//ybbY//rplI//ydcM//lsrK//sgcE//yedA//yhbS//glpT//narU//hha//ariR//pitA//folM//polA//rzoD//ghoS//pyrH//greB//yqjH//dgcN//artQ//eamB//grpE//greB//evgA//yhaJ//ibsC//emrE//dsbD//fhlA//kup//pheT//mhpB//ynfF//recE//btuB//gsiB//dedD//ompC//proS//flgD//pagP//nagK//nadE//mdtO//bdcR//cysZ//pdxY//yfeX//sfmA//lptD//ybhJ//argG//ligA//nagC//rsmE//sfmH//leuB//lysO//dcuD//gcvH//manA//argO//btuR//scpB//selB//tolB//dcuR//moaE//dinD//nemA//mutH//gspI//eutR//cvpA//recT//rcsC//fliK//yhaM//mdoG//yahK//basR//pth//garR//putA//ugpC//nuoB//mgrB//alsC//yjbE//araG//ldcA//ibpB//yjbG//ilvH//mdoG//pphB//rep//fdoI//pinE//yjjQ//ugpC//dusB//yjiQ//gatB//ligB//rpmE//exbD//uspC//caiE//ycjY//fucO//brnQ//dacC//cspG//rlmF//rhtC//glyS//ppx//rplC//flgB//dgcN//sucA//ftsB//malP//bamD//polB//panB//metQ//ftsH//insK//yidP//iscR//tcyP//era//hisA//tktA//elaA//rclA//narV//yggE//rnlB//yebZ//rffG//gshA//flgM//ycjR//glsA//yfjV//hisM//mepA//hmp//dsbB//gsiD//casD//argI//yebQ//treF//gntR//hypF//speE//clsB//putA//lexA//ubiF//ybhI//ogt//rzoD//uhpB//msrQ//acrR//asd//sgbU//hisQ//menF//sohB//dppA//yraI//hisS//ldtC//ybjI//potC//ykgA//hscA//cusF//rsmH//xylR//gsiA//yceK//rutB//gabP//cyoE//aceB//emrK//ahr//astB//waaL//malS//rbsA//ycgR//pgk//tcyJ//yehU//yfgO//yagJ//uspC//ogt//selU//yibF//nirB//rnt//yfhH//yqeA//ydcT//yieH//atpF//mrdB//envZ//yggD//trpL//csiD//astB//agaW//xanQ//parC//fecB//evgS//sufD//bcsA//soxS//rpsE//lpoB//ulaF//nuoF//yahO//mnaT//yjiM//csgE//treB//lpxP//pfkB//rimL//gsiD//rhaB//znuB//sodA//dtpD//trxC//bioB//cadA//fadE//dnaJ//hrpA//dfp//ltaE//sapA//ccmC//polB//sdhB//tcyL//ortT//malI//rffH//ldtC//pgaD//thiI//ytfQ//iscR//ynbC//pdhR//ycjP//ynbD//gntK//nikC//ybaT//cmtA//lpoA//phnH//mglC//lpxC//uhpA//hypE//cbtA//eutD//gcvR//actP//ibpA//kup//allS//hisG//malQ//rzoD//narI//rihA//insI4//ettA//purT//dcuA//crcB//panZ//iraM//mdh//rlmL//elfG//norV//ispU//tsaB//rhaR//accA//zur//yihS//yphC//potE//ispA//dnaX//xapR//yhaO//rzpD//aes//mngR//frwC//aceA//uidA//pgpB//gltX//setC//pcm//gsiD//yfeX//mdtF//yjfF//pdxH//phnI//menH//ogrK//aroC//prmC//yhaJ//aroC//ftsX//frdD//frvA//gcvR//tbpA//glrK//baeR//yicJ//ftsH//ghrB//minD//yneL//chbR//aphA//nanE//fumB//rspB//psd//gshA//dsdC//rpsS//fimA//wecB//yfeD//yefM//moaE//prmC//rne//sbcD//ascF//kilR//yddG//rsmG//arsR//fhuD//greB//acpS//yfcV//insI3//pdeF//gpsA//ydcS//eutD//araF//rpsL//modC//hisA//kdpE//lspA//yneJ//plaP//maeA//ridA//speC//tadA//yohC//asnS//yagJ//pspD//araB//ycjR//flgM//rpmC//sapD//dcuS//citT//mtgA//ytfQ//gudP//maeA//xisR//ybcC//hha//oppC//clsC//yjiX//uspB//arsB//rbsD//sgcX//uof//yidP//yegS//rpsA//chpB//proC//trpC//casD//lpxH//pyrH//rsgA//xseB//yhbX//gltI//yraH//ybjG//rpnA//rcsD//priB//trmB//ycjY//degQ//leuD//ynaI//hemL//adiA//msrA//yfhH//srmB//artQ//yfeW//yccA//pepT//panB//rlmD//cyoD//pabC//ydcP//mglA//yhgH//mglC//rpsR//ecpR//yafQ//kefF//ybiS//yhaM//yehT//cyoB//ugpC//cca//hybO//soxR//hexR//fadD//metN//ecpR//codB//clpX//yhjA//tqsA//sbcC//yoaB//stpA//yfhM//gadE//flgK//dgcT//chpB//wzc//rbsB//fadA//rpmF//creC//lapB//yfbR//tolQ//tig//gltP//rfbC//mhpC//rfaC//artP//yohC//lgoD//oppA//
GO_0006140_6	atoC//ilvH//
GO_0006144_6	epd//codB//elfG//tcyN//tdh//nagK//appB//mocA//rnpA//rpiR//
GO_0006145_7	trpC//guaA//ccmD//yecS//
GO_0006146_8	slmA//yeaG//
GO_0006148_9	gstA//
GO_0006149_9	pspD//
GO_0006150_9	rpsJ//
GO_0006152_7	nirB//gnsB//aroC//lacY//fbaA//gntK//
GO_0006154_6	yqiG//
GO_0006161_9	ygaZ//
GO_0006163_6	uhpT//xylE//mipA//sufC//hisD//xylH//yjhC//accD//yfiR//cbpM//ybdO//ykgO//ftsA//rfbD//mlaD//pgaC//feoA//speA//ssuB//nanC//fur//cadA//glnS//upp//acpP//rplI//glgP//bipA//yiaB//nanS//yoeE//aas//yhbO//pdeL//dcuA//nrdB//argK//lysC//slyA//yajD//mrdB//fdoI//melB//tdcD//cysZ//ldcA//rarA//atpC//ftnA//fliK//yfdR//gntU//menB//yciF//
GO_0006164_7	hinT//frlC//fecD//lpxD//bioA//yiaO//yadG//ribD//ugpE//cmk//secG//kduI//ftsE//ybiA//ghoS//murF//mepH//cysH//apt//rseC//atpA//ppiD//rne//galF//bluR//yefM//cusS//yfcG//apt//yagE//ydeE//ybhR//ppsR//fiu//hofO//cobB//cadA//aceK//ihfA//cutC//
GO_0006165_7	leuA//tsaE//glk//cspG//artJ//trpB//rsmJ//malY//dppC//msrP//yfcR//ynfK//cydC//tusB//tap//oppA//cydB//nuoL//luxS//
GO_0006166_6	fkpB//murF//
GO_0006167_6	metH//
GO_0006168_7	malE//hypT//
GO_0006171_9	agaA//
GO_0006172_9	prlF//
GO_0006177_9	yajO//rsmF//yfaE//
GO_0006178_7	ghxP//
GO_0006183_9	yhgH//
GO_0006188_9	rfaH//osmY//ompG//yfcG//
GO_0006189_10	fur//intA//
GO_0006195_7	yraH//tus//
GO_0006203_8	xylE//speB//
GO_0006206_6	livG//gadC//glgC//abgB//pykF//asd//umpG//dcuD//ynfL//menC//yaiW//dapD//ahpC//flgF//iclR//dcuC//nusG//tktB//lysO//mscL//viaA//hdeB//dam//nagK//insA-1//ykgM//
GO_0006207_8	trmI//pdhR//yhaO//insH-5//ybhF//
GO_0006208_7	lsrC//dcuA//ybiA//cyoD//atpE//nhaA//insB-4//ibpA//yqcG//trmI//cirA//atpD//betA//
GO_0006209_6	gcvR//
GO_0006210_8	rluB//
GO_0006212_6	moeA//argB//pgpB//ygiV//mngR//srlB//rlmM//kdpC//mnaT//ygaH//fkpB//
GO_0006213_6	dnaB//tyrA//atpD//yibT//glpX//sgbE//yiaT//ssuE//aroC//mdtF//dgcZ//intZ//gspF//fliZ//erfK//lsrK//
GO_0006216_9	ycaN//
GO_0006217_9	fecD//
GO_0006218_9	prkB//
GO_0006220_6	cysQ//yjhB//rfbX//yeaV//ecpR//frvA//helD//yafC//acrD//talB//parC//ydeO//adeQ//ytfP//eutD//tusE//eamA//yhfK//ftsY//rng//
GO_0006221_7	rpmG//yfhH//tnaA//bamE//paaG//fixA//ydcR//hslR//yeiG//yafS//dcuR//thrA//ymgC//
GO_0006222_9	yidQ//
GO_0006225_9	rutB//
GO_0006226_9	mdlB//cheA//
GO_0006227_9	emrE//
GO_0006231_9	uspG//
GO_0006233_9	trpB//
GO_0006235_9	rsmF//
GO_0006241_9	ybcC//
GO_0006244_7	rpsO//fliL//ynbB//rbsA//corA//waaH//dmsC//
GO_0006259_5	metR//metE//alsB//sufS//yieF//nrdG//ymfK//ecpR//rph//tas//rlmC//queC//xylB//yeaE//yedA//sgcR//slt//ebgA//csgB//uvrC//oxc//queE//yeaD//ypdA//mdtC//ssuC//etk//eamB//yeeL//cra//ilvB//ytfQ//soxS//waaH//smpB//znuA//bioA//xisR//ydiR//ralR//galF//gspI//ompC//gntK//argC//yeaV//ydjJ//cusA//mqsA//narZ//rpoA//pnp//rplI//argA//ydeO//ascF//lysR//gcvR//slmA//malY//mntP//murB//gshB//nth//aceK//nupG//betB//kefC//kefB//msbA//hofC//sfmH//rplW//ygbM//dgkA//yhjG//livK//mscM//csrD//ascB//ubiF//gntU//yidA//insE-1//yjjI//cdd//lgoT//ybiJ//tatE//gcvH//rpmE//rplK//tktA//mscS//groS//bioB//trxA//mrdB//nrfD//rplT//yehY//murG//ykfM//pntB//yajR//pyrB//murQ//rcnA//rclC//bdcR//emrB//paaD//csdE//sxy//gppA//yihU//priC//rimK//gluQ//mntR//yebQ//ftsB//nrdI//tatE//topAI//exuR//tolC//rbn//eutD//rpsK//yodD//dgoD//lysA//torC//arnE//lgt//insE-1//rpsS//aroH//ssuE//cysG//yiaO//waaG//trpGD//pstB//panB//menB//zapA//
GO_0006260_6	kdsB//cpxR//bglX//chbB//thrL//valS//ilvA//hsdM//artQ//yjhP//yobF//rplF//agp//sucB//yijE//gudP//hypF//chaC//rng//pheS//elfA//
GO_0006261_7	crl//hypB//ydeO//puuA//rpmJ//yhaV//ubiA//atpE//aaeB//selU//rsfS//mdtO//
GO_0006265_6	hcaE//ubiF//nikA//sucB//ligB//
GO_0006266_6	nrfC//aspC//ldtE//
GO_0006267_5	rpsL//
GO_0006268_9	phoR//ibsE//argH//
GO_0006269_6	narY//
GO_0006270_6	aldA//pdeF//hcaB//menH//sdaB//hycH//
GO_0006271_7	xylE//mpaA//ygiV//
GO_0006274_6	abpB//
GO_0006275_7	rbn//frmB//fabI//gatD//hyfA//raiA//moaA//secA//mqsR//
GO_0006276_3	dcuC//rplP//rnhB//yjjG//ycjD//recJ//wzb//opgC//
GO_0006281_6	fdnI//yobA//nikB//hcaR//dpiA//wecA//malE//rutG//waaY//murA//lysU//torY//phnC//arfA//rlmH//kdpA//ycfL//cynS//tdcB//nagB//rhaA//zapB//yhjX//cedA//hcaE//malG//iscU//hisA//ytfP//ftsN//fimD//glsA//yahO//ygcO//nanE//priA//melR//yciV//htpX//proB//nrfD//lolD//sufB//cbtA//yfeO//arcA//xylE//mnmA//tamA//sbmC//yneJ//yieF//galR//iscU//yebS//
GO_0006283_8	glcD//
GO_0006284_7	topA//elfC//adeD//rsmE//trpB//gcvR//
GO_0006285_6	yiiE//ybdG//sucB//mmuP//sxy//
GO_0006288_8	ybhP//agaA//
GO_0006289_7	cobB//ccmH//
GO_0006298_7	flgD//dtpC//trkG//sxy//hxpB//ttdA//artP//tehB//gpp//rimJ//
GO_0006301_7	fcl//yjbG//cpdB//ynhG//
GO_0006302_7	citG//nimR//sgcX//rfaQ//sdhA//fabD//norV//glsB//mmuP//
GO_0006304_6	malZ//plsC//rfbC//argH//apt//ybeY//rfbC//dsbD//ydcR//
GO_0006305_7	pitA//sgcB//ycdY//exbD//
GO_0006306_5	lapB//artI//insB-4//gltD//
GO_0006307_8	tcyJ//uhpA//hflK//rplY//alkB//
GO_0006308_6	ydaN//glnP//yidK//argB//ygjH//flgG//pspG//dsdX//tyrB//galP//wza//lacY//
GO_0006310_6	spy//yedL//holB//uacT//rlmB//intZ//thiG//leuE//hyaD//pheM//bamB//galE//osmY//rssB//rbn//ulaC//rluD//glnA//hisH//gsiB//nanT//caiT//amiD//proB//hicA//allD//ispF//cueO//cvrA//prpC//mtnN//epmC//tcdA//lipA//hycH//slyA//csgA//fieF//cecR//xylR//atpG//yjjQ//tehA//
GO_0006313_4	yhaJ//fecB//appA//acpH//cysW//ibsC//rlmC//
GO_0006323_7	galF//
GO_0006325_4	mdtM//
GO_0006351_6	fetB//pgl//ldtA//tpiA//sucC//aes//cbrA//recF//nrdA//menA//bamE//yjaA//rsgA//acpT//rplI//dppF//murP//recE//acrE//aceK//hofC//ymdB//yahN//dkgA//ppiA//ilvI//gcvP//paaF//clpB//kduD//cydC//xthA//emrD//rnd//yggW//ynbC//fepG//yafC//ydiB//yeeA//lpxT//intF//bioD//viaA//ompC//mdtA//malP//lpxM//intA//ulaD//ydiQ//ygiB//torC//ligA//rstB//grpE//mdoG//nuoM//modC//yijE//setB//phnK//yoeB//higA//yebQ//mrcB//prmA//yhdH//yehP//hcaT//mntP//crcB//cbrA//caiD//nirB//cysB//deoD//tabA//ybaE//gloB//potF//cas3//mglC//etp//rlmD//caiD//yfeD//bipA//pcnB//acpT//yqgF//mglB//yafO//cobU//map//mdtM//bcsQ//nuoI//wzc//sfmH//proX//aspA//ygjR//ubiD//aes//yihX//yoeB//arnF//rstB//hflD//katE//cspD//citX//ddlB//recF//mutY//hinT//waaF//moeB//
GO_0006352_7	caiT//yhjV//cusC//chiP//
GO_0006353_7	ydiO//dapA//
GO_0006354_7	pdeR//manX//yccA//
GO_0006355_7	lapB//aaeA//lipB//yhbX//ilvC//ydiK//marR//sucB//waaO//zur//mpaA//yjiA//yfbV//dfp//rseP//fepC//xerD//ybgI//dcuS//ydiQ//pspF//glnE//aroK//aspC//ydeE//ybdO//yieE//fryB//fucK//btuB//sufA//gph//yagJ//yhjB//cyoB//lysC//recN//yihO//ydeI//tsf//plsX//yeaG//garK//rsmJ//acrZ//ribE//ybjG//ybjX//accA//murR//malF//flgF//pstS//ypdC//mog//dapA//alr//nagD//arcB//yqaE//insA-2//rluE//rmuC//pyrL//crfC//yehW//glpF//dpiB//manZ//csgE//nepI//manZ//nadE//dapB//ybeQ//flhC//oppB//yegD//lapB//pstA//speB//uhpT//melR//cynX//yceK//yabI//mgrB//fepE//rpsI//znuC//napA//trmD//yojI//patZ//lptF//dsbD//lgoT//rutG//yfdK//ymfA//fecC//rplJ//hmp//moeB//ybaQ//hcp//aaeB//accA//lolD//guaA//udk//dgoT//lexA//mog//sfsB//rpmA//adeP//dfp//potC//guaB//menH//thiC//spy//ftsN//yadN//flgK//kdsA//ddlA//udp//yehT//chbR//ascF//glcD//torZ//hemE//dnaT//rarD//guaC//gabP//aaeR//surE//ynbD//mlaF//ivy//tcyL//bioD1//ccmC//holC//paaA//yceO//tatD//sohB//yedF//rbn//prfC//mlaC//yigB//yphB//patA//sfmC//ycjU//radA//btuD//rnd//dsbD//sxy//thrL//malF//mltB//yqgB//rcsA//bhsA//nepI//elbB//yeaG//hyaB//potG//motA//mgtA//mdtE//dsbG//yqeF//gatD//agaW//emrE//panF//ldrA//rhaA//mqsR//ybjN//ybdH//dcuS//rpsK//yfcQ//manZ//entC//gsiA//fau//yidQ//sgrR//eamB//yfiC//ybhR//ybaM//yfbV//chbB//ycbU//flhC//ribF//accD//yeeL//yjbF//gltK//psd//kdsB//galM//abpB//yiaA//cbeA//menD//entB//narX//rfaB//ybcM//uidR//chaC//yegV//cysI//moaD//rfaG//hdhA//mliC//rpsK//yeiE//zraR//macB//rbsC//ldhA//fixA//dmsC//paaC//moaB//glnP//sapF//ybhI//bioD2//mdtC//rarD//mnmA//yhhT//rcsC//rhmD//ybhF//menB//purD//emrK//msrA//rlmE//yggN//rpsG//glgB//
GO_0006357_8	abgT//
GO_0006364_9	glsA//pyrG//msbA//pitB//folD//fur//nrfC//ftsL//treC//srkA//potA//gutM//paaG//zupT//scpB//dcuR//fur//trkA//rplD//dcm//cysH//ycaO//yfcS//ypdC//rsuA//phnI//zapD//ispU//valS//yihS//entF//hsrA//tatE//fsr//rnc//emrB//ispF//ccmD//aspC//rsmC//talB//arcC//metQ//
GO_0006378_8	cobB//crl//
GO_0006379_8	ompW//
GO_0006382_8	dsbC//
GO_0006396_7	ssuC//iscR//gloB//malE//fucP//amyA//aroD//glnB//trpD//nagB//nadC//fpr//dtpA//mutY//sbp//treR//yhjG//lptD//sufD//speA//chbB//arfB//eptA//ilvI//sgcX//recF//yihR//rbfA//ydiP//galM//mglB//mgsA//flgM//mdtM//hxpB//ycfJ//recA//ybbW//hemH//ydcO//shiA//mpaA//ygjR//ynhG//ydeT//umpG//plsX//atpD//pepT//rpsQ//idnO//mdfA//sufS//lplT//lysS//dcuB//bepA//ybhA//yhiM//sbcB//rsmJ//sfsB//holA//yacG//glyS//uup//rpoA//bglF//nuoI//gpr//dkgB//yjbG//rsmA//glpR//cydB//adiA//menE//hybD//rluC//mrcB//argE//rho//malP//ftsN//ftp//appC//cirA//yfcR//chiP//pagP//gyrB//dicA//pepN//sufC//ravA//rplJ//manZ//intF//ansB//eptB//eutB//ghxQ//
GO_0006397_8	yjhH//ybiI//purB//
GO_0006399_8	ftsA//phnI//sapC//nrfB//cobS//ogrK//pfkB//lpxD//dinG//wzzB//yihO//yggF//ansA//moeB//ansA//nuoL//gloA//thiP//cnu//groS//aes//oppF//serA//fdnG//ribF//csrA//sfsA//gntK//exbD//yccA//tusE//rplE//yfbS//arnE//napD//pckA//perR//lpxC//argB//intE//fliG//ycbX//insI-2//borD//tehA//basS//rcsF//pflC//appB//acpP//rseB//clpS//dgcM//hisI//hycB//lptF//norR//ilvC//paaG//entC//lepB//copA//yejB//fruB//prs//ispF//fnr//mdtC//dacD//cynX//agaS//adeD//speF//ybcQ//mug//fimA//spoT//nlpA//arsB//ugd//cydD//rpnC//
GO_0006400_7	ycfJ//dtpA//aroL//sbcD//mhpC//paaG//fixA//galU//lysR//hisB//yjjW//ybaL//tmk//mdtB//sapC//yajD//yfeO//fadB//cdaR//pdeD//fetB//yahO//aspA//alkA//mglC//menE//yebQ//hflK//cysG//yjgX//lptD//argI//nrfG//dcuD//rcdA//yhcD//uxaC//purC//gltK//fic//ada//plsC//hupA//potH//holB//nadE//hexR//mepH//puuD//
GO_0006401_6	pgaB//glnS//emrE//hupB//cyaY//lldP//citC//rffC//tktA//bglA//tusA//yhgF//flgC//flgG//ddpX//fadK//yjjG//ydjH//truA//rpmE//rfbB//purU//
GO_0006402_7	ccmC//tusB//selD//lexA//serB//zur//insA-2//queC//rpe//radA//tynA//
GO_0006412_6	recN//agaC//sgrR//yehC//ubiJ//fkpA//kch//cstA//flgH//pdeR//ybbN//sufB//mpaA//appA//hycI//csrA//cynT//prkB//intF//rhaB//kdgK//cysW//queA//yqcG//pykF//setB//rpmF//hrsA//gatA//argH//bglF//edd//hycA//astC//matP//barA//zapA//pldB//fixB//sad//gshB//yceK//folP//dtpA//aroG//aroC//ypdI//lyxK//rmuC//acnB//ygiB//
GO_0006413_4	mscK//malY//mdtQ//
GO_0006414_6	purF//rpmF//casB//yadG//yegV//ygjK//argB//cstA//trxC//
GO_0006415_7	opgH//pdeR//yadG//priC//yqcG//nagD//abgR//
GO_0006417_7	eutN//ihfB//yfcA//mqsA//chpB//yggF//cynT//fsr//cho//lysP//glnH//add//kefF//yaiP//elfA//satP//fepB//sapC//gsiA//ldrD//glsA//nagD//lacY//cas3//glvC//bglH//cysI//tgt//dcyD//ndh//add//mtlR//yedF//yhbX//tus//ycfH//pstB//rpsH//argP//
GO_0006418_7	secD//pliG//murD//cspD//pcm//lrp//hyaC//selB//mlaD//speC//baeS//galM//torY//bepA//ahr//agaC//secB//yneJ//dppA//nhaA//secD//ybiT//surA//tsaC//pspG//
GO_0006419_8	trpA//
GO_0006420_8	eco//
GO_0006421_8	orn//
GO_0006422_8	mutM//
GO_0006423_8	frwD//
GO_0006424_8	pdxH//hofP//
GO_0006425_8	cpxA//
GO_0006427_8	pabA//
GO_0006428_8	pgrR//
GO_0006429_8	yagE//
GO_0006430_8	bamE//pspA//
GO_0006431_8	yphB//
GO_0006432_8	kch//csgG//
GO_0006433_8	thrA//
GO_0006434_8	yccS//
GO_0006435_8	yccX//
GO_0006436_8	mltD//
GO_0006437_8	tatB//
GO_0006438_8	panD//
GO_0006446_8	glcC//yihP//ypdA//ycjP//atpB//iaaA//citX//
GO_0006448_8	yihX//dsdX//rimO//fixC//torC//
GO_0006450_4	rluE//dppB//umuD//gudD//yjhG//sfsB//sfsB//opgE//atoC//gltS//
GO_0006451_7	narP//
GO_0006457_3	yahF//der//nhaR//zapC//cysN//kdsD//tktB//lolA//chbF//opgG//rbsC//surA//yihL//yehP//yegD//prfB//ydfH//yqgB//rbn//ugpA//ilvL//avtA//envZ//marA//kefB//mhpR//fucO//lysU//trpC//gabT//fbp//ycjQ//gadA//hflX//accD//hybC//argR//kefC//yfdS//srmB//
GO_0006458_4	pstS//ppiD//kup//malE//amiD//fdhD//lepB//ycgR//
GO_0006464_6	dgoD//rcsC//ygaZ//hcaR//lpcA//yfhM//htrE//xdhB//yciK//bglA//yeeO//waaO//kilR//dgcZ//yraK//wecA//casB//menH//yacG//yagG//ogt//mdtO//cpdA//secY//yrdA//yihP//prlF//opgG//potH//ttdR//agp//yadC//fetB//idnT//rpsN//opgH//nrfA//gloA//rlmL//hlyE//lapB//yfbV//feaB//phnN//nadD//mcbR//menF//fadA//ydeI//hycA//essD//murF//secG//dnaN//rusA//rplI//torY//kefG//pflB//livK//hyfR//alkB//yiaU//cobS//cvpA//tauA//ybaL//iscX//yhhZ//pinQ//ompT//uidA//trpD//elaB//preA//tyrS//bioD2//cspA//rpnC//yagF//ykgO//gspE//nrdB//waaA//kdpD//ibaG//hemF//atpD//dcuR//speA//uxaA//nrfG//nupX//topAI//priA//ahpC//lysS//treR//argS//mglA//yehW//yfeR//nirD//mglC//secF//gmd//yahD//ynjD//clpA//murG//ulaA//potG//tehA//bamE//afuB//hfq//gstB//yeaG//ttcA//zapB//ais//cycA//fdhE//nagK//modC//pdxA//tnaC//treF//eamA//copA//elfA//narG//sufD//mazF//nuoN//nagK//aceF//dgcM//gcd//ung//shoB//nimR//
GO_0006465_6	gudD//argF//yfdS//
GO_0006468_7	yebQ//ridA//metL//recD//rraA//prfB//gntT//yqjI//ispB//ynaE//phnG//pgaA//pntB//serB//yciA//potF//exoX//cysU//kilR//pdxA//lysC//ycbB//tnaA//uxuB//rseP//araB//purR//feaB//hybA//hisM//arnD//cyoC//yidC//yaiV//pheM//waaL//atpB//ribA//pykA//mdtM//hycB//nrdD//lasT//msrA//rtcR//flgI//queE//ybaO//ravA//ydiO//gdhA//rutC//moeB//
GO_0006470_7	ldrA//yibF//ibsA//dsdA//opgB//cobB//dsdA//nfi//lpxM//tsgA//hycB//hisQ//sufA//fhlA//mrr//hycH//
GO_0006473_8	emrB//puuP//wecB//rluC//eptA//iaaA//uspB//nadD//gadB//dctA//gatA//yjeH//
GO_0006474_6	mioC//yfeX//ygeX//nrdR//ygbL//
GO_0006475_9	nanT//proB//
GO_0006476_8	ldrD//yceK//allR//
GO_0006479_5	gntK//mepM//yaaU//pitA//yhjV//rhmR//ispA//kefB//
GO_0006480_6	dmsC//
GO_0006486_5	fic//
GO_0006490_5	ydeE//
GO_0006497_7	lepA//
GO_0006508_5	sfmD//thiM//gph//dhaL//mscL//map//lplA//purN//yhiM//carA//moeA//ycaN//pinE//mliC//insI4//rng//nadE//yihW//ycaN//rpmA//sodA//narW//paaF//hyaA//dhaL//paaA//hflX//yqiH//pth//upp//yagI//yeeY//gntR//rsuA//hcaF//yggT//alsE//lnt//ygaV//proP//hyfA//focB//ralR//zinT//yrfG//mdtE//malS//mntS//glpX//dicA//fadI//cutC//cirA//glnP//glk//
GO_0006515_7	tdcE//flgH//tag//mreB//
GO_0006517_6	sgcX//hemC//xdhB//nei//
GO_0006518_5	hns//mcbR//flgF//pgaD//mcbR//cpxP//kdsA//fruK//fucP//uup//yjbB//znuA//sufS//bdcR//rzoR//ligB//ccmC//qseC//gudD//cysQ//phnN//uvrY//yhaC//rpsI//yieF//kbp//nfo//acrD//ybdN//pinR//hofO//cysQ//ubiI//xerD//patD//ascG//adeD//glnQ//yfgO//garD//ydgA//dnaX//cysC//gmd//fepE//hyfR//iclR//mraZ//ycjR//znuA//rlmJ//groL//ybgQ//argK//lolD//yafN//purB//adhE//cynX//lptG//ibsE//rfaH//sfmA//frlA//rffH//adhE//allR//malG//lrhA//csgG//nrdB//dctA//envC//fadJ//carA//yegD//yfjV//
GO_0006520_4	ruvC//cutC//paaJ//yeiL//gluQ//puuD//cynS//citC//thiC//potB//efeO//ygfI//ygeW//plaP//araC//fucI//btuC//citT//glgS//pgaB//uidA//modA//mqsR//astB//ebgA//pstB//tcyJ//sbcB//rspB//tonB//iscS//speD//yqiJ//fruB//pnp//cusB//acpH//cynT//ydhQ//gmd//glcE//mdtQ//csgB//pntB//eutR//ydhQ//mzrA//tnaB//yjhP//nudB//phnC//solA//tdk//rsuA//ompF//yqaA//sdaC//yqiH//purB//purT//cheY//ydcZ//araA//csgD//ghxQ//feaB//chpS//lolA//fliZ//yfcR//tdh//yhjV//secF//tauA//eutN//yhgH//ymgF//holB//mmuP//xthA//rplE//flgH//nikD//priB//dps//yfaL//dbpA//dxs//secM//glpA//uvrC//mrdB//fadL//ccmH//yeiE//rsfS//aroA//ttdR//ybjL//mdtF//waaC//iap//ydbK//lyxK//zipA//frdC//ygiB//pdeF//yaiP//ygiN//yoaA//paaF//rplF//lgoR//alsK//tas//yhjA//dmlA//mipA//phoA//fdnG//dhaL//agaV//cynS//yfbR//tmk//cmoM//fliS//yjbG//ispF//insH-5//rsmE//proV//ulaG//waaL//nrdI//rplQ//plsC//era//tatA//yfcR//gcvP//flgA//perR//mdtL//ttcA//yfiE//proS//iscA//glgB//hcaE//rtcR//ftsE//rluE//glnB//hyfC//ulaG//glsA1//argF//ggt//hcaD//rplX//yihO//flgK//mrdA//argB//paaJ//gcvP//rzpR//btuC//dxs//rsmG//appC//dsdX//trmD//sohB//menI//elaA//crcB//paaX//clpB//uspC//gfcE//rpoS//gldA//ettA//yjbH//elyC//prs//adeP//radD//hisC//ykgM//paaZ//aroL//tnaC//fhuF//ybeQ//nadD//ilvB//phnO//nudF//
GO_0006521_6	paaF//gntK//rlpA//
GO_0006522_7	ydcR//emrB//sfsA//yfbR//sstT//cheB//bglF//
GO_0006523_8	sdhB//nadB//appY//yhbY//
GO_0006524_8	bioB//yahD//hslR//
GO_0006525_7	kdpA//alpA//hofC//rseP//ileS//manY//sfmD//symE//ydhC//yjbF//yagJ//hlyE//sdaB//yidQ//gltK//ubiE//ypdA//entA//dcp//paaD//glnA//
GO_0006526_8	csgD//narQ//potB//mepH//ispF//ushA//hdeA//yhjD//betB//narG//ydfH//yagU//dcp//
GO_0006527_8	mhpA//dsbG//gatY//yjiQ//ynfL//srlR//yqjI//yqiJ//mhpA//
GO_0006528_6	fadL//leuB//trmB//ftsW//
GO_0006529_7	xerD//yhjC//
GO_0006530_7	gloB//glsA1//
GO_0006531_7	yahF//deaD//glnB//allC//yddG//hscC//ynaE//glnQ//
GO_0006532_8	lnt//arnF//
