#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	dtpD//fdx//glrK//gnsB//
GO_0006139_4	yagI//recE//cbpM//glnQ//fhuB//manA//xapR//prlC//yaaA//qseC//yneL//xylA//sbmA//rimK//yijO//gmk//pppA//ung//tsaC//acrB//abpA//panF//malI//fucA//rplM//panF//ibsC//minE//xanP//pinE//pal//torR//borD//crp//mraZ//mlaD//dapF//yqgB//ansB//hisD//yfaU//fucA//yqhC//ybcQ//rapZ//insI4//ttdT//dgcZ//frlA//rzpD//yjiX//eptB//cysU//clpS//frdB//yedF//yieE//crr//yggE//lpxP//yoaA//yoeB//rihB//aroE//alaE//nac//queE//caiE//yibA//ydjE//recJ//lpxC//coaE//yjjW//moeB//prpD//deaD//zraR//frr//ompC//mliC//nadA//yehW//fhlA//yedF//sgcE//glsB//glxK//puuB//fetA//galE//phnI//rrrQ//sufB//pepD//murF//yjhI//pitA//folE//nuoN//atpH//ydcR//cdaR//glmM//tnaA//alkA//yfeW//casA//fimD//truD//ortT//yehT//mtlR//murI//secD//rpmA//cbl//hflK//fumC//cdgI//rimO//uxuR//pgpA//mzrA//cspI//murG//cadB//thiP//nanC//dgcT//aaeR//rmf//mepH//dgcZ//ftsZ//sufB//yiaU//entE//hexR//mdtC//rutA//fadE//menF//ubiE//lplT//ybiH//ycjY//csgD//ascG//yciA//allS//plaP//yccX//mtlA//sohB//opgE//yiaU//dhaM//rssA//ssuB//zapA//gntR//rpsL//bglJ//trmO//srmB//mtn//agaW//tsx//yqcC//yciV//dgoK//cytR//ycfL//pyrF//argT//bipA//lpcA//ompG//hofP//nudG//folE//comR//entF//nemR//ibsB//zapE//rbn//idnO//rhoL//srkA//ispU//evgA//gcvH//tyrR//queC//kefG//yjeI//kduI//nanA//rlmM//gadW//lapA//yqhD//yiaA//rpsR//livM//xylH//dppC//yqeG//mtlD//higA//narP//scpB//yefM//alsC//cpsG//hypC//yihI//lipA//rnt//yjcS//fimD//nrdF//rpsR//guaC//sdaC//rseC//aroP//ruvB//yjeH//elaD//yoaA//hexR//nikC//argB//dhaK//hfq//frvA//bioB//narV//mreD//nepI//ralR//artM//ugpB//bhsA//acpP//psuT//hycB//yagF//trpL//hflC//livG//pbpG//aidB//argH//bcsA//fumA//pliG//cobB//agp//smpB//yhjR//citX//trxA//yodD//fbaA//paaF//ompL//phnG//dtd//atpG//nrfF//dgoR//gntK//phnI//rpmG//hisA//ybjG//yddA//metL//motA//hypF//mscS//ampH//glcE//yeeA//preT//atoS//yddM//yobF//rcdA//pspF//glpG//zapD//nmpC//lpxT//dgoD//flhC//phnJ//manX//zntR//yagG//gnd//accB//tyrS//nlpA//hha//hyaA//rffM//yfeX//yciF//lpxM//hycI//cusB//yiiD//rhlB//cmtA//rpmF//fliM//pdhR//insB-2//mepA//rplT//yjhH//rho//secD//insK//yidP//relE//essD//araB//mgrB//hemN//yfcF//yfcQ//adk//mrcA//mnmG//yjiY//ygfX//ydgA//hyfC//nupC//patD//phoP//sapF//pheS//qseC//yeaE//rbsC//yafN//glpX//ssb//allS//yfcR//elyC//fre//secG//flgF//ulaB//osmY//tadA//prs//wecB//yeiL//paaB//rrrQ//alkB//flhA//arnB//frdD//treC//cytR//gpp//ilvA//sufS//ydcO//tamA//umuC//rihA//aroK//chaC//yfdC//dps//ligA//murR//ydiV//yehT//cmoB//ulaF//radA//nudF//rhlE//slt//hsdM//pdeK//ftsZ//apaH//mcbA//cbeA//phoB//sapB//evgA//dinB//uvrC//gltP//hexR//grpE//rpoA//mdtK//dkgB//rbsC//epmC//pspC//cbeA//pdxY//mntS//lptD//lpoB//pabC//tilS//aidB//yieK//ynbD//ldhA//ybhD//yaaJ//ulaD//iraP//ansA//ycbU//lgoR//arnD//yjbG//dut//serS//yddA//dapF//flgI//dapD//rimO//yfdO//potD//mnmE//crp//gcvR//ytfR//trpC//priA//flhA//groS//trmD//garD//polB//glpR//rpoS//pheM//ydeE//glcD//gpsA//fixB//idnT//wecE//glpK//casA//sgrT//idi//rffG//rluD//yhdJ//hmp//kch//gyrA//sgrR//yjjI//rzpD//hybO//essD//cbl//mltC//ubiJ//yhdW//yoaA//potB//roxA//nemR//fadA//focA//glmM//yjbF//iscX//matP//paaG//potF//hcp//phnG//ldrA//rimJ//ridA//osmC//acpP//ravA//stpA//glnQ//minD//casE//cysD//ybgP//yjhI//xerD//rihB//cstA//srmB//ompL//mtlR//secB//arnB//ydaV//yraK//clpA//paaE//folD//hemE//mdtA//mzrA//argA//yafE//thiL//btuF//gltI//yidR//opgG//hypC//ychH//rplS//cysG//cyaY//pcnB//serA//ilvB//tauA//add//aspS//glcD//mepA//kdsB//nanR//hflX//nrdG//aroH//grxD//hsdM//tdcA//idnK//elaB//rbsC//nadK//paaZ//amtB//bssS//envY//spoT//yfiC//fhuC//kdsA//treB//ybcF//deoB//yrbG//rbsR//rlmI//trmJ//bioD//gudD//edd//mhpC//recR//ycaN//phnL//nuoL//sucB//cysU//pdeD//rutE//ihfB//puuE//iscR//ariR//ftnA//cra//lpxB//gabP//mppA//yegS//psuT//ybjG//rpsH//yieE//mraZ//yehW//lldD//acrF//ubiC//glcC//glpR//hupB//hflD//waaF//mdtF//lptB//trpA//
GO_0006140_6	pck//rbsD//
GO_0006144_6	yibF//gdhA//nupX//ydcO//allS//holC//rdgC//nanR//yjbG//melR//
GO_0006145_7	rseC//aroC//ihfA//ypjD//
GO_0006146_8	bcsQ//ytfE//
GO_0006148_9	ruvC//
GO_0006149_9	yphB//
GO_0006150_9	dgoK//
GO_0006152_7	glpR//tehB//yhdH//yhgF//apaH//yhbS//
GO_0006154_6	yccA//
GO_0006161_9	rihB//
GO_0006163_6	mltA//rpnC//glgA//tabA//cheW//essD//map//hybA//lpxM//yebC//yjjV//pheM//tsaE//paoC//yidL//gltD//glpX//hyaD//hxpB//secG//rplB//yeeA//sfmA//ycfJ//iap//waaQ//gpp//decR//gmhB//thrB//garL//yjjI//tolB//yggD//fdhD//mhpR//cysZ//xapB//srlA//amiA//casD//argD//ybjX//yedX//menE//dinD//yqaA//uof//arcB//emrK//sapB//yjgX//ybhG//yihI//
GO_0006164_7	caiE//torI//tauB//kdsA//thiG//malK//ompT//flgI//dpiB//agaI//ompF//ralR//intZ//rnlA//argE//atoS//minD//yiiE//nfuA//torA//mnmA//aspC//cvrA//ygaZ//moeB//entF//yfaX//katE//yfhH//ftsX//abgT//agaS//hisF//yeiG//frvA//thiE//intF//lysR//ygiS//hypC//
GO_0006165_7	spy//thiC//murD//rclB//yraR//yciT//ibsA//holC//sgcA//artI//lysP//ycjP//rimI//fepA//glpB//sbmC//glpX//potI//fabI//
GO_0006166_6	glnB//dctR//
GO_0006167_6	casD//
GO_0006168_7	opgD//hicA//
GO_0006171_9	lysR//
GO_0006172_9	rrrD//
GO_0006177_9	yaiP//lpoB//sgcX//
GO_0006178_7	tsaD//
GO_0006183_9	tadA//
GO_0006188_9	ytfP//nuoN//lpd//lptD//
GO_0006189_10	sapC//phoP//
GO_0006195_7	ppiA//nuoI//
GO_0006203_8	acrR//truC//
GO_0006206_6	iraM//rapA//hslO//yadV//uup//sgbE//melA//sbmA//pdeH//bioH//caiD//cheZ//trpGD//argS//yfaV//yjhP//lamB//aqpZ//uvrC//bepA//hdeB//fre//agaA//ghxP//livM//livK//
GO_0006207_8	pdxY//pgpC//fdhF//rihC//grpE//
GO_0006208_7	ahr//wcaC//ptsH//yobF//pabA//yidK//torY//msrQ//fecA//citT//tsaB//sdaA//bdcA//
GO_0006209_6	htrE//
GO_0006210_8	narU//
GO_0006212_6	cdaR//flhC//gmd//phoU//metH//ydjL//ilvH//galS//prkB//argI//deoD//
GO_0006213_6	queG//ftsK//trmJ//mnmA//argA//tolB//zwf//rutC//frmR//ppx//yahO//mutY//lpxT//ydiZ//kbaZ//plsB//
GO_0006216_9	pgm//
GO_0006217_9	udp//
GO_0006218_9	matP//
GO_0006220_6	ygfA//dctR//rapA//yddG//accC//recR//yggF//rmuC//argI//recQ//hisH//yciF//hcaE//fecD//yhbY//casA//phoB//acpP//symE//xthA//
GO_0006221_7	hemB//glnE//pgpA//uxaB//yiiD//narV//hisF//ycjY//argA//fixA//yggP//elaB//yidQ//
GO_0006222_9	appC//
GO_0006225_9	yhhT//
GO_0006226_9	yaaY//lptE//
GO_0006227_9	topA//
GO_0006231_9	lysS//
GO_0006233_9	raiA//
GO_0006235_9	rarA//
GO_0006241_9	ycjP//
GO_0006244_7	astC//lapB//lpxK//syd//hxpA//def//exoX//
GO_0006259_5	wrbA//pyrL//rffC//paaJ//cobS//rpmB//ycaO//pgl//yiaL//rpsS//tap//dgcT//pck//torR//ccmD//pflC//bcp//rfaG//cyoD//rcsC//tcyJ//glpG//sbmC//gatB//mdtP//menC//araC//torR//gltP//pdeF//ymgA//mutY//rbsB//narQ//frdD//yihV//cirA//efp//rfaD//ygeA//crr//rsmE//pepN//hrsA//rsmD//fucK//ulaD//selA//leuC//rhlE//malK//smrA//mltA//trmL//bolA//iclR//yhhT//cmoA//yebS//aspC//yajR//ruvA//ydaV//apaH//ibsC//fimI//ydiR//tap//yhdH//yjcS//alr//sapA//sufB//tisB//ybeQ//sbcD//alr//yafN//rusA//znuB//rof//glsA1//rclA//potH//cysQ//phnK//murI//cheZ//viaA//intF//fepC//yigB//yhjA//trpL//dsdA//hupA//yidQ//mioC//scpC//pheS//rfaQ//opgD//osmC//mdtK//pncB//lacY//yahB//yidD//ulaB//msrQ//pabA//rhmD//gloA//iraM//sdhE//argO//mltD//ycjP//entH//fabZ//fadB//paaG//uxuA//rplK//ybiX//argE//fabR//asnA//ycjU//sgcX//dcuA//rhaT//ycaO//ssuD//mntR//rlmA//ygiW//exuT//yejB//mtgA//yaaU//pinR//rimO//fliG//nuoI//ubiB//cspA//dadA//
GO_0006260_6	mltB//betI//mutT//nagE//rpnD//ydcI//dppF//copA//rplO//pnuC//ydcZ//fadM//nirD//cysG//marA//ccmH//yfgJ//lldD//gatZ//fabG//yafS//
GO_0006261_7	ybcF//sdhD//trpL//ftsB//clcA//yqiJ//arfB//bfr//ychH//gluQ//gor//yajO//
GO_0006265_6	asd//yahN//ttdR//hypT//treA//
GO_0006266_6	citE//fepD//yhjV//
GO_0006267_5	phnN//
GO_0006268_9	ftsL//pinR//evgA//
GO_0006269_6	uvrD//
GO_0006270_6	truB//torS//pdeR//yfaX//pnp//murQ//
GO_0006271_7	tatC//rpoS//rffT//
GO_0006274_6	obgE//
GO_0006275_7	fixB//nanC//cas1//nanR//ycbB//wzc//hipA//ldtE//cpxR//
GO_0006276_3	focB//yheT//nadK//nth//ilvC//moaA//copA//tar//
GO_0006281_6	pmbA//paaG//intZ//yqgF//lrp//pstA//gadC//pgi//mltD//artI//ydaV//polA//nadC//radA//glnA//fabH//emrD//aceA//dnaQ//rodZ//topAI//recX//livK//yahF//ybiT//rna//ssuE//bhsA//fes//fryC//oppC//yiaM//garP//malP//narX//dinD//ydcP//nuoI//frmB//alkA//ynfK//uvrA//gntK//dgcF//pyrB//ppsA//narQ//murQ//nrfA//glcE//ravA//zapB//yhcD//ybdN//ompW//
GO_0006283_8	gshB//
GO_0006284_7	rplR//ispA//tisB//glvB//nagK//argP//
GO_0006285_6	menI//yccS//ligB//dnaC//phnO//
GO_0006288_8	topAI//mug//
GO_0006289_7	oppF//ilvD//
GO_0006298_7	ivbL//topA//bssR//mreB//sgcR//glnA//gntR//adeD//yggX//rhaR//
GO_0006301_7	hybO//tolC//hslR//priC//
GO_0006302_7	trpC//lpoA//pyrF//rcdA//ybaT//ompL//znuC//oppF//yeeJ//
GO_0006304_6	eutK//iraD//yahK//yefM//dinI//acs//sfmC//kdpA//kdpA//
GO_0006305_7	envC//ccmC//nupC//yebK//
GO_0006306_5	rimM//xanP//chbF//cobU//
GO_0006307_8	fklB//surE//pgaA//otsA//dsbA//
GO_0006308_6	psd//betI//casD//era//araD//yebG//ugd//skp//ydhQ//torI//yiaU//yfcU//
GO_0006310_6	fimD//yddL//srmB//hisS//tauB//panD//fmt//rplB//fimA//aldB//purA//coaA//hcaC//iscA//ygfI//treR//livM//queA//bluR//dsdA//lysS//ada//potC//allC//nikE//fecB//ftsQ//ynbB//dhaM//cysK//uhpA//ubiI//queC//selA//lacZ//yebZ//ykfI//lit//kdgT//puuR//rpmF//polB//yghU//
GO_0006313_4	ydcO//rutB//rutG//yiaL//alaS//rffM//yigL//
GO_0006323_7	rlmL//
GO_0006325_4	araG//
GO_0006351_6	ogrK//rlmF//endA//yjhP//ychH//ivbL//yhdZ//allS//dauA//gpr//yaiW//rplE//nadB//icd//talB//asd//mngB//lsrD//yebQ//rpsS//rplI//mtn//lpcA//mhpB//thiG//hcaB//xanQ//yedA//pgpA//thiE//amiA//rclB//hslO//ynfE//rplD//aceK//clcB//cspA//menI//fdrA//intS//rpoE//malQ//ygdG//fis//wza//feaB//idi//ynbC//garP//fabD//agaC//rnc//dsdX//panF//citC//modB//rimK//kdpD//srkA//truC//pyrG//ybgP//rpmF//cdsA//bglB//osmE//ycbX//ytfQ//potI//murR//leuB//dps//folC//mutY//amyA//glpD//gltX//yphF//tufA//panB//yhfK//yobA//grxD//ypjD//dgoD//rplJ//yjhP//ghxQ//pgrR//rclA//rarD//yafO//cmoB//purC//yadN//lpd//sgcA//minD//mreB//rimJ//tcyP//fliT//betA//blr//yqaB//yafC//proA//hslV//hicA//murA//skp//idi//rsmH//rluC//aas//rzpD//yaaY//yfdR//
GO_0006352_7	znuA//hybD//fadA//ykgM//
GO_0006353_7	srlB//rsmI//
GO_0006354_7	fabR//pgaC//dfp//
GO_0006355_7	yeeL//nrfC//cas2//galF//speA//pck//fic//chbC//cysP//fepE//rssB//higA//ibsA//melB//hybC//skp//essD//glpX//dgcQ//hisF//yqgF//btuE//ynbD//sdhA//mqsA//bioD2//dkgA//glmU//rhsD//proS//mntR//yddA//hisS//eutD//hchA//ygcR//ynaE//fsr//alsE//pgsA//ssuA//relA//yiaT//ynjD//yfaV//fucO//rfaE//hxpA//crp//ymgC//mreB//cusR//lsrK//ilvA//msrA//btuF//mdtJ//ybiJ//purF//yhcD//yfdK//yphB//dnaT//pitA//ydjM//ligA//mtnN//ybcQ//ldcC//speD//surE//sodA//nusG//lacZ//greA//ptrA//dicC//clsB//napD//yhbQ//sfmC//fadJ//dps//gspF//rseP//phnO//narY//degQ//ydeM//mltA//cysI//qseC//rcsF//ushA//selA//sapB//zapA//lgt//cspC//fdhF//fabZ//metI//hcaT//rnc//queG//polB//lsrK//ccmD//ddpA//elyC//smpB//yggE//eamB//cynX//dxs//amiC//afuC//betT//dsbC//phoR//fepA//yddG//nikR//ivy//tas//grxD//ssuB//yajL//grxD//sstT//puuB//miaB//btuD//gyrB//holB//nfi//clpX//hypA//aroE//nadB//wecB//dgcQ//ispF//cdgI//evgA//cynX//ycjQ//yjcS//potF//pabC//yeiL//dsdC//rpsH//ispA//rcsD//fucK//dhaL//xylR//elfG//bglH//ldtE//rpsK//rstB//acpT//zupT//comR//fiu//flgA//yhdJ//tdh//polA//ydjE//xanQ//cptB//tsf//hemE//mfd//yagU//xanQ//rffM//secD//yhaC//elbB//rimL//nrdR//cusC//yhaV//btuR//mipA//cbrA//yggN//mrcA//fumB//csiD//intF//mqsR//yggN//kilR//cpsG//miaB//pitB//tolC//wzzE//cdsA//aqpZ//wecE//casE//glpG//cysK//ampD//mioC//osmF//argC//glmM//zur//citX//glgC//yraJ//yfhH//ruvB//acs//cynT//xylB//fur//elyC//bcp//yijE//argB//tehA//paaF//ulaC//yggP//sspA//fhuD//ydaN//hipA//kefF//dadA//yacG//ycbU//rpsD//arnA//oppC//pal//yihU//yadM//rpsI//mnmE//accD//srkA//mhpD//tmk//allD//kdsA//melR//miaA//rfaD//mog//yfcS//rzoD//gltI//
GO_0006357_8	yobF//
GO_0006364_9	fur//aidB//degS//yihI//spy//parC//aes//xapB//lysP//vsr//lgoR//phnP//ydiR//ruvB//pflA//dsbD//yahO//murA//nlpI//hemE//glsA2//gpsA//gpmM//fliM//idnK//fumA//kdgK//yciG//flhE//kdpE//mhpT//mfd//rpoS//murJ//spy//ydaC//helD//sfsB//glnS//epmA//yjbB//hisH//pliG//
GO_0006378_8	aqpZ//brnQ//
GO_0006379_8	yoeB//
GO_0006382_8	casD//
GO_0006396_7	sufC//purN//mscS//ydeM//pabB//astB//dgcN//sxy//appY//ompL//ansA//accB//sgrT//elfD//ykgF//lsrG//glnQ//bisC//alaC//tolB//frlA//maoP//gntT//afuC//fbaA//fucO//ompT//torI//deoB//cadB//mipA//yefM//mhpT//lpxK//nuoI//ralR//lpd//yhbS//pheM//caiF//hdeD//uhpB//yfiF//guaC//ypdI//afuB//mntH//ydfK//rffG//insA-1//elyC//mcrA//yraK//ssuA//fecC//glmU//fadA//udp//yhdX//yfcG//yagE//mscK//yacG//malS//hybD//yneJ//hokB//topAI//rppH//narY//yhdH//dnaE//tamA//nuoF//asnB//atpC//maeA//rnlB//sufD//fecC//rfbX//murD//bioD//yqeF//dhaL//nhaA//relB//ppiA//dgcE//ptsP//ygiN//eutR//yjjI//ulaD//dcuS//baeS//nusG//lyxK//mlaB//uvrA//garD//prpR//
GO_0006397_8	rcnR//nfi//yjfF//
GO_0006399_8	rpmJ//hxpB//glcB//sugE//ubiJ//xapR//ybdZ//mhpC//tnaB//pphA//pckA//ampE//uxaA//uspF//artJ//nirC//mdtC//cynS//ynbB//ssuA//flgE//btuD//agaA//dsbD//dppB//aldA//tcyN//allR//ybaO//cutA//oppA//caiD//gloB//allD//ycbU//dcuR//frvB//frmA//yqgB//relA//baeR//dgcT//ygbI//thiD//uspG//envY//lpoB//tcyP//hyfA//ddpX//rtcB//abgB//araB//rzpD//opgE//ydjL//recR//marA//hmp//yrfG//torR//slyA//wecE//aes//cpdA//mpaA//cpxP//csdE//yhcD//cas3//yedX//rffT//rfaC//ygeV//hybD//cheR//sfmD//uxuR//dusC//cobT//clpA//cytR//
GO_0006400_7	ubiJ//dcuD//lsrD//yeaE//gpp//ybiI//fliL//insI4//phoB//ribF//pgm//ftsK//casB//xisR//ftsI//puuR//aroH//fimG//rpmA//alaE//rffG//folC//fliL//yjcE//tcyL//fliT//yjjB//bolA//baeS//fimF//yjtD//fau//malP//speA//narV//nfuA//ydiB//yihL//nikE//tig//motA//gyrA//cysI//yfeO//agaS//amiB//srlB//sufE//tonB//
GO_0006401_6	yjhP//ycjU//rpmE//ftsQ//elfC//mukB//yegT//rpmF//ybcC//rpmJ//ygdG//metB//wzyE//hisQ//btuR//hemD//ydiB//fabZ//dcuS//rspB//ygfI//sutR//
GO_0006402_7	gpsA//pgaD//vsr//crcB//nanC//ybhF//appC//selD//pepN//yihX//cbrA//
GO_0006412_6	flgK//insB-2//tyrB//rlmI//nanR//dauA//hypF//epmB//agaV//rcsA//yagG//sfmC//ftsQ//cysB//rluE//yciH//sapB//rplQ//purT//kduD//fepD//yiaN//msrA//torS//bioD1//ydcS//menH//ygjH//insI3//tpx//tsaE//polA//cas2//fliK//psuT//ampE//evgS//ytfQ//nirB//ybcJ//zapD//cnu//tdcD//mdtQ//sapB//msrQ//yibF//glcD//sucD//cysP//dctA//
GO_0006413_4	yhdJ//oppF//ftsB//
GO_0006414_6	rutA//ycaN//murP//ybiS//purF//pgl//yeaV//yfdG//nadD//
GO_0006415_7	zraS//galE//folM//yfcQ//ykgA//yjcE//kduD//
GO_0006417_7	queF//phnH//yhbX//appB//hyaB//malP//agaS//rlmM//yjhH//iraD//ribE//flhC//ybiI//aroD//vsr//brnQ//yiiM//pcnB//phnN//rluE//abgA//idi//hiuH//intZ//ybdM//yqeF//frvR//djlC//ruvA//ykgA//betI//xylG//gntR//lpxM//bluF//pdeK//yidA//yahN//ihfB//
GO_0006418_7	ybiW//ybjN//fimC//gntU//ndh//yjiM//hofO//thiP//aroB//paaJ//sutR//yfcQ//paaE//garP//lptE//fliM//gmd//codB//prpB//yidC//cadA//rluA//rpsQ//narU//trpL//
GO_0006419_8	codB//
GO_0006420_8	fhlA//
GO_0006421_8	yfdK//
GO_0006422_8	ibsB//
GO_0006423_8	nanA//
GO_0006424_8	folP//ygcO//
GO_0006425_8	ybaQ//
GO_0006427_8	mdtA//
GO_0006428_8	yggT//
GO_0006429_8	rpsE//
GO_0006430_8	lpxC//pyrF//
GO_0006431_8	ccmG//
GO_0006432_8	cysU//rcsF//
GO_0006433_8	clpX//
GO_0006434_8	ilvA//
GO_0006435_8	bamA//
GO_0006436_8	ulaF//
GO_0006437_8	metC//
GO_0006438_8	ypdF//
GO_0006446_8	cpxA//ftsP//hcaE//greA//ldrB//rplR//recB//
GO_0006448_8	bdcA//atpB//yaaA//ddlA//plsX//
GO_0006450_4	yiiE//elaB//bioD//flgM//rcdA//mrp//frwB//csdA//iraD//yjbB//
GO_0006451_7	oppA//
GO_0006457_3	rplC//yfiC//sgrT//seqA//yjbF//cof//agaB//modB//cpxA//ribB//queA//casE//kefG//gpp//ortT//xdhB//yihS//fruA//rbsK//iscX//rimO//yciA//yqhD//phnI//rclR//ccmA//infB//envY//fliG//essD//mazG//aer//fre//fdhE//puuR//hcaC//tabA//envC//cra//araA//
GO_0006458_4	nupC//rimI//lrp//ftsE//agaC//epmC//rpsH//decR//
GO_0006464_6	yqeG//rbsB//intS//ilvA//rluD//rhaM//mepM//clsC//mmuM//ftsB//flgC//ybcF//ydhQ//araF//dnaK//rplJ//bioH//ggt//xylH//pgpB//insA-2//ansA//phoB//rplY//galE//glsA1//dps//fabG//lptF//hisP//fimC//bluF//cheB//prpC//cbrA//hemA//etk//ycjW//gpmM//ygeW//nagK//yciT//cysW//pgpA//ydfH//nsrR//iap//yihT//paaH//ybjG//ytfQ//murD//iscS//ydhQ//mutH//mutS//rpmF//rpsH//dgcQ//hcaF//cydA//hypE//prpC//sbmA//setA//mutM//fdnI//ccmD//sfsB//ribE//yciH//ogrK//flhC//csrD//yidE//sufB//fucP//yfdO//yojI//ygaZ//nanT//glgP//panB//dadA//yqaB//yjhH//nrdE//arcA//gadA//lolA//kilR//yidP//accC//fumB//gfcE//pepB//diaA//fliK//yhfS//ilvC//asr//panE//dtpD//cspA//hscA//gcvH//yhjB//dcuD//fadR//feoA//gstA//ppiA//hsrA//dgcT//acnB//ravA//sgcE//tsaB//hxpB//yagU//oppC//ftp//ybcJ//selA//ogrK//yiaO//livF//aroG//yehA//lpxP//pbpG//sdhB//alaC//nirB//tsgA//uvrC//rpnB//cynS//atpA//ydcZ//yebZ//yoaB//
GO_0006465_6	hybE//nrdB//gmk//
GO_0006468_7	ptsP//chiP//rcnB//mug//topB//yhaJ//ycgB//dpiB//abpB//mrdA//msbA//radA//chbF//yeaE//pdxJ//nadD//sgcR//fetA//cspG//tamA//potE//tdcB//rffM//torA//cueR//gnsB//hprR//xapA//rplI//ppiA//ygeV//uxuA//sdiA//sanA//ldrD//dnaJ//yhcD//cusC//cyoD//yqiG//ycjP//gatY//rpmG//yciT//fhlA//cmoB//nemR//paaB//ychF//csiR//kdpE//dinD//lldD//
GO_0006470_7	tdh//yeaE//gltL//fepD//ykgF//yibH//pabB//tatA//holD//pinE//sodC//gadA//rhaR//selA//ddlB//mreC//
GO_0006473_8	paaA//rcnB//pdeD//agaD//degQ//ycgR//recX//minD//valS//mppA//yfaV//narU//
GO_0006474_6	yagI//prs//glpA//lolA//rpmA//
GO_0006475_9	lpcA//coaD//
GO_0006476_8	rbfA//acpS//napB//
GO_0006479_5	codA//polB//ccmE//djlC//yehP//cysA//metL//paaE//
GO_0006480_6	yggF//
GO_0006486_5	hipB//
GO_0006490_5	yhaM//
GO_0006497_7	grxD//
GO_0006508_5	oppC//chbC//bdm//torS//nrfE//moaB//rnc//mnmE//yohD//iscA//cof//nrdH//yagG//kefF//yihT//clpB//arfB//ansA//lpd//ycjY//ydiQ//ybjN//ratA//ybjL//pabB//tauA//aroC//napD//caiT//rssA//speE//ybjD//ydiZ//yihP//cnu//groS//rpoH//hinT//nhaB//smpB//bglF//guaC//iscA//hycA//entD//kdpF//narJ//cheB//yhjA//gldA//flgD//argB//yoaA//proB//uxaA//
GO_0006515_7	dapD//polB//tdcD//symE//
GO_0006517_6	ybgP//amiC//tehA//nagE//
GO_0006518_5	yfaL//frmB//mglA//cadA//deoC//ybdM//torC//hscA//folM//secD//chaC//wzzE//yagU//lsrB//kbaZ//dgcE//yehB//mtfA//rpmA//iap//mcrB//fabI//rbsC//nuoI//aroA//glrR//rclR//fecC//parE//rimM//mdtI//cutC//yohC//rhoL//purT//ispH//yehA//cynT//erpA//yfiR//pdxA//yhbQ//cysH//rlmE//satP//ilvD//csdA//agaV//fadE//adiC//yiaL//hflX//ydiR//secE//rlmI//rhlE//mrdA//nrdA//pgk//ushA//rpsT//tdcF//recF//cysH//flgB//yihL//galU//yqaE//ytfT//yaaJ//insI4//cysQ//ribA//hybG//uhpB//tilS//serB//
GO_0006520_4	rpsN//ydcO//ynfL//nikD//yahI//emrY//rseC//yjtD//btuE//bacA//intE//ampE//focA//fecA//hcaD//nadE//sulA//yfcG//lolE//astC//cpxP//tsf//leuD//yafS//rlmF//purC//murD//selA//ykgA//hslR//yqaE//dmsA//lepA//lipB//yebC//lacY//clcB//lgoR//tyrS//speA//nfi//phr//sgrT//atpB//pldB//infB//modA//narJ//opgE//lpp//higB//mreC//tolQ//ydiV//zwf//dgcM//yhgF//modC//rhaT//lpxH//yeeJ//ybaK//citE//dnaA//relE//rsmA//dedD//hycB//gntP//rbbA//kbaZ//ybhS//tldD//kdsC//sohB//cspG//insI-2//znuB//rhaA//guaD//csgA//tcyP//folA//rraB//ubiF//avtA//coaA//bcr//polB//mnmE//zraS//nadA//csgE//ribD//dnaX//nikA//holA//ydeI//insA-2//ydcZ//murR//ygcO//frlR//gmhB//dsbB//macA//fimE//queF//ybdN//nusA//flgD//xylF//yohD//arsB//purF//ybbW//parE//nfuA//yfaE//phoE//fcl//allS//rcsA//nrdI//fadR//valS//nagC//uof//yiaT//rimK//fcl//entD//dedD//bssR//fre//prkB//apt//yeaG//torR//kduD//ybaT//tonB//putA//aaeA//rodZ//roxA//dkgB//hisA//hybF//yciE//atpG//sufE//rpsP//chbR//ydfK//ynfH//lysP//opgD//ydfH//treR//cmtB//leuE//cusF//ybfE//mntS//trmL//rpnC//mdtP//rbn//yqjI//dinD//ptsP//iraD//gnsB//acrF//rhaS//psuG//dtpC//btuR//rsmD//narL//deaD//aroH//gcvR//yibT//rimI//tig//nanK//yijO//rbsA//sthA//ais//ybiO//dhaM//thiP//narY//gltX//ghoT//pepN//dinB//proC//potH//
GO_0006521_6	recE//mdtC//sgrR//
GO_0006522_7	fixC//ynfL//csgA//fhuD//pphA//yijO//agp//
GO_0006523_8	msrQ//pdeH//lacY//yphF//
GO_0006524_8	glcF//sbcC//ssuD//
GO_0006525_7	tabA//dmsB//ugd//iclR//mltA//rmf//mrr//torS//recT//ilvE//tolA//mglA//ubiJ//elaA//yfaV//mdfA//yfiF//mraY//yqaE//metF//yjgX//
GO_0006526_8	agaS//gabD//arnT//lsrC//soxR//glsA1//hsdR//dbpA//kdsB//dcuR//dcyD//uraA//tsgA//
GO_0006527_8	yneJ//recB//bfr//rbsD//sufC//ung//ydjH//fliD//rhmR//
GO_0006528_6	ihfA//mipA//pstA//cutA//
GO_0006529_7	kdgR//ppk//
GO_0006530_7	ykfM//yadV//
GO_0006531_7	recA//potB//flgJ//znuC//araA//mog//hyfR//atpC//
GO_0006532_8	flgJ//yqaA//
