#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	uxaA//pdxY//pppA//gltI//
GO_0006139_4	chpS//frvB//ydeM//tamB//dacC//nadB//cspI//trmH//mscK//cobU//uhpB//galU//dxr//zapE//ygbM//yjbF//leuD//pmbA//alpA//trpE//yhjV//mobA//nadA//purL//mscK//yjjQ//yfdS//dtpD//nlpI//hisB//katE//mnmA//tusA//dsbC//frwD//lpxB//rfaB//ftsZ//manY//narU//nudG//hyaD//yihL//cysG//glyA//ispH//mak//gfcE//cpxP//cysH//ybcQ//oppF//bcr//yehD//yhdH//ygiB//rzpR//thrS//glgA//araD//fkpA//yggT//asmA//cheB//cusR//yphB//gcvR//treA//dgoA//coaD//rpmF//sufB//mpaA//mgrB//nrdI//smrA//mzrA//yddM//sfmC//tufA//aceF//ybeF//gcvH//narQ//yjiA//lptD//thiD//bipA//adeP//yaiW//fdhD//leuS//relE//araC//yahN//yqeG//dcuD//preT//yahD//hiuH//potH//pdeK//priB//yaaY//fepC//nhaA//tar//nimT//iraP//malS//btuB//nepI//eptB//rnlB//argK//kilR//zapA//agaC//insH-6//ygiN//ynhF//parC//nuoE//matP//gadC//queC//hemD//tpiA//dnaK//citG//ftsW//azoR//hflD//mepA//bipA//metK//ydiQ//tdcB//fimF//lipB//pinQ//feoA//wza//iscX//flgF//frvA//lsrG//map//gabP//yafE//rhtC//prmB//bssS//fliG//cbl//hpt//gadB//cpxR//eutK//argA//lamB//cas3//argS//exbB//ydjE//mprA//rhmR//sapB//ulaC//bglA//hxpA//hemN//opgB//slyD//adiA//cysI//ompF//dhaK//rfbC//cynS//tamB//aroH//tap//mrcB//ilvI//dedD//yqeF//gcvA//agp//ybjL//ubiF//cysZ//pdeF//ptsH//yfhH//cytR//rplS//yibF//cysH//rplP//ulaA//sgbU//malG//dpiA//setC//yiaL//pheA//dhaR//glnP//nhaB//fadM//fdnI//flhE//fetB//hypT//cra//nagD//sfmD//rclA//lpxD//dgkA//nikE//abgT//fecC//rpoE//mdh//wza//ydcM//dapF//prpC//dgcZ//ydcS//folE//secM//ycaO//sgrR//viaA//fryA//fkpA//sbp//cmk//yihU//speA//kdpD//rutB//malZ//dsdX//tabA//ibpA//astC//deaD//dgoD//glpX//yafQ//gph//ftsP//rluD//ubiC//fic//galM//focB//ascG//cas2//fucK//hycH//holB//gnd//fabA//hemE//asnB//btuF//puuA//znuB//trmD//amiB//hcaD//gapC//fadJ//paaK//truB//yfaE//mdtO//yadM//aer//malP//bioP//amiA//satP//polA//ytfR//folE//yegT//rapA//cusR//rnlB//dnaA//yfdO//zipA//holD//kbaZ//bhsA//cmoM//sgcA//yaiV//fcl//bipA//ushA//rimJ//epmC//frsA//mdtN//aspA//nanC//lptE//crp//yiiM//mntP//yehZ//nrdI//dinD//rfaF//yagE//fdhD//yfdO//sapA//alaA//elbB//yieE//paaA//acrB//yihP//aroH//hipA//insA-1//yjbE//atpH//ynaI//yjfP//katG//der//nudG//purB//lysU//rpoS//ybbN//ravA//xapB//ibsE//rpsB//casB//cpxA//rpoS//sfmD//ppsR//recO//entS//plsC//bdcA//nuoH//ubiJ//ygfZ//cirA//cvpA//galE//thiI//argF//ribE//speE//pepB//mhpR//cmoM//cmtA//adiA//ptsN//rpmA//hyfC//ttdA//mdtE//pcm//lpxT//cueO//crcB//yghG//pagP//mobA//feaR//dppD//yieK//araG//yiiE//ligA//uspB//ilvD//ydiF//ltaE//hypD//tag//sdiA//pyrH//cyoD//elyC//yjbF//trpB//zapB//crcB//pgaD//cbrC//ppc//gcvR//ptsN//ulaE//yddA//yfcP//carB//lpxM//yeeY//rhlB//ybhR//aes//uxuA//yqiH//pyrL//metG//folA//yjiQ//mdtG//tauB//rbfA//galR//intQ//mtfA//caiF//yiaT//arsC//ydjL//yfbU//pykA//arcA//sfmH//ytfE//glcF//nanS//yhaC//yhhY//phnI//hypD//yagU//nirD//sucA//mqsR//gpsA//trpC//yiaF//araB//ada//clsC//sdaB//rluF//ompC//yjhI//kdsC//rpsA//yhbY//pntB//tktB//waaQ//narU//pitA//prpD//basS//hycA//mltB//ffh//bdm//tktB//glxR//recX//arsB//moaD//yajL//yhjX//dkgA//decR//gyrA//alkA//accC//atpG//ybgP//sfmC//cheA//adiC//queC//copA//ogrK//holE//yidL//ycaN//hybF//flgE//dinI//rpsS//rluC//yegD//ftsA//rhtB//fadK//hypT//alsA//pgm//fimF//melR//prpB//tolB//recR//tadA//rbsR//yqeA//caiT//ycbX//cpxR//mlaF//mreB//yfbV//livK//pmbA//guaD//kdgK//relB//elfA//greA//mhpA//yhgH//clpB//fdrA//betI//nupX//ymjB//yieL//yfeD//ypdB//proA//betT//hpf//yraH//suhB//thiM//asr//arcA//tusC//recX//lptA//mdtI//rsmB//hofM//ruvC//apaH//yahO//ldhA//vsr//nsrR//fur//ykgF//yihP//fdnI//agaA//rutB//yieL//xdhB//yehP//hemG//dinD//yjaA//cusR//flgB//fucI//asnA//etp//rlmI//ybjN//malX//kdsC//yqgB//nagB//viaA//dtpB//crp//hybA//ugpA//mglC//kduI//ravA//ybhG//ypdA//glgX//pabA//rlmF//dsbG//mmuP//tsr//ybbW//glnK//sppA//hyaA//pck//setC//ccmA//hupB//cho//ebgR//yieE//yijE//hisG//aroL//
GO_0006140_6	yohD//flhC//
GO_0006144_6	rbsK//phoU//tsaD//purN//mdoD//yfiF//rplC//rluF//tsf//ycbV//
GO_0006145_7	ttdR//deoD//idnK//flgF//
GO_0006146_8	marA//mazF//
GO_0006148_9	yggE//
GO_0006149_9	sodC//
GO_0006150_9	tpx//
GO_0006152_7	ravA//ydjJ//cpxA//wrbA//rodZ//envR//
GO_0006154_6	modC//
GO_0006161_9	queD//
GO_0006163_6	cspG//ygjK//dnaT//hpt//lolD//yfdO//ccmG//mreB//ygfX//fadM//arnB//hypA//rng//yeaD//minD//ydeT//otsB//fliZ//mgrB//dacC//pdxB//hslO//ftsH//rng//yciH//yneE//ubiB//hslJ//ygiN//yfgI//creC//hcaE//hypF//wza//wecB//ompR//aceA//glnA//yifB//yieH//yggX//yoeB//yggN//appA//treB//yobA//pstC//zapC//rpsQ//xseA//idi//eptC//garD//cysQ//
GO_0006164_7	araB//ygdG//gatY//envC//gpt//nrfD//pflC//pgk//yehT//ispB//wecC//insB-4//ung//bglX//crfC//mreB//mnmC//dkgB//yiaL//ftsP//sbmC//nrdH//pcnB//kefF//xseA//yajQ//spy//asmA//carB//yccS//sgcA//ibsC//cobB//epmC//dcd//fadA//ssuB//mutM//glpR//ompF//
GO_0006165_7	lpxK//rplA//cmoB//puuP//araF//rplK//icd//ycjU//dmsA//ybfA//argA//atpE//waaL//proB//ybjN//ftsW//queG//hycA//tufB//
GO_0006166_6	bsmA//yehA//
GO_0006167_6	mcrB//
GO_0006168_7	mazG//ubiH//
GO_0006171_9	yjhC//
GO_0006172_9	puuR//
GO_0006177_9	accC//ispA//yigB//
GO_0006178_7	ydcS//
GO_0006183_9	dacD//
GO_0006188_9	gabP//araA//mraY//rluE//
GO_0006189_10	queD//yjbE//
GO_0006195_7	sdaC//yneL//
GO_0006203_8	trpS//trmO//
GO_0006206_6	tolB//pphA//yihR//glmM//galS//lsrB//rimP//gspF//dcuS//potH//tpiA//phoU//zntA//fepA//fbaA//yhfK//feoC//yjjX//murB//ndh//zupT//thiP//pspD//amyA//ispU//ushA//
GO_0006207_8	mnmE//xapA//yhhY//trmA//folE//
GO_0006208_7	bglX//kbp//rusA//gcvT//yphF//lacI//galP//bcp//osmE//sucB//paaH//ettA//yafC//
GO_0006209_6	recD//
GO_0006210_8	sgrR//
GO_0006212_6	hdeB//gntT//ddpX//hokB//ynfF//ampH//ytfT//rpoE//gsiB//secF//elbB//
GO_0006213_6	fryA//rfaE//rng//nlpE//sufB//dgcQ//nanR//feaR//degQ//arsB//rnpA//rihB//mscM//yjfF//rseC//yaaA//
GO_0006216_9	ldhA//
GO_0006217_9	hns//
GO_0006218_9	nuoG//
GO_0006220_6	cspI//tnaA//yraH//yahB//glsA2//dgoA//groS//patZ//dnaE//yehD//hslU//sdhD//yadI//gspE//bacA//dtd//fabH//kduD//glpA//priC//
GO_0006221_7	ynfF//tpiA//leuC//hflD//yqgB//cusF//zapE//bssS//tolA//udp//rutD//gcd//actP//
GO_0006222_9	hyfC//
GO_0006225_9	melB//
GO_0006226_9	rimJ//iap//
GO_0006227_9	metG//
GO_0006231_9	ydjL//
GO_0006233_9	cpdA//
GO_0006235_9	fliD//
GO_0006241_9	avtA//
GO_0006244_7	envC//entE//mprA//yejB//ygcW//nikC//ybjI//
GO_0006259_5	wza//yahK//tyrB//ffh//pspF//cobU//rssB//sapD//mhpT//rsuA//hcaB//fixC//ydcR//opgG//codA//galR//atoC//puuC//ilvC//ldtA//arsC//fdnG//sufE//yadK//dapD//gltD//yjcS//lysA//tyrR//yrbG//clcB//hemN//speF//nth//atoS//hybF//gcvA//speA//clpX//xylA//fepG//pal//fliM//mnmC//yddM//asmA//sbmC//ydeM//yjhB//waaZ//hchA//rsuA//frvA//lysA//ompR//tdcF//degQ//proS//nlpA//dacA//yhaV//ppsA//fdhE//zitB//fes//ftsK//mscK//prmA//ompG//lysC//yfcR//ygdG//xylR//lasT//yeiE//yegV//tusB//puuD//hslU//frmB//lpp//araD//yqjA//nrdD//dpiA//rarA//sad//lptG//acrR//cueO//dnaQ//recA//yggE//csgF//rcsC//cra//pcnB//pgpC//agaR//yfjV//cbrC//rimI//bcp//trmJ//rcnR//cpdB//nhaA//rpsJ//cpsG//ibsC//entC//hycA//dgcE//mcrA//bamB//rlmM//phnO//ymdB//rcsD//arnT//dcuR//rhlB//yqiJ//bfr//pdeD//rsmC//nanE//glgA//cobB//tsaC//ompW//trmH//ftsE//yibT//pflC//flgI//yfiE//yhdJ//hemN//tdcC//rcsF//ynhG//ycjP//yjbF//livM//eptB//yraJ//fepA//
GO_0006260_6	aroB//yedX//casA//nrdD//dicB//thiG//xapA//gfcE//ymfK//fadL//nanE//pspF//dinD//casC//uxaA//moaA//ispH//moaD//fdnG//rzpR//ispF//
GO_0006261_7	hflC//mscM//greA//rsfS//rlmH//asr//nrdD//fdnI//glpD//sbcD//prpD//rihA//
GO_0006265_6	aroC//degP//soxS//ynjA//waaG//
GO_0006266_6	ascG//nuoI//waaA//
GO_0006267_5	fhuC//
GO_0006268_9	yafE//decR//patZ//
GO_0006269_6	ssuA//
GO_0006270_6	hldE//acrA//csgD//yigL//pdeH//tdcC//
GO_0006271_7	napF//sppA//pyrB//
GO_0006274_6	agaA//
GO_0006275_7	narJ//nusA//ybeQ//sgbH//dppA//tolQ//yhcN//acrE//bamC//
GO_0006276_3	gatC//yidZ//deoR//focB//ebgR//bglB//queC//yabI//
GO_0006281_6	mdtD//ibpA//putP//dacC//aceK//yobA//hybB//moaB//rnhB//ribE//fepE//murJ//dgoT//tas//lhr//thrL//fkpA//yhcD//rpoD//cbrC//tomB//ftsK//gsiA//nrdI//mzrA//entH//rhmR//aroH//ascG//rlmE//mdtO//trmJ//holB//yqhD//gudP//dcyD//pitB//nanS//aer//ydeP//dkgB//menB//mhpA//cobS//mprA//rimJ//alkA//wcaC//yrbG//tyrA//recA//tpx//corA//aes//eptB//
GO_0006283_8	caiD//
GO_0006284_7	tap//dnaB//leuD//ftsE//btuE//thiL//
GO_0006285_6	cas3//malF//pntB//ccmF//norW//
GO_0006288_8	mraZ//qseB//
GO_0006289_7	glpA//torA//
GO_0006298_7	rplS//yidR//rpsP//yhjA//yheT//minD//uidR//fliM//rsmD//rimJ//
GO_0006301_7	elaA//speB//yedP//yneJ//
GO_0006302_7	insI-2//purN//yhdX//clpP//yagI//nanR//fnr//glmU//fhuF//
GO_0006304_6	yojI//nadA//leuE//dtpB//yciV//rclC//gapC//def//eno//
GO_0006305_7	murF//waaC//rclA//acnA//
GO_0006306_5	accC//fixC//murA//mrcB//
GO_0006307_8	lolE//mdtN//zapB//acpP//prs//
GO_0006308_6	opgE//fcl//ffh//fabH//dacC//mglC//epmA//flgJ//kefC//tdcR//tdcA//yjhB//
GO_0006310_6	epmA//yagI//prc//zipA//rpsP//bdcR//mdtI//narQ//araE//aer//amtB//acrR//lpxP//zntR//sapA//ftsW//citC//yfjV//torI//coaE//ampE//apt//fadR//cobS//glpC//glnK//nanC//ybjX//acrF//rnhB//uidC//folP//yqaE//flgI//ydcP//exbD//patA//gyrB//ybhP//ibaG//yjhI//ycaN//bglH//
GO_0006313_4	aroE//dusB//wcaC//dnaT//efp//rclA//ydiK//
GO_0006323_7	paaJ//
GO_0006325_4	upp//
GO_0006351_6	pgsA//trpB//skp//casA//mepS//mrcA//mdlA//truC//hcaB//aaeA//bssR//tatA//prpR//luxS//yciA//ccmD//yfbV//yehT//paaA//queD//yqaB//sgcE//bluR//surE//murJ//exbB//cheW//rnhB//cdgI//msrP//paaD//dsbA//hcaB//nei//dacC//sdhD//acrE//sufB//ldtE//coaA//mlaC//murE//yjgX//rhaS//tyrA//adiC//pinR//bioB//caiE//fadM//sspB//yihU//gntR//aspS//sucA//yahD//nei//glgA//xdhB//acpH//hchA//nirD//lolE//ilvL//ygjK//agp//tehA//baeS//rpmG//rihA//iscR//ridA//mscL//proW//wecB//yiaU//rlmH//mlc//ybbY//lpxD//rimI//phnG//metH//pbpC//thrL//shoB//yadI//tdcD//potF//yjfP//accB//mobA//pnuC//dhaM//bfr//ugpE//frdC//yagJ//yfbU//ftsN//ftp//dps//nuoF//sucD//paaJ//yidH//trmI//sspA//proA//sgcR//arnB//ribD//lptA//wecC//oppD//dosP//paaX//minC//tolB//
GO_0006352_7	ydiF//uvrD//yjjV//mdtN//
GO_0006353_7	yhbY//yadN//
GO_0006354_7	hcaF//yqaA//nanC//
GO_0006355_7	aaeB//leuC//napA//hisS//gntP//hiuH//gatB//manA//guaC//hybD//fadD//groL//rlmN//ltaE//glnH//araC//pspF//paaA//yhjV//dosP//rodZ//trxC//argA//btuB//hokB//metL//purF//ratA//pyrL//fepE//fadL//yeaG//sgcX//thiD//gltD//chaA//osmE//tolC//acrA//ptsG//ampE//nupC//fmt//ftnA//gltP//trxC//hyfR//clpP//waaC//moeA//ybiO//nagC//glpX//xapB//narY//malX//ybhD//guaD//rffH//frdC//ade//ilvE//hupA//xseA//gspI//csiR//hslU//dhaR//tus//menC//yqiH//mdtJ//cheA//intA//ypdB//torA//ydhK//mdtM//fis//cspA//dusB//rhaA//recE//garK//yjjI//trmI//nanC//phnI//hisM//xseB//gltL//ykgO//gntU//exuT//xseA//msrC//dcuS//tag//yjhG//rseC//thiP//ygiS//yiaO//murJ//leuO//eutA//nudG//gntR//abgT//yiiD//modC//ybgI//tehA//bolA//panB//dsdA//hisA//ptrA//potF//sgcA//setB//truA//recF//yihX//ydcI//nmpC//queC//ftsI//dadA//cbrA//metC//focB//ttcA//malX//rutF//hisH//mglB//ybhS//metE//rplE//galS//ispF//metC//gltK//clsA//moaA//rutG//thiD//lplA//ycjY//hslU//tatA//preT//djlC//ycbX//yjeI//sbcC//srlR//nudB//ybcQ//opgD//hypC//ghxP//yneL//dadA//araA//prmC//mhpT//rplQ//pyrF//rpmH//yjiY//ubiD//artJ//betB//rplW//cueR//tmcA//uidR//gyrB//rplN//rclB//ygjH//ygcR//avtA//dgcJ//galS//moeA//ebgA//pbpC//tolA//waaP//moeB//ynbC//cysW//ascB//ybcM//fadM//waaZ//pyrC//narX//gudX//ybfA//paaJ//casE//insI4//ygaV//sucC//ycaO//endA//ygfA//fixC//gadA//rcnR//malP//yggE//ybiI//lapB//cysD//galK//phoU//artM//phoP//cpsG//phnH//rhaA//znuA//actP//dnaQ//mutS//mdtG//rpsM//ccmH//ydiB//orn//yfeX//nrfE//atoB//yadG//rutC//dnaG//acrZ//fdnI//kdpC//hslV//glnA//atpF//rimP//gdhA//motA//tsx//ssuA//yehT//ttdB//rsmF//fumC//ycbB//sdiA//sapD//argK//uvrD//
GO_0006357_8	yghW//
GO_0006364_9	amtB//baeR//insF-1//prc//wzc//yieL//bcp//gntK//menI//yfgJ//artQ//cyoC//nrdB//yhjX//fecC//xseB//atpF//hcaE//kefC//frdD//yehB//znuA//yihQ//ydjJ//yfiF//nlpI//trmA//caiF//tdk//narJ//ptsI//ypdB//trpGD//yjcO//lysC//ldrD//relB//hokE//dacB//ddlB//rhtC//holB//intQ//
GO_0006378_8	opgD//yraH//
GO_0006379_8	rfbX//
GO_0006382_8	mrr//
GO_0006396_7	ulaD//garR//npr//dnaQ//phoE//secA//lsrB//proX//mdlA//citC//deoD//rarD//mreC//mnmA//xylB//hisA//hofO//dcm//nikB//dhaL//arnT//moaA//ycdY//yceK//yddG//ybaE//insK//malS//rpe//pyrG//truB//glsB//ascB//cspG//bglX//xylR//mntS//hybF//otsB//gnd//yfjV//ompL//gfcE//yphF//rmuC//rof//hda//menH//spy//wbbK//atoB//dtpC//dgcN//yehT//rplM//ldcC//yhbS//hns//ydhC//yidA//phoP//ftsY//gutQ//malK//eutB//mog//minC//rmuC//setB//sgcC//sapD//yieK//fabA//hyfA//mdtL//dcuA//yddA//nirB//gudP//yrdA//yhbY//queG//lacZ//yqiJ//mlaB//thiM//rplD//msbA//ibsB//lgt//glmU//tauB//pheM//prs//tyrS//rzoR//lacI//prpD//bioD//yfdR//ygbM//tynA//
GO_0006397_8	copA//entB//ybhJ//
GO_0006399_8	pbpC//artJ//ybiJ//aspA//tdcR//yjeI//thrC//uxuA//mdtQ//idnK//bdcR//modA//ybbW//ttdR//hisB//ybeQ//ortT//tatB//mdoG//rplK//frvB//fepB//fliA//yidZ//hiuH//phnN//pflA//mprA//clsA//rpsA//rlmL//kdsA//ydiZ//gloC//yfiF//minD//yddG//cusA//trpB//prfC//dcuB//lplT//sppA//yfbR//ycfJ//glpC//yjbF//fliS//fadE//yhfS//rsmB//hyfR//narI//atpF//dbpA//yoaB//truB//ptsH//pabA//ybhP//nrdF//spoT//yidR//secY//mngA//frdA//hemN//yaiV//hybA//dsbD//yghG//serA//greA//cedA//rpsK//tbpA//casC//wzyE//potG//lpoA//smrA//dsbG//
GO_0006400_7	ygaH//fimZ//hcaD//rplJ//gor//ilvN//kup//ppx//casA//pstS//hinT//hybD//edd//sbcB//yihP//gmhB//ebgA//ycjR//mdtL//queA//ybjD//rhaD//ynjA//purT//rpsK//yaaJ//talB//yhdH//ruvA//pgsA//glcC//yjjQ//yjbH//pgaD//obgE//tnaA//lysR//rnhA//yehP//ubiH//ytfT//polA//ydiF//argC//ais//rffH//yijO//tsaC//fimI//
GO_0006401_6	ppsA//hcaB//iclR//fdnI//gshB//opgG//rluE//accB//bdcA//cspD//ompA//psuT//yajR//appB//gpp//aer//clcA//ortT//ulaR//wzb//tqsA//ypdI//
GO_0006402_7	rpsQ//fnr//cbl//metR//tolQ//tsaB//yeaG//sdhE//fliA//birA//amtB//
GO_0006412_6	napB//eno//paaG//sdhE//pgsA//lpxT//tisB//lpxD//glnL//rppH//cysH//hsdM//uidA//ampE//pykF//fabG//rsmE//ydjL//bglH//xylF//hycA//betI//tufA//glrK//torA//fdnG//curA//kdpE//yaaA//cmoA//yhbO//srmB//ybaE//tolA//pgaB//mltB//cecR//uvrD//galM//dkgB//ttdB//dgoR//fucP//npr//yjhH//nirD//rlmH//flgB//menH//yeaG//trpD//
GO_0006413_4	manA//hcaR//cdaR//
GO_0006414_6	ycaO//deoC//fadE//hyfC//mtnN//msrQ//yeiE//hemN//cyoC//
GO_0006415_7	secB//ybiY//atpB//ribC//trmO//exoX//nadD//
GO_0006417_7	rplW//ynfH//gadE//gppA//wzzE//lgt//smrA//rmuC//cysQ//rplX//bglB//acpS//intA//bglJ//fryA//adk//tolC//cmk//ubiH//decR//ybaT//frvB//allR//sohB//blr//rusA//entS//wza//gadC//dcuR//opgE//artP//uhpC//dsdX//ampD//hypB//glgX//hisI//aroK//
GO_0006418_7	ruvA//fkpA//pgm//cysN//ydhK//rhsD//yeaK//dacB//aceK//yciG//rlmC//yfcR//pdeK//ptrA//patZ//phnJ//arnE//zupT//yqiJ//eno//xisE//fau//borD//murI//mdoG//
GO_0006419_8	paaC//
GO_0006420_8	hcp//
GO_0006421_8	umpH//
GO_0006422_8	bcp//
GO_0006423_8	acpP//
GO_0006424_8	rcnB//yjiM//
GO_0006425_8	decR//
GO_0006427_8	yidH//
GO_0006428_8	yahN//
GO_0006429_8	murD//
GO_0006430_8	ffh//ymgA//
GO_0006431_8	rbn//
GO_0006432_8	allC//yihI//
GO_0006433_8	pgk//
GO_0006434_8	tnaA//
GO_0006435_8	leuO//
GO_0006436_8	mdaB//
GO_0006437_8	flhD//
GO_0006438_8	kefB//
GO_0006446_8	pgaD//dcp//recQ//betT//ihfA//rpnC//pphA//
GO_0006448_8	ybaO//umuD//pflC//torD//arcA//
GO_0006450_4	gpmM//dapB//hypT//gltL//ydhJ//pdxH//hisI//gstA//gfcE//ybaL//
GO_0006451_7	aspC//
GO_0006457_3	glnL//atoS//tadA//torC//iraD//uidA//fimB//cmtA//entA//serA//mtlA//yhaC//mzrA//fadD//mtlA//uvrC//pgl//glmM//uhpB//rplP//ltaE//sgcB//casD//tatD//gntR//borD//leuE//eutD//ydhJ//ompG//rpnA//mtfA//aceF//truA//lepA//yeeY//pldB//araC//ubiA//gudD//
GO_0006458_4	paaH//rpoE//sapD//ydeE//kdpB//dgoK//uvrB//cynS//
GO_0006464_6	rfaB//yfgI//gudP//atpD//upp//narQ//yfcF//panC//pspF//mdoD//ygeV//hexR//yafO//speD//rpsE//pinE//hemG//hycB//pdeF//ddlA//ydcS//yehX//frwB//idnO//moaA//nrdD//rof//phnC//argE//ygaH//araD//mdtE//tdcA//hybC//chbR//ydjK//tdcF//frc//mngA//coaD//ldcA//clsA//pgpC//fepE//nlpI//sdaA//lysO//trpR//flgF//mgrB//yibA//rclC//lit//ulaD//lpxB//ldrA//tatA//kdpB//citG//tcyP//acpT//solA//tmcA//hofC//queG//ygfZ//argS//cpxA//wcaB//rplW//yghW//ydbK//sdhD//coaE//argO//fdx//yajQ//ygfX//yddA//comR//hcaF//bioC//nuoB//puuR//hxpB//hemC//kefC//rfaE//hda//cobS//rpiB//asr//yjhB//alpA//yhjR//tdcC//msrP//oppC//lhr//dnaJ//tcyL//cspC//argR//yehX//rhaD//rhoL//serS//fetB//yodD//agaC//alr//yajQ//queF//emrY//ybfA//mraZ//ushA//mazF//rpsP//yhcF//ilvA//iraD//hyfA//rutF//tolB//bsmA//ggt//entB//gapC//malK//gstA//glgP//alaA//ompL//afuC//ugd//gnd//pstA//dsbG//feaB//yhhY//degQ//
GO_0006465_6	yfcG//ycjQ//lptG//
GO_0006468_7	soxS//galS//yfdS//feoB//yphD//yfiR//rfaC//yedX//ycaN//intZ//lacY//ydiP//menD//sodB//cheR//tynA//ygjH//leuS//glvB//uxaC//cysE//frdD//gmk//ynaE//pphB//yqgF//rapZ//mltA//mlaD//rapZ//ydcP//yqcC//yedX//ftnA//treB//nuoN//wza//murD//epmC//rplR//ybjN//nrfC//citT//intE//lysO//yehA//fliT//mnmA//garL//rpmJ//thrA//ilvD//glsA//
GO_0006470_7	purA//argF//yraJ//ynbB//ftsN//ptsH//ilvH//pstB//relB//gadE//fre//mscS//clsB//ygjH//wzb//serB//
GO_0006473_8	yjbH//cbpM//aldB//lptC//clpP//hycH//dacA//essD//ydcZ//ybeY//cobS//sfsB//
GO_0006474_6	mdtD//ebgR//rfaF//ygiV//gntT//
GO_0006475_9	yidE//yhbO//
GO_0006476_8	yqhC//yrbG//mrdA//
GO_0006479_5	gnd//yejE//qorA//potI//yfcP//luxS//mtnN//zapD//
GO_0006480_6	deoD//
GO_0006486_5	phnH//
GO_0006490_5	patD//
GO_0006497_7	feaR//
GO_0006508_5	fieF//thiC//rplA//yidH//bsmA//yiaF//gspJ//yphD//xylF//yciG//yqaB//rutD//dcuD//yjbB//lplT//hscB//msbA//yebQ//yfcR//rsfS//glpT//hyfA//yphB//gnd//elfD//rbfA//livH//ynjA//rlmJ//poxB//pyrG//mltB//cysE//lpoB//ygbN//glnA//fumA//yfeW//ppk//gyrB//wecE//metK//ompF//tdcA//pspA//yiaJ//tolC//ulaC//rpsN//endA//ispU//rcsF//yggF//cho//htpG//
GO_0006515_7	dinI//cpxR//yggW//nuoH//
GO_0006517_6	dgoT//yheT//carB//gpp//
GO_0006518_5	znuC//sfmF//chaA//yhbX//moaD//mrcB//flhE//yihW//yjjB//rplR//waaC//mdtM//osmF//xylG//nrdR//uxuB//polB//ycjW//xylB//trpGD//sgbU//intA//fimH//pdxA//scpC//flgD//fucA//mngR//pdxA//lptE//csgE//atpC//aceA//paaX//dusC//mrcB//ybaE//nanE//barA//yjeI//thiG//rne//cdaR//lysS//yqcC//citE//dgcM//nrfB//blr//dcuD//yqcG//sucD//rfaQ//aroK//ompA//iap//gadC//gsiB//edd//fepC//zapB//yeeA//zraR//preA//murC//crl//zapB//lon//kilR//fhlA//trkH//panB//uacT//mlc//opgH//cvpA//rpmE//
GO_0006520_4	cpoB//fimF//rnc//ymfK//ftsL//rpnB//feaB//sucD//lamB//rcsA//phnJ//truD//ybaM//yegT//csgG//kdpE//yciH//chbG//btuF//ompA//gadA//ugpC//sgbU//yebS//glnE//secY//pntB//dadA//amiC//malG//ydhJ//ulaG//pitB//rplY//ygiB//rhsD//trmL//nuoM//flgM//ycjY//ftp//aroB//nrdE//ybiY//rimI//ttcA//yebQ//btuB//panZ//umpH//waaJ//sgcA//era//yobF//fruA//cydC//waaO//ugd//mmuM//ygbI//opgE//ykgA//yejF//ynjA//dtpA//yhdZ//murG//aroE//uacT//setA//dgcT//dnaA//ompN//yihP//arnD//tcyJ//acrR//ydaC//paaG//lysU//pgaB//rffT//ydiB//fes//yeeO//oppA//aer//murF//ansB//dpiA//guaA//bioA//hyfA//yggW//lplA//dhaL//sgbH//kdpA//yqaA//tusD//umuD//mnmE//soxS//ccmC//dinB//pflB//fdx//ybaE//ssuA//htpG//glxR//rsuA//casE//hslV//dgkA//yidL//recX//ccmA//yafO//nfsB//ubiD//mngA//yphC//wzc//umpH//yjiM//nhaB//ispU//gntK//ydaN//thiQ//znuB//paoC//syd//appC//yraN//sgrR//asmA//prfB//ydiK//yjjQ//ugpC//clcB//plsX//mlaC//dppC//rffM//ygeR//yfbS//mlaD//insI3//pinE//ygcW//yaiW//tgt//yoaA//cadA//dam//suhB//ybdO//trpL//sodA//yebZ//ulaE//rutE//yehX//paaK//tesB//yciT//norW//nth//ygiN//rlmF//dmsA//hypF//uvrY//prlF//argO//elfC//ygbI//trpC//ydeT//hofO//clpA//tauD//glxR//zur//eutK//cydB//ecpR//nrfF//fimF//gcvR//uxuA//cspC//ldtA//pdxJ//kdsB//waaF//dapD//rpsM//acpT//
GO_0006521_6	lpoB//fimC//exoX//
GO_0006522_7	hisC//hfq//yhfS//hrsA//dctR//sapF//mqsA//
GO_0006523_8	rbsK//adhP//cueR//nth//
GO_0006524_8	wrbA//marR//acrD//
GO_0006525_7	tehB//fimB//frwC//pliG//degQ//dsdA//clsB//ubiJ//yheT//dcd//polB//ibaG//lysA//cdh//glcB//dhaL//nadD//tyrA//sgcA//viaA//pepD//
GO_0006526_8	yfeO//rpsO//manZ//feoC//recO//nrdD//ydbD//rzoD//glpF//lspA//rsmB//ydgA//manX//
GO_0006527_8	leuE//yrfG//yjbH//hokE//ypdA//cbpM//asd//cbeA//atpH//
GO_0006528_6	argH//yidR//aqpZ//dmsA//
GO_0006529_7	nuoG//mcbR//
GO_0006530_7	glnA//dinG//
GO_0006531_7	gadB//yibF//lsrR//cysD//oppA//rzpR//yoaB//hypD//
