#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ydeE//mreB//psuG//ygbI//
GO_0006139_4	cheY//yheT//aaeR//trkH//zapC//glmS//gppA//rffH//argB//ybaT//rsmA//flhD//feaB//nuoE//nirB//ycjU//chbF//entD//intQ//soxR//betB//rplM//blc//yagJ//endA//bamE//ldhA//kdpE//ilvB//mog//alaC//yqaA//tdcB//umpG//arfB//yraR//sohB//rbsR//ibsC//thyA//birA//mntR//hipA//hldE//ybiH//glcE//mltC//luxS//fadI//setC//yehY//mlc//lolA//puuB//ytfE//trpD//uvrC//yeiL//purR//lipA//rbsR//dcuB//ycaO//selA//serS//gloB//dmlR//prpR//fucA//msrC//yehP//yfdG//cdd//pdeH//sfmH//cheR//yciT//abgT//puuR//yqhC//ybiH//ychO//yggT//tusC//accB//malI//cas1//fetB//uxaA//yhiM//alpA//glnA//gapA//rnb//yddL//dcp//tmcA//mrcB//pal//dsbD//chiP//torR//citE//yccA//lptE//hypT//rlmL//yeaV//sgcR//msrB//dnaN//rcnR//entF//hupB//ybbY//yjeH//phnI//cysB//mrdA//lit//rpmF//rimP//lsrC//malY//ibsB//dnaE//narZ//fdhD//rapA//aspS//cysW//yedA//hisH//ydfD//ruvC//galR//pgaD//flgB//yehY//sgrT//basS//cynX//cas3//tatD//menI//ymgC//mdtJ//eamB//gmhB//uidC//rhaR//umpH//oppC//entD//glxR//setA//rssA//ribE//mlaD//queC//selB//galE//mqsA//mtgA//putP//pgaD//dppF//mazG//paaC//pinE//folC//cysP//ygaZ//entF//waaL//queG//mrdB//arcA//ptsN//mnmG//rimO//arfB//yehD//lptA//glpX//tamB//narZ//fimI//agaR//ygdG//paaG//yciE//mdtF//araE//murE//sgcC//amiD//iscX//fimZ//rbbA//dinI//fucO//yhgF//elbB//melB//sfmC//idnD//fetA//crl//osmE//hybA//yacG//topAI//rapA//mdh//hemF//acs//rclC//lysA//pspC//mhpT//agaW//pnuC//rbsK//purA//comR//rhmD//rlmE//insK//hofO//betI//yoeB//gltI//zapD//glcA//lysR//phnL//moaE//cysG//csrD//yddM//yejE//yjjG//hyfF//ribF//amiC//efeO//ubiX//yjjU//ssuC//cytR//pckA//tsr//pheT//cysN//ccmA//yieE//yfaX//holB//insA-2//qseB//yfcU//yafE//sspA//zupT//ais//yieE//ftsP//nuoN//patZ//ycfS//potD//atpC//topB//leuD//frwD//yjjX//ybiV//xisR//fucK//rsmG//cspB//dcuS//fucO//pflB//intS//hyfA//insH-6//cueO//cca//nadE//rpmC//lptE//kilR//waaA//selB//dgkA//yaaJ//cbpM//dicC//yobF//gadC//yejE//rppH//yjeH//dgoD//ackA//mglA//nrdI//ybdO//ycjY//yafN//ybhP//ilvC//pdxH//fliZ//ycjR//ybaQ//mnaT//elaD//yehZ//dhaL//insI4//rfaD//ascG//ascF//epmA//selU//mdtJ//gutQ//potC//dapF//mltD//lptB//yidZ//amiA//rpsS//ypdC//fumB//yhaC//iaaA//lgoR//fmt//idnK//yfcA//fadM//pepT//ribC//torC//dctA//rpiA//ymgA//ybaL//lipB//cysZ//tesB//mlaE//rplX//viaA//rutE//dsdC//pcm//accC//hofP//cho//garL//arnA//mgtA//ycfJ//hicB//yidP//yfaX//prpB//rluA//pinQ//feoC//lapA//nrdE//dps//pbpC//acnB//pphB//dcuR//cspB//gppA//lysA//uspE//malQ//tamA//garP//pyrF//ykgF//lacZ//eutR//srlB//galP//dhaL//paaX//znuC//yafN//yfeO//bioD1//lsrK//arnD//nuoG//wrbA//yqhC//recA//yqeF//glgB//ppsR//smpB//rihC//ytfP//pdxA//zntR//murQ//cobU//argB//dcuD//cyoE//purT//prpR//fau//yrfG//sfmF//trmJ//ascB//ycgV//pntA//dcuD//atoS//miaB//yheT//kdpE//cysA//frvR//zipA//agaC//paaF//rcsC//artM//ycfJ//katG//mglC//paaF//tusA//alsC//rlmM//dacC//mglC//dusB//yfbU//kbaZ//hipB//rbfA//sgbH//ydiV//fcl//ompF//speG//yidH//stpA//narY//hsdR//ydjH//livK//wecB//paaC//mpaA//pbpG//ydjH//deoR//rzpD//uidR//umuD//proB//rnb//acpP//dkgB//alr//yebK//yjjQ//glnS//yfcV//mntH//malI//yjhH//pheM//flgB//rpsE//ftsK//mukB//fadI//gpp//yjcS//mpaA//holC//frmR//gadW//serC//yceK//rpoS//insB-4//rspB//yajR//mcbR//elaB//hokB//murD//clpX//secE//gluQ//cusF//frwB//ndk//entF//tsr//fadL//yphD//atpG//rimO//ileS//chiP//clcA//elfG//speA//yidK//yfiR//yneE//rhtB//cheA//yeiG//glmM//rlpA//mdlB//yegD//rpmB//infB//slt//speA//dtpB//hcaF//setC//artP//xanP//hdeD//fdnI//uspE//mppA//dsbC//yidC//idnT//lhr//fdoI//allR//thyA//yihL//ssuC//umuD//hslV//kdpB//tonB//malQ//ycjY//mprA//mnaT//lsrB//dnaJ//lptG//nagK//rppH//nikE//rplJ//puuR//ybgQ//gudX//recX//grpE//emrE//ralR//dinG//ygjH//sbmA//ycgV//ygdG//gmd//yobF//yeaK//rluC//sodB//iraP//gpsA//narL//rluF//yjbH//mscS//nrdB//trmD//panB//yjfP//yeiE//hemL//slt//cmk//idnO//macA//garD//mdtK//fixC//pphA//pyrG//xapR//
GO_0006140_6	ftsQ//arsB//
GO_0006144_6	ytfR//rlmH//basR//rlmJ//spy//psd//ydiR//phnC//aceF//lrp//
GO_0006145_7	cedA//sad//epmC//moaC//
GO_0006146_8	glmU//ydbK//
GO_0006148_9	pflB//
GO_0006149_9	pdxJ//
GO_0006150_9	mscS//
GO_0006152_7	fur//ggt//yhdX//moaB//mppA//rpsD//
GO_0006154_6	ybiT//
GO_0006161_9	gntR//
GO_0006163_6	fadM//oppA//ppiD//lpp//aspC//ptrA//phnH//dgcF//rsmI//xisR//agaV//gspE//yebG//ulaR//nadC//parE//idi//rfbC//yjjB//rutD//ftsP//cueR//cho//adhE//rmuC//metR//yfeO//leuA//map//bglA//alkB//rplX//tcyN//dut//emrE//sbmA//tomB//rfaH//groS//fimG//ynbD//dkgB//nrfG//lysA//yqiI//nrfG//yddM//arfA//atpG//rraA//kdpC//yegT//gnd//nanE//
GO_0006164_7	yceK//bipA//yhjV//bioF//evgA//argC//treC//waaB//nrdB//mreB//lysU//ogrK//dauA//yebS//rpnD//pgaA//rhmD//murP//valS//hsdM//kbp//moaB//uspE//yhjB//yfdG//manA//galE//rof//rfaF//rimO//aroG//rluA//sgbH//gor//cyoD//ybeQ//kdsC//ltaE//yjeH//rodZ//
GO_0006165_7	gltL//afuB//exuR//coaD//cobT//hyaB//pyrC//csgE//mdtN//eptA//nusA//nlpA//maeA//ycgB//ompC//ompN//ibsC//gatD//dicC//
GO_0006166_6	gspF//soxS//
GO_0006167_6	ade//
GO_0006168_7	pepQ//viaA//
GO_0006171_9	ydaN//
GO_0006172_9	cspG//
GO_0006177_9	cysK//trkA//yagF//
GO_0006178_7	ybhD//
GO_0006183_9	pmbA//
GO_0006188_9	fklB//rutR//ygbN//yhcF//
GO_0006189_10	rcsD//yadN//
GO_0006195_7	uhpA//arnF//
GO_0006203_8	yneE//topB//
GO_0006206_6	def//mdfA//dicB//fdnG//gltS//yeaV//potF//csiD//gor//hyaB//dctA//murG//apaH//menC//yfbV//lasT//mdlB//proW//fabI//srlB//amiB//cbl//fliT//recN//fadR//mltA//
GO_0006207_8	dinQ//cpxA//emrD//hisC//priB//
GO_0006208_7	hiuH//sufC//mtfA//rhoL//eutB//yqiJ//deoC//fepD//rtcB//ddlA//glnB//fadI//ydiP//
GO_0006209_6	uidA//
GO_0006210_8	arnE//
GO_0006212_6	phnI//opgH//mdtN//yiaB//mltF//lysC//hslO//ycfL//casA//frc//rsmJ//
GO_0006213_6	dgoK//xthA//arsB//glgC//def//rrrQ//aaeB//tsaB//oppA//cptB//rhlB//ybaQ//xseA//dosP//pfkA//yraH//
GO_0006216_9	yafS//
GO_0006217_9	fliS//
GO_0006218_9	nagA//
GO_0006220_6	hycB//proX//ampD//essD//parE//umpH//sbmC//hokE//emrD//yjfP//hisI//cheY//yaiW//lysS//fdhF//acrE//yaaU//gntR//polB//yehW//
GO_0006221_7	mppA//uspC//hxpA//hemA//yhcD//hflK//baeR//nanK//rsmA//bdm//ptsN//rimI//selB//
GO_0006222_9	ypdC//
GO_0006225_9	fliM//
GO_0006226_9	dfp//otsB//
GO_0006227_9	recG//
GO_0006231_9	atpG//
GO_0006233_9	ftsZ//
GO_0006235_9	glnE//
GO_0006241_9	cynS//
GO_0006244_7	cedA//ralR//yihX//yfeR//tilS//yjcO//ychO//
GO_0006259_5	ybaQ//purD//gapA//rcnA//secE//mdtE//yafE//cydC//entS//feoC//fhlA//tcyL//nrdH//tsf//yqeF//mepS//proS//ebgA//phnN//rpmJ//rpsK//cmk//ybjC//yqgF//hpt//soxS//rimP//ompR//ruvA//ssuE//ybfA//yjiA//rplF//frmR//mhpD//mraY//rpsD//yehW//gltP//puuR//fieF//yhbO//tdcD//lgoD//yfbU//yejB//tdh//ybhD//hdfR//rutC//pgaA//lplA//hldE//nhaR//nuoL//rluD//atpH//rhaR//sfmH//aes//eptB//hslO//rne//mltF//hisP//rbsA//galP//tdcR//yqjH//kdgT//thrB//dmsC//yphD//yciK//yhaM//pfkA//yaiW//ybiA//ppc//entF//glcB//nusA//yfiC//rimM//rplR//aroB//appA//hda//ycfH//qseB//yhjR//trpL//pdxB//sspB//bamB//astB//yghW//lsrR//leuD//aroA//rna//bipA//glcB//acrB//tadA//kdpB//fbp//ymgA//dnaG//ivy//fimI//rpiB//yhbQ//galF//fadE//yojI//rlmA//ybaQ//yieF//minE//ytfT//allR//ydcZ//hslU//fdhE//ygiN//rarD//dxr//ygaH//arnT//mhpT//iscA//waaO//narH//eutR//yecS//livM//hipB//bipA//mgtA//elfA//yeaE//hybD//purT//purU//hipA//ybhI//yjiY//
GO_0006260_6	artM//cbl//phnC//uvrY//sspB//moaB//entF//rcsB//waaU//menD//fabR//ybcM//rmuC//eutB//tnaA//cvpA//ybhA//kup//ccmE//ydiB//bioD//
GO_0006261_7	envR//recJ//suhB//proC//alaE//mocA//bglB//yfdK//mtgA//yaiW//intQ//yafS//
GO_0006265_6	hslU//acs//ccmD//queA//ybdR//
GO_0006266_6	cobS//pdxA//queE//
GO_0006267_5	intE//
GO_0006268_9	ybhS//hisD//rhmD//
GO_0006269_6	ydjM//
GO_0006270_6	lpxB//allS//yeiG//sufD//sbcC//nsrR//
GO_0006271_7	mltF//yihU//livH//
GO_0006274_6	purN//
GO_0006275_7	wecA//glpA//mfd//ispU//yneJ//yidD//sgcA//waaZ//baeR//
GO_0006276_3	secF//nikA//zntR//ydfK//ghxQ//sufC//ybdO//alaC//
GO_0006281_6	rpnD//pdeL//maa//ygbL//dmlA//basR//nadE//trmH//iscA//fumC//syd//frwD//hscC//moaB//yhbS//marR//wzyE//pinE//ccmA//betT//fes//yddL//elfC//rlmF//nanR//ybaE//bioA//yfiR//arsC//dnaN//nrfB//mtfA//ygiV//yibA//mrdB//pheP//cra//dpiB//aas//yiaL//elyC//gltS//frwC//kdpC//mdaB//rhaD//btuD//argT//yeeA//appA//gcd//aaeB//alsB//chpS//yfcF//
GO_0006283_8	kefF//
GO_0006284_7	yjiA//casA//ssuA//hemB//mglB//dnaQ//
GO_0006285_6	srlA//udp//fadH//hdeB//torA//
GO_0006288_8	rssB//sucA//
GO_0006289_7	ghoS//cfa//
GO_0006298_7	ybdR//ung//ubiE//yhfK//wcaJ//yhdH//nikD//fruB//rppH//bioP//
GO_0006301_7	cof//fimI//nrdR//ydiQ//
GO_0006302_7	insB-4//kdsA//nadD//yagF//ybjN//yihX//thiM//metR//fhuD//
GO_0006304_6	rpsH//livF//sxy//cynS//rsmG//yhiM//appC//yjiX//hybD//
GO_0006305_7	flgJ//raiA//xisR//ubiI//
GO_0006306_5	purC//ymfA//yiaM//nrdR//
GO_0006307_8	ridA//crcB//degP//allD//lpxP//
GO_0006308_6	rodZ//bamE//elaD//tdh//paaX//nusA//mrp//yjhB//yjeI//smpB//iraM//yohD//
GO_0006310_6	mug//rihC//ybfE//arnT//pfkB//ettA//mntP//bcp//recX//cbl//sbp//phoA//yibT//vsr//lolD//yhaC//tusB//guaB//norV//tufB//rplQ//rtcR//leuB//dtpA//ypdF//glpD//galP//yedL//ihfB//uvrY//acnA//mlaE//asnB//pth//truD//fimG//oxyR//yehW//yehZ//intQ//ycfJ//yidP//hypC//
GO_0006313_4	umuC//pldB//tdcD//ybgP//chbA//sgcB//ybaK//
GO_0006323_7	fadJ//
GO_0006325_4	citG//
GO_0006351_6	rsmA//bssS//amiB//pepN//ybeY//ybcC//insB-2//adeQ//guaB//arnB//surE//yagE//nikE//acpP//ugd//plsX//lyxK//mmuP//napB//mrcA//pheM//dsbB//gcd//metL//cedA//rpnA//dicC//araH//panB//coaA//recD//rhaD//dtpD//yfbU//uspE//emrK//prpC//yhhT//yjfP//cpxR//ghoS//mraY//ribF//blr//hofM//yggD//tatC//fiu//waaU//glk//afuC//ldrD//bdcA//ecpR//dcuA//purU//yhaO//puuB//phr//ftp//tatE//fimF//panC//yfiF//guaA//abgR//abgB//nadC//fdnI//ydeP//yqjI//yiaM//dacB//agaB//ycjU//yqaB//sapA//argP//pyrH//hslO//glpX//ygfZ//ycbV//yifB//ampG//fepB//mqsR//alkA//sfmF//ubiF//yrfG//cra//ygeX//iclR//efeO//nrfD//glvB//rpmC//yjhH//ispF//agaD//nagK//rayT//tynA//moaE//bamE//mscK//fabH//cusS//tdcE//yhfK//yhaV//tufA//yidK//yaiV//gntK//rpsR//nrfG//yidZ//
GO_0006352_7	fadB//trmA//cysK//mqsR//
GO_0006353_7	ycgV//yebC//
GO_0006354_7	yehB//tolB//fdnG//
GO_0006355_7	modA//yhaM//srlA//elfC//trg//dtpB//dinJ//metQ//coaD//speA//cueO//zwf//setA//bdcR//bamA//hisC//narI//yjjQ//nagC//mgtA//murC//htpG//xthA//nuoN//guaC//acrB//bglF//greA//glgB//cvpA//csrD//rbsB//manZ//galE//pfkB//yaaY//rhtB//yidP//lacY//hybO//apaH//fimA//ruvA//uvrC//tcyN//yqjH//kefF//pyrC//yneL//dicA//ycfS//cyaA//malP//yfjR//yegS//norV//ascF//mioC//hybD//deoD//ahpC//tnaA//mak//pykF//afuB//elfD//ldtC//dacA//feaB//potG//ilvH//dfp//def//yedP//rsmF//dgcE//flgJ//yfiE//fabH//bglB//rusA//wzzB//lpxC//fruB//frdB//ralR//uspF//mtlR//cheY//wecA//hisD//frvA//alsC//elfD//ulaF//ribF//nikB//dppD//rluE//degP//fepG//ybfE//yafC//araH//moaA//hemG//ftp//lptA//ilvI//creB//ompR//ybhJ//nrfE//uhpA//dbpA//fruK//lysR//umpH//ispH//erfK//lptE//argK//pdeF//nanT//yhjC//yjbE//ybhJ//pstB//bdcA//fsr//ackA//tehB//dnaX//fliM//lpxT//citC//hemH//baeS//narP//pheP//dnaK//dgoD//insB-2//add//yafC//yqiJ//pcnB//hycB//murD//fdoH//argK//ung//pepT//murD//hypB//acrB//dppD//yaaY//pabA//hslO//pfkB//ghoS//sgcE//priA//phnK//yadN//yfaV//rpsT//tolC//tcyP//mdtN//ftnB//ybiY//sanA//arnD//sgcX//pbpG//nei//ddlB//ydfD//pheS//miaB//hemD//hemB//nuoL//sdhE//fepA//yjaA//selD//ihfB//tolQ//fbaA//tonB//nlpE//dgcZ//pyrB//adiC//mrdA//lysA//fruA//rclC//wecE//ispH//rutG//fepD//creB//malX//cas1//frmB//yegV//hslU//betA//rpmF//rusA//ppiA//yeeO//nimT//ampH//fixA//yceO//bdm//cdh//tdcE//dgoK//yjtD//relB//aaeA//rplC//fdx//ghrB//rdgC//narV//ldcC//ibaG//ydfG//dppB//mntP//nlpE//deoD//holB//shiA//pepT//rsmE//galT//seqA//gsiA//argG//smrA//yobF//frvA//treB//aspA//uxuA//sbmC//ompA//sxy//yihQ//yfcA//pgpA//gmhB//dgoT//
GO_0006357_8	sgcR//
GO_0006364_9	sdaB//tauB//yfcR//sspB//rcsF//yfeO//emrE//cbeA//glyS//abgT//yieL//yfaV//ais//amtB//envR//lon//yiaJ//fkpB//sseA//dkgB//livK//hemE//ilvH//puuP//ilvA//ubiH//trkH//sbcB//yehP//sulA//elyC//ppc//yagJ//sthA//ddpA//holD//grcA//hofM//cas3//ftsX//ybhJ//ruvA//flgE//
GO_0006378_8	fieF//rsmI//
GO_0006379_8	sgcC//
GO_0006382_8	emrY//
GO_0006396_7	rluE//yhhT//hisH//waaY//ygjR//rlmI//betT//agaC//rplW//trpC//tamA//kdpE//atoS//mliC//bluF//gppA//sgrR//zraS//yagG//ygiN//glxK//osmE//cysW//rzoD//rimJ//panF//pppA//cvrA//ycgB//pdeK//casC//dinJ//tsaD//rsgA//yehC//chiP//rseC//thiP//yjhI//cysI//dapA//dinB//envY//mdaB//lsrD//abgA//gltP//alaS//moaD//erpA//uhpC//cheA//ulaA//hofP//gntU//cusS//hokB//uhpA//fdhF//lapA//arfB//pepB//yihS//dgcF//fimF//metK//sutR//rpiR//hdhA//gltX//menE//fetB//zinT//yciF//eutK//nrdA//pyrG//thrS//asnS//yddA//mglC//rlmI//thiG//yjcO//yihV//xanP//lyxK//rfbD//yggP//oppB//nanR//rbsK//rzpD//yehD//insK//yfeW//grxD//ydfG//hscC//ahr//cbl//acnA//
GO_0006397_8	ygjK//ynfF//cspD//
GO_0006399_8	elaB//yihI//mrr//sdaB//yhbY//rlmI//msrQ//yeeY//kilR//mdtE//ydaV//torY//crcB//ymfK//aceF//pepD//yfcR//uacT//rtcB//chbF//hflX//tusD//yfeW//fadI//udp//ydcS//yjiY//umuC//eco//sapC//yjcS//ibsC//yegS//mdh//ubiG//ytfE//yeeL//ypdC//yfcF//insF-1//ycbV//uup//mutT//hipA//ychH//malZ//fimA//srlE//chbF//nudB//rpiR//xylE//eutN//cpxP//waaQ//tgt//wecA//trkG//clsA//msrC//deoB//yebC//tnaA//hxpB//zraS//frdD//cynS//phnC//ynbC//galP//nadE//metI//tyrA//surA//kefB//mqsR//ycbV//tcyJ//ycfS//epmC//yfcG//phnL//
GO_0006400_7	thiD//yihS//ppk//ybcF//hisH//rsmE//yajQ//tnaB//ispG//pck//fimG//degQ//metR//insI1//tpx//erfK//ispA//prs//xapR//feoB//barA//fabD//sapC//yihW//yggN//bioF//fumC//deoD//cysG//csrD//cfa//yccA//yiaB//rnlA//insA-1//ulaC//ldhA//tusC//arsR//gyrA//hxpB//lysP//narV//era//ydeE//mhpT//ybhI//glyA//prmB//
GO_0006401_6	xapA//cpdB//yadK//putA//yibH//cobS//mglC//mdtF//ycgV//dmlR//livK//flgH//bioP//cycA//yjjX//kbaY//glpR//talB//elyC//gadX//rsmB//yqiG//
GO_0006402_7	ybgP//menC//ppk//trpL//metN//ybhS//ygjK//rep//fixA//bcr//fadH//
GO_0006412_6	nagD//argF//evgA//uraA//yciT//folC//ompF//rpe//lysO//ygiW//gapA//sdhE//narK//yidH//fadL//recE//yqiI//ftsN//alr//cyoE//mhpC//hemG//yehC//phnM//ftsE//hpf//rbsA//yhjC//zapE//tsaD//lolE//ubiC//phnO//holE//ycjR//hrsA//pinR//prmA//nrfD//tar//narK//glnP//allC//zupT//oppD//eptC//hemA//cysI//ynfH//mukB//yhaJ//
GO_0006413_4	waaS//hxpA//nuoI//
GO_0006414_6	ydfH//aspS//ybeF//lpxM//mntS//frr//ynbC//ttdA//atpA//
GO_0006415_7	hokB//rihA//rutG//amiB//ynfL//yeiE//csrD//
GO_0006417_7	ybcJ//xanQ//shiA//mreC//glcB//selB//ygfA//rcdA//nudG//iscR//zapD//hcaE//fadM//nrfF//rpsM//eamA//yeeL//trpS//pspC//ybfA//ftnB//cedA//umuC//yjfP//mhpC//coaE//hisB//nikB//gutM//pckA//paaH//yqaA//yfaV//kdpA//pheT//solA//hypT//wzb//nusG//
GO_0006418_7	hcaR//dinB//yjjV//glpX//maeA//ygeW//flgG//nadE//tatE//opgC//dmlA//hslO//pgsA//araD//tldD//yajQ//mnmA//speB//prmB//ybcL//yifB//yjjW//yfcU//glpT//rclB//
GO_0006419_8	tpiA//
GO_0006420_8	zitB//
GO_0006421_8	arfB//
GO_0006422_8	ygeW//
GO_0006423_8	srlE//
GO_0006424_8	nfsB//insB-2//
GO_0006425_8	rcdA//
GO_0006427_8	xanP//
GO_0006428_8	casE//
GO_0006429_8	paaZ//
GO_0006430_8	ydjJ//rsmA//
GO_0006431_8	hicB//
GO_0006432_8	dmsA//mutH//
GO_0006433_8	gloC//
GO_0006434_8	ybiS//
GO_0006435_8	rihB//
GO_0006436_8	ubiX//
GO_0006437_8	atpF//
GO_0006438_8	murF//
GO_0006446_8	yjjX//malF//rhaS//poxB//dppB//mmuP//topA//
GO_0006448_8	rclB//ompG//ybjX//pdeL//marR//
GO_0006450_4	rbn//artI//rbsD//yjhB//sdhB//cspG//kdgR//mltG//mazF//ycdX//
GO_0006451_7	glpG//
GO_0006457_3	tdk//ptrA//suhB//hxpA//pdeR//rbn//bamE//rpsM//ubiC//yddL//caiB//pspG//putP//sucD//rpmE//hcaB//tyrS//talB//xylF//miaB//nuoI//elfC//hemB//murF//trmJ//kduI//uvrB//ycfH//dapB//yjjX//narQ//speF//yfdS//nuoG//csiD//yaaA//folC//fadH//kdgT//ssuD//
GO_0006458_4	oppF//rpoS//queE//mdtF//pphA//hybD//accB//yieH//
GO_0006464_6	fimH//tbpA//shiA//gcvR//citG//corA//sdhA//rsmB//rlpA//mntR//phr//mqsA//blc//hexR//mdh//tap//yaaJ//fecC//mprA//pphA//emrE//ldrA//thrC//waaH//roxA//ccmE//msrB//sdiA//mazF//kdgK//thyA//thrL//glk//tamB//rpsA//bamA//ruvB//cbrA//bioH//sugE//scpB//epd//kdpC//pphB//potE//rnr//lpxK//rplJ//tusC//rnd//fucK//aceB//sanA//fruB//agaD//rluE//gudX//agaC//diaA//ybdN//ybcL//thiI//rplW//rcsF//mqsA//panF//intF//lhr//nudF//dcp//cra//tqsA//rcsD//ddlB//yeiL//exoX//hcaB//clsA//codB//ivbL//mltC//ptsN//mnmG//rlmE//ibsB//cutC//yieL//fpr//ruvC//ybdZ//rnd//ubiB//ogt//ygeW//flhA//rhsD//malZ//prc//mqsR//deoD//fabD//argC//ybeQ//mepA//nhaA//waaU//trxC//tas//purL//yafQ//fadJ//nagK//diaA//uup//ettA//borD//secM//oppD//ispA//pyrF//ybaT//nanK//frsA//csrD//ygfI//ilvD//manZ//rlmI//uxaB//aes//oxyR//rmuC//bamE//otsB//lysR//ydhC//aqpZ//paaC//yneL//caiD//prs//aslB//
GO_0006465_6	gltI//hofC//xerC//
GO_0006468_7	nfsB//pgaC//lepB//mntP//glnL//sucA//decR//mtn//nth//ruvB//truB//zntA//pgpA//narV//sixA//ygiW//yjjG//nhaB//yciK//edd//agaV//ftsX//paaX//ygcO//hisG//gcl//hldE//sucA//holD//sgrR//rodZ//pdeD//phnG//ibsC//hxpA//orn//rutG//pinE//mazF//gntU//garL//kefC//agaC//ubiB//menF//rcdA//cheB//gadC//pntB//agaI//mdtJ//gph//ykgF//
GO_0006470_7	yhdW//artQ//ydcM//rpsS//moaB//crcB//prpD//ggt//metN//kbp//mngA//holB//znuC//umpG//gatZ//mdtO//
GO_0006473_8	mnmG//codB//oppF//mdtB//ygeA//yhaV//sbcD//rppH//cusA//thiH//dppA//purR//
GO_0006474_6	ecpR//parC//ecpR//ydhC//paaF//
GO_0006475_9	lolA//rlmE//
GO_0006476_8	sapD//oppB//blr//
GO_0006479_5	ampE//dadA//hdfR//dmsB//fdhE//thrB//rpoS//zapD//
GO_0006480_6	trpS//
GO_0006486_5	yadG//
GO_0006490_5	sufE//
GO_0006497_7	greB//
GO_0006508_5	ybbY//satP//bsmA//ftsA//gor//argB//crp//gntT//ybdN//melA//rpoS//abgR//ompR//rpnA//yeeA//poxB//nusG//dinG//gloB//curA//murR//sxy//glnP//rhaT//leuA//ymgC//carB//cynS//ascB//nanA//yeiL//rffT//kdsD//hofP//insI4//secD//hipA//argD//gatB//fadI//ldcA//nuoN//yrdA//yhcN//fkpB//scpC//sanA//frmA//suhB//hycA//yibH//dppF//yhbQ//rimK//frwD//
GO_0006515_7	fau//hcaB//orn//atpE//
GO_0006517_6	queE//yraN//yqaA//ygjH//
GO_0006518_5	envR//pstA//ypdA//livM//ybcQ//yiiD//fimH//mazG//hycA//yejF//gsiD//cyoD//ycaO//malP//gpmA//aroG//oxc//paaG//rffG//sdhB//yehC//dusC//nikA//yqeG//phnP//fepA//potD//elfD//cysG//mutS//ubiA//rmuC//leuC//dctA//ydbK//tdcA//hldE//yhiM//glnA//rutA//cyoE//gshB//yfhM//accC//mpaA//ttdT//ydcM//srlA//mfd//dnaJ//yqiJ//glrK//hisH//pepT//paaJ//hscC//argP//flhA//msrQ//yedX//frwC//nuoE//lamB//hybB//queA//mltG//gatA//rplC//cynT//yihO//tusB//ccmC//ydcS//emrB//alkA//lplA//crcB//
GO_0006520_4	hofC//argK//trmO//citT//yieH//adiA//frwC//ychO//icd//fecA//paaC//csgF//yieH//dppD//mutT//rpmH//dnaC//mdoG//nrfG//yccX//hsdM//xseB//garR//dusC//ptsN//wza//caiB//yfeW//ascG//pgpC//moeB//allB//mhpB//dsdC//ligB//copA//pyrG//narH//yaaY//hycB//rmuC//borD//ygjR//recD//kch//accC//fadL//rpmJ//glyA//rimL//guaB//uspB//yobF//ymgF//dinB//fabG//hemF//elaD//cecR//zupT//araD//rpsO//arfB//emrD//csgD//yieL//mutY//yhaO//rpnB//mglA//acrR//sapB//ybcC//bamD//frvA//queG//fadI//hflX//sgbH//rimL//ycfH//lysS//purB//ubiF//fhuC//yidZ//frdC//pyrF//csiR//fimH//yfeR//ccmC//cpxP//arcA//astC//yjbG//rpsB//nanC//ybeF//gntU//dgoR//yqiG//otsB//ybaM//yiaJ//ydeI//eutN//arsC//malS//yfcP//phoE//dppB//epmB//yiiM//birA//secB//tyrR//hinT//fliL//hybB//yfbV//yadV//mug//bcsQ//ssuC//yjaZ//cspB//rplD//fadD//torD//purL//gdhA//ygaH//sfsA//frc//queC//ogrK//rpsL//ydcP//wzzE//osmY//exbB//yidC//ygfA//hflX//melR//pth//trpD//wecE//kbaZ//lolE//minE//thyA//purA//ccmE//ykgF//ybiW//kefF//pheT//rluB//dnaB//infC//ybaE//dnaC//yhjD//dut//sodA//umuC//fbp//marA//yfaX//rimL//acpH//fdhD//appY//soxS//aroL//trpR//pgi//abgT//mutS//yciT//tatA//ftsW//nrdG//ypdA//ypjD//ycfJ//moeA//ydeP//bglH//glcE//cas2//idnK//phr//ygfX//ansB//ybdR//era//torY//ygaZ//cusC//
GO_0006521_6	glcA//narH//entF//
GO_0006522_7	rfaC//nrdR//rlmE//hisA//hypF//nrdR//fhlA//
GO_0006523_8	speA//yqjA//dmsA//yddG//
GO_0006524_8	yhfS//ileS//cysK//
GO_0006525_7	selB//adhE//ftsQ//metQ//ycjP//tynA//nikE//pgpC//dusB//ydhK//mdtI//ribE//gyrA//dcm//lapB//rffM//psd//arnD//phnM//phnM//rmuC//
GO_0006526_8	sbmA//epmC//guaB//csgD//mscS//folA//flgJ//dmlA//yhcH//yjiQ//nimR//deoD//yeiL//
GO_0006527_8	pgi//dacA//hprR//ybaQ//fdx//yjbF//dinB//prpD//asr//
GO_0006528_6	agaW//ileS//argS//insE-1//
GO_0006529_7	ortT//potA//
GO_0006530_7	dsbA//yfcU//
GO_0006531_7	deoA//aroK//livF//tdh//yodD//zapD//rimK//panD//
