#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	alpA//intS//gltB//prfB//
GO_0006139_4	yieE//ydjJ//spy//arsC//ybcL//mraY//pspF//kdpE//ybiT//fryB//yihO//yeeO//yhjD//flgM//ppsR//rzpD//folE//dgoD//yqjA//tyrS//fecD//pdxJ//uraA//ykfM//dapA//sodB//rspB//frdD//rcdA//gpmM//potI//dnaN//yhbS//efeO//lldP//pagP//csdA//nanA//mdtL//tdcR//wcaC//bamA//lasT//yqiI//blc//ycgV//feoB//gatC//zipA//psuG//yjcS//gspJ//kdpD//narX//nudF//satP//mtlA//yadV//fhlA//yejF//mhpD//rfe//entA//ldhA//intS//dedD//mreC//agp//uup//sufC//puuD//zapD//moaE//nusG//groL//allD//lpxB//truC//ydbK//sodA//fadH//lpd//rpsE//yfdK//hisC//leuS//yefM//citX//apt//ydjH//ybdO//sgbH//ygjH//yraH//lapB//mdtO//ung//uxuA//serA//flgG//rplN//cyoD//nfsB//dmlA//allS//fetA//nikA//setC//abpB//ftsZ//dsbB//clpS//ansB//casC//pinE//wcaB//motA//cbtA//ycbV//fabI//yhgF//sfmH//paaF//trg//pitB//fhuF//ybgP//dcm//flgA//yfgI//ndk//hypF//orn//yibH//cysG//ompG//insI3//dhaM//yfdS//bhsA//argD//hcaR//thiG//maoP//cadC//ldtC//ycfH//elfA//uidR//yhjC//fes//thyA//mdtL//ydfH//hflK//hflX//evgS//glpT//hslJ//cynS//frdC//sgbE//rluA//arfA//tmk//yahO//trkH//yhbO//ykfM//xylA//kdpC//cadA//zapE//yiiD//umuD//matP//aspA//dsbG//yfdO//dacB//alpA//ppx//ccmH//frlA//iaaA//ypdI//yeaG//tcyL//mglB//adhE//opgG//yqaB//tatB//sbcD//proX//yebS//dcuA//holA//hcaC//mazG//yqgF//pth//yneE//ppc//thyA//yjhP//rsmD//fhuC//nhaR//rcsF//fucA//ybaO//oppF//lpd//hicB//mgtA//cueR//ynbB//znuA//murR//napC//lacY//mutY//ftsW//arnF//asnA//yihW//rcsD//roxA//aidB//caiF//elaD//nagE//ybaK//baeR//epd//fcl//cydA//pgk//msbA//yeeA//mnaT//araG//frwB//ortT//cyoD//atpD//nlpI//dtpD//csdA//xisR//pdeD//hrpA//araA//yiaJ//citX//trpGD//ymfK//eptC//yggP//ldtE//ycfH//yhgF//yciT//appB//pgrR//sdhD//iraP//arfB//priB//phoP//ghoS//rlmM//yaiP//zapA//hyfF//mutM//tauC//frlC//alpA//lplT//ybcM//pphA//kdgK//xylR//nanE//mhpR//pyrL//tolQ//rpsM//mnmC//yhiM//hyaD//ykgM//rpmH//rihC//argB//narQ//mog//hypT//ulaB//mtr//sxy//lysP//yfeD//lsrB//barA//prlF//gpmM//lpxD//glgX//mngB//nanK//ypjD//gnsB//hyfF//accC//clpB//yqjA//rluE//aaeR//yjiR//sufC//yajL//tig//ydiO//topAI//tyrS//nagB//yfiC//helD//hflX//rplM//gyrB//sixA//torC//bioF//cadA//xisR//elaB//glsA2//yqjI//rplK//potE//recN//pdxA//atpC//ycgB//citG//garD//clpA//ortT//queG//ompR//rfaG//dsbB//yahD//aroG//mcrB//frvA//fcl//yneE//yqhC//leuC//yahN//atpA//rfbC//ilvM//glcE//btuF//zur//ugd//yfiC//gltI//pgl//lolD//csgA//fabH//rsmE//menB//rpsR//sulA//kch//erfK//dapF//epmA//rodZ//ansB//ogrK//mdtN//pdeR//hofM//osmF//dinQ//copA//nirB//bepA//trpR//entB//yqeA//nrdD//sgcX//ecpR//aspA//yphB//wzb//yciF//pphA//hisS//ygiN//hemC//sfmC//yciH//wcaJ//tmcA//corA//cvrA//chbC//fliA//trkH//gltP//viaA//nikD//elfD//atpC//patA//uxuR//malY//hemA//maa//groL//cnu//pdxK//ytfT//barA//ycfH//glnK//yfcV//atoC//yoeE//araC//otsA//yedP//moaB//yohC//modA//fixA//yjhH//yedL//sbcB//allB//feaB//modA//dcuA//elfD//ygeV//speC//yehU//glnK//ydiB//ompG//rclC//mreD//waaG//napB//uup//mglA//yjfP//metR//purF//kdsC//hyfF//opgH//yqgF//ybcF//clpX//dgcZ//tauB//glpD//rpsE//trmB//ispU//rbsD//yihO//nrdG//aroA//mhpR//thrC//ariR//tcdA//holA//yceD//bioD2//chiP//clpP//codA//nrfG//dgoD//sthA//glpX//secE//yieH//waaL//lolB//mdtD//pfkB//cadB//cmtA//araH//yfiE//pepA//znuA//uspG//ynjA//yhhZ//yehP//ftsB//dsbD//oxc//ppk//mscK//pyrD//mnmE//era//xylH//tolA//mdtQ//kdsC//acpT//ynhF//prmB//mdtK//yqgF//yedF//yiaN//gluQ//fdnI//cspE//ygbN//rpsN//pntA//rlpA//cyoB//narY//katE//lptE//eco//deoD//yhjR//lysS//yphB//ybaK//malX//rpmH//lipB//hisA//pyrL//mioC//feaR//metI//higB//xapB//insI4//prlC//clsC//rseC//citC//gltD//thyA//livH//pta//arnB//opgH//aspC//glcA//eptA//sufC//ubiB//ndh//mtn//gudX//ybhI//tamB//zapB//rplY//agaA//torD//mrcA//ulaD//yieK//mutL//ybbW//pntA//pyrD//metC//rbbA//chbF//yfeO//mepM//iscU//ygeW//folP//ddlA//yegT//gadA//pyrL//hemB//uidR//serB//ompA//ackA//mreD//hcaB//
GO_0006140_6	yfiR//tktA//
GO_0006144_6	ftnB//menE//iraP//dmsB//wrbA//paaB//yidQ//hpf//ugd//ppsR//
GO_0006145_7	waaU//hisI//emrB//glgA//
GO_0006146_8	rusA//yebC//
GO_0006148_9	yihP//
GO_0006149_9	nanK//
GO_0006150_9	chpS//
GO_0006152_7	ycfS//eutD//rlmM//artM//yfbS//mgtA//
GO_0006154_6	pgi//
GO_0006161_9	waaH//
GO_0006163_6	tsaD//gpsA//mocA//lsrR//glk//paaH//srkA//yfcP//ftnA//yjjB//pepN//yfcS//greA//aqpZ//hybG//tusD//yaiV//ychH//iap//mdh//nuoN//yajD//ssuB//trmO//fliL//ybjL//cbeA//agaB//ydfD//rlmJ//ascB//cpxP//galP//ebgR//flhA//ybaK//ybiT//mlaF//uvrD//curA//rcsD//queC//sdhB//lpcA//lsrK//clpB//fadM//mtr//csrA//pdeR//wecA//zitB//ygdG//sfsB//
GO_0006164_7	orn//rpsQ//pgpA//hybD//cmoM//arnD//mutM//ilvE//mrcA//rsmA//yfiE//hybD//uspE//cbtA//lipB//csgE//dppD//bcp//oxyR//ilvN//yahF//arnA//panF//bdcR//fabG//ribB//chbB//evgS//dgoD//murP//rimL//araD//ubiB//ilvH//rffH//cspC//manZ//cspD//lptD//cynX//
GO_0006165_7	yeaD//pepQ//metR//dcp//ybhP//xanQ//tap//fabH//ibsD//yebK//arnT//sspB//yghW//metG//lptE//yjtD//hypA//rsmI//waaH//
GO_0006166_6	zraS//narJ//
GO_0006167_6	csdE//
GO_0006168_7	dgoR//nfi//
GO_0006171_9	yqcG//
GO_0006172_9	leuO//
GO_0006177_9	chbC//cpdA//nagA//
GO_0006178_7	gltD//
GO_0006183_9	ymgA//
GO_0006188_9	ubiJ//arfB//kbaZ//pheT//
GO_0006189_10	waaZ//grxD//
GO_0006195_7	glgB//ldtC//
GO_0006203_8	rusA//eno//
GO_0006206_6	yneL//nirC//yihU//yagJ//yieH//srlB//mliC//ratA//frwC//yihI//allS//cca//fimF//tauD//entB//nanK//lrhA//modB//proS//ogrK//cysH//ygjR//waaO//ygiW//spoT//purD//
GO_0006207_8	treR//gpr//glnA//fixA//fabH//
GO_0006208_7	proV//fryB//rnb//rutC//asd//lysO//entH//ygeV//yqaE//xerC//nadE//yidQ//kbp//
GO_0006209_6	tilS//
GO_0006210_8	nadD//
GO_0006212_6	queA//intA//yaaJ//infB//fsr//yijO//yqiJ//yedF//rhtB//tcyL//ybiI//
GO_0006213_6	yfbR//sfsB//asd//pppA//rpsM//rnb//ygiN//pflC//yehY//yrbG//sapF//phoR//envC//glpD//ldtD//ydeT//
GO_0006216_9	rseP//
GO_0006217_9	fetA//
GO_0006218_9	rplN//
GO_0006220_6	mfd//hcp//rnt//ubiD//mobA//fliL//mutH//allD//yjbG//narG//rlmD//menE//lpoB//pfkB//ppk//epmB//elyC//hfq//glk//ulaF//
GO_0006221_7	insB-4//ltaE//yadI//acpP//aroG//mscL//ykgM//yggE//yafN//garR//ynbD//rutR//ttdR//
GO_0006222_9	bcsA//
GO_0006225_9	rpsO//
GO_0006226_9	malQ//purF//
GO_0006227_9	aldA//
GO_0006231_9	sufS//
GO_0006233_9	alsC//
GO_0006235_9	insA-2//
GO_0006241_9	yfbU//
GO_0006244_7	nlpI//nadE//phoQ//bipA//greB//btuR//yfbR//
GO_0006259_5	bglX//mtfA//eno//ypdF//dusC//elfG//uvrY//livJ//amtB//mepM//ygiB//aroE//kbaY//srlR//betA//waaB//cysG//pykA//metB//yjhB//rfaE//ytfQ//gntK//ygaH//chiP//fimD//cvrA//cpxA//yneJ//trmJ//deoR//mnmC//plaP//tyrR//kduI//hsrA//yhjB//deoB//clpB//rluB//rcnA//nudB//nanR//arnF//nrdR//hokB//yaaY//leuB//ynjD//acnA//hda//yjjV//cspE//uhpC//tufA//katE//ftnB//rpnC//aer//yjcE//nmpC//secY//mutM//gyrA//malK//nei//hicA//endA//yahD//ssuB//rnlA//yjcO//glmM//kefG//wecA//ytfP//ynfH//tdk//tsr//gstB//potD//yghU//fes//mdoG//hdhA//hyaC//ugpE//insA-2//ydiF//cueO//kdpA//pdxA//paaE//narU//glcC//rplL//opgB//ydaC//rclB//trmB//yjeI//trpGD//guaC//clpB//mppA//hypD//ybaQ//ybjX//clcB//folM//yibF//paaG//xanQ//yigB//yfcV//cyaY//ruvC//fliS//rmf//lhr//dgcE//ribB//cueR//trpB//ydjM//phnC//zinT//ubiD//fadH//dusC//yaiV//satP//hflC//yfcS//dgcJ//yhjA//xseB//ptsH//eamA//ldtB//mepA//gloB//pspG//csgG//lgoR//mdlB//ssuB//yqcC//
GO_0006260_6	dcuC//moeA//mscS//serB//yidL//yehC//artI//glpF//artQ//ccmE//agaB//fieF//epmA//cysA//sufC//idnO//sppA//ravA//fhuF//ilvM//fadA//
GO_0006261_7	gadW//ugpB//cobC//rplO//rutG//dmsA//yagU//galU//arnA//cnu//hemC//entF//
GO_0006265_6	baeS//pbpG//yhiM//nikD//prpR//
GO_0006266_6	adeP//ompA//alaA//
GO_0006267_5	frdB//
GO_0006268_9	pbpG//gsiA//cysN//
GO_0006269_6	sanA//
GO_0006270_6	pphB//elyC//ynbB//paaZ//clcA//gppA//
GO_0006271_7	topAI//rodZ//narJ//
GO_0006274_6	hybE//
GO_0006275_7	ygcR//phoB//ybhJ//ygeW//uhpT//yjjG//fdx//pspG//casA//
GO_0006276_3	yafN//cdh//proX//rapZ//intZ//yfdR//nagA//ogrK//
GO_0006281_6	menH//yjiY//xanQ//waaC//mltG//codB//rzoR//folM//gshA//trpL//hcaF//rbn//rapZ//thiE//map//yiaF//mnmE//yedX//rplR//yqaA//surA//aroK//yhaJ//speG//hcaD//bglB//xapA//tag//citC//kdpE//truD//ymgA//rsmC//acrB//cysK//sfsB//intS//cdd//ycbB//nikA//sodA//potD//yihS//fimF//lhr//tbpA//aaeA//glnA//guaB//gspJ//yceD//clcA//ruvB//folP//hda//
GO_0006283_8	argS//
GO_0006284_7	parE//yadC//osmY//ygiN//sspA//mqsA//
GO_0006285_6	mntP//yihI//metG//rcnA//nirB//
GO_0006288_8	opgC//entC//
GO_0006289_7	yedA//ydcM//
GO_0006298_7	gluQ//rsmI//dmlR//torA//uspE//abgA//ompL//csrA//zapC//cysM//
GO_0006301_7	mglA//cvrA//yfgI//atpE//
GO_0006302_7	hprS//frlB//dsdX//yagU//alsE//phoR//ygfZ//eutA//galE//
GO_0006304_6	mcbR//agaW//zwf//rpmC//bdm//galT//osmC//hldE//mtlD//
GO_0006305_7	nlpA//frlB//rpsG//lapA//
GO_0006306_5	hcaB//msrA//ydiZ//prs//
GO_0006307_8	prpR//mukB//caiD//otsA//ygiV//
GO_0006308_6	ybjC//yhcN//dinB//lptA//truD//betA//astB//fucI//opgH//lspA//valS//yhfK//
GO_0006310_6	ybeY//mtlR//trmH//hupA//iscR//ampG//waaB//tdh//tsf//uxuR//alsK//mak//metE//raiA//nrfF//nadK//hsrA//cedA//ubiD//gatB//kdgT//recE//mppA//wecA//waaZ//uhpC//fumC//rplI//ynfE//yehD//mtnN//cbpM//insB-4//cspD//lldD//yebC//potC//sgcE//tnaB//katG//dmsC//rzoD//scpB//
GO_0006313_4	yfbS//nrdF//ydcT//recT//nuoH//trpD//acpP//
GO_0006323_7	treR//
GO_0006325_4	hisB//
GO_0006351_6	mtlR//yajO//iraP//ycbX//nrfC//feaB//fau//tcyJ//mnmE//ytfQ//rarA//mppA//umuD//hslR//prpR//tilS//melR//yegT//csiR//norW//murQ//sdhD//kbaZ//fabG//moaB//skp//rpnA//yfeX//csgF//seqA//etp//glpX//hofO//ydeE//yobF//ygcR//entD//uvrA//dgcF//mcbR//hsrA//yjjW//ypdI//ybbN//bioC//hlyE//nrdA//arnA//cpxA//ibpA//pheM//nudC//ydfG//oppB//deoD//yfcF//fhuF//spoT//yraR//yjjG//setC//miaA//queA//rpsP//serA//nhaR//acpP//cspC//fhlA//msrB//endA//recC//sdaB//ybdM//alaC//agaB//yihQ//ybeQ//ygjK//ydjH//glcF//rlmJ//dinJ//fhlA//rpsS//efp//nirB//flhE//ytfP//ygfI//pspF//baeS//cyoE//ydcI//nfo//melB//prc//nanT//nimR//ampE//ftsW//pgpC//basS//qseB//yciE//hemB//rpmJ//ynbC//uspF//cysD//uhpB//selB//tdcR//nrfA//leuE//holC//dtd//mlaC//glvC//
GO_0006352_7	yojI//clpB//mtr//hcp//
GO_0006353_7	glvB//nrdB//
GO_0006354_7	idnO//mtlA//yeeO//
GO_0006355_7	dgoK//mocA//frlR//arfA//ydbD//msrB//rlmL//hokE//kch//rfe//yihU//hprS//ydhQ//kdsB//tnaA//phr//speA//proB//ychF//dgcZ//yciH//fliM//tynA//fucP//hrpA//garD//rsmD//aer//pstA//tyrA//fumC//betI//recN//hflX//paaX//higB//tusC//citX//exbD//insA-1//dicA//leuS//rep//fepC//yedF//ydhQ//glnH//pgl//marR//yaiV//glvB//waaH//tusC//ftsK//murB//tsaE//ycjY//rplB//scpC//tauA//yhbY//nirC//glpA//mak//grpE//trmH//amiD//yjbE//yafS//manZ//atoS//ycaO//hisF//miaB//recB//feaB//metN//hisB//tsgA//sucC//asnS//ivy//mtr//groL//feaB//yehW//glpG//minE//sfmC//ymgF//cmk//ubiE//yjfP//sppA//chbR//mdtK//bssR//aspS//rhaB//waaO//rpnA//yqaB//rho//frlB//yehB//kdpE//tatB//lasT//caiB//insH-5//queG//xerC//fliT//srlD//insA-1//yobA//yggE//btuE//selU//hpt//mnmE//mmuM//cysS//zapA//waaP//rpnC//yraK//mliC//sseA//ariR//envY//sanA//ribA//waaP//xanQ//yebK//wbbK//hybO//xylR//fmt//yjbG//glpF//nanE//cbtA//ydaV//tdk//paaD//cheZ//xapR//flhC//rpsE//ymgF//citE//tsf//lapB//yjjX//hcaC//ynaI//queE//rplD//ispU//sfsB//patZ//araE//recN//chaA//flgM//spy//narI//srlB//ispG//ompR//casE//gdhA//tauB//fkpB//zapE//yihO//iraP//holB//epmC//rnpA//yggF//dcyD//adiA//ybhS//ivy//gppA//bglA//dicB//gspE//folA//tolQ//gpsA//ycdY//ygjH//dcd//bglJ//rfbD//cbrA//bglX//mdoD//kch//gudP//rluE//srlE//dgoK//rcsC//nudF//allB//lpxH//cobB//yhhT//yiiE//rraB//ratA//livH//csiR//tamA//tsgA//manA//rmuC//rclC//araE//topAI//abgA//xylE//pdxY//cydB//sbmA//yjhP//ygcO//pfkB//lldR//hipB//ldcC//yrdA//dhaR//deoC//yibT//metL//ygjK//yfiR//speB//insB-4//yeiL//ycjY//rpsH//lptG//selB//yhaV//lhr//proB//lacI//rplI//queA//yidL//tufB//csrD//ndh//speF//
GO_0006357_8	bhsA//
GO_0006364_9	yihV//dmsC//agaC//sanA//atpE//dkgA//sspA//comR//yaiW//mntP//abpB//uspE//ligA//potB//potF//iclR//narH//ybaT//mdh//citE//osmE//ydiK//mdtC//casE//ydaV//srlE//cdd//mepH//fes//potG//mdtN//yfcF//dgoT//metQ//ortT//yjbF//dgcQ//alsB//hiuH//mioC//yibT//pepA//iscR//
GO_0006378_8	ybcL//trmI//
GO_0006379_8	coaA//
GO_0006382_8	btuR//
GO_0006396_7	appC//intQ//glsB//fruA//caiF//casD//ftsH//uof//lysA//pyrB//ymjB//ttdA//cmtA//cobC//yadM//ftnB//flgH//mnaT//yghG//tadA//frmB//paaK//pbpG//btuD//menE//hyfF//ymgC//ynhF//rplS//rsgA//argA//cobC//aroE//helD//folD//ugpE//ubiH//ilvD//yehU//yeiG//nanT//argA//groL//mutL//nei//torS//dtd//bcp//cutC//cysI//yabI//guaB//yahN//rnc//narG//hinT//hcaC//adeD//yjhB//trxC//livF//xylG//dkgA//sfmA//ymgA//dcuB//hscB//menF//pyrG//gor//tisB//gntK//bluF//rpsT//nuoH//btuE//ynfK//ydiB//rnt//glgB//wzb//bioD1//ilvH//adeQ//der//ade//topB//yjhP//ddpX//glnP//metR//artI//guaC//nuoN//kbaZ//clpB//tolR//greB//recG//yfcU//flgK//tdcE//
GO_0006397_8	rep//ftnA//cmk//
GO_0006399_8	fabB//ybhD//ulaF//hemG//entE//hemD//upp//tcyJ//ydeM//insI1//prlF//gudD//efeO//gloB//rplO//recT//mepM//ybjD//fecB//sgcA//hisB//betB//allR//mnmG//mdtA//rplA//xylR//ybiA//yfgO//yhdJ//tcyJ//lsrC//yceD//gnd//acpH//yahN//metB//chbB//ldhA//phnO//yfcQ//uvrA//yfgJ//acpH//rnpA//borD//katG//rseP//yciE//xylE//iraD//phr//bssR//rplM//feaR//yfaX//ygeV//yqeG//argI//ybiY//fliK//pepT//rfaF//ratA//torS//chbR//prpB//dgcM//oppB//argB//caiT//kdpD//rcnA//ynhF//argB//ndk//frvR//insI4//bamE//csdA//flgC//rpmJ//
GO_0006400_7	mzrA//hemF//arnE//moaC//ftsB//cmoM//accB//panE//mglA//nrdA//bglH//torR//plsC//yjiM//pspA//mutT//rseB//narH//murF//rayT//eamA//deoD//casE//mrr//wcaB//secD//mnmC//fadI//rfbX//napF//rfaC//rcsF//btuB//tpx//yahD//insI3//sbcD//rnr//yqiJ//murE//carA//ibsA//wrbA//coaE//gltB//hrsA//hyaD//upp//envC//
GO_0006401_6	fepG//fabG//nlpD//srlR//epmB//phnC//garP//yjaZ//ridA//lpxK//dgcQ//fmt//pgaC//rnhA//mocA//yjjX//yebS//glcB//frmB//yjfP//truB//pdeF//
GO_0006402_7	udk//psuT//ariR//kbp//ycjP//rsmH//hofC//pepT//wzb//zitB//queD//
GO_0006412_6	flgE//oxyR//acpP//agaW//hflD//cheR//dgcQ//dppA//accC//yiaO//sodA//selB//gcvT//ogrK//yaiP//dinJ//rihB//cysQ//gadB//kefC//mraZ//yhgF//ilvL//uspE//yicJ//hisG//mutT//aroG//lspA//bisC//cspD//arnD//epmB//glpR//cvrA//nfuA//higB//gcvP//mltB//gatA//mhpD//raiA//nmpC//cycA//ahpC//cueO//dgcM//iap//sbcB//nirB//ykgM//
GO_0006413_4	murQ//uhpA//mhpR//
GO_0006414_6	ybcJ//yrfG//cobT//dld//yfcA//hscA//glcA//pdxH//mngR//
GO_0006415_7	rarA//rtcR//lyxK//artM//pspD//dcm//aldB//
GO_0006417_7	sthA//glyA//zinT//uspG//tktB//gadA//sfmH//tpx//diaA//ydhQ//yjjX//adiC//lepA//yggN//ecpR//rhaR//trpE//narW//macA//rclA//glgS//motA//chpS//rplE//elfG//rlmC//dmlA//adiY//kefF//ldcA//sohB//feaB//ybbY//yneL//lsrR//ugpA//cdgI//fadH//emrE//
GO_0006418_7	yiaO//mrdB//tauC//alkA//rcnA//nhaB//elaA//lolC//phnL//kdsD//ychO//mntS//focA//queE//fecA//amtB//purL//rsmG//rfbX//ybaT//yqiH//yheT//waaJ//nsrR//rplS//
GO_0006419_8	yiaU//
GO_0006420_8	pabA//
GO_0006421_8	yggE//
GO_0006422_8	yabI//
GO_0006423_8	rpsI//
GO_0006424_8	yjhB//rpnC//
GO_0006425_8	pitA//
GO_0006427_8	gntK//
GO_0006428_8	tus//
GO_0006429_8	yhjG//
GO_0006430_8	cydC//metK//
GO_0006431_8	gcvR//
GO_0006432_8	dgt//thiC//
GO_0006433_8	murC//
GO_0006434_8	mdtF//
GO_0006435_8	bcsQ//
GO_0006436_8	rclC//
GO_0006437_8	gdhA//
GO_0006438_8	hybB//
GO_0006446_8	rihA//kdsA//murB//yedA//argB//fadR//rpsK//
GO_0006448_8	metE//rbsA//ynfE//lpxM//pdxH//
GO_0006450_4	yagJ//rbsD//fumA//pabA//fecA//ydfG//yhiM//betB//mscS//cusR//
GO_0006451_7	uhpT//
GO_0006457_3	tdcE//sfsA//bglB//waaF//ppc//tufB//dppF//der//sspB//nuoG//yedA//ydiQ//hemN//yagU//yafN//gfcE//ibsD//yegT//argS//ulaA//osmF//fadJ//mtgA//nimR//holB//yeiL//casC//hypC//orn//cspB//xseB//ampD//yciV//ygiW//ydiZ//yieE//yhaJ//malK//proS//tdcG//
GO_0006458_4	hemC//norR//mliC//rarD//thiD//yphB//era//zapD//
GO_0006464_6	mutL//hscB//yafO//moaC//yjiA//cpoB//nikR//mlaF//ybeY//rluA//dicC//zinT//adiC//mscM//pyrF//slmA//nikB//yahO//paoC//ybhA//tufB//dnaX//ygbM//artM//yghU//mdtC//lysO//gfcE//tsaD//umpH//feaB//srlE//yfeD//yibF//mutL//yfeW//speG//nlpE//yhbQ//dinJ//ribB//fliL//ypdC//cecR//malK//malG//dcuS//truB//ybeQ//dppD//hemB//rhmD//sspA//cusF//rsmI//nsrR//yegS//fur//purF//nfi//sdaC//grxD//gpp//maoP//recO//gstA//recE//rnc//lpxL//mtfA//yciK//wrbA//appA//wbbK//soxS//pckA//wecA//holA//bsmA//lapA//rapZ//purU//dps//gstA//emrD//cysM//fsr//mug//yfcF//yciE//pdhR//paaD//phoB//panD//pdeK//ychF//hemF//mdtP//arnB//ygcW//hybO//fryC//nudF//yibT//rplM//adhP//dctR//ptsI//galT//lolD//xylH//frmA//yghU//ybeY//rbsB//secE//yabI//fadE//yejB//basS//phoU//shiA//cmoA//nfuA//rnlA//flgF//menC//osmY//rbsB//fimC//selU//rlmA//frdB//adiC//gcl//ftnB//ybdO//chbF//kefC//yfjV//mgsA//patZ//
GO_0006465_6	yeiE//phnO//mgtA//
GO_0006468_7	dnaG//coaE//yfeX//ppiD//yejF//fabB//mutM//ynaI//secB//dgoD//acrD//pdxH//dgcT//hchA//sodC//yphF//fumB//nanE//exoX//ydjJ//aidB//dapA//aceA//pgi//kefC//manA//ilvB//pbpC//yehY//kdgK//yqiI//rhmR//hdeB//ilvE//folX//yaaU//tktB//nuoL//clpS//amyA//radD//dxs//dbpA//cnu//flgB//ttcA//frlA//kbaY//hisF//thrA//nagB//aqpZ//narY//
GO_0006470_7	proC//hyfF//clpX//gldA//yhbO//hdfR//dhaL//mlaB//yggE//mdtP//hybC//trmA//mutL//fadE//hcaC//yegS//
GO_0006473_8	ftsE//panD//chbB//fadL//dgoK//chpS//lpoB//mdtN//gstA//rimI//dhaM//rplC//
GO_0006474_6	cysM//syd//mlc//alsC//elfC//
GO_0006475_9	mcrB//lexA//
GO_0006476_8	yhgH//ldtD//gdhA//
GO_0006479_5	tdcD//xylF//yiiM//cmk//macB//paoC//nadA//yqiG//
GO_0006480_6	ydiK//
GO_0006486_5	uof//
GO_0006490_5	yhjC//
GO_0006497_7	tqsA//
GO_0006508_5	ligB//glyS//artP//rcsC//nagK//argR//araH//narK//eamB//galS//alsA//sbcC//yiaN//ynhF//purT//yjhG//clpP//cheW//secF//tolA//trmL//rsmB//tgt//dosP//cadC//xseA//yidR//rpsB//narX//rimI//yihV//uxaA//dcuS//aaeA//fkpA//hyaD//eutN//yccS//frdA//ynbD//yfgJ//moaE//araD//rsmD//eptC//sohB//potG//atpB//yjiQ//cbrA//yddL//ydgA//mdlB//adhE//ybiI//
GO_0006515_7	ribD//nrfD//dgcM//kilR//
GO_0006517_6	ycjQ//metE//mtlR//yihO//
GO_0006518_5	waaC//rbbA//yafC//agaW//ftnB//cyoD//puuB//hflC//ybhD//pyrD//melA//ftsN//cutA//prfC//lpxK//aspA//tatC//zapB//yagE//mmuP//gltX//fimD//yehY//dhaL//sapC//yhjD//yfaX//lpxB//wrbA//ubiH//nikD//rplX//cdgI//flgA//qseC//yedX//macA//torC//phr//livM//ispA//gstA//suhB//yjhG//yieF//flgH//insK//pgm//hofC//hisB//ttdB//yadG//yhbS//upp//phoQ//recF//treC//cyoC//pstB//glmM//yihV//rlmG//ybdM//mdtL//pgm//tauA//ettA//bcp//yfeW//nlpA//fimC//frvB//aspA//crfC//yibF//marA//moaE//
GO_0006520_4	atpF//fecC//trkA//ulaC//ydiP//mdoD//yehA//rutD//yghB//trpC//hybA//crr//yidK//citE//lpxL//amyA//mreD//nagZ//cdsA//tamB//elfC//ompC//ybiT//tatC//zraS//cysP//ybdM//yhjX//paaK//idnK//eutA//abgB//emrK//ydbK//aceA//gmd//bglJ//sfmA//kbp//umuD//lysA//lpxP//patA//opgD//trmL//araB//serA//waaU//dgoR//purT//rhaD//nfsB//suhB//coaD//chiP//abgR//tatE//rbsK//narU//sfsA//phnJ//yjjW//yfdK//yehY//leuO//tas//hemH//amiA//ung//hypB//rlmA//sucD//cysA//menI//nrdD//yqiG//macA//epmC//dadA//ydcM//gcd//ampD//frlB//rsmE//metG//ycjW//asnC//skp//rpoE//gmhB//tbpA//hycH//ssuE//ybaK//argR//sucD//bioD1//yhbQ//flhC//accA//cydD//lysR//ddlB//tusE//tdk//glnE//yggE//ypdF//waaA//thiQ//entB//ccmH//smpB//rpsJ//yaaU//yaaY//rraB//ycjD//yggF//etp//gntK//cheR//cheW//fadH//entD//ssuB//waaF//hyfC//yhcH//xisE//cfa//agp//oppC//mrr//tonB//hycH//yqiJ//sfsB//pepD//fkpB//frdA//mhpB//nhaA//rnlA//gabP//hpf//frdB//glgS//xapR//wza//ubiJ//tdcF//yqeG//trkG//pta//arsR//yagJ//ruvB//yjbH//yigB//rpoD//deoA//tcdA//gudX//puuC//ycaN//mltG//ynbC//ftsN//relA//tyrB//smpB//galR//hscB//eutD//oppA//cobB//treB//bioB//yebC//hslO//rhlE//ynfH//yoeE//folM//ybfA//dxr//emrB//prpR//ydhC//pagP//yodD//hisS//frsA//recD//ampD//glpB//fhuC//wzb//yagU//yqjA//rpnA//
GO_0006521_6	yfbS//rtcR//potG//
GO_0006522_7	yddA//yfdR//mntS//ftsX//nadE//aroH//ftnA//
GO_0006523_8	yjjI//secF//caiT//emrD//
GO_0006524_8	paaE//dsbG//speD//
GO_0006525_7	araF//yehZ//ulaC//dgcQ//chbA//curA//phoQ//rplT//menA//ihfB//fdx//glnQ//folA//cysD//cysP//yhfK//dcyD//ypdA//cdgI//rna//folA//
GO_0006526_8	garL//pheP//queA//oppF//ycdX//azoR//rpsT//ompR//gsiD//hcaC//deoB//envZ//dinD//
GO_0006527_8	nirD//cadB//narJ//elfC//ymgC//hycI//nupG//argO//trmH//
GO_0006528_6	abgB//fabZ//ffh//ubiF//
GO_0006529_7	lptB//ptsI//
GO_0006530_7	yfgO//yhaM//
GO_0006531_7	rpsL//mrdB//abgA//glpF//proB//yeeJ//gspE//ynaE//
GO_0006532_8	helD//nanR//
