#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	zntR//sgcA//casD//dgoD//
GO_0009071_7	yehY//wcaB//truA//eutN//glpB//hemH//hcaE//yadI//pyrE//ybdN//yjjI//ydeE//asnC//phoB//
GO_0009072_5	tatB//amiB//eptB//hxpB//pabB//yjiM//mliC//patD//paaG//flgF//xapR//ygiB//aroF//rsmE//pgm//ispH//gntT//entD//flgF//ilvM//xylB//yfdG//fecD//trmL//
GO_0009073_6	folX//yeaK//fetA//ygeX//ulaF//gph//fadK//ynbD//iaaA//hisA//yjjW//pepA//yigL//rpsM//caiE//rapZ//mioC//yiaB//dgcM//yfeR//elyC//
GO_0009074_6	lysP//ybhJ//rpsA//
GO_0009078_6	afuC//malY//rnhA//glcB//rpnA//asnA//ycdY//
GO_0009079_7	rffM//ydaC//exbB//frlR//
GO_0009080_7	nirB//phoA//proQ//
GO_0009081_5	yqaB//mtnN//cvpA//modA//yehA//kdpC//cysA//aceB//sodB//gadE//yafQ//yjbB//msbA//zntR//pcnB//xylA//ftsX//tpx//recE//essD//glmU//yhjG//
GO_0009082_6	potB//dgoK//yihQ//proS//hisC//yohC//mltF//gsiD//envR//ybhG//ymdB//gatA//pnuC//alsA//mdlB//yeeL//flgG//rlmI//
GO_0009084_7	yccA//glpC//flhC//hexR//hslV//ibsB//kbaY//umuC//yedF//intE//kgtP//waaY//kefF//ybfA//fimI//torD//ggt//glrR//rhsD//relE//exuT//alaE//yaaY//agaS//cueO//
GO_0009085_8	arnF//yeeA//ydeE//yiaJ//argI//lpxC//pdeF//ubiI//ybiS//recE//lgoT//rpnC//
GO_0009086_7	yqiJ//nrdH//phoQ//sgcB//rfe//treA//agaI//gshB//ompW//
GO_0009088_8	rseC//nudC//
GO_0009089_6	qseC//ppiA//ppk//ssuB//pitB//tatB//miaB//hisA//ilvD//
GO_0009090_8	gntT//yqaE//hyfC//yahI//
GO_0009092_7	rfaH//putA//yafQ//hemE//dauA//melR//
GO_0009093_7	fecD//arnD//dapB//xylH//arsC//
GO_0009094_6	rtcR//gapA//yqjA//ydcP//
GO_0009095_7	tag//yebS//pinQ//hemG//
GO_0009097_7	tehB//hyfA//paaK//gcvP//ghrB//lpxD//gyrA//
GO_0009098_7	glsA//selA//mpaA//nadC//pflA//ribD//dicA//
GO_0009099_7	rfaE//gudX//glxK//rhaA//prc//yhhZ//ychF//fabH//tdcB//lpcA//
GO_0009100_5	yhaO//lolD//fadR//dsbC//flhA//
GO_0009101_6	napB//
GO_0009102_6	dicA//mtn//ydiR//dsbG//frmA//pdxA//ybaO//mdoD//chpS//deoD//ygbI//rsmB//nirD//
GO_0009103_6	glvC//fecC//nimR//rcnA//bluF//nhaR//tsf//sugE//spoT//nirC//mdtP//
GO_0009106_5	norW//fdoH//
GO_0009107_6	tnaA//metH//
GO_0009108_6	ycgV//xthA//hipA//cbrA//sapA//deaD//ybhG//efeO//rdgC//emrB//metC//malZ//rlmM//wbbK//ybjC//codB//appY//yaiV//csrD//sgbH//arnA//paaE//yedL//rlmA//wecA//glpF//yeeA//mnmG//zinT//rzpD//csiR//pheM//msrC//ftsI//lldP//dtd//trg//phoP//rnc//yccS//ftsL//rpiA//yebQ//cdaR//ygeA//alr//proA//ybcJ//ilvB//iclR//yhfK//poxB//dnaB//mdtE//pheT//entA//pgm//rpoH//pdxK//bamA//yicJ//kbaY//pal//tnaB//ymgC//frlR//fliM//acpT//recC//nlpA//dcuB//tsaD//mipA//yeeY//dapD//poxB//polB//helD//yjjI//rhaS//galT//slyA//ybaK//citG//elbB//fadA//pgaC//caiD//ade//sgbH//rpsN//yajO//emrY//nfsB//skp//rarA//hisQ//phoP//yihV//thiQ//queE//gadA//yhjC//lpxL//uacT//hemN//yebZ//dadA//greA//ftsW//
GO_0009109_6	agaB//wrbA//mntR//ynhG//yjhI//
GO_0009110_5	hcp//fadA//rffT//rbbA//intS//qseC//rutF//trmH//der//rsmF//mntH//ribF//yjfF//mdtP//acpP//hrsA//kdgT//glpX//carA//yhjD//ybfE//elfC//bluF//pdeH//mepH//gmd//rcsB//trpR//sapC//mepS//opgD//coaE//flgE//dnaK//yqjH//chpB//tcyL//paaX//cas3//fdhF//insH-6//ftsW//fadJ//bepA//cysD//ygbL//lit//radA//dcuR//intE//entE//guaB//argI//dnaK//srlE//serS//ftsH//
GO_0009111_5	panE//tisB//uvrC//mglC//
GO_0009112_5	cusS//yhjD//trpS//patD//symE//fruA//ycjW//tpx//envZ//ansB//menH//chbG//asnC//yeiG//dmsB//pyrD//pdeK//ebgR//lamB//yhiM//mdtG//tusB//mmuM//panD//yehD//ampD//thiE//yjjQ//ftsN//murI//cysM//yggT//fixC//allB//hha//dsdA//
GO_0009113_5	frlB//ydiO//hofP//topB//lsrK//
GO_0009114_8	galR//
GO_0009116_5	amiD//rrrQ//yobA//trpR//bolA//yjcS//nirC//rraB//insB-4//fcl//malK//gadA//fruK//sapB//surE//lrp//ompG//yegD//rsmB//rimP//dnaC//mepH//cueR//acrE//ydcR//valS//yqeA//ompC//aceK//lpxH//waaA//metN//murE//rayT//eamA//csgG//mhpT//xanP//selB//amyA//
GO_0009117_6	serA//pdxJ//tyrA//yhdZ//kbaZ//dtpC//yoaB//uvrB//ymfA//pykF//mnmG//trpS//lpoB//bsmA//fryC//kefB//argG//nth//kbaY//eutN//glyA//paaK//satP//ihfA//rihC//otsB//yrdA//qseB//intS//purF//fucA//artM//ftsE//ugpB//flhA//mltB//rplN//yahI//lolE//nuoM//flgM//opgH//hisB//ymfK//ynbB//aldB//hiuH//tdcG//yrfG//cbeA//cpsG//xseB//gntP//yiiM//perR//queD//nudF//bioC//chbB//csgB//arnE//yddA//mdtQ//yibH//minD//yihL//atoC//rpsB//phoE//csgE//cytR//purR//dpiB//exuT//trmO//ykgO//ydcS//mltD//fkpB//ybiV//lamB//bipA//ydhQ//dedD//pyrL//ompR//glsA2//tilS//mdlA//amiD//yjbB//yggW//pepN//xapB//frdD//symE//frlC//lipA//yraR//bdcA//trpGD//atoS//rluD//yhcD//
GO_0009119_6	dapB//sspB//pflA//elfD//glgC//nrfC//erpA//rutE//ssuB//cho//mepA//minE//potG//yhcH//ddpX//hyaB//ydiP//yabI//hprR//dkgB//mepH//kbaY//tldD//flgE//thiC//murG//acs//ybiT//hxpA//seqA//insE-1//nikB//waaO//ompR//sugE//
GO_0009120_6	eptC//pdxB//btuC//ytfT//
GO_0009123_6	proQ//fadE//nikC//pstA//gcvA//kbaZ//recN//caiE//aroD//abgB//selB//hofC//ydeO//pgk//hcaE//chbA//ruvC//dacC//trkG//nrdH//cas3//dtpB//yjbB//yibF//glcF//gsiD//lysP//artJ//yhjC//rhmR//menB//rplS//ulaR//yceK//rapA//pdxB//uvrD//ytfR//sfmF//cusS//rlmF//tdcR//yobA//ygcR//hcaE//gntT//
GO_0009124_7	hcp//hfq//mrr//ydbK//rplB//fetA//rpmA//thiL//kilR//ettA//prpC//rpsK//yddA//mdlB//hdeA//ccmD//alsA//livJ//paaC//aroG//ubiG//msrB//yjhC//mdfA//cysS//intS//btuD//argR//mscK//ydhC//hyaC//nrdB//ytfE//rplW//sad//hupB//ydeO//
GO_0009125_7	ycjD//yagJ//eamB//gph//yjjI//
GO_0009126_7	fecD//yigL//dsdA//norW//exuT//hinT//smpB//entB//livF//yhcN//mdtD//hycH//intS//nlpA//yehY//uhpC//yihV//ispF//malX//folM//patD//ppiD//luxS//argE//ogt//rluB//rimK//abgA//ldtB//gyrA//entS//rhaA//wzzB//yidR//
GO_0009127_8	zwf//rplT//dcuC//tdcR//mrp//gpp//ycjW//sthA//yjbB//yghO//metI//rplX//kefG//ynbD//bamC//tusC//mdh//mlaF//yahI//sufB//nhaR//yggT//smrA//alpA//dgcM//nac//ibsA//sapA//fdhD//htpG//
GO_0009129_7	amyA//zinT//mdtB//pphA//crp//lysS//yqcC//glyA//trpB//rlmH//
GO_0009130_8	hyfR//rpnB//ubiF//lamB//mhpR//
GO_0009131_8	yjiR//nusA//hypF//rplA//nagC//
GO_0009132_6	deoB//yadI//msrQ//lit//sdhB//iclR//eptC//rlmJ//umpH//flgM//cbl//insI-1//ubiE//ydiZ//cpdB//ssb//iscA//chbG//exuT//rfbX//cspG//pitA//yfdK//fepD//hdfR//
GO_0009133_7	pmbA//iscS//pykA//
GO_0009135_7	setA//marR//hflK//recT//ansB//bssS//cbpM//yqhC//topA//hscB//rpsD//acpT//yehC//cpsB//yfbS//wcaJ//phnL//gsiD//tcyP//uvrA//hyi//comR//dtpD//
GO_0009136_8	lolE//
GO_0009138_7	hyfR//aidB//
GO_0009139_8	rimL//psuG//
GO_0009141_6	treB//dedD//yhaC//yneE//cusA//gshA//yiaA//envZ//galK//infC//kbaZ//rnhB//lpxB//dmlA//dgoA//bamE//ccmC//rpmJ//yidC//yraN//slyA//cysD//pfkB//gcvP//apaH//yqiJ//yajR//ycfH//murJ//sixA//insE-1//abgB//fadB//paaF//ileS//yfgO//gpsA//tyrA//
GO_0009142_7	mdoG//caiB//yqcC//clcB//ycjW//ruvA//tmcA//ompC//greB//sodB//menF//arcB//thiI//tusC//mcrB//secF//hemH//rutR//xanP//rrrD//galT//serS//garR//ybgQ//argD//glsA1//yhcF//truB//
GO_0009143_7	nanR//treB//rplF//yghW//
GO_0009144_7	preA//flhA//ydcP//gmk//intA//oppD//yeiL//ccmG//nanS//ptsH//ahpC//aphA//yqjA//murA//mdtB//mdtO//rhoL//yceK//tar//bglA//yfcS//ptsN//baeR//yihQ//caiB//tdcR//yjeI//csgE//gltD//cysM//arsR//
GO_0009145_8	tolA//rimM//lsrA//fimZ//yagI//yefM//tolR//baeS//acrR//deoD//yihL//ibsC//hyaC//galK//yjjW//proA//cysW//hcaT//rffM//envY//recC//mdtD//slyD//
GO_0009146_8	insH-6//eutN//
GO_0009147_7	leuD//sfmH//queC//pspG//
GO_0009148_8	blc//recA//
GO_0009149_8	hemB//malY//
GO_0009150_7	yicJ//gltX//yajL//pphB//ybeF//ygeA//udp//cirA//fliK//recT//fucK//flgA//mdaB//menD//aroK//pheT//yehY//ldrD//cysQ//yddG//kefB//queF//tcyP//acpH//hxpA//umuD//fur//arnB//yqaE//rplF//atoC//pdxH//yajR//ydiB//yajD//pyrC//glmU//tbpA//paaA//cysE//citT//ftsL//tsaD//bamE//rhaR//tdcF//gmd//bssS//
GO_0009151_7	cspC//ffh//
GO_0009152_8	mutH//rpmB//sutR//rho//proA//lldP//garL//bepA//folX//yfcG//pgrR//yhjC//eamA//xerC//dinJ//yfeD//hmp//nrfD//metH//pyrB//fiu//yhjA//mscS//hyi//yijO//mdoD//dmsB//ybdN//wecE//ygeV//rna//yafE//ygbL//ompF//lsrG//envR//fabR//
GO_0009155_7	deoR//yhgF//
GO_0009156_8	mnmE//pyrF//cptB//argE//avtA//rpiR//tcdA//sdhE//cptB//murA//dsbD//uvrA//ggt//aaeA//manY//skp//sucB//talB//yqaE//glnH//aroF//ygjH//argC//nfo//rluF//pyrD//mhpT//rbsB//nanA//eno//ssuC//prmC//tatC//
GO_0009157_8	ydeM//ribE//yhcF//gmk//
GO_0009158_8	ybbW//livK//entC//yfdO//phnK//
GO_0009161_7	rpoH//betI//kbp//fdhE//eco//ssb//ygjR//gsiC//sohB//prpR//yghO//rnpA//nagC//rpmC//napC//yqaE//caiE//nfuA//ssuC//malI//ydcI//ldhA//hdeA//nupC//topAI//yajR//ypdF//mprA//ygcO//ybbW//yahK//tyrA//cbrC//nimR//fabR//yebC//opgG//ynhG//rsmH//mcrA//ynaI//pfkB//
GO_0009162_7	cobB//pgrR//clpB//insA-1//
GO_0009163_6	flgF//ariR//priB//yiaJ//insE-1//ubiA//lysR//sfmD//ilvN//ubiF//mdtI//hcaD//yjbB//yfeW//dpiB//astC//yfcG//artP//rnlB//
GO_0009164_6	gnsB//gltL//mntR//opgC//nikE//hisD//cdd//artQ//pdhR//cspC//fadE//sucD//phnH//
GO_0009165_7	cynS//chaC//bioH//moeB//ftp//pgk//znuB//pliG//gapA//sdhB//grpE//ydfH//leuC//udp//kdpE//tdcG//ycjD//pntB//ibsE//rnb//rnr//ugpE//clcB//ybhF//yfeR//yggT//murE//acnB//clpA//ribF//ydeP//ybhJ//blr//pdxJ//hisM//der//glgB//umuD//secE//gfcE//ilvC//rnlB//ychH//glgC//glsA1//rpoH//ygbN//gatB//cydB//nrfD//nemR//prpC//moaD//serB//rpiR//yaaA//yigL//dapB//hemL//hofP//sgbE//fucA//ilvB//cyoA//stpA//zupT//ygdG//insK//yneE//kduD//rsfS//
GO_0009166_7	pncB//greB//metL//yafE//fadM//cmtB//mdtJ//mhpB//aroH//aroB//paaZ//ccmF//lsrB//mdtP//cbrC//yhcD//fecC//csgG//fadH//marA//clsC//ycjU//glnD//yjjI//bcsQ//tldD//ybdM//entH//yehX//tnaB//yihR//
GO_0009167_8	rclC//yeeL//ilvE//phnO//clpX//nudB//ttdA//rsmC//nirB//lyxK//ispA//bisC//sbcB//feaB//rluE//chiP//rmuC//ynfF//chbG//xerD//ilvH//xisR//ygbL//yehT//tdcA//dnaJ//pmbA//dxr//glnS//rpsN//insH-5//icd//casD//yrdA//
GO_0009168_9	yeeY//argO//fdnG//rsmC//etp//cdsA//yhgF//mpaA//hypE//atpC//mutY//nrdI//eptA//amiC//zapA//rsmA//fliZ//pflA//potE//ybbW//fepB//moaB//parE//insI3//acnB//gmk//thiQ//dacD//csiR//priC//
GO_0009173_8	yfgO//selU//tsr//dut//ppiA//flgA//etp//
GO_0009174_9	yhfK//sdiA//
GO_0009175_9	narH//opgH//rpiB//ynfL//exbD//
GO_0009176_8	menB//rihB//potB//
GO_0009177_9	ygjH//chaC//lapA//
GO_0009179_8	yaiW//csgB//yciF//zapA//ycgV//rrrD//rpsN//alkB//yafN//matP//plsB//mdtQ//baeS//rplQ//rluB//phnK//yeiL//glyS//flhC//yjcS//prpD//gudP//htpX//
GO_0009180_9	ulaD//
GO_0009185_7	xisE//rpsQ//rlmJ//ymdB//cynS//ybiT//hcaB//rfaG//yfaX//rpsQ//yaaJ//xthA//mgrB//topB//sanA//fliT//ydjE//dmlR//yjcS//abgR//mtnN//umuD//sbmC//opgE//
GO_0009186_7	recO//
GO_0009187_7	gnd//thrB//
GO_0009188_8	msrB//ydfD//
GO_0009189_8	ypdB//
GO_0009190_8	glgC//cusB//
GO_0009193_8	ruvB//
GO_0009194_9	hyfF//
GO_0009196_8	crr//
GO_0009197_9	rlmG//
GO_0009199_7	ynhF//murD//phnK//pbpC//fnr//dppF//cyoE//ydaV//zapB//dinJ//motA//pdeH//yccX//ygbM//yghB//pdxH//ydjH//dicB//priB//norR//kduI//arsR//cysW//ycbV//yebK//alaC//ddlB//pepA//iap//entD//sdaA//
GO_0009200_7	pdeH//ymfA//clsA//ycdY//
GO_0009201_8	patZ//yjjI//yfbV//cadA//yraH//cysB//entD//epmC//dsbB//creB//yehW//ybiY//psuT//pepB//fic//fliS//dmlA//bioA//cho//yjiA//ompG//aroG//rlmA//codB//
GO_0009202_8	yohC//
GO_0009203_8	dcuA//
GO_0009204_8	dgcJ//paaX//yhjV//
GO_0009205_8	emrK//narW//nimT//nuoM//malG//ptsG//rlmG//garL//ykgM//hcp//tag//yqgF//yejE//ybiS//folP//rtcR//cheW//proS//ftsB//mtnN//yfaU//lipA//proX//thiG//artI//fdhE//trxC//argD//yafN//
GO_0009206_9	yjjB//pspA//yhiM//galR//yieE//caiT//clpA//pdeK//aceK//gutM//queC//gapC//narP//ygeW//yihV//cheY//yajO//ynfE//purR//cusB//hemG//ydaC//aas//
GO_0009208_8	ygiW//argS//
GO_0009209_9	ubiF//
GO_0009210_9	mhpB//
GO_0009211_8	alsE//gatD//lacY//
GO_0009212_9	yqjA//
GO_0009213_9	yfdO//trkG//
GO_0009215_8	mlaD//lsrK//
GO_0009217_9	radA//ydiQ//
GO_0009218_7	yceO//glmS//cyoA//cecR//fimG//paoC//hemN//yhfK//ugpE//phnN//pyrB//cirA//
GO_0009219_7	umpG//cobU//cadC//rpmB//ubiH//
GO_0009220_8	lsrR//ftsE//dtpA//yhbQ//truA//rluD//
GO_0009221_8	ampD//tnaC//yijE//rclC//
GO_0009222_7	ybiT//rbsA//tehA//ybhG//rph//glgP//
GO_0009223_7	yrfG//soxS//
GO_0009224_9	rstB//flhE//
GO_0009225_5	uof//ugpC//yibT//yphD//ldtD//tus//acrF//yigB//phoQ//lysA//xanQ//cra//glgP//sthA//modA//
GO_0009226_6	nanS//asnB//dgcT//sgcX//rrrD//cobU//yhhZ//glcF//rcsA//ibsA//mukB//ybhD//rcsB//
GO_0009228_7	deoD//fklB//insB-2//yhaC//mngA//slyA//yciK//yfeD//sulA//hisB//
GO_0009229_6	yghB//arnA//
GO_0009231_6	ycaN//ynfH//ycjY//rpsM//yfcR//obgE//fadI//
GO_0009233_6	glnK//fryA//ykfM//hipA//codB//hdfR//trmA//rlmM//ydiP//yaaY//
GO_0009234_7	purN//ttdT//sdhE//leuB//lpxK//ydcM//ivy//abgB//ypdB//yiaT//
GO_0009235_5	potF//sthA//fbaA//ydcM//hchA//kup//
GO_0009236_6	sgcE//mocA//nupX//rppH//tauA//rluA//
GO_0009237_4	marA//lacY//agp//allC//mukB//glgX//coaE//glpR//surE//
GO_0009238_5	rihC//speC//ybhJ//gltP//panF//yebK//lgoD//pth//yciT//
GO_0009239_6	rluC//yebG//tolA//ygfI//ttdR//rhmD//phnL//puuR//
GO_0009240_6	yggN//arnD//dtpB//rpsP//gyrA//
GO_0009242_6	yagI//ygcO//ybcC//wbbK//ibpA//csgF//yciG//ldcC//fliA//ispU//tamA//
GO_0009243_7	yagU//
GO_0009244_7	eno//cpdB//nikA//fliZ//agp//osmC//csgF//pflB//hicB//dnaJ//ydjH//scpC//ybjL//queD//fliT//hycB//araG//xapB//rng//hinT//ykgA//yedP//ptrA//pflC//rcsB//rcsA//csrA//djlC//yhdZ//
GO_0009245_6	pdxB//yeiG//xylH//thiG//ansB//sufC//mltG//fepC//ftsY//secA//
GO_0009246_6	fhuF//wecB//dgcN//nhaB//bioH//ssuC//roxA//ygbL//osmF//
GO_0009247_6	ptsI//lrp//yeaE//yafE//rplW//uspC//cueO//ycaO//yjcS//tisB//leuE//pflA//
GO_0009249_6	bacA//araF//ompA//
GO_0009250_7	yihX//ymfK//shiA//frwC//fes//yeiG//glcD//hybG//murB//entH//ydcO//argO//hyfF//fruA//
GO_0009251_7	hlyE//kdgK//dcd//mqsA//yccX//gadE//
GO_0009252_7	elfA//rimK//rpmA//cdh//borD//gspF//cpoB//hrpA//ygaH//atpB//ravA//yraN//ybaE//mdtQ//guaA//mdtP//kdsB//ampG//chbF//carB//lptA//acrF//trpE//entA//hemA//sodC//fabB//glpA//mrdB//cpoB//yceK//yagU//yiaO//mntR//putA//garD//ykgO//yhjG//kdpE//
GO_0009253_8	yidR//yoaB//phnH//glnB//ubiF//pldB//yaaA//ade//dinI//fecA//
GO_0009254_8	lgoR//ftsW//mdtB//pspA//mdtI//uxaC//cysS//metN//selU//rplW//
GO_0009256_7	ybeY//glnL//acrF//kdsA//
GO_0009257_8	insI4//opgG//mscM//yhcD//
GO_0009259_6	dnaC//appB//rbsR//prlC//ispH//yfgJ//rtcR//sgcR//yciH//selD//selB//nth//yehZ//rfbC//kdsB//nrfB//maa//codA//appY//secA//eptC//rspB//sgcA//ydfH//edd//potI//eutR//ligA//dcyD//alaC//yciF//yhbY//sgcB//hisS//znuA//syd//pck//dxs//wecE//proW//xylA//yibH//hpt//nanA//yodD//paaJ//mutL//malK//flgG//sxy//rzpR//frmA//nikB//cdaR//yibH//hemF//rhtB//ubiF//yhjV//clpP//feaB//
GO_0009260_7	gpmM//pck//lplT//aidB//ghrB//sapD//prs//tolC//lpxM//rpoH//mglA//tonB//metI//phnG//xapB//pth//gsiB//cpxR//ygfX//dgcZ//pinR//surE//mgrB//cadC//mutM//nlpD//truA//mcrA//flgH//ygcR//napD//purL//ygeX//rayT//cysA//yddM//folC//ccmC//yeiE//fixC//bglF//hns//ychF//dctA//
GO_0009261_6	dcd//priA//araF//phnI//mrcA//ebgA//
GO_0009262_5	yfiF//yafN//cvpA//flgH//aidB//fabG//yadI//mdtG//wza//tadA//ygiB//rutG//ynaI//
GO_0009263_6	uspF//yeeO//napC//pdxY//potD//luxS//ppiD//flgE//rutF//
GO_0009264_6	csrD//prfB//glyA//trmO//yijE//
GO_0009265_7	bioC//soxS//xylA//fabR//dgcF//
GO_0009266_4	flgF//murC//yfaU//yddA//paaD//aroK//waaJ//lsrA//folM//hmp//gabP//asnB//fdhD//bolA//lhr//yaaU//murB//hisP//glpK//sapF//nusG//fecC//napF//ygbI//aldB//rplD//yaaA//hisH//sfsA//dmsB//relE//metH//emrB//nagB//xthA//recE//yfiF//cyaA//gluQ//kduD//sbcB//ygjH//rseP//tsr//mepA//ubiE//ibpA//ggt//nuoI//fixB//ybhD//ydhK//argE//rpsQ//zipA//mdlA//recF//melR//gntT//fimZ//ybiW//zapD//acrD//mdtF//sfsA//rutG//murA//galS//sbp//adk//coaD//cobC//bipA//xapR//yeeL//nimR//eno//betI//gpr//pyrL//ydiR//ymfK//
GO_0009267_5	satP//ydaV//gshB//hycB//tpx//rclC//queG//mepH//yobA//yqhD//paaJ//tynA//ispU//selD//mraY//trxA//sucD//allB//xylF//atpF//yiaT//entA//ibaG//smrA//ldtB//yaaJ//
GO_0009268_4	eamA//rplQ//entE//alkB//asnB//insI3//appA//insA-2//hyfA//feoB//ulaD//dgcZ//mdaB//priC//lgoT//mngB//dnaJ//lgoR//aslB//tatA//mdfA//recJ//ggt//insB-4//sapB//rhtA//mcrA//
GO_0009271_4	ycbX//ycfJ//gpr//
GO_0009273_5	rplY//pheA//yebZ//hcp//yfeX//rpsG//cedA//hemB//dsbA//tdcB//
GO_0009290_6	znuC//narV//
GO_0009292_4	csgA//hypB//
GO_0009294_5	hisA//acrZ//
GO_0009297_6	purF//bamB//fdnG//fabG//xylR//yqaE//nuoG//kdpE//yhaC//csdA//focA//ptrA//ldrB//glnP//
GO_0009298_7	trpD//prmB//mdtJ//
GO_0009305_7	dicC//
GO_0009306_4	phnI//lsrA//atpG//hslV//ribB//atoB//nadC//
GO_0009308_5	clpP//hsdM//ispA//pyrC//actP//ydaV//asnS//yfdG//glyS//yfeX//agaC//lpxH//mpaA//fryA//gapA//rapA//argG//nrdA//tyrB//ypdF//mmuM//dnaE//nadB//yajD//yhhY//hisQ//hcaF//
GO_0009309_6	ydeP//agaR//cof//dnaQ//ydiF//recB//hisS//cbpM//sufA//sthA//asd//tas//accD//fadM//
GO_0009310_6	puuP//ibsE//ydiR//fucP//hycI//corA//ompN//yehD//acpH//galP//cas1//rpsQ//wzyE//
GO_0009311_5	yfeD//mscL//fumB//atoB//speD//curA//yneJ//hofO//rpmG//zitB//lldD//entF//xylH//cusA//mlc//tusB//murA//srlB//nuoB//yieK//yfaL//wcaB//phnM//kdsC//pcm//pheT//dcuR//aroG//xapR//plsB//rpmC//rluA//yghW//nikD//hybE//yghB//ydiR//yihV//yajO//ydaC//ebgR//fixC//ybiS//proS//gapC//pcm//rutF//bamC//mgtL//rpnA//rpe//alkA//yagF//
GO_0009312_6	fucA//bglB//dcuC//lepA//sapA//tusC//aroL//rnd//pykF//metF//dgcQ//agaB//ygeX//ruvB//narL//xapA//fieF//etp//guaD//rpiA//yiaU//sdaB//gltD//allS//nusG//galR//ycfH//ychO//recA//sixA//rfbB//nrdF//araC//pdxH//ybiH//cmoA//gapC//ygjR//znuC//waaP//malY//pphB//
GO_0009313_6	bepA//adhP//glpK//amiC//cysD//lptE//dapB//purB//thiD//flgE//
GO_0009314_4	lysS//gudX//xylR//ykgA//sutR//glgS//yiaB//groL//ruvC//yqhC//gcvR//rihC//yajR//dapF//speB//rnhA//rnb//rclB//mscM//ygaV//hofN//sdhB//glpK//birA//yajR//recX//waaS//cueO//lplA//adiC//slyA//agp//yggE//fimH//glpB//pgk//bcsA//atpD//nfo//lpd//ydjH//oxc//hyi//hemD//narX//aqpZ//hscA//yjjX//gapC//tatC//cusB//insE-1//rlmI//ynfE//sdhE//elyC//tusC//ybbY//hisQ//kch//yigL//ybiJ//ydjL//sucB//fepD//yehU//yqhD//yfaX//idnT//bdcR//crr//nemA//kduI//srlB//menB//fumA//puuA//gntR//dnaJ//mltD//smrA//fhuF//ascB//yjjG//mcrB//psd//nsrR//sodB//glxK//evgA//ybjC//hypF//
GO_0009372_5	yhbY//xylA//kdgR//
GO_0009394_6	ykgM//fliL//srlD//yiaO//ydfH//lsrR//ivbL//
GO_0009395_6	nikR//
GO_0009396_6	cedA//vsr//ymdB//bdcR//abpB//mdoG//fnr//phnJ//uacT//kefB//ydeI//
GO_0009397_6	yahI//cpsB//
GO_0009398_7	puuP//
GO_0009401_7	trmB//yggE//clpS//emrB//yjiA//ftsN//sgrR//ghoT//groS//ftnB//srlB//purA//rhmR//degS//creB//fucK//leuB//ydiQ//metF//rlmN//soxR//qseC//mnmG//appA//btuF//tdcA//sapD//ftnA//dppD//rapZ//gutQ//actP//intA//kdsA//mtr//mutL//znuA//thiQ//tisB//ybdG//ivbL//frmR//fabA//yagI//cvrA//alr//hybB//potA//skp//accD//sapC//hypB//
GO_0009403_5	rplF//
GO_0009404_4	ycbU//rsmD//lsrD//agaV//lgt//ygbM//crr//ygjR//sbcB//dkgB//tap//gadE//ligB//epd//fdrA//grxD//ybbN//truB//ghrB//
GO_0009405_4	ttcA//pnuC//phnH//
GO_0009407_3	yghG//ygjH//hfq//hemD//yhdZ//elaB//secE//sfmC//murI//lit//ssb//yjbB//bdcR//cydC//mpaA//eutB//
GO_0009408_4	nikE//pinQ//araA//priA//tauB//serS//ileS//hemN//ldcC//mdtF//cpsG//polB//bamC//recQ//dhaK//lolA//idnK//yjiQ//narG//pepN//yhhZ//hupB//yggW//waaL//opgB//mppA//nuoG//nuoN//ygbL//groS//rplM//ttdT//chpB//ibaG//ybiY//yhdJ//malE//symE//mutY//gpt//cmoB//yidP//dnaC//astB//abgB//dsbA//glnB//gshB//rlmD//yeeL//yhhZ//rimO//nudG//gsiB//galU//glrK//hisH//fdrA//mltC//yciH//
GO_0009409_4	nhaA//cas1//exoX//hslV//sgbE//pppA//paaH//ispG//hokE//cbtA//ampG//adhE//csdA//icd//elfG//pfkB//yfaX//lacI//
GO_0009410_4	bssS//
GO_0009411_6	pgaA//ybbW//leuC//araD//glgA//uhpA//alsA//dapD//solA//patZ//tolQ//ldtC//iscS//lptE//pflB//truA//
GO_0009415_4	citX//
GO_0009416_5	yceK//sodC//cusS//yiaB//pphA//nimR//ybhR//dosP//thiD//yraR//iscU//mntP//dgcM//artI//chaC//thiI//cbpM//iscA//sdhB//
GO_0009423_8	psuG//yhjR//eptA//phnP//
GO_0009432_5	yfcU//ybbN//nuoI//ydfK//decR//ftsP//carA//purL//focA//ychH//mepA//yadK//rhaT//hyfF//napC//hupB//yhcH//nanK//rpsK//lsrD//accB//tktA//
GO_0009435_9	hflD//livJ//yafO//putP//mfd//topB//kup//rpoS//paaD//
GO_0009436_6	waaB//speC//argA//grcA//
GO_0009437_5	speA//ompR//fepE//nrdA//gpr//yfcA//rluE//
GO_0009438_5	fadD//hpt//rpsT//envZ//dgoT//hcaB//ybdH//agaC//ynaI//yjaZ//xdhB//lolA//yddM//ulaE//uhpT//flgG//purR//mqsR//ygaV//yfeD//qseC//betI//dnaC//pdeD//tas//efp//ychO//kdsA//lpxL//mtfA//
GO_0009439_5	cbeA//emrK//arnT//
GO_0009440_6	waaO//kup//ydcS//
