#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	bdcR//ssb//gcvP//gnsB//
GO_0006139_4	nagA//mdtL//nagB//glnP//dapF//ycjR//yccS//yajR//glxK//leuA//fdnH//yhdZ//ydfG//insA-2//cstA//malZ//ybbY//mglB//priC//ppk//patZ//fimA//ygiB//sdhB//miaB//dcuA//iscR//hipA//pyrD//sbmC//yfjR//abgR//yehA//araH//insI3//ydcS//miaA//wzzE//rplE//ybfA//arnD//hcaE//ycaN//aqpZ//waaP//rph//guaD//msrA//rna//clpP//nhaB//frwD//rlmJ//waaS//trg//gsiB//hrsA//envC//araF//holC//trpD//lexA//greA//bamA//yjbG//yidE//sucB//flgH//proC//yjgX//dppF//bioD2//ydiF//pntB//tonB//ilvC//btuC//narH//topB//rlmA//nfi//rssB//rraB//murG//bcp//clpS//tauC//hrpA//cra//hisQ//fre//lpxT//fdx//nupC//nikR//pstS//patD//fhuC//elaA//murC//dppF//hyfR//rsmI//yggD//yhaC//hdeD//rapZ//bglB//tdk//flgK//pyrC//pmbA//srlE//hcaD//ygiW//fruA//gpsA//fimH//cysQ//nimT//hofQ//ynhF//preT//rpmJ//cspD//rpmG//yqiH//ydiV//trkA//slmA//dicB//rsmA//fsr//fryB//mltD//yhaC//rplT//valS//ftsH//chbF//mlaF//qorA//fhlA//lsrR//trmJ//fadH//tsf//cheB//ppx//frdA//btuE//melB//marA//asr//deoA//aroP//rhoL//alkA//trmA//citC//xylG//htrE//rpoA//yhfS//bamC//dcuS//fecA//rpsP//cbpM//rutA//ykgA//epmC//fucA//napC//sufE//yrbG//ompA//rlmJ//hisD//tisB//tcyJ//cspG//appC//yggP//rclR//rhaA//mlaD//ydbK//epmA//ygeW//aslB//rfaC//ypdB//ybdR//entD//ycaN//lsrA//yajR//sixA//ssb//menE//fkpA//ykfM//gpt//mdfA//yqcG//rpsP//hcaT//ulaC//ynjA//narG//mgtA//ydiV//pyrE//csgD//thiM//ycgB//queA//tehA//dacA//yihS//moaA//mobA//amiA//oppA//rhoL//opgE//yehD//insI-2//murJ//hslJ//nudB//yhfK//ycgR//gpt//miaA//thiD//cysK//marR//yabI//nuoI//sfmH//astB//yghO//lptG//nusG//waaF//cra//fliL//pgl//yohC//phnJ//sanA//hofO//yfdS//yjeI//nrfB//dgcM//yehB//hyfC//sspB//ubiJ//gudD//dtd//rhlE//ravA//cspD//diaA//torS//artM//uxaC//msrP//sfsA//alaA//selA//insK//kdpE//dppD//trmL//speA//elfG//ligA//npr//cspA//galR//aspA//arnA//fadA//yajQ//yfjV//insI1//yggX//fucO//ynaI//dedD//ybhS//rrrD//fadH//hcp//waaP//tauD//iraM//hisG//hypA//zapE//hicA//rfbD//napC//ahpC//pgk//mzrA//ydjH//rusA//ygfZ//abpB//yccX//yajR//patD//yehD//mutS//ahr//nfo//lacY//metE//kdpC//asnS//fimA//hslU//hcaT//kdpC//mdtI//yjiY//xanP//narG//torI//sdaB//gshA//luxS//dinQ//ruvC//lacI//deoC//murP//bamC//modC//yneL//uspF//yidH//cutC//lepB//queE//sppA//yadI//yfhM//hxpA//ybfA//nimT//rpsN//alaE//ynhG//yhdH//araE//waaS//cyoE//plsC//opgC//tmcA//xthA//xanP//ampD//narU//nmpC//gshB//hisA//puuE//acpH//dsbC//smrA//nirD//wzc//ghrB//wzzE//nrdH//ycfJ//yihT//treC//phnI//kefB//rfbD//pgk//hmp//lpxH//pdeK//metF//setA//atpF//yehA//ogrK//miaA//fpr//opgC//gcvH//mltD//tbpA//mntS//ruvB//yjjW//adeP//pphA//ratA//ppk//pgaB//cusS//yjcE//gadX//aspA//uhpC//zapB//waaZ//treR//soxR//dgcN//xylR//tatD//gabT//pinR//rutR//mngR//nudC//ykfI//minE//lrhA//ybiA//ssuA//rmf//hemA//yhaO//frwC//yfgJ//uvrD//manZ//nimT//aroL//rzpR//frmR//nagK//arsB//deoB//lgoD//ispA//yfbS//yfgI//fiu//lsrK//appC//yciF//sodA//ygjR//ibsE//dinI//ddlB//glpD//ggt//cyoD//surE//yejF//folP//cysK//radD//yjjB//nlpI//umpG//lnt//tsr//insB-2//pgpC//rlmC//mlaB//ycjY//ilvI//ddpA//yidL//nikD//pykF//azoR//gltP//umpG//yagU//spoT//yedA//cecR//yehT//yhcF//eutR//sapF//dnaE//nadE//atpB//rpsS//yfcU//pabB//allC//katE//bglH//folE//potG//rapZ//osmE//sstT//ldcA//sfmF//ompF//yjtD//frvA//yqcG//aslB//cspA//ycaO//pflB//marR//emrB//udk//adeD//rplM//mscL//agaC//ygiB//ebgA//insB-2//pdeR//cspC//ilvH//yagF//fes//fhuF//phnC//yafQ//citC//bioF//insB-4//glcB//btuF//glnP//folD//sdaB//ada//thiQ//rssB//xapA//nuoI//alsB//deoC//tauC//rffT//tilS//ycdX//zwf//pspA//hflC//pheS//zitB//hypB//hiuH//lpxL//patZ//ulaB//rbn//paaE//flgI//pgsA//dfp//rclB//azoR//waaB//pitB//rimJ//murQ//mgsA//rnc//rrrQ//ppx//katG//mhpC//fkpB//yehU//yfjR//mutS//metR//yhaV//mepH//sspB//ybdZ//folD//envY//eutB//iap//iraP//yhjA//glpX//bioA//yjhI//fimH//glnK//yeaK//aphA//narV//tdh//baeR//lptE//pyrE//rnd//lpoA//yjiM//
GO_0006140_6	emrD//lpcA//
GO_0006144_6	radA//menA//yceK//gsiC//treB//appB//yqiI//dmsC//rsuA//prc//
GO_0006145_7	frdB//yihQ//gdhA//narJ//
GO_0006146_8	torA//frmB//
GO_0006148_9	potF//
GO_0006149_9	ugpE//
GO_0006150_9	ybiO//
GO_0006152_7	wzc//sapB//hyfA//treC//malX//gloA//
GO_0006154_6	crcB//
GO_0006161_9	fucA//
GO_0006163_6	mdtG//tyrA//astB//rpsL//rluC//mukB//valS//yfaE//pspC//rffH//dcuC//chbG//fdhE//lsrB//pabC//ribC//fdhF//puuB//sstT//moaB//aphA//spoT//manY//tsaC//paaC//purT//sgrT//aldB//opgB//murQ//ghoT//ytfP//rfaH//arfA//plsC//yhjX//cueR//udp//ygiS//yjgX//fiu//qseB//ilvH//yadI//ppc//idnK//suhB//kdsC//btuD//lptF//frvR//chpB//thrC//yedP//
GO_0006164_7	ftsP//prlF//mqsR//ygcW//rrrQ//yghO//yidH//mtlA//gltD//tdcC//pgpC//gadA//pdeD//murC//motA//chpS//narP//dicB//mglA//yjjI//asd//ccmH//hupA//waaA//ydcP//yggX//manZ//chaA//ppiC//sfmD//wcaJ//ubiJ//trpC//fiu//metR//ribB//torR//oxyR//rpmH//galU//
GO_0006165_7	pmbA//hisH//cyoA//queE//adeQ//agaS//phnI//nanE//garD//alsK//ydjH//ybdM//gor//erpA//fklB//umuD//gudD//recN//fimA//
GO_0006166_6	gltI//eamA//
GO_0006167_6	caiB//
GO_0006168_7	hofO//fimG//
GO_0006171_9	alr//
GO_0006172_9	ggt//
GO_0006177_9	pphB//potE//kefG//
GO_0006178_7	rsmC//
GO_0006183_9	dusB//
GO_0006188_9	wzc//aroC//napB//glcC//
GO_0006189_10	hycB//mocA//
GO_0006195_7	lpxM//gadC//
GO_0006203_8	fhuC//yfbV//
GO_0006206_6	mdoG//murD//mnmG//mdtJ//parE//nuoE//hchA//fadK//murA//fimD//lysR//polB//yghW//nirC//rplI//bamB//ygcR//yehC//rpmC//malF//dsbB//tdcC//glnS//phoR//nikE//waaJ//
GO_0006207_8	cysN//fdhF//cynX//glpR//bamD//
GO_0006208_7	deoD//rpmA//rsmD//hemD//ybiT//mlaD//obgE//rraA//xylR//yqeF//ydjH//wza//hdfR//
GO_0006209_6	emrE//
GO_0006210_8	slyA//
GO_0006212_6	polB//glcE//hybD//rpnD//mreC//mdtN//lyxK//luxS//rnpA//cas2//rpnC//
GO_0006213_6	yciE//recE//insH-5//tabA//fadB//topB//fhuD//ynfH//dgcF//glxK//yqjA//frwB//nadA//ynfF//hiuH//ibsD//
GO_0006216_9	ydcR//
GO_0006217_9	ppc//
GO_0006218_9	cbtA//
GO_0006220_6	panC//ompT//yejA//purA//metI//kdgR//rluD//yceD//yehY//mcbA//yhaO//yhdX//mnmC//trmH//rhmD//recE//ydjJ//wzc//gatY//rodZ//
GO_0006221_7	hisP//npr//gpp//adiA//afuC//yjiA//idnT//yciK//envC//ydfH//nlpD//ackA//hyaB//
GO_0006222_9	nlpD//
GO_0006225_9	dfp//
GO_0006226_9	rplR//cpdB//
GO_0006227_9	dauA//
GO_0006231_9	ftsB//
GO_0006233_9	xerC//
GO_0006235_9	djlC//
GO_0006241_9	galT//
GO_0006244_7	wecC//rssA//dsbB//chbG//yajD//prmC//rpsB//
GO_0006259_5	nrfF//serS//lysP//cyoA//rfbB//uup//rplC//tus//metN//ynaI//abpA//rhlE//murG//solA//hokB//ispA//rzpD//yaaY//yfdO//upp//cysZ//dgt//yihR//srlA//rbsC//nudC//rarA//nfo//ycfS//dusC//bioC//radA//ybiJ//yeiE//ygiV//ydcI//yebC//tsf//putP//ycjU//dgcN//waaY//ftnB//nlpE//def//yehA//ldtD//pflC//ydcO//rsmJ//ribE//narK//treF//murD//yidL//yagF//baeS//argI//ybaQ//garR//hflC//helD//yjbH//yhaV//suhB//glrK//abgA//hypD//narK//recJ//yaaA//hyfR//lpxM//mglB//bglH//rpsT//ybbN//argT//rspB//umpH//folX//glcA//ybfA//rtcB//elfD//tktA//thrA//csgF//ltaE//ytfQ//ynhF//cbtA//fnr//tamA//mtr//yfdR//potA//citE//atpF//ldrA//cyoE//trkG//elyC//pbpG//yagU//ccmA//rlmC//tolQ//serC//ybdR//rclC//blr//paaC//ugpA//araC//trmL//elaA//sufC//ybiT//ycbU//hsdR//phoA//uspG//ydcP//yihX//oppA//wrbA//yadG//relB//tolQ//ribF//lgoT//nirB//ebgR//bamC//rhaR//yidH//cobC//lolA//rimP//ybbN//gadA//yidL//msrA//yjtD//bssS//waaG//cueR//
GO_0006260_6	yhjG//ubiC//mscK//pgm//alsB//rfaE//rpmH//ispU//sbmA//pspA//tus//ycaN//ycbX//cynT//glmM//srlA//eptB//ruvC//waaA//mngB//yidZ//
GO_0006261_7	argA//rcsA//putP//djlC//hipA//katE//greB//ilvE//pntB//ydiO//fadE//murC//
GO_0006265_6	hflX//trpL//ibpB//fcl//dtpC//
GO_0006266_6	mscL//cusB//wecC//
GO_0006267_5	avtA//
GO_0006268_9	thrA//ydiO//dauA//
GO_0006269_6	speA//
GO_0006270_6	yhdJ//ytfR//gshB//nrfB//rof//ettA//
GO_0006271_7	ygbM//ompG//ugd//
GO_0006274_6	bglH//
GO_0006275_7	priB//cheA//borD//lptG//infC//groS//uvrA//cvpA//cyoC//
GO_0006276_3	arfA//cmoA//mioC//plsB//ybcM//dinB//tusD//narV//
GO_0006281_6	sbcD//ghoT//entE//ygiB//fimG//ygcR//focB//yqjA//fliD//cyoB//panB//otsA//sbcD//yjhB//cysW//artQ//gntP//basR//araA//ybaT//fnr//lamB//dpiB//ybcC//bcsA//grpE//hofQ//clcA//arcC//fepG//yehC//ulaR//ydiF//gudD//argB//asnB//tauA//dcm//leuO//fis//srlE//phr//fucK//ydiZ//hprR//ldtC//menH//aer//idnD//fepC//ynaI//rplK//rppH//atpF//mglA//
GO_0006283_8	cheR//
GO_0006284_7	deoB//pdeR//fadH//mepA//tdcF//yggE//
GO_0006285_6	lsrD//cheZ//tyrA//waaO//metL//
GO_0006288_8	argR//yiaA//
GO_0006289_7	yobA//aer//
GO_0006298_7	yjjX//yceD//yceK//sad//adiY//nikR//nhaB//waaG//nikB//sbmA//
GO_0006301_7	zapD//ttdR//atpD//purN//
GO_0006302_7	melB//treF//insH-5//rpoE//xylR//rutE//moaE//thiQ//cof//
GO_0006304_6	insA-1//purD//uxuR//ileS//rng//ybfA//dusB//yjiA//yciF//
GO_0006305_7	ftnB//ugpB//envZ//sdhA//
GO_0006306_5	hinT//agaD//bioB//yfbR//
GO_0006307_8	rsuA//hipB//znuB//alsA//hchA//
GO_0006308_6	potI//accB//rpmA//rng//bioP//mhpR//chbF//queD//ybdH//gudD//rcsB//tsf//
GO_0006310_6	yddM//ygaZ//gcd//yidD//artP//pheP//frvB//marR//elfG//yddM//uvrY//nrfB//ygcO//trpS//aspC//rihA//psuG//yfgO//ttdT//pta//lptA//flgK//rpsP//araG//bglF//alsE//yiiD//acrB//ybcM//ymfK//melA//rcsF//roxA//topAI//xerC//hlyE//sgbH//xdhB//ivbL//sufD//uvrA//lptG//frwB//
GO_0006313_4	potD//agaI//tdcD//nrfB//dsdX//mutM//bioD2//
GO_0006323_7	cmoA//
GO_0006325_4	hemE//
GO_0006351_6	truA//dcuR//rhmD//pyrC//lgoR//ybiX//ykgF//fetA//waaO//gatB//ppc//yfcP//sodC//ybgP//srlA//dppF//clcB//cheW//csiR//yjhH//higA//rimI//diaA//ybhI//yeaD//mrcB//trpR//rsmI//metR//ugpB//dsdC//fliD//ynaI//chbB//hcaD//lptG//pitB//ygiN//basS//atpD//rluF//coaD//dgoR//murA//nanK//dld//gutM//hprR//nrfB//lldD//folE//sgrR//lldR//cadC//kbaY//msrP//rspB//nhaB//pnp//infC//narX//dhaL//pntB//tusE//fcl//mrdA//tsr//nanT//miaB//umuD//yccX//sbcC//ydfH//yfdG//entA//mdtC//oppA//ccmD//fepE//ppk//spy//mutS//mdtL//pphB//rne//dtpD//gloA//bluF//sapD//arcB//erpA//alsE//lsrG//ydeP//ndk//cutC//cmtA//yadI//tnaA//srlD//ccmF//sutR//yedL//ghoS//ariR//shiA//pdeL//ydiR//truC//clpS//yjjG//gntK//yciE//mutT//gcvR//lsrC//rutC//cyoD//nusA//
GO_0006352_7	waaG//prpD//yihP//rapA//
GO_0006353_7	rraA//melB//
GO_0006354_7	mltD//nirB//yjtD//
GO_0006355_7	yedF//dgcF//fimH//alkB//rplS//ykgA//trmL//hofQ//ydaN//lamB//qseB//waaP//galR//uof//mrp//gloA//lldD//sstT//dnaA//blr//asnB//yfdO//djlC//mtlA//yraJ//guaD//lolB//yidR//mepA//leuC//tmk//ycdY//iscR//mscS//nfo//ampH//yfiF//dgoK//sgcA//sspA//paaA//kefB//cmoB//recD//fadA//uraA//fruK//pdxA//cra//rhaT//arnB//aldB//csiD//flgC//rhtB//ychH//dgcN//bioB//yabI//narU//adiC//iscX//dcuA//citC//arnT//mcrA//ddlB//mdtC//tcyJ//yceD//yoaB//ldtD//atpE//glrR//livG//purU//rclC//baeR//asnS//trpB//cvpA//flgK//pepN//hybD//zraR//mtgA//murE//zur//yeaD//borD//fhlA//ftnB//iraD//ynbC//cutC//gnsB//mdlB//tcyL//tbpA//recN//cbl//thiG//ygbN//rpsL//dgoK//fdhD//nikC//ybgQ//yjjW//gutM//mdtJ//yebC//rseB//dgcN//napD//sodC//sfmD//yhdJ//rbfA//mepH//hyaA//nth//ydbK//frwD//sgcX//mhpR//rspB//argR//tqsA//glyA//rlmE//ddlB//intS//plsC//ubiG//ydcT//ilvD//yebG//rplW//cyaA//serB//ygiN//ilvL//paaD//gcvA//sbcB//rlpA//rng//moaE//ampH//asnB//glmS//artQ//dcd//fbp//chbA//wzyE//glcE//symE//rhtB//lgoT//dusC//mtlR//tdcG//cobC//rpmA//dicB//rplF//potE//oppD//caiE//gpt//ypjD//insB-2//narY//garR//fryA//ygbI//idnT//tyrS//ccmE//hycI//rpmF//fadK//argF//gatZ//ilvB//surE//yihW//cusS//speE//rhlE//ygiV//agp//xapA//yebC//ymdB//agaR//frsA//yehY//rimP//mnmC//mtfA//dnaK//sgrR//agaW//bioH//yrdA//ugpE//ldcA//potG//nikC//hpf//ligB//pitA//mcbA//mliC//hlyE//tar//erfK//epd//mcbR//znuA//htpG//torI//yhcH//dinB//surE//garR//ybhG//glnE//ydcR//yfcR//ydiR//fruA//fecC//proS//yfdS//arnB//rna//yhdW//crl//dinQ//rng//sxy//priC//yfeD//yigL//nadK//dedD//tadA//cpxP//chbG//pagP//nanK//glrK//rpsT//yajQ//bssR//glgS//ddlB//
GO_0006357_8	frlA//
GO_0006364_9	frdB//csgE//phnM//gatB//rng//fbp//nhaB//garD//yieL//hemA//opgD//fruK//eutK//dppD//eco//arcA//moeB//lsrR//gadW//dppB//fnr//ghxP//slyA//cheZ//ilvL//yfeD//sxy//aroG//dapD//sfmA//rlmB//cpdB//ldtC//yfcR//rayT//ampH//cysH//nfuA//nfi//xanQ//prlF//mtlD//ydiO//
GO_0006378_8	pdxJ//yhaM//
GO_0006379_8	ompN//
GO_0006382_8	skp//
GO_0006396_7	yigB//ybbN//metQ//thiD//opgE//yehT//lsrD//yrdA//ttdR//rpmA//wcaB//ftsX//yggN//metF//ydcZ//hslV//rutD//prlF//rluF//hinT//narU//xisE//yeeL//pgaD//fetB//gntU//fhuC//lon//flgC//purN//gppA//dkgB//glnK//ychO//ibaG//argS//rhoL//puuB//groS//yfeW//yhbQ//acpP//cynS//ileS//dnaA//pstB//yieL//rfbD//yqeA//rnr//ettA//nikD//dgcT//yrdA//yihU//metI//pgpB//yqjI//lsrB//gpt//feaR//ycjW//yhgH//gloB//ypdB//mutS//gsiB//uxaB//yehZ//srlB//yfjV//phoQ//sgbE//ynbD//ynfF//yfdG//tus//rpsM//rpsJ//ytfP//gntR//argP//paaX//hisS//ompT//moeB//pstA//tauD//exbB//lptA//spoT//argG//yeaV//hslV//rplD//ybhF//mutY//gatC//recN//phnG//malI//bioD2//
GO_0006397_8	qseB//poxB//yeaG//
GO_0006399_8	kbp//lpoB//sbcD//lpxD//ldtB//frlC//gutQ//mmuP//udk//purN//yciV//der//sucB//ada//flgC//hycA//ydiZ//dicA//fabD//cpxP//yeaV//yphC//leuO//dnaJ//hycH//caiT//carB//ndh//ptrA//crl//dppB//yajL//eamA//kgtP//ycjP//cdh//sfsB//pyrB//sodA//allD//fadL//rihC//ccmH//yajD//uraA//pflC//rbsB//hemG//malS//rsmB//fimE//gloC//katE//eutN//fimI//prfB//dppD//frdB//hybC//mrdB//rlmI//yahO//yphB//asnA//ftsZ//xylE//hslU//yidQ//fhuD//tynA//ytfP//gabD//mhpT//smrA//hdfR//ybgI//yagJ//hscB//fetA//gltB//rimP//degP//
GO_0006400_7	insF-1//greB//ycaO//yjgX//uof//waaP//rfbB//cecR//entF//fimF//aroK//purF//rarD//ascF//yciG//adk//erfK//nimT//cedA//ykfI//cdh//iclR//aldB//mepH//rdgB//satP//ykgM//pyrB//glcA//yjeI//rhsD//rluE//prc//cpsG//bluF//ttdB//dkgA//ygeX//rffG//baeR//mdaB//yidA//yhjC//fixB//yjgX//ascG//hypT//zinT//ybhI//
GO_0006401_6	xseA//yiaT//mqsR//aroL//yidC//ebgA//ybjN//ydiF//pdeF//ypdF//ascF//yjjX//ymgC//rpsH//aldA//dhaR//rsfS//ldtE//ybjC//secB//murE//mlaD//
GO_0006402_7	cysB//pspF//norV//yjjI//patZ//mdtN//nusG//ileS//wzzE//mrp//adeP//
GO_0006412_6	yehT//rimO//pyrE//mscL//uspB//xapA//hofQ//rnb//nanE//mutS//insI-2//metF//metN//sdhE//nepI//yhcH//zwf//yheT//gatZ//speA//mepA//trpS//fhuD//atpB//ulaC//flgC//flhD//dgoT//elaB//blc//clsC//rplB//ydfD//rlmF//rpsB//agaV//putA//cobC//hslR//ftsL//yebS//yfjV//yajR//ccmA//ygiV//fadD//trpL//ldtB//deoD//yhdH//adeP//
GO_0006413_4	envY//cydC//lrp//
GO_0006414_6	rzpR//nhaA//ybdZ//xseB//agp//uvrB//yhdW//yidP//manX//
GO_0006415_7	ydiV//nimT//soxR//hypT//minC//patD//yedP//
GO_0006417_7	lepB//frlB//yiaM//yhjG//ycfS//mraZ//hicA//ubiF//cbrA//yadM//perR//arnT//pykF//idnK//livJ//sapC//copA//tnaA//mhpB//argI//zinT//glnS//bioC//yfaX//ybgI//nlpI//hybC//araD//waaB//ygfX//folP//gltI//soxR//treA//hrsA//yfcR//yfcV//fimG//cydA//
GO_0006418_7	hdeB//tcyL//yjgX//bipA//yihL//nadK//yagI//srmB//ftsY//ybiO//rcsA//sgrR//ydjH//holE//xylE//glgA//rplP//asmA//fliK//rpmC//yihU//hda//mlaF//pheP//ugpA//
GO_0006419_8	envR//
GO_0006420_8	insI-1//
GO_0006421_8	hypD//
GO_0006422_8	aroA//
GO_0006423_8	rpsD//
GO_0006424_8	panC//tatA//
GO_0006425_8	casD//
GO_0006427_8	sucC//
GO_0006428_8	frdA//
GO_0006429_8	lolA//
GO_0006430_8	thiG//ccmF//
GO_0006431_8	nupX//
GO_0006432_8	rcsF//etp//
GO_0006433_8	torR//
GO_0006434_8	pdxA//
GO_0006435_8	yagE//
GO_0006436_8	rbfA//
GO_0006437_8	umpH//
GO_0006438_8	sodB//
GO_0006446_8	aroC//metF//tauD//ybiH//yqhD//pck//brnQ//
GO_0006448_8	cvpA//gshA//ubiG//ymdB//paaC//
GO_0006450_4	dcd//rimL//lhr//hyfF//thiM//appB//mgrB//cpdA//mdtF//sfmF//
GO_0006451_7	serS//
GO_0006457_3	ybaT//menI//hisG//pspD//lptC//metR//sdaA//yagU//ynaE//nagE//murJ//menH//iscX//mazF//ibsD//fadB//oxc//ruvB//tnaA//rhtC//gabD//mglB//tdcD//kdpB//dmlR//agaR//cvpA//ftsP//rutD//puuD//dsbB//thiQ//mgsA//ycfL//melA//asnS//ftsE//hinT//ygcO//dsdA//
GO_0006458_4	rfbX//rlmD//pdeL//gadE//pppA//pth//zntR//gltL//
GO_0006464_6	ibpA//flgJ//nikB//dapA//ybjG//ldtE//kdpB//dppC//alsC//mrcA//panB//murE//clpB//ileS//mdtC//yhaM//fdx//frdC//narV//ydjJ//metI//yedL//prlC//fdoG//dapB//pepT//kup//ybbW//artP//ybjD//ybiT//bipA//yefM//proX//nikR//trmI//frmB//mdtN//phnG//ygeV//hemB//leuC//tas//trpS//proC//yagI//aroK//rpe//ybaT//melR//abpB//yaaU//rhtB//allB//cdgI//torS//pgpA//ddlB//ridA//bhsA//rplR//atpH//yiaB//cytR//cmoA//pyrD//rpmJ//pinQ//cysU//glnH//tcyP//mntS//ompA//xerD//yfbR//mltB//ssuD//speF//rsmH//kch//atoS//gadW//phnH//fhuD//eptC//menI//proQ//dmlR//rcsA//trpB//yhcH//yecS//mtfA//oppB//trpA//tsaC//ccmE//sgbH//hpf//puuP//yhaO//yggN//ftsI//hemD//recB//trg//hisC//ftsB//yiaA//tyrS//clcB//folA//pliG//rplW//nfo//ydiO//ldtE//tdcD//xdhB//cusF//queF//frwC//yodD//dhaM//lon//yheT//marA//ybhG//dinI//cysK//yihS//yihL//trg//sgcC//rsmE//ybiX//waaL//aaeR//yciE//kilR//kdpB//glrK//
GO_0006465_6	ydeI//pinR//trpC//
GO_0006468_7	malX//dgoT//nfo//lysU//lpcA//bluR//bacA//rep//bluF//mtlR//araH//yjeI//dcuB//gntK//adk//kdsC//bamB//nemR//gadW//entD//ydeP//yqcG//gntR//csgF//cdgI//ybaM//gudD//mtlR//sohB//appA//deaD//pyrB//rzoR//yfaL//nadC//yqiJ//tsr//yjiX//ihfB//ugpB//btuF//ydeE//infC//fbp//metI//yfeO//yidR//leuS//pbpC//folM//dxr//ulaF//chbC//
GO_0006470_7	rayT//rbsD//rbfA//yiaT//livG//ccmA//tusB//rpmB//folM//kdpB//insK//priA//dmlA//ribB//gstB//gpmM//
GO_0006473_8	atpA//pflB//napD//glpB//rutG//torC//sodC//frvB//minE//ydcM//polB//phoU//
GO_0006474_6	glpT//nikD//adk//agaI//argP//
GO_0006475_9	gsiC//waaQ//
GO_0006476_8	atoC//ppiA//paaE//
GO_0006479_5	tldD//tdcF//azoR//ycjQ//tldD//ltaE//nrdD//ybiX//
GO_0006480_6	galF//
GO_0006486_5	rfaH//
GO_0006490_5	frwC//
GO_0006497_7	insI1//
GO_0006508_5	diaA//cfa//gatC//cheA//topAI//bioF//leuB//intF//nrdA//murR//ygdG//btuR//thrL//ybaL//nudG//xerD//mdtF//mngA//tauB//thiP//fucO//ypdB//yjtD//nuoF//mak//leuO//ybjD//nagK//marR//rfaQ//ibsA//sfmF//emrE//msbA//glxK//ssuE//xisE//npr//yhaO//ccmC//gcvR//ymfA//cspC//glgB//ytfR//yghU//ygfI//tatA//yaiP//sgcC//mutY//emrK//pepN//otsA//rsmC//
GO_0006515_7	sbcD//yfbR//yfeX//cspD//
GO_0006517_6	mutT//uof//chbF//ridA//
GO_0006518_5	yceD//ftsB//narZ//hcaT//yehP//leuE//proQ//hofO//prmA//leuO//cdaR//dxs//mhpC//yoaB//rlmE//ulaB//aidB//kch//crfC//nirC//yaaU//rne//lgoD//curA//csiD//tusA//serS//kdpE//metC//cyoE//ygbN//rzpR//potE//glnQ//glpR//dapB//dppD//tqsA//yraN//dnaB//ushA//proA//cusC//selD//rpe//tktA//mdh//cadC//aldB//cheZ//ogrK//aroF//proS//dcuA//yrfG//casB//potH//opgH//tusC//queD//yhbX//ghoS//acrE//dcp//gstA//lolD//tehA//ybhG//ycjQ//ravA//yihX//ygaZ//bioB//entB//rplQ//lsrC//talB//
GO_0006520_4	groL//macA//tdh//cca//cspC//hisC//cysA//narU//nfsB//glgA//phnL//aroK//yfcR//uvrY//ltaE//yehB//hypE//gltB//rimL//rplQ//cheZ//mrcA//cusR//cspI//adiY//oppB//groS//putP//rnb//yraI//suhB//obgE//sseA//mprA//degP//htpG//cysH//frdD//deoA//pyrC//rplJ//tdh//livM//pncB//pyrG//afuC//mngA//rpnB//seqA//proP//yhjG//fdoH//mngA//ftsZ//hinT//zapE//hpf//lit//hemE//uraA//phoB//ynfF//ulaF//prpB//mscL//glmS//proA//trpA//cysQ//hcaR//macA//tqsA//yjeH//hexR//purR//lolE//gmd//allR//ilvE//rpiR//rlmH//rhaT//marR//bioF//ydjJ//sgcB//ydjL//rfbC//arcA//ymfA//coaA//aldA//ttdR//frvR//rapA//mppA//pyrH//dgoR//yggN//pepD//ccmG//yhbY//pgaD//rzoD//ftsQ//ldcC//yhjR//uidA//rpsI//fdhF//thiM//lptC//yafC//rcnR//alsA//cdsA//ygeV//alsA//recE//puuB//yqjA//dcm//cheW//yagF//yadV//yfgI//orn//dgoR//gatA//leuE//yebK//yahO//eutK//ynfF//aaeB//malE//gpt//mglB//lpxM//agaD//yghU//gltD//yieL//yfjV//tus//yqeA//ebgR//mscL//alsC//yhbY//fdoG//lsrD//xseB//yejA//obgE//frlR//ygbL//appA//yfcU//orn//nagA//casE//rpe//kdpF//birA//ybiV//chiP//cusR//ttdA//yaiW//yqgF//torS//ybjL//pta//ycgR//hcaD//ynfH//talB//ribA//gpsA//pspG//yjfP//roxA//ddlA//fcl//panZ//dapB//rhaA//yiaO//pepQ//yhdW//rhaT//xerD//tolQ//acrZ//dsbB//metK//cyoA//rho//ccmA//plsC//mntR//
GO_0006521_6	pabC//fdnI//appA//
GO_0006522_7	rnb//soxR//yfiE//ycjW//pspF//ycjD//sthA//
GO_0006523_8	rnhB//rffT//pspF//sfmA//
GO_0006524_8	ytfR//glpR//argF//
GO_0006525_7	rpsS//ydeE//glpG//dctA//potF//ygbM//yhbO//fabA//rplK//valS//bglX//rraB//ybjG//nrdH//hycI//fabZ//yjjI//nuoG//yghO//crr//ybjN//
GO_0006526_8	fliA//glgP//fabH//rcdA//dsbA//rlmI//rplM//bamD//phoU//yhcF//aspA//yjeH//hslV//
GO_0006527_8	bhsA//potF//matP//truA//nudB//yhjV//pheM//mepS//rbsA//
GO_0006528_6	fadK//atoC//mltG//mgtA//
GO_0006529_7	dnaX//yahN//
GO_0006530_7	hupB//bioH//
GO_0006531_7	glsB//apaH//ilvH//pdxA//ynfE//yabI//pepB//decR//
