#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hyfC//crp//rplA//lysP//
GO_0006139_4	yphF//der//rarD//rhlB//ibsB//yoaB//psuG//solA//cecR//bacA//yihS//ttdT//flgH//purD//fimG//mlc//yneJ//srlR//ssuE//yidC//cvrA//nagK//lacY//potE//frr//cdh//melA//livK//guaB//cpxR//rpmG//leuC//mlaE//cysM//iraD//atpE//yafC//ynaI//hofP//ccmG//cdd//hemD//galF//csgF//rpnC//pcm//lsrC//yhdZ//ubiF//gabT//araH//yiaJ//dld//rplI//nac//dusB//cmtA//rbsK//ssuA//yejB//uspB//arfA//bdcR//recE//sufE//epmC//fliG//livG//tehA//hypC//ydcZ//ynbB//nrfE//pheP//rbsB//alaC//appA//ubiA//phnK//argR//flgF//yidH//purD//dppD//sfmH//bssR//kbaZ//yeeO//metI//ycgB//yraJ//pepB//yraH//lptB//queE//lpoB//mgtL//uhpA//prmA//fucI//phnH//rusA//sgrT//insI-2//clsB//dgoR//hofO//queG//aaeA//livM//speD//aspS//cysG//mreB//napB//yoaB//flgA//fdoG//gsiA//aqpZ//rne//marR//glgA//rbsK//ilvD//lysU//holE//yrfG//galP//mraZ//glnL//yafQ//yegD//queE//pyrC//rplM//hisF//nrdA//yacG//rplL//yieH//higB//ybjX//ldrA//ybbW//ygcW//nhaB//malI//cydC//uidA//pinR//aes//uspE//ycjP//fes//dgcZ//rplJ//entC//hxpA//ygiS//grxD//kefF//iscX//rof//hxpB//flhD//hycB//elaA//mfd//dnaC//ldtE//hemL//cysP//fepB//galM//zraR//deoA//rnd//aer//yibF//kilR//yiaA//mutS//fepA//tonB//rsmC//agaV//rimP//hxpA//tehB//yicJ//hisC//glgX//xylR//yhcH//yidR//ybdR//ybjN//ompC//leuD//ybjD//pgsA//deoA//hpt//gspE//amyA//nupC//acpH//yibF//xisE//yjtD//mdtG//napF//emrD//hprR//lysP//lysP//sufC//yfdS//gsiD//mutY//speA//hybA//yciV//feaR//yraN//yhaJ//aroC//tsaD//caiF//gsiB//pflC//yghO//sufS//pstS//valS//gsiD//rof//clpS//zapA//arcB//norV//mraZ//cmtB//cyaA//lysO//fecD//cdh//ppiA//mltB//ibsD//yebS//ygiW//fecA//pgaA//fes//iaaA//zinT//cirA//hslO//lsrC//mpaA//xapB//nemA//iraP//tdcD//ispU//aroK//cusB//panF//lsrR//nrdE//pppA//iscX//hemA//ybjC//rnd//truC//ldrB//casB//tcyN//guaD//nrfE//garL//mobA//tcyJ//ogt//yihL//acnB//rimP//hdfR//osmC//nrdD//yebK//mscM//ibsA//ygiN//ibsC//ybeF//rplB//selD//frwC//yajO//trmJ//glpC//mrdB//cysE//creB//trkA//relB//mtr//recN//yqaA//mutH//ybhG//uxuR//cdsA//ytfR//hdeB//alaC//yfdK//acpS//nadB//selB//cyoB//yejF//rnlA//plsX//bhsA//dnaQ//ribC//yjiY//apaH//ccmF//cvpA//mcbR//bcr//galF//ydhK//cydC//hokB//lexA//livF//setA//mglB//polA//mdtC//yjjX//tamA//phnG//abgB//agaV//ariR//gltI//gntU//yibT//lplT//yjbB//pspG//yfcG//carA//umpG//glpT//trpA//flgB//thiQ//scpC//yfdR//ariR//pdhR//prfA//yfcG//ydeE//ansA//aroA//araB//pdxB//add//rpoH//csrD//nlpE//sfmA//ompW//hupA//speC//yraR//nimR//cpoB//cysI//fimZ//evgA//metN//fadD//cysP//ybcQ//araC//kdgT//trpR//yidP//elfA//truC//holD//yiaT//wcaJ//gutM//yehA//gutM//bamC//idnT//atoS//yrdA//cysD//yhcH//atpA//hyfA//ompF//plaP//evgA//acrA//glxR//tpx//rplF//menC//yehZ//yheT//tabA//ispB//waaJ//nuoG//recD//yihO//ydfK//ompT//mreD//malS//lpxT//frlB//lplA//macB//dld//tonB//ydcS//rzoR//ygiN//rsmE//cdaR//pagP//alsA//yiaM//sfsB//lptB//argR//dapF//comR//glgS//plsC//qseC//dsbB//pflC//tehA//yfbV//mug//yihR//yahN//baeS//gppA//ldcA//pta//fimB//ygaV//mnmG//dgoR//gpp//entE//lpxC//nanR//lldD//rutG//flhE//napD//yqhD//rhsD//frmB//bipA//dgkA//sbmC//bfr//rppH//csgD//trpS//phnP//deaD//hofQ//ispG//yphC//rplX//sodA//yiaO//emrY//livM//yrfG//gapA//yehC//dcyD//cueR//acrD//ynbB//iscS//lepA//perR//trpS//ydfK//srlD//hofQ//alaE//eutB//cpdA//fcl//uspC//rutA//recF//waaF//rseB//arsB//flgG//napB//lptB//dgoR//wrbA//phnL//pyrL//flhA//ybaO//pgaA//recT//mak//alaC//mgrB//yibF//dgcJ//tsf//lpxD//yidP//sgrT//pheP//hypF//glpT//epmB//lptC//rlmL//uup//arnF//adhP//ulaE//yddM//rpsT//kgtP//yfdC//bglX//arsR//ygbN//cpsB//yidA//lepA//murR//dppF//fecA//torD//mliC//lptE//norW//flgA//matP//lapA//ssuE//mutM//yeeJ//yqiG//cspC//glpB//yhhZ//moaC//glvB//gntK//thrB//ilvL//yciV//rcsF//tolA//yehP//glxK//pdeR//abgT//yejA//nsrR//paaZ//rffC//cdaR//glnQ//uspG//trpC//birA//priA//feaR//acnB//rihC//fliD//ghoT//gpr//hicA//manX//sucC//pdeF//
GO_0006140_6	citE//hpt//
GO_0006144_6	lipB//gcvH//cysQ//kefC//ygdG//ebgR//rhtA//abgR//thrS//glxR//
GO_0006145_7	tonB//tsgA//yeiL//cas1//
GO_0006146_8	yggN//yhcD//
GO_0006148_9	kgtP//
GO_0006149_9	nrdB//
GO_0006150_9	srmB//
GO_0006152_7	narL//lsrC//aslB//smpB//mepM//ispH//
GO_0006154_6	yehY//
GO_0006161_9	metR//
GO_0006163_6	murA//ade//hicB//yjhH//insB-2//mepS//clsC//yejE//yehU//frmB//fliM//livF//acrR//rna//rpiR//tomB//clsB//araC//srlB//yghG//ydjH//waaA//mppA//ytfT//rpoH//cedA//nth//rpsA//rimP//relA//mdtJ//ykfI//nudC//fimI//ynfE//galU//glpT//hfq//cedA//ygeV//mnmC//glgX//sgcR//zapE//kbaY//clpS//sdaA//pyrC//mukB//hycB//pabB//yfdK//rhlE//yaiV//
GO_0006164_7	sapC//bisC//lolB//flgA//miaB//cstA//mfd//afuC//aldB//astC//ghoT//yidA//rhaA//bcp//rihB//ygeA//mgrB//slyD//dedD//metC//tcyJ//folA//idnD//yphD//prc//glyS//potE//acrZ//gcvA//yiaF//hybC//kdsA//ffh//tdcD//efp//cyaY//yjbF//yjcS//rhlB//bcp//
GO_0006165_7	plaP//sanA//apaH//rpnB//panC//pspF//yjfF//crfC//tehB//ibsA//sdhD//crr//yhgF//rtcB//ptsN//yphC//alkB//dtpD//frwB//
GO_0006166_6	gudP//hcaF//
GO_0006167_6	umpH//
GO_0006168_7	sgrT//narI//
GO_0006171_9	yqeG//
GO_0006172_9	yihU//
GO_0006177_9	ydeI//ybiI//malZ//
GO_0006178_7	norR//
GO_0006183_9	arnE//
GO_0006188_9	ypdC//entA//cpdB//cysB//
GO_0006189_10	pgsA//moaA//
GO_0006195_7	mrdA//rpoA//
GO_0006203_8	cyoB//parE//
GO_0006206_6	dapB//arnT//yeeJ//gltX//xapA//ynfK//panF//rpmG//ygcR//rimJ//pinR//yihI//cspB//hslJ//symE//yhdZ//yhdJ//add//frdD//bipA//acpH//gyrB//pdeK//htrE//pgsA//ghoT//
GO_0006207_8	dut//yfeR//yhdJ//tpx//flgM//
GO_0006208_7	lon//yhcF//hha//minE//rzpR//ybaK//cueR//glnK//ygeW//osmF//queA//insH-6//betT//
GO_0006209_6	nuoI//
GO_0006210_8	ytfT//
GO_0006212_6	insI1//gcvH//glvC//potI//ftsP//msrC//gshA//prfB//glgS//ygiW//yibF//
GO_0006213_6	dgoD//truC//menE//nudC//pinQ//ycbU//livK//phoP//rlmH//pdhR//lplA//acrA//etk//hscA//tatA//tsaD//
GO_0006216_9	pnuC//
GO_0006217_9	ygiS//
GO_0006218_9	hicA//
GO_0006220_6	rpsO//intE//rbsR//rpsH//tgt//lpxL//hofQ//flhD//glsA//dacB//era//fliD//yghO//garK//recA//rplX//sfsB//argP//mdtM//mdoG//
GO_0006221_7	narY//narH//atoB//mglB//mdtM//ybiI//hflX//betB//yphB//ptsP//iaaA//mlaF//cydC//
GO_0006222_9	tar//
GO_0006225_9	rho//
GO_0006226_9	yihR//ascB//
GO_0006227_9	fhuD//
GO_0006231_9	thrC//
GO_0006233_9	ulaR//
GO_0006235_9	ygcW//
GO_0006241_9	gnd//
GO_0006244_7	sufE//yajO//dgcZ//nikD//pmbA//ykgA//citT//
GO_0006259_5	fabI//tatE//ybeF//hda//yfbR//ybjN//kbp//pdxA//tonB//ldtC//nrfD//mraY//rluA//wecC//pheP//gltS//seqA//gpp//glpK//yggE//yebK//fadR//tig//ndh//yggP//decR//fruB//metH//yagG//htrE//rsmB//pal//pepA//sfmF//ycfH//dnaC//ftsX//holA//rpsK//yiaB//relE//caiE//dnaX//livM//cbpM//murD//rplQ//yccX//yijO//cysI//yqgF//yahB//manZ//hybE//yfeX//dut//tadA//yghU//nemR//cynT//yjcS//torS//yggX//rplS//cadA//ydfH//uhpC//yiaU//rplW//tusA//dgoA//lptE//frdC//fixB//paaD//kdpE//spy//tyrR//afuC//yfcF//mdtP//ldtA//moaA//mdoD//rpsQ//pspD//hsdM//galM//gstA//cydB//ubiH//thrS//casD//cysK//yafC//kdpC//mlaE//narH//cpxR//ygcW//tolB//proB//gmk//yggD//patD//dcuA//mhpD//murC//proP//yjaZ//trpS//hyaD//guaC//mhpR//gdhA//arnA//lspA//gabP//mreB//dnaT//yhcH//tatA//yahO//yqjI//fimI//fdhE//phnK//dtpD//ldrB//nupC//ybiW//tktA//rpsG//seqA//yagE//arnA//dusB//yaiW//queF//dosP//wrbA//nrfB//yajQ//xapB//cof//tcyJ//caiE//basR//
GO_0006260_6	frdA//cpsB//hemL//recN//dsbA//pgsA//modC//metG//yddG//pntA//yfiE//potI//yihU//ftnB//fryB//yafS//slmA//tomB//cydB//pdxY//adk//
GO_0006261_7	yrbG//ybiW//tas//ycjD//ydiV//bioD//wzzE//carB//pyrD//yrbG//ldtD//rpsA//
GO_0006265_6	flgA//nagB//folD//paaX//mglC//
GO_0006266_6	cmoA//tauC//mdh//
GO_0006267_5	speF//
GO_0006268_9	dgoT//yqcG//paaA//
GO_0006269_6	aspS//
GO_0006270_6	yqeA//pabB//yjhB//pgpB//rplL//elbB//
GO_0006271_7	dgcN//fumB//hcaF//
GO_0006274_6	rimP//
GO_0006275_7	pyrH//pstC//rnlA//nimR//malF//asnA//fabA//elbB//gmk//
GO_0006276_3	cynX//nrdD//amyA//ahpC//caiB//dgoT//tdcF//aaeR//
GO_0006281_6	queF//phnO//grcA//wecC//rna//queD//sugE//bolA//moaB//mhpD//priA//yghW//fbp//tag//btuD//macB//ybiX//rlmB//xylF//bsmA//dcd//crfC//nagE//birA//rsmF//hflX//ymgC//helD//dgcE//opgC//ftsY//hypF//trmL//rpsB//artJ//citC//lsrA//cas1//mntH//dcuD//malY//atpH//yaaY//ykfI//dinD//znuC//recD//ldtB//thiQ//yahD//ybcM//cysE//rodZ//ugd//sutR//
GO_0006283_8	rapA//
GO_0006284_7	dnaK//ybiW//elaB//ddpX//fepG//dmsC//
GO_0006285_6	malZ//ydeT//nrdH//manY//tsx//
GO_0006288_8	mrdA//ldcC//
GO_0006289_7	glgS//mnaT//
GO_0006298_7	pgaA//oppA//plsB//xapR//dnaJ//dcm//uidR//ahpC//hda//tdcR//
GO_0006301_7	pckA//nikR//rsmG//sucB//
GO_0006302_7	truA//caiT//yfiF//puuA//chbC//pphA//puuP//yebG//glmM//
GO_0006304_6	htpG//gltK//zapB//eutR//wzb//torS//yeaG//murJ//scpC//
GO_0006305_7	yafC//fliA//yaiW//potE//
GO_0006306_5	ispH//ompT//hflC//gyrA//
GO_0006307_8	xylF//hybD//rpsJ//yedA//ptsH//
GO_0006308_6	rpiB//yafE//folM//flgD//agaD//idnT//cysU//sfmF//cbpM//seqA//kdgK//gudP//
GO_0006310_6	hpt//dgt//tesB//bglB//pcm//rnlA//rsmJ//lpxP//aroE//yagI//yciE//yciG//cyaY//yidA//yfaU//dut//atpG//cysZ//yajQ//flgM//hycI//cpdB//mrcA//ybhS//yebK//yfbR//glcC//yqgB//rsmD//yfcS//dsbC//ybgI//yhdJ//rrrQ//ybiJ//agaD//tktA//greA//idnO//ydiO//ndk//pgpA//sgrR//
GO_0006313_4	nrdH//accC//fliA//yqaA//nagK//hypT//paaZ//
GO_0006323_7	ygcO//
GO_0006325_4	rimJ//
GO_0006351_6	murC//ubiJ//soxR//rusA//rplD//adeP//hycB//infC//recJ//ygiV//malS//cycA//nadC//sutR//glsA2//kdgR//ycjP//glgC//prlC//xapR//hofM//gspI//nrdH//bglA//ftsW//rhaM//zntA//rfbC//dsdA//ygfI//prpB//ispF//rpsR//greB//ung//sppA//yahK//djlC//argF//dacC//dnaX//setC//setB//casD//feoB//pliG//napD//dapB//mhpT//fadI//glnL//zntR//sufC//rbfA//yeiE//gcvR//yggD//gor//fryA//cmtA//opgH//tig//patD//soxR//allS//tyrR//yjiR//cmtA//rfaB//torS//sbp//mglC//sdiA//ppiD//phoQ//sufB//mnmG//gdhA//ispF//rluC//gshA//hemH//ybeY//dnaK//malP//rffT//ascB//glpK//arnA//mngB//rhsD//yedA//hyfC//malK//yjjB//recJ//xylA//cydC//yfgI//yibA//mgsA//ybjD//menF//ilvA//dnaA//caiB//dtpC//fixA//hcp//yghU//yhbY//phnO//csgF//rsmG//asmA//plsC//crr//aes//amiA//
GO_0006352_7	cpsB//fklB//rtcB//talB//
GO_0006353_7	hyaA//rsmE//
GO_0006354_7	tauD//chaC//ybjX//
GO_0006355_7	uvrB//narW//aaeR//flgF//pppA//yfcR//yihX//pinE//speG//ogrK//yeeJ//arfA//kdpC//clsB//ybdM//ynaI//panZ//cycA//yebZ//yacG//xylR//sbcB//ttdT//dcuR//yafQ//ynbD//speC//gatA//cydA//yccX//sucB//yajR//hofN//ybcM//potB//hflX//tyrA//yfdS//yafQ//aceF//dpiA//paaG//yhbS//yadC//arfB//mntS//yqeG//paaB//fecA//dhaM//rsuA//nusG//ilvM//slyD//yjbG//mlaE//ychH//torY//cpdA//idnD//ydfH//mlaB//yebS//lgoR//mdtL//yggD//fic//manA//dpiB//casD//pstB//rsuA//deoD//cutC//oppC//glgB//manY//xylB//obgE//gspF//cpsG//mntR//cmoB//cyoC//arfB//hupB//yehD//diaA//uhpC//yfjR//cutA//tesB//potC//mhpB//sgcX//csrA//ushA//sgcX//fucP//emrY//patZ//fic//srlE//purU//rhaA//oxyR//ftnB//fadI//nikC//cnu//yfdR//fur//glvB//lamB//rsmH//nemA//recB//mreD//nsrR//ypjD//nemA//lldP//yfcF//higA//yacG//yieE//cfa//yaiP//rsmA//ygaV//ulaB//groS//vsr//fadJ//potI//insA-1//trmH//tpx//guaA//ybgQ//oxc//fdnG//ybaK//sdiA//cysN//mlaC//rplK//dnaE//menC//iclR//aroL//srmB//htpX//hybB//torY//insI-2//ubiG//sstT//ynhF//ibpB//ygfX//dcuB//gadE//dps//rplP//mepH//tehB//prc//yjbH//tdcG//prpB//yhhT//nhaB//ycgV//prmB//nlpA//yphD//paaZ//hyaD//rpmH//yjcO//yfbV//rcnR//araA//etp//ruvC//tatD//chaA//zapB//pflC//yhjX//nth//fucK//atoS//djlC//clsC//mutL//yccX//rrrD//yhdJ//sdaC//patZ//hslU//cbrC//trkH//ttcA//rfbD//pmbA//rutB//yehB//fdnI//rfbD//caiE//nadK//alaC//gor//cadB//mioC//rplL//aidB//hcaR//casA//pflA//hybG//ligB//bamB//wzzE//norR//mhpT//rluA//yadK//rstB//ybiO//cueR//argG//uraA//nuoN//astB//rarA//cvpA//insH-5//ansB//waaA//rsmD//lpp//katG//ydcM//rluC//gatC//fruK//dapB//sgrT//ygjR//ygeV//argB//yaiP//ybgP//umpH//mdtN//ybaM//htrE//
GO_0006357_8	cas3//
GO_0006364_9	ychO//gspJ//cyoB//ygaV//puuP//valS//aaeA//surE//aes//yneL//dgoK//yqhD//ydiZ//fdhD//yeeJ//rffH//ubiI//ompR//kefB//amiA//dhaR//yefM//ibaG//casE//aroL//comR//sbcB//panF//accD//sxy//fecB//ybiJ//glmU//creB//pitA//rlmC//waaB//speD//btuF//pflB//rclR//csgF//yajD//
GO_0006378_8	pyrC//dtpA//
GO_0006379_8	waaB//
GO_0006382_8	rpe//
GO_0006396_7	yddL//prs//aphA//pitA//aqpZ//yphF//fdoG//mltG//argH//gadB//nadA//ygiV//malI//ypjD//rffT//pflC//ettA//nfsB//panD//ftsL//yehW//feoC//ascF//ybeF//frdD//puuE//yihW//aroG//macB//dgoK//entA//insB-4//hycB//rplO//sbp//raiA//erpA//trmO//ybdM//dmsA//yraR//mtgA//rssA//ghrB//panF//mntH//yccX//pgi//rcnB//priC//feaR//yieH//lpxB//puuC//brnQ//gsiD//nagA//aroF//nfuA//rihA//slyA//yejB//zur//mug//ybcQ//puuA//etp//gsiD//ffh//ffh//gatY//rcnB//recN//xerD//cysP//rho//lpxM//rplX//rpoS//treC//gpp//ykfI//ykgO//dcyD//clpX//thrC//rclC//ogrK//rffG//lgt//thrB//yjcS//dinB//mlaD//ybdR//rihB//tatD//fadI//tdcD//yedX//qseC//leuD//
GO_0006397_8	flgE//nrfB//ycjD//
GO_0006399_8	lrp//dacC//pldB//adeQ//lamB//dgcM//paaJ//crp//ygeW//srlB//malQ//oppB//ydcZ//waaB//ymgA//yhjA//polB//yfbR//araH//yphC//gntR//uvrA//ybaK//cspA//gntP//manZ//tdcD//phnM//rstB//insA-1//qseB//ymdB//citC//ybjN//tcdA//yfdO//skp//yadC//secY//yjiY//msbA//nagD//ybcQ//truC//sppA//metN//basR//leuB//dps//hybF//rcsA//tas//menI//kduD//mrdB//rssA//gltS//yjjV//mutS//mtnN//cdsA//menH//hycI//intE//hypB//degS//nadC//mglB//envR//ompA//fnr//tolR//cheZ//cysB//ndk//frwB//yajL//ompF//pdxB//cysC//ulaC//mlaC//
GO_0006400_7	pstB//ompW//thrL//appA//bepA//yheT//araC//ccmD//caiT//tisB//nupG//gshA//rfbB//cysS//fabH//chpB//satP//fliD//bdm//yjiR//wecC//otsA//ypdA//frwD//ruvB//glgB//clsA//yceD//yebK//ldhA//rdgC//uhpB//ybaQ//dnaK//nimT//ftsH//cvrA//dctR//hda//ccmH//pdeF//fabB//ompT//gpr//csgA//modA//uhpT//hypA//hslV//
GO_0006401_6	mnmG//menH//yieE//sfmH//rpnC//malQ//dhaL//ampE//minE//yqjH//dnaC//yafQ//yjiA//hupA//dapD//yegV//feoB//clpP//pspG//yehW//cyaY//rhtB//
GO_0006402_7	casE//rfaC//csgG//rzoR//ybjD//rutR//rnc//yadK//argR//mazF//rpoH//
GO_0006412_6	yfbS//cobC//ompW//fhuC//intS//cas1//uvrB//murE//coaE//yhbO//lplT//rpnD//rutG//yqjI//yjjI//waaJ//kdgT//hrsA//bfr//rhoL//aslB//rtcB//yedL//sapC//yneE//hyaB//chbG//cysD//creB//murP//adeD//cysC//ptsN//zitB//aroA//ygbN//gcd//moaD//nemA//pppA//cspA//msrP//ilvD//maa//rfaF//dsbD//ybdO//gcvT//rlmF//thrL//ynfK//
GO_0006413_4	sgcA//rpoS//aslB//
GO_0006414_6	hybC//fdoI//decR//soxS//narK//gcl//gatY//pflA//hemA//
GO_0006415_7	uspG//mdoD//rfbC//rfaF//idnK//cydA//atpB//
GO_0006417_7	azoR//cynX//uvrD//afuB//ugpC//mipA//amiA//cysS//ybjL//mdoG//ybiS//rcnB//yjbG//uvrB//yeiE//patA//cysS//ispU//ilvD//glxK//tyrS//mdtG//holE//phnC//ynbB//atpH//yccA//tesB//cysI//rpmF//emrB//atpG//yfcS//dmsC//ghrB//mngB//yidA//lrp//rpiR//
GO_0006418_7	gntT//ispG//yqcG//yhcF//oppD//glnP//nagD//eptC//ynaI//msrP//exbD//dosP//murP//dgcE//ybaE//ompR//rraB//frr//glnD//oxyR//ypdB//gatB//rarD//ttdT//htpG//
GO_0006419_8	gudD//
GO_0006420_8	fdnI//
GO_0006421_8	araB//
GO_0006422_8	ssb//
GO_0006423_8	feoC//
GO_0006424_8	csgG//trxA//
GO_0006425_8	rapZ//
GO_0006427_8	gltP//
GO_0006428_8	recX//
GO_0006429_8	yaiV//
GO_0006430_8	pnp//mdaB//
GO_0006431_8	csdE//
GO_0006432_8	qseC//lpxB//
GO_0006433_8	bluR//
GO_0006434_8	sppA//
GO_0006435_8	yebC//
GO_0006436_8	cpxA//
GO_0006437_8	rluB//
GO_0006438_8	fadK//
GO_0006446_8	yajO//ade//hokB//zraR//emrY//clpB//nagB//
GO_0006448_8	cbl//purC//kefB//ybgP//glcC//
GO_0006450_4	abgB//uhpA//frsA//tusD//sapD//ybdG//sspA//rihB//lpxB//galF//
GO_0006451_7	frlR//
GO_0006457_3	yhjA//glcD//accC//elfC//panE//rfaF//allS//guaA//truC//hldE//ahpC//hscB//lgoD//cutA//fliZ//scpC//ppx//fetB//oppF//fixB//pinE//pntB//gsiA//mutL//secY//grxD//mhpD//ghxQ//paaH//betT//holD//glnA//ibsA//ygaZ//tsaE//yhbX//sbcC//gpsA//tktB//paaA//
GO_0006458_4	csdA//trmB//prkB//yebG//yegS//thiL//ibsC//uxaA//
GO_0006464_6	yhdX//hdeB//xylA//dusC//rimO//dxs//abpB//yfbR//zraS//hybD//tmcA//sgbH//ydiO//yqjH//entB//yghW//yoeB//glcF//yobF//pgpB//yqjI//clcA//ybhG//frr//acrA//ybdO//ypjD//fiu//garD//tyrB//pdhR//yibF//yfaV//cycA//nuoE//agaS//fucK//metC//ychF//appC//mukB//ampG//trpD//ytfR//rpmF//mntR//yjjX//rof//hcaB//setB//obgE//ykgF//bcsA//kdpF//bluR//rnc//yoaA//fre//pflC//hypF//gatA//allS//trmD//srlA//otsB//entB//ansB//nikA//rraB//pspC//csrD//ybcM//sufE//tdcG//ispA//bioD2//xylR//ynhF//hisS//dinI//dapB//ahpC//bisC//insH-6//rhaA//agaB//pdxB//recG//ybcM//nuoG//ftsH//cyoB//rapZ//cdd//yhjA//ccmC//hisC//rtcR//cycA//moaA//yhbQ//hchA//yhgH//dcuB//yceO//leuC//yhhZ//malQ//rpe//glgS//yhjC//mrcB//yfjV//clpB//nfi//yccA//cas3//csgG//sseA//malS//yeaD//atpD//tufA//hcaE//yjiR//galP//gutQ//kefC//mrp//yhgH//exbD//malE//flgE//ldrD//arfA//chbB//holA//frdC//nusA//trpA//fliT//hisM//
GO_0006465_6	envC//eptC//ftsW//
GO_0006468_7	murA//yhhZ//paaH//tatB//rpmJ//nuoH//kbaZ//narV//rplN//hupB//hldE//rpoH//relB//narZ//cusR//fur//mscS//ubiJ//glmS//sgcC//rpnB//rpmA//mltD//lldP//manY//nth//gpmM//paaE//rhlB//uraA//yhiM//glcD//fucI//ulaC//nhaA//yggF//narZ//htpX//rfaD//rlmE//insK//ecpR//cspB//pitA//ccmC//artM//tmk//rlpA//nei//hemA//yodD//gcvT//eutN//
GO_0006470_7	ttdR//argC//rpsJ//arfA//asmA//yigL//ilvL//plsB//alaS//atpC//phnL//yfbV//relA//yneJ//hdeD//mdtG//
GO_0006473_8	yidA//caiB//ybcF//ubiF//tar//ynaE//pspG//dhaM//kdsA//tdk//rnhA//dcp//
GO_0006474_6	ibsB//ibpA//kilR//pckA//pepD//
GO_0006475_9	recD//yobF//
GO_0006476_8	rclB//serB//thiE//
GO_0006479_5	tyrS//rsuA//hcaC//rtcR//sapF//tomB//gloA//cbl//
GO_0006480_6	yebS//
GO_0006486_5	dppC//
GO_0006490_5	acnB//
GO_0006497_7	ebgR//
GO_0006508_5	yieL//rnr//znuB//recT//gudX//pdhR//cydC//nagB//glpF//sucB//glpG//yhjG//fabA//agaW//iclR//ycgV//bamC//fucK//pdeF//betI//casE//patZ//emrD//katG//rfaC//osmC//ynaE//cusF//cbrA//rmf//yehZ//cstA//dcuC//epmB//helD//mmuP//dsbG//fucA//tesB//mcbR//sgcX//nadK//rsmF//glrK//oppD//ldrA//dsdA//yihI//bglJ//holC//ygiS//gloA//dgcZ//nupX//frmR//
GO_0006515_7	elbB//glpR//glvC//plsC//
GO_0006517_6	ispG//nanK//argK//fumA//
GO_0006518_5	marA//phnC//serC//miaB//ybeQ//plsB//yccA//yddA//nanC//psuG//btuE//sxy//cobS//envY//yrfG//ygjH//dtpA//yjjB//tyrB//rlmJ//bamC//mmuP//icd//ymgF//brnQ//mdh//ytfT//yggE//coaA//ldrB//mutL//lolC//mnmA//yajR//ftsN//dnaE//focB//uxuR//wecA//bcr//argH//rihB//rcsB//artJ//phr//pepD//asnC//ugpB//recB//rsmA//ugpC//tynA//fumA//opgH//idnT//ycjP//hprR//rna//chbG//allS//rutB//hexR//ybeY//mog//arnE//dcyD//mdtO//hemL//tufA//ptrA//citE//murJ//gcvA//yaaJ//fadM//mtr//bcsQ//
GO_0006520_4	murQ//yggF//bluF//sdiA//carB//rhaT//leuA//fecD//artQ//gabD//priA//pepB//csgE//rpsH//nikB//tamA//rbfA//nimR//recG//phnN//ydjE//csgE//agaW//malF//apt//mioC//napA//deoR//pgpA//deaD//ispU//flhA//acpT//ynjD//rpmB//osmF//mltD//rpsK//prmB//torD//ompF//spy//mdtJ//fdoI//evgS//yehX//chbC//murE//gltK//argE//lptB//glgX//kdsD//yhfK//sutR//dnaQ//oppA//rsmD//dgcN//ccmH//sucC//hyi//coaA//xylH//aceA//malE//rpmB//ivy//dedD//glsA2//atpG//mlaB//yohD//kdsB//fumA//phnG//zapD//bepA//rpoD//nrdG//dtd//hisF//ubiA//bioD2//iscU//rluC//poxB//yahB//bglF//mlaB//glnQ//rpmJ//ydhQ//metH//ulaR//yehT//hybE//dgcQ//gpmA//rpmE//xisE//rffC//lgt//pabB//ymjB//yjjV//trg//comR//hypF//gstA//fixB//potA//puuA//ybeQ//eutA//metL//sodA//cspC//yebK//fpr//lysR//rhaB//nanS//pdeK//msrQ//ydiR//lrp//srlD//tehA//rnb//panB//ybaL//groS//glnL//argE//yfeD//ispG//ybcJ//norW//fdhE//lsrK//cysI//yebC//gor//frdD//hybG//ychF//ibsA//mqsR//psd//xylA//symE//thiC//queD//xylH//hxpB//thiD//suhB//hisA//trpL//murD//crp//yieL//argP//rfbB//fhlA//cof//ftsL//clsA//mdtC//yejA//motA//yfcR//ispU//sgcX//kbaY//yqjH//speF//rcnR//oppF//cydC//amiD//mepH//gmhB//rsmH//yobA//rluC//mrr//arnB//uspB//nrdB//pflA//cheB//mdtE//coaA//acpS//sufA//thiD//bglX//afuC//ampH//lsrC//
GO_0006521_6	iraD//hslR//nikD//
GO_0006522_7	rlmE//alpA//lpxD//tusB//ybiY//deoC//cvpA//
GO_0006523_8	ybcQ//dpiB//betB//kefF//
GO_0006524_8	cysK//alsE//slt//
GO_0006525_7	yraR//aceK//lptE//gppA//yciF//flgM//ugpC//yagE//yiaL//eamA//adiC//fliM//rplQ//ykgM//fadL//ibsB//ychH//gnsB//spy//yegT//elyC//
GO_0006526_8	bioA//envY//zwf//recF//dppD//pspA//gpr//xylF//ldhA//ypdI//ispF//yjiM//dsdC//
GO_0006527_8	evgA//sbp//nupX//truC//ycjR//clpS//rhoL//clpS//moeA//
GO_0006528_6	yjhG//gpmM//tqsA//fadJ//
GO_0006529_7	yahO//epmC//
GO_0006530_7	zapC//nsrR//
GO_0006531_7	gpsA//cbeA//intE//pepD//mutS//rplY//hypD//rraA//
GO_0006532_8	lpxK//cbrA//
