#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	caiT//roxA//ftsB//xylB//
GO_0006139_4	thiL//glpT//lysA//kch//dsbC//zapA//gntP//ydeT//adhP//artP//dld//lpxL//mutH//flgK//moaE//uidR//pabB//yhdX//frlR//malI//waaH//lysC//tus//glxR//dkgB//psuT//pyrG//pdeH//bglA//nrdR//pspG//yhcN//ychO//uhpB//rmuC//tabA//cysS//hslO//crr//nudC//marR//mdlA//ydbK//agaR//yibA//ppx//acpS//dsbA//dsbB//ompF//priB//rplC//gudD//rmf//nuoH//casC//secA//flhC//ompL//pstS//atpC//hybD//metN//pinE//yhjR//rcnB//lysS//yphC//yjhI//trmL//ldrB//bamE//ssuC//murD//narX//clcA//citC//zapA//csiD//ttdT//ascB//gspE//yraI//ydcZ//xisR//nadE//ibsA//pepT//gabP//mppA//caiD//nagE//nudB//lpxT//nadE//degP//yqcC//tesB//ulaC//plaP//ribC//kdpA//sohB//napB//hldE//torY//yajO//casA//arnD//uxuA//deaD//gabP//asnS//rmf//paaD//yiaU//nadE//ygeR//purL//dnaJ//mltA//metG//narK//satP//gntU//argE//chiP//ycaO//ssuA//lpxK//fimB//fadE//rcnA//dtpC//murR//mdtD//nudF//ldrB//actP//ydeM//ycgR//paaE//ompR//betI//cirA//talB//yjjG//dnaA//ompT//osmE//atpG//ygeW//acrE//rsmJ//nhaR//gltS//puuA//murA//holA//bglA//hisC//betI//yhaJ//ygbM//frmB//ybcM//surE//ybhS//tnaA//dinI//nikB//argC//pgpA//glcB//mdh//etk//mcbA//cpdA//ygdG//queE//tus//torA//yigL//tyrS//hcaC//phnK//lldP//asnC//arsC//ompC//entC//rsmI//nuoE//yjjQ//hokE//narL//yccA//yojI//ycgR//etp//galT//infB//rpsL//fhuF//folA//yfdC//rplO//nsrR//rpsR//dnaQ//ybhI//htpG//hokB//potB//ogt//lolD//rng//eamA//ybdZ//wecB//sugE//rpnA//hrpA//flhD//rbsD//phnJ//entD//metB//mntR//thiI//yaiW//fabR//hypB//focB//entB//smpB//yehY//dmlA//pinQ//rffH//yehD//livG//ybaO//ygbL//pgaD//thiC//etk//ygbM//htrE//alsE//tyrB//borD//xylA//mtn//adhP//greB//glpF//malG//yefM//ybbN//rfbB//pgaC//mnmA//aceB//ung//pldB//ruvA//galK//cpxP//mdoD//mzrA//glyS//lhr//rzoD//ycbB//crr//holE//bamB//srlE//asnB//exoX//gnsB//yggF//yihX//nepI//galU//ypjD//yfaX//tsf//insA-1//nrdH//thiM//sodB//hypD//cdsA//yjbF//mrcB//yciV//yccX//upp//rihB//yibF//sgrR//moaE//mglC//cysD//ibpB//tqsA//hxpA//arnE//nadK//wzzB//bamE//yiaF//cusA//queG//nrfC//wecB//pyrC//flhA//hypE//ribC//bisC//yihR//suhB//nhaA//hybE//mdtL//acrZ//mhpC//allD//ampH//hyfA//nadK//rffC//argT//nanS//coaD//rbsB//nupG//ydjL//hofP//lpxM//hemF//abgB//mdtN//rfaC//waaJ//groL//ybbY//gloB//atoS//atpA//hdeA//folC//thiG//deoB//pflB//rpnD//yihV//tisB//pabA//murA//glnB//kdpA//mliC//paaC//znuC//cycA//lldP//dauA//bioC//prpC//nirD//maeA//yaiV//hyfF//sgcC//ptsH//frvB//pstS//rmf//hisI//queC//ypdC//ybdM//higA//selA//ulaF//purB//hybB//yedF//sthA//arfB//nth//thiE//tdcD//gsiC//argC//treF//fabA//yhhZ//zinT//cptB//dnaA//diaA//moaC//pdeR//fadK//fdnH//ade//cysB//xylE//zinT//gnsB//msrQ//ppk//rph//xthA//fabR//alaC//cheR//waaJ//xseA//mdtI//intF//insA-2//tadA//nudG//ccmD//deaD//nagK//borD//alpA//ccmG//mdoG//rffG//trpS//insI1//surA//rne//fabA//blc//ycgV//mog//maeA//yddM//flgI//cpoB//nuoN//ydeP//yiaJ//kdgR//ftsY//psuT//mdtI//yihL//wzzE//argC//aspC//yadV//cynT//rayT//gadA//fepE//elyC//rbsD//rppH//tehB//clcB//msrC//eptA//hipA//tdcR//mltB//galM//ycfH//mgtL//yafQ//dtpB//lptF//yhdH//mdtA//narQ//hisF//aroK//dut//yodD//glpR//mnmE//rtcB//galU//tag//der//galF//hcaD//ykgA//yicJ//atpE//fetA//yqiH//dsbG//xseA//yhdJ//lsrG//yhgF//crfC//nagZ//yebC//mutT//vsr//dnaN//glgP//tsaE//cheW//narP//glvB//gapC//mlc//elbB//ygiV//nuoE//yiaF//fepD//btuF//otsA//ybdZ//cyoA//nagD//hyaB//insI3//phr//entH//rpsA//topB//yjgX//ydfG//lptD//tynA//ribA//ybhJ//lysP//sodA//umuD//tsaE//ynfE//lspA//yiaU//nikC//dsdA//hypC//yaaJ//pntA//cysW//lsrD//gudD//dacA//crl//pstB//nrdH//thiM//lpxP//ydjJ//aroK//trpB//rpsP//acrR//ygiS//rpsL//dctA//mdtI//ydiK//nrfE//malP//arnA//rpoA//cmoA//wecA//ldtE//uacT//dnaJ//fhuF//ycjW//rhoL//thiI//purN//hsrA//nagC//casB//dnaK//sdaB//lysC//kdsA//hsdM//rpnB//mtlR//allC//ulaG//rspB//hycI//trg//glcE//ptsG//dmsC//opgC//allC//guaA//nlpD//ybaE//flhA//lgoR//aspS//gsiC//
GO_0006140_6	yihL//yidD//
GO_0006144_6	ileS//malE//yraH//raiA//fdhD//dosP//yihX//ldtA//insA-1//ridA//
GO_0006145_7	surA//rluC//yceD//sufE//
GO_0006146_8	rplY//malG//
GO_0006148_9	kdsD//
GO_0006149_9	rpnA//
GO_0006150_9	ompR//
GO_0006152_7	ssuA//lplT//fabR//cadA//hflC//dppD//
GO_0006154_6	uspG//
GO_0006161_9	codB//
GO_0006163_6	fryC//tauB//ivbL//ibsC//dnaK//ydhJ//tktB//sppA//rfaQ//rpoD//cmtA//crl//yobF//rpsB//glcB//yifB//yeaG//ycjY//glmS//yiaF//infC//gsiB//mdtM//radD//ftsI//xapB//rcsA//roxA//ihfA//yagE//glpB//msrB//yfaU//paaZ//rhoL//tufA//yjbH//mipA//rpsS//chpB//murE//mraY//dppA//yfdK//fepB//araF//pdhR//perR//nanS//ghxQ//sapA//metB//trxA//thiC//
GO_0006164_7	adiA//sthA//sfmD//kbaZ//ydcZ//aceA//ftsN//yfgI//srlE//hyi//mdtB//dld//lpcA//acrE//yidH//rrrQ//glrK//arcC//fepA//pgaB//xapB//bamC//phnL//ppiD//yhjA//dut//znuB//ybjC//ycdX//zwf//thiC//rpsI//yhcD//pdxA//mgtL//yagI//tatE//chbB//dacA//bglJ//
GO_0006165_7	yiaA//argH//ascG//puuD//umuD//potB//cof//ffh//ftsH//argT//clsB//chbG//ispF//ompR//yodD//alr//envZ//puuD//murB//
GO_0006166_6	abpB//chbA//
GO_0006167_6	groL//
GO_0006168_7	rplW//wcaC//
GO_0006171_9	rna//
GO_0006172_9	gntT//
GO_0006177_9	queF//oxyR//cusF//
GO_0006178_7	paaA//
GO_0006183_9	gcvP//
GO_0006188_9	rffH//rsmF//tadA//garL//
GO_0006189_10	artP//yehC//
GO_0006195_7	ycbU//cof//
GO_0006203_8	dicB//nfo//
GO_0006206_6	leuS//trpE//galE//accC//mdoD//ycaN//elaA//dgoK//tktB//nuoF//ssuC//tauB//ldtA//yggF//xylG//nusG//mglC//fabR//flgB//yedA//ftsW//dcp//cdsA//gsiD//yjfF//rplP//
GO_0006207_8	fabI//cyoA//recF//mdoG//yqgB//
GO_0006208_7	fadI//rutG//adiC//clsB//ptsI//tufA//rplE//malK//ppk//rbbA//gsiC//sohB//rhtC//
GO_0006209_6	ilvD//
GO_0006210_8	glnH//
GO_0006212_6	rpsA//srkA//tusC//dcyD//tig//frdA//rclB//uxaA//envZ//malI//arnD//
GO_0006213_6	ydeE//treB//ybiS//ptsH//dcuB//panC//yahI//ydjL//phoP//flgB//greA//rhaD//nuoB//rpsA//yfdG//chpB//
GO_0006216_9	sfsB//
GO_0006217_9	pdeK//
GO_0006218_9	ychH//
GO_0006220_6	cmk//yeiE//betB//ftsX//nuoL//argP//nac//yiaU//eamB//ugpA//cpdA//recE//gcl//narK//ynaI//ymgC//trmL//dmsC//malZ//rutB//
GO_0006221_7	yibA//proV//mzrA//ffh//emrB//yahK//ybfE//hokB//prmC//fliS//rpsB//ymgF//relE//
GO_0006222_9	smrA//
GO_0006225_9	cobU//
GO_0006226_9	trg//potC//
GO_0006227_9	tktB//
GO_0006231_9	gmk//
GO_0006233_9	gspE//
GO_0006235_9	gcvR//
GO_0006241_9	mgtA//
GO_0006244_7	rlmL//rpmA//gpt//cydA//yccA//hycI//comR//
GO_0006259_5	birA//rimI//eno//treA//lsrR//kefC//rsmH//rplE//yceK//pcm//yebC//dam//zur//insI1//dcd//fadM//uxaB//alaC//eco//creB//yfjR//sbmC//bglA//dapB//yibA//cynS//bacA//purB//yadK//hybG//ypjD//dinG//rffT//proS//ftsL//nrdE//bioC//glcA//ydiP//tpiA//opgC//speG//tdcD//fetA//trpC//prlF//ynfH//ruvA//tamB//mlaE//msrB//yhdJ//priC//rpsL//groL//soxS//casD//sspA//pnp//fdnG//bglA//tauB//leuS//rluB//yjcE//ybeY//murF//yjhG//degS//ppk//rffH//rhaA//deoA//ilvL//mreB//borD//yfcP//yafS//ada//dld//gudD//macB//gpp//yjeH//rffM//gpmM//wcaC//tag//frvA//atoC//bdm//suhB//proX//cyoA//gshA//slyA//prfB//mhpB//tyrR//htrE//yieH//pntB//caiF//acrZ//rpsK//ydcS//ybiI//nrdH//tktB//yidD//rhaD//yhfS//raiA//cynT//yeaG//ldtC//mdtF//mioC//hprR//setA//fumA//thiD//bamD//creB//sfsB//lysR//aroA//infB//pstS//puuC//preT//ygiS//fliL//proW//yfdG//ybhA//pnp//dxr//dapA//mltG//mmuP//aceK//rplQ//rof//pphA//gntU//dmsB//rutC//
GO_0006260_6	aceB//tufB//hdeA//tehA//rnb//ybeY//nadK//ftsK//dppC//sbcB//hslU//selB//elfC//rlmB//entD//gntK//cynT//tolQ//yeaD//pspG//rpsJ//
GO_0006261_7	lpxL//gloA//torR//rutA//hybE//purR//mcrB//moaB//yqhC//entH//kdgT//preA//
GO_0006265_6	rffG//alpA//aidB//ispU//arcB//
GO_0006266_6	caiB//melA//truA//
GO_0006267_5	tatB//
GO_0006268_9	rseC//rsmC//yedA//
GO_0006269_6	degP//
GO_0006270_6	xisE//ycjP//xapR//argH//ubiF//ulaF//
GO_0006271_7	clcA//trpL//glgB//
GO_0006274_6	proB//
GO_0006275_7	frvR//cysU//artP//kduD//xerD//acrZ//ubiC//rluA//paoC//
GO_0006276_3	bioP//cspE//rhaD//slyA//kbp//yeiG//mrcB//argD//
GO_0006281_6	rpnC//ypjD//narX//araG//lapA//mltF//proB//gapC//treC//thiE//yieH//dcuA//lrhA//elfA//hdhA//folA//chbA//pepB//lpxP//waaS//ppc//purU//feoB//ilvC//relB//uspC//tsaE//cra//fhuF//aes//radD//fepD//ribA//arsR//sppA//ytfP//fruK//ftsZ//rffG//gyrB//casE//bglF//recQ//greB//mnmG//malS//rng//cutC//rplX//narL//nrdE//dbpA//chbA//pepB//ybhI//
GO_0006283_8	tusC//
GO_0006284_7	ompT//cbpM//mltF//lsrA//cynX//trpD//
GO_0006285_6	pyrB//ygbL//intA//glmS//yjbB//
GO_0006288_8	yeeL//matP//
GO_0006289_7	entC//bdcA//
GO_0006298_7	ycjD//icd//hcaD//alpA//rbsK//acrD//yfbV//dgcE//yqhC//artQ//
GO_0006301_7	yidH//ibaG//zraS//relA//
GO_0006302_7	ebgA//helD//rutE//msrQ//moaD//mgrB//rpmF//pdeD//narL//
GO_0006304_6	trpL//dpiB//mcrA//uup//yehX//fdoG//ratA//nhaB//hypB//
GO_0006305_7	ftsE//kdgK//ydjM//yahB//
GO_0006306_5	yqiI//rfaG//ridA//rutB//
GO_0006307_8	yhdJ//minE//ldrB//hisA//pflB//
GO_0006308_6	mnmG//sohB//secE//yccA//pflA//mlaC//yggX//paaE//degP//yfiE//rplX//tauD//
GO_0006310_6	smrA//yebK//cysC//mliC//pyrD//hpt//yiaU//map//fixA//ybjG//sgbH//dinG//hybG//yqjA//yhhZ//mnmC//lolB//higB//ybhG//yhgH//lplT//hrpA//adiC//ybiJ//yfeW//hchA//mngR//rnd//rutR//casB//artM//leuD//argC//yecS//rhaA//ygaZ//acpH//rplS//degP//paaG//hofQ//chaA//chbF//
GO_0006313_4	mreB//kdsA//hypF//bdcA//atpH//gatZ//moaA//
GO_0006323_7	gluQ//
GO_0006325_4	cysP//
GO_0006351_6	fruA//dgcQ//hisS//rsfS//yiiD//srmB//cysW//uacT//mazF//ubiJ//secE//hofO//kgtP//rraB//purB//ulaG//rlmM//cutC//ycjW//thiP//pdxH//nikD//arnE//yieF//yhbY//yggP//gstA//glmU//araG//narP//malI//opgB//mutT//hda//aldA//cheZ//rep//nhaR//cspI//corA//dsbD//chaA//deoB//nikD//ynjD//narG//frwB//ftsX//ppiA//ispB//ygfA//ibsA//dcuC//mtn//ffh//dsbA//fabG//narL//agaV//dtpD//yihV//cyaY//rpe//chpS//fimF//kbaZ//mscK//ynfL//bcr//ssuC//sxy//hyaB//katE//yjjI//lsrA//ebgR//epmA//fepB//yohD//frvR//lpoA//hybE//proP//garD//argT//ynbD//nanT//yceK//ychO//rnlA//ydhC//tdcR//pitA//modB//tktA//rplP//tisB//glpB//narI//leuC//eutR//chbA//glgB//hofO//sgrR//bssS//wecE//yeeL//deoD//narU//trxC//entH//ydcR//kdpA//lldP//tdcA//rusA//phr//hofP//
GO_0006352_7	tqsA//accC//yacG//proB//
GO_0006353_7	alsB//selA//
GO_0006354_7	guaC//rutF//recC//
GO_0006355_7	norW//mazG//hemH//sspB//pgi//fecD//ibpA//ahr//degS//asmA//hupB//rarA//yadN//ybhP//hemL//betB//afuB//plaP//kbaY//tsx//dcuA//insI-1//rpmJ//xisE//yraR//yciV//hflD//ubiJ//xdhB//dbpA//prpC//rplM//gor//fabZ//gltL//yfeX//yehU//creB//yidC//yjjG//caiD//tehB//nusG//nikR//hofQ//bioF//clpS//ycdY//hdeA//nagA//bglX//frdD//mtfA//cydC//glpX//pflA//pgpC//ybiA//glnH//pyrE//ogrK//rhaA//dnaX//relA//tufB//metG//rsmJ//nhaB//pgi//idnO//potI//nuoI//exuR//eamB//intE//narJ//cho//prlF//ydcR//dgcF//otsA//nagC//acrF//ynfL//fnr//malE//yjhH//pepQ//yhjV//clsC//ldcC//ybiS//mutM//ddlA//rcnA//aqpZ//bcsA//ydeT//dut//msrP//yghB//amyA//argF//yieH//rbsC//nuoB//prs//tolQ//apt//cmoM//ftsB//fecC//ispH//guaD//fpr//rhaB//ybaO//ygiW//hcaB//gatA//arsB//sfsA//thiG//ygiV//ydcO//rclR//mlaF//fixA//yhdH//fumC//aspC//fre//yhdH//rfaH//ynfF//atoC//gudD//fepC//potI//tus//rsmD//hybE//tomB//dnaT//hscB//ftnB//tehA//wecC//erfK//sbp//pcnB//yhaO//pck//ygcW//dcuC//hycA//cyoD//proA//yhdX//hmp//nuoN//zapD//yhcF//ygeW//mhpR//aldA//ynfK//ade//tsaC//rffH//narZ//plaP//ycjY//gpt//yidK//emrB//oppA//yjaZ//mak//iraP//yfgO//pmbA//fimI//fruA//slmA//rhtB//rcsF//zwf//tktA//gcvH//gltD//chbA//ydfG//sodC//sbcD//fliG//yaiW//astC//msrB//otsA//dapF//sgcX//rpnC//yejA//ybhP//mazF//sufB//gatA//lptA//mngB//ydhK//putA//sfsA//rplY//xylA//yihX//tcyJ//dmsB//sdaA//rho//paaD//nikC//fdrA//phnO//rplF//yfdO//rihC//hrsA//glnH//ispU//lptB//nfi//gsiB//secB//ldcC//trpD//osmC//dgcM//yiiE//pinR//cydB//nuoN//abgT//rluF//cpdB//hfq//mnmC//dcm//prfC//wzyE//hcaF//mscS//mtgA//ybdO//fhuB//dxs//potH//argH//glpR//napF//oxyR//
GO_0006357_8	rpnD//
GO_0006364_9	yhaV//ygjH//thiI//rpoE//arsC//rihC//ybiA//alsB//fadH//eamB//tisB//hisF//yehD//ygfI//napC//puuR//nudB//hns//lysP//radA//frlC//lysR//gmhB//yfdK//wzb//ydiK//appY//uvrA//mreD//thiH//astC//ddpX//hprR//yfdC//accA//aer//ydhC//mdtQ//ybgQ//tamA//yadN//ydjL//setB//
GO_0006378_8	waaB//opgB//
GO_0006379_8	yjbG//
GO_0006382_8	yagU//
GO_0006396_7	bhsA//yihL//trmO//hscB//lptD//truC//yegD//yaaJ//fabG//aer//ybeY//yceD//lpp//tolR//dusB//ghxP//fimF//metB//thrC//cspC//yfcS//valS//yeaE//fabH//ompL//bamE//potA//rzoR//yiaJ//ydiZ//hypA//uxaC//paaK//gstB//folD//rlmJ//ulaF//sapB//hemD//rnlB//srmB//acpH//nikB//kdsD//ybjL//nagA//sxy//mgsA//hchA//cobB//cmoB//fabG//yidZ//secA//hdfR//cheB//malI//blc//pntA//mnaT//smpB//aceA//yjfP//yfdR//yfgJ//atpE//modA//yagF//narX//fimD//atpG//ykgO//secA//cas1//nac//ygeX//cysZ//rlmM//gabP//tpx//mobA//citC//yiiM//yfcP//yadM//bhsA//sodB//sseA//malI//treA//gfcE//yhdX//leuB//rutA//bglH//yddL//fis//kduD//ilvM//fbp//emrB//uvrY//
GO_0006397_8	phnP//tcyP//panZ//
GO_0006399_8	sufD//flgM//astB//hprR//oppA//gntR//ilvI//ubiB//atpF//yiaN//fimH//scpC//intQ//mhpT//kdsC//ugd//frwC//pgl//amiB//lsrA//tusE//rplS//ydhC//surE//rlmN//zntA//ampE//sspB//ldtB//dgoA//ydiB//csdA//hflD//ybjN//hokE//garL//edd//ygbM//yfaL//gspJ//tcyN//yoaA//dgcQ//cyoE//hda//thrC//amtB//deoR//miaA//acrB//diaA//gloC//yfcQ//tdcG//ygeW//murA//ydjE//feoB//yjcE//flgF//ydjH//bamB//aroC//rpsM//cstA//speE//appY//cpxP//rsmJ//cvrA//mgrB//yadI//sfsB//lpoA//dgcT//sodA//yfaL//insH-5//bioP//yiaU//yhhT//shiA//
GO_0006400_7	aidB//mog//livM//priB//nupC//rsmD//yidH//wzc//hdhA//ulaE//erfK//gltB//yjaZ//ycfS//yebS//ygbN//mcrB//gph//dnaE//yjcE//ulaB//cysN//uraA//rlmN//lpxK//ygaZ//rpsG//queA//moaD//hxpB//paaX//yedF//dhaL//ychH//entB//torI//yggF//ivbL//ssuB//pbpG//cysA//hisG//yaaY//acpS//dkgA//surE//lsrA//ybiH//cobC//
GO_0006401_6	lpxT//cdsA//ygfA//nrdR//lsrA//ydaC//nrfA//nanA//ycbV//cmk//amiD//hsdM//eamB//mliC//ulaA//tyrS//dacB//phnC//yhaJ//yhaC//rplQ//mdoG//
GO_0006402_7	hslU//gppA//malX//metB//aaeR//diaA//tdcD//rpmA//ydhJ//rsmH//zapA//
GO_0006412_6	ybhD//malG//fruA//cedA//argD//clpA//ilvN//purN//lacZ//rbsK//wecB//gcl//fhuB//pth//mlc//fetB//dapA//ynhG//yfaX//yedF//trpGD//fimB//yjcO//hofO//sbmC//ptsG//bluF//groS//mobA//rimO//rlmC//yphD//ycjR//yiaT//hisM//dgoR//rluF//fbp//fixB//wcaB//bsmA//hsdR//rpmF//sfmH//hdeA//aroE//relB//mreD//hemA//ugpE//modB//
GO_0006413_4	idi//ynfH//sodA//
GO_0006414_6	eno//amiC//proA//galP//ycbV//ybdG//dgkA//gcvP//tdcB//
GO_0006415_7	ynfH//alaA//sufS//mepH//dsdA//yehZ//yjhG//
GO_0006417_7	glgC//lysA//panB//cvrA//oppB//yfjR//ulaF//hrsA//rhtB//paaE//ogt//cbrC//ycjR//ycgR//yjjB//hisQ//nuoI//thiP//rpmC//yehB//clpA//ubiB//proX//guaD//rfaH//metB//tcyL//insB-4//rhmD//yqeA//frlA//ibsE//envR//cueO//pdeH//ulaC//chbF//mcbA//cydA//
GO_0006418_7	agaB//folA//ilvM//potA//lptC//mepM//metH//clcB//ggt//yneJ//yahN//yhjB//mhpT//rhlE//yadI//hsdR//pyrE//htpX//hicB//higA//uvrD//yihT//fadJ//fumB//yhjD//
GO_0006419_8	nuoH//
GO_0006420_8	dgcE//
GO_0006421_8	yghW//
GO_0006422_8	mfd//
GO_0006423_8	yjhG//
GO_0006424_8	mntS//rpsL//
GO_0006425_8	napB//
GO_0006427_8	arnB//
GO_0006428_8	pgaA//
GO_0006429_8	rarD//
GO_0006430_8	wcaJ//ruvC//
GO_0006431_8	mutY//
GO_0006432_8	prfA//torD//
GO_0006433_8	yraK//
GO_0006434_8	yacG//
GO_0006435_8	yahI//
GO_0006436_8	yobA//
GO_0006437_8	minE//
GO_0006438_8	ftsH//
GO_0006446_8	yghB//marR//hinT//yjhP//yoaA//mhpR//psd//
GO_0006448_8	mrcB//yfcP//yfcV//gatZ//insK//
GO_0006450_4	ttdT//rcsC//uxaB//yahN//tsgA//arfA//focB//nth//ibsE//pdeK//
GO_0006451_7	lptC//
GO_0006457_3	thiG//atpC//wecB//murE//bepA//mhpR//ychF//ybcC//rmf//hpf//yqiJ//tktB//ilvE//yghU//lpxL//iraM//aceA//yadI//macA//rmuC//erpA//gshB//mcrA//znuC//rpe//cheW//rzpR//livF//tusC//gatD//mdtO//guaD//tsf//acrE//fucA//ssuE//hypT//yahN//iscU//fimE//
GO_0006458_4	wza//phoQ//yejA//insI1//psd//yegT//argA//ydcO//
GO_0006464_6	yidR//ycjR//ais//glrR//truC//yfcS//tsx//yajR//mrp//nadK//menF//hisF//ade//rfbB//lsrD//mtgA//insA-2//npr//elfA//uhpB//lpxP//dedD//dinQ//glyS//crfC//cdsA//tusC//yeaV//pgrR//argC//rbsC//bamD//truD//ftsW//rplI//argT//acpT//yfeW//hyaD//rtcR//glnE//pgl//xisE//yahK//hybG//rpiA//rfaH//agp//mnaT//yfeX//tas//ydiR//sfsA//glpX//arnA//kdsB//hokB//hdhA//eptC//polB//puuD//ggt//srmB//glcC//srmB//kbaZ//asnB//glyA//pldB//ccmA//casA//elfD//clpS//rsmG//srlD//evgS//groL//oppD//fhuB//ldtB//cutC//alr//sgcA//ybaO//glyA//fixC//hrpA//tdcE//yahF//coaD//yraJ//tsaD//znuC//rplE//fecB//patA//fimA//yqiH//thiH//tomB//pdxB//yfdS//cspA//accA//rsmF//narW//srlB//feaR//yhbX//aphA//deoD//trpS//guaD//fimF//pitB//ahpC//nuoB//puuB//aroE//ygiN//ldrD//asnC//evgS//slmA//mioC//alaC//yfeW//setA//yjfF//fieF//garP//fliL//ycjQ//rpsS//ygiW//purD//dnaG//fepD//ydiQ//zraR//nikB//betI//
GO_0006465_6	cspE//treB//mglC//
GO_0006468_7	cynS//bfr//mglB//yraJ//entC//argB//pheP//hscB//yiaM//ligA//ybiX//ispU//pfkB//mdtD//rbbA//gloC//gcvH//kdgK//ygfZ//cysI//glpX//hofO//eutK//phoP//pstA//guaC//cdgI//ygiV//phoQ//yoaB//galE//tcyL//cysU//baeR//sucD//fdhF//atpD//ychF//ydcO//lpxH//menB//ydiO//truB//mdlB//zntA//lgoD//wzzE//phnH//entH//alkB//livM//yhhZ//abgR//
GO_0006470_7	eptB//folA//wcaB//ldhA//rpoH//cas1//cbrC//allD//aroP//dicA//ybeF//rpsM//pgaC//ydfH//manA//iclR//
GO_0006473_8	insB-4//modC//asnB//yihT//ttdR//zraS//add//rbfA//ilvA//cyoE//hemE//aslB//
GO_0006474_6	dgoR//rseB//rsmI//ynbD//hflC//
GO_0006475_9	rimO//nagA//
GO_0006476_8	yhcD//fdhF//hha//
GO_0006479_5	recC//yneJ//fabZ//rfaG//nrfB//argF//glnS//codB//
GO_0006480_6	folM//
GO_0006486_5	ybiV//
GO_0006490_5	fadE//
GO_0006497_7	patD//
GO_0006508_5	mdtM//yejF//bolA//araD//metC//fdhE//argT//satP//dgoR//ybcQ//nikA//ushA//gntT//xerD//mdtG//qseC//sufD//csdA//ydeP//araA//yqgF//ubiG//tdcG//asr//pyrD//yibH//mdtE//ppsA//accA//ompW//mscL//murR//yhcN//bdcA//mtr//tusE//cpdB//fecA//yfdS//umpH//queD//aceK//yhaO//rarD//ytfP//atpB//ybiI//rseP//mnmA//pgpB//ygiB//kdgR//narK//yajO//thrC//
GO_0006515_7	yjgX//yihT//nagC//yccS//
GO_0006517_6	ycgR//recA//mdlB//tilS//
GO_0006518_5	dctR//bluR//dam//paaG//nfuA//tomB//ascF//aaeB//bioC//nrdA//hcaR//yjhI//yagG//ulaB//hscC//hyaD//ymdB//bamA//lolD//ssuB//trmL//rpiB//dgcZ//ygcO//agaS//ilvD//cmtB//lptD//tdcE//puuP//htrE//mgrB//paaE//cptB//hyfF//metF//hflK//torD//gutQ//rayT//msrA//rbsD//thyA//adeD//add//waaC//prmA//relB//ppsA//eptA//cysI//dmlR//phnL//mrdB//aroE//torS//yciV//dam//fimB//srlR//trmJ//hcaC//ybiA//tnaC//treB//fdoH//phnI//hsdM//zapB//panB//garD//prfC//yadG//betT//yihI//phoR//topAI//
GO_0006520_4	cobB//secB//pspG//nikD//mepM//fsr//sgbE//metR//paaZ//cyoC//yejF//fepD//nudB//yiiD//phnI//btuB//menI//nfuA//nirB//mutY//manX//asnB//feaB//rzpR//tatC//gcvH//srkA//cra//pepB//bioB//thrA//btuR//ycdX//pbpG//potD//trkA//eamA//wzb//gloB//frvB//rimM//dppA//aslB//rlmE//csdE//scpB//fabA//hofO//torC//yfaE//nimR//dgkA//yiiD//fadE//ytfE//cusC//rpnD//hipB//ais//thiM//frmB//flgM//glnK//thrC//cyoC//wecE//ydiP//yidZ//dinJ//thiI//yciE//modC//mreD//ybdG//polA//nhaA//ppx//fdoI//adhP//ulaA//solA//gpmM//soxR//queG//ubiF//yidA//ydjH//nikB//sapF//aceA//envR//tdcB//cho//rplP//hpf//hyaD//casB//yraK//artQ//metH//nhaA//recJ//cydB//mepH//dusC//ompN//cspB//dosP//ftsN//ppiA//glnB//bioD1//cof//xisE//ycjW//menD//dsbA//yhaC//yibT//yjfP//fixB//dkgB//degS//gabT//mhpD//rrrQ//lpxK//glvC//fadJ//cnu//yfiF//yojI//gntR//cutC//cpdB//metL//csgF//gspF//yagI//moaE//ypdF//tsaE//secE//radD//dadA//yeaE//dhaR//folX//trkH//rcnR//add//rpsJ//insI1//leuB//hslU//pgaC//hycH//alsA//frlA//tas//rbn//mutH//yagG//zapB//fsr//hxpB//nlpA//fucI//hemL//glpG//nirC//seqA//rfaE//mrcB//eamB//araD//yjhB//mprA//nrfE//zraR//bsmA//intS//yihQ//wcaC//ispG//ccmG//ymfK//ftsY//tgt//sapD//ribC//rimO//ycfH//hisH//rayT//mreC//yidP//ispF//nagB//argI//dicA//frlR//
GO_0006521_6	umuD//pdxJ//murI//
GO_0006522_7	rplO//cpxA//bssS//codA//rffC//uidC//pdxY//
GO_0006523_8	ybcF//hisG//narG//nuoH//
GO_0006524_8	torA//slyD//sdaB//
GO_0006525_7	queD//trpR//dkgB//rhmD//phoU//yaiP//asnS//waaG//osmC//fdhE//paaC//csgA//serC//rssB//rutR//ybbY//umpH//trpR//appY//ydcZ//uidC//
GO_0006526_8	lsrD//kdgR//mdtO//iscR//holA//yeeY//yjbE//envR//argP//eamA//thiG//fadI//murG//
GO_0006527_8	dgcN//fixC//nemR//flgA//ytfP//cadC//rhaM//rplA//spoT//
GO_0006528_6	ldtE//rhmR//bioF//sodB//
GO_0006529_7	evgS//ycjD//
GO_0006530_7	hyfR//clsC//
GO_0006531_7	fruA//nadK//mutS//mak//ansB//grxD//fadL//ybaQ//
GO_0006532_8	glk//glpG//
