#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lldD//hypB//gstB//pabC//
GO_0006139_4	nanR//murQ//mdtP//yiaO//atpE//rpsM//galK//katG//xerD//rcnB//chaA//yhdW//ydfD//rpmE//rlmM//mmuM//ydbK//fbaA//entC//mepS//yfaL//cusC//melA//mnaT//trg//putA//relE//guaC//dsbG//nadA//nudC//cbtA//modA//pyrL//lptE//ybcC//mdtC//frsA//dnaA//clsC//gspE//bioD//ykfI//hyaB//ada//pspD//folE//crr//rcsD//alr//ymfK//adk//kduD//intQ//pepN//cynS//gadB//sgcC//yedX//deoC//ghoS//aspC//mtlA//eutB//sgbU//mhpT//fadR//ibpA//murA//aroA//ptsG//mngB//cdh//rhaS//mutH//elfC//bglX//mcrB//ttdA//serC//hslJ//btuC//nuoN//insB-4//tcyJ//ssuD//alsB//bolA//hemN//moeA//ribD//kdpA//tldD//purU//yjiY//glvC//yadI//yieH//yedF//yhaV//gltD//pdhR//sdhE//menF//fabD//tdh//fes//panE//fimB//garP//emrY//trmB//ptsH//rnlA//cnu//cnu//insA-2//lplT//frmR//rlmJ//eamA//bioB//ycbX//sgbE//recG//seqA//yaaU//insB-2//yfcG//arcC//acpT//uidC//barA//degQ//oppA//ycfH//clpA//insA-1//dmsA//araG//uvrD//gpmM//alaA//yeeJ//treB//cspC//emrY//cmk//phnL//yeeO//dnaX//dsbB//cbpM//wecA//hycB//yihW//ghxQ//betA//rhtB//hscC//eutN//glgS//yhjD//mdtA//rhmR//pdxB//moeB//hsrA//dicA//mntP//tatE//gatY//yjbF//tehB//pepA//ynjA//tnaA//hisB//pdeR//ecpR//rpiR//nhaR//frr//yfbU//ynfH//tolC//zraS//alr//dxr//luxS//caiT//prpC//yqaB//mltF//uxuA//mepM//pepA//mqsR//lipB//nimT//gltK//pgsA//motA//ygiB//cspC//lldP//nrdG//rnhA//dtpB//rpoS//rlmF//tap//sspA//higB//ftnB//rsuA//glmU//ribA//yggF//adiA//eutB//msbA//fetA//mhpR//yabI//gatZ//potF//gph//kdpF//yeaG//thiP//yahF//sucB//yicJ//yihW//amiC//yddL//pnuC//yjfP//dkgA//lpxC//tdcD//yggX//sucC//yjiR//ccmD//yciG//yjhH//yahI//rlmF//ydeP//argC//dapD//hofC//yphB//leuO//rplJ//mdh//rstB//yqiJ//idnK//ascF//malQ//parC//nusG//hemE//yjhB//phnO//mltA//rluA//yihI//ulaC//frdC//gatC//srmB//glyA//acpT//blr//hcp//citE//ydcM//rpnA//rfaF//asmA//kdpE//ispF//ompR//argA//sspB//shoB//gudP//dapD//rpsT//zntR//yfdC//dinD//ftnA//yhcH//lipA//arnT//opgC//copA//nlpE//hns//uraA//gpmA//rlmD//csiD//cas1//intF//puuE//dusC//cpoB//yqgB//purL//gltL//trpC//zapC//tnaB//sgbU//yciG//ymgA//mazG//opgD//sfmA//rlmI//rlmD//yccS//pphA//tgt//dppB//lapA//add//cutA//citC//flgC//proQ//nagA//panD//ycaN//flgD//maoP//ihfA//cnu//mraZ//mdtN//rmuC//pbpC//insE-1//degQ//sfmA//lgoT//yfeR//efp//proS//ybeF//rplT//bglJ//yejA//yjeI//yjjG//appC//secF//tcyP//cytR//nadB//ybjX//pfkA//fabH//ltaE//rffM//gudD//grxD//yahD//gsiC//intQ//ulaC//rpsQ//hypC//ykgA//ydcM//gor//hycA//lolB//glnB//dpiB//murG//aceB//selD//mngB//efp//hisQ//betA//yahI//treA//hprR//narU//degP//nimR//ycdX//prc//eamA//ccmD//fadH//pepQ//birA//nusG//pgl//agaS//rffC//rseB//glyS//torZ//endA//hexR//rimK//yqcG//tyrA//kbaZ//hemG//hyaA//frwC//btuD//hybB//yieF//nanK//hemL//rlmC//ubiE//pgl//intZ//yiiE//fliG//cpoB//lpxK//kdsD//dmsC//ycjY//ybiI//aroG//nrdA//oxc//kdsB//ymgF//panD//nrdI//dsdX//yeiL//lpxD//fliS//ybcJ//bamE//ascB//pgaB//tyrR//yieF//elfA//ogt//yraH//ldtE//yghW//recN//nfi//dacA//ymfA//sucB//yehX//nhaA//rfaH//mdlB//pbpC//yraH//ulaC//ybhG//arsC//gloB//uidC//gpmA//slyA//yihO//yihV//ycjU//hldE//yccX//yraH//rep//pcnB//sdaB//sufS//yfgO//bluR//ybcM//hyfF//cmoM//cadB//hslU//yfiR//ycjU//galF//mreB//ycfL//cspC//hcaF//recR//tktA//umpG//cca//dkgB//spoT//gmd//yjbH//hypD//ais//lysU//fabZ//dnaJ//serS//yihS//topA//yiaM//lpxB//rhaR//rzpD//ybiI//treC//smrA//yraK//dhaL//kefG//panZ//gspJ//entE//lpxP//kbp//hofC//ghoS//clpS//glnQ//asd//tehB//relB//rcdA//guaD//lasT//betB//nac//eutD//galP//cirA//ftsE//yihO//dcuR//ymgA//murP//clsA//ldhA//prlF//xylE//nadK//frwC//ycjY//rfbC//mmuM//ygbN//ybdM//parC//glpX//dapD//pabA//rcdA//ytfR//yhaM//fliL//mdlB//gadX//sgcC//ansA//gabT//mtlR//raiA//trpE//abgA//yjbF//rsmB//tap//fimB//lacZ//dmsC//arnA//ycjQ//ynfH//guaA//barA//fecA//elaD//ychF//ybiT//yagF//hrsA//talB//tadA//lysS//uhpB//thyA//clpB//msrP//mazF//clcA//ygcO//ilvE//citE//ftsK//yihQ//
GO_0006140_6	lpcA//phr//
GO_0006144_6	gsiA//aceK//marA//lsrD//hsrA//nanA//ynhG//otsA//htpX//lpcA//
GO_0006145_7	rof//cfa//mnmC//clpB//
GO_0006146_8	glsA1//prs//
GO_0006148_9	hflD//
GO_0006149_9	orn//
GO_0006150_9	hemC//
GO_0006152_7	yidH//sdhC//yfdS//selD//amiC//cspA//
GO_0006154_6	gor//
GO_0006161_9	dgoA//
GO_0006163_6	mdtA//exuT//nadE//dctR//narK//bcp//elaA//greA//ycfJ//fhlA//mdtM//hypB//hchA//recO//udk//uspC//yagG//ykgO//tsf//yhjG//umpH//hofC//menI//xylB//rlmF//cysK//aes//paaD//caiB//fimA//sseA//mug//rfaH//bluR//insB-2//flhD//uidC//yafN//valS//npr//casA//essD//gshA//parC//dusC//artM//glyA//frdD//fklB//sapD//nsrR//rrrD//ansA//hyfA//
GO_0006164_7	dut//hslV//cdd//tomB//yihI//aceA//ldtC//frsA//queF//fdnH//waaG//hcaR//chaC//citX//menE//znuB//nikD//trpL//gsiC//mlaD//potI//nanK//mepS//glcD//mscM//ribD//rplD//yjjX//miaB//wcaJ//fixA//hslV//yihI//speC//mutM//nadD//gpr//recA//ytfQ//phoP//
GO_0006165_7	rsgA//thiG//mcbA//cysG//rpoD//glrR//groS//barA//nuoN//pnuC//hlyE//dacA//uhpT//ydiF//dinI//pnp//ascG//hdeB//aphA//
GO_0006166_6	yibT//insK//
GO_0006167_6	yeeL//
GO_0006168_7	oppB//sspA//
GO_0006171_9	ttcA//
GO_0006172_9	glpT//
GO_0006177_9	yfcS//aspA//ygjH//
GO_0006178_7	aslB//
GO_0006183_9	rcsB//
GO_0006188_9	tsf//cysG//pmbA//thyA//
GO_0006189_10	prfB//moaE//
GO_0006195_7	ssuA//rffH//
GO_0006203_8	dusB//dgt//
GO_0006206_6	pgl//glpT//cspE//yadI//dmlR//hemL//uspG//trpA//nrdE//ascG//tcdA//btuC//lpd//iraM//fes//hisQ//obgE//rhaS//baeS//csgG//gyrA//trmL//lptF//hcaB//hisM//fetB//
GO_0006207_8	kdsC//zraR//dinD//gspF//rsmJ//
GO_0006208_7	waaQ//sbmA//pabC//iscR//waaQ//cpdA//arnD//xerC//dauA//ygeW//pdxH//hscC//yfiE//
GO_0006209_6	yciA//
GO_0006210_8	aaeB//
GO_0006212_6	yeiG//yehX//intS//lacY//cyaA//der//gpt//uxaA//yijE//yieK//ftsP//
GO_0006213_6	pgk//elfC//glyA//luxS//mutL//cpoB//mepS//yjaZ//hypF//yebS//creC//araB//yehA//epd//cheZ//alaS//
GO_0006216_9	yfcP//
GO_0006217_9	cusB//
GO_0006218_9	rcnR//
GO_0006220_6	tusA//fucP//mutH//fabB//abgR//pnp//ada//tsf//dacB//ygbL//uidR//ghxP//intA//dadA//potA//fecA//caiD//yebG//thiC//codA//
GO_0006221_7	ytfE//trpGD//gadB//rpnC//nrdG//yhbQ//metN//moeB//yeaE//frmR//pagP//yibA//trpGD//
GO_0006222_9	rpmC//
GO_0006225_9	mdlA//
GO_0006226_9	abgB//agaS//
GO_0006227_9	sad//
GO_0006231_9	umpG//
GO_0006233_9	holE//
GO_0006235_9	ldcC//
GO_0006241_9	rplC//
GO_0006244_7	aidB//fixC//yhfS//bdm//torZ//tonB//cmtB//
GO_0006259_5	nuoI//serC//putP//cobC//ybbW//alaC//queC//fadR//proB//leuA//sspB//hcp//yaaU//rfaH//argO//ybhR//lpxL//dicB//hslR//ppx//add//rpnB//opgH//yqeF//proX//thyA//glnQ//btuE//rclB//dnaX//mreB//fepE//fdrA//scpC//mtlR//aldA//rpsK//ibsA//fixA//ccmD//argK//yciA//cas2//efeO//cheW//tamA//entF//yqeG//caiD//pstC//yjtD//ycjP//lptE//yfaL//uxuR//rlmG//lpxH//patA//yihO//agp//rpsA//kdpB//eutK//fepE//thiL//eptB//rplW//tusB//ccmD//xylR//aroP//ccmC//abgT//abgA//cdaR//rplT//leuB//metL//rpnB//slyA//elfC//ftsX//ampH//icd//hypB//ydjM//insI-2//hybF//rfe//aspC//trpE//ybhA//yraI//wza//speF//obgE//entB//moaD//ulaD//yajD//nrfF//ibsE//fimC//garK//insI-1//metG//nrfG//yjhI//astC//uup//lysA//ilvB//aroA//csgA//rpoS//ybiV//lplA//ybdH//ftsP//motA//ykfI//msrB//rhaM//kdsB//caiD//secE//srlB//livG//trmD//chiP//mprA//efp//aceF//ulaD//nrfF//flgC//yfdS//sgcR//rimJ//tsaE//pck//higA//decR//ydcZ//lpxT//rlmI//nuoE//yedA//
GO_0006260_6	ykfI//yejA//fimF//araA//ynfE//bcsQ//nikB//ssuB//nagB//rpsK//mak//ybdO//ycbB//ydeO//dnaC//yfcV//yoaA//rhtC//yhhY//waaB//hybG//
GO_0006261_7	bamC//cyoB//yiaM//fadM//tusD//wzzB//marR//mngA//dpiB//ghxP//ygiV//casA//
GO_0006265_6	rclB//pgi//ratA//putA//phnC//
GO_0006266_6	ispU//ynfK//ytfQ//
GO_0006267_5	ansA//
GO_0006268_9	pcnB//yfiC//borD//
GO_0006269_6	prc//
GO_0006270_6	agaB//pntA//uspG//trxC//clpA//ybiA//
GO_0006271_7	puuD//yagF//rplW//
GO_0006274_6	potH//
GO_0006275_7	pdeF//ydcM//tsaD//nrdD//puuA//idi//ilvM//plsB//ilvN//
GO_0006276_3	dacA//moaC//ybcF//rho//mukB//bssR//umuD//gcvR//
GO_0006281_6	hdhA//alaA//yfbR//rbsB//yadK//yhhY//livG//ydjE//galU//mdaB//sapC//bamB//idi//rnb//bioF//dgt//rpoD//ravA//epd//emrD//waaB//selD//dacA//afuC//glnD//ygeR//cobS//ypdF//evgA//ltaE//map//insK//pgpC//glnK//phnM//yedX//yghU//yccA//rpmE//ypdI//napA//hslO//hcaR//yqiI//cho//mreB//dgkA//purU//tauA//setB//ybhJ//waaP//obgE//rfaD//dpiB//
GO_0006283_8	rzpR//
GO_0006284_7	serS//ftsN//ydeO//ybjN//djlC//tdcB//
GO_0006285_6	dacB//lasT//sugE//cueR//yqjI//
GO_0006288_8	argS//relE//
GO_0006289_7	pdxK//ulaD//
GO_0006298_7	metN//pphB//nimT//bioC//rlmG//yehB//tatE//modA//hmp//mltG//
GO_0006301_7	narQ//nudC//dinQ//dauA//
GO_0006302_7	frmA//dtpB//narX//thiE//gyrA//zapB//cdd//panE//mnmC//
GO_0006304_6	pheM//rpmH//yiiD//udp//paaJ//cpdB//cysU//uvrA//rhtC//
GO_0006305_7	mdtB//fdhF//prlF//ttdA//
GO_0006306_5	sthA//rnhB//yghO//menC//
GO_0006307_8	malE//nagB//intA//nuoH//epmB//
GO_0006308_6	mdh//ybjN//mltG//pheT//xylE//topB//ptsG//yeeY//purT//yjjV//rnb//zntR//
GO_0006310_6	yfgJ//ybjG//lexA//deoD//parE//yqiH//dtpB//dmsC//uxuR//udp//sdhD//sdhE//frlC//topB//ybdG//ydiP//rnhA//secB//rfaC//murR//mltF//sfmF//phnN//nadD//ftp//argF//alaC//pdeL//yjaZ//trpGD//hflX//cedA//ychH//flgC//hflX//gltS//ybcM//psuT//sspA//ycbX//dsbA//ulaC//curA//
GO_0006313_4	hemG//yggD//dgcF//rbsB//ybjC//ymgA//actP//
GO_0006323_7	nupX//
GO_0006325_4	cheA//
GO_0006351_6	sxy//narQ//nfsB//yeiL//sfmH//ybjC//yraN//mtr//rplR//zwf//yfeX//nudB//ycjP//degP//iraP//wcaB//arnE//bsmA//ybiW//envZ//dcuS//rhaR//ilvB//gspE//lysR//yaaU//argK//hisD//cbpM//gcvA//mdoG//insA-1//yihX//crr//pdxK//fis//yigL//ligB//recD//yjaA//wrbA//speC//kefF//hokB//gadW//yddA//uspB//frwC//rfbB//rhaB//ldtC//qseB//rcsF//ccmD//clpX//yafS//uhpC//gloC//thiH//yphD//sdhB//ybiO//osmC//dgoT//ariR//frlA//gudP//ynaE//secG//sxy//ybdM//ypdB//fadJ//psuT//aroG//ycgB//thiC//abpB//minD//bioA//nagK//copA//pcm//gltX//ispU//ilvN//fbaA//ybfE//hisS//mhpA//rfbD//mlaC//uhpB//malP//ghrB//clsB//pgaB//mrr//ung//aceF//ispF//yraK//aceK//argD//xylE//phoR//glnA//yegT//kdsC//ybaM//bcr//rplB//yigB//fryC//ghrB//higA//narW//zapD//glpF//
GO_0006352_7	lepA//zitB//elfG//fcl//
GO_0006353_7	yfiE//degP//
GO_0006354_7	phoR//yajD//ygfZ//
GO_0006355_7	abgA//hycB//hofQ//yjjX//nadE//ompN//metB//yciG//feoC//ymdB//prlC//elfG//crr//lnt//ydgA//leuA//prc//hypA//ais//gutM//fabZ//cra//uxaC//lpoA//agaA//galU//moeA//galR//feaR//prmC//melA//yhcD//sbmC//dhaR//citC//yagE//kefC//cysE//sapD//dgcE//fimH//cycA//yraJ//rbn//pdeH//hflC//agaB//hybB//fimC//gspE//ydaN//glrR//gntK//topAI//insI4//hcaF//galU//patD//accD//oxc//evgA//ybjL//pflA//guaB//fadJ//ytfT//idnO//pyrH//ulaD//ttdB//ybcC//fecD//dedD//dhaL//melA//livJ//creB//glrK//fdrA//leuC//uvrB//pagP//yifB//fepD//phoA//gltP//yhdZ//insH-5//xapA//nupG//prmB//soxR//cysE//pdxJ//ompL//aspC//glpA//manA//znuC//hypB//nei//phnG//rihA//afuB//srlD//alaC//hdeB//tyrR//rnlB//ppk//yhaO//ldhA//cheR//exuT//ybdO//sdhD//zapC//insK//fetB//aroE//folX//msrA//hyaD//entE//trxC//mraY//etp//yehC//napC//metF//torR//nrfD//nei//tolC//pepT//pgm//greA//nrdI//ybiV//malI//yjjI//csgG//ybjX//nlpA//ybhF//yeaD//tsgA//cheB//garP//rpsE//putP//rbsC//cobU//yiaU//opgD//gloA//rpsS//waaA//bamC//yjjI//adeQ//rpsK//cheW//poxB//dacD//yraJ//dusB//tauA//proA//atpF//recF//lolA//waaA//rutE//galS//lptC//uvrD//xylB//corA//ftsA//gshA//yebC//yfeW//phoB//gdhA//lacZ//secY//gatA//ssuA//mraY//ybbN//torI//hfq//csdE//ydcI//xisR//uspE//frdA//minE//ycjW//fes//iaaA//rhaM//ydaV//fumC//yehZ//dut//dnaG//fcl//fadJ//hyfA//srlA//agp//smpB//rrrD//adeD//rhsD//fliS//nrdF//seqA//wcaB//mdaB//dcuB//mfd//rfbX//ypdB//hyaB//pgaB//puuC//aceA//coaE//yhjX//ebgR//diaA//rcsA//fimC//zntA//folM//pflC//speE//rimI//chbC//ygfA//artJ//yfeD//ymgF//polB//nrfG//folE//grxD//fixA//mcbA//ptsH//artP//yfdK//allR//yjgX//rdgC//torC//fadD//srlA//
GO_0006357_8	accA//
GO_0006364_9	fepB//mdtB//secE//prs//nuoN//pyrE//yfcS//dtpA//btuF//sapF//rbsD//elaB//asr//chbC//minE//ycjQ//holB//lsrD//srlB//frmB//ydcS//slt//ldcC//yhcH//mdtJ//aceK//codA//eptC//aspA//yciT//pepT//ydcT//aroE//yhjV//cmtB//efeO//glnL//cpxR//yhjC//phr//ompC//lpoB//rplJ//
GO_0006378_8	acrD//murC//
GO_0006379_8	dcuA//
GO_0006382_8	yijE//
GO_0006396_7	ydbD//trxA//sgcR//hflX//ydcS//rplQ//mngB//yhaO//gudX//exuT//malE//yqcG//purF//tmk//fiu//dsdX//phnJ//hisI//ftsI//amiB//tolR//sgbH//scpC//maa//rarA//fetA//narJ//uvrC//yafC//glgX//pgpB//cmk//coaD//srkA//tatC//tesB//yahO//lapB//treA//seqA//yhjB//puuB//abgT//dam//yqgB//ppiD//oppC//rbsD//insI-1//livK//qseC//yagE//rpoD//yjiY//yqiJ//pyrC//murF//ftsQ//tcyL//msrA//rsmI//mtgA//rhaT//torD//yaiP//allS//aes//yqjA//patA//yejA//cysK//yabI//cof//raiA//mscK//fhuC//ydiQ//secF//speD//adk//yafS//gcl//dctR//tcyL//tap//fes//araF//wzzE//yfcA//atpD//yqeF//recR//murF//mhpB//ivbL//ftp//ydjE//zupT//menE//rseC//hybE//galF//
GO_0006397_8	ybhS//argE//ftsL//
GO_0006399_8	aceB//ybaO//mglA//fryC//tdk//yhaV//cysN//dpiA//artI//yejE//fecB//eutA//recE//gloB//potH//ndk//tdcB//gadB//erpA//phnL//mdfA//glgA//nsrR//ccmF//lacZ//yfdC//manA//xerD//cdd//agaS//ulaA//rnhA//lpp//lsrC//hemE//ampG//bglB//yjjV//ybiY//lolC//bglX//ybjX//pgpB//glpC//yfhH//melR//hisB//dcuR//yhjR//manZ//ybeY//ispB//citT//srlA//nrdE//symE//ydiV//yfbU//hscB//ycfH//kup//cmoM//rplO//leuD//asnC//lysA//mutT//alsB//uidA//sgbE//srlD//gpr//map//araD//arcA//yphC//dinI//glcE//pepN//yjaA//thiI//dgoA//
GO_0006400_7	fadK//gntU//topA//pyrC//yahB//tolR//ibsD//umpH//focB//yacG//yidP//hemL//yqaA//basS//torD//intQ//narH//agaR//wrbA//dcuD//bcr//plsC//yciA//pspF//rhlE//agp//yhjR//rnd//dgcT//flhE//lysO//flhC//betI//clpB//pnp//yehX//ybaT//sdaA//mrdA//fimH//insF-1//zapC//pinQ//ogt//panD//elyC//argH//katG//yqhD//
GO_0006401_6	sfmD//wzyE//araE//insH-5//glnD//flgE//rutF//pnp//yfjR//panF//ybiX//cheA//ynfK//tauD//ftp//yccS//ybhR//rpiB//ruvC//rna//leuO//rpsN//
GO_0006402_7	rplE//rseC//dgkA//speC//qseB//yaaA//sucB//ubiD//mprA//cedA//torZ//
GO_0006412_6	sapA//rimO//ykgM//ugpA//rplM//hsdM//pstS//ycgV//hybF//cueR//dpiA//epmA//proP//rlmJ//glpT//ttcA//lptA//rph//ptsP//dbpA//rffT//epmB//pabB//chaC//paaK//mdtN//rpnC//phoP//kdsB//elyC//lipA//suhB//sgcR//ugpB//malK//rlmD//osmF//lolE//mdaB//maeA//yedA//csgF//lgoT//ftsW//arnF//lolA//ykgM//yhbS//ycbV//dgoD//adeP//
GO_0006413_4	hemE//copA//rhaS//
GO_0006414_6	carA//arcB//mdh//rplR//speE//ftsE//lacI//rpmJ//gspF//
GO_0006415_7	gsiD//pheM//cbtA//evgS//osmE//gltD//rsmH//
GO_0006417_7	nrdA//proP//nuoL//truA//adiC//kefB//basS//phoE//tdcF//hybE//amiC//fhuB//ubiI//yraI//sucB//hybA//xerD//blc//cysS//ychO//metE//nadE//hpf//yqiH//yqjH//artP//tdcD//ybiO//rpsI//panD//yfcS//amiB//dapD//cueR//arsC//gsiA//msrQ//acrF//psuT//
GO_0006418_7	cecR//ynbD//rcsF//manY//gsiA//ydjL//speA//glcC//nusA//yjfP//serA//hda//pta//polA//prfB//napF//hisD//rhmD//rdgB//napA//yejE//hipA//gadE//ybdH//rffG//
GO_0006419_8	yejF//
GO_0006420_8	arnE//
GO_0006421_8	artP//
GO_0006422_8	ttdT//
GO_0006423_8	hcaD//
GO_0006424_8	rspB//kbaY//
GO_0006425_8	bamB//
GO_0006427_8	chpS//
GO_0006428_8	araH//
GO_0006429_8	rpsE//
GO_0006430_8	araG//fucA//
GO_0006431_8	mdoG//
GO_0006432_8	tnaA//mdtJ//
GO_0006433_8	accB//
GO_0006434_8	ychF//
GO_0006435_8	lptD//
GO_0006436_8	deoC//
GO_0006437_8	zitB//
GO_0006438_8	rlmJ//
GO_0006446_8	rplM//prs//cspE//abpA//solA//pth//yhcH//
GO_0006448_8	rplR//rlmH//kch//glnB//poxB//
GO_0006450_4	mcbR//garL//adiA//appY//curA//gatA//ybfA//nrdD//yidE//rhaB//
GO_0006451_7	mtgA//
GO_0006457_3	malF//metL//rhaB//ybjC//gloA//fur//rutA//hcaT//patZ//chbR//glpK//soxR//pphA//ybgQ//ydcI//bluR//rsmA//aqpZ//prlF//narU//comR//ygaV//uidR//lgt//fimI//yijE//lsrA//dnaG//cysD//yfaL//hybF//sixA//pnuC//hisD//pcnB//ynfK//dgcE//emrK//yadM//purT//
GO_0006458_4	hcaB//holC//yeeO//ygbI//mraZ//rihC//rrrQ//chbB//
GO_0006464_6	ygaV//exbD//rutD//rcsD//ssuE//gor//hchA//tnaA//miaA//phnJ//ybdM//yjcS//caiB//cbpM//tatE//syd//ruvA//menD//rpmJ//ttdR//potB//ydiF//trmO//fmt//ompA//yfgI//bcsA//crcB//ydeE//eutB//ccmA//tusB//mdtD//cspE//napD//glgC//ulaB//rseB//fliK//ccmD//sgbU//iscR//viaA//arsR//ccmH//hisA//rayT//hflK//ydaC//kduD//yihT//rnlB//ybdG//rcnA//rpoS//pdeK//purA//aroL//ydhJ//clpS//narP//ftsQ//osmC//metQ//kdpF//yccA//rcdA//fecA//fklB//kdpB//bglX//rcnR//sfmD//yehC//afuB//allS//yqgF//melA//sspB//adiA//mltD//nadE//cusS//nuoB//pcnB//pal//mnmA//pspG//nikR//ubiJ//gatD//intE//dnaE//mdtE//cra//rhaA//ybiJ//ftsB//artI//yfcF//fimG//exuR//lgoD//yphF//surA//groL//manY//ygfI//yejB//ispF//cysH//acnA//psuG//ymfA//alsA//nuoM//efeO//yjiY//ade//alsA//csgD//glsA1//uspC//pntA//dsbG//ynhG//sfmH//ompL//tolQ//norW//rhaT//yihV//hisM//dmsB//fixC//mglC//insA-2//nlpA//hisH//cadA//mdtM//yeiE//
GO_0006465_6	yqjI//pinE//ybiH//
GO_0006468_7	sspB//kdgT//gntR//ynbB//ogt//queF//yjbH//gmd//dps//mutL//trpL//sugE//ldtE//mgtL//envZ//mntP//ihfA//insH-5//coaD//fecB//yggP//dcuC//narH//sodB//idnK//nmpC//bepA//ydfD//yagF//hybC//mliC//rplR//rpmC//cysU//prfB//lptF//metK//yfcF//yfeR//yhdZ//hemG//ycbX//ulaA//sucC//ptsH//sbmA//ydhQ//frdD//csdA//bamC//nagD//yghG//hslV//
GO_0006470_7	rpnB//sufC//paaB//sgcE//ldhA//pphB//rffC//ftsB//lpxH//tusB//fliD//yhfS//hyaA//dhaR//araE//entB//
GO_0006473_8	frmR//ompC//aceB//ygeW//uxaA//mscL//alr//dgcF//cobC//yigL//rpsE//ascF//
GO_0006474_6	wecC//yadC//yggN//kch//tbpA//
GO_0006475_9	nlpA//tyrS//
GO_0006476_8	yihW//argK//pmbA//
GO_0006479_5	nrdB//rppH//gcvA//kdgR//ybeF//alaC//murA//ribD//
GO_0006480_6	cadC//
GO_0006486_5	yaaY//
GO_0006490_5	trmA//
GO_0006497_7	frmA//
GO_0006508_5	ugpC//hscB//ibsC//groS//intS//crcB//secD//dpiA//yraR//asnA//sucA//csdE//ybdO//lldR//dinD//ydeT//mhpT//skp//coaD//rsmG//hycI//sapD//srlB//rusA//acrB//ravA//lptC//plaP//apt//ycjQ//hybB//lolA//citT//gcvH//poxB//yejF//panB//rlmA//hldE//sad//flhA//tamB//rffH//gntT//opgB//yhiM//ccmA//paaA//dnaA//thyA//glnK//fabG//idnO//aldA//gspI//
GO_0006515_7	argI//ycdX//ybhR//hha//
GO_0006517_6	rssB//yggX//ccmD//rpoD//
GO_0006518_5	lptE//uxaC//mscS//hldE//ccmF//queC//yafC//lptC//yigL//yjjV//emrD//yfeR//entC//osmC//fruB//bdm//thiM//rhaM//pmbA//sgcE//asnA//napB//fimF//hybC//mppA//ycbB//lpxH//yecS//iclR//ibaG//yfdS//allS//yjiX//moeB//viaA//citG//stpA//ilvE//rbsB//murA//fimG//yfgI//apaH//folA//yagG//argG//hofQ//yfjR//rimL//paaA//yadM//elfC//asnC//garP//hslO//cynX//rpe//sbmC//tnaC//ilvA//arsB//paaH//nikC//cysS//adeQ//fadE//hisM//tqsA//sseA//yehU//bglA//yeeA//ddpA//ebgR//yibA//tauB//betA//
GO_0006520_4	dgcE//pitA//nhaA//hofP//yieK//yadC//fabD//lpxM//yjeH//dgt//ydjH//cyoE//secD//ybhG//gadX//narQ//ampD//mrdB//yfaX//wzyE//insA-2//fdhD//btuF//ftsH//yagF//argH//prlF//yihO//lrp//csdA//nagC//yciH//dnaA//yihW//fcl//cycA//ndk//psd//ydjJ//rfaF//cysS//secA//dkgA//sdaA//ugpB//entA//pstA//glnA//fliT//gadE//hofO//yfjV//ybiT//ybiH//pyrG//yahF//tdcA//yhjC//prfC//gatY//gadE//ettA//fimD//rapZ//iscX//rbsD//narZ//ompL//phoB//aas//recD//mdtI//srlR//rlmA//ydcM//hofP//metH//idnK//sfsA//tufB//ygaV//ispF//rhtA//hofN//torY//bioD2//tmk//sdhE//insB-4//uspC//exbB//kdpB//mltF//pmbA//mliC//plsX//phnM//yadG//tsgA//opgD//alsB//kdgT//barA//nuoN//dapB//yihI//cvrA//yiaM//dcuC//ppc//yhcN//dgcM//hda//kdgK//gppA//araD//opgH//asr//ykfM//mdtN//mepS//mrr//ynjA//rlpA//metH//dsdX//glxR//sapF//wcaC//baeR//ttdA//priC//yegS//atoC//ybiV//mzrA//ybiO//ulaG//yhaC//yedA//yadN//preA//yajD//yjeH//trmI//rutB//rsmH//yjhP//epmA//flgC//mqsR//hlyE//rzoD//aroL//der//yhjV//yceK//msrC//aroF//rhaB//dmlR//yciA//mdh//flgJ//moaE//bamD//potD//prlC//yobF//iscA//ygaH//fecA//mdtA//yphF//kch//thiL//gatD//hypC//gadC//thiP//uspE//yadK//gpmM//pgi//alpA//glnA//phoA//ygaV//yjfF//emrD//purT//mdtN//yahD//ulaG//ypdB//deoC//entS//rnhA//adeD//rhmR//rcsB//ykgM//
GO_0006521_6	ompA//rbsD//mdtF//
GO_0006522_7	epmC//puuC//kdsA//yrdA//relB//mdtQ//envZ//
GO_0006523_8	cheY//prlC//ppiD//epmC//
GO_0006524_8	puuR//dusB//acpS//
GO_0006525_7	wcaJ//trmO//arcB//ydjJ//yphF//pheA//nadK//uspE//napB//ybjL//pck//ydcI//allB//rpnC//aceA//ydeT//rfaH//mreD//mntP//lysA//yifB//
GO_0006526_8	znuC//acrR//ygbM//mepH//torA//insI-1//pcnB//yghG//ybcJ//purB//hlyE//fucK//bdcA//
GO_0006527_8	prfB//argC//tktB//sbmC//argI//nuoF//nrfE//ahr//nadA//
GO_0006528_6	ymdB//rnhA//aceA//agaD//
GO_0006529_7	valS//fliS//
GO_0006530_7	gatZ//yadM//
GO_0006531_7	hisS//modC//paaJ//agaR//yfcQ//bglJ//cueO//rplB//
GO_0006532_8	fadR//fieF//
