#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	recA//speG//tpiA//dnaA//
GO_0006139_4	rclA//phoB//recF//comR//pepQ//ghrB//nupC//ebgR//csiD//secA//pgrR//acpT//hybC//ahr//rsmB//ulaG//glcC//tig//tauC//rpmB//tehB//sapA//lsrC//nac//ynbB//kefC//pgaB//yqhC//rbsB//ruvB//spy//fryB//otsA//yedA//sgbE//rbsC//yegS//lysR//serC//agaC//ydfH//yfeR//rhmD//bepA//arnT//mutY//gadC//hemH//yigL//selB//glcC//rnpA//bolA//metB//moeB//gluQ//codB//pdxK//oppF//pldB//glpB//lysU//prpD//sgcA//hokB//dam//potG//ybcQ//preT//htrE//kch//fetA//dsbB//pinE//fryB//yphB//phnM//hxpA//yehW//frmA//rhaA//flhE//plaP//lexA//ybeF//nirB//yqiH//ybdG//pabA//aaeB//metK//psuG//yedX//aroP//yhgH//hyaC//gltS//sbcC//csgB//rimO//ygfZ//cadA//ampH//ppiC//yaiW//mipA//tamA//uvrA//hcp//fis//pflA//galF//sdhE//phnP//ynaE//hsdM//prmA//panB//yiaO//lit//minC//lldP//fbp//yagJ//asnC//uspB//rtcB//epmA//tas//waaF//mtn//fryA//hisG//pgpA//lldP//mdtM//rusA//patA//mtgA//gph//ispF//yraN//sodC//gmd//rcnA//pfkA//gapC//uof//ymgC//iraM//caiF//secM//entF//bamB//mhpA//ynfK//higA//yciH//tatD//proB//caiT//lysO//tatE//purB//relB//wecB//sucC//endA//xdhB//argT//hemN//eno//ispB//tolA//ymgF//yceO//ymfA//lpxK//arcA//fbaA//flhA//rbsR//mdtJ//ivbL//ykfI//citX//smpB//mtfA//sufS//srkA//iscX//ybaM//alsA//waaA//tyrR//cueR//lptD//ybjG//elaB//oppC//agaD//prc//yidP//mdtK//yagE//yibT//ssuD//frdA//yqcC//fdhF//ybaE//ydbD//fetB//rplS//cynS//holA//casA//yhbY//ydcP//panB//dnaQ//ycfH//rpnD//frdD//mdtI//fdoI//fadD//cydD//yhjX//sdhE//yfaL//mmuP//casA//yohC//rplO//ycdY//bdcR//yhbX//rhtC//bolA//lsrG//cyoE//lapB//cbl//hsrA//yacG//nemA//rpmE//casA//sbp//astC//dhaM//fau//yihQ//yihS//elbB//blr//ugpC//dpiB//mraY//znuC//cheY//flgJ//msrB//hyaC//prfC//ulaA//perR//pphB//moaB//hypC//sdhB//fur//rcsA//ydbD//yggD//metN//sodA//dcuC//ycjD//dnaK//yfjV//rsgA//ynaI//thrS//folM//lnt//gspF//queG//purF//aroP//arnE//yegS//glrK//iap//hmp//glmU//lldR//panE//atpA//msrQ//menC//rnlA//yhaC//paaA//orn//ycjW//rlmM//ais//rseC//argR//yjhG//frdA//cueR//ykfI//slmA//recN//gadB//betA//paaG//acrE//symE//nlpD//arsR//waaG//fruK//cbeA//pspG//trmD//moeB//parE//proS//glsA//yphB//yggP//hcaB//lsrG//gltS//leuE//purB//nrdF//clpS//yfaV//ykfI//rihA//hns//mqsR//osmF//queF//modA//metC//sohB//puuE//nagD//fabA//pnuC//fryA//rpmC//phnO//uspE//bglJ//bioD//glpG//qorA//pdxK//gpsA//rfaG//rimP//caiE//lpxT//ftsN//ribE//eutR//yfeX//tcyJ//cspA//cbl//yejA//fliT//lgoT//decR//cbrA//mscL//surA//flgF//cheB//ldrB//decR//yciF//ykfM//deoA//atpG//ychH//elaB//rutB//argS//trkH//ackA//sbcD//ltaE//metN//fkpA//yebC//yfgJ//dnaE//bacA//ldtD//dcuC//ghxP//yafS//ompN//cheZ//mraY//rfaC//yccX//yeeL//bglX//frlA//agaW//ykgO//gcd//dapD//lysO//narP//der//torS//ddlB//nagC//xylG//bcsQ//amiB//tdcE//carB//dxr//cptB//tatC//yadG//nuoG//hypE//yjgX//lptG//mtnN//hslJ//csdE//dmlA//yaiV//yigB//xerC//waaS//ybiW//cho//dnaE//tamA//rpnA//dcp//asmA//map//pgl//mliC//uxuR//panZ//yciK//uxaA//mnmA//fumB//glsA2//ansA//yfeD//ycgR//insH-6//yqjI//pdhR//miaB//appC//sohB//cheR//yeaV//csgE//secE//yhhT//cdd//ytfE//sdiA//ykgM//mlaD//rhlE//dbpA//yehY//mtgA//tynA//uup//rpmB//cheZ//edd//efp//cmoM//elaB//nadB//nanA//araE//adiC//prfB//envZ//ftsH//yjjW//nuoE//fbaA//tyrA//hupB//asr//pstA//asnS//ibsE//ycaN//hslV//folM//livG//cvpA//gntR//macB//melA//yghW//alaS//ybaM//ynaE//sseA//prmB//hofM//hybA//frsA//uvrA//lysO//agaC//hemB//purR//fliZ//dhaM//ptrA//yhhY//vsr//ccmG//tap//pinQ//epmB//mreB//hisA//rplI//garD//csgA//cheZ//pphB//pstS//nagB//intZ//yhdZ//wzzB//ubiH//rpsI//dcm//torD//rhlB//accD//entB//dmsB//mtn//rplT//rbsA//yihP//rdgC//tag//folD//hyfF//rcsB//prkB//minC//ypdB//ydjK//cptB//zapA//xseA//metN//bioA//frr//purL//moaB//cytR//hofC//ptsH//mglB//tyrS//ycbX//gcl//yehB//nanE//prfA//ssuC//rbsC//hokE//rihB//hyaA//fdoH//glgX//ahpC//apaH//rfbD//ycjU//casE//mtnN//pgpA//malZ//rpsN//kbp//argE//
GO_0006140_6	dgt//trmA//
GO_0006144_6	malF//yhgH//chpB//mlc//fepD//corA//ibsA//yieE//yajD//tesB//
GO_0006145_7	citC//msrP//allR//gshB//
GO_0006146_8	ybaT//yhcF//
GO_0006148_9	sapD//
GO_0006149_9	pmbA//
GO_0006150_9	cvrA//
GO_0006152_7	sdhC//sspA//hyi//rfaB//nrfB//ynbD//
GO_0006154_6	insB-2//
GO_0006161_9	ompG//
GO_0006163_6	mnmE//hyfR//dgoR//lysR//mazG//hprR//rzpR//ldrB//gapA//yegS//murD//caiF//dcm//mukB//gdhA//yeiL//iaaA//dcuR//asnC//sufS//yhcF//yrfG//yhfK//yihR//ptsN//hsrA//ldtA//waaP//nlpE//sgcA//cutC//ftsP//cpdB//srkA//hemD//prkB//frsA//rimK//znuB//tcyN//greB//csgA//ileS//moaE//speG//narU//queF//mnaT//kdgR//tig//prmB//rnr//betT//spy//
GO_0006164_7	rdgC//mgtL//arnB//pyrB//melB//rseB//nagB//dppC//gmk//rhoL//rplI//mdtM//ychH//mltD//ycjU//corA//potH//bglH//ygbM//insA-1//cycA//uvrB//tolR//cysH//entF//frlC//trpR//hycH//glvB//hslO//bcsA//yeaK//epmA//marR//etp//plsX//eutR//dmsB//yjbG//thiC//
GO_0006165_7	trg//yggF//pfkB//mdtO//kdsD//ugpE//proV//glnD//acpT//dcuR//yqhD//cheZ//yajO//dnaE//ypdI//fabI//tnaC//ddlA//menB//
GO_0006166_6	hyaA//hofO//
GO_0006167_6	mnmE//
GO_0006168_7	fadJ//ivbL//
GO_0006171_9	purT//
GO_0006172_9	uspF//
GO_0006177_9	ubiD//uspG//topB//
GO_0006178_7	yafS//
GO_0006183_9	ubiE//
GO_0006188_9	livK//fadI//pfkA//cynX//
GO_0006189_10	kdgT//ibsD//
GO_0006195_7	yhhZ//rplC//
GO_0006203_8	pfkB//potI//
GO_0006206_6	lsrD//ydjK//trmJ//hicB//fimF//modB//rseC//comR//fur//srkA//rpmF//yeeL//metK//mtlD//yfcP//iraD//xylG//hrpA//ccmC//gntK//selB//rnhB//paaB//gadB//yaiV//rpe//
GO_0006207_8	dcuS//uidR//mraZ//uidA//sspA//
GO_0006208_7	chbG//ssuD//dgcT//yhfS//ansA//crl//galP//acpT//sfmC//tufA//dcuD//metR//yghG//
GO_0006209_6	mrr//
GO_0006210_8	opgG//
GO_0006212_6	hemN//lapA//gntT//iscR//nfsB//gloB//gltD//fdnI//sodB//dedD//radA//
GO_0006213_6	yiaF//ybiX//tktA//folM//ascF//rhaM//aroC//pdeK//hslU//pinE//phoA//glcE//ppiD//pgm//nupG//rlmL//
GO_0006216_9	rnc//
GO_0006217_9	srmB//
GO_0006218_9	glgA//
GO_0006220_6	sbp//eamA//fpr//uraA//kbaZ//iclR//fecD//artJ//rhaM//ilvA//dmlR//cyoE//rdgC//yciT//ynfH//cstA//focB//frlB//glrR//kdsC//
GO_0006221_7	cueO//otsA//asnS//mdaB//yfeW//tolA//gstB//napD//cysE//ybcF//tsx//bepA//glnB//
GO_0006222_9	crcB//
GO_0006225_9	prfA//
GO_0006226_9	baeS//ldtB//
GO_0006227_9	rhmD//
GO_0006231_9	mdtG//
GO_0006233_9	rfaB//
GO_0006235_9	eutR//
GO_0006241_9	ybdM//
GO_0006244_7	fliA//alkB//narV//alsC//hemH//argI//cysH//
GO_0006259_5	yjjB//ilvH//yiaJ//cof//lgt//asmA//yhdH//ygiS//pgaB//argF//insH-6//fdnH//erfK//fabI//sspB//rraB//slyA//mtlD//rna//flhA//exbD//yjjW//nirB//sfmD//uof//insB-4//cpxR//yqeA//thrA//rnpA//kdgK//idnT//frdD//glnH//caiE//acrA//ftsB//hyi//lptE//prlF//ymjB//fnr//phnJ//rnd//mlaD//shiA//skp//yciV//yccA//crl//ibsC//yhbQ//mdtE//lolD//bioA//nac//avtA//dtpC//rpsO//ulaC//ung//nuoI//tyrB//yieF//narI//yjgX//mcbR//mutS//cas2//yifB//sfmC//hdfR//murA//uhpA//mnmA//argR//dppC//citX//pfkA//sufS//phr//barA//rpsR//nirC//lipA//agaV//yciG//srlB//dgcF//ldcA//insI3//holB//rplO//ykgM//rof//torZ//alsE//rpiA//cas1//lgt//ompL//frwC//aaeA//cmk//aphA//yaaJ//murE//ltaE//alaC//tauA//lpxL//panF//yieE//galM//yabI//gadE//secG//nusA//kefC//yeiG//gloB//yjiA//fixC//gltK//ydeI//ygfA//dtpB//pinQ//cadB//yphB//rcsC//insI-1//tdcC//ccmC//fdnH//mliC//ubiG//yciE//yjbG//kbaY//clcB//serC//wza//citE//prfB//tmcA//ydeM//focA//
GO_0006260_6	rclB//argR//tag//epmC//mdoD//ghoT//hdeD//ulaB//yhdH//yoeE//degP//rbbA//mgtA//cyoD//insB-2//ybjL//ycjU//iap//hflD//hfq//xylG//
GO_0006261_7	flgF//dmsA//rplO//tdcR//ynhG//gudD//lipA//yaaA//birA//envR//gmk//ftsH//
GO_0006265_6	ynhF//cusC//sgcR//selU//glcB//
GO_0006266_6	waaC//moeA//ydhK//
GO_0006267_5	casA//
GO_0006268_9	rpsE//rhlB//lpcA//
GO_0006269_6	cspE//
GO_0006270_6	lpxT//ygeR//bioD1//rsmD//osmF//nadK//
GO_0006271_7	rmuC//atoS//glcE//
GO_0006274_6	cecR//
GO_0006275_7	atpG//hybC//metH//glcB//ogt//ydgA//yieE//sgbE//bepA//
GO_0006276_3	ampH//kdgK//recN//fadD//rplC//rimM//lgoR//rpsK//
GO_0006281_6	ptrA//yjjQ//dadA//ompN//exbD//ycdX//pheT//yajO//yeeO//ggt//mreD//rseB//rlmI//dppB//cysE//nupX//pflB//rsmE//ydiO//ygfI//ilvH//hyfF//yahO//trkG//hcaC//ebgA//menI//ravA//ydfD//uhpA//tdcA//yicJ//cheY//srlE//rfaG//chbC//gyrB//talB//fimF//xylH//deoR//serS//bdcA//iraM//argF//rplT//yggE//fdoI//yfgO//yecS//glrR//ychO//ybeF//glgS//ydaC//
GO_0006283_8	kdgR//
GO_0006284_7	cpdA//atpA//yjbE//uxuA//roxA//mlaB//
GO_0006285_6	tolB//rpmG//cyoA//uspG//pfkA//
GO_0006288_8	zapB//aspS//
GO_0006289_7	zraR//ybjL//
GO_0006298_7	nadK//napF//selA//psd//rfbX//miaA//motA//yqjI//glcB//hldE//
GO_0006301_7	focA//yfcA//tktB//paaZ//
GO_0006302_7	nrdG//yejF//lsrB//xylH//csiR//ycbV//dps//chiP//cysC//
GO_0006304_6	rplX//cynT//slyA//fhuD//sapC//fliG//nagA//fliS//frc//
GO_0006305_7	yihP//ompA//srlB//leuB//
GO_0006306_5	asd//pitA//rnb//atpF//
GO_0006307_8	elbB//mlaD//trmH//nuoG//aes//
GO_0006308_6	cas2//zinT//yahN//pfkA//fecD//rpoD//allB//dgcM//yjjG//tyrS//priB//frvR//
GO_0006310_6	fadE//trmB//sppA//yjiY//rhmR//livK//rne//lptB//ybiX//carA//ubiC//eptA//sfmF//wzzB//yfdG//yegV//clsC//hisS//mhpD//cra//acpP//trpD//hpt//nikC//frdC//lipB//ddlA//astB//menD//yeeA//yqgF//higB//nuoN//ompL//zipA//purR//yhjD//kdsD//zinT//ruvA//gltP//hycB//yedL//
GO_0006313_4	rplX//ygeA//ompF//hns//murD//ampD//tldD//
GO_0006323_7	mrcA//
GO_0006325_4	ushA//
GO_0006351_6	yehA//lipA//mmuM//yfeR//pyrB//yadN//ydjJ//yeaG//rfaQ//purD//fliL//mntS//cnu//uidR//tamA//astB//focA//yohC//sucD//pyrD//frdB//eamB//ygiN//satP//sgcC//nrfD//yfjR//rna//ychF//gltD//ttdB//ybhI//pstB//dgoK//fhuD//alaA//garR//yjjI//dctR//rutE//wecA//artJ//argE//thiG//blc//roxA//menH//lplT//blc//betT//mnmA//fruB//paaX//nrdD//ybiJ//tdcE//iscR//hyaD//nagC//rfbD//ybaT//tcyJ//ycgR//citG//btuR//hybG//hisC//lsrK//yhgH//dhaK//hemC//hprS//yhaC//pppA//yjhH//galF//sufB//rpe//metI//metL//gsiA//ligA//yfgO//bepA//yfcF//macB//ompG//hisM//dcuR//yehY//hpf//nanR//gabT//insA-2//mscS//yhdH//glnP//dicB//bdm//recJ//ybjL//ldtE//casE//lexA//yejF//yjfF//ycjY//ubiD//lptB//rutA//lgt//ldtB//phoQ//recC//pgaC//arsR//rpsQ//glpX//flgA//
GO_0006352_7	rzoR//insB-4//ttdA//citE//
GO_0006353_7	melA//sdhE//
GO_0006354_7	narI//ggt//hrpA//
GO_0006355_7	lacY//fadH//torC//patZ//yoeE//yibA//zipA//recE//yciA//cadA//mltG//hypF//ybhD//truB//lsrC//katG//rzpD//yphD//dgoD//gfcE//sgcB//nimT//iraD//arcA//ada//rapZ//cysG//ybhP//mmuM//cas1//rbsR//phnC//cspE//cydB//dmlA//sgbE//melR//yidR//arsR//hybA//ispB//yehA//yfeO//hybD//hpf//tmk//ybiY//tauC//waaC//yhhT//clsB//lpxK//yegT//lysO//gltB//nudC//hslV//nei//rarA//pgm//rhsD//sthA//elfA//ghxQ//hxpB//malE//msrC//dxs//rlmL//speC//dinB//yifB//nanR//ghoT//ompF//yfcV//nadB//satP//fsr//maoP//epmC//azoR//dmsA//yjfF//tatC//dgcN//ybjX//recO//alaA//fdhE//lipA//entE//tamA//fimF//waaZ//ygfX//aspC//lamB//yceD//torS//yqiH//map//fliA//yfcS//rplY//afuB//pdeL//pflA//sohB//yceD//chbB//matP//maeA//yqeA//ybaO//nadD//yqeA//ansA//livH//bglH//aroH//gatA//ilvM//narI//appC//lspA//rplC//gsiB//malP//galP//eamA//yahD//dppD//putA//kdsA//kbaY//dxr//yjcS//yfdK//rplF//ppiD//pgl//malP//nrdI//mutS//ymgF//mutM//gltD//araF//recC//tdcB//fryC//mglB//ldcA//flgK//recB//yjiX//fdnI//ybaM//elaA//codB//speF//yccX//pyrG//gsiD//yiaA//mltA//ftsB//araB//rsmG//dcd//patZ//yqcG//tehB//proV//yciV//ygcW//hyfR//lipA//idnD//glmS//ibsA//bluR//dsbD//gntT//yfeD//rpoH//cyaY//pflB//macB//nadB//ftsX//ppx//speC//rpsM//yfdS//frlC//lpd//prfB//cyoB//gatA//prkB//ydjL//hypE//zur//crp//rpnC//amiD//mdaB//sdaC//narP//maoP//mglA//rcnA//etk//appA//glpB//araB//pdxA//yneJ//hicB//yfiF//ligA//greB//betB//lrhA//umpG//fabG//metB//pta//norV//kbaZ//atpB//ygaZ//iap//fnr//sdaC//cysC//cysN//yfhH//artQ//rpsH//agaI//ygfZ//nirD//eamB//yaaJ//flgJ//ynaE//glpF//vsr//lacZ//lpxP//mlaD//ileS//mltC//rnr//gspI//recO//arcA//malX//
GO_0006357_8	rbn//
GO_0006364_9	ybdR//ralR//osmF//cas2//arfA//nadK//wza//mtnN//cedA//dtpA//helD//stpA//purF//sucB//intE//upp//wzzB//rrrD//pcm//nuoE//ruvA//queC//basR//pflA//zitB//atpB//uspC//rayT//htpX//dnaJ//osmC//zitB//cysS//lpxP//glsA1//pgrR//sufE//speE//malP//gltK//ftsA//ydiV//dapB//
GO_0006378_8	ydfD//zntR//
GO_0006379_8	ynaE//
GO_0006382_8	lpxT//
GO_0006396_7	dgt//agaV//arnE//argF//ybfA//rseP//nemR//waaJ//glpR//otsA//dgcT//yiiM//ftsA//cusS//flhA//mreB//rhtA//atoC//fliM//fepE//sdhD//mgtA//napC//accC//mazG//lysU//alsE//hrsA//rpsJ//flhA//cyoC//rpsA//nfi//mltC//aroF//pnp//nagA//recJ//yhaM//sodA//flgB//ttdA//thrL//nuoH//glsA2//araG//kch//mcrA//radD//ybhI//rihC//yaaU//rpsT//yhiM//dcuR//yajL//tnaC//mhpR//hipB//rnd//barA//pckA//potB//narY//mrp//wcaJ//araG//sgbU//yhiM//fhuC//yebQ//gatZ//bsmA//nmpC//yiiM//kdsA//agaS//abpA//cyoD//pheT//rzoR//paaD//ddpA//norW//yddG//queF//tamA//dnaG//epmC//lacZ//purF//murJ//yciH//leuS//tyrS//yhdX//narU//mukB//sdiA//ycgV//phoB//speG//
GO_0006397_8	frlA//cobC//btuR//
GO_0006399_8	sufA//arnE//torC//ddlA//csgG//phnM//cusS//creC//hyi//nrdH//infC//dinI//ygeV//ptsG//gor//frdB//yiaF//fucA//gatZ//ampG//glnH//yhjG//ydcR//lptG//chaA//rclA//yehD//ldcC//dctA//potG//nikE//nagB//betI//gcvH//araA//modA//elfC//ynfE//insB-2//tsx//rbsC//rcsC//putA//ynjD//udp//ribB//yfjR//rzpD//ebgA//kdgT//dapD//malS//npr//rep//ccmF//garP//narW//rrrD//nanE//lpoA//mqsA//rplB//glnB//gpmA//ybaM//coaD//rpmE//argB//bglB//prlF//rlmL//leuS//codB//prmB//yqiI//yafE//dapB//narY//evgS//hslU//hyfF//rpsA//
GO_0006400_7	ybiH//psuG//lyxK//rlmI//trpS//kefF//fucO//cysE//narQ//rihC//yqjI//hmp//rplX//ftsN//kdpD//purD//panB//hybD//aslB//rplL//rfaF//metK//oppC//citG//yadG//tyrR//malX//nfsB//osmE//pepT//mhpD//yojI//dhaR//rfaC//sucD//nagE//iraP//hypF//betA//uacT//rplO//priB//csdE//ilvC//dnaT//phoP//thiE//otsB//clpA//
GO_0006401_6	rcsF//menA//chpS//rsmG//glmS//exoX//frvA//mdtN//znuB//prmA//rbfA//garK//glnL//yeiE//guaC//aaeB//rrrD//prmB//paaB//pdhR//hisM//crp//
GO_0006402_7	kdgR//secA//pabB//cysG//torY//insF-1//ynfH//rpsN//coaA//ynfK//murJ//
GO_0006412_6	sdhB//ibsE//gcvA//yedP//dhaK//hokE//lptG//gspF//lacY//waaB//pgpB//rhtB//ygaH//insI-1//aspA//ispH//yraH//tauC//trmO//thiI//melR//rhtC//rpsE//ydbD//ykgO//yefM//nimR//rplE//serB//ulaC//ltaE//prfA//panD//tusD//murQ//fecC//cpxP//dcuR//ycaO//rmf//intZ//gntU//pyrG//yhbQ//tamA//yqcC//rna//rph//norV//frdC//pdeD//
GO_0006413_4	ddlA//ssuE//ilvE//
GO_0006414_6	agaD//frvR//argE//thrS//cycA//yqeG//ybiV//truD//ubiF//
GO_0006415_7	atpA//hybB//msbA//phnG//spy//cusC//gfcE//
GO_0006417_7	ralR//hemF//asnC//tolR//yfdK//wcaJ//rclR//acrE//yqeF//ygcO//uhpT//nanT//plsC//ftsP//qseC//ilvI//rlmM//flgK//dxr//tauD//hemA//ybgQ//bglX//potH//yhbX//ydeT//csrA//ydcM//accD//tatC//glgS//ydcS//ddpX//lysO//chbA//kgtP//ybiS//ybhD//sixA//
GO_0006418_7	ybiJ//frlR//nirC//rpmF//fabG//torR//yhaM//hypA//appA//xanQ//elfC//mcbR//ampH//yhaJ//nagE//yqeG//phnJ//melR//phnI//umuC//yraK//ubiJ//flgF//cyoD//yihR//
GO_0006419_8	yhcN//
GO_0006420_8	apt//
GO_0006421_8	rcsD//
GO_0006422_8	cusA//
GO_0006423_8	ispA//
GO_0006424_8	bssR//bamA//
GO_0006425_8	rapZ//
GO_0006427_8	sufC//
GO_0006428_8	spy//
GO_0006429_8	btuE//
GO_0006430_8	rhaT//oppD//
GO_0006431_8	mocA//
GO_0006432_8	adiA//gsiB//
GO_0006433_8	hpf//
GO_0006434_8	patA//
GO_0006435_8	htpX//
GO_0006436_8	aroP//
GO_0006437_8	xanQ//
GO_0006438_8	ompR//
GO_0006446_8	ycbU//panF//dctR//lhr//tdk//tolB//fic//
GO_0006448_8	feaR//rpmG//cfa//entS//fes//
GO_0006450_4	uof//cpxR//gstA//nudC//rpsQ//rplB//mreB//yeaV//yfhM//ulaB//
GO_0006451_7	nanE//
GO_0006457_3	selA//gcvH//glpG//glpC//chbR//uspC//crp//rpsR//dmlR//ybaL//fabH//cydB//yidC//cobU//yaiP//uhpC//ybdG//yfcV//azoR//bluF//btuR//waaA//ssuE//gloC//hypT//yddM//mglB//allC//opgE//yjhH//maeA//ygiV//ligB//yfdO//ribD//blr//xapR//zinT//higA//rplT//
GO_0006458_4	yhjR//nrdR//nanA//dcuC//prkB//maeA//sdaC//dnaT//
GO_0006464_6	nlpA//pabA//ldcC//yidE//uspF//melA//kdsA//moeB//rhaM//etp//hcp//rhsD//rppH//speD//yciF//clpX//hiuH//ycgR//nrfD//lit//pheA//yadG//ldhA//glk//ydcR//purT//prmB//yihS//infB//rlmJ//topAI//clpP//epmA//dld//dpiA//potE//gadB//mtnN//lolC//dedD//appA//metH//ampH//ybcJ//ldtA//yibT//rluE//rpmF//ygdG//intE//rluA//yiaF//yigB//nlpD//crcB//yieF//fau//artP//glcA//qseB//seqA//tnaC//speA//nrfB//lpcA//yehA//mscK//argP//idnT//rpsO//priB//hokB//ybcJ//sgrR//rlmD//ygaH//mdtN//hsdR//hchA//lgoR//yjiX//rhaB//dld//hrpA//yfaV//alr//ebgA//proP//pdeL//truB//ycgB//rfe//ygfI//araB//rlmE//ybhG//mcbR//yhfS//secF//sapC//pstB//argT//fimH//csgG//sgcB//abgA//ydiQ//recC//nusG//atpH//setA//ydaV//nanC//hokE//dsdX//cfa//ldrA//rhaA//rayT//perR//hchA//yajL//acs//ispF//ymgC//phoR//yjiA//csrA//ppsA//ribB//recJ//rsmG//bglH//bluF//rsmD//guaD//glsA2//dgkA//fabD//tqsA//purD//paaG//
GO_0006465_6	cusS//hflD//yiaU//
GO_0006468_7	ftsZ//ppk//rfbC//dgcJ//rapZ//chaC//yihV//acs//kdsA//fhuC//leuC//insI-2//gntR//mcrA//bglF//panF//ygaH//glnE//yhbQ//hscA//gyrA//clpS//degP//nikR//cbtA//tmk//kefB//ydcR//fliS//ygbI//rpsA//cobC//amiD//trmH//truC//rng//essD//intQ//phnC//yijO//ilvA//yfgI//nuoG//rpoS//pdxY//kduD//yfcG//caiE//arnE//hypB//nanA//yegV//rsmB//
GO_0006470_7	fixB//dgoT//queA//tsaE//insH-6//flgH//mglA//folP//garD//rng//csiR//rlmI//rpsJ//arfA//yjbG//dnaE//
GO_0006473_8	mdaB//betI//ybcJ//xylB//entF//uhpC//araG//fliG//yjeI//ydjL//rhsD//mobA//
GO_0006474_6	qseC//rhaB//sgcE//ybeY//cysE//
GO_0006475_9	ampH//ybaM//
GO_0006476_8	mdtJ//yqgB//bssS//
GO_0006479_5	livF//citX//cof//orn//gntU//selB//pgk//gsiA//
GO_0006480_6	narQ//
GO_0006486_5	yraH//
GO_0006490_5	nusA//
GO_0006497_7	dsdC//
GO_0006508_5	dut//metK//uxuA//ubiC//yhcD//edd//yaiV//waaZ//nudC//ycfL//yifB//clpX//oppB//trkA//mdoG//dkgA//waaJ//pntB//elaA//nemR//narP//lpcA//ddlA//ratA//betT//ssuE//ybjG//tar//yieF//phoE//gatZ//glnS//bioD2//puuR//ldrA//mepA//folE//argO//mdtC//yafC//narX//fbaA//yaaJ//yfgJ//yafE//msrC//znuB//rlmB//rcnR//rppH//cynS//rpsD//tsaB//lsrA//hofO//
GO_0006515_7	bamD//rnb//cvrA//dnaG//
GO_0006517_6	soxR//yahB//yjbF//pbpG//
GO_0006518_5	garK//rhlE//miaA//proA//cpdB//ihfA//tilS//iclR//nac//ccmE//frwD//csgA//xylG//uhpA//cas1//cysK//aroG//yiaN//yhjA//trg//yraK//nupG//fadJ//rbbA//mtr//lpd//zinT//rsgA//oppA//chpB//idnO//ribE//melA//proV//phnP//ydaV//thiL//fdnG//hmp//lepA//envC//pntA//argG//nudG//yjcS//ibsC//pdeD//acrR//dppB//rzoD//arfA//fiu//hisC//yghG//fdnH//umpG//zwf//insA-1//nepI//yjhH//deoR//ompR//insI-1//ftsK//ydiZ//yajO//torZ//lit//murD//pmbA//lldP//nanT//frwD//fucO//mug//trmA//dbpA//
GO_0006520_4	rpsE//yfbR//phnL//tcyJ//ulaD//rimM//rnt//rlmA//ymjB//argE//pykA//argR//htpX//dcuR//mntR//sufB//yebG//trkG//yddL//rplR//hflK//artJ//hslR//waaO//lptF//pbpC//fadL//dsdC//adeP//rplY//yghB//glgX//rpsM//hyaD//cysB//yfgJ//nikE//idnT//serA//yfhH//glnA//ybbY//nrdB//erfK//emrD//ispF//ydiQ//pldB//menB//kdpB//pepQ//glvB//dgcM//sgcA//bioP//dgcQ//mlaC//symE//yjiY//mutL//glmU//nagZ//pykF//alsK//cpxP//rbsK//sdhA//arsB//nikA//cobU//murQ//arsB//sfmC//treF//rnlA//yfaE//preA//yggT//mngR//rpiR//lipA//yqjA//azoR//cysM//mnmA//pldB//fabH//osmY//zapC//yghO//yehB//yeaK//rnpA//wecC//fucI//eutK//lsrK//yidK//zntR//yhaM//rbsC//fruK//menB//bioC//yjgX//hisM//alaA//ybiY//pliG//rhsD//ilvE//selB//dkgA//alsC//rhoL//osmE//hxpA//uspF//tauD//yidP//grxD//trpS//kdpA//proW//yeeL//rpsK//yfcQ//relA//appY//rapZ//rbsR//ugpA//prpB//glcF//modA//ydaC//iclR//yfiC//tilS//lptG//bacA//xthA//yedF//ycjY//paaC//sthA//queC//rbsK//yhdJ//mtr//uvrC//asmA//yjbG//frdD//eutK//yddG//hrpA//bamC//glxR//prfC//sugE//csgG//tcyJ//bglF//pgl//acnA//rfaB//menD//gntK//sdaB//ybdR//ebgA//ccmC//yihT//gpp//greB//thiM//hokE//mpaA//ulaE//prmC//tyrA//ykfM//nagK//rzoR//mraY//kdpB//yjiQ//yaaY//feoC//intF//ycjP//fdrA//yehC//ileS//roxA//galP//yjhI//lysO//hyfC//tdk//clsB//
GO_0006521_6	yejF//ortT//ptsG//
GO_0006522_7	argP//cheY//rnr//holB//focB//ftnA//nagA//
GO_0006523_8	pdeD//narX//galP//rph//
GO_0006524_8	adeP//fdoI//torS//
GO_0006525_7	wecC//rcnA//yecS//hsrA//tmk//wzzB//thiP//dcm//acrE//ycdY//cusS//fimA//acs//mscK//aspC//mreD//emrE//bdcR//uspB//ortT//tcyN//
GO_0006526_8	feoB//ygiB//serA//ynfE//nikE//rcsA//sapF//iscU//ggt//hybD//fepB//eutB//ppx//
GO_0006527_8	ttdA//dsdX//mdtA//ybiY//nrdE//yahO//hemN//leuD//rffG//
GO_0006528_6	proV//acrR//rhtB//tar//
GO_0006529_7	bamC//phoQ//
GO_0006530_7	ycjR//sbcB//
GO_0006531_7	pepA//hicA//ispH//fruA//bdcR//pgpC//sdhC//tsf//
GO_0006532_8	ygiB//hlyE//
