#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cbpM//dacD//murA//yrbG//
GO_0006139_4	narX//kbaZ//tsf//queC//leuE//lsrG//dauA//dctA//acpP//yjhP//lsrB//znuB//sspA//yciV//acpP//pdeK//yaiV//yhaC//ygbL//pyrL//paaC//srlR//secG//csgF//cedA//ascF//tsgA//idnT//yfeW//hcaC//yhcH//ydbK//fadA//gsiC//rstB//pheP//yqcG//rcsF//dgcZ//adeP//manZ//rlmI//rpmB//glpB//bglX//patZ//rfaH//cysP//araA//yfbS//yafO//xylG//trmH//cysP//yidK//ybcM//tdcG//nagK//ygfI//rlmJ//rnd//mcbR//yfcV//rpsH//yjhG//queD//astC//cbrC//insI-1//uacT//ftsK//yhfS//ppx//maa//fhuD//fruB//yggE//cdaR//gntK//rpnA//emrB//cysM//ydiB//der//yrdA//trpA//yfjV//fabA//fecA//curA//ydjM//mdtE//yafC//pflB//cdaR//hldE//gmd//pphB//kdgT//alaC//cheB//frvR//mlaF//treB//murA//folA//dhaM//folX//lsrB//aer//skp//fumC//rlmA//ptsP//rzpD//minD//lpxB//basR//mazF//ampH//ybhG//yfdC//ydaN//fdx//mepM//pflA//uxaC//yihU//hofO//yeeJ//ompT//lyxK//narG//mgtL//rlmJ//rrrD//mntH//ldrA//zur//sodB//xylG//umpH//yfdG//parE//fliL//nagZ//ispU//lhr//birA//ykgO//malG//rplI//yeaE//yidP//pheS//ybbY//yhaV//dnaJ//fliA//rsmE//yieK//hybA//fryB//ghrB//tusA//acpS//mhpA//lptC//rhaR//rnhB//yojI//rcdA//rlmL//yihU//ydjM//gltX//ibpA//dcuS//idnK//rclA//rplY//mrdA//hns//ccmC//pspF//rcnA//yhbY//ung//yahI//potE//mtfA//psuT//rsmJ//greA//ydcP//dnaE//ybjI//mcbR//yggP//fadM//insI3//glpF//parC//rapZ//amiD//csrA//glgC//ubiE//cadC//moaD//purN//yafS//kdsB//trmA//gsiA//rffG//narK//nrdB//hyfC//insK//ilvE//efeO//ydfK//waaP//rbbA//eutR//bglA//galP//ppsA//nadA//dgkA//lit//hemH//pyrB//araD//csrD//def//eutB//frdB//amyA//frlC//smrA//torC//yiaA//rplT//panC//mngR//lysS//prlF//yahN//modB//metQ//norV//aldA//torI//appY//garK//secD//mntS//alaS//ygeA//rutC//rffG//yrfG//modB//fumA//hemE//rrrD//mobA//tolQ//clpX//rplC//cysC//lpxH//ugpC//xerD//nadK//atpC//ynaI//csiD//borD//yegT//ldtD//iscA//yigL//fimZ//yafC//ldtE//ygcO//nrdH//prmA//cra//rhaR//glsA1//amiD//gadW//trpR//qseB//lpxK//fhlA//yebS//hyfA//atpF//glcF//hexR//yciT//ygfI//uidA//exoX//yadM//rclR//guaD//prkB//cysC//rfbC//yaiV//dgoR//lysU//bssR//flgM//nagB//dacA//ycbV//dgoK//ttdA//mdaB//dtpB//sufA//frmA//uxuB//deoD//mlc//yqeG//rpnD//fdrA//astC//rplQ//cysP//pbpC//dps//surA//bluR//paaJ//kdpD//emrE//nagK//ybcM//ydjL//patZ//dapB//gshB//cusF//torZ//yjgX//rsmB//tolQ//baeR//mlaF//abgR//dppF//gsiB//torI//mcrB//fliA//yfcQ//sdaB//leuD//grpE//insB-2//yghB//caiT//yihT//cysQ//lpxH//dmsB//ybbY//osmY//ydaN//ccmA//rrrD//tmk//oxyR//mnmG//ilvL//dxs//mdtE//hha//nirB//glpD//rpoE//ygbI//aroA//trmH//ybhS//glnH//sfmA//fixB//hokE//rlmF//rnlA//gspE//ycjR//paaC//pspC//yedA//rffH//lrhA//ycdX//asr//ilvI//csiD//ydcI//pgaA//tsaC//pdxY//ytfE//cusC//fruA//hdeB//xthA//ppc//dnaC//treB//appY//cdsA//matP//dgcT//mutL//lpxL//yhbS//nrdH//xylF//holC//mdfA//yadV//ftsY//atoB//btuE//ygeV//yhcN//nrfD//rusA//napF//ldtB//fdoI//rfe//nfsB//hemB//phnG//frdB//ihfB//yjiA//recG//prmC//ompG//ade//tatC//waaO//rffM//yidC//cdd//ycjP//gshA//ulaD//thrB//casA//puuE//iraP//gltX//srlB//dgcZ//grxD//dcd//mdtA//yijE//soxS//menE//ycaN//yoeE//tabA//ybjN//groS//pepB//nadA//rbsC//yajO//xapR//yceK//queD//tesB//bglA//yafS//sapC//pgsA//pheP//dgt//insI1//rpsR//ulaR//yibA//chaA//zapE//yrdA//narV//rlmN//ydeE//rbsK//gntK//mltD//puuD//aldB//deoB//ptrA//priB//rpmE//gmhB//sdhE//csgB//cobC//cheR//ybjI//icd//hslV//hexR//aroP//seqA//metF//asnA//argO//wza//focB//fdrA//gatY//hemA//amiA//intQ//ycfS//aroB//sanA//yqaB//leuS//ulaA//ccmA//rutA//pgrR//yddG//bglF//yiaF//frlR//pspA//ssuA//agaW//yhdX//argH//osmF//ttdA//yrfG//kbp//rlmH//gshA//agaW//ruvC//miaA//yhcF//dmsC//ybbN//tamB//glnE//lon//rutC//xisR//dmsB//cusR//acnA//araB//pyrL//lptD//metC//cpsB//upp//rplW//fepC//yeaE//fucO//dxr//purN//napC//uidC//adeQ//yihR//intE//hslU//clcA//intF//pspF//uvrY//pspD//fepB//nemA//yihQ//cusC//exoX//ccmF//lysP//potA//sdiA//yhjB//yiiD//gadC//hokB//dacC//rplO//hcaC//
GO_0006140_6	eptC//gloB//
GO_0006144_6	ybiV//motA//hinT//allC//flgD//lpxH//rhlB//mdtJ//yqcG//hupB//
GO_0006145_7	nrdI//ahpC//yfcQ//dhaM//
GO_0006146_8	rpsO//ebgA//
GO_0006148_9	paaB//
GO_0006149_9	frmR//
GO_0006150_9	mreC//
GO_0006152_7	secE//sdhB//ygfI//wecE//lhr//artI//
GO_0006154_6	livF//
GO_0006161_9	lepA//
GO_0006163_6	intF//aldB//sufC//ulaC//ispF//dgkA//potE//mocA//elfA//carB//nrdA//phoQ//araG//cbeA//lplA//ulaF//uacT//trpA//udp//agaC//fabZ//kefG//pmbA//fecA//uacT//iaaA//ftnB//trmD//baeR//arnB//cycA//prlF//narJ//yhaO//yadN//yhdJ//rspB//cspC//yghU//hcaR//uxaB//mcrA//ydcP//lldP//ydaN//fdhD//ybcM//zapD//yhcH//ycbX//yneE//ycjY//nuoF//hiuH//
GO_0006164_7	yebC//pyrH//lysO//rhtB//pspF//frsA//nuoI//lsrR//paaA//yjjB//eutD//adiA//yedA//yoaA//yahF//gcl//ebgR//dtpB//zitB//cheR//aroF//waaY//rpsQ//bioB//msrB//add//ugpB//yihQ//trkG//dsbD//yciG//alkB//xseA//ratA//murI//hisG//ubiB//narU//uidR//nfuA//
GO_0006165_7	fes//rpmC//yjgX//waaH//opgE//yibT//yjjQ//yfaU//rutF//rimP//efeO//ompN//hybG//thrS//exuT//hofO//dhaM//aphA//mdtB//
GO_0006166_6	ybhR//birA//
GO_0006167_6	dxs//
GO_0006168_7	yhdW//xisE//
GO_0006171_9	sapB//
GO_0006172_9	argF//
GO_0006177_9	ychO//cysE//yagJ//
GO_0006178_7	rhoL//
GO_0006183_9	hisB//
GO_0006188_9	yodD//yphC//malF//ydaC//
GO_0006189_10	mltC//emrB//
GO_0006195_7	smrA//puuP//
GO_0006203_8	rplI//katE//
GO_0006206_6	yhbS//yiaN//mobA//idnK//yqiH//rapZ//rayT//fiu//rpnC//glgB//dcuB//gyrB//puuE//basR//metE//cysI//ycaN//prlC//rplM//uspF//lptD//nagA//rluE//yfbU//arcB//srlA//
GO_0006207_8	eutD//gadC//minE//paaE//yciV//
GO_0006208_7	lipA//hybE//mgsA//gabD//grcA//qseB//tauD//sfmD//gapC//metK//tus//chbG//speD//
GO_0006209_6	puuP//
GO_0006210_8	arfB//
GO_0006212_6	zipA//uraA//dgt//dppF//dsbC//speC//yjeH//yhhY//rihB//ynhG//rfaQ//
GO_0006213_6	murE//rpmJ//narY//ygfZ//ycjP//torY//hypA//rclC//ulaB//dosP//gnd//mraZ//cheZ//sgrR//pntA//ygiS//
GO_0006216_9	smrA//
GO_0006217_9	fabH//
GO_0006218_9	glpX//
GO_0006220_6	garR//bioP//ccmD//ssuE//kdpF//rlmH//fecD//cydC//recQ//sad//yidA//yfhH//glyS//sgbE//thyA//nrdB//fepA//ade//sfmF//galP//
GO_0006221_7	mrcA//corA//trpC//bglA//ybdN//nuoI//hofN//kefF//radD//ygjH//yihX//yggT//gutM//
GO_0006222_9	proS//
GO_0006225_9	nth//
GO_0006226_9	lrhA//ubiX//
GO_0006227_9	mqsR//
GO_0006231_9	mlaC//
GO_0006233_9	obgE//
GO_0006235_9	aroP//
GO_0006241_9	prpR//
GO_0006244_7	yajO//rbbA//nrfB//fic//ydcR//ycgR//ulaF//
GO_0006259_5	gmhB//kduD//yahD//cmoM//srkA//yejF//qseC//dgoA//tmk//prs//grcA//csiD//yieK//deoA//caiE//yafO//yjiA//cusC//fadB//ompF//ghxQ//arsC//flgH//mdtD//rdgC//yohC//hicA//cysC//rplW//nuoI//ffh//bdcR//entA//purF//lldP//rcsD//yadI//metR//scpB//bacA//yciF//yfgO//lyxK//topAI//glsA//feaR//sdhB//hexR//ftsW//panB//glcD//hemG//uxuA//yjiA//mngR//rlmA//afuC//yoaA//sufA//wzzE//bcsA//zntA//hicA//ralR//apaH//yqjH//gadW//wzzE//ydaC//rseC//rplC//fucK//fadR//yqiH//sgcE//yciE//secY//dinD//priA//idnD//yhjV//alsC//glnL//hslV//arcB//sucB//yjiM//gatB//yceD//proQ//dppA//cusR//yjfP//trg//yiaU//focB//bamE//polA//nusG//csiR//add//pitB//rnc//uidA//grxD//yidK//sad//intA//ompC//ybeF//hemH//rimJ//dcyD//sgbE//aroE//tusD//znuB//sufE//intF//ymgC//oppD//yiaM//lpxC//murA//galS//ddlB//yihT//zapD//mepS//narU//rfbD//dtpA//lsrD//mnmC//murE//mdlB//oxc//gsiD//mtnN//lsrC//accC//gpsA//yfiR//rluB//hupB//rplJ//melR//mepM//
GO_0006260_6	gluQ//metR//mepM//dacA//kdpC//ybhR//bacA//fliK//puuD//uvrA//sdaB//yedF//maoP//luxS//grxD//ssuC//dcuS//fdhD//rlmM//hemA//tag//
GO_0006261_7	moeB//shoB//nagK//yjaZ//argD//gpmA//greB//dgcN//ypdC//trmH//allC//mnmC//
GO_0006265_6	aceK//yfdO//ybbW//rppH//cdgI//
GO_0006266_6	ydhJ//fbp//cysU//
GO_0006267_5	lysU//
GO_0006268_9	grxD//hcp//dnaK//
GO_0006269_6	rfbB//
GO_0006270_6	lgoR//astB//sixA//fdnI//ribB//holE//
GO_0006271_7	ychO//znuB//uxuA//
GO_0006274_6	speD//
GO_0006275_7	aas//chbG//hpt//rng//gspI//mraY//glcB//marR//aroF//
GO_0006276_3	modB//ydhC//hybG//prfB//srlE//osmC//lit//phoQ//
GO_0006281_6	nuoN//nuoH//ghoT//fes//gmd//envC//bcp//rpnA//hfq//rpsJ//bioC//yfdG//yihP//ygiS//ffh//metR//pitA//murI//fdx//potH//yfcQ//mntR//codB//sucD//yedF//mprA//dhaM//rbsB//nlpA//ariR//ltaE//yidA//mazF//ygcW//yfiF//melA//sufD//hokE//ybdO//ygbN//potF//hisM//moaC//sgcA//dsbA//ldtB//nanT//argT//kgtP//gspE//rcsA//selU//nhaB//degQ//cadC//
GO_0006283_8	relA//
GO_0006284_7	frdB//slt//trpR//chbF//csiR//patZ//
GO_0006285_6	yaiV//yggD//yfjR//queF//tsaB//
GO_0006288_8	pspA//ydcP//
GO_0006289_7	ppiA//yheT//
GO_0006298_7	hdfR//chiP//eptA//ccmD//greB//lipB//prmA//recA//yddA//rtcB//
GO_0006301_7	ivbL//recR//yieF//nrfF//
GO_0006302_7	ybhF//fdhE//allR//dapD//fucP//rplT//waaS//eutR//pgaA//
GO_0006304_6	hisF//cmoM//prlC//hisF//waaC//murP//agaW//cnu//torZ//
GO_0006305_7	ymfK//proA//lldR//brnQ//
GO_0006306_5	recX//glcF//ompT//proS//
GO_0006307_8	elfA//yoaA//rnc//ruvC//xapR//
GO_0006308_6	flhD//betT//cysA//codB//rseP//tgt//ftsX//msrB//kbaZ//tdcG//dinB//secD//
GO_0006310_6	cpoB//deoC//mngB//glnS//lsrC//prfC//fepE//ppsR//ttdR//hmp//lsrA//cysS//sugE//entD//ftsW//ybiO//acnB//mscK//thiI//insI3//lgoD//ycfL//yibA//focA//ccmD//dnaT//hypF//ynaE//barA//ycfL//afuB//epmC//ebgA//yfcP//yddG//ubiF//mltF//fepG//yraK//narI//eutR//alsK//queG//
GO_0006313_4	betA//rfe//fhuC//phoR//ileS//pspC//lolC//
GO_0006323_7	atpF//
GO_0006325_4	asnS//
GO_0006351_6	glcA//ybjG//rng//lolA//uspG//rlmJ//acpT//pepN//yebS//astB//psuT//dcd//polB//dnaQ//ydbK//rutF//frmR//oxc//yjcS//torY//ppk//alsK//rutF//nadC//rpmA//acpH//narP//phnO//rdgB//ygbL//pyrC//hflC//pflC//lldP//gpt//yjbE//lysU//pta//narI//ulaF//ycjD//srlE//ascB//ftsK//yehX//actP//flgE//ybiX//yqeF//rclR//ilvL//hupB//grxD//argA//rfaQ//uhpB//sapC//hxpB//asd//zitB//yrfG//yjjV//rluF//lacI//yiaU//yraJ//minE//mpaA//ilvD//queG//yghG//csrD//artJ//serB//mliC//betB//thiL//yihI//lsrC//paaF//psuG//eutB//xisR//glcF//rffH//lpd//lptB//fliT//idi//narI//yaiW//yehC//yjjU//tcyN//btuC//rlpA//hisC//rnb//rpmG//decR//yihP//ihfA//folM//cdd//nrdG//ycjW//fpr//leuB//mlaB//yqhD//lsrB//ydfD//ddpX//arnT//lit//mltF//mak//mioC//ygiB//
GO_0006352_7	glcC//bamA//mrcA//hyfR//
GO_0006353_7	dxs//patD//
GO_0006354_7	uhpA//emrK//hscC//
GO_0006355_7	tdk//cheA//cho//wzb//cmoM//leuS//yifB//fadR//ydcR//csgA//ynjD//htpG//leuB//iscR//fliA//lldP//spoT//lpxM//abgA//hybC//yphC//ulaF//araD//mlc//narH//otsA//pgi//spoT//lptE//yobA//yahO//def//slt//dgcZ//yhcF//fadK//speF//glmM//sdhD//artM//zinT//frvB//lysO//ygfA//fpr//cobS//hyaD//hchA//gstB//rhaT//cedA//cusR//gadX//hcaF//matP//yahK//exoX//rfaH//glnP//pgaC//rsmC//narI//yagI//spy//topAI//malP//motA//yadC//sbcB//yahB//yehT//groL//truC//yadV//yahI//hinT//nagA//minE//groS//bglH//rhaM//dnaT//argA//betI//upp//ydfG//yqiG//ebgA//bluR//elfG//hokB//caiD//mipA//maoP//iaaA//mtr//lacZ//cysK//yceD//argR//uhpC//acrD//eutD//prpC//gnsB//tsaE//hcaB//osmE//recE//dedD//hisF//garK//ccmF//ppsR//emrE//entS//hpf//caiB//ybjI//gspI//ftsZ//pta//entD//icd//nrfD//zwf//mdtJ//yibA//xseA//yoeB//yccA//hipB//xapR//cyoA//tisB//ybaK//murJ//ulaC//dgcT//rfbB//yciF//norR//dcm//fadB//uxuB//potC//nudG//def//ispA//yjbF//rpsQ//mpaA//arsR//rfaH//argF//clpA//sucD//nanT//zur//ymgC//cas1//garL//ampE//fliM//mdfA//ttdA//nsrR//bssS//bhsA//mutL//trxA//ssuB//priC//mug//kup//cdsA//rplW//cbtA//selU//menD//bamD//radA//pinE//dfp//entB//aceK//yddL//casA//ypjD//dxs//rplW//entD//murR//rpmB//mtlD//patZ//yihO//yhbY//rclA//lpoB//queF//hofM//rlmH//umpG//rhaS//thrS//dcuA//ompC//pldB//ftnB//caiD//yggF//ydfK//bcp//fbp//xdhB//hslO//mcrB//glcE//ykgF//ilvE//fdnG//ispB//ydiO//nfsB//marR//glnK//ispG//hslR//ybbY//cpxR//ruvC//mrr//malZ//frdB//glgS//hemL//ssb//mdtO//dppA//ybgQ//garP//pepB//fpr//yhaC//lit//mreC//insK//ssuC//mutM//frlB//ybhS//mnaT//sgcR//folC//mhpA//cheB//malP//tilS//tnaA//crfC//
GO_0006357_8	ydaV//
GO_0006364_9	yjjX//oppB//ddpX//ilvI//setB//aldB//hyfR//ydcI//nagD//ybcQ//thiP//rpsR//clsA//gsiA//fadH//dgoT//lptC//rbsD//lldP//ygjK//proX//cobT//yieK//yiaA//rpmA//yfeR//yejF//mcrB//arnA//menD//tmk//rplW//arnD//sutR//mscL//yejF//iap//rhmR//dtpA//maa//mrdA//rdgB//yiaO//
GO_0006378_8	hybF//pepN//
GO_0006379_8	cdsA//
GO_0006382_8	yghG//
GO_0006396_7	ompA//phnC//nirB//atpA//rfaE//rof//dnaQ//atoS//rplS//ymgF//fetA//gapC//cheW//rppH//lolA//yafN//yebQ//dusC//pstC//ynaE//hpf//nuoF//gadA//cydA//cysB//kdsB//yjjB//ydhC//yciV//dinG//dgoT//elaB//glpB//zapD//hchA//rclB//ybiY//rzpD//nanK//cpoB//cusS//yaiW//apt//yfgO//ibsE//metH//gcvA//ampE//rnhB//mtr//yaaJ//hicA//dinD//hokB//csgB//rpiR//tpiA//dhaL//entD//dnaA//oppC//rayT//sdaC//codA//ligA//recC//dcuS//mscK//entS//queC//feaR//lysO//ftsL//iscA//uraA//hcaD//ttdA//lamB//atpE//msrC//gmd//hofN//ada//lysA//glnH//nanK//ldtA//rutG//mglB//ybcF//yejF//yjbH//yidL//trpB//dapB//yeiG//argE//dnaG//bssS//phoU//elfA//rpoE//
GO_0006397_8	yggD//yhhY//yiiE//
GO_0006399_8	gatY//purL//chbA//qseB//caiE//kdsB//tonB//fecA//tnaB//pntB//ung//ypdC//udk//agaI//der//dapF//spy//hisF//ispG//ugd//nhaB//yccX//trkH//pyrL//trmB//fucI//pgrR//rof//dinD//fadI//lsrG//hofC//guaC//feoB//sdhE//gspJ//metR//intQ//yjjQ//tufA//ynfE//dmsC//pagP//xisR//sfsB//ygiS//pckA//phoP//rbn//dicB//pyrL//yccA//yqgF//tamB//baeS//yaiV//panB//potI//fimG//seqA//pheP//gadE//leuO//sstT//rraA//cysD//rzpR//dsbG//sapF//nuoM//frlB//uidA//rna//ahpC//yidA//dcuS//betI//malP//waaH//dgcN//yjiA//trkH//
GO_0006400_7	waaP//cspA//cspA//ldtE//rplJ//tar//rep//yccA//hokE//insI1//cnu//rsuA//argF//fadJ//yrfG//ybiX//cdsA//frdD//mltF//bioP//dppD//hycI//yphD//opgC//ubiB//feoC//ggt//ybgQ//ydcS//yfgI//ghrB//cydB//rimM//ruvA//glnP//hflX//rppH//murQ//sapB//putA//mlc//lapA//argF//metI//yeeO//oxyR//betB//arsC//lptG//
GO_0006401_6	paoC//yjbG//dcd//agp//arsR//ygaZ//ygfX//fiu//rcsC//xseA//srmB//yjhP//mmuP//ugpC//nanK//tap//rbfA//mdtN//rlmN//frwD//uxaA//dsdC//
GO_0006402_7	cobC//recX//bdm//bioD2//uhpT//purU//nikR//rne//flgA//rpmA//prkB//
GO_0006412_6	tig//pcm//cobB//ydiO//ybiY//tufA//sdhD//uvrY//yejA//yfbV//yfgO//alaS//yadG//ybiH//pepA//nuoM//hsdR//bsmA//fryA//gcvT//araG//ftsX//sdhE//nikB//ulaE//tusD//ompL//cfa//elfA//ycfJ//pepT//tdcD//lgoT//shiA//yafE//yfbR//yohD//yoeE//ydcR//trxC//degP//yafE//torY//fliK//ytfP//aqpZ//gstA//dnaT//opgG//elaB//yejF//
GO_0006413_4	erpA//nikA//kdsB//
GO_0006414_6	yjjG//gcd//pnuC//mlaB//hemD//frr//groS//sbcD//bamD//
GO_0006415_7	mgtL//lpd//feoB//dmsA//pldB//aroE//rimJ//
GO_0006417_7	rsmE//exbD//mpaA//araC//ydcS//mhpA//mnmA//yqiH//eamA//yjhG//yfeW//aer//pstS//torY//pflB//rhtC//btuD//evgS//dacC//sohB//sfsA//caiE//ygcO//gltS//feoB//glpD//artJ//sfmF//umuC//pgrR//yhjD//folE//yhjX//yqiI//mrr//skp//oppC//tauA//pflB//
GO_0006418_7	gcvR//der//tehB//yehU//nrfD//gadW//galU//fetB//gatA//ycjU//ilvI//alaC//prpD//fhuD//ftsH//fdhE//yebC//pyrH//rhmR//mepS//rluF//pinQ//kdgK//htpX//kdsA//
GO_0006419_8	yghU//
GO_0006420_8	yoaA//
GO_0006421_8	amyA//
GO_0006422_8	rplB//
GO_0006423_8	tusE//
GO_0006424_8	rtcR//psuG//
GO_0006425_8	mdtJ//
GO_0006427_8	ispU//
GO_0006428_8	tatC//
GO_0006429_8	yhcN//
GO_0006430_8	citG//nrfF//
GO_0006431_8	zntR//
GO_0006432_8	rbn//yohD//
GO_0006433_8	infB//
GO_0006434_8	pspF//
GO_0006435_8	tap//
GO_0006436_8	pepB//
GO_0006437_8	mrp//
GO_0006438_8	rhaA//
GO_0006446_8	pgm//appY//yiaU//pdxH//gapA//cas1//clpB//
GO_0006448_8	ychF//eamA//dnaE//chaC//ldrD//
GO_0006450_4	aroK//ybaK//ycfH//ybbY//paaB//mraZ//gstA//hemG//uhpB//mioC//
GO_0006451_7	rmuC//
GO_0006457_3	rsuA//afuB//yhjR//lolB//mltA//mdlA//deaD//lsrB//cysQ//cedA//fucI//kup//hicB//mlaD//rihC//zipA//caiE//yqeA//lptD//ccmH//rhtB//argE//rluB//sdhE//hemF//asd//yjiA//eco//ypdI//yaiP//mntH//flhE//ftnA//dut//lysC//speG//ybdM//cedA//nuoE//osmF//
GO_0006458_4	hupB//hyaC//xisE//flgA//sfsB//nrfA//nlpD//ftsX//
GO_0006464_6	yafE//xylH//rfbB//argI//dxs//moaE//phnH//gadC//rpmA//lsrD//ppc//gntU//ugpA//yhbO//glxK//mgsA//rarD//nuoL//bamD//mdoG//atoC//yphB//sulA//maoP//hisI//ygcO//mdtF//thiI//yneL//hypC//pncB//cheZ//glcF//yjiR//osmC//chpS//rayT//ygfX//waaA//ibsD//groL//ompW//intS//rhaS//rseB//moaD//rlmI//bcsA//gadA//fhuF//rmuC//yibH//gcvR//lpxP//btuR//yaiV//ribA//cspD//pitA//fdnH//yciH//lexA//pflA//mppA//queD//sodC//dpiB//pinQ//trpR//pal//yqiH//mnmE//adiC//rbsK//pheA//rpnC//mdtP//xylE//purF//mhpD//dctR//gltK//hda//ftsE//ariR//torC//zntR//tdcC//baeS//adeQ//rsmA//erfK//ecpR//cdd//ptsG//speA//yhjV//paaC//ghrB//nac//melB//nudC//yahN//rpmH//sufS//ybgQ//speE//setB//yejB//rimM//yggN//ssuE//bepA//galE//ygcW//potC//yqcG//lsrB//mltC//ispA//trmI//phnL//sbcB//ybiY//pdxK//rnr//appY//intQ//lgoR//aes//fruB//kdpE//era//nrdH//sodB//dmlA//nagD//cysK//yjiM//dgoR//nrdA//lsrG//
GO_0006465_6	aroF//pck//caiT//
GO_0006468_7	hypD//yfeX//accD//lpxP//araC//dnaJ//araF//yfeX//uspG//acpT//ygeX//ssb//uvrB//sdhC//hcaT//rutA//nagD//yccX//ybhG//tktA//otsA//exuT//minD//thiE//yhfS//rutC//fdnH//lpxP//cmk//ghxP//gspF//aroL//degP//proV//guaC//cydB//ybaK//srlB//argH//ydeT//shoB//ompR//ybhS//rplS//rbbA//ydjJ//pck//cspB//yjiA//mltC//frlA//yfdS//cra//
GO_0006470_7	pyrF//tpiA//ivbL//casB//ssuB//dgt//elfC//waaB//ybhJ//rmf//uidA//ypdA//pyrE//yghG//speF//glcA//
GO_0006473_8	dapF//entD//uspG//fdoI//glpF//glnH//ybiT//gsiB//chbG//rlmM//dppA//nuoB//
GO_0006474_6	rluC//lnt//manX//ilvC//elaA//
GO_0006475_9	leuA//ppk//
GO_0006476_8	rhsD//yidC//waaU//
GO_0006479_5	fes//yggW//bioC//rhlE//tdcC//pphB//ilvC//gmk//
GO_0006480_6	dsbG//
GO_0006486_5	rplT//
GO_0006490_5	csrD//
GO_0006497_7	flgD//
GO_0006508_5	ybiT//proC//yhfK//purB//yqcC//mtlD//rlmG//gatB//fcl//recB//fbaA//gluQ//murF//ydcI//hprS//menB//trpA//luxS//pcnB//dtpA//rpoE//crp//pykA//mepH//rpmH//tyrR//sapA//ruvB//ymdB//yqiI//otsA//pabB//pepQ//yeeY//rspB//sppA//srmB//fabI//pspC//fabH//ebgR//otsA//rclC//aaeR//tatA//guaA//ybiH//rplB//fryA//recE//mhpB//sapA//wcaJ//ymgC//yiiE//
GO_0006515_7	ymgA//aroL//mhpD//metQ//
GO_0006517_6	crp//smpB//dpiB//mrcB//
GO_0006518_5	cecR//fucK//rbsB//opgH//ydiK//yhhY//ynhF//pgaB//yfdR//cysD//cas2//yehY//mntS//deaD//nusG//msrQ//leuA//msbA//lpoB//cusC//cyoB//rayT//metH//ccmD//rnhB//cas2//umuC//narP//yciA//yjiY//glpX//ilvL//katG//ogt//fre//tktB//setC//clcA//yebG//pntA//crl//maoP//tauB//elbB//appB//xapA//yghW//hisD//rluE//thiI//hldE//trkG//lpxB//flgJ//ansA//ada//mdfA//mntS//cydB//rna//nirC//fcl//rplF//yqjH//glgC//yfcU//tcyN//ydhC//ulaB//yfdK//clsC//yiaL//yggD//mdtJ//tauB//nagA//proQ//
GO_0006520_4	oppA//trxC//dmsC//rna//yhbO//priC//sufB//yfbR//sgbE//ybcF//bioP//ibsB//cyaA//ibsA//hofM//bdcA//sbcC//murG//rpsP//yphF//argC//bamA//metL//frmA//melA//narZ//xylF//psuT//dsbD//mdoG//ydaC//rplY//asnS//rfaB//pyrE//nikR//cycA//hypE//kgtP//ytfQ//glk//nadD//bsmA//yciK//tyrA//mltD//hcaC//infC//fbp//ddpX//proV//entD//psd//ccmD//astB//agaI//yjfF//uvrB//caiB//hybB//yfhM//srmB//nadB//fruB//waaH//yraJ//atoC//sixA//prpD//ydcS//spoT//ybgQ//zur//dgcE//hupA//rcsA//hokE//yddG//holD//parE//cueO//aphA//rsmB//vsr//malZ//rpoA//purT//clpA//iscU//ycjD//waaU//hisF//nrfG//dicA//guaB//rzpD//fkpA//pgaD//tadA//puuR//yodD//tas//fdnG//dadA//rplX//cbpM//bepA//ftsN//nikA//osmY//hofM//mlaF//ybaT//arcC//nfsB//lptA//uof//iscX//metC//rfbB//ycjY//tufA//sgbH//solA//rffC//yafN//bfr//map//ybjC//citX//rlmL//mdlB//prpR//ygfX//galF//cutC//ugpC//rhaB//maeA//gutQ//aroG//narI//mdoG//yghG//amiD//zwf//mqsR//fkpB//truD//ugpC//rlmI//eutB//caiT//nanK//dgcN//elfG//narZ//yjjW//yehU//sgcR//rpmF//yihO//csiR//acpT//pgi//cyoC//rfbX//ykgA//yajL//lpxD//ydiF//argF//aroK//dfp//dgt//icd//lipB//gatA//yaiW//hslJ//sapC//yagG//fes//yedP//rpsL//dgoD//flgF//gpsA//bioC//cyoD//pdhR//mug//kdpD//ydiK//mdoD//mrcA//glnL//ygjK//ycaO//nrdE//hxpB//mqsR//
GO_0006521_6	fmt//yccS//panF//
GO_0006522_7	rdgB//relB//mntR//carB//ulaA//talB//envZ//
GO_0006523_8	xerC//bisC//feaB//entH//
GO_0006524_8	ybaT//crp//basS//
GO_0006525_7	yraI//ftsQ//hxpB//glcD//secF//cusC//mdtJ//rppH//sspA//amtB//tolA//rpsS//lepA//ybjC//gmd//potE//gltL//gltB//recD//ldtA//rclR//
GO_0006526_8	yijE//atoC//yjiQ//mlaE//mhpR//rbsC//hxpB//dtpC//narH//btuD//lptC//ydhQ//alr//
GO_0006527_8	cysI//argR//sdaB//rpiA//fimC//ftnB//ynhF//wcaC//dxs//
GO_0006528_6	hokE//pflA//cysH//ydfH//
GO_0006529_7	mcrA//gatZ//
GO_0006530_7	focA//bisC//
GO_0006531_7	osmC//efeO//pgaC//ydiQ//wzyE//sufA//ydiO//leuS//
GO_0006532_8	narZ//kdpD//
