#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lsrD//yjeI//yehY//nrdG//
GO_0006139_4	xthA//narW//yfhM//aceA//yjjG//murF//tabA//azoR//ibsB//accD//yhjA//trkA//clpA//csrA//allD//mdtN//lsrD//gadE//hypD//cbl//trmH//yaaJ//rpoS//mlaC//ydiQ//chaC//yhaV//bluF//exuR//malE//yefM//tauA//hybB//thiI//rcsC//yehT//cdsA//ribA//casE//pgpB//zinT//thrL//hipB//lit//rpmJ//pppA//sbcD//hexR//potA//kdsD//higA//secY//ccmG//yhbY//lsrC//yhhT//ycgV//curA//accC//ynaE//bglB//bssS//trpB//cheW//mdtD//pbpG//arcA//rpmA//dgoA//rffG//secB//lysO//dcd//hxpB//mltC//ileS//ygiB//acpP//sfmF//insK//preT//yddA//yfhM//cydC//yqgF//hyfF//dinD//flgD//ycjR//rapZ//ypdI//hemH//aroL//mltB//rpsD//aroF//oppA//mnmA//sppA//leuC//yfgO//rclB//sucD//cutA//lptE//eutA//ptsG//glgP//hypT//fimA//araC//sdaA//rlmE//srlE//cspB//baeS//yjbB//ykfM//rclB//rpsR//cheZ//tcyJ//ftsQ//uspB//puuE//mrdB//folC//deoC//deoB//ompF//alsC//trpL//wzyE//lgt//mazF//elfG//lsrA//dpiA//yciK//cdgI//yejF//truB//opgG//zipA//ymdB//pitA//rpsR//ascG//lptB//gsiD//relA//ygjH//cysS//speE//xanP//efp//aer//appA//eptA//yihX//hofM//yejB//mog//ltaE//flgB//htpG//cbpM//speC//pgsA//yhjD//comR//secA//yebZ//cusC//fabD//rutR//yjtD//feaB//mdtN//acrA//gltL//tomB//mhpR//epd//ampD//narL//kduI//iaaA//ulaA//dgoR//hybG//rhaT//rpsH//yjjW//narW//yeeY//dnaE//secM//yfcA//hisB//insA-2//diaA//rpsT//msrC//cheY//kefG//nadD//ynbC//hemA//mdtO//asnB//yqaE//yidA//abpA//wecB//waaU//exbD//rhsD//gcd//holD//fbp//ppiC//lsrC//dppB//lldD//atpH//hisB//rpmB//garD//secD//deoR//lipA//tmcA//tdh//nrdR//gcvT//symE//gadX//mmuM//insA-2//curA//murC//pitA//ydcR//adhE//ugd//ushA//tsaB//flgI//yraN//paaB//pheA//helD//afuB//tag//gmk//cnu//yihT//yciE//gyrA//yidD//ybgP//mltB//ssuE//umuC//mtnN//sfmA//dsbC//pheS//fimZ//phr//puuB//mtlD//lhr//kefB//mhpC//cpdB//tilS//rayT//purA//xthA//ppsA//ybaK//ydiO//hyfF//yihP//creB//hokB//ycaN//lolC//hemN//yjhG//ispG//pyrD//sufC//setA//ogrK//yqjH//pckA//ycjQ//recF//trg//rrrQ//ycfS//tusE//mtnN//hha//hrpA//ybcQ//holA//uup//rihB//wzyE//kdpD//hyaD//fepA//lexA//ppk//yfcR//wza//surE//fau//cfa//yaaA//ppk//yagG//aroP//ybjX//xylG//mntS//ulaF//yejF//mdh//ushA//mliC//arsB//tisB//aroK//tsaC//bcp//iraM//zapC//gpr//yegD//dgcQ//nrfA//fkpB//treA//yiiE//yibF//uvrD//ykfI//rplD//csgB//pflA//ygcR//yeaK//hcaR//yphC//ribA//cyaY//tamA//ybiS//ptsN//dacC//fruB//csgD//emrY//nanC//gatA//yafC//rpsH//sucB//dnaG//yhdW//hcaT//rsmG//dgkA//ddpA//fre//tolB//iscS//rutC//glpR//rffC//rrrD//ybeQ//ytfE//mtlA//lsrK//dcuR//rpsD//lolB//rluC//abpB//yggD//accD//sfmF//ybiY//paaE//yidQ//topB//acrB//aroA//pitB//rcnA//yajL//lpxH//basR//pheS//ytfR//cheW//gltP//lptA//dtpA//csrD//pepN//yaiV//nuoI//nepI//yciF//yfdS//yneJ//sbmA//znuA//yafN//yccX//crp//wcaC//rpsB//ygfA//xapR//argE//araB//gatA//yfeD//soxR//yggW//fdnG//fabD//pepD//citX//rapA//ilvI//ygbI//chiP//kefF//mtlA//dmsB//gatC//livF//yjaA//norW//lrhA//waaA//glpA//yfiC//dgcZ//yhcN//nfi//astB//mglC//gph//dkgB//aroB//leuD//recD//gspI//ispU//fimB//yfdK//emrK//phnP//yaiW//ybhJ//eutN//mipA//ydiO//nadK//ybiI//manZ//abpA//ybjG//ackA//gadX//trmJ//ymfK//pbpC//hisP//yfgO//ytfR//mdlA//deoD//ycgR//csgA//astC//modB//hisG//waaA//cca//corA//trmO//rho//miaA//rluB//rbbA//garK//sgcE//rplL//rcnA//garD//lldR//glcC//trpE//yiaJ//intQ//mdoD//mliC//prc//dtpA//opgG//napF//glyS//csiD//feoC//csrA//rfaD//lptE//ddlA//btuF//pyrD//feoC//thrL//tktB//tsaD//poxB//fadK//yahF//tsx//rnhA//tqsA//adiA//dkgA//uxuR//arnD//topB//acrA//ynfF//der//artJ//iraM//malX//alkA//ndh//tgt//yohD//ppsR//mdtK//fliS//tig//plsX//ampH//ygbN//birA//deoB//iraP//ycbX//pnuC//ibpA//rimK//frsA//puuC//aspS//thiI//elfA//mgtL//mdtM//btuD//ldtD//gabD//dmsB//dacB//rnd//cpsB//cyaY//fiu//xapR//hybG//dgcQ//hisD//yegV//hybG//sdhA//ompW//entE//kdpF//tdcG//mdtP//ttdB//fucP//yedF//metN//copA//ypjD//ypdA//sutR//ssuB//edd//nuoN//atpF//recA//idnT//deoB//
GO_0006140_6	trpD//frlB//
GO_0006144_6	yahF//yahB//aroK//apt//flhE//fumB//yihR//bluR//mnmG//ycjP//
GO_0006145_7	rrrQ//cusR//thrL//ftnB//
GO_0006146_8	astC//bdcR//
GO_0006148_9	ruvC//
GO_0006149_9	iraD//
GO_0006150_9	cmoM//
GO_0006152_7	ybbN//dsbA//malE//cmoB//hns//dmsC//
GO_0006154_6	efeO//
GO_0006161_9	mhpD//
GO_0006163_6	rplY//borD//accD//sufE//zapD//sdhC//fpr//cyaY//rlmB//bamE//rffG//murQ//phnC//cspD//mocA//ymjB//melA//oppA//ydeM//ybjL//yehX//folE//mlc//atpE//ypdC//moaB//fic//xapA//rlmB//iraD//ynfH//yiaB//ilvD//elaA//ybdO//osmC//mdtO//dsdX//aslB//pdeK//arnD//tcyL//pck//nlpI//yddL//rmuC//yieK//mreB//qseC//yhjG//sgcX//greB//yifB//waaQ//
GO_0006164_7	argI//qorA//relA//crfC//yedA//ygeX//cbrC//nfuA//glmM//purL//hypB//arnE//mdtO//dinG//fixC//rplF//thiH//hemC//patA//ubiH//ubiX//yjhB//narI//narH//lsrG//cheR//uxaC//hmp//rutC//recC//ydhQ//nupC//cynX//ycjP//umpH//phnC//fliZ//roxA//mdtC//lasT//
GO_0006165_7	atpF//cyaY//yegV//ssuC//mltC//dmsB//gadA//metH//polB//yjjI//yjfP//fliM//trmL//ansB//rna//ybiW//viaA//emrB//tmcA//
GO_0006166_6	gntU//opgG//
GO_0006167_6	fimZ//
GO_0006168_7	uxaC//sufD//
GO_0006171_9	aroG//
GO_0006172_9	wcaB//
GO_0006177_9	clsA//hyaA//umpG//
GO_0006178_7	selA//
GO_0006183_9	pabA//
GO_0006188_9	yqaB//ghxQ//clcB//mltA//
GO_0006189_10	rcnB//rpoS//
GO_0006195_7	ybhP//efeO//
GO_0006203_8	srkA//patZ//
GO_0006206_6	znuA//dbpA//dsdC//oxc//fliK//yegT//opgH//potA//ppk//cnu//ccmC//mrp//hinT//secE//sgcC//gatA//erpA//yfhM//rapA//crcB//allR//rpoA//ycbU//glnK//yjjG//degS//
GO_0006207_8	lolE//glgP//malZ//yahB//yqeG//
GO_0006208_7	yfeX//dhaK//ybfA//maoP//ltaE//suhB//hyaA//waaY//yiaM//moeB//tldD//yfjV//idnK//
GO_0006209_6	plsX//
GO_0006210_8	yebS//
GO_0006212_6	araF//yacG//aroH//rstB//cpdA//yqeA//chbF//bioF//trg//cirA//thiH//
GO_0006213_6	mrp//ybcL//abpA//ycaN//waaP//oppA//polA//rplQ//thiC//tsgA//rplB//oxc//fetB//gabT//moeB//panD//
GO_0006216_9	nanE//
GO_0006217_9	yddG//
GO_0006218_9	cvrA//
GO_0006220_6	aspA//cusS//menH//pgpB//solA//fdnH//lsrR//pyrG//sspA//sapB//yghG//dinJ//ompN//sppA//yehW//ytfE//hycB//yifB//diaA//yjhG//
GO_0006221_7	fepE//uxaA//waaP//yfjV//fdhF//hyaD//gatZ//dppA//zipA//puuR//elfD//fes//aroA//
GO_0006222_9	sgcX//
GO_0006225_9	zitB//
GO_0006226_9	flgH//yefM//
GO_0006227_9	dacD//
GO_0006231_9	lptB//
GO_0006233_9	rfbX//
GO_0006235_9	nrdD//
GO_0006241_9	ugd//
GO_0006244_7	ycaO//marR//dcp//yegS//prmB//sapA//argO//
GO_0006259_5	waaS//treR//mcrB//prpB//gadX//gyrA//ydgA//entC//ubiB//rstB//recJ//chbA//mrdA//creC//glmS//ydiO//ascB//ibsB//rhaA//ybbY//fkpA//fepB//ykfM//araH//mazF//metF//yadC//skp//dcp//hisB//entE//fimE//ilvN//insH-5//mltB//thiG//folX//nirB//metI//yafO//eco//rnt//ubiE//queE//yjiY//mrcA//secA//lepB//csgG//pyrF//malY//rodZ//cstA//pgrR//rsmE//yjjV//gatB//deoC//sodC//yagI//yjiR//sufB//rpsR//prs//flhA//mdtE//pepA//ubiF//rutG//mutS//dsdX//waaC//ghxQ//yfgI//pdeR//dhaM//infB//fadJ//oppB//blr//chpB//gpp//caiD//dhaL//dcuA//dnaT//ftnA//panD//yjiQ//ppx//murB//fklB//fdnI//iscR//yneL//feoA//hscB//yihS//ybjX//sucB//bcp//rfaD//ndk//yhfK//mazF//yhjX//mdoD//phnG//ribB//dcuD//malZ//manY//htpG//yjfF//narW//wcaC//alaA//rarA//mepS//metI//hypE//fadJ//rfaG//pyrG//sodA//yihI//speB//lldP//lptE//blr//melA//menC//ushA//tolA//yhhT//ygaH//afuC//rimL//rraB//alaC//zraS//yidR//insH-6//puuE//fimI//frr//ydjK//metK//
GO_0006260_6	ycbX//tgt//clpB//higA//marR//def//yfiE//hofC//bolA//tabA//hisI//argC//sseA//alr//ydhK//eutB//uvrA//lpxH//codA//mmuM//yeeO//
GO_0006261_7	cas1//dedD//rssA//yhjA//cmoM//yghG//cusF//yehY//pstS//crl//yjbH//mdtA//
GO_0006265_6	rpmB//hslV//selU//pth//prfB//
GO_0006266_6	mrr//yaiP//puuR//
GO_0006267_5	yceO//
GO_0006268_9	lon//rnc//truC//
GO_0006269_6	aidB//
GO_0006270_6	ompN//rcsB//yfeR//atpC//oppD//yddM//
GO_0006271_7	gadA//aaeA//hypB//
GO_0006274_6	ycbB//
GO_0006275_7	glnS//yeiE//trpR//ygiW//oppD//fdhE//aspS//idnD//rhaR//
GO_0006276_3	puuP//epmA//ompC//degP//carB//yadG//sppA//tehA//
GO_0006281_6	def//trpA//bglX//mtgA//polB//gsiB//sapA//skp//lacI//mdlA//ybaT//ybcM//recX//rffG//hsrA//ansA//zraS//adiC//chbA//cysZ//mhpD//potG//zinT//mtlA//nrdE//hofP//proS//manX//galT//nfi//frmR//valS//preT//flhA//gabP//agaI//yfeO//pheA//yfgO//ccmC//pspG//emrK//yjbG//xseA//lsrC//rutE//udk//bssR//ivy//hisA//yqiJ//ibsD//gntP//nagK//tsaC//
GO_0006283_8	ispB//
GO_0006284_7	lgoR//mntP//fdrA//galT//cbrC//yhbS//
GO_0006285_6	murR//insI-1//dpiB//yfdG//yagE//
GO_0006288_8	copA//guaD//
GO_0006289_7	maoP//gfcE//
GO_0006298_7	tehA//yqgF//aslB//nagK//recT//agaC//yjhB//selU//ynfF//cas1//
GO_0006301_7	cdd//xylE//ykfM//ymfA//
GO_0006302_7	nrfD//pheM//moeB//cobC//dhaL//gluQ//eutD//yjbE//yjbG//
GO_0006304_6	gltK//hslO//cobS//oppA//eco//pepA//xisE//sfsA//fecD//
GO_0006305_7	ybiS//ubiE//nfsB//tqsA//
GO_0006306_5	ydfG//rffG//yiaM//rsmH//
GO_0006307_8	yihL//csgB//alr//phnN//ybaE//
GO_0006308_6	ftsH//cyoD//sugE//cheR//kdgR//tsaD//ptsH//yfcR//paaZ//ydiF//rclA//dapB//
GO_0006310_6	allC//gadW//uspB//alr//fryC//mdfA//rsmA//thiC//ybbY//infC//nrfE//rbbA//secF//proW//sodA//rbfA//udk//yejE//ygeA//hisA//araC//hybB//cyaY//arsC//mocA//ybbW//sdhB//purU//paoC//sfmD//ssuA//holD//yehP//yciV//yiaM//kdsC//amiA//tsgA//hsdR//dnaJ//yfaV//yigB//rfaG//
GO_0006313_4	rplI//nikC//hdeA//fecD//bcr//wecB//ydcI//
GO_0006323_7	insI4//
GO_0006325_4	deoB//
GO_0006351_6	folE//yafE//bglH//atoC//hdfR//insI1//basR//lpxL//dcuR//sdaA//waaJ//pspG//mscM//yiaF//ghoS//bamE//waaB//hisH//yfaU//ade//yiaF//tauC//ftsX//ilvC//cho//dcd//kefG//aslB//bssS//ygfX//dmsC//nrfE//speE//rpmC//chiP//waaP//yjhH//wzb//ubiA//yhhT//nikA//cspB//secD//ubiG//alpA//iscS//waaS//thrL//pepD//amtB//grxD//mdtM//recB//opgC//dgt//bglJ//ldcA//zntR//xylH//fadK//uspB//bfr//yebZ//pdeF//yggF//fis//cmoB//dgcT//ycaO//yhcN//groS//dsdA//lolE//hyfA//gatB//ompW//ddlA//entA//artM//ybhR//pncB//bglH//ybeY//bdm//rpmE//ampG//citT//rpsO//yiaJ//hybC//thiE//frlC//manZ//srlA//yhcN//trpD//wecC//xanQ//ompA//trmA//sufD//ycjR//hprS//nagK//entB//mntP//yceK//rhlE//pth//yhjX//cbeA//ispF//argG//yobF//yhdX//phnN//dhaM//ydfD//dgoT//
GO_0006352_7	map//suhB//patA//patD//
GO_0006353_7	dapD//yciE//
GO_0006354_7	rzpD//moaA//yjjV//
GO_0006355_7	yciV//ynbC//ybcQ//lsrK//artM//lolE//nudB//trmH//ynfE//rrrD//ssuD//narI//rhsD//potG//ygcW//fre//dinD//yejB//greA//fdnH//hypC//tdcE//ubiB//ydiB//paaX//deoA//uspE//lpxM//yjhP//mliC//phnN//ydeM//ptsG//ade//asnS//yhaO//ulaR//lsrG//ycjY//eptA//dmsA//rhtA//ydjK//cysS//lon//fic//aslB//yfdK//kdgR//elfC//acpT//hscA//ldrB//insK//hemL//hscC//yqiI//hns//yajO//gsiD//zntA//phr//cpxR//narH//murI//ldtA//ftsZ//ydeO//mtfA//bhsA//waaC//yieH//adhP//artJ//ydfH//sucA//dicC//hypC//livH//ydiO//ygfI//dld//nlpA//yadG//yhcN//fumB//nupX//ydfH//ygjR//yebC//ompT//yphF//malE//waaG//cynS//ybdN//fis//phoB//treA//cyoD//mreB//narQ//allR//gadW//hscB//idi//zapA//argE//mdtF//hdhA//opgE//fadM//dcm//sgbE//mscL//pdeF//glnD//tamA//pflB//guaB//manX//rapZ//mdtI//prpC//pheA//lptD//dtd//atpF//secE//adhE//caiB//ydeM//yefM//patD//ulaA//fabD//cysG//murF//rpsB//ubiH//gmk//cyaY//accC//yfjR//cbeA//gltI//mmuP//rhaS//yhcD//purN//ybhS//sbcC//csgF//yfgO//fliZ//envY//tsgA//yjiY//norW//xanP//arnB//yqeF//tnaA//iraD//mepM//udp//arcC//rcsC//rimM//yhcH//mglC//lpxB//ackA//minC//yeaK//hinT//yjiA//lysP//hcaR//trpD//yjbF//garD//xanQ//casC//symE//sfmD//glnD//rsmD//narP//frwB//cspA//rplC//baeR//fadD//ygeA//ypdB//yjbG//galE//yadG//pdxJ//dppD//serB//ubiF//sdhA//kdpE//yhdW//katG//sapF//decR//yjjX//cspB//phoQ//mdtB//nrdB//phnC//slmA//tsr//fabZ//kefG//dgoT//mdtE//gcl//rnlA//ydiR//raiA//lolE//cbl//ybcL//murJ//mepM//prpB//leuD//acnB//nuoL//galU//speF//ettA//mdtD//fabZ//lapB//cdsA//zapD//bcr//gsiB//sfmD//cheW//wecE//rfbB//ftsI//hyfC//paaK//fliD//ybjI//epd//malF//ybeF//elaD//ygiB//yjiR//lspA//acpP//
GO_0006357_8	rhsD//
GO_0006364_9	rpsA//bipA//bioD//speE//nanK//ydfG//aroL//rplW//mdoD//ldrA//fliT//yeaK//hyaD//rpsG//pdeL//ilvA//bglF//insI1//fimC//yggT//dcuR//dbpA//recR//msrP//mngA//kdsB//recR//insH-5//yfbS//secE//tsx//fdoG//rtcR//gcvH//dapA//cyoB//rpe//dacB//nikA//pdeH//tyrR//feaB//frdB//
GO_0006378_8	mazG//rbsR//
GO_0006379_8	abgR//
GO_0006382_8	ypdC//
GO_0006396_7	waaA//yajQ//fdnI//hldE//cheZ//pphA//yiaU//symE//asnC//araH//yjaZ//rpsA//qseC//ggt//uvrY//mtlA//manA//garP//rfaQ//mtn//lpxP//yfbR//sodA//dicB//mntP//sdhC//atpE//fecB//yjjX//yjiM//ptsG//fliG//wecA//yoaA//nfo//ydcI//chbB//aes//hemG//dnaK//kdsD//csiD//ivy//ydeE//livJ//rpmB//csgE//cobB//ogt//flhD//aqpZ//lptB//adiA//chbB//mdtJ//ybiV//holD//argH//tauB//yciA//glgC//yehC//narY//insB-4//glxR//yqaE//yhjX//sufS//frlA//alr//fruA//rpsB//gpp//ypdC//ampH//uspB//hemA//ydhQ//dusB//moaC//acrA//fryC//galE//yejB//lasT//tolR//panC//hisP//nadB//sbmC//torS//sdhB//phnG//radA//tamB//yojI//ebgA//patD//rpiR//yihU//lpxB//mnaT//
GO_0006397_8	ilvC//leuO//cpxP//
GO_0006399_8	uxuR//hrpA//narW//lolA//ttdA//wecC//galE//sgcE//torI//proP//bamD//rfbX//mliC//murR//csgE//tcyN//galK//bglJ//mtn//mfd//yjhC//maa//wzzE//fabR//yfcU//dcuA//clpP//mtr//lpxB//entA//umpG//sgrR//setA//clpP//lptG//ihfB//rstB//ompR//yacG//mglA//puuB//ribE//thrL//ppiC//potI//ompN//yqhD//panF//yjjW//rihC//bioC//roxA//hycA//ptsI//baeR//aspC//pmbA//ytfT//narH//yafE//fcl//ligA//ygfI//epmB//mscK//lysC//bdcR//gyrA//gntU//yfcA//flgD//cspA//mepA//djlC//dkgA//yfcG//agaB//acpP//hybD//lsrR//gcvA//mepA//
GO_0006400_7	ybdZ//trpL//ttdB//hisP//frr//yhdJ//deoD//mdlA//sdhB//rssB//glpG//dnaQ//talB//yeiE//purU//moaA//murD//rbsD//paaB//yciK//mdlA//glgC//mdtI//tcyL//mdlB//ompG//eptC//qorA//yidL//proW//cytR//yieK//atoB//tap//yebZ//thiH//mtlD//yfcQ//hcaD//tdcB//ydjL//secD//queF//ygdG//ssuE//ycgR//fryA//ompG//iscS//
GO_0006401_6	agaI//nei//dusC//dcm//holD//yggT//birA//yieL//pdxY//sapA//pdeL//dpiA//ftsA//mdtI//glrR//chbA//narJ//amtB//nuoL//tolQ//glgB//fhuC//
GO_0006402_7	ycaO//rutF//rimI//solA//cvrA//tusD//rcnR//ybaE//fadH//uspB//cspC//
GO_0006412_6	ymfA//emrY//hdeB//yajO//rutC//livF//rlmD//mngA//rfbD//eptA//zntA//thiL//yfaV//ydcM//dcuS//eno//ampG//flgA//fhuB//xylF//ybbN//hipB//rhlB//nuoG//gmk//glcA//yfgO//zapC//chaA//kdgT//lpxK//pck//ygbI//dsbD//gudX//ydfD//marR//ycjD//hofN//rpoA//frdC//hycA//sgbU//sgcX//rimM//bluR//hda//msrQ//pgaC//brnQ//flhD//
GO_0006413_4	ldrB//dcuC//hscA//
GO_0006414_6	yghG//slyD//yeaE//pliG//yegT//fecC//dcd//secE//ubiB//
GO_0006415_7	fecB//yadK//yfdG//tdcF//mraY//eptC//sufE//
GO_0006417_7	rarA//pheM//yebG//insA-2//artQ//rplB//ycbV//yiaA//fabH//flgA//nac//dicB//mocA//cheY//ftsL//arnE//nmpC//nrfD//rfaF//queE//pgpC//cspB//speF//tsx//xylH//elbB//menE//rimL//hyaD//yhaC//ypdA//gatY//narX//rluB//rtcB//dicB//yghW//cas1//argG//
GO_0006418_7	purU//recO//fliL//aes//cmtA//fecD//rsfS//aroK//crp//nikD//pgpC//ttdA//araA//hslR//hdeA//sdaB//glk//rhsD//dgoR//hha//yfdO//spoT//waaL//yadV//kdgK//
GO_0006419_8	thrB//
GO_0006420_8	yjfF//
GO_0006421_8	yijO//
GO_0006422_8	amyA//
GO_0006423_8	flgE//
GO_0006424_8	entA//helD//
GO_0006425_8	torZ//
GO_0006427_8	xylH//
GO_0006428_8	yfcS//
GO_0006429_8	cobT//
GO_0006430_8	yihT//yihO//
GO_0006431_8	lplA//
GO_0006432_8	yhaV//yjjW//
GO_0006433_8	sufD//
GO_0006434_8	hslJ//
GO_0006435_8	bamE//
GO_0006436_8	glvB//
GO_0006437_8	hybB//
GO_0006438_8	glpD//
GO_0006446_8	umuC//yedL//galR//gfcE//dps//ispB//narP//
GO_0006448_8	deoB//baeR//gabP//dgcM//mltG//
GO_0006450_4	panC//epmA//mak//yfdR//gloA//dinB//lptB//ypjD//yehY//crr//
GO_0006451_7	ybiW//
GO_0006457_3	nfi//rph//dgoT//ariR//glrK//eptC//efp//fabB//eutK//yagF//uhpB//cbeA//queA//abgT//alaC//hlyE//ypdA//rutC//otsB//purR//pepN//ydeE//waaO//rimI//agaS//phnJ//cvpA//waaP//malQ//ppsR//ydeT//speF//atpA//yhcD//ratA//aroK//nth//katG//truD//asr//
GO_0006458_4	priC//opgE//arfB//livH//dpiA//ydjL//mmuP//tamA//
GO_0006464_6	dapD//cyoE//yfaX//waaG//yjjG//chaA//folX//emrK//cadC//aslB//ibpA//dcuR//xapR//ssb//cbtA//bolA//hcaF//rplO//thrB//frwB//lapA//selD//dhaK//rpiR//pgrR//rhtC//nuoG//folA//ynhG//idnK//yodD//narZ//cnu//gsiD//chbR//argK//yphF//cof//asnB//srkA//galR//oppC//deoA//cobT//epmB//elfG//cyoA//sspB//nupX//setA//araG//pckA//murD//uvrD//mcbA//cbrC//pyrB//yjaA//yhgH//creB//guaB//cfa//tig//cdaR//fryC//envC//cra//ymfK//betT//metQ//rmf//ndh//hypF//cheR//valS//ppiC//cytR//lysU//ygeW//nagK//ybaT//dapA//surA//flgD//comR//rapZ//lasT//feaB//ndk//insI4//bioH//fdnH//ydiP//selD//opgD//srkA//cysK//nimR//pcm//yggT//dnaJ//ydhK//ybaT//mfd//manZ//fpr//ycgR//mlaD//glpR//mdtO//mdtJ//yihS//gltP//dsbD//yafO//atoS//ypdC//gatB//deoC//sdaC//glpK//yfdS//yhbX//yddL//cmtA//fimD//ung//rcdA//bioP//srlB//alsE//bcr//menF//parC//mnmE//cirA//relA//yciG//wzzE//folD//nrdI//phnG//
GO_0006465_6	nlpA//abpA//insK//
GO_0006468_7	lsrR//uraA//pgpA//cyoE//nuoB//dgcF//hisG//yodD//yfcP//narU//ybiO//proC//alaC//trg//cptB//ydjE//pbpC//grpE//dcm//dgcZ//mdoD//mmuM//relE//yadK//eutB//nrdI//lacI//galU//ybdO//rzpR//panD//insH-6//araG//osmY//argS//betI//citE//yeaK//hcp//msrC//ptsP//artI//leuE//trxC//ydaV//yiaF//cra//ycdX//parC//speF//yqiI//zntR//lacY//
GO_0006470_7	guaC//ydjH//yhaM//lacY//mdoG//fis//ffh//yjhC//xapA//yddL//nsrR//yjfF//agaR//phnL//mtn//msbA//
GO_0006473_8	yhcH//narK//yhdH//yjiY//rtcB//ytfE//ascB//flgH//ydaV//narQ//gltB//cptB//
GO_0006474_6	bdm//wcaB//artM//astC//thrL//
GO_0006475_9	cdaR//garL//
GO_0006476_8	ulaA//pncB//yejB//
GO_0006479_5	rssA//yciT//yciG//yghU//cdsA//tyrS//cysN//rlmF//
GO_0006480_6	tnaB//
GO_0006486_5	osmY//
GO_0006490_5	yhdZ//
GO_0006497_7	menB//
GO_0006508_5	ssuC//kdsA//bamC//obgE//yadV//glcF//fixA//zntA//dgcQ//spoT//moaD//waaJ//yccX//dnaA//recT//yfbS//fabH//wcaB//yaaJ//rclR//yhfK//nagK//yeaK//ibpA//cpdB//tufB//idnT//rpsS//topA//yfhH//mmuP//metC//zapE//envC//fdx//ycjP//rnd//cyoE//betT//fieF//recO//ribE//gltP//secB//tamA//wzyE//dkgA//rimI//feaR//fhuF//recA//mnmG//ribB//dmsA//yihL//
GO_0006515_7	rpoA//kdsA//queE//yqjH//
GO_0006517_6	phnI//flgK//mdtL//ugpB//
GO_0006518_5	rpsD//yiaJ//mtlR//fnr//yfeR//mdtC//ribE//iraD//rluF//rarD//baeR//yjjU//metQ//ybjI//rpsH//ccmD//lolC//radA//yfbS//hdeB//tmk//hemE//elyC//rstB//ybgP//bglA//sdiA//yjeH//prmA//entH//yihO//gloC//guaB//emrB//hyaC//potA//puuC//yeeA//ychO//bamE//rhaB//yajQ//gudP//chbF//dmsC//bioD1//efp//yhcN//fadL//nei//ispH//rnt//opgB//dld//ybdZ//entB//ydfH//pitB//tig//paaZ//fbaA//tsf//ykgM//sfmC//panE//tauD//ybiJ//yeeJ//yidZ//yeiG//puuR//chbR//secF//tsf//slyD//ycjD//cusB//
GO_0006520_4	fadL//yhdH//yajD//ttdA//ptsN//yfiR//sdaA//malG//rsuA//ppiD//narI//xisE//tar//sxy//rng//flgE//hisQ//glmM//rsmC//csgA//amiD//atpC//cobB//tusB//treB//gltL//ygiV//xapB//purU//garL//umpG//yfbV//menB//uidA//ytfQ//yddL//fau//arnA//yoeE//queD//dedD//dacA//ybfE//zur//ridA//argT//cysQ//hupB//arsR//btuB//kdgT//yceO//oppC//scpC//potC//cysB//yraH//blc//lysR//frr//frdB//ybaE//aidB//opgC//ftsA//cusA//glrR//mdtP//prc//intQ//yqjA//iraD//nuoH//priC//adhE//pgpC//xylH//ygiW//wzzE//cmoB//yqeG//znuA//rpsA//putP//ybhP//allD//rplI//aas//ybjI//fliD//pliG//pspA//dusB//aroE//bhsA//ampD//kch//ffh//alsB//pgk//nadC//tamB//tsaB//lpxP//nanK//aroF//pstC//pflC//rihC//tonB//mppA//xapA//bamB//mhpB//hyfA//pdeF//fabA//narP//garD//mdtI//rssA//glnP//purN//fetA//phnJ//sdaB//ymdB//ibsA//ykgO//mreB//sseA//nikD//rpiR//cysK//fimZ//lpxC//eco//alsK//glnE//glpK//ompR//hypD//degQ//citE//cbpM//queC//deoA//pykA//rplE//tktB//fadB//secB//mntP//paaD//bssS//cmoM//gltL//nuoH//hyfF//rbsC//ldtE//eptB//hofQ//prpB//dtpB//hypC//csgF//cusC//cecR//glcB//aslB//exuR//yciK//alkA//fruA//waaQ//rpmF//tolQ//dgcN//thrS//prfC//hycI//waaH//rplM//mtfA//yihS//ribF//ydeI//menF//lpoA//ydiV//csrA//rplX//rutD//ghoT//agaB//kdgR//ftsP//iraD//sgrR//yfbS//torZ//
GO_0006521_6	ydiQ//slyD//psuG//
GO_0006522_7	rpsG//bisC//ygeA//lpoB//rlmB//cdaR//lolB//
GO_0006523_8	aspA//rhaA//yfiR//hcaB//
GO_0006524_8	abgA//creC//wcaC//
GO_0006525_7	gutM//yhiM//msrC//yibA//trmJ//rpoD//yfcQ//kdpC//wzzE//bioH//dgcZ//nimR//ydcR//insA-2//cas1//ftsA//fruA//fpr//rnhB//emrB//ynfK//
GO_0006526_8	ubiB//yehU//ispB//insK//yghB//phoQ//yqeA//yfhH//thiP//uxuA//osmF//ykgO//ilvE//
GO_0006527_8	alsE//ycbX//ynbC//betI//pfkA//sbcC//rpsM//mtgA//ispB//
GO_0006528_6	yjhI//tnaB//hsrA//acrR//
GO_0006529_7	ycdX//fdnI//
GO_0006530_7	glgC//rpmB//
GO_0006531_7	crl//rlmD//ghrB//yjeI//purF//ygbN//ulaA//aaeA//
