#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ybiV//dinQ//yfcA//alsA//
GO_0006139_4	lptF//hdeA//alkA//treF//hypF//eutR//waaL//potC//acnA//aaeR//nrdB//kbaZ//pcm//fixC//fadH//yodD//yraR//rbsD//recX//ycfH//seqA//pheT//ydgA//eamA//ydiR//phoP//rhaT//pldB//kdpD//dadA//znuC//yraH//yhcN//emrB//amiA//mreB//eptC//ftsY//hdeD//tufA//ybjL//yciV//plsX//lpxL//ecpR//arfA//ydaN//hybE//rpoE//zitB//rppH//hmp//pdxK//yafO//hybC//insH-5//exbD//sapC//dinD//ygaV//wecB//hisS//ygfI//codB//dgcF//nagB//mmuP//ldtA//ybjC//sapC//ilvC//argD//rplC//lacZ//menE//mpaA//clpA//gspE//xylG//dnaT//yphB//potF//mdh//dut//mdtQ//ybhI//artQ//paaB//argR//lsrR//elfG//pgm//glpK//pepB//rbsA//elfA//dedD//gntP//trpA//dgcJ//crr//ttdR//yidR//hofO//fdrA//csgF//oppA//fliA//tdh//gatB//nanK//elaD//pgrR//yoaB//murG//pdeR//evgS//pgpB//dadA//ycbB//mutH//entB//fkpB//lasT//yadI//zwf//gph//gltX//dtd//ygjK//treC//yrdA//ruvC//phoE//fepC//feoA//nadD//yfeX//xerC//dcm//nrdI//frvA//yiaN//parC//dnaT//fdnI//ybcC//cptB//puuR//thrA//hinT//pstC//pitB//uvrB//yadV//leuD//nimR//cra//sucD//spy//argO//cycA//mscM//nlpA//xylA//aroK//basS//yojI//yifB//yecS//lolA//arnT//cbrA//folM//xylH//deoR//tadA//rraA//degS//rhmD//mdtL//eco//nanK//yhcH//prkB//pykF//prlF//rraA//yhgH//artM//insF-1//ruvA//bioD2//hscC//chaC//tolC//frlC//purU//purR//yfdK//aslB//ycbB//xapR//sxy//trmI//ydiQ//gabP//grcA//serA//preT//fadA//mngR//satP//rpsH//yqjA//frlB//thiM//slt//lsrK//yrfG//thiM//abgA//ymgC//xerD//pyrF//hofO//tldD//hpf//btuD//focA//glnS//yahN//ndh//ytfT//ispB//rutB//rutD//wbbK//clsC//fryC//thiD//mtlA//eno//narU//rne//ydjJ//proS//appY//yciG//yhbO//aroL//yjjQ//yibA//yieK//putA//fhuF//mepM//lgoT//glmS//mscS//pykF//yjjG//cpdA//aceA//fliK//cho//flgM//yfaU//pyrH//fre//pyrF//zapD//dmlR//otsB//yadV//ribD//brnQ//uup//eutB//araA//rplY//srkA//selD//prc//zraR//rluB//nmpC//rplN//nanC//cbrC//cysG//nrfD//barA//sodC//fecA//gcl//rlmI//cyoC//entE//paaA//mtlD//ccmG//fucO//ddpA//atpB//ogrK//argD//yfgI//cdsA//frr//hdeB//thiD//gabP//ybaQ//elaA//yqaA//srlD//yeaE//zupT//fre//sdaA//rplW//glsA//putP//aer//yjhH//wecA//yecS//ymgC//potG//glpB//yqaB//yebS//lpxM//cobB//gntU//yihQ//yjiX//zapA//tdh//smrA//yhjG//frwD//dxs//gmd//tesB//pinQ//fimH//insI-2//rfaE//hipA//torD//alsB//xdhB//rhtA//argI//gpt//mdtG//cadA//sdhA//gcl//gmhB//setA//tyrS//intA//panF//speC//fadB//ftp//ybhA//atpF//eamB//pyrB//ttdA//infC//nuoN//pspA//yeeA//adk//bioB//mhpC//deaD//dgoK//endA//tolQ//ascF//phoU//exuR//oppA//proS//mdtK//aroL//dam//lrp//proW//yebG//hybB//kefG//rep//yajL//cysZ//sucC//rpsM//ribF//dgoT//araC//nagD//citC//oppF//cspE//mgtA//lasT//ileS//soxR//sufS//lpp//mngB//elaA//argF//mltG//nuoM//frdB//ygeA//dkgA//mraY//agaC//nikB//ybdO//sfmA//yeiL//rph//frwB//gapA//nrfA//thiH//clpP//yfeR//marR//yhjG//ycgV//sthA//rraA//yihI//ygiS//csiR//efeO//galP//dgcF//hofM//cusF//napD//rarA//rpsO//rsmE//yjfP//fepB//ompA//fabI//uxaC//srmB//pdhR//scpB//tmcA//holB//trpE//abgB//ispB//lolE//glnB//waaC//wecA//rimM//hrsA//flgI//bioH//pspG//rplF//ygiV//ydeM//trkH//pabC//caiB//ybhG//yfiC//argR//rpmB//yraK//creB//nlpD//malF//ymdB//manX//artP//guaA//malI//putA//waaY//tyrS//evgA//ilvL//glpA//hokB//livG//yfeW//glnH//tdcC//suhB//lolD//patZ//hisP//argI//tesB//sucC//avtA//mazG//sufC//rplL//fixC//rlmL//lyxK//ilvC//rhaR//hybC//gatD//yidE//opgC//fhuC//poxB//ftsB//nmpC//mutL//fadJ//rpmB//cysN//ssuC//plsX//apaH//greA//yodD//rlpA//groL//pyrH//yicJ//mraY//emrE//ansA//pflA//gpmA//cadC//dcuS//fimI//nhaR//sdhC//nlpI//msrB//blc//asd//shoB//hxpB//tufB//mdtE//paaC//corA//wecE//moaD//yiaJ//azoR//dkgA//glpT//efp//hchA//folE//allC//ushA//mlaF//fabZ//fucA//rrrD//sapD//intA//prpB//moaB//elaB//ygfA//hemB//dcd//rsuA//ydiF//yfdS//ccmC//gadX//ybjG//rpsG//waaO//rluB//dnaC//yejE//paaG//yafE//lyxK//yedF//ynfH//aer//rspB//yjcO//mtlA//citG//napC//kilR//hypE//gadW//atoB//phoA//
GO_0006140_6	aes//rbsK//
GO_0006144_6	prpB//hemL//atpG//chbA//mutM//yggP//yfcG//lepA//ubiB//eutA//
GO_0006145_7	yafO//purR//mrr//patD//
GO_0006146_8	ynfE//deoD//
GO_0006148_9	clsC//
GO_0006149_9	flhA//
GO_0006150_9	recD//
GO_0006152_7	yaaY//crr//cheA//opgD//phnC//rimK//
GO_0006154_6	pyrH//
GO_0006161_9	ftsP//
GO_0006163_6	ycjQ//smpB//argR//ygiW//secD//mreD//dinJ//decR//dmlA//aroF//yidD//amyA//tdcD//rpmA//mltC//yeeY//rhaD//yqhC//galE//pstC//gmk//acrZ//atoS//glpR//dnaJ//fbaA//metL//elbB//ampH//waaL//dinI//rimM//yedP//erpA//opgB//apaH//yeaK//rplB//fpr//ybhA//hda//csgF//fmt//slyA//gshB//lrp//shiA//yjbG//ppc//pbpG//lapB//hxpB//gatB//rppH//
GO_0006164_7	ybjN//chaA//wecB//spy//trpA//ycgV//yraI//pliG//cysH//yhcH//ygaV//fimE//parE//rhaB//xylF//hypD//cas1//ugpB//hypT//metI//araE//asnA//mreC//pyrL//abgA//aspC//wecA//hisC//lpoA//yfdS//rimM//yaaJ//ybhA//murG//cca//acpP//metK//gutQ//hicB//insB-2//
GO_0006165_7	glnL//rimO//rimM//ispB//ygeR//lyxK//glgA//dmsA//fhuB//pdxA//degQ//rpsP//puuP//gadE//secY//betB//acpP//aceF//thiE//
GO_0006166_6	ychH//coaD//
GO_0006167_6	pdxA//
GO_0006168_7	yfcP//queF//
GO_0006171_9	mipA//
GO_0006172_9	nlpE//
GO_0006177_9	tehB//rplC//rtcR//
GO_0006178_7	ygeW//
GO_0006183_9	putA//
GO_0006188_9	pgl//yoaB//aaeA//cheW//
GO_0006189_10	scpB//alsB//
GO_0006195_7	secM//mnmA//
GO_0006203_8	solA//uvrA//
GO_0006206_6	glnL//yfdC//glgC//yieE//rhmR//ymjB//ggt//rutC//ydjM//lacY//treR//nudC//ybdR//trmH//yfdR//rfaE//fimB//yhgF//selA//yiaF//dtd//kgtP//trmB//mdtG//speF//ghxP//
GO_0006207_8	araD//xylB//serA//prpR//citT//
GO_0006208_7	grcA//mazF//rnr//rffC//ugpA//rplL//yigB//spy//cobC//yfaE//hemB//mntR//citE//
GO_0006209_6	nadC//
GO_0006210_8	rnlB//
GO_0006212_6	rpsG//dnaQ//dacC//murJ//yqeF//lptB//recT//acpS//fucO//ygeW//yahK//
GO_0006213_6	chbA//cbl//ybjC//lpcA//rutF//uhpB//dld//srlA//dapA//tcyL//yfaV//astB//ldrA//hslU//rplI//yccA//
GO_0006216_9	glrK//
GO_0006217_9	pgm//
GO_0006218_9	ivbL//
GO_0006220_6	kbaZ//tolR//ypdB//yojI//basR//cirA//gudP//gldA//degP//narX//rffG//malY//yeeO//fucO//fnr//argO//treR//narZ//dbpA//kduI//
GO_0006221_7	rimO//yeaG//dtpA//yegT//gyrA//ycgV//nikA//rrrD//yfjV//yqiH//gstB//puuD//metE//
GO_0006222_9	xapR//
GO_0006225_9	yhjC//
GO_0006226_9	dusB//kdsB//
GO_0006227_9	ybiS//
GO_0006231_9	yghB//
GO_0006233_9	prlC//
GO_0006235_9	sgbH//
GO_0006241_9	poxB//
GO_0006244_7	ydfK//narZ//lpxL//fdnG//rsuA//tcdA//tusE//
GO_0006259_5	ynfF//hybD//ygaZ//panC//yjfF//artP//gatA//yedL//emrY//pheM//nanR//dxr//yihO//cspA//ytfP//fliD//btuR//sohB//yggF//ynaE//narU//ydcT//yqeG//yahD//cbl//yggD//yjcE//cobT//holA//nirB//tatE//mdtJ//glpK//era//gabT//dicC//rbfA//yohC//ftsE//pykF//lamB//yhcF//opgD//talB//rpoE//ftsL//cas3//hycH//arnB//ygaH//nikE//uxaC//crr//iscR//entA//murC//rnpA//modB//glvC//qorA//cytR//pyrF//cdsA//gltX//bamA//mtlR//serS//sulA//rna//nadK//bssR//sodC//gatZ//efp//gpmA//mdtC//dapD//rpsN//yahI//gutM//ydiZ//argS//glcA//ibsB//ftsN//yciH//cusS//tig//atpC//pspD//yccA//lolA//nrdG//alaS//hns//acs//ccmE//hofN//tusB//rffC//speF//sfmF//metF//cydA//ybdO//exuT//hflD//gsiC//tpiA//nupC//gpmM//slt//sthA//intS//suhB//yfeO//hupA//yajL//mutS//malZ//agp//nikA//ypdC//ftp//rpsB//cobC//dnaK//hinT//nadB//yfcV//tcyP//rpnD//dacB//yhcF//ygcO//nlpA//intZ//dhaR//map//ydcZ//gudD//yciF//csrD//dnaG//garP//dnaX//ftsZ//fryB//
GO_0006260_6	cedA//ogt//yehP//rusA//helD//idi//btuF//napD//yafO//trpA//fryC//ydcP//acpH//tcyL//mutM//ugpC//aldB//yehZ//dtpC//tbpA//yaaY//
GO_0006261_7	kdsC//iscR//ftsQ//dadA//ycjP//chpS//ybbY//intA//yagU//yobA//kdgT//yciT//
GO_0006265_6	nrdD//cheY//relE//yneJ//nimR//
GO_0006266_6	apaH//sspB//ssuA//
GO_0006267_5	mgsA//
GO_0006268_9	mglC//gltD//ychO//
GO_0006269_6	argC//
GO_0006270_6	yeeY//yggD//cysM//mppA//ydiP//elbB//
GO_0006271_7	yeaK//hisI//ybdO//
GO_0006274_6	sapF//
GO_0006275_7	rmf//yraK//yhhZ//ompC//cmtB//dgcM//yibH//pyrG//hslR//
GO_0006276_3	fucI//sspA//gpmA//der//phnJ//bdcA//sufS//eutN//
GO_0006281_6	rpoS//bcsA//fdnI//aroL//fre//mliC//treF//ubiE//frr//rlmE//evgS//yadK//rpmH//lasT//treB//greB//yhjC//secB//hslO//melR//bcp//cysK//hybF//argT//dgkA//lapA//rffG//yhaJ//uvrY//abgR//glcA//yciA//ychH//flgI//rmf//htpG//nemA//ppk//hdeB//adk//queC//yadC//sdaA//zupT//zapE//fucI//dnaK//yefM//uxuR//cyaA//nepI//aspA//ybgP//znuB//treC//
GO_0006283_8	narQ//
GO_0006284_7	ydcO//lpxC//yfgO//hcp//fdnI//livK//
GO_0006285_6	yafN//recR//setB//rpsJ//chbA//
GO_0006288_8	tqsA//csgA//
GO_0006289_7	tar//gsiD//
GO_0006298_7	opgG//yhjR//avtA//htpG//potF//galF//alaC//purC//ypdI//opgC//
GO_0006301_7	dsdC//malI//dapB//leuD//
GO_0006302_7	mnaT//appC//pyrD//flhE//yidP//mdtD//adhP//ascG//srlB//
GO_0006304_6	panD//ilvN//lpd//fnr//gudX//yraJ//lysU//kbp//yciK//
GO_0006305_7	prmB//rplR//hypE//ulaC//
GO_0006306_5	fdoH//fadR//yfdS//manZ//
GO_0006307_8	yagG//recG//yehA//gcvP//cheR//
GO_0006308_6	xylH//thiL//recQ//yqcC//ydcM//yqjH//hcp//yddL//dtpB//fic//pyrG//yqcG//
GO_0006310_6	rpsJ//yfjV//bdcR//ybhR//putA//astC//acrZ//mrdB//cadB//gshB//ppk//glgC//cmoB//yegD//aroK//casB//paaE//chpB//def//yjjU//mmuM//narH//guaC//serB//ibsD//setC//ugpA//yceK//bioF//yibH//cra//acpP//ndk//phoA//dppA//yccA//atpF//malF//bipA//yfdO//yebQ//insI1//yfcA//
GO_0006313_4	ubiH//rraA//ahr//yibF//mqsR//arsR//dnaC//
GO_0006323_7	potA//
GO_0006325_4	phoU//
GO_0006351_6	araF//ycjW//uhpB//fabD//sspB//pgpA//proP//bamA//sanA//melB//fimB//yphC//xapA//mltD//ugpC//rnc//tyrR//yciG//wbbK//rfbX//rimO//fecB//yijE//aroP//wcaB//rfbD//malZ//rsmC//yfcA//skp//uxuA//ybdH//ilvI//rpnB//trpE//uidA//gadW//rpsK//eco//phnP//mngR//yjtD//fliG//cmtB//rluE//ynfE//psuG//dmlR//exuR//puuD//yhjB//phnH//tabA//uspE//ispF//rplO//folX//elfG//csdA//osmC//etp//ubiH//znuA//gadX//yijE//kduD//yegV//yqeA//ldtC//yidL//priC//ygcO//bolA//raiA//dsbB//epd//ydaC//metN//nrdD//ispB//wzc//yjjQ//oppA//yddG//glcE//cbl//lon//frdA//gspJ//fepB//nanC//tatA//dppF//trmA//nrfG//wzzB//otsB//ybbN//cmk//guaD//abpA//arfA//kgtP//folD//narZ//yqiH//potD//ldhA//ygeW//nrfG//pliG//add//ydcS//paaE//bioD//rfe//mazF//tmcA//yiaF//
GO_0006352_7	ybiY//wzc//emrE//cobB//
GO_0006353_7	yhjA//uspB//
GO_0006354_7	ypdC//gntR//araA//
GO_0006355_7	acrA//yfaL//cusC//tsr//ffh//yfaX//modA//emrB//mlaE//xapR//lgoD//thiP//fliS//tehB//btuF//ygjR//ampE//glpD//fimE//srlR//astC//yigL//moeB//recX//sbmC//lysR//higA//qseC//hdeA//tktA//ycbX//ddpA//casD//rfaC//fabI//ruvC//ibsD//tcyN//lolB//mak//modA//basS//pagP//fecD//galP//nuoM//hokE//copA//nupX//yfbR//elfC//alsC//cycA//dppB//mppA//phnH//yciH//hybA//metN//hisM//yjaA//ydiR//ydaV//galM//secM//yjiM//erfK//yhdZ//ymgC//dppA//yqjA//fdx//xylR//fadJ//dtpD//grxD//rsmC//ghoT//msbA//secE//xerC//cheW//purT//fhuC//dam//deoB//ybiO//alaA//lpxM//ssuD//ackA//pdeR//clpX//fkpB//yeiL//wzyE//tcyJ//mdoD//mdoD//cysN//cusC//gmk//lysR//mdfA//dgcZ//solA//zapC//sbmC//ppk//hybE//ydhK//hflC//eamB//aceK//ygbM//mutH//ebgA//rlmA//agaI//nanE//hofP//ftp//malE//mraY//dgcQ//dnaT//nagZ//prfB//rpmF//intQ//rnd//cspI//elbB//rplI//lsrB//ybiJ//araG//pfkA//glmU//gspE//mtr//yafS//gspF//nemR//kilR//ygjR//lsrD//ybiX//aldA//yihV//secF//glcE//gfcE//gutM//cheW//yidZ//gapA//feoB//hslR//htpG//mltC//yecS//fhuD//yajD//entC//fhuC//yodD//ybcM//aceK//opgE//yjeI//sbmC//lsrD//rusA//fdoI//citT//yhgH//tehB//mrp//iraP//ascF//kbaY//yggT//chbA//rsmE//cysD//solA//mqsA//hypC//acrZ//trkG//cedA//betI//sfmF//ydjM//ygfZ//hybB//fes//zapC//yajO//flgC//rnt//thiC//topAI//srlE//bioB//ccmE//livH//arnD//flgA//motA//kbaZ//wrbA//erfK//pgaC//modA//cpxA//yohC//rfaD//hyi//feaR//ydeE//rutF//aroD//ynhF//crfC//fecC//glgS//sfsA//matP//ybjX//cpdA//hdeD//yidR//hslR//pmbA//rpsO//frlR//ais//ileS//argS//flgB//speF//nuoE//deoC//dpiA//yrfG//sgbH//argF//aspA//dnaG//dinB//uxaB//ymjB//atpB//evgA//tyrA//hisM//dcd//efp//sapC//
GO_0006357_8	ftp//
GO_0006364_9	iscU//glvB//ascG//rplO//yfdO//hslV//iscX//dtpC//phnC//melA//yhjG//gshA//narL//csgA//yegD//folM//borD//mprA//ravA//ydbK//aas//rffM//ydaC//yiiE//tnaC//srkA//cyoC//ttdT//basS//yohC//macB//dnaX//yefM//aceA//marA//fhuF//rrrD//mhpD//rlmE//hns//nac//yghW//rpsO//
GO_0006378_8	topB//xanQ//
GO_0006379_8	scpC//
GO_0006382_8	nei//
GO_0006396_7	tyrS//serB//yoeE//waaL//rfbC//prpD//trpA//yijO//ydjK//sbcC//radD//hmp//xylA//ttdA//rnc//frvA//abgT//yfbV//dgoK//cspA//phnH//hslR//ulaR//yajL//rsmF//sucB//yeeJ//efeO//ykgO//yjfF//aroF//yejA//caiE//yidZ//ileS//yqcG//rnc//entF//rrrD//dosP//endA//yqaA//grxD//ycjD//ldhA//ompN//caiB//yhaC//paaB//rrrD//rsmA//lrp//mnmC//yebQ//panE//xerC//eutK//relB//sdaB//ybiX//araE//pyrH//pgaB//mtlA//phnJ//caiT//fdx//ibaG//trkG//phnM//marR//yhaJ//uhpC//yiaL//queG//hypD//potG//lacZ//xylE//yqeG//nfuA//ulaA//rplR//recX//yibF//dppC//folC//rffG//agaV//clsC//agaD//uxaC//ybcL//cysH//flhE//cstA//gadE//lamB//yqcG//malS//dgcJ//ompF//
GO_0006397_8	yqeG//sgcC//argA//
GO_0006399_8	yqhC//prlF//nac//kdpF//feoB//caiB//dinJ//yiaM//dnaQ//essD//znuC//eutD//uhpA//rffT//ydeT//ydiP//bioP//manX//yqaA//treC//gnd//tonB//mcbR//ycaN//envZ//ydiK//yoeB//nfuA//mntP//nlpD//caiD//pyrH//yiaO//lpxK//iscX//glnK//glnP//asnS//aslB//rihB//ymgF//yggD//tolQ//hcaF//corA//entE//yqiJ//ttdB//hyaB//selB//yejF//purT//accB//nemR//nanC//tomB//ettA//sfmA//lolC//yjjX//gadB//crp//hemF//treC//rcnB//yjgX//zur//flgF//smpB//obgE//garD//idnO//fliA//waaH//ftsL//narX//treA//yehY//tolA//rfaF//ggt//intQ//
GO_0006400_7	hscA//pdeL//frlR//gatC//yeeL//mdtD//oppF//ybiH//waaL//rsmB//yrdA//uspB//bisC//flgB//torA//rbsK//cusB//potG//rpsP//mcrB//pspC//hyaD//osmC//acnA//ydiF//nlpI//sucA//fliL//rhtC//putA//moaC//yajQ//hybC//chbA//thiP//tauB//xseA//tag//trmJ//ubiX//recG//hemE//araC//ydjM//tcyP//napC//yrfG//cysG//rpmF//
GO_0006401_6	rrrQ//flgH//narH//trmL//glnQ//pstS//zntA//rplD//psd//hfq//glpC//fau//fdnI//recT//apaH//ispF//casD//idnK//ybcL//nikR//secM//waaA//
GO_0006402_7	dgcE//sufB//hypB//ynfE//trpS//rfaH//lepB//rcsA//rodZ//sucA//ada//
GO_0006412_6	yfgJ//hybE//rseP//rho//eptB//sdhA//fepC//gltD//fepD//infC//yjhC//asd//rpmE//yajL//rlpA//glcC//rclA//ypdC//ydgA//argR//rplR//proX//nimR//gltK//acpP//recT//ybbW//hyaD//cpdB//gph//cpxA//potA//yeeA//ydiZ//ptsP//zur//yadV//mgtL//pntB//pbpC//emrD//pgaA//dtpC//nrdB//flgH//fixB//bdm//araG//cytR//yraN//lpxK//
GO_0006413_4	decR//ydcT//yehU//
GO_0006414_6	mdtE//ttdT//yehA//citG//frmA//ydhK//sapD//dinQ//sufS//
GO_0006415_7	yhcH//dinJ//gadW//greA//glpF//lhr//pstA//
GO_0006417_7	oppB//gsiD//dtpB//btuD//aas//grcA//rclB//yghB//fdx//aroH//intA//pinE//ybhA//scpB//ydaN//glpR//yqgB//frlB//nikB//intS//yfhM//waaH//setA//ymfK//ubiA//recN//mfd//pgaA//tdcC//bcsQ//dtpD//bisC//yfcU//yafQ//gutM//prfA//accB//ibaG//rlmC//
GO_0006418_7	nudB//hemG//atpG//ompR//yjjX//ygiN//htpG//ahpC//rcnB//lpp//mnmA//yiaL//yadM//mliC//hicA//bioD2//nikR//ygiN//cspE//yciH//trmB//dcyD//rutB//flhC//ugpE//
GO_0006419_8	yjeH//
GO_0006420_8	yedX//
GO_0006421_8	yahI//
GO_0006422_8	dsdC//
GO_0006423_8	def//
GO_0006424_8	arnA//puuP//
GO_0006425_8	prc//
GO_0006427_8	yiiD//
GO_0006428_8	argG//
GO_0006429_8	blc//
GO_0006430_8	mltC//casC//
GO_0006431_8	paaB//
GO_0006432_8	gsiC//oxc//
GO_0006433_8	yieH//
GO_0006434_8	prfB//
GO_0006435_8	yneE//
GO_0006436_8	trpA//
GO_0006437_8	pnuC//
GO_0006438_8	yhjB//
GO_0006446_8	eno//ygfZ//tehA//bisC//cysP//parE//minD//
GO_0006448_8	nadE//mltF//bioC//yadK//accA//
GO_0006450_4	gpp//dnaQ//hxpA//rihB//ydcR//nirD//nupX//ascB//dgoD//pstB//
GO_0006451_7	lit//
GO_0006457_3	fdnG//ybiH//paaG//rimM//rnpA//cobC//frwB//ygiV//arsB//hldE//hybF//cpdB//gpp//trmO//xapR//prfC//oppD//ampG//garK//bamA//deoA//ycjP//rsmA//hyaB//rclC//tdcA//mtlD//tusE//ytfT//avtA//tdcC//pepN//rarA//mngB//opgH//glmU//fhlA//rapA//fic//rpsT//
GO_0006458_4	fetB//pliG//trxA//glpK//dmlA//codB//yihV//torI//
GO_0006464_6	torY//rplA//aspC//yqhD//scpC//yejA//rpnD//ttdB//nikC//nhaB//zapA//scpC//gatB//cstA//yhbY//fsr//yfdO//yohC//dhaK//dctR//ftsK//ivy//tufA//priB//asnC//norV//sdhB//frdA//degQ//frlA//msrA//mioC//pgrR//guaD//epmC//xylR//hpt//deoD//ravA//xseB//fecB//ygcR//ygjH//hlyE//borD//yeiE//mtn//yfbR//solA//wcaB//katE//nadE//coaD//mlaF//codB//sodB//iscS//rpsO//garK//ynfF//purA//tgt//nrfB//yciF//pal//yfhM//thrB//hscC//mdtL//cspD//rluB//cbpM//recN//rplA//hdeB//uvrD//cmoA//miaA//pykA//nhaA//dam//rplL//thrS//xylG//emrY//flhC//rpsD//yhfS//yjbF//ygjR//sixA//cysK//ribE//hycA//serC//ynbC//rplJ//lgt//yajO//tusD//paaJ//tolC//hycA//zinT//plsX//hokB//puuC//tolQ//rcsA//bluR//bisC//pbpG//dapD//hyfR//lrhA//dicB//yggW//xylH//iaaA//glsA1//aroE//pspA//lsrG//mhpR//pepA//pabB//cheW//poxB//proP//osmY//fadJ//zipA//tdcR//lolB//rseC//qseB//hybG//fdrA//rpoS//cpxA//mutH//rfaC//
GO_0006465_6	arnA//lamB//fabR//
GO_0006468_7	fadI//rpsQ//yraI//pepD//umuD//rimM//casA//hypA//amiA//ung//yfjV//aspC//clpS//yefM//cstA//frvA//ptsH//ykfM//nac//nmpC//narI//yhjB//gpt//hypF//frlA//dgcE//rna//yohD//ybdG//hsdR//paoC//mtgA//cadC//cyoD//flgE//leuA//tyrA//ompN//rsmI//btuE//ihfB//paaA//fimE//trkG//glsA//bcr//gpmM//yhdH//mutT//cadB//murP//hprS//ibsE//
GO_0006470_7	cheY//yjfF//prmB//aceB//waaY//chbG//nrdA//trmB//panZ//livJ//insB-4//exbD//potB//mhpT//purB//ade//
GO_0006473_8	atpD//aceF//mglB//ptsG//dinD//uxuR//gutQ//fdrA//hcaT//ygaZ//macA//hiuH//
GO_0006474_6	metE//rluE//nanR//yghG//ybhS//
GO_0006475_9	ftsE//actP//
GO_0006476_8	fadK//ais//cheR//
GO_0006479_5	holA//rpoD//ypjD//insH-5//ubiB//tldD//bolA//yihQ//
GO_0006480_6	rpoD//
GO_0006486_5	recN//
GO_0006490_5	menE//
GO_0006497_7	sthA//
GO_0006508_5	proB//mcbA//yaaA//proC//lsrD//oxyR//frwD//fucI//hypA//wzb//exuT//syd//mrr//yadV//ycfL//cysW//maeA//agaW//hyfF//plsC//fhuF//ubiB//yeeA//yraJ//tldD//ldcA//perR//rbsB//araA//flgH//ltaE//lpxD//narP//ansA//insI3//malZ//yqgB//pgaB//ymjB//dtpA//nadC//xylF//yjhI//rcsA//ybdO//glnB//rimO//yhbX//kbaZ//yfjR//moaA//chbB//mlaD//dctR//yifB//
GO_0006515_7	yidH//lgoR//sgcC//yhdZ//
GO_0006517_6	basS//prc//cynS//yfjR//
GO_0006518_5	gapA//garL//rsmD//nudC//lysS//ybiW//betA//dnaK//pinR//thrS//trpL//acrR//ghxP//sxy//ygfA//hypA//torC//fimZ//eamA//fabD//frmB//gntR//hybG//coaD//norR//dtpD//tap//yfhH//livG//wcaB//fimI//phnI//cmk//glpG//dcuD//hslO//puuA//yagF//ydhJ//yhhZ//ypdC//tmk//yebZ//kbaY//dsbB//holC//rimK//hofP//rsmH//hisC//sfsB//casA//ccmG//narG//tolR//asnS//yidA//tyrB//rcsC//lsrB//gyrB//yhgF//yeiL//srlA//leuB//pgsA//frvA//nagA//dxs//flgC//kdpB//crr//betA//pepB//rpsA//ttdT//luxS//
GO_0006520_4	yajQ//cpsB//sapA//yihT//abgR//yddA//cysG//speG//mepS//ybbW//fcl//glnK//rseP//nanR//thiH//atoS//pal//yihV//argT//ypdC//cydC//yajD//lsrC//yfcS//hyfA//flgA//yhaO//dps//otsA//yebS//yjgX//mnmA//yejB//mukB//citE//napA//frvA//dnaB//puuR//yjjU//uvrY//surE//waaP//ampD//pckA//cas2//kdsA//waaZ//nanS//exoX//ygiB//serS//tolC//trkA//hdeB//thiM//yagI//yjiX//yaaJ//galP//sutR//ubiC//recO//ybhR//lpp//maeA//glpD//mglC//dgoA//idnT//eutR//rbsB//pdeR//cysS//relA//cpxP//recJ//yjjW//baeS//yghG//fadA//ppiA//mlaF//truC//ybiV//rcsC//hisP//hcaD//cvpA//yedP//ybgP//cspI//coaD//rffC//ccmH//relE//yhfK//xylA//degQ//yiaO//tpiA//dsbA//clcB//ydeI//mdtF//borD//dpiB//ppiC//yihT//aidB//fes//smrA//yciG//crcB//pliG//yiiD//nikB//ybeY//mdlB//mepA//hypA//gltK//nrdG//lysU//mdtA//recB//hprR//ldtE//nupG//yhaM//ldtE//yfcP//mepA//mtlR//ivy//yacG//uhpT//yhbY//torS//ybaO//ilvN//treA//hisS//thrL//rhoL//trpR//citC//shiA//hypD//rep//dmlA//pspC//hxpB//ade//cobT//fimG//nudG//ybiI//aaeR//cspA//yggE//fcl//yojI//argH//ftsN//abgA//idnT//yciG//zipA//orn//yebS//hofP//yobF//paoC//ybiV//fdrA//moaE//araB//yidR//puuD//mutL//pdxJ//glpB//trpA//yddG//nanS//tdcF//aidB//ybeF//maeA//mrcA//trpL//cra//insB-2//ltaE//livM//yehB//ynfF//frmR//ackA//yadN//yihV//
GO_0006521_6	ptsI//murA//deoR//
GO_0006522_7	tldD//arsR//recF//rhaM//ltaE//cpdB//fetB//
GO_0006523_8	surA//glnQ//mdtD//cdd//
GO_0006524_8	potB//holB//yfcQ//
GO_0006525_7	mtr//flgI//yhcN//adeP//holE//ybcJ//zapC//mscS//efp//gadW//rhtA//dgoA//tesB//hofN//dxs//metE//ccmA//pheP//rplQ//adeQ//kgtP//
GO_0006526_8	cspG//pgsA//csdA//xthA//cheY//tas//tktA//ybiY//mcrB//napC//hcaE//dgt//yieK//
GO_0006527_8	nuoB//ygcO//emrE//cdd//argR//yqeG//minE//ade//trkH//
GO_0006528_6	ybhS//ghrB//glnQ//ygiN//
GO_0006529_7	yadM//dsbG//
GO_0006530_7	dcp//degQ//
GO_0006531_7	pcnB//mlc//pdxA//dusC//rfaF//yijO//tcyP//fadI//
GO_0006532_8	ymfK//serA//
GO_0006534_6	dsbD//lysO//yhjX//dld//puuB//ettA//entB//wrbA//betA//arfA//crp//yeaE//gudD//
