#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	argS//fadR//secD//fadM//
GO_0006139_4	recE//cbrA//hycB//ccmC//oppD//yfdK//ymfA//dgcF//srlB//yjjG//tcdA//yibF//agp//pstB//rhaM//yehB//yhbQ//rpsS//glsB//fepC//betA//cyaY//adeQ//kdpF//flgG//ynfK//aspS//yejF//nikB//speD//zipA//dmsA//rnpA//dppA//eutD//queC//yobA//rcnR//yeaK//cadC//rssA//yagJ//atpC//hha//phnO//infB//glsA//uvrC//yjbF//yajO//yehW//nei//aphA//puuC//mliC//dsdA//zupT//proV//csgB//rffH//rplC//rhlE//sufB//poxB//frlC//ftsQ//yaaA//yebC//nanR//insI-1//yagF//bioB//rssA//rluC//ybcJ//gltX//acs//paaC//appA//rplE//trmL//hrsA//viaA//lsrG//nagD//yeaD//lysU//ybjI//trxA//malS//yhbQ//mtfA//glnB//cdsA//glgB//ydcR//mdh//nadE//lrp//flhE//selA//uxaA//iclR//sgcC//hisI//nagB//clsA//yhaC//pepB//glnS//lepB//speB//ydcS//hisC//guaA//mqsA//aroE//yraN//murI//appA//citE//cheA//yedP//cdh//yadG//yihL//galK//ackA//ybiJ//grpE//tcdA//mdtI//yfeO//fumC//yiiE//trmI//kduI//ligB//rhaR//frdB//fadD//degP//rfbX//bamB//ptsI//hybE//uvrB//hypB//gcvA//rlmN//ygeR//ybbY//ldtC//phoB//yqaE//sstT//acrD//nupC//sgcX//kefF//elfC//panD//minD//paaD//yraH//rfaG//paaD//plsB//rutC//srlB//uspB//erpA//argI//yahD//mdtJ//nfo//speA//potG//mhpC//dbpA//speF//ddpA//pinQ//fecA//citC//yahI//yqgB//adhP//csrD//macB//ispF//hisM//cca//yhjB//tdk//yqgF//nimR//cbtA//adhP//epmC//pspA//yhfS//dnaB//hypT//nuoM//gcvA//ybhI//aceB//dsdX//agaI//yihT//mraY//melR//lptF//yqiI//dps//hisS//ggt//ibaG//ompG//rsmD//folX//prfC//sgbU//ycdY//glcB//gatB//aaeB//fliG//tauA//glgC//umuC//mtnN//rpsM//metH//lolB//flgK//lysC//glcD//ptrA//rpsN//nrdG//cobC//yihP//tolQ//hslU//srlB//efp//sufS//fadJ//ppk//yciV//fabI//cbeA//rhlB//yjfF//nudC//kduD//yfcF//endA//ibsB//rcsC//pbpG//carB//osmY//gsiA//ydcR//asd//ulaD//wzzB//talB//yfdO//potH//lpxP//exuR//pheT//selB//dsdX//ibpB//tmcA//yfbR//citE//mukB//nhaB//yddA//srlR//nikD//fklB//moaA//allD//paaH//ynbD//proQ//ynhF//mutL//hcaC//betB//mug//ybiY//grxD//sfmH//hybA//insK//acrE//chbB//zapD//insB-2//yidP//nagA//mltD//ybjC//prpR//yebZ//yehX//ykgA//lsrA//lgoD//elfC//alr//dcuD//nrfD//dinQ//yfaE//ybgI//ygjK//ydfG//yagG//degP//gmhB//bluF//pyrE//cspB//fabG//sdhE//yhdZ//argA//dnaE//rssA//rbfA//pabC//yahB//accA//lgoR//ydjJ//opgH//astC//cydC//fepD//proQ//glsA1//rpmE//bfr//gatA//lgoD//mdtK//recF//rpsA//ompR//fepG//cysQ//ispU//phoQ//rzoD//ompG//ynfL//yjiQ//fadM//lysS//ascF//tig//rbsC//yeaE//cheR//mntS//trmA//rhtA//yiaL//yddM//mqsA//kdsB//ynfH//mrdB//yfeO//galM//barA//gcvP//ompN//argC//rpmH//tsf//hemN//udp//ygbI//tatB//hyfF//amiD//yidA//gudP//garL//chbC//preT//tcyJ//atpA//yqhD//yhdJ//tdcD//tusB//rbsK//flhA//basS//yidR//dcp//tufB//fucA//frdD//fdhE//cpdB//fmt//apt//ydiB//pstA//xerC//chbC//ftsL//yacG//fcl//yahF//uhpB//rpnC//miaB//narI//ybjI//yhbQ//eamA//ndh//envZ//sufS//flgC//acrA//mepA//mlaF//ansB//phnC//hemL//rraB//pspD//yqjI//dusC//nrfD//puuE//sgbH//panB//yhbX//rnlA//ygjH//puuC//phoA//hflK//ydhK//phnH//psd//opgD//csiD//lamB//uvrC//lpxK//yehY//nuoB//norW//nuoI//fimI//fabA//cysE//caiE//yagG//rplE//ppiC//bluR//alsC//garR//lptC//fpr//tufA//yafE//mltF//gntR//wzyE//rnpA//cspA//wzc//panZ//accD//ydfG//rhtA//hlyE//yidL//sbmA//kdpA//gyrB//kch//caiB//glyS//rpsB//hyi//xanP//ispB//ssb//ulaF//rodZ//ftp//yfgI//nuoN//ygiV//lacY//cspC//tusB//yfdR//lipA//sufS//yahN//clpS//wzzE//murG//ydhQ//tonB//radA//ycdY//tolB//allB//mioC//phnC//aceK//ydiB//hisA//hyaD//ygbM//ybhI//cutA//mgtA//hdhA//yagE//tcdA//glpG//flgH//yhjD//cysP//yneE//sfmD//yhdH//sfmH//hslO//glcC//mug//aroF//artQ//lpoA//envC//ygiB//yagG//spoT//yjhC//nemR//phnJ//lpxP//rbfA//gcvP//dacD//folM//rplQ//queE//dgcF//yfaU//yjtD//tpiA//malI//queD//holD//glvB//baeR//phnK//argT//rpnA//motA//ygjH//yeaK//gph//nrdF//flgI//flgM//hybO//thiL//gspJ//focA//ydeM//tdcG//yibA//ynfH//rzoR//msrP//rfaE//prlC//lptD//rfaD//ptsI//rbsA//flgC//uhpB//yojI//kdgT//rpsR//treR//sfmD//yidD//
GO_0006140_6	dcuC//yqhD//
GO_0006144_6	rsmD//mutL//maoP//preT//eutD//gspJ//fepC//kdpE//hcaR//dpiA//
GO_0006145_7	borD//prpB//nuoE//hemD//
GO_0006146_8	phnH//sucA//
GO_0006148_9	clpX//
GO_0006149_9	ddlB//
GO_0006150_9	glnK//
GO_0006152_7	argO//glpC//nrdR//yacG//hcaE//yjhB//
GO_0006154_6	katG//
GO_0006161_9	waaG//
GO_0006163_6	dctR//mdlA//ralR//yeaE//cutC//sgrR//ogt//luxS//gstA//ybhJ//ftsB//nrfG//potB//cpoB//hicB//yhdH//clpB//btuE//dapB//wzzE//narX//lexA//moaA//csgE//ispA//yjjI//fimA//proC//mutH//umpH//dgoR//yceD//tatA//artP//ygcW//mltD//cbpM//ymgC//hxpB//icd//yahI//rarD//cadC//trmL//patZ//entA//rplF//mdtF//dgcE//pdeR//panB//ftsQ//glpG//pck//
GO_0006164_7	seqA//malY//yfiC//pagP//livH//ydfG//melA//yceO//ypdI//glsA//yfcG//mrdB//znuC//nupG//tqsA//ubiB//cysS//hcaF//aspA//rplB//uvrY//rhaT//tnaA//rpnB//mhpR//mrp//waaL//mnmA//oppC//btuD//yceO//glsB//puuC//msrC//lacZ//recE//garR//glnA//dfp//mdtE//
GO_0006165_7	yjhG//nagZ//rnlA//yqgB//yciV//def//fdnI//yjjB//tusD//mdlB//mfd//nikD//ykgO//atpA//pdeK//paaA//rfbC//yfaV//yhaJ//
GO_0006166_6	mukB//lysO//
GO_0006167_6	yqhD//
GO_0006168_7	uxaA//narP//
GO_0006171_9	iclR//
GO_0006172_9	glnE//
GO_0006177_9	hycH//yehY//ascF//
GO_0006178_7	mrdA//
GO_0006183_9	ygeA//
GO_0006188_9	emrK//hchA//ydiR//pgaD//
GO_0006189_10	hemH//feoB//
GO_0006195_7	dfp//mdtD//
GO_0006203_8	mmuM//gspF//
GO_0006206_6	bamE//lptA//ilvN//rclC//pdeD//livJ//lpxP//ldcC//ybhJ//fimG//zapB//htrE//yehZ//yqaE//cmoA//yifB//mltD//yoeE//efp//relB//tufA//ilvN//xapB//tcyN//kdpA//mglC//
GO_0006207_8	waaB//ihfA//znuC//yqjH//prlC//
GO_0006208_7	yjaZ//recG//ppk//zupT//cyoA//pstS//yjjI//surE//elbB//pgl//rimP//pheT//yfjV//
GO_0006209_6	frvB//
GO_0006210_8	deoA//
GO_0006212_6	moeA//cdd//amiB//malY//sohB//elfA//rluA//envY//frc//btuD//yggW//
GO_0006213_6	gstB//yidK//metG//yghO//rhaR//sanA//oppC//acrD//nrdA//gltB//csgG//curA//chaC//ybiY//lsrK//umuC//
GO_0006216_9	nuoB//
GO_0006217_9	nudF//
GO_0006218_9	pyrL//
GO_0006220_6	osmF//iscU//agaB//lpp//malX//yghG//cheR//elyC//glpT//thrL//yhdZ//hyi//lpxP//yeeA//fepD//frc//ulaE//zitB//yfeD//rutG//
GO_0006221_7	rbsK//yqjI//ynaE//yceO//narK//fadK//cydC//yjgX//fimZ//pfkA//metN//rfaQ//gcl//
GO_0006222_9	ydaC//
GO_0006225_9	radD//
GO_0006226_9	cobU//tatB//
GO_0006227_9	nadE//
GO_0006231_9	ygiN//
GO_0006233_9	cyaY//
GO_0006235_9	elaA//
GO_0006241_9	yhjV//
GO_0006244_7	sufS//dkgB//wecB//lldD//yggE//tus//exuR//
GO_0006259_5	folD//hemL//perR//gabD//btuC//hybA//osmC//ompC//panB//tpx//betA//alsC//potG//glcA//fliA//csiR//rpoE//yraH//thiG//yieL//ybiI//gstA//hycH//yjjU//envC//agaC//murB//patZ//spy//thiG//elbB//tauC//rseB//tauD//yfcA//cyoD//tatB//yjtD//ybdZ//asd//thrB//cheB//aroC//fhuC//nagC//slt//livK//yhcF//rnd//rplJ//rhtB//yqaE//rdgB//gatZ//bsmA//elaB//rclA//fumC//tyrA//gabD//ybiV//rpe//ompC//oppA//fadA//ligB//bsmA//btuR//hpt//pcnB//pdeL//glsB//torC//chaA//yphF//ppx//rcnR//hofM//ybcJ//cobS//yghU//gcvH//malF//ortT//recT//yraK//yjaA//fepA//galF//narQ//mfd//nrdE//wecA//dmsC//hflX//rutF//zraR//panC//iraD//pgaA//kdsD//hypT//pyrD//epmC//gatD//murQ//epmB//queF//mgtA//frdB//agaD//rsmE//murC//dld//ibaG//proS//glgC//cvrA//holD//mltF//yjbF//yfiE//oppA//rbsB//mppA//patD//cpdA//ydaC//phoE//rffM//mrcB//iclR//hisH//ldcA//pykF//phnK//arnF//dapF//pgk//metQ//leuC//yqeG//yjbF//zwf//sbmA//argG//rpsK//murI//
GO_0006260_6	yfcU//paaJ//ibsA//yajR//yfbS//yejA//rpe//mrdA//ydiZ//rfe//yfhH//tdcB//nimR//rfaG//yegS//nupG//gmd//yccA//waaU//fimG//yjfP//
GO_0006261_7	azoR//idnO//add//yhfS//xisE//mepH//wzzE//thiE//yciH//ykgM//rph//gldA//
GO_0006265_6	insI3//proC//ghrB//frwC//yhdJ//
GO_0006266_6	rluD//aceK//ushA//
GO_0006267_5	focB//
GO_0006268_9	tufA//umpG//rssA//
GO_0006269_6	tcyP//
GO_0006270_6	carA//trkA//asd//thiD//mtgA//sucD//
GO_0006271_7	yqiG//gltL//lgoT//
GO_0006274_6	yhdZ//
GO_0006275_7	sdiA//dam//abgA//ybjI//ygaH//fabH//bepA//pntA//ybcJ//
GO_0006276_3	yhjG//rpoD//pmbA//ychF//kdgT//ispB//chaA//rsuA//
GO_0006281_6	yidE//djlC//xylE//gluQ//gspI//murD//galT//mhpR//chbA//mngR//yigL//ynbB//yejB//cysM//norW//alr//srlR//ycgR//rluB//ydbD//tsf//ghoS//fbp//garD//serA//ftsK//yqaA//dld//dacB//cmtB//ygfI//ygiN//emrB//insH-6//ybiA//rbsC//rpsM//bisC//dgoT//mgtL//yehY//kilR//tauA//hslJ//znuB//ybjC//ariR//casD//topA//mepA//dgcT//ybbW//yedP//rimM//rhaT//
GO_0006283_8	ccmH//
GO_0006284_7	mreB//pyrE//menB//rhtA//rsmF//menD//
GO_0006285_6	dosP//ychF//norR//yadG//hslV//
GO_0006288_8	adhP//thiG//
GO_0006289_7	hemH//pdxA//
GO_0006298_7	tolR//rtcR//yqaB//mcrA//rpsP//ligB//rpmE//ygjR//yqiH//murC//
GO_0006301_7	ratA//yegD//nuoF//agaR//
GO_0006302_7	ampG//ftsL//yegS//hcaR//rplK//oxyR//intQ//yacG//ynjD//
GO_0006304_6	ridA//rpoH//eamA//ynfE//rmuC//tdcD//ydaN//lysP//yacG//
GO_0006305_7	yeaG//barA//yhaV//gadW//
GO_0006306_5	osmE//yaaU//murB//msrB//
GO_0006307_8	waaS//kduI//yddG//ydiO//ybjC//
GO_0006308_6	lldR//yajD//ttcA//dmlR//flgG//frdC//lamB//cynT//metL//rluD//ridA//proP//
GO_0006310_6	kch//lptD//tisB//pyrH//gatY//yqhD//modB//mppA//yggE//mltA//menC//bioC//maa//ygiW//ung//yidD//yigL//uvrC//yehU//mdtQ//cydC//mepM//pflC//frwB//allB//agaC//pheM//aroF//glrR//umpG//torA//wzzE//srlE//kefB//pcm//argD//cynT//asr//phnM//gntP//rusA//yojI//purL//
GO_0006313_4	rbsB//sfmD//aroF//uvrD//lacI//casC//ihfA//
GO_0006323_7	guaD//
GO_0006325_4	rhaB//
GO_0006351_6	yhdH//phnI//ribD//casE//potA//osmE//xapB//rof//asd//cydA//hemN//pgpB//ldtA//yneL//symE//queG//mrp//htpG//lolA//pbpG//gatZ//dnaX//argO//accB//yfeD//rpiA//cueR//yahN//glvC//pdeD//yjjQ//osmC//hisC//ymfK//ugpC//cas3//hypE//preT//yjjV//wcaC//rfaD//yiaN//greB//udp//opgD//accD//torR//rpsL//fadM//cmk//purL//secE//arfA//murP//yceO//gntK//aldB//entE//yhjX//phnG//bfr//purN//deoC//mak//hslV//gltS//casA//frdD//yjjX//yehP//yfcP//frr//gadX//rlpA//ssuD//csiR//ldrD//aspA//kbaZ//mntH//insI-1//yfcP//uhpC//rph//nudF//cspA//mfd//dpiB//lrp//gltL//rdgB//aroA//uraA//gltP//mhpA//ycjY//bamA//sdhE//osmC//entD//panD//rffC//glgA//bglJ//rsfS//napC//dadA//adeD//dam//nusG//nrfC//sufS//yigL//ndk//phnN//lapB//rraA//ddlA//frsA//
GO_0006352_7	lptE//ydfK//srlD//pgaA//
GO_0006353_7	panZ//tpiA//
GO_0006354_7	araG//nimT//amiB//
GO_0006355_7	xanQ//prc//infB//lolE//rbbA//fliT//rluD//glgB//argE//lysC//sufC//birA//azoR//epmA//argG//gsiA//agaS//ompW//chbC//garR//arnE//fucP//erfK//tldD//sdhE//cheB//entF//fadH//aroH//emrE//fumC//serB//waaB//syd//wcaB//wecC//rnlB//uidR//lexA//ydjJ//yqeF//mdtJ//entH//yijO//rfaC//holC//treA//sfsA//hisH//raiA//elyC//hflC//lamB//hicA//carB//mdtE//purR//yeeO//thiM//ppiC//ydaC//arcA//gadW//aqpZ//cdaR//cobB//lgoR//tqsA//narV//rsmF//lplA//mgtA//mdoD//alpA//glnS//ynfH//mltC//ldrB//tatB//entA//guaB//pntA//mltF//yfcP//hofQ//yhjD//iclR//yadM//xapB//fre//glsB//flgF//ftnB//mntR//exbB//cpxP//cobB//mnmG//dadA//hisG//yiaU//dinQ//mltC//lplA//nuoE//creC//yhdZ//rayT//purN//wbbK//queE//rlmE//lysR//hxpB//pyrH//arnB//hypB//lpd//ubiA//fhuC//rpsD//trg//ldtD//sfmC//rsmD//lacY//yiaL//nudF//gatB//yfaE//grxD//gadA//ftsB//nrdA//oxc//ldhA//frwD//chiP//ilvD//pheT//yodD//deoR//degP//acnA//gppA//edd//yibA//hyfA//rhaA//atoC//ybjX//adeD//bepA//cysQ//purT//hofO//plsC//flhD//amiA//yjiA//ptsN//ynaI//mutL//mdtJ//pckA//raiA//gatA//era//msrP//kduD//livJ//katG//yhiM//moaA//rclA//dcuA//hisH//livH//ygfX//cysK//ade//ugpE//hemC//hslV//katE//fabH//zraS//gcvT//tisB//rnhA//oppD//potD//argD//cheY//parE//dpiA//gabP//hns//cysN//pykA//zapD//yjhH//rfbD//helD//allS//yieL//yqjA//lgoD//tusD//ispA//pykA//barA//ynfL//sufA//yahO//cbrA//pdxH//fcl//ilvH//mltC//hslU//rlmM//fumA//dicA//glpC//glnP//rsmH//fliT//clpX//rsmD//fimF//pdeD//sfsB//rnlA//rplD//tsgA//ftsX//rlmH//yajR//arcA//deoA//waaL//gltD//dgoA//rng//ogt//yhbS//bamB//trpR//pckA//hflX//gldA//ccmH//sufB//flgD//murQ//yihS//fdoI//mdh//mscS//parE//
GO_0006357_8	torD//
GO_0006364_9	rraB//ghoS//bssR//rpoS//dicA//alr//ydiR//fimZ//mtlD//paaJ//ycjQ//uspC//livJ//nuoI//gatC//emrE//shiA//glyS//rhtA//uidR//aslB//yehZ//ogrK//yiaO//deoC//raiA//cstA//moaC//rutE//rsfS//kduI//elyC//ftp//mtn//emrK//uhpC//dnaG//yedL//yhgH//degQ//potD//lsrA//casA//
GO_0006378_8	rimP//ulaF//
GO_0006379_8	gapC//
GO_0006382_8	ppsR//
GO_0006396_7	yahN//pntA//der//yegV//ibsC//rlmM//yidH//thrL//hisF//crcB//wzyE//ybbY//acrF//yqjA//ugpE//rbfA//rzpD//yahD//nikC//rffC//rmf//narZ//ttdT//pabB//ascG//fnr//gdhA//nlpA//hipA//rihC//speG//agaC//phnP//agaB//entB//insH-5//rpiA//opgG//yigB//trpC//gspI//leuS//pinE//phnG//frdC//ogt//plsX//cynX//rihA//glgA//malY//opgG//recF//gmd//agaI//fhuB//nadC//chbG//rpsL//gadE//murB//alsA//cycA//tisB//rimI//ravA//ispH//yggD//mutS//gltK//ftsH//recQ//yadG//tus//ydcO//ycdX//bfr//pbpC//fiu//ftnA//frlB//fsr//gcvR//citE//dacC//uvrY//pstB//yacG//gntP//ybhI//fepC//sseA//atpF//mak//tktB//mtlA//nudB//sfsB//rne//selD//ydeT//glmM//
GO_0006397_8	secF//fruA//bhsA//
GO_0006399_8	garL//pstC//cobT//mntH//yghO//galS//agaD//yajR//dcuR//fimA//ribE//sfmD//gltB//rpiR//rplW//nagE//pepA//kefB//phnL//decR//gutM//casC//yqiG//fadD//prlF//mipA//cusB//rclA//agaV//ahr//sanA//mnmG//lipA//rplO//cof//wcaJ//sgbE//bsmA//yqiG//rpsI//yfdR//sdhC//pgaA//ydiV//yahK//rpiA//accB//yfcA//rhmD//insI-1//lysP//bioD1//ccmD//fabB//nupC//ddlA//pyrL//yfcG//ilvB//abgB//accB//nemA//ppsR//aspC//rssB//lysA//kbaY//mepS//yhfK//insH-5//torZ//yadM//wrbA//fur//alkA//hemE//yjiR//uraA//lpxP//setC//ygcR//lptG//
GO_0006400_7	sgcA//metR//ygjK//hxpB//slmA//dusC//yieL//narX//ampG//mazG//tcyL//fdnI//kilR//yihS//otsB//aaeR//ispB//arfB//ydaC//tusD//dppC//mdtO//metE//envR//ihfB//osmC//dppC//cspE//panF//yhgF//pgaC//kup//tig//araF//aroA//potE//yhcF//gpt//pspG//ulaD//bamA//glcD//miaB//mutH//mgtA//ydiV//frr//ybhG//uvrA//
GO_0006401_6	rlmD//folE//rfaH//arfB//nupX//yhhY//ccmF//apaH//rplL//mrp//kdsB//blr//puuR//ispU//dgoD//acpH//ghoT//recE//fmt//deoC//rppH//thrL//
GO_0006402_7	fumA//chbF//pgsA//fieF//iscA//rlmF//fdhF//cycA//mdfA//chbA//ibpB//
GO_0006412_6	gpp//yfiF//ulaF//tauA//phnM//wzyE//nfuA//fiu//ykgF//xisR//yfhM//ampH//cpoB//prfA//mcbR//rzpD//glsA//lrhA//yiaM//yibA//lysA//tig//cadC//rseC//lepA//cobU//csgA//motA//yciV//wecA//fryC//betA//ypdI//rapA//agaV//cynS//mutH//ugpB//acpP//yehX//bglH//sufB//acpH//fhuD//yiaU//ccmA//ftsQ//ycaN//mlaF//yedF//flgC//
GO_0006413_4	rpnA//epd//ycfL//
GO_0006414_6	mlaE//rfbB//rzpR//hflC//rhlE//cas2//mntS//mutL//lolD//
GO_0006415_7	lgoD//basR//satP//dkgB//moaD//yebC//rcnR//
GO_0006417_7	mraY//insB-2//mcbR//setA//pstC//ymgF//yedF//wzc//degP//elbB//rpmB//treR//yfaX//etk//mlc//fadE//nrdE//treR//rpe//hofP//kbaZ//aroH//glpX//arcB//pyrE//cbl//ygfI//greB//srkA//ispG//pitA//fucP//cheY//tdh//glpK//yigB//tyrR//dsdX//frlC//
GO_0006418_7	fadI//yjjQ//nei//fumB//rsmH//yidH//yahO//trpR//xylG//ppx//sufE//yhfS//livK//ddlB//ais//ptsH//slyD//folC//ygbI//nagE//dtpC//aceB//casC//lolC//bamE//
GO_0006419_8	pdxA//
GO_0006420_8	sufA//
GO_0006421_8	galM//
GO_0006422_8	artI//
GO_0006423_8	wcaC//
GO_0006424_8	argK//rutB//
GO_0006425_8	fabA//
GO_0006427_8	pitB//
GO_0006428_8	yahF//
GO_0006429_8	deoA//
GO_0006430_8	frsA//yeiG//
GO_0006431_8	focA//
GO_0006432_8	ynbB//fadM//
GO_0006433_8	dacC//
GO_0006434_8	yihL//
GO_0006435_8	nrdH//
GO_0006436_8	sapF//
GO_0006437_8	thiP//
GO_0006438_8	ldtA//
GO_0006446_8	sbcC//yehW//mdtN//secM//cmoA//yejF//ghxQ//
GO_0006448_8	rpsI//nmpC//recN//pyrE//leuA//
GO_0006450_4	glcE//asnB//ompF//yhjX//glnQ//nrfD//ycjW//ddlA//mlc//manZ//
GO_0006451_7	ratA//
GO_0006457_3	sdhB//nuoH//ybhF//bamC//tolA//aceB//yjfP//citX//paaZ//upp//xdhB//ychO//ompL//ibsA//bioA//fimI//ybiJ//hypB//yciG//frdA//rfe//ltaE//bcr//yqiG//sgcB//yihW//betB//pitB//mngA//phoP//menE//dgoD//blc//gcvT//asnB//rfbD//mdoD//treC//cysH//pstS//
GO_0006458_4	selU//emrY//yjhG//yfcU//xylE//mdlA//eptC//alsE//
GO_0006464_6	ccmG//ettA//glgS//ybiT//recO//rarA//ybbY//yddA//ldrD//rbbA//ghoT//rph//gntP//rpnB//sdhC//narI//fumB//argC//ftsE//purF//yhaC//fadL//yeiG//dapB//ligA//rsmF//phr//arcC//opgB//rpoS//era//phnM//elaD//codB//yahB//phoU//trpS//trkH//accB//rhtB//degS//ribA//hisA//ydhC//lptF//fadA//gadC//yiaB//ssuE//tap//mscS//nanS//moeA//pyrE//kdsB//srlE//rpnD//pstC//trpC//ariR//dcuR//fepD//ynfF//aroD//wza//araC//recF//menC//mscK//sbcD//nth//frr//insA-1//secE//glyA//wzc//rclC//serB//mutL//queD//yfjR//yehT//ascG//dppD//cycA//hslO//zntA//ybiI//ybjC//baeS//dadA//pheT//yggD//pphB//nagD//ivbL//atpC//mngA//yodD//ygjK//yhjR//agaC//tcyN//ykfM//rpiR//mrdB//pspD//thiI//topA//cyoD//guaB//ppsA//dgt//thiQ//argF//proX//yfeW//malS//malQ//dam//wcaB//cvpA//bdm//rfbC//alaC//motA//entH//arcA//kdsC//shiA//zinT//yidR//hisC//waaH//rplB//ttdT//rluA//hemC//ilvM//ttdR//yqeG//tnaA//
GO_0006465_6	yddL//hxpB//fhuC//
GO_0006468_7	pstC//ybgI//metF//ytfE//ilvL//otsA//ilvB//yciG//hybD//hcaF//exoX//grpE//cdaR//ampD//fdoH//proX//fdhE//allS//atpD//abgR//rpmJ//garP//ybcF//yafQ//pphB//hisP//artI//rimM//lptF//hda//pyrH//ycfH//ynfK//uidA//insB-4//ycgV//ybiV//yhjA//yrfG//tcyL//yidL//perR//sxy//argR//rsmB//pagP//thiM//proS//yejB//yfiE//betA//priA//ygiW//
GO_0006470_7	putP//epd//rlmC//ldtA//rpmA//yqiG//opgG//yjeH//ahr//abgR//nudF//pepD//tsaD//murD//yegS//iscR//
GO_0006473_8	rplA//sugE//flgH//ykgA//hycH//mfd//parC//nmpC//rutG//selB//rcsC//yccA//
GO_0006474_6	dapF//creC//mnmE//lacI//galE//
GO_0006475_9	cvpA//ulaA//
GO_0006476_8	potC//sapF//atoS//
GO_0006479_5	speA//recG//gltX//hprR//nac//prmC//hemN//queG//
GO_0006480_6	ybiS//
GO_0006486_5	hupB//
GO_0006490_5	recB//
GO_0006497_7	rimO//
GO_0006508_5	phnH//rplT//cyoC//fadB//fecC//hisH//araA//napD//mscL//clpB//mipA//mdtP//xthA//ynfE//yagG//rsuA//cas1//yebQ//yjjQ//ilvD//lacZ//trpS//ybhS//psd//trpE//sbmC//flgE//cheR//ybcM//tyrB//glsB//yghU//aqpZ//rlmD//bcr//lldP//dnaE//ggt//mfd//ykfI//manX//mntS//lptA//nlpI//ilvC//mutL//nemA//topAI//manY//cusC//yqgB//galU//edd//phnM//araG//
GO_0006515_7	fdoG//chiP//ubiD//ltaE//
GO_0006517_6	sgbH//aroE//yaaA//mioC//
GO_0006518_5	ygjR//ubiE//aroC//kduD//zinT//glpA//purD//napF//gcvA//fetA//rpsA//ynhG//hemG//lpcA//recN//katG//insK//kdsB//rbsA//murJ//kbaY//queF//kefB//uidA//hyaB//nmpC//uvrD//nei//gltD//rpsS//rihC//sfmH//infC//rpsR//yrdA//pphB//yibH//yghW//pitB//aer//yhjR//bisC//fre//flgC//lysO//aspC//adeD//exbB//treC//mglC//mtgA//cadC//yfdK//phnJ//pdeH//gcd//entE//yqiH//xisE//aroD//pflB//folE//yifB//ytfR//rsmH//ttcA//degS//menI//cadB//bcsQ//flgA//dnaG//panE//hybE//ytfP//rplW//secD//
GO_0006520_4	rpsN//tsaB//ytfQ//srkA//frlB//acrF//yjhG//insH-5//malZ//mhpA//ung//recT//hypA//tdh//hcp//erfK//yadG//ruvB//ynfL//kilR//mngR//rlmI//tqsA//ydiF//arsB//dsbC//atpC//ydeO//lplA//yciE//ugpE//ghxQ//ygfX//mocA//rayT//speG//hisG//yjjW//dxr//ugd//rssB//gsiA//gyrB//ptsG//ccmA//mtlD//yihP//fadE//cyoB//hcaB//pepD//betI//uspC//dacD//rimM//fabZ//zraS//dkgB//lpxT//ydaV//asr//yqgB//hflK//hemF//yfdR//lldP//nuoM//ibsA//ibsE//yafS//napB//ymgA//elfC//malP//wcaC//cynT//rmf//fryA//kbaZ//prmB//hycH//pyrG//rsmI//pinE//cfa//asr//gcvR//yhcH//amiA//iscA//gyrA//ldrD//yqgB//rclC//ubiB//fliM//hcaD//obgE//prpR//gmk//avtA//ompC//ygfI//sdhC//deoA//argF//moaE//entD//hinT//ompT//mutY//mfd//secM//mtlR//pgsA//hyfC//acpH//tas//fabD//ytfR//tisB//waaF//cobU//cbrC//tcyJ//csgD//ivy//rcsD//cbl//dgcE//gmk//zapD//ftsB//cycA//psuG//lexA//mhpB//mliC//casA//yhjA//ilvH//dcuD//mhpT//cpdB//ltaE//plsC//yhhY//fixB//yebG//potA//flgK//entF//malF//yqiI//hxpA//mdtF//ygiS//thiH//queG//valS//rimJ//asmA//sdhE//panB//rpmH//osmY//uvrB//ompF//fabD//rbsR//marR//ygcO//treA//nemR//ybiW//ulaD//rpe//alsA//etp//scpC//dinD//lapB//yebQ//xylG//rnpA//fumB//nikB//yfcS//ytfT//bdcA//scpB//kdpC//feaR//mtlR//mutM//yhfS//mngB//exbB//proQ//allS//secA//yihR//
GO_0006521_6	rhaA//tap//ansB//
GO_0006522_7	lsrC//iraP//pcm//waaL//yfjV//nagD//nepI//
GO_0006523_8	rplY//surE//rna//murQ//
GO_0006524_8	ftsQ//rpsP//ispA//
GO_0006525_7	yhbO//mgsA//ghxP//ppsA//sbcC//dgoR//cfa//mmuP//phoB//kdgK//glpR//tar//agaV//ydcR//ybjN//cysZ//ygeV//menC//eptB//rimO//cueR//
GO_0006526_8	thiC//tauB//napF//rplM//yfaX//pheM//dhaL//yraI//ttcA//bhsA//rnhB//cueR//rhmD//
GO_0006527_8	adiA//argI//sapB//clpP//yehU//cycA//tyrS//oxc//agp//
GO_0006528_6	tabA//metC//nadE//pinE//
GO_0006529_7	ybeF//kdpA//
GO_0006530_7	murP//narZ//
GO_0006531_7	puuR//afuB//cyaY//ymfK//idi//hybE//cysM//paaD//
GO_0006532_8	yieK//cusF//
