#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	adiY//ycgR//pheA//ypdA//
GO_0006139_4	xapB//yegT//lon//tatD//rhtB//yccS//yebC//rnb//iraM//fepG//metE//paaJ//rbsA//rne//prmC//queE//asnB//mrcB//etp//metG//yehT//hisM//btuC//rdgC//dosP//xapA//flgK//ubiH//ccmE//lpxT//gpp//yneJ//yneL//nadA//dnaA//rpsB//msrA//baeR//arcA//yghW//amiB//alsB//tdcC//ycjW//arfB//ybiT//rlmL//rfaH//hcaB//hsdM//cmtB//cas2//metG//mltF//slt//mntS//malI//tusB//rseP//clsB//yfiR//cysI//nuoG//aroF//ypdC//ychO//purR//yfiF//rpe//sdhB//yjjB//lldD//mak//manZ//rutB//ybjX//ykgM//yojI//sanA//ahr//tcyJ//pck//hcaF//mfd//crl//phnH//yeeO//feoA//rlmH//thiC//yeaG//hrpA//hxpA//sspA//glcA//lptF//tolR//sgcB//glyS//alsA//dgcJ//ettA//ccmH//cbl//moeB//yihR//aaeB//lit//ygcR//xisR//torR//ubiG//recQ//yidQ//yfjR//artM//ygaH//pfkB//mngA//yaaA//rcsC//xylB//ldtE//rlmM//yoaA//accD//lrhA//cas3//opgD//gudD//dnaX//yihS//tusB//lysU//ybaQ//wecA//hemG//tamB//gsiD//fis//cbtA//mnmC//yidP//yhaO//ftsZ//kdpB//malK//lptB//aas//ruvC//grcA//mobA//waaO//murI//fetB//rpoE//yfbV//yjjV//codA//xseA//dgkA//ygaH//prmA//yehW//yqcC//cysA//ymgC//hemN//yeeY//ulaF//mntH//ydaV//xylG//folD//ynjA//moaD//yehU//sapB//mtfA//agaV//truA//rffG//fabH//ycdX//rssA//glgS//creC//minC//mglC//recF//ymjB//gcvH//mqsA//dinB//bioD2//rplN//mliC//secE//hemB//kdpA//tnaB//purC//yfaL//dppC//speF//potB//rpoA//proX//accD//glmU//dgcN//ansB//cspE//lplA//pdxB//insH-5//gabP//gcvR//potF//pphA//gltS//ybdR//leuS//rbsA//efeO//ygjK//ygfZ//yjjG//yiaB//yeeL//pphA//tbpA//ispH//lhr//yjhH//gapC//ycjR//nei//rbn//cpxA//frdB//citG//yajL//hemD//hupA//leuA//lgoR//efeO//yihV//fecB//nadB//cusF//ybgI//rho//cpdB//ybjC//lsrG//bioA//cdh//yebS//yfbU//fpr//kdpD//sufS//soxR//msrP//tolC//cspB//tatA//nirB//rplJ//mgsA//fruB//dctR//focA//nupX//allR//hemB//argS//arnA//dmsC//hybE//mepA//envZ//ushA//dnaC//hemD//dtpD//ldtA//bamE//ftsW//pphA//msrB//acrD//yahB//pheM//atpG//lgt//yeiE//umuD//chbB//csgA//fdhE//hslJ//dctR//yjjB//rluA//rplT//cfa//ybdR//syd//hslJ//zntR//fis//ulaG//comR//focB//hslJ//fdoI//fhuC//phnK//fruA//glsA1//rsmI//fdhE//lepA//stpA//yaiP//aroE//gspJ//cpdA//nrfD//cysW//yfiC//ttcA//bcp//ridA//rrrD//tas//mgtL//rssB//fadA//frvB//ddpA//phoB//dgcQ//yphC//tauA//qorA//ansB//arsR//crr//htpG//cysQ//bolA//mnaT//yahI//glcB//cobT//slyD//rclB//tcyJ//ychF//intF//ypdC//ubiD//cusB//ygiW//yeeY//frlA//rsuA//waaQ//aphA//narJ//tsaE//ilvB//nfo//abpB//ppc//mdtC//sufC//dpiB//ghxQ//btuE//dgcJ//yceK//cbl//spoT//yodD//ybiH//yjeI//yebQ//rutA//hypA//tatE//ftsZ//puuR//trmO//groL//msrC//aroE//rutF//yajR//rnt//mtlD//rbsC//allS//aer//cpxP//ybhD//uvrB//rutE//flgK//menI//glnQ//envC//hisG//coaA//yjiR//uidC//hslO//mrr//tatB//fabD//hybO//lsrB//glvC//ugpC//ssuD//iaaA//ais//mngR//yggD//lacY//mreB//aspA//lyxK//yddA//cusA//higB//folX//yoeE//symE//rutB//rfaQ//trmO//sdhA//yejE//soxS//codB//tcyN//fabD//tynA//mgsA//gsiA//gudP//clpB//rhtA//mepS//mgtL//cas1//exoX//ralR//opgC//ubiG//grcA//nrfE//rhtB//lolC//adhP//argA//pgi//yadG//yibA//gntR//fklB//dcp//secB//oxyR//yebK//mdtI//mngR//sapF//aspS//tpx//ppsR//glk//ynfL//yafN//yqeG//ybiV//aspS//yajR//ygbM//sbcD//bioB//efp//mliC//ilvE//gluQ//dam//ffh//malG//trkA//lgoR//proW//ribC//ada//pyrB//rlmL//kdsC//hflD//clpB//ebgR//aroE//hybG//flgF//ccmH//crfC//glvB//thrC//dacD//ndk//uspC//murQ//kdsD//chbF//yjhG//gltS//dppC//sgbE//nadE//yidL//yiaF//yajO//ygfI//iclR//aroC//nth//acpT//ihfA//nagA//yafO//sgcC//cpxP//adeD//rnpA//ygfZ//aroF//atoS//lpxH//yqcC//uhpT//hsdM//htpG//malG//ldtB//ydgA//kdpF//mlaE//ompL//frdA//ulaA//gdhA//argT//tsgA//setA//yihQ//decR//ybdZ//fliL//yhdJ//prmC//yaaJ//nagZ//manZ//dnaN//aaeR//uhpA//rsuA//dnaC//yidH//dgcE//ptsG//narG//fryA//bioF//yoeB//cspG//cspI//glcC//yjjB//chbR//pepA//pgaD//cadC//pnp//rpnD//wcaB//cysU//yhcF//aroL//mtn//nrfG//rzpD//caiF//kefB//htrE//atpF//dgcE//insB-2//mepM//flgG//
GO_0006140_6	argT//gspE//
GO_0006144_6	elbB//aroB//garP//glpD//dgcT//cheR//rimO//coaE//fabI//dtpA//
GO_0006145_7	rplL//atoC//yegV//bioB//
GO_0006146_8	rpsJ//dusC//
GO_0006148_9	mnmC//
GO_0006149_9	prmA//
GO_0006150_9	frsA//
GO_0006152_7	holE//dppB//ssuD//ybhA//sodA//adhP//
GO_0006154_6	lolE//
GO_0006161_9	nrfF//
GO_0006163_6	rutG//putP//casE//lpoB//mntS//trpA//polB//asr//obgE//yneL//uvrC//zapA//dnaA//zipA//rhaB//yihT//proP//prfB//adhE//hdhA//aroP//mgrB//aes//rluA//ybiX//yjhG//yebZ//putP//allC//rutE//asnC//preA//menF//stpA//envR//phnJ//ybaE//adiC//dsbD//rsgA//murQ//cyoD//lamB//rlmG//rutA//fruK//torI//mtnN//trpL//zipA//cpxR//paaX//gabT//fliA//
GO_0006164_7	kilR//fadJ//rsmG//trpC//trg//dxs//yhaC//lpcA//cobT//cbeA//infC//mdaB//phnI//fabG//yeiL//eutK//ppk//rmuC//slt//yhdW//nrdA//gatC//mnmE//rzpR//yidZ//sapA//ygiW//nrfD//yehD//yedF//ybiH//ydiF//waaA//miaA//ampE//ghoT//ssuD//mukB//flgE//yqiG//
GO_0006165_7	rluB//nikA//ycfH//betA//ygiV//argK//sfmC//emrY//hisQ//tdcE//dacC//alpA//ybiH//pfkB//tcdA//iraM//yhcF//adiY//glnD//
GO_0006166_6	uspE//waaY//
GO_0006167_6	truC//
GO_0006168_7	yohD//iscX//
GO_0006171_9	bamB//
GO_0006172_9	ygcO//
GO_0006177_9	caiF//zur//rsmH//
GO_0006178_7	ptsN//
GO_0006183_9	rpsB//
GO_0006188_9	ilvM//nikD//yggN//ispF//
GO_0006189_10	ybiT//rhaM//
GO_0006195_7	fliS//dadA//
GO_0006203_8	rarA//nepI//
GO_0006206_6	nirB//frlR//yjbG//insE-1//oxc//ybcC//truB//selA//yneE//thyA//hisB//yfcV//tatB//groL//amiD//ulaA//zapB//maoP//rhoL//gspF//clpB//hemG//ftsX//bglB//tdh//aroB//
GO_0006207_8	cyoD//leuO//yiaO//rdgC//cusF//
GO_0006208_7	sgcR//csgB//mtn//hypC//bamA//serA//yjiQ//ybaE//nfsB//dsbC//pdeR//glpD//crr//
GO_0006209_6	cspA//
GO_0006210_8	dinJ//
GO_0006212_6	tag//sfmF//cheR//tsaB//fdoG//acs//rfaB//mreC//ygdG//arcA//mdtB//
GO_0006213_6	yahI//pphB//rnr//ybcQ//rplY//dgoA//kdpF//truD//rstB//nanK//thiP//yraH//yefM//ccmG//frlB//tolR//
GO_0006216_9	uspG//
GO_0006217_9	sulA//
GO_0006218_9	sfmC//
GO_0006220_6	potG//deoR//purT//abgA//rlmD//ybhA//arcC//pyrH//yraJ//zapE//rlmI//xseA//speA//ppiA//dgcJ//ydiK//alsK//sucC//yeaV//kefG//
GO_0006221_7	rpsG//ycjW//malK//hdeD//murJ//shoB//fecB//cyoB//btuD//rhaB//mdtM//atpC//adeP//
GO_0006222_9	katG//
GO_0006225_9	yraR//
GO_0006226_9	nikD//rng//
GO_0006227_9	hxpA//
GO_0006231_9	xylF//
GO_0006233_9	frlB//
GO_0006235_9	nuoH//
GO_0006241_9	yihT//
GO_0006244_7	sdhB//rlmN//gltI//tauD//cysG//pgsA//sohB//
GO_0006259_5	infB//hlyE//chpS//menF//ilvL//edd//phnO//kdpE//frdC//ascF//ybhP//tnaB//fruB//ygiS//znuC//yehX//yihW//yhdZ//glpC//nagA//cmtB//fepC//sodC//dcm//aes//yciK//poxB//lexA//gltK//yecS//pth//fruK//holE//sbcC//ridA//narZ//hisA//mrdA//yccX//mgtA//crfC//maoP//tcdA//fepC//cyoB//pstA//flhD//allD//dnaJ//pstB//ybcL//hfq//sgcA//rhaM//lpxH//aslB//yqeF//hybD//yhbX//hrpA//ugd//pinR//trg//clpP//bamA//tig//tehB//bssS//aroP//yfaU//fabZ//mgsA//xerD//fau//murJ//betB//puuP//tilS//hdfR//fabB//puuC//bglF//rsmE//yoaB//trpGD//ttdA//queG//hycA//miaA//deaD//trpC//phoU//ubiH//tynA//alpA//ispU//cpoB//ravA//leuO//rarD//ynjD//symE//ggt//yfgO//aas//mfd//rihB//sfmA//rplD//lolC//dcuD//cobC//yqiG//trpE//rspB//mdtF//norR//tusC//ybhS//mngB//higB//nrdG//nrdD//rplO//cysK//frvA//rarA//feoC//atoS//metH//garR//surE//melB//yfgI//rpsL//speF//nanK//rpsS//yagJ//gcvA//yraI//acnA//lsrK//selU//ycbU//nhaB//cheZ//mraZ//
GO_0006260_6	ybhP//yehY//cysK//frvA//pgaA//ymgA//ygeW//tufA//lplT//prfC//bamB//artJ//narV//rcnB//xylB//ppc//radD//tsaD//yejF//yiaM//pflA//
GO_0006261_7	puuR//lysC//rlmN//rimO//entC//ydeP//rsgA//garD//flgH//ycgR//deoR//yqhD//
GO_0006265_6	nagA//epmB//hsdR//bglX//exbD//
GO_0006266_6	citC//fixB//ydfG//
GO_0006267_5	plsB//
GO_0006268_9	tqsA//uvrD//dsbB//
GO_0006269_6	cheA//
GO_0006270_6	thrC//sucD//yjjV//sucB//afuC//fadE//
GO_0006271_7	kbaY//fklB//fucP//
GO_0006274_6	ftsQ//
GO_0006275_7	rpiB//intA//dcp//pspF//mhpB//clsC//yjjB//ldrD//narK//
GO_0006276_3	elfG//rmuC//pgi//rssA//mrcA//agaI//yfiR//nrdI//
GO_0006281_6	mukB//coaA//lysC//deoC//wzc//ldtA//gntR//speE//fecB//rlmE//yagU//rluA//rclB//bssR//folX//yhjV//acrZ//livH//yihT//hemA//osmC//yagI//kgtP//ftsY//yebZ//yjcE//ampD//nfo//cynT//fumB//frc//dtpB//thrS//shiA//flgH//gltL//uspG//cueR//pgpA//rfe//melR//tqsA//hypF//tdcD//hyfR//sucB//entB//ydhJ//pdxH//sdaC//epmC//yacG//fliG//phnG//zraR//
GO_0006283_8	mltD//
GO_0006284_7	rfaQ//pstS//dnaK//lpoB//yjbG//satP//
GO_0006285_6	rpsN//acrF//gloB//yoaB//ydiQ//
GO_0006288_8	fixA//flhE//
GO_0006289_7	yfhH//pstA//
GO_0006298_7	cobU//waaF//fimA//endA//ymfK//yjeH//lgoT//sufB//argH//oppF//
GO_0006301_7	yggT//hybD//relA//lgoR//
GO_0006302_7	yceK//qorA//panC//ldtC//ybbY//melA//mltC//hemC//gluQ//
GO_0006304_6	mocA//atoC//rpiA//napF//alsE//mak//yqiG//yadV//minD//
GO_0006305_7	hflK//ybfE//leuS//dmsB//
GO_0006306_5	rpsN//tolB//phnG//glgA//
GO_0006307_8	rplJ//hemC//allD//ygbI//acpH//
GO_0006308_6	yjaA//recO//aidB//appB//bglJ//abgT//dnaE//yfcP//cheW//yraR//yiaT//tsaB//
GO_0006310_6	bioA//cytR//dctA//rfaC//rpsS//torI//fdx//fmt//etk//kch//yqiG//iscA//lptF//aslB//ccmC//idnT//nrfB//alaC//ybcL//yggE//rarD//deoC//tdcF//holD//araA//hyaB//tsr//mdlA//rbn//ptsI//entA//rpsN//nuoG//xylF//ldrA//pheT//abgB//metR//frmA//phoU//fucK//secY//rpmJ//
GO_0006313_4	pgpA//rpmF//frr//ileS//ubiA//zraR//cspA//
GO_0006323_7	ydbD//
GO_0006325_4	dcd//
GO_0006351_6	hipA//dnaB//gnd//yjjX//kdsC//sstT//yghO//yjtD//rpe//bioD2//sufB//puuC//envR//glgP//slyA//thiQ//guaA//yejF//uvrB//ffh//dpiB//hpf//mhpB//hemD//malY//tesB//sbcB//insB-2//dbpA//hxpB//ydcP//erfK//lptF//ypjD//dhaR//fnr//yibT//cheA//syd//yaiV//cra//recN//nagK//kbaZ//ilvC//sfsA//zntR//glcC//fhlA//mmuP//rcdA//argB//sbmA//ssuC//artJ//cusR//rfbB//ybiA//lpxK//glgX//ydbK//alsA//tolB//pgaA//yghG//argO//mhpC//gudP//yehX//prfB//ygeR//yrbG//nadA//rcdA//yqhD//comR//ybaE//tdcB//mgrB//dps//dnaT//yfcQ//insE-1//yehD//yebS//ggt//rfbD//nagB//yibA//tcyL//gpmA//soxR//rsfS//nfsB//alsE//nuoL//yeeO//cheW//rhtC//fadE//mlaE//tdcA//yafE//msrB//yphD//dppB//sgcR//ftsH//nagE//mrcA//yddG//mmuP//csgA//mppA//ihfB//eutK//gadB//gspF//yfcQ//
GO_0006352_7	folE//gcvH//aldB//parE//
GO_0006353_7	malQ//bioF//
GO_0006354_7	bfr//cpxP//alsE//
GO_0006355_7	pyrB//csgG//eutA//mdlB//infC//queE//tnaA//rho//rppH//ybcL//metI//proX//rtcB//mutT//alsK//fadH//dcd//yjjW//flgB//abgT//feaR//ibsC//mnaT//argH//tag//acpS//insI-2//nsrR//rsmJ//tus//rpsO//nuoN//infC//wcaB//flgC//flgC//rppH//narU//iraD//dgoD//mdtC//rffT//rpsS//menD//yhdH//csrA//dmsB//nimR//uhpB//dnaT//aceA//yagJ//gudP//fixB//gatB//ydbK//sodC//ycjR//entC//mepM//yhdW//yqaB//msrA//mdoD//menF//ynbB//dgoT//citC//ycfL//yoaB//ubiH//iraM//folX//menA//yegD//trxC//elfG//ycgV//pcm//yihL//ampG//elfC//tar//atpE//cydC//rfaF//aroG//sapA//hybA//metC//rfaC//tmk//ydjK//mrr//gcvP//clcB//gltB//yggN//curA//clsC//der//yhaC//mocA//murP//manA//hcaE//patA//yggW//hybC//ybiW//yfdR//yieK//cra//rlmE//lpxC//fucA//nanR//srkA//ligB//nemR//yjhB//gntK//gshB//yqjA//tdcE//fabA//rplD//yedX//rlmC//galF//lpd//phnL//rof//hofC//cvpA//cobS//ibsB//mrdA//betA//lolC//pflB//yebG//gloB//gltL//yfhM//frvA//mdtN//hcaD//infB//tsgA//narV//gadC//allS//livK//ddpX//fepC//qseB//potC//ttdT//yihO//yhbQ//ssuB//fabZ//yfeR//fmt//pspA//arcA//cpxR//insK//nusG//waaJ//yoaB//nagD//pntB//ygeR//msrQ//mcrA//apt//fpr//moeA//opgE//aroD//pyrD//fepG//ybcF//ybhA//fadM//envR//yghU//ompC//hybB//plsC//cdh//holB//clsB//endA//ygiW//yeaV//hlyE//chbG//flgF//emrK//cspA//cysZ//alaA//casA//argO//ubiJ//yeaK//dinQ//msrQ//yfcS//hybD//ydhK//sdhE//ybiA//fecB//ariR//yebC//macA//torY//ushA//dld//potF//cpxA//bdm//sad//tusE//topB//mepA//thiI//bioA//mdtL//rpoE//decR//ispG//gntP//fsr//nrfC//uidC//tmk//recQ//cspE//dppA//tktA//nadA//ygbM//pinQ//msrC//glcD//acrE//cysS//ftp//yhgF//citG//arcA//rpsB//hisC//mscL//rhaT//yjjW//
GO_0006357_8	sfmD//
GO_0006364_9	yqhD//dtpC//yiaF//yhfS//sufS//ascB//napA//sodB//viaA//cheZ//diaA//dpiA//tqsA//yobA//ymfA//ydfD//dhaR//dcuD//dbpA//narY//nanK//chiP//ygcR//mdtN//gdhA//csgD//ydeE//adiY//epmA//ompC//waaQ//mdoG//phnM//fimA//uxaA//argB//moeA//emrE//lamB//mlaF//ssuA//rcsC//hemL//
GO_0006378_8	valS//bhsA//
GO_0006379_8	lgoT//
GO_0006382_8	ydhQ//
GO_0006396_7	ompF//glsA//glnD//yajR//ytfR//fliT//gcvT//bioF//yqiJ//malE//selD//pstA//norR//yihS//patZ//phoQ//hyfR//dppB//eco//ssuA//hycB//tcyP//ubiC//dxs//tdcD//rbsC//hisB//aer//paaE//argC//dpiA//gltX//dadA//yqjA//potG//tar//ybcL//lysO//rlmN//yfdR//zapE//secM//yadG//rbsB//aroE//rplO//envZ//waaL//cdd//appC//glpR//cysZ//ybgP//atpA//yobF//pepQ//yefM//ybhI//elfC//dinG//fiu//aroG//yeaV//yebG//rhtA//uidA//bglB//recE//tbpA//glgP//yraR//suhB//kch//queD//tus//waaF//ybiX//uacT//tynA//xseB//lsrR//yjjG//ydiO//nuoM//rsmI//ycaN//ada//ibsC//casB//tdcB//yaaJ//yfaX//mnmE//cysN//ilvB//atoB//ygeX//ycbV//puuA//tolQ//glnB//parE//
GO_0006397_8	rffM//rzoD//queC//
GO_0006399_8	yciA//prmA//yhhZ//tauB//nac//torI//ybfE//atpF//atoB//atpD//wcaJ//ypdC//sucD//livM//glsB//metG//dtpC//htpG//soxS//arsR//ydhJ//ttdA//ydaC//mrp//ghoT//clsB//sfmF//patA//opgB//tar//yiiD//yhbO//yidL//truC//mreC//rplA//basR//raiA//sfmD//ygjK//yeaG//acrA//clsB//zupT//frvB//nirD//pyrG//agaI//dgcJ//sxy//hokE//rlmN//btuE//srlE//rsmF//ygfX//bioC//mtgA//rdgB//hisD//ligA//rne//relB//prpC//ybjI//pheA//yjhI//ykgF//ilvD//yjiR//ppsA//map//ybiA//phoA//fdx//yeiL//gpt//panC//dppB//dusB//nagB//wzc//
GO_0006400_7	yhcD//cdgI//tusB//rfbC//malK//frmA//uxuB//ubiC//gntP//ynbC//waaO//aldA//fklB//patZ//ribD//cpxA//pldB//sbmA//nanK//yghO//dsbA//rpsR//norV//torS//yiiE//hflC//ascB//yjbF//artQ//fliS//chaC//ypdI//metC//cusB//tbpA//yoaB//pyrF//cyoE//rimP//galP//era//rhmD//mtlR//degQ//clsC//alsE//ugd//metE//tolC//
GO_0006401_6	hemG//uxuR//agaI//hprR//sstT//thrL//zapC//yneJ//araA//yfbR//uvrY//tolA//yfcR//atpG//rffT//yacG//galK//xerD//rplS//fadA//dauA//tqsA//
GO_0006402_7	serB//phnP//melR//dps//glsA//yibA//fadH//tldD//nei//kdpB//ackA//
GO_0006412_6	idnD//yjcO//folE//ldtB//lptD//ytfE//waaZ//arsR//rbsK//yjcO//citT//bfr//fabI//fkpB//grpE//yiiM//aspC//yhdX//fis//aqpZ//argF//feaB//sfsB//dnaT//flgG//cusR//narJ//mntR//yjeH//cpoB//decR//sgcA//garR//ynhF//groL//lptD//asnS//yjhG//pdeR//astC//tamA//cadA//nanC//yhbX//ccmF//pdeH//waaB//marA//nuoF//fdhD//pagP//
GO_0006413_4	yqiG//fixB//acnB//
GO_0006414_6	rutB//hybG//yieH//yihL//sgcB//clsB//tktB//eutK//lpp//
GO_0006415_7	yddL//ydjH//deaD//livJ//alr//glpD//msrQ//
GO_0006417_7	rpmC//rpnA//topB//tatA//ompT//mepH//cyoC//adhP//trpR//kefF//shoB//ptsH//rnlB//bdm//rho//fhuB//ackA//dtpB//ligB//phnP//cyaA//ubiC//uraA//lexA//kdsB//dcuD//fadE//flgJ//hypB//hyaD//fimC//narK//ftnA//ssuC//ycgR//pheP//cbrC//dcuR//fepD//
GO_0006418_7	adeQ//casE//rstB//lgt//araG//hycA//pdeL//rpsA//yidR//yfjR//pnuC//leuC//lipB//matP//potH//fdnI//gshA//purN//lpxL//tnaA//yajO//yjhC//soxR//trmA//nirD//
GO_0006419_8	yphF//
GO_0006420_8	mioC//
GO_0006421_8	ligB//
GO_0006422_8	ynfH//
GO_0006423_8	yejB//
GO_0006424_8	nusG//folX//
GO_0006425_8	rhaM//
GO_0006427_8	mnmG//
GO_0006428_8	ytfT//
GO_0006429_8	yhdH//
GO_0006430_8	trmL//rpmJ//
GO_0006431_8	hmp//
GO_0006432_8	cirA//sohB//
GO_0006433_8	ygaH//
GO_0006434_8	msrP//
GO_0006435_8	clsA//
GO_0006436_8	nuoN//
GO_0006437_8	ssuC//
GO_0006438_8	nrfG//
GO_0006446_8	ynfK//dnaA//metN//eutD//bioA//yahD//yraK//
GO_0006448_8	prfA//glnD//mlaB//glxK//yihQ//
GO_0006450_4	pspC//alsB//uxuR//gltD//nadA//ybiH//dnaQ//trpE//rluC//cysM//
GO_0006451_7	yehW//
GO_0006457_3	lamB//yfcG//glpC//yaiP//yfdK//rnt//codB//cysW//hsdM//yahO//ulaG//murC//phnG//rfaC//ychF//hflC//cpdB//sppA//ddlA//rluF//dtpC//proV//ftsH//yfcF//tag//betB//degS//yjiR//ybcM//rlmJ//waaL//exuR//rpsG//rpsS//tdk//ldtB//dctR//rutB//allC//ybjG//
GO_0006458_4	fic//ygiB//fliZ//tisB//fabA//rplR//clsB//pabA//
GO_0006464_6	pspC//sdaA//flgA//ybgI//dpiA//treA//ynfK//nth//mdaB//aroA//norW//citC//zupT//dgoR//yceO//atoS//mdtQ//pepQ//lgoR//yjjB//insF-1//yaiV//fdhF//rsmE//ftsH//ynfK//tyrS//gudP//fepC//yhaC//fepD//rmf//hofN//uidC//hofM//melR//yegD//atpC//prpB//hisP//selA//ychH//bdm//yhaM//hemL//amiC//ybiX//rpmB//hyaC//ompF//rzoR//galS//ybhD//yjbH//casE//yaiW//casB//entD//gspJ//cas1//feoB//insB-4//pdxB//ydcI//hcaE//mlc//intQ//edd//purN//ybdR//fdoH//mgrB//hisQ//marR//kefG//arcC//yhiM//galT//yceD//thiQ//rcnR//cysE//fimA//aroK//comR//hemL//uhpA//ttdR//suhB//ampG//agaB//ydcO//yjbE//lsrD//uspG//mreD//rplR//rfaQ//frmA//ulaE//dinB//astB//ycdY//agaR//pykF//trmA//paaJ//frlR//rplN//setB//rffM//rcnA//accC//nuoE//lsrD//rutA//osmY//tolR//atoS//ilvC//fdnG//sspB//gltL//tyrB//insH-6//mhpR//galR//ralR//ghoT//yqaE//cspC//eamB//elaA//gloA//yehZ//sbmA//waaL//ulaB//trxA//mscM//ytfP//rffG//
GO_0006465_6	mntR//kduI//waaG//
GO_0006468_7	shoB//agaV//fucO//cyoA//yddL//hyaB//cutC//hybA//kdpE//ascG//yaaJ//cspD//yjiA//actP//sthA//zntR//tatE//ogt//dnaK//ycjY//pdeL//moaE//tmk//eutR//arfB//ycbX//tonB//yhgH//cysP//hsrA//wecE//hscC//lit//rimK//tatD//cobS//mliC//rlmJ//pal//hiuH//hicA//ydaV//ugpB//rpe//decR//yraH//dbpA//smrA//ruvA//srlA//casC//ybaO//pgk//
GO_0006470_7	yehZ//borD//nsrR//potC//poxB//fepB//essD//oppF//fre//yhcF//fabH//avtA//murP//menH//uidA//glpF//
GO_0006473_8	plsB//nfi//gntU//ydiO//dtpA//elfG//yjjW//bioC//ydiV//mhpC//mngR//btuB//
GO_0006474_6	yedP//thiD//crp//ydiR//yjjW//
GO_0006475_9	trpL//menB//
GO_0006476_8	rcsD//ygdG//rclC//
GO_0006479_5	ispA//nsrR//yadM//alaC//tsf//cdh//mrdA//setA//
GO_0006480_6	yjiR//
GO_0006486_5	phr//
GO_0006490_5	hscB//
GO_0006497_7	grcA//
GO_0006508_5	nimT//umpG//cspE//lolA//cbrC//cobC//lnt//treF//rihA//cysA//tdcB//psuT//fdnH//frlB//lplA//zipA//fabR//pnuC//nac//ftsA//ligA//carA//nrdG//cynS//nmpC//purU//dsdA//znuA//waaO//paaB//ybcL//mdtJ//dsbD//edd//trkH//hdeA//tusD//asmA//rna//phnK//yhdZ//speF//bioA//aidB//cysZ//hofC//pflA//soxR//ytfQ//yidC//yggF//degP//pheM//proS//glmU//
GO_0006515_7	mngA//ybiX//feoB//cueO//
GO_0006517_6	ravA//rnd//mscL//ydfG//
GO_0006518_5	lldR//secF//cyoC//rsmA//ynhG//tdcB//fumC//yidP//ccmA//rpsE//acrA//btuC//thrA//ftsI//cmtA//mlaB//agaB//eutB//dkgB//lolD//yjjB//pnuC//rluF//cbpM//rpmA//ulaG//crl//yeiE//nrfG//mrdB//yjiX//murJ//waaB//mscS//mscL//yihU//ygaV//pdeR//sufD//hyaA//purD//ybbY//rhtA//fdoG//xisR//rhaD//moaC//pgpB//fmt//rbfA//polB//sfmH//uspG//focB//rpmG//thiI//clpB//kdpF//smrA//insH-6//setB//yciV//nadK//lsrD//msrC//nrdI//allR//osmC//mukB//entS//yfaL//sufE//mutL//rng//sbmC//pal//norV//
GO_0006520_4	ibsC//nadD//atpH//dppF//envR//sad//yeeY//eutA//glk//kup//yidH//sodA//galT//prpC//btuD//curA//yebC//sanA//pgaD//cysB//araD//dnaA//yoeE//yciE//gsiD//yijE//abpA//dinI//waaP//hslJ//emrE//hscC//rstB//hybA//yqhC//mscS//yqaA//sufD//thiP//cysE//hiuH//araC//fliD//bcsQ//grpE//lsrK//groS//mglB//ygiN//chbA//yiaT//pykF//ubiG//pdxB//sufD//tsaE//fhuF//ubiA//rfaQ//ygjH//yadV//metG//cdsA//cysC//nrdB//pstA//rtcB//ygdG//yggD//garP//melB//sixA//ybhA//mngR//ampG//cysH//ybgP//parE//modB//mliC//dsbA//clcB//fadJ//opgC//cyoB//hfq//hflX//ssb//comR//satP//mraZ//leuO//csgB//ydiQ//hcaD//yqhD//rimP//lacZ//purU//nuoH//ydeO//csdE//rutD//yqhD//tabA//entA//ilvI//yebQ//insF-1//osmY//yfcR//mdtQ//glnK//recA//yqaB//btuD//iaaA//sthA//trpL//metN//ybiI//yraN//glnH//pgsA//pabA//hdeB//potH//hisC//gph//relB//lpoB//gapA//yggX//yeeO//proQ//paaC//secE//ybcF//ppiA//eutN//hemD//ispA//rhtB//rfaF//yraR//clpB//yjiR//rluE//envR//rssA//cyoE//pyrL//ydcP//lsrK//yqaB//yeaE//parE//ynfK//pabC//yqeF//pgpB//sbmC//rpnC//feoB//gcvP//adeD//yihP//emrY//uxaA//nudC//hyaD//yehD//znuA//ssb//ydiF//insI-1//dhaR//recC//yedP//ygiS//dmlA//livM//rsmH//arnB//ynhF//accB//cusR//pdxY//nepI//rlmD//glpG//asr//intQ//yebG//mrdB//queA//tktB//poxB//pykF//rfaQ//rluD//cyoD//
GO_0006521_6	rlmD//rpsM//sfsA//
GO_0006522_7	ynbD//ccmD//yahK//yggT//fecA//pcnB//xylB//
GO_0006523_8	dinI//envR//yeeL//pliG//
GO_0006524_8	udp//ybaQ//nirD//
GO_0006525_7	sdhC//ycfL//mdaB//hsdR//pdxK//dgcN//ykfM//abgR//opgC//argC//ypdB//ybdG//glmM//cmoM//appY//rsmJ//fdnG//pckA//pncB//uxaA//recA//
GO_0006526_8	lptC//relE//yahI//tusB//glpG//potC//rplB//dusC//mrr//ttdB//rpsQ//ypdA//qseC//
GO_0006527_8	paaJ//ubiI//psuT//hofO//cspG//mtfA//parC//rssA//yjiR//
GO_0006528_6	mppA//tusA//nlpE//fepC//
GO_0006529_7	yqaE//apt//
