#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hrsA//yedF//yjbF//lacZ//
GO_0006139_4	agp//pgaD//potF//clsC//arfB//ydhQ//yafN//trkA//mraZ//yihW//potG//yqhD//tldD//yhaM//ykgA//ybiO//nadB//pth//fliS//rssB//tufB//sfmC//atpH//cydD//ydcR//atoS//crr//dacA//uxaB//waaG//ptsH//ydcT//bamA//waaS//pflB//yccX//lysU//yfcP//uvrD//glgS//lrhA//rep//pdeH//intF//tauC//yfgJ//rbsB//cysS//ymfK//eamB//yidA//gcvR//yadI//ampG//iraP//folX//pspG//rlmJ//kdpC//nupX//ygfI//ynfF//rfaD//nadB//cueO//ulaB//bglB//rsmC//ydiF//ddpX//kduI//moeB//mutS//ybcF//ynfF//dtpB//pdeH//entS//rplO//serB//fimE//casB//opgE//ygfA//insA-1//ivy//mlaB//rnt//yeiL//yiaA//putA//proC//ybcC//tehB//waaO//hybF//mdfA//waaU//tyrS//yahF//fau//atpD//lipB//yraR//rcsA//ampD//torD//malP//alr//fucO//tusB//yqcC//fepB//ydiR//deoR//yahO//tauA//ppiA//casC//xisE//lsrG//cas2//priC//ymfK//gppA//mdtJ//queF//ebgA//tesB//zur//yihT//lldR//flgE//ybeF//scpC//yfhM//fepD//pgl//bluF//rnhB//amiC//murJ//hemN//lptC//hcaD//hyaB//cas1//waaQ//phnC//narU//fimE//yggE//uxuB//csgE//sad//hlyE//napC//hcaT//dinD//yjcE//ghxQ//proA//sdiA//bsmA//cpoB//oppF//cheA//sapA//pgaB//tdcC//yhjX//abgT//atpE//treF//pckA//yfcS//exoX//dgcZ//hcp//lpp//hycI//ybiY//rbfA//ghoT//tsf//yjjX//amiA//bcsQ//fepC//mdoD//slyD//rpnA//hcaF//lsrA//thyA//higB//brnQ//tauA//dhaK//ybcF//mutH//suhB//waaU//yajD//rplM//panZ//pdhR//dnaJ//rplX//cbpM//yfdK//tcyJ//yodD//rplS//dctR//citE//yqcG//sdaA//tolB//puuE//waaH//htrE//chaA//hcaT//gspJ//tomB//torD//potA//pgaB//tehA//rplJ//fliZ//torC//glrR//trpB//htpG//ampE//lplT//ascB//rhtB//xseB//ygjR//mglC//sapC//mglA//menB//trpS//cheW//bolA//ytfR//dcuB//efeO//hsrA//tus//tktA//grcA//recR//selA//rpnA//rof//dcuR//chbC//fucI//paaA//ydjM//purL//yddM//oppF//idnT//yhcN//msrC//aspC//hfq//adhE//secD//macA//edd//dsdC//nrdF//asmA//sdhE//lit//ftsI//rnr//dicA//rclR//yadI//waaY//gcvP//yddL//yqiI//hlyE//slmA//hyfR//gph//opgG//lpxL//yrfG//pyrH//trmO//eutK//ftsZ//epmC//fucP//mltB//dps//bfr//arsR//cysN//mgtA//murI//ilvA//entC//dtpB//lldP//bioH//argS//zapD//ynfF//holA//eptB//rfbD//lepA//trpE//atoC//fadK//fruK//uspB//thiP//maa//elaD//ispH//purR//yceK//potG//sbmA//envR//ygfZ//lptC//trpB//leuD//ackA//chbG//dsdA//ccmD//tcyN//pinR//mazG//setA//trmB//yraN//grcA//nuoF//pstC//ygdG//yhhY//tatE//umuC//trmB//envC//gltD//rutR//yceK//yeiL//yidC//serA//ddpX//ydhC//yaaA//prmC//rhsD//yhaJ//ycaO//hdeA//prs//eutN//ddpX//lspA//epmA//frwC//ftsL//atpG//ubiG//bioH//metR//yhaM//dcd//entD//amiA//epmC//lrhA//tpx//xapR//rsmI//rutC//rpmC//ybjG//lpxB//ygiS//yidE//nadK//fumB//yegD//creB//rlmH//mazF//pdxB//rutE//adeP//yebG//decR//yiiD//fdx//hofN//ybhJ//flgJ//rutC//hslR//leuA//pykA//potF//ybaL//ybaL//mtgA//ligB//cobU//guaC//hypA//yijE//ybiI//appB//rfbB//mtn//trpA//mlaE//nrfD//hdhA//ybiT//potA//mglA//dps//glcB//acrD//murC//yqaA//folP//fepB//hcaT//rfaG//agaS//trkG//nuoI//aaeB//pepD//hlyE//fadD//pdeD//hdeD//ompL//cusF//pldB//ibsD//ruvB//elaA//hypB//speA//rutC//gntP//ybaO//nrdF//fliL//kduI//rplR//tusE//alr//tdcE//uxaA//hflK//sseA//fliL//gspI//galF//rnd//glmU//rho//yafQ//tnaA//ugpE//frdA//ypdA//djlC//glyS//yjcS//lepA//hpf//greB//rsmJ//patZ//ppx//hflX//tatA//crr//acrR//hcaB//yhjC//entS//ubiC//cra//erpA//wzyE//hlyE//gcvT//metK//prs//yijE//ybbW//kdpE//pheT//mog//sbcB//nadA//ilvN//maeA//fepB//yheT//yjjX//mpaA//matP//msbA//mepM//smrA//adiY//cysQ//hycH//yqeF//yidH//bamC//wcaB//tauC//ygcR//yhhY//holB//sbcB//satP//rclC//ligA//yjiM//ugpC//ompF//pphB//pspC//pyrF//relE//ddpX//ftsN//ubiJ//lysA//msrA//yajD//moaA//yadG//atpD//hisI//mqsR//fiu//cbpM//ampE//rsmG//hisQ//macA//ydiP//ydgA//ynaI//mfd//argI//yihR//uspB//cobU//yedF//yafE//dfp//glpX//argT//yjiR//ftsP//sgrR//sbmA//rplF//sapF//hipA//thiL//lspA//lldD//pspA//ibsE//rdgB//smrA//phnG//hypC//glpA//ampD//chaA//yhbO//grxD//bglF//uspE//ugpC//hybG//citG//ompF//yijE//dnaK//sapB//
GO_0006140_6	alkA//hns//
GO_0006144_6	yceK//fabH//tatA//csgB//cas1//cusA//xylR//yebZ//ansB//pfkB//
GO_0006145_7	cvpA//amiA//elfD//ais//
GO_0006146_8	cysD//casE//
GO_0006148_9	greB//
GO_0006149_9	torC//
GO_0006150_9	caiB//
GO_0006152_7	yjeI//artM//ada//yjiX//aroA//cof//
GO_0006154_6	ygdG//
GO_0006161_9	gspE//
GO_0006163_6	ycbX//nrdG//hyfC//livJ//nirC//sgcA//galS//sdhC//pnuC//spoT//vsr//caiF//puuD//pdxK//rimI//appY//srlD//crp//tolC//ansB//bhsA//cvrA//ynaI//asr//rcsC//waaJ//ybiA//cobB//cpxR//fecC//intA//yhjX//hisP//sspA//nadD//yhaV//hemN//ybiO//nrfD//fes//apt//asnB//ubiD//galS//glmU//tdcC//ycjR//nagC//ydfK//sstT//puuR//idnD//tolB//glcD//
GO_0006164_7	ppiD//plaP//ddlA//paoC//yjgX//ybhI//ompA//btuE//glpC//ychF//nudF//yjbE//pinR//mglB//dosP//fre//mtlD//znuC//phnK//fau//rplB//lysO//hmp//ravA//alsC//arsC//acnB//ilvH//idnT//tehA//casD//mrcB//flhD//hisH//hemN//otsB//rclR//yibF//hofQ//ruvC//
GO_0006165_7	hycB//ygiW//yghG//gspE//syd//xisE//rsgA//pabC//yehU//bssR//dps//zur//yihI//pta//fliT//yfhH//ompN//thrC//wecA//
GO_0006166_6	phoR//ansB//
GO_0006167_6	lldP//
GO_0006168_7	hcaB//ycfS//
GO_0006171_9	yddA//
GO_0006172_9	clpB//
GO_0006177_9	ubiI//alsA//pdeH//
GO_0006178_7	rplJ//
GO_0006183_9	modB//
GO_0006188_9	ynbB//yhgH//yahO//ftsQ//
GO_0006189_10	trpL//yedA//
GO_0006195_7	adiY//mltF//
GO_0006203_8	satP//ynbC//
GO_0006206_6	chaC//thiQ//mntR//etp//ybhR//yeiG//murB//recF//flgG//rdgB//fadJ//pspG//endA//topAI//minE//gsiB//tldD//hsrA//hyfR//yghO//yjhI//thiI//narJ//hypB//raiA//recJ//
GO_0006207_8	araH//fau//frdB//rpoD//yqjA//
GO_0006208_7	ydhC//rpmH//fryC//narW//tatD//sgbE//ynbB//minD//kdpF//ydaC//fadE//rutA//mraZ//
GO_0006209_6	nanS//
GO_0006210_8	frc//
GO_0006212_6	waaJ//mioC//sodB//flhE//dsbB//lapB//ybcM//nanS//galM//yddM//rplX//
GO_0006213_6	ilvN//recJ//rplR//yegS//tatD//thiD//rplD//fimF//fabG//gspF//eutA//yfcR//mhpC//rplM//hcaF//yqjH//
GO_0006216_9	copA//
GO_0006217_9	yphD//
GO_0006218_9	yigB//
GO_0006220_6	npr//mog//uhpC//atoB//rfbB//xanQ//lolB//dcuB//pstS//cyoD//mobA//ybaE//bamA//ldtE//fliG//lpd//ygcR//nrdA//cspC//insI3//
GO_0006221_7	slmA//accB//valS//recF//iscA//yifB//degS//lolE//putP//paaH//alaE//aaeR//wecE//
GO_0006222_9	srkA//
GO_0006225_9	frlR//
GO_0006226_9	yacG//citT//
GO_0006227_9	pgm//
GO_0006231_9	arsC//
GO_0006233_9	yfaE//
GO_0006235_9	tnaA//
GO_0006241_9	narV//
GO_0006244_7	yedL//lolB//surE//rffH//sfmD//malE//hexR//
GO_0006259_5	queE//ynfL//yciV//yceK//ydfD//ortT//yhhZ//mmuP//hslV//trmH//spy//uxaB//yjcO//dut//adeD//hha//tonB//ldtE//yadV//nadD//clpA//ssuC//caiE//ybjG//uof//lpxH//recD//djlC//suhB//torS//fabA//tyrB//selD//ltaE//frmB//gabP//ligB//fimI//cysD//trpB//tusB//pyrB//treB//csrA//dgcJ//cysI//hisC//scpC//potH//mioC//amiD//panZ//glpT//patZ//gatY//fabZ//casE//hyaA//bioP//blc//relE//ymfA//yheT//galE//rsmB//bfr//yegV//cobB//cheA//fumA//frdD//rfbD//trmH//frmB//tusD//yqgF//mutL//trmO//sspB//waaP//hofN//hcp//torA//ykfI//gsiD//iraP//yehA//lspA//sodC//citE//lsrB//rbfA//rhlB//betB//srlR//yhdW//ulaR//betB//ppc//mraZ//potB//cnu//mntR//potI//panE//nrdF//gloC//holB//yefM//rhaM//ttcA//lasT//cobB//hha//znuB//yddG//nupG//psuG//cadA//argH//yegD//potF//glpD//narQ//ribF//pppA//yciK//rfbX//rnhB//uxuB//dgcJ//yahN//hyaC//cspD//sdhC//tynA//alsC//fabB//lpp//hisB//ampG//yhcN//cpxA//tusA//pyrG//tauD//iscX//ybhI//
GO_0006260_6	glpA//dcuA//citC//pflB//tsgA//tsx//ybhJ//dnaJ//glgX//arsR//sdhA//sthA//yqeG//waaQ//yiiE//yebK//fadM//ivy//sgcC//deoC//appA//
GO_0006261_7	chpB//ygjH//sdaA//yehP//yehB//entA//rsuA//cas3//phnK//afuB//frvB//yafE//
GO_0006265_6	uvrY//yidP//arfA//hokE//yjiX//
GO_0006266_6	rraA//gmk//bipA//
GO_0006267_5	ligB//
GO_0006268_9	rsmJ//rimI//rfaF//
GO_0006269_6	ybjX//
GO_0006270_6	insA-1//mtlD//fklB//ccmC//sapB//dacD//
GO_0006271_7	yfjV//recR//eptB//
GO_0006274_6	phnK//
GO_0006275_7	yfbS//rpsR//lolA//argD//flgD//ung//opgB//torY//yojI//
GO_0006276_3	phnL//exoX//lptF//ybfA//rpmE//amiB//holA//copA//
GO_0006281_6	adeD//modA//ibpB//sdiA//metQ//lsrD//mrdB//smrA//yqhC//ssuE//mukB//rplC//eutD//mcbA//mhpB//dppF//pgpB//panD//frwD//menC//ybiT//mprA//yjiR//emrY//trkA//lpxD//rsfS//csdE//rluF//arcB//rsmJ//kdpA//narW//fadH//nuoG//ybhA//fur//cusC//rpe//gppA//fliT//ugpA//yhaV//metG//iscU//hisH//ydjM//moaB//rutC//nupC//smrA//hybD//opgG//yjjU//ftsX//
GO_0006283_8	pitA//
GO_0006284_7	chbR//fsr//trxC//bglA//pfkA//holC//
GO_0006285_6	flgC//alsE//rpnA//flgM//truA//
GO_0006288_8	hcp//gntP//
GO_0006289_7	idnK//sufC//
GO_0006298_7	yhaO//nrfB//ykgO//ftsK//priC//ychH//ruvB//uof//paaC//napC//
GO_0006301_7	chaA//atpE//gshB//yqeG//
GO_0006302_7	ruvB//bglH//sulA//mepS//ybaO//nlpD//potH//yidP//ihfB//
GO_0006304_6	hscB//marR//ygiN//gloB//trpA//parE//sgcB//ygiB//yiaT//
GO_0006305_7	speE//prfC//gmk//aceK//
GO_0006306_5	ybjX//flhA//ynfK//tdk//
GO_0006307_8	rplN//hypB//viaA//emrD//rep//
GO_0006308_6	yjhI//bglJ//frdB//mug//yjbB//yidK//iscX//eco//fadE//hflD//mglC//sugE//
GO_0006310_6	pphA//trpGD//ycaO//ompF//moaD//yjaZ//argA//yciE//zapE//selD//lpxP//lsrG//ppc//insH-5//greB//lhr//lsrG//bipA//prpC//ydcT//sbp//umpG//mdh//minD//yeeA//gstA//yqeG//btuC//mglB//rpsK//moaC//ybiV//kdpA//hisI//rpsP//napB//ibsA//eptA//tdcB//ubiF//yiaO//yhaC//yfgI//
GO_0006313_4	ydaV//mnmC//dtpD//sdaC//fadI//frmB//pyrE//
GO_0006323_7	sucC//
GO_0006325_4	yfcU//
GO_0006351_6	murE//fecB//pheT//yqaB//lptB//ybhA//yjiR//nrfF//yggN//glnL//prpR//argE//rpsD//ybeF//dtpC//tig//rpsM//decR//glcA//yjjX//kefG//allS//glsB//rpmJ//zitB//yraN//murP//atpA//ispU//mcrA//uspB//yceK//kch//afuB//hyaB//rplD//purB//fixC//ecpR//rfbX//yfjR//norV//acnB//adeQ//ybiV//mqsA//uxuR//csgD//frdA//yjbH//yibF//pta//nrdA//yidQ//moeA//wzc//pth//arnB//feoA//gabT//purF//tcdA//mntR//nanE//ibaG//ghxQ//pgpC//tdcD//ppk//parC//ravA//map//holC//flgG//idnT//xapA//rfaE//astC//pheM//rutB//flhA//kch//insF-1//tufA//rutA//groL//btuC//csgF//parE//bacA//hofO//dpiB//lolB//ettA//yihT//dsdX//puuR//zapE//ptsN//yjiQ//araD//ubiG//nanA//fetA//fadJ//rpmJ//yrfG//yajD//napD//nupC//pntB//uidA//fabR//ssb//ybgP//glsA2//hisI//ompG//zntR//
GO_0006352_7	pflB//rffC//rnlB//flgI//
GO_0006353_7	trmI//ycjR//
GO_0006354_7	pck//radA//aaeR//
GO_0006355_7	oppF//arnB//frmR//yjiM//ibsA//fabD//fhuF//higB//galS//yfcP//araB//mntP//fadH//mioC//plsX//ppiC//ccmD//lspA//ptrA//hrsA//malZ//thrC//zapA//araE//frlC//ybiX//artQ//atpC//skp//chpS//dgoT//adiA//alaA//ydiR//ybiX//hha//glnD//phoR//nrfG//mrcA//tdcB//mdtP//fliZ//deoA//srlE//fdoG//ybaK//uxuA//tamB//rplI//gntK//mnmE//mrcB//cra//yoeB//pyrD//speG//ilvI//phoR//pyrE//atpD//phoB//panD//narH//csgE//chbC//btuB//bioF//lysR//proC//cueR//tdk//yrbG//dacD//queA//rzpD//preT//elfD//borD//puuB//dut//aaeA//cspA//lepB//ftsA//yiaO//yjeI//dtpC//holD//bamC//moeA//ppiC//ydjH//dtpB//cysC//yojI//scpC//ebgA//satP//cysG//nrdF//hisD//tdh//ttcA//dfp//gatZ//hexR//tdcB//ymgC//envC//prpR//ydiB//rbsB//asnS//yjaA//ydcO//wzzB//yaiV//alr//yebQ//kdsC//rfaF//dppF//ugpB//hda//spy//coaD//ghoS//hypC//dtpD//mnmG//waaQ//rbn//yagG//trmD//yphF//hyaD//xerC//rraA//argO//allR//ppiC//pfkA//hisB//ibsB//malG//wrbA//mlaE//rluB//ybaE//rlmA//ttcA//araA//mdtI//uacT//astB//dppD//kch//opgC//ppiD//dtpC//ybiS//hisI//minE//metR//basR//zntR//lplT//gadW//tisB//yggT//lon//yidZ//holD//rhmR//puuC//yneE//yhhT//fimF//insI4//dps//ung//secG//rihB//acpP//dps//yehC//lamB//pcm//fepB//yfgI//fimF//yihS//hflC//sstT//fabD//argO//rnt//ykgF//fmt//ytfQ//glnB//udk//xylR//afuC//alaA//hrpA//uvrC//selB//potG//hofN//pyrE//folD//surE//tar//yqgB//cynS//sgbU//fimA//mnmC//emrK//minC//sodA//dcyD//asnC//tdcR//agaR//ssuE//phoP//xylH//nrfF//nusG//pdeH//gadX//rnlB//rpsS//deoA//rlmD//ulaE//hemA//gmd//pspA//fryA//frdB//bdcR//pabA//iaaA//hybO//fieF//trmO//nadK//yqeF//dnaN//yafC//ydjK//hokE//panF//ygfI//xseB//paaX//purF//
GO_0006357_8	gpp//
GO_0006364_9	rbbA//entC//dinB//bssS//tdcC//recF//nsrR//creC//osmC//mntH//folE//trmB//dhaK//puuA//hemD//yfeR//rfaG//ybhR//puuP//napF//ybcM//ybjL//bipA//murP//dsbB//orn//ppiD//wrbA//pgsA//yfcV//ydiZ//bioH//ansA//rbsD//dnaC//sapB//pepQ//dppD//hofM//pyrD//agaI//phnK//yeaK//
GO_0006378_8	ugpB//ypdF//
GO_0006379_8	dinQ//
GO_0006382_8	astB//
GO_0006396_7	tig//ssuB//rutC//yhhY//sulA//hpf//arnF//rlmE//yifB//atpA//secA//intF//moeA//pabB//dhaK//ydiK//mtr//tatE//feoC//pdxJ//fis//ydcM//pepQ//yqeA//rluF//yihT//galF//malK//ygiN//intA//yciA//dapD//fdoI//ilvN//yidE//dusC//phoP//ldtE//tar//lapB//sbp//yiaA//malE//murG//hflD//uspB//ddpA//tomB//kilR//frlB//lolE//mdfA//yahI//gntR//chbR//aidB//alaC//iraD//ddpA//yggN//atoB//uup//idnT//alaC//kgtP//ygbI//zapB//yejB//exoX//lptC//ybdH//truB//atoC//eutN//waaL//frdC//atpE//ygbI//yraI//fabD//gutQ//pstC//insA-2//nanR//norW//ydaN//yggX//asr//pgk//metR//fecB//bglJ//pinE//waaQ//amiB//topA//emrE//eutD//uhpA//rffT//ygcW//aqpZ//
GO_0006397_8	glnH//malZ//arnT//
GO_0006399_8	yagI//napC//barA//bssS//glcC//yjbF//uof//arsB//elfD//cobC//cmtB//yhiM//cutA//slmA//agaB//yfeR//yhbQ//slyA//mmuM//pgaC//ydhC//adiC//ynhG//cbl//opgG//yfcU//tatC//flgG//hisG//trkG//cysQ//yehU//rzpR//rsmD//satP//dtpD//deoB//frlR//gsiB//glpF//frwC//apt//zur//yphB//nlpI//arnF//cyoA//rpe//tauB//ycbU//frc//yjbE//clpS//lacZ//yqiI//recN//zraS//fucO//ynaE//clpB//waaJ//ugpC//tyrR//trmB//sapD//waaB//malS//aroA//eutA//rimP//trmO//hcaR//yfgO//frlR//acrZ//atpF//setA//rsmC//clsA//yggX//mlaE//cpxR//
GO_0006400_7	yibA//ycjU//mak//arcC//sapC//dgcM//yhdX//yhhY//mlaB//bamE//yhbO//ydhC//dinD//pnp//sfmD//yciK//adeQ//atpG//bglJ//elyC//rlmE//guaD//lpoA//cfa//yqgB//fiu//fcl//priB//rna//yoeE//dtpD//phnO//rho//glnP//yehU//yadK//glgA//araG//yeaE//mutL//csiR//ilvI//fadL//ghrB//pck//rfaG//panZ//relA//ybiW//
GO_0006401_6	argT//paaA//hisP//cbeA//zapB//gstA//elfA//mltG//lsrG//astC//amiB//cheR//aceA//hprS//wcaB//cpsB//yegV//pal//hisA//ghrB//uxuA//hscA//
GO_0006402_7	orn//hcp//fetB//suhB//slyD//allB//mutS//ssuC//hisI//ftsN//btuD//
GO_0006412_6	rseC//fadR//yeaV//metK//alkB//rfaC//setC//yfjR//sucC//narZ//yhhY//glpB//parC//hofN//rtcB//ugd//folC//dut//yfdR//mglB//aaeR//arcA//rusA//trpGD//intE//rpsH//fimA//cobS//lpxK//chaA//rplE//metE//ftp//nrdD//rzpD//soxS//tonB//yehW//gltB//csgA//greB//frlC//ilvC//ydhK//galP//sgcX//yhjX//rffC//sspA//hflK//secY//
GO_0006413_4	waaL//galP//pagP//
GO_0006414_6	cusB//paaF//cyoA//tmcA//rsmH//aldB//lpxT//dadA//lhr//
GO_0006415_7	shiA//exuR//alsA//caiB//pstS//yqiJ//ftsK//
GO_0006417_7	ghoS//insE-1//rbbA//rhtA//tdcG//rpmE//ychF//ddpA//modB//tdcB//yfgJ//panZ//fumA//proQ//yehU//ligA//trpR//pabA//argG//fimE//thiI//xapB//btuD//ompC//ribA//paaE//ymgC//paaH//fhuC//ihfA//argA//gcvR//pykA//rna//der//ssuA//aroA//ldrA//ibpA//
GO_0006418_7	add//suhB//bamA//trmA//yqgB//csrD//uxuA//prc//lolC//ispH//yehB//sixA//pbpC//cadB//yjiR//alaE//purT//yqjA//ymgA//sxy//fdnH//agaA//rnd//secY//emrY//
GO_0006419_8	flgB//
GO_0006420_8	yidZ//
GO_0006421_8	bglF//
GO_0006422_8	elaA//
GO_0006423_8	bolA//
GO_0006424_8	srlR//hscB//
GO_0006425_8	yfcP//
GO_0006427_8	insK//
GO_0006428_8	ygaV//
GO_0006429_8	waaU//
GO_0006430_8	trpA//yfaV//
GO_0006431_8	setA//
GO_0006432_8	yaiP//yhcD//
GO_0006433_8	phoA//
GO_0006434_8	pykA//
GO_0006435_8	ftsL//
GO_0006436_8	rzoR//
GO_0006437_8	rlmH//
GO_0006438_8	bioH//
GO_0006446_8	nmpC//trkG//insK//mqsR//waaC//manZ//tolQ//
GO_0006448_8	cdgI//kdsC//glcA//iscS//yiaU//
GO_0006450_4	cca//ybaL//hemB//ybaT//otsA//nanC//clcB//dut//rsmF//fimF//
GO_0006451_7	rlmG//
GO_0006457_3	trg//chpB//upp//mhpA//rcsD//ldhA//wecA//znuB//garL//nagC//dppD//yqiJ//yqjA//frmB//casA//mazG//entD//phnO//srlE//uvrA//yhhZ//sapB//bepA//plsB//yajQ//rnhB//mngR//lplT//ybgQ//ftsN//fhuC//rpmC//corA//yqcC//purN//ssuB//uof//yfgJ//nuoF//asd//
GO_0006458_4	yjjU//yraK//ccmE//yheT//ddpA//dcuS//btuD//frlB//
GO_0006464_6	malG//zraS//gstA//alaA//ybeQ//hisS//alaS//rsmI//argE//argK//cspI//yiaB//tisB//lldR//fryA//cydA//insI3//hemG//aroB//plsC//livK//fdoI//thiP//lpcA//ybdO//cyoA//yfjV//mrcA//panE//yahB//yifB//cpxP//gmd//coaD//panB//bioC//yjiM//epmA//rpoA//yhbS//truD//malE//allD//lolC//asnB//bssS//uup//pflB//araB//ydcT//tolR//lpxB//ibsD//ybiJ//arcC//ruvC//ypdA//yghG//bdm//ycjQ//yagJ//hofQ//ycfS//amiC//mgtA//yqgB//yagF//yidC//trpGD//hsdM//rpmA//bacA//fepG//hrsA//gabT//livJ//entB//manA//ldtC//mngA//rarA//potC//wecB//fryB//cheR//rpnA//sbmA//lysC//csrA//yddM//mfd//mntP//hycH//yiaN//metG//livM//yjbE//ymfA//fucA//yeaK//codB//cmoM//yhaC//arfB//kdpB//cpxA//ulaD//rbsA//acrE//phr//wcaC//degP//sspB//leuD//treR//ldrD//degS//yafS//fpr//znuB//aer//ubiD//ybbW//yhdX//mug//yijO//chiP//rmuC//waaL//oxc//yciE//efp//uacT//sdaB//dtpA//yihV//djlC//rraB//ygfA//garL//hslV//hflX//
GO_0006465_6	folP//ybdN//yadM//
GO_0006468_7	bamE//rhtB//yadI//insI4//potB//cycA//ydaN//nuoI//gpp//epd//gspE//copA//yoaB//rplB//leuS//livM//mrp//cheA//narV//mdh//xseB//recX//araG//mdtF//ytfQ//hypD//btuB//polB//ybiH//tamB//fucA//nuoB//prpR//helD//yciV//garL//ptrA//waaA//dtpC//fryA//yhjR//ilvH//glnB//cysN//dppA//yjiY//livF//pstS//pykA//yedX//rusA//cfa//rpsB//
GO_0006470_7	hisM//hycH//bglF//pdeL//ppk//glsA1//moaA//plsC//soxR//rffC//rplS//metI//yaiP//ldhA//nudG//ptsP//
GO_0006473_8	citE//tsr//sugE//ybfA//ndh//pgaA//evgS//uxaA//psd//nrdG//yjcS//mdtD//
GO_0006474_6	sufB//rhmD//yfcA//roxA//rpnA//
GO_0006475_9	mscL//sfmA//
GO_0006476_8	caiT//ydjM//hpf//
GO_0006479_5	ykgA//hycB//topB//rcsF//menI//yggP//narY//uxaC//
GO_0006480_6	yfdO//
GO_0006486_5	torI//
GO_0006490_5	hisF//
GO_0006497_7	bglJ//
GO_0006508_5	rplJ//fepB//fecB//yhjX//ybhD//caiE//glpT//xylR//ghoT//rclC//guaD//cspD//osmC//fadB//sspA//lpp//alkA//accA//ligB//dkgA//nuoF//ribB//hicA//treA//rfaE//pheS//fetB//speC//fimI//miaA//fur//nupX//fruB//intQ//gatC//arcB//trpE//bglA//pckA//seqA//betT//truB//pstA//ulaE//mdtB//yagI//hslJ//yfcA//rarD//dxs//sgbE//aceB//ypjD//ydcS//ydfK//
GO_0006515_7	alaC//livK//ccmA//ygiV//
GO_0006517_6	hyfF//fcl//sgcR//rplM//
GO_0006518_5	yphB//uidC//adeQ//dhaL//hscC//recA//ftsL//fdoH//yfjR//qseC//ubiG//ynfL//yajD//clcB//fabB//add//aspS//rfbD//yejB//fruA//sppA//mdtI//umuC//cedA//ykgF//gltB//kdpA//tdk//basR//galM//dpiB//alsK//fbp//fliD//tsaD//waaJ//rhaA//ygfZ//pabA//asnA//minE//rplQ//yeeJ//rlmF//pgaC//sdhD//proQ//rpoA//frwD//yjhG//degP//ynjD//livF//ybhA//gapA//frvB//ybiW//fepE//ubiB//xseA//bglJ//dppC//uxaC//selU//phnP//ybaO//pdxB//sseA//rpsR//rplD//pstB//fliM//ygdG//kdsB//trpA//epd//torD//
GO_0006520_4	trmO//secG//moaE//ilvL//atpH//thiI//lapA//recB//trmI//dadA//frdC//ybiA//zapA//flgM//amiB//atoS//insA-2//ydfH//garK//rfaE//yjaZ//yihP//manX//livJ//yfgO//rapA//dhaR//ydjH//rffG//lrhA//ypdF//napF//moeA//cspC//rsuA//yegT//yidH//patD//dinQ//tmcA//rfaB//cueR//panZ//syd//yggT//ftsX//pinE//phnG//etk//ybjX//arsR//mog//hemB//chaC//lldP//holA//pspG//wcaC//endA//dacB//mntS//yagE//ygaH//oppF//yrdA//trpC//mdtD//thiM//dgcF//btuD//lyxK//greA//minD//ydaV//rsmJ//cynX//rsmE//galR//flgJ//ispB//gapA//ilvB//rhtC//prmB//ydeI//nhaB//ygdG//paaX//ruvC//ygfX//bamD//mutH//tas//rzoR//recR//deoR//yfdK//frlB//menB//trpGD//ybcC//arcB//rpoE//dhaM//yaaY//zntR//ldtA//yejA//efeO//sdaB//yqeG//sdhD//zur//ydfG//msrC//yejA//sgcE//mog//hemA//gpmM//moeB//kdgK//phnK//iap//afuC//ybfE//aroC//lptC//ulaB//adiC//ldtA//gldA//fliT//atoS//frmR//parE//fadM//treB//paaC//gpsA//cbpM//metF//yefM//elaA//yehW//tas//gcl//yejB//focA//ais//nusA//yeaD//bioD//rcnR//katG//ykgM//fryB//prs//ydjM//casE//yehT//trg//tnaC//casA//rpsQ//lldD//znuB//mug//ptsH//pdeR//yhdH//aas//phr//fimI//exuT//fur//fabB//ykgA//dctA//csgF//setB//hipA//menA//deoC//prpD//dapD//yqaE//purC//secF//waaQ//rpsE//yegT//ykgA//rimM//xylA//waaJ//wecC//feoA//decR//dmlR//yneJ//bolA//
GO_0006521_6	putA//rimI//metC//
GO_0006522_7	lldD//livM//degS//xisR//mdtM//torI//dmsB//
GO_0006523_8	ruvB//tsaD//trmJ//pykF//
GO_0006524_8	mdtM//iscA//cynS//
GO_0006525_7	yidP//pabC//dhaM//dedD//yhgH//icd//ulaD//evgS//radA//dgcT//yqgF//lldR//rpnA//pepQ//hsrA//fadM//znuB//ompF//fadH//tdcC//yidD//
GO_0006526_8	pabC//afuC//holC//dapD//creB//abpA//sodA//ttdA//yqaB//gabT//ugpE//sbmA//yciT//
GO_0006527_8	csgB//frmB//yfcF//pdeH//yhdW//arsC//agaS//ynhF//rluE//
GO_0006528_6	mdaB//ygfI//tus//pphB//
GO_0006529_7	ymfK//nfsB//
GO_0006530_7	yiaT//nikB//
GO_0006531_7	ychF//ilvM//ydiK//manA//fryA//hcaF//selD//ansB//
GO_0006532_8	bdm//ptsG//
GO_0006534_6	ldcC//murB//dinJ//sanA//ydiR//waaQ//tcyP//tabA//gadW//lpcA//dacA//cpdB//yegV//
GO_0006535_8	proV//thiQ//ompC//
