#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xthA//rfbC//ygiN//hyfA//
GO_0006139_4	phnI//nanT//fic//gltP//groL//minE//chbC//yhhY//dcuS//rhaR//dgcN//sodC//elaD//ybaM//mltG//atpH//arcC//ykfM//tauA//nagZ//feaR//lgoR//mcbR//yhgF//rlmN//fadH//rplI//hflD//fepD//sufS//lpoA//pgpA//infB//crcB//ghrB//srkA//mdtM//dapF//thrA//relE//dppA//lacZ//mtlR//allC//acnA//ydfH//cmtB//higA//ydcM//bioH//fryC//decR//amiA//yebZ//yjbH//ydcR//ybbN//yiiD//aidB//hdeD//ldtC//tsaB//tnaA//yadG//yqgF//ypdA//ilvM//mtlD//mdtQ//tolQ//fdhE//rsmH//yjhB//uxuA//lsrD//secE//sfsB//iscA//cadC//insE-1//yjjW//cptB//yohD//araG//ynaE//ptsN//ushA//rhtB//rplA//recC//osmC//hsrA//frwC//rffG//malK//yfeX//yciG//murP//acs//galE//yfiF//ypdF//glcA//msbA//fepD//zraS//lldD//infC//paaD//lplT//yrdA//purB//yggF//zapC//ugd//yehY//emrK//ycdX//cheW//glvC//bolA//bluF//ppsR//yjhC//yiiM//ttdR//crr//hcaF//gpsA//hcaR//mlaB//yabI//pcnB//pykF//rpmE//rne//dnaQ//ssuD//yiaN//lolC//fimI//ybhA//amiA//yqeF//insI3//malS//trpD//menD//focB//galS//yiaJ//eptA//yciF//eptB//nanA//rplF//nadA//rsfS//ynhF//gadB//casE//envC//yfeR//tap//rbn//sanA//fimE//yigL//opgE//cdd//chbG//yraJ//thrL//cheY//rcsB//hofP//fepA//ahr//uxuR//ndh//mntH//yagJ//yiaO//xerC//sodC//mdtC//ghrB//rho//ansA//ybiY//gspE//glcF//coaA//agaV//oppD//flgJ//proA//bamD//alaS//ispU//holC//hinT//pitB//yfhM//cca//yhbQ//emrY//clpS//nagD//hycA//queD//yieL//ydcO//mgrB//ibaG//livK//nuoM//cmtA//ypdA//recE//groS//ydeM//oxyR//fdoI//ycbX//yijE//mtlA//ydaN//astC//hofN//gntR//idi//mltC//yeeJ//waaL//umuD//asnB//emrD//yadN//tatE//mcbA//ampG//ypjD//gntU//cyoA//garP//wbbK//yegT//yhgH//gpp//ubiI//modB//cmk//yaiW//phnM//frdC//amtB//frsA//amiA//cmk//queG//hisM//eptA//uspF//gshA//otsB//eutR//hha//yfiE//rnlA//garR//rph//prmB//rplF//creB//rpsE//clsA//ydiK//tpx//tdcE//queC//nrdG//atoC//hybE//hemA//cbrA//ypdC//phnG//fliG//ftsK//tas//insB-4//serB//cpxA//ycjD//ampH//cspG//osmF//speE//tdh//tdcR//tyrB//aceB//yhhY//mscL//cadB//uhpA//mdtB//frmR//pagP//hisH//citC//mscK//pinR//ilvM//ccmA//fepA//rutB//pepA//glpA//fdnI//elfA//purF//fryC//tdcB//prpB//yfbR//glnD//spy//hemA//sodC//bdcR//uspE//nanT//ppc//xisE//tatE//zapB//xylB//chaC//ilvL//rfaG//frmA//cpsB//sufC//basR//glpK//metB//yajQ//rplK//hisM//ydfG//epmB//nagA//secF//yfiC//rffG//pldB//hypT//tadA//yidC//rhaB//tig//alr//murI//polB//ydjE//entS//ytfP//yaiV//upp//thiH//moaC//rzpR//pyrF//pstC//queF//yjbB//emrY//radA//ghoT//rlmD//glgS//nanR//nirD//menE//flgF//hda//xseB//srlA//uvrY//rsmD//ftsA//zapE//nrfD//lit//ada//ypdC//ygjR//ygaH//pgpB//yihS//yihT//eptB//narZ//sucB//degS//hchA//bcr//rapZ//nrfE//rnb//mhpA//sapC//priC//ampG//lyxK//yihU//trmO//purB//yfaX//holB//ghoS//pbpG//trmJ//sugE//opgD//rpsP//fhuD//ilvI//hybG//hsdM//kdsA//lptB//mhpA//bdcA//ydjH//ydiK//ada//pldB//evgS//selU//lptB//rzpR//elaA//hxpB//norV//modB//mazG//rbn//gdhA//adhP//murB//ubiE//sdaA//nikC//citT//yccS//ybiI//ynaE//tdcG//manX//metG//mgsA//lgt//narL//arcC//ybiA//fkpB//dgcF//frmR//mdtO//erfK//pflA//rcsB//fsr//ccmH//tomB//menC//alaC//yeaD//der//caiB//selD//casB//ispF//cmtB//ybaL//yedF//sapC//yadK//ydfH//bamE//pgk//rhaM//gltX//appA//rpnC//bamD//poxB//murP//elfG//yaiV//guaC//dnaA//yqjI//rpmF//oppC//amtB//secD//murC//cho//chiP//ung//pdxH//bglH//intA//mdoD//fabB//yjjQ//lptG//flgB//clsB//sufS//flgC//ptsG//yneL//cpdA//rapZ//insI-2//kdsA//frdB//rpiB//appY//tdcD//eptC//pstA//betA//tsaD//fadK//bcsA//rhlE//hisF//oppA//sbcB//mgtA//allB//gsiC//hprR//alaA//ymgF//thyA//garD//entF//rzpD//parE//narY//csgA//metF//metN//fieF//yedF//ybdN//plsX//greB//asnB//allS//mgsA//rhsD//topAI//hokE//dgt//yegV//rcsA//ndk//cysU//yqhC//rpsK//ttdT//fabR//ydeP//efp//rhtA//yagJ//zapE//purB//pdhR//mutY//ilvB//rclR//rpsJ//ubiX//ydjH//hiuH//gmd//ubiJ//melA//hmp//ynfH//yebC//groL//pflB//gcvA//hisA//ygcW//ydiZ//cvpA//yahB//gatZ//ydeI//flgB//yneE//citG//
GO_0006140_6	trmJ//aroH//
GO_0006144_6	hprR//holC//hipA//ybiX//mltB//exbD//tktB//ribA//ftsA//ydiB//
GO_0006145_7	nudG//dhaM//narP//yidA//
GO_0006146_8	comR//puuA//
GO_0006148_9	yqiI//
GO_0006149_9	cysU//
GO_0006150_9	fiu//
GO_0006152_7	dnaX//frr//tqsA//uhpB//asnC//yihW//
GO_0006154_6	cheA//
GO_0006161_9	srkA//
GO_0006163_6	perR//dmlR//xapA//barA//ftsH//sdhE//ulaC//modB//ycfJ//cysN//intF//ubiD//bhsA//yidC//envR//nagK//ettA//eco//fixB//yhjV//yccX//bamE//hypE//yidZ//csiR//ldhA//cynS//crr//yhdW//ybaT//fadD//ycjQ//citC//argI//proW//cspC//rarA//rmf//yghO//atpG//sbcC//ygeA//cadC//adiA//yiiD//hchA//cyaA//sbcB//cvpA//aroD//yphB//ypdA//rayT//mdh//
GO_0006164_7	ydeT//gatY//carA//sufC//thrL//deaD//argI//nrfD//speG//map//cas3//osmY//msbA//metL//yqeF//fadH//ompT//intA//dmsB//yidH//sstT//ykgA//leuD//prkB//syd//amiD//deoD//bglA//yjiR//nfi//clsB//ynfL//rhaD//pepD//torY//purD//cusC//dgoT//hemB//oppB//
GO_0006165_7	pstC//aer//ybaQ//cysG//ydcI//panE//hyfF//pntA//rihB//ligB//narL//lgoR//ybhF//deoB//ybeQ//nhaB//ynjD//rhsD//sdhA//
GO_0006166_6	puuA//gldA//
GO_0006167_6	rlmJ//
GO_0006168_7	dinD//bamC//
GO_0006171_9	yqeF//
GO_0006172_9	idnD//
GO_0006177_9	ybcJ//yggE//ibpA//
GO_0006178_7	katG//
GO_0006183_9	xseA//
GO_0006188_9	mdtB//tusB//fieF//wecC//
GO_0006189_10	aceK//arnE//
GO_0006195_7	acpP//glpC//
GO_0006203_8	shoB//ybaO//
GO_0006206_6	mhpC//sdhD//cspC//hypB//galS//pykF//gatC//btuB//ilvI//rsmF//yicJ//ptsN//katE//luxS//ibsD//fruA//sapF//cheR//yeiE//yfdS//mscL//caiE//yceK//ptsI//caiE//ispA//
GO_0006207_8	malK//cfa//ybiO//lexA//yfcA//
GO_0006208_7	fhuC//yihT//ybjD//pckA//ydeM//apt//sfmD//pabB//rfaE//chbB//rffM//tsr//crl//
GO_0006209_6	aaeR//
GO_0006210_8	rfaC//
GO_0006212_6	ynhG//mlaF//yaiV//rfaG//proS//glsA//slt//ymgC//dsbD//betT//yfbV//
GO_0006213_6	nagD//tatE//speF//pinR//yfdG//ssuC//cynT//ynfF//cysA//rpmF//ydjJ//uup//bglX//trmJ//rlmN//glcF//
GO_0006216_9	hypE//
GO_0006217_9	lpxM//
GO_0006218_9	ygaH//
GO_0006220_6	rplP//dicA//selU//yaiP//dkgA//mrdB//gcvA//tatC//acpP//fklB//lldR//ybbN//oppF//ubiI//thrS//ompA//putP//tag//xylG//flgE//
GO_0006221_7	hda//dnaJ//qseC//yhbS//fadB//yhjV//xisE//dsbD//bcsQ//argT//thrC//yeiE//coaD//
GO_0006222_9	fdnI//
GO_0006225_9	mtnN//
GO_0006226_9	betB//mlaD//
GO_0006227_9	ssuA//
GO_0006231_9	wecB//
GO_0006233_9	thiQ//
GO_0006235_9	pldB//
GO_0006241_9	pheM//
GO_0006244_7	tatA//gadB//caiB//rph//elaA//prfC//glnB//
GO_0006259_5	rpsL//thiQ//yggE//dusC//xylR//mntS//dctA//map//hsdR//yrbG//wcaB//ftsQ//ibpA//yjbB//elaD//murQ//radA//paoC//tdk//yoeB//fabH//mioC//yfbS//yieK//ccmG//yoaB//rdgC//xisR//trkA//frdA//yieH//rbsC//mazF//ubiJ//yidA//ftsZ//csrA//ilvC//bcp//nadD//fucK//torD//folA//rplX//phoA//uspF//stpA//purT//hyfC//ybgP//dps//ygiB//gltP//hemB//yiiD//ygeA//hcp//aroE//kdsD//dmsB//aspS//hypA//yhdZ//malX//yqeF//queC//fliS//araC//pheT//hofP//nagD//ldcA//hldE//pheA//uhpC//nimR//hflK//dusC//waaA//caiB//pdeF//yaaY//lysR//frmR//yohD//yijO//kdsA//pstA//mdfA//leuB//cysZ//msrA//spoT//fabA//fsr//zapD//lsrG//mutM//putP//potI//yhaM//ydhC//cheA//treB//ftsN//uvrC//yccX//ytfT//yhjA//hupA//yqaB//lsrG//torD//cutA//pgpB//ydbD//yedP//yafO//fecD//preT//elyC//cysS//ypdA//xapB//feoB//nadE//umpG//ygfA//citC//trxA//tdcR//ycdY//agaA//ydfG//pstB//pheP//ftsN//yahK//yqiI//yeaE//lit//rplX//yidC//ispF//ung//fimE//tauA//fhuD//
GO_0006260_6	rraB//mtlD//prpD//ldhA//dacB//cydB//sgcA//yqeG//dtpB//pgsA//lpxC//fepD//yoeE//infC//tktA//yagI//pdeK//cho//yidP//feoB//tusA//
GO_0006261_7	sdhB//pgrR//ynbB//atpA//nanT//endA//bcsQ//wzzB//ulaG//yqhC//zntA//yhjV//
GO_0006265_6	kdsA//yaaJ//umpH//hyfR//tufB//
GO_0006266_6	mppA//glcD//ibsD//
GO_0006267_5	puuD//
GO_0006268_9	rhlB//glnQ//zipA//
GO_0006269_6	hyaD//
GO_0006270_6	cspC//glgS//hypF//cspC//hflD//fur//
GO_0006271_7	dnaB//ackA//ynfE//
GO_0006274_6	rpsS//
GO_0006275_7	tsaB//clpP//rplW//decR//cutA//rnpA//ribA//yihQ//bcsQ//
GO_0006276_3	prmB//argD//cadB//abgT//pykA//dut//rpsN//glgA//
GO_0006281_6	mhpC//agaD//ybaO//pyrH//agaD//rayT//ydeI//fdnH//yjeI//dmsB//kdgT//potC//hns//lsrC//tatA//holA//ypdB//glmS//emrK//yjgX//yphD//hslV//sdhE//yhbS//spoT//mutY//tatC//thrB//nhaB//kdsB//napC//pdxH//gph//yceK//smpB//kdpD//ydhJ//fimF//sgrT//gatB//motA//evgS//ymfA//gcvH//araF//ygaZ//chpB//dsbB//yeeA//paaA//napF//nrdG//gutM//katG//clpA//
GO_0006283_8	hha//
GO_0006284_7	dnaA//slyD//alsC//hisP//aspA//gsiB//
GO_0006285_6	yqeF//symE//cspG//fecC//yciF//
GO_0006288_8	mdtF//wzzE//
GO_0006289_7	dsdX//arsB//
GO_0006298_7	gatD//rlmL//moaC//murB//bamA//hsrA//glgA//fkpB//rplY//rpmA//
GO_0006301_7	crl//ibsB//rpsM//ydeI//
GO_0006302_7	solA//hyfR//ugpC//aroH//cpxR//sufD//frsA//yobF//cusS//
GO_0006304_6	aes//emrB//rsmE//menH//yiaM//murE//tolB//ybjI//cirA//
GO_0006305_7	ddpX//yiiM//edd//proQ//
GO_0006306_5	murJ//glxK//hypE//csgG//
GO_0006307_8	lsrD//hybA//yggF//hofQ//napC//
GO_0006308_6	yihQ//ogt//nadC//abgA//hybA//ruvC//yejE//yfcV//ftsY//putA//ypjD//sanA//
GO_0006310_6	ldhA//yjfF//phnJ//sixA//norV//ftnB//mnmG//pstA//ybiI//glnE//phoE//bdcR//yhaJ//dnaG//sufC//yfbU//ftsI//gudP//dusC//sstT//cheY//mltC//rzpD//pal//secY//pspG//rimP//fucO//fadK//gcvR//elfD//fbaA//bioB//queG//fabI//pspC//dicC//aroH//ompF//hflD//paaE//amiB//galS//
GO_0006313_4	nikC//recO//iscU//wzb//gldA//flgC//ompL//
GO_0006323_7	ycjY//
GO_0006325_4	osmF//
GO_0006351_6	npr//panB//ybiW//yghU//crl//prlC//ppiA//glvB//csgB//yibH//rhaM//infC//yqiI//rbsC//gspE//pspA//ybiJ//fnr//yqiJ//dnaX//lptC//yajQ//glpT//purL//bioD1//rluD//ymjB//murG//rppH//hipB//adhE//qorA//yfbR//dcuB//ydhQ//pckA//frvB//napF//gltB//relB//araG//uxuR//dbpA//nrdA//nuoI//glpX//yciF//ypdI//recQ//cadB//cadB//diaA//frlB//rpsA//ampG//tdcC//mzrA//arfB//yhbX//gspF//gltB//nlpD//yqhC//btuB//rpmG//aroH//yajR//trpS//cvpA//recN//rsmC//mrcB//hemB//glrR//fetB//uspE//yejF//preA//cyoC//plsC//rpiR//gabP//yrfG//ascF//pgi//creB//feoB//dppA//rimI//garL//opgC//ydjE//dtpB//dnaN//pstS//paaF//mgsA//fixC//yafO//ibaG//yibA//mtr//chiP//rplK//glgB//sutR//acnB//mazF//rcnR//fabA//ftsP//ybdM//ilvL//clpA//rpnA//speD//ydcP//nanC//nagK//
GO_0006352_7	ptsI//zupT//pgi//hemL//
GO_0006353_7	tnaA//rfaG//
GO_0006354_7	dnaA//trpL//yceO//
GO_0006355_7	fhuC//paaB//gltP//dgoK//yciH//fadR//proQ//ybjC//mdtQ//prlF//yhdX//fadE//trpC//yehD//gapC//lptD//cmoM//minE//rne//atpF//bacA//ydjL//mtnN//upp//xerD//iclR//citC//ogrK//cpoB//dcuS//yhaO//slmA//manZ//mliC//fryC//btuD//hypB//tolQ//yebK//fklB//yciH//treR//hofC//rlpA//moeB//acrR//ybdH//curA//rnc//cmtA//ybhI//gltI//yhjD//narU//oppD//coaE//yahI//pdxJ//yjhH//treC//ndk//yfdS//rfaB//infC//idnT//msrQ//insA-1//cydB//arsB//hisS//oxc//fadA//sufA//ftnA//deoB//mdtM//rpiA//rseC//cysM//fimF//bfr//casD//thiC//pflB//qseC//umpG//arcC//potI//yhbS//yphF//asnS//frmA//era//mpaA//gabP//ilvL//pstA//setC//acrR//rfaH//iscA//wcaC//cdaR//menA//yjjU//roxA//lpxL//gfcE//proC//nudF//rplE//yccA//mltB//prmC//rplB//ygbM//sdaB//mscL//csgE//entH//envZ//betI//exoX//garD//etp//dauA//gudX//wecA//galP//hlyE//gcvR//metK//thiL//selB//cadA//rlmB//nuoI//frvR//mdtA//gltI//sgbU//maeA//hcaC//yjjB//cutA//hyfF//metH//mdtJ//yjhC//pdeK//arnA//rapZ//yfcS//ulaD//fis//rpmE//cmtB//lysR//gadW//srlR//acrZ//yjhH//sgcX//tilS//yobF//speF//araE//abgT//rpmA//uacT//cbrC//yciE//manA//ygeX//trpD//pgaA//pyrG//bglA//feoB//trpB//fbp//ubiH//setA//ybgI//flgK//ybcQ//yhdX//pcm//argO//cadA//phoU//fliG//gntT//mrr//kefF//dsdC//rpsE//yjbB//pgaD//rssB//serS//tsaC//nemR//ybfE//ybaE//dld//rpsR//secB//ptrA//yceO//galK//tdcC//gldA//paaA//tusE//fdnH//yjiY//ybbW//ptsI//pepQ//cbl//fucI//lolA//yhiM//brnQ//ybaT//chiP//yfdR//queC//ynfK//yieF//trmI//mioC//fabG//viaA//yigL//yphB//ybcM//ycdY//ihfA//tusA//yqaB//ydcS//pinE//gsiB//ycjU//mcbR//cyoE//prmC//otsA//fadL//pepQ//kbp//mutY//ybfE//fimC//torA//rlmH//mprA//aldB//ppiD//
GO_0006357_8	fepB//
GO_0006364_9	hupA//curA//clsB//dnaG//aspA//glpG//yoaB//aer//cyoC//ybaK//kdgK//entC//mdtM//nfo//accD//nrfC//fryB//sgcX//fadB//yraN//murJ//yfdK//clcB//putP//dpiA//cvpA//udk//araC//hpt//rluF//prpD//uidA//birA//arnB//rcsB//ilvA//yejA//metR//phoR//rna//hdfR//dsbC//panE//
GO_0006378_8	pinE//glnP//
GO_0006379_8	treA//
GO_0006382_8	dnaA//
GO_0006396_7	phoB//dgcM//yceO//mog//mpaA//ydjK//yafN//ydjM//ppk//ybaE//satP//avtA//kdsD//ghrB//cheB//tsaC//dicA//sgbH//rcdA//cydA//proV//phoQ//leuC//lysA//rcnA//fimI//intQ//solA//wecE//moeB//acpH//afuC//rzpD//hemL//metK//ndk//sulA//fliZ//lrp//lon//ihfA//polB//rplM//hha//ybjC//queE//yfcA//tauB//yegV//pdeF//ydcP//trg//ssb//yidL//yjjW//ydaN//plsX//cdh//ydiB//menF//ptrA//gpmM//narV//ygfA//yfcS//bamA//ybcQ//pstS//rclA//tamA//lysS//yeaD//dcuA//ppiC//coaD//csdE//tqsA//dbpA//intA//rpsN//ldrA//hemF//ymfK//rihC//tauC//fimC//fadR//poxB//fdnG//mglA//hemL//ftsY//norW//ybfE//frlA//abpB//fecB//bcsA//yaaJ//rimJ//dnaK//umuC//
GO_0006397_8	hcaT//rfaD//mlaD//
GO_0006399_8	scpC//cyaA//chbC//ydhC//casD//dppB//galP//fecD//trxC//purB//tusC//idnD//kduI//glyS//dinI//viaA//agaW//frwD//zipA//pncB//mhpR//kbaZ//yafN//uxaC//rfaQ//narP//flhA//yedA//def//rlpA//ynaE//trpD//lrp//ldhA//purL//btuC//tauC//alsA//nlpE//queC//rimK//kdgK//intE//murD//glpD//ptsI//mdtI//pgpA//flgF//yihL//yiaA//araC//mocA//tatB//shoB//yraI//mepA//yafN//uxuA//yifB//yfeO//arsB//argT//ftsW//sucA//nadC//ompF//yjeI//cydC//cheB//nrfF//ydfH//yjhC//argO//torI//yihW//gltL//viaA//dcyD//tpx//gstA//mqsR//
GO_0006400_7	phoE//yjbH//cheZ//deoD//cysS//cynX//rffH//guaD//yggE//hisQ//flhC//nrdD//rzoD//acs//yfcF//bglA//recO//zapB//ybfA//mrdB//rnd//fnr//sbp//aroC//efp//fabG//flgF//yodD//ivy//recC//fdoG//potH//hslR//cspI//torA//phnK//sufC//ygeV//yieF//dkgA//tauC//frmR//envR//rhmR//fabZ//ftsH//ftsW//dgcM//deoD//
GO_0006401_6	greA//mreB//sppA//narL//yehP//ogrK//fadK//rimJ//xerC//gspF//malF//tolB//topB//ybdZ//selU//fdoH//bluR//idnO//glgA//cpoB//gcvP//yaaJ//
GO_0006402_7	hycH//essD//ariR//ulaE//hisC//potE//ydiF//ycgR//iclR//yedA//trmB//
GO_0006412_6	lysS//nrdB//tldD//baeS//kdpE//yieF//recA//yihI//livM//dkgB//cysS//bamD//pdeR//torZ//uxuA//ydcZ//ygbI//rnr//mdoD//menC//paaX//hipA//nrfC//yoeE//yeaV//tolQ//cutC//dgcT//ddlB//rimM//hyaC//tufA//elaA//agaA//hprS//speF//ubiC//yagG//nadC//trpGD//gntR//tsaB//ghrB//betT//fsr//tldD//tolB//pnp//fucP//treB//kefF//
GO_0006413_4	cmoB//nikD//surE//
GO_0006414_6	asnA//ygcO//lpoB//sohB//lepB//cfa//fabH//sbmC//agaV//
GO_0006415_7	lyxK//bcr//folM//tsaB//hofM//malF//ghoT//
GO_0006417_7	yeaE//pbpC//sucC//ampG//flgH//hyaD//zapB//arcC//tusC//narL//radA//puuP//truC//ymfA//hycA//wrbA//cusS//lacY//ydeI//tyrR//nagA//rarD//yfcF//nanC//ycbB//mlc//cspE//ppsR//treA//cmtB//frc//ivy//mepM//holE//rnlB//yghO//eptB//yddA//glrK//
GO_0006418_7	yrbG//pliG//glpB//fliZ//yhiM//ybaO//murE//fpr//ynhF//nanA//fhuF//manY//glsA2//cpxA//argT//metH//narL//mlaF//soxS//hyaC//sfmH//setB//puuA//fecA//fsr//
GO_0006419_8	nrfD//
GO_0006420_8	yehA//
GO_0006421_8	mntR//
GO_0006422_8	ldtE//
GO_0006423_8	arcA//
GO_0006424_8	rnt//aaeR//
GO_0006425_8	htrE//
GO_0006427_8	mug//
GO_0006428_8	fliK//
GO_0006429_8	ubiF//
GO_0006430_8	sohB//acrE//
GO_0006431_8	rnb//
GO_0006432_8	nrdF//ispA//
GO_0006433_8	aroH//
GO_0006434_8	tig//
GO_0006435_8	dgoK//
GO_0006436_8	elaB//
GO_0006437_8	allD//
GO_0006438_8	glcD//
GO_0006446_8	insF-1//rpsG//relB//argS//agaV//mdoG//argT//
GO_0006448_8	rpsB//intZ//yifB//bcsQ//epmC//
GO_0006450_4	fdhF//rarA//insH-6//hisP//rluE//rnc//groL//coaA//pinQ//metC//
GO_0006451_7	nadC//
GO_0006457_3	otsB//insI4//lpxD//yddM//baeR//pflA//yihO//stpA//fimD//uvrY//ybjN//aroA//tqsA//pdeD//nhaB//rluF//alaE//otsA//lolC//melR//fepE//ubiX//trmL//mazF//yddM//ybjL//mqsA//gabP//adeQ//fimB//ybhP//ruvC//rffC//ddlA//copA//waaY//pncB//grxD//ibsA//gadE//
GO_0006458_4	yehP//lpxC//crp//mltF//pspC//opgG//hflX//cra//
GO_0006464_6	tqsA//ygfX//dgcJ//adiA//mglB//rffT//hofO//rplD//yrfG//cydA//hyfF//yidQ//menD//lolA//cspG//sdhE//hisS//arsC//ybeF//opgC//malS//bioD1//paaA//atpH//gnd//srlB//hofO//cysN//yqaE//pal//yqeG//nrfA//artJ//iscR//trpE//aer//yphD//frvA//mepM//bioA//narL//pldB//hcp//lsrC//rtcB//rlmC//glcA//ampD//elfG//btuC//sfmA//yfaE//ydjH//gatB//gcvH//rplY//leuE//ghxQ//narK//frvR//adhP//gutQ//phnN//sucA//gltP//sufA//yfeW//wecE//selU//sohB//endA//araA//umpG//speA//fdx//yiaA//leuE//narG//hybG//melB//rplB//focB//ydeO//yfiR//rplS//yqeF//groS//ppk//gstA//rsgA//perR//ypdB//srmB//cpdA//speG//kup//frlB//galT//fdhE//puuA//udk//accB//yfiC//orn//ygeX//trmD//pflC//iraP//pntB//livM//kduD//ycfS//elfG//phr//yneJ//yciE//atpB//yijO//yafQ//mraZ//yciF//bamC//yjiQ//cadA//yfbV//lolD//nepI//yjiY//nrfG//phnC//ymfK//agaR//acrD//fepE//argC//atpE//rpmB//clsB//sdhE//flgH//potE//eutB//
GO_0006465_6	ftsQ//yphC//rpsI//
GO_0006468_7	lysP//nac//wzzB//cfa//lpxB//ybcQ//truC//era//acrF//dcm//rof//rpsM//zapC//purF//yfbR//rne//rsmA//queA//nhaB//htpG//yoaB//coaD//yiiE//gpmA//rna//gspF//tnaA//narV//melB//serA//fruK//gstA//ruvB//wecC//bolA//betT//cspD//tonB//yjjI//hemG//recA//ulaD//ulaE//ybhI//aroF//mutL//grcA//potG//ydfG//frlC//alsK//yneL//mraY//
GO_0006470_7	sspB//zntR//galK//ghxP//napD//dhaK//ghxQ//ilvH//elyC//yjbE//dusC//glgX//rutA//lapB//rnb//insA-2//
GO_0006473_8	lamB//dnaC//flgE//nrdA//yhcN//dgcZ//zitB//dsbA//clcA//yijE//borD//mnmE//
GO_0006474_6	psd//rdgC//mdtM//cpsG//paaJ//
GO_0006475_9	moaD//rpsH//
GO_0006476_8	tnaA//yihW//ybcJ//
GO_0006479_5	fimH//yhgF//pgaD//nanA//prmB//aroH//hslR//chaA//
GO_0006480_6	secE//
GO_0006486_5	metB//
GO_0006490_5	nrdB//
GO_0006497_7	dgcQ//
GO_0006508_5	srkA//rfaD//ygiB//thiI//lsrR//sgcB//dgcT//vsr//yraH//pitB//malG//rfbC//mdtI//gspE//pcnB//gntK//prmA//pepA//rfaE//ybhS//frwD//carB//radA//fhuF//tusB//udk//tonB//yqiH//sfsA//malX//cydC//yjhI//mipA//fur//aroH//zntA//ychH//elfD//metQ//hypB//adeQ//roxA//pyrC//rpmG//mdtJ//yjiX//caiB//bioD2//shoB//recQ//ung//rtcR//rcnA//evgA//glpD//
GO_0006515_7	ibsC//glsA1//rpsR//folA//
GO_0006517_6	rpoA//yfgI//mprA//waaJ//
GO_0006518_5	nrdR//selA//envZ//chpB//thrS//rffC//dsdX//fklB//waaS//malI//yggN//ulaE//tehB//rffC//mcbR//hypD//pstC//cysA//bioH//ccmF//lolE//acrE//glmS//tus//yjiR//nadD//yqjA//eco//smpB//glnH//aroK//ptsI//rplF//ydjH//ygiB//glcD//ygbI//rrrD//yggW//ydcM//rnlB//mtlA//uraA//preA//yijO//thrC//fabA//moaE//hldE//wza//era//pagP//ygfZ//eamA//dinD//gppA//apaH//nagD//nrdA//nuoE//tag//hemG//hlyE//etk//cho//idi//rpmH//rhtA//hemA//yeeO//dmsB//exbB//yhaV//astB//csgA//zur//zntA//
GO_0006520_4	rspB//queE//lsrB//patD//exuT//ccmE//cysA//ogrK//chiP//nfo//thiC//yfaV//recT//rhaM//bioD//uspE//argF//elbB//hxpA//phoR//fadL//ilvN//rutC//ybbW//htpG//yihS//rplX//dgkA//torC//rclR//dacA//yfdK//clpX//yahD//ttdA//secD//treA//atpD//yahF//serB//purR//paaK//rsuA//clpS//manZ//eutN//yjjB//ilvC//rclR//rfbC//yphC//cas3//frlB//ybjX//ycgV//fimD//tnaC//msrA//znuA//zapE//uvrB//moeA//hrsA//cnu//luxS//uspF//mdlB//cas1//nfo//exbD//murB//ilvB//pagP//cysP//frvR//pflB//csrA//sbcD//ahpC//topAI//slyD//manZ//yhdW//aaeB//livM//gluQ//pbpG//dapD//mdtK//sohB//lsrG//uacT//bhsA//csgF//oppA//hyfR//ybeQ//leuO//rpsG//cyoE//nagD//pinE//rpiR//fruA//ftsX//nrfC//yahO//yicJ//queG//pepA//ybjI//ydcP//rhaB//clpP//rof//xthA//napC//gadB//tufB//mdh//yegS//cfa//zraS//upp//ribB//yohD//phnM//truB//kilR//recB//nagC//grxD//xerD//yjfP//lpxM//rbbA//pdxK//yiiD//ybcL//nrfB//manZ//yiaJ//gdhA//proP//yidZ//gnd//lpoB//ypdB//sgrR//atpF//dsdX//ypdI//nanK//hokB//maa//speE//gntU//recG//sulA//rlmM//pdhR//fixC//sgbE//dld//nikC//mrcB//gcvR//rimK//clsA//zur//insE-1//ymdB//wcaC//dhaK//nadD//bamD//prfA//ssuA//rfaE//sfsB//yaiP//cecR//puuC//metF//ccmD//glnB//nuoL//rhaR//ydgA//mgrB//polB//tyrR//mepS//ybcF//nrdI//sfmD//mocA//pepA//pliG//lpxL//lolA//rfaF//
GO_0006521_6	aroD//aroL//aidB//
GO_0006522_7	aes//rutC//ravA//csdE//mscL//rpmB//cysG//
GO_0006523_8	rpsS//ybiA//cydB//alkA//
GO_0006524_8	glcF//gpr//rpsP//
GO_0006525_7	alsK//phoQ//luxS//recG//mepH//yiaT//yhgH//ptsG//ushA//intQ//ppc//guaB//tktB//queD//cysG//ybiT//tyrS//moaA//ppsR//nmpC//rcnB//
GO_0006526_8	cynS//kefC//fetB//caiD//pbpC//rihB//yehA//lpxK//yjjB//chbA//serS//putA//malQ//
GO_0006527_8	yeiE//sfmD//ugpA//phoR//mukB//tynA//nudB//ynfK//fadH//
GO_0006528_6	rplX//kdpF//afuB//ulaC//
GO_0006529_7	rplD//insB-4//
GO_0006530_7	zapE//yjjG//
GO_0006531_7	ydiV//ssuA//qseC//hpt//evgS//rzoR//artJ//aspC//
GO_0006532_8	tesB//rutF//
