#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xylB//bdm//fliZ//ybiH//
GO_0006139_4	alr//prfA//hybA//rppH//sodA//dgkA//dusB//lsrG//carA//thrA//yiaN//ghrB//pepQ//yjiY//ccmH//rbsB//yidQ//rfaH//torD//yrbG//xylF//gudD//borD//nrdD//fhuF//trpGD//manA//yccS//nrfF//pspF//speC//mepH//yhjD//prlF//rihA//lsrA//yjjI//proP//ybdZ//yahO//recO//thiG//mnmC//trxC//yfdR//ydcT//gadA//ybeQ//mscS//fliZ//phoP//pyrE//srlA//relB//rcsA//uxaC//yhdJ//nadC//hemH//smrA//ygdG//epmA//nrdE//proQ//aroP//yaiW//cas3//agaR//hybC//tsf//ybiT//tmk//rbsK//cusB//rof//cpxR//mmuM//pyrH//cvrA//yegD//yieF//rbsC//cobT//prs//amiD//modA//purF//yihV//ruvB//ftsK//rfaQ//mscS//lysO//rarA//yjbB//yihL//mngA//yhaV//hxpA//eamB//rpsK//lptB//yidP//sodA//crfC//ftsH//lldP//tcyJ//kdpF//rplD//infC//pinR//ynhG//zapB//argA//bssR//crl//fre//glpD//scpB//purF//yadC//holD//ybjG//frdA//rpnC//fimC//hisA//ybiY//flhD//ycgV//thrA//fliL//sgcA//yfdC//uvrA//ydcM//relE//yjbB//rnc//lsrB//panE//pepA//mrp//frvA//prlF//cbtA//yodD//rcsC//ssuC//xapB//hokB//ldtD//ypdA//kdpD//lpxH//ahpC//prlF//yfcR//glmS//kdpF//insI-2//yheT//lptB//glyS//yraJ//accC//ydeE//galK//yjiQ//menD//yhaJ//thrL//cysU//cpxA//ndk//rutB//greB//phoR//yicJ//trmA//rseB//casB//tusC//yajL//tdcC//tolB//ybcJ//hslU//agaW//xerC//alsE//kdsB//fixB//ydcZ//intQ//panF//fimF//luxS//ptsP//hflC//phoU//uacT//rpsL//yqiH//cydA//erfK//ybjD//barA//yiaL//hemA//araB//rpsE//yagI//hemB//ynaI//dgoA//pyrC//citG//gyrA//waaL//yrfG//cobS//glgP//ihfA//iclR//nudF//rdgB//tufB//gadX//insH-5//dnaQ//phnH//trkH//accB//otsB//ybcC//uspB//ptsI//argH//queE//cpxR//queF//allC//eutD//tcyJ//ligB//kdgK//yfeD//slt//rplL//aceB//carA//murQ//kch//proS//entE//hisA//ychH//argI//chbB//ibaG//tauC//tsaC//ymgC//bioA//htpG//ftsB//murP//rihC//yadM//rsmC//yhhY//ilvN//pntA//hdfR//aaeA//hrsA//nuoF//tauB//yjbH//sucC//flgG//leuS//higB//nrdD//zapE//yhaJ//yqeG//rnlB//ydcM//poxB//ydfG//otsB//uxaA//rep//ytfE//ydeI//tqsA//leuO//dkgB//intA//sstT//murE//gntK//gcvH//iscS//rpmE//ybcF//selA//tdcF//ghxP//recJ//dsdC//mnmA//yjhI//phoQ//dmlA//yjhB//pflA//insH-5//selA//mltC//nagD//prpR//aceF//dmlA//mdaB//nadD//yraN//potF//gltI//ascG//ybhF//ubiD//bisC//fliZ//thrL//coaA//ascB//cas2//cdd//psuG//mioC//queC//melA//glcB//valS//yagG//dsbD//ecpR//yagU//tsaD//upp//flgE//iscU//plsX//lptF//fdnG//ccmA//chpB//fbaA//yjeH//rbsK//glcB//rho//yhgF//tnaC//cyoE//ghxP//ligB//gpmM//ulaC//pgaC//glnS//csrA//mdlA//glgB//mdoD//glsA//bcr//mdoG//crcB//tpiA//rpiB//adiY//psuG//hslU//lacY//lit//trkH//wzb//ynjA//yrbG//araA//eno//cpoB//hyfF//paaJ//yhbQ//ykgM//ldcA//rsgA//hda//dedD//ypdF//argF//dmsC//puuD//sulA//ycdY//ldhA//dicC//pth//pnuC//yjjQ//mreD//lpxK//fepC//patZ//yhbY//glgS//hemB//dinB//yggW//glgB//cysP//nagB//ychO//yeiL//tsaC//thiP//ghoS//tdh//narY//yeiE//dapB//recJ//hipA//glnQ//yaaA//bioD2//frwB//yhjR//secA//slmA//era//yebS//cbrA//yafS//narK//uxuB//yghG//uxaC//yfcS//lgoT//xthA//ilvD//add//yajR//yedL//polA//rimJ//atpA//ypdI//tdk//rpoH//metE//glpT//malS//yjcO//sad//ybgI//tabA//intA//rffM//aldB//uvrY//rluA//prs//cysH//bioH//tdcB//yceD//clpP//yjbF//rclA//rhlB//qorA//cysE//dps//zur//cydB//mnmC//fadK//potA//dnaT//ydaN//mppA//wzc//yhaJ//hemB//hisF//xylB//rplN//rep//ppiD//panC//lsrA//qorA//glpR//ykgA//mhpR//nac//fkpB//nanK//ilvL//acpH//rraB//selB//insF-1//rimO//glpR//rfaF//lacY//metN//ubiC//lsrR//hycB//lacY//yehX//yjcS//idnD//folM//cmoB//hicB//yieH//rtcR//intA//maoP//osmY//iap//murE//yqiI//thiH//glpA//fcl//dnaC//glrR//purB//arnF//lldR//gatZ//ygeX//yciH//tcyP//casD//atpH//dsbD//fetA//nrfB//cbrC//rfaE//yecS//yddA//ygdG//yihS//yciA//insA-1//ugpB//fucI//gor//csiD//yfaV//hslO//ogt//sucD//yehY//ahr//dapA//hypC//yfcS//psd//casD//ydiK//cheZ//yqjH//leuS//cspE//yaaY//surE//eutD//hcaD//maa//ftsB//ilvI//csrD//argH//rnt//nfuA//ymgF//qseC//arsB//rraB//ygbM//selB//rnhA//birA//truB//hemH//yfjR//gudX//fruB//
GO_0006140_6	rzoD//rutC//
GO_0006144_6	yfeO//rpsM//rpmE//kdpE//agaD//flhD//mdtQ//manX//ybiI//rpmB//
GO_0006145_7	yegD//xthA//dosP//panB//
GO_0006146_8	hyaA//gstB//
GO_0006148_9	livG//
GO_0006149_9	aldB//
GO_0006150_9	yhaC//
GO_0006152_7	dhaL//rpsE//thrL//yiaF//flgH//kgtP//
GO_0006154_6	hyi//
GO_0006161_9	arfA//
GO_0006163_6	cusB//kduI//rpsP//thrC//amiA//hcaR//ompA//mdtG//xseB//entH//creB//rusA//entS//yiaM//yjiY//aqpZ//kdpC//uof//gmhB//pth//gnsB//dcuD//znuA//cspC//glpF//flgI//rstB//rsuA//dnaQ//accB//hipB//moaD//yfdS//pheS//yfcS//hypD//rtcR//yedX//avtA//iscA//pgaD//ygdG//rlmJ//bamA//fbaA//nrfA//iscU//nanK//eutA//ydjJ//cmoA//pmbA//yagF//malY//
GO_0006164_7	cca//torA//lptD//nanS//eamB//rpsA//xseA//hyfR//mutS//htpG//ortT//nirD//lysO//gatB//agaD//lpxK//aroB//tilS//waaZ//yjjI//pheT//cbtA//alkA//yhhT//ttdA//rlmC//yciA//fliM//mscL//metQ//acrF//yceD//lptF//yoaA//hslV//panZ//glcF//ptsG//abgA//yieH//
GO_0006165_7	yihR//ygiV//fepA//rpsA//yqhC//yjjI//mdh//lptC//rph//wzzE//recF//ypdF//argR//yebS//csgG//pgpC//dbpA//etp//ybiY//
GO_0006166_6	pgsA//msrB//
GO_0006167_6	ydgA//
GO_0006168_7	elaA//fimB//
GO_0006171_9	nrdA//
GO_0006172_9	ligA//
GO_0006177_9	cnu//pspG//dkgB//
GO_0006178_7	putA//
GO_0006183_9	bepA//
GO_0006188_9	yjbH//rfe//adk//yhaO//
GO_0006189_10	lysP//arcC//
GO_0006195_7	cydC//tatE//
GO_0006203_8	yoeE//yibF//
GO_0006206_6	yfeX//tmk//ribD//fdhE//lptA//atpD//oxyR//emrK//yfbV//fhlA//queF//ynaE//csdA//dam//yfbU//nudC//hiuH//cbl//dacC//yfaX//rpnD//hns//trkA//sgcR//mepH//clpA//
GO_0006207_8	degS//lysC//rhaM//ugpA//ybiA//
GO_0006208_7	dgcQ//lpxK//yieK//tsaD//hofC//pth//nirC//ydcM//ilvD//kdgK//dmlR//aer//ygeA//
GO_0006209_6	recN//
GO_0006210_8	flgC//
GO_0006212_6	groL//ftsH//degS//yegD//eutB//entS//cysB//clcB//recO//fhuD//osmC//
GO_0006213_6	hemC//tsaB//nagK//rplE//feaB//grpE//asd//cobB//galM//ansA//gltL//ybbY//mnmC//yhbX//asnB//selA//
GO_0006216_9	ulaG//
GO_0006217_9	atpC//
GO_0006218_9	mrcB//
GO_0006220_6	hxpA//pspA//yciG//rffH//mutY//kdsC//lepA//gpr//aqpZ//atpF//rhaT//argK//hisM//yeeO//pck//waaJ//yfhM//galK//frvB//srlR//
GO_0006221_7	gltB//rpsM//mtlR//ycjD//chaC//dld//rapZ//yddM//ybhD//menI//ycjP//rutA//fetB//
GO_0006222_9	mutT//
GO_0006225_9	rluD//
GO_0006226_9	gutM//pyrL//
GO_0006227_9	mltB//
GO_0006231_9	pcnB//
GO_0006233_9	recD//
GO_0006235_9	fimE//
GO_0006241_9	ybeQ//
GO_0006244_7	ybdM//glnS//rodZ//gadB//mraZ//rpsD//yajO//
GO_0006259_5	fryA//cdgI//dgcZ//yjjX//fucA//ybgQ//rfaF//yjjV//aqpZ//fiu//betA//der//fabR//cpsG//priB//gltS//topA//macB//ravA//alpA//mntH//lepB//gapC//moaE//ispU//glnD//ybiH//tatA//menF//yhgF//cfa//dkgB//cpxR//tatD//yebS//paaF//mngB//dinB//erfK//hemA//recA//leuE//chbC//emrB//ptsG//waaY//yjiQ//narP//mntH//mepA//kduD//rpoA//thiD//guaB//moaA//ldhA//yjaZ//allR//map//yefM//bipA//lasT//aslB//uvrB//mhpR//hybG//folC//yidP//ydhC//secA//mcrA//fdhF//ssuD//aqpZ//ftsZ//thrC//tsgA//paaA//mdtL//torZ//rfaQ//cbl//nuoN//moaA//mqsR//yadI//prc//rpsO//csiD//insB-4//caiF//gltK//paaX//phr//sulA//ccmD//dnaE//kdpC//yhfS//idnD//spy//yedA//seqA//putP//yjhI//aroH//rnt//priB//bacA//pgrR//grcA//fliM//clpS//queE//cydC//citC//guaA//metG//plsB//arcA//gnd//yieF//recX//icd//thrB//rmuC//rspB//pinQ//mdtE//yfjR//mioC//wbbK//rpoE//ibsB//frvA//ybcJ//rpsI//rbsC//mntH//tqsA//tgt//melB//gadW//setB//hha//phnN//yfeR//thiE//
GO_0006260_6	araB//puuD//yhcD//hypB//frmR//cheY//pgaC//ilvL//hemN//ettA//yfcU//fdnH//glpG//panE//glyS//secA//rpmF//rfe//tolB//rstB//yedX//
GO_0006261_7	glvB//amiA//rsmG//nikB//eamA//dcm//pyrD//hisI//basS//fabH//proB//tcyJ//
GO_0006265_6	ydfG//rstB//sdaC//wecE//bioD1//
GO_0006266_6	secB//gatD//trmJ//
GO_0006267_5	lgoR//
GO_0006268_9	yphD//wbbK//cpsB//
GO_0006269_6	cbrA//
GO_0006270_6	ribF//rhaA//insA-2//skp//scpC//nhaA//
GO_0006271_7	nuoH//umuC//ileS//
GO_0006274_6	ypdF//
GO_0006275_7	ilvD//ydiB//ldtD//uof//phoB//gcl//yjiM//recE//yneJ//
GO_0006276_3	lpp//rhtC//caiF//djlC//entF//mog//rpmG//fliM//
GO_0006281_6	frlC//secY//livM//dcuR//queA//envZ//narW//pta//ompC//insA-1//fetA//wecC//frvA//yneJ//recJ//gyrA//gspI//aroK//erfK//cyoC//epd//manY//aphA//pspF//ynfH//insK//ssuC//rseB//fdnG//uspB//wecE//ppiC//exbD//kefB//sgbH//accA//dmsC//yraN//fliZ//ycfL//glpX//rfe//ldtA//rcsD//nusA//rdgB//yggD//nanK//rnr//tdh//torD//glnK//flgA//xapR//mipA//
GO_0006283_8	ssb//
GO_0006284_7	tehA//infB//insI1//grcA//pspD//rssA//
GO_0006285_6	ydfD//lysA//comR//yejF//yagI//
GO_0006288_8	kdgK//rplL//
GO_0006289_7	tusA//thiI//
GO_0006298_7	nrdD//dmsB//pdxJ//ycjR//hypB//gldA//waaB//dapA//pdxK//fliD//
GO_0006301_7	mntS//gltP//yibH//mraY//
GO_0006302_7	dctA//nanK//alaA//mcbA//pinR//spy//yifB//btuB//lgoR//
GO_0006304_6	fliZ//dnaX//gnsB//glpC//crl//iscU//gatD//tdcD//dgcE//
GO_0006305_7	fimB//fhuD//preA//rpsQ//
GO_0006306_5	yhjV//yefM//nmpC//ybcF//
GO_0006307_8	cpdB//iraD//fiu//npr//ycfJ//
GO_0006308_6	deaD//fes//ppiA//uvrA//lpxC//ftnB//intS//sixA//mdfA//ygeR//epmB//recD//
GO_0006310_6	ymfK//gadA//yhhZ//sufD//lysC//argD//greA//yhfK//pbpG//fabA//poxB//torR//rbfA//frdA//rsmA//ampD//kefG//fimZ//yhjR//livM//nikE//gutM//ykfM//fepA//pnuC//dacD//fdoH//ccmF//ykgM//leuB//yhbS//uvrY//stpA//fhuC//argE//uacT//tolA//tonB//clpA//araE//ynhF//cheA//ansB//
GO_0006313_4	yebQ//adk//csgE//maa//pyrC//lon//ykfM//
GO_0006323_7	kdsD//
GO_0006325_4	rhtB//
GO_0006351_6	glnS//insF-1//proX//mntR//tatD//accC//nikE//proP//lgoR//rseC//ydcO//uspE//metH//hfq//fbaA//tusA//aroC//kdpB//yebZ//dsbD//nuoI//rrrQ//ycgB//iraD//rpsB//cyoA//tdk//torR//proP//fabR//yidL//pspG//glmU//fimF//argK//pgaD//def//cheR//nrfD//yahF//csrD//glpX//proS//evgS//uxuA//proV//waaZ//yrbG//fhuC//xisE//frdD//yeeO//yaiW//sapD//ycbU//ccmA//yciK//ribD//fdrA//fdoG//hypE//trpC//rhaD//yiaM//glsA2//trkH//pflB//fdx//kdsD//trg//hypB//ybcF//lacZ//otsA//sfmF//ycdY//ycjR//lgoR//pyrC//fixA//srmB//rpoS//hyaA//rhtC//slt//yidC//ydiV//cusR//dnaA//kdpD//argB//rrrD//phoE//slyD//yagI//fumB//chbB//napD//prlC//rffM//macA//mdtA//cra//caiF//yhjA//paaB//ilvE//soxS//arcA//zapD//yqiG//topB//argT//zntA//sdiA//pspA//pabC//ulaD//ubiB//
GO_0006352_7	atoB//rfaG//yijO//btuD//
GO_0006353_7	yfcQ//cysA//
GO_0006354_7	ydbD//trmD//mdtI//
GO_0006355_7	feoA//smpB//insB-4//erpA//glsA2//paaK//pal//rplC//yafQ//gabD//nlpI//clsA//fryC//cysQ//argR//nikA//sspA//mrdA//kdpE//arfB//menC//dnaQ//dacD//ycgV//yfbR//rayT//gntT//yqcC//fdoG//cynT//aes//speG//yggX//dfp//fimI//exuR//ycfS//yhjX//hyaA//yciA//xseA//kdsA//ldrB//patZ//solA//ratA//ycfH//ygiB//fhuF//mtfA//narG//pabB//tsaD//dld//xisR//xylH//entE//yqgB//prpC//ldrA//malE//mobA//argS//rseB//yraI//ppiD//sgbH//glsA1//rpsI//kdpD//scpB//dtpA//acrD//yehA//yiaF//entS//cspD//yagG//rpoS//torC//eptC//gatB//rluE//yqeA//rffC//polA//garD//fre//purD//rpmB//ghxP//lptB//norV//leuD//yceO//ldtB//intA//ydiF//acrA//rplT//fliA//rpsM//pepT//agaV//gppA//dicA//lolD//mpaA//fimZ//idnO//menD//hda//ugpC//yjbE//iscX//slyA//hofN//waaO//pabB//yaiV//yhaC//ybaL//recO//ydiO//prfA//aroH//rnc//gudP//kdsC//yfaL//rpmB//yfeR//gudX//acrD//dosP//yagE//mngB//kefF//accC//nlpA//yhcD//rlpA//afuC//aroH//alpA//rfaQ//nlpE//phnC//rsmJ//yijO//phoA//yjfP//ybdM//emrD//coaD//mreD//exbB//allS//msrA//recE//mog//galU//yjhP//frdA//malE//cyoD//aspS//ravA//alsE//rayT//matP//cyoB//hemF//intZ//yjcO//symE//hemB//yfeD//yahO//ubiA//pykA//cpsG//yghU//eutB//tauA//ygiV//yggT//rseC//cyaY//maoP//yhjA//rfaD//exoX//ftsL//ydiZ//norW//recQ//manY//hflD//yjiM//rhoL//rsmE//rlmJ//puuD//gstA//pykA//uidR//cadB//fis//aaeB//arnT//htpX//tmk//preA//folX//hybF//fumB//nadD//clpS//sapA//fhlA//ompT//rsmI//trmH//flgG//yeiE//maoP//yibH//pheM//rdgB//aslB//lpoB//yedP//intF//oxyR//kup//bcp//ssuA//glgA//cof//araD//ydhC//xylR//uvrA//nudG//frc//ybiY//yghB//yiiD//frsA//gor//ydiV//yqiJ//yehY//iaaA//intQ//mgrB//yaaA//yqgB//rplA//uspG//
GO_0006357_8	hypB//
GO_0006364_9	radA//obgE//pppA//ygeX//cysW//nikC//tusA//bssS//tap//roxA//uxaA//basR//cysN//yjeI//agaS//trmL//sdhC//mug//rsmH//iraP//cysI//nagB//yhaM//sufS//ycbV//yafQ//pgi//rnd//mobA//livH//nikD//nudG//tmk//symE//tyrS//dps//nemR//cpdA//btuF//malP//nirB//mntP//rihC//
GO_0006378_8	mraZ//rpiR//
GO_0006379_8	ytfE//
GO_0006382_8	ispA//
GO_0006396_7	yibT//yfjR//yfiR//pgpA//rpsL//mdtE//dacC//rbsB//fruA//waaZ//mdoD//tamA//paaX//exuR//araD//yieF//aaeA//yqeA//gadB//blr//lpxP//hslU//qorA//frmR//rraB//rhmR//ytfE//uhpT//lpxL//yfiC//rraA//kdgR//ybjL//yehW//fruB//lplA//aidB//ilvD//sgbU//trg//rplI//hisM//yebZ//yhjX//mqsR//yecS//rplL//cysP//glyA//eamA//hemN//gspF//appY//yqeG//ybcC//xseB//patZ//nupG//cusB//fliA//focB//purT//mrr//insH-6//gltX//serB//cas1//atpA//hemB//cobS//mltF//betT//deoD//ydfG//ydcT//rhmD//kgtP//azoR//mdtG//hcaR//rplQ//ubiG//hinT//cobC//cynT//xdhB//lysP//smrA//pabA//map//sulA//lpxH//iraD//rnlA//menE//dppA//insI-2//ybjL//yhaO//livJ//xseA//speB//
GO_0006397_8	adhE//ribE//iscS//
GO_0006399_8	rhtC//amiA//yhjR//hofM//rnt//amtB//pheT//yqjA//xseA//acrA//sanA//ygbM//hybF//rzpD//sbcD//yidE//ccmH//rcsB//lgoR//sfmD//ugpC//malP//ydjM//exuT//chbR//srlB//adhE//ycjY//lsrA//yibF//agaA//eco//rlmG//sbcD//asnA//nupC//guaA//yghB//yibA//putA//puuR//aidB//yfbV//pstC//yodD//argF//hisF//hsdR//thrS//yhgH//kdsA//fimF//dcp//gyrA//ybjD//pnuC//mltD//hinT//ydiK//dut//ispA//rbn//lolE//epmA//feoA//ydaC//yejF//yjcE//pheT//mtlA//proW//prmB//narU//yfcU//kefC//artQ//btuD//moeA//mutL//yfcR//gatZ//yiaT//
GO_0006400_7	yeaG//slyD//sgbU//ygiB//alsB//ynaE//tusC//lpxC//ygbM//flhA//pyrG//csgA//dapD//rutB//yqaE//lacZ//pyrC//garD//ahpC//acpP//ffh//panC//mscS//pabA//oppD//narP//pyrB//prfA//ydiQ//fetA//rplT//chbB//lamB//ydiO//hyaA//katG//holD//ybhI//holA//adk//recF//nanR//mdlA//hybA//trpC//gatC//acnB//ssb//lolA//
GO_0006401_6	fdx//kbaZ//ygiN//dinG//glpF//cysU//rplA//plaP//fucO//ghxP//ldtB//arsC//gutM//rihB//cydC//gyrB//mscM//folE//fdhD//mtr//hofO//tatC//
GO_0006402_7	yhgH//nikD//kdgR//mlc//folE//pabB//exuR//mazG//frvA//malK//thrA//
GO_0006412_6	rlmJ//yahF//sppA//yraN//yfbU//mdlB//dxr//kdgT//satP//waaC//clsA//glsA//prfC//frlR//metC//cmoA//sgrR//fliZ//yiiD//yghG//rsmC//xylF//agaI//yfiC//efeO//ribF//panD//sodA//galU//yhaO//chpS//yfbR//glsA2//mscM//rcdA//yqgB//ortT//accB//yagI//fliS//trpGD//chbC//nirB//ybhR//rbsR//glcC//modB//ybhI//pheS//gldA//sfmD//
GO_0006413_4	mdaB//yegV//dgoT//
GO_0006414_6	holE//purB//gmd//mutT//mngB//caiE//rpsT//cusC//yeeL//
GO_0006415_7	yneE//dgoD//yihL//gatA//argR//nsrR//rpsI//
GO_0006417_7	purD//ibaG//narU//ypjD//ftsA//hemH//eutK//mdtF//acpP//pabB//ilvD//speD//leuA//pal//deoR//cheW//cydB//narX//melA//iscA//lysP//deoA//yhdJ//fliZ//yeeJ//trmB//hypA//ybaL//ilvD//trkH//mscK//menA//suhB//rplL//rplD//recD//nanE//tar//pdeH//
GO_0006418_7	rhmD//yeaG//yfcA//degS//intZ//yadG//oppC//purB//cspB//yhgF//ampE//frdC//mhpB//mrr//waaA//yadI//flgI//mdoD//sgcX//fepC//nadE//pdeD//tdcB//tdh//betT//
GO_0006419_8	tolR//
GO_0006420_8	ypdA//
GO_0006421_8	galS//
GO_0006422_8	emrK//
GO_0006423_8	rng//
GO_0006424_8	rpsL//yabI//
GO_0006425_8	argH//
GO_0006427_8	glvB//
GO_0006428_8	bamA//
GO_0006429_8	rpsP//
GO_0006430_8	tesB//arnB//
GO_0006431_8	phoE//
GO_0006432_8	ycjD//mrcA//
GO_0006433_8	proS//
GO_0006434_8	rpiR//
GO_0006435_8	lyxK//
GO_0006436_8	rhtA//
GO_0006437_8	wza//
GO_0006438_8	ppc//
GO_0006446_8	fre//sgbE//mdtI//thrC//pspC//ygiW//ndh//
GO_0006448_8	uvrB//yadG//sthA//glpC//amiC//
GO_0006450_4	purF//ompN//yafS//hcaE//cheB//dbpA//yhdW//aroB//sucB//relE//
GO_0006451_7	elfG//
GO_0006457_3	yijO//tamB//ydfK//uidC//lpxM//yhdX//pyrB//cadC//rimI//cas3//accB//tdcR//fabI//tcyJ//pgaC//aceK//yqcC//ispA//hldE//avtA//ortT//norW//metC//nemR//kefG//malP//bepA//leuC//araG//ribB//ydhK//paaG//bamE//bglJ//idnD//aas//yaaA//pldB//gltP//umpG//
GO_0006458_4	patD//mlaB//cas2//ravA//gpr//hisA//guaB//ygbN//
GO_0006464_6	sgcB//thiC//dadA//sgcA//aldB//yfcG//yohD//ghoT//cbl//prlF//rsmA//paaC//ycjD//hslJ//hldE//ybcQ//dhaL//gluQ//yjjG//trpB//yhjX//ompF//rdgB//fecB//ydiF//dicC//pdeR//ggt//fepE//trmA//fadE//trmB//ybbW//atoC//yaiV//glnH//ccmG//tcyJ//relA//lnt//elaB//gadE//cysK//waaU//pgaB//ansB//hemA//hybE//tatD//hexR//holC//ybhD//emrK//nfsB//sbp//ebgA//yjcE//betA//ydeO//hpf//mrp//phoB//secA//bcsA//fixC//tpx//yfgO//ubiX//yjhC//gadA//glnA//kdpF//ldcC//fdoG//waaQ//fimG//lysO//yehA//cas3//rzpR//secD//dacA//sapA//mdtA//yjbH//rbbA//hsdM//mnaT//yjjQ//yhhY//insI1//cysW//ydfH//yjiY//sdaB//allS//paaF//yehU//ogt//artJ//talB//mrcB//acrE//yajQ//torI//aroF//ftsP//fieF//ynhG//trxC//yrdA//rnt//uvrB//ascF//elyC//melB//waaA//waaL//cutC//rep//fepE//yjbH//rpsH//tcdA//flgM//rplI//zntA//tatC//sppA//phnP//sad//rnlB//gspE//glpC//tyrS//setA//yddG//yghG//yiaN//rplX//asnS//infB//
GO_0006465_6	cdsA//yjcS//fepA//
GO_0006468_7	surA//cmtB//bdm//dinI//mdtA//eutR//ulaB//fliL//cysW//dcp//gltD//arcC//rhsD//uidA//ptsG//bssR//mazF//ytfP//menB//mdoG//rnlA//rpsG//maeA//trpR//azoR//murB//lepB//erfK//ygiV//sbp//yceO//dacB//sufD//hxpA//aas//purT//treC//pgpA//atpG//sdaA//ybeY//rssA//hinT//yebS//yjcS//sdaC//ybiV//yaiV//rcnA//argD//cueO//ogt//phnH//
GO_0006470_7	holC//tmcA//rnd//aer//cas2//yfbS//glmM//hdeD//insI-2//paaC//xanP//yihS//yeiG//soxR//ptsN//crcB//
GO_0006473_8	lysA//zapC//fabD//manZ//ybhJ//yceD//glpG//exuT//oppC//nimT//deoA//ynaI//
GO_0006474_6	glcD//xanQ//aroB//rutE//gpt//
GO_0006475_9	kdpE//folC//
GO_0006476_8	ilvB//sgcA//yoaB//
GO_0006479_5	sulA//cpdA//rhoL//seqA//argF//btuB//prlC//atpA//
GO_0006480_6	proP//
GO_0006486_5	flgG//
GO_0006490_5	lgoT//
GO_0006497_7	yjbE//
GO_0006508_5	aaeB//serS//gudD//dpiB//napC//rpmA//leuB//sapC//trmI//moaA//wcaJ//mntR//glnA//melB//acrF//pyrC//fdoI//yeaV//fixB//leuA//dsbG//frlR//exoX//mnmC//cysS//dcuS//flhD//kefG//ispG//pgm//mtnN//yaiW//waaY//eno//ybaQ//aroE//alpA//glpT//argB//yjjQ//mhpR//rlmL//maeA//idnK//pepD//cspE//ffh//chaA//nanE//glpK//murC//rluC//iscX//yjbB//yphD//
GO_0006515_7	purR//rlmI//cstA//srlB//
GO_0006517_6	yebC//recO//tyrS//tcyJ//
GO_0006518_5	ybiT//paaZ//tgt//yedA//ygjK//frdA//yeeL//pheT//ebgR//metR//cpsB//trkG//napD//fmt//rhmD//glyA//yeeL//caiT//tktA//arnT//gatB//pliG//yihU//frdC//iscX//dbpA//narI//ydeI//metB//fadA//ydaC//leuB//ygfX//grcA//yafE//ihfA//secB//yieF//zapB//cmoA//bamA//btuD//waaO//ulaA//blc//rffC//yfiC//narI//gntR//hyfR//mtnN//yeiL//lysP//cptB//phoU//cmoB//mscS//rdgB//mdh//yidP//yhdJ//endA//yoeB//rlmF//rplT//rho//rne//ftsL//ogt//yeaV//yddL//rplB//nanK//thrA//pntB//sodC//opgE//
GO_0006520_4	thrC//bcr//dusB//mrcB//ycgR//fimD//cysZ//araG//hyi//lpd//sbcD//ssuA//eutK//yfeW//lldD//yhdW//sufE//nlpD//kilR//gnd//mscM//ygiB//gadE//rpmB//rzoD//gpsA//ubiC//mdfA//ydeI//argP//livG//nadC//kdsC//pgaC//aldA//fryA//pflA//yefM//dapB//ptsP//fabD//rpsR//fdnG//uxaC//menI//umuD//yciF//sfmA//ispB//tnaA//alaE//csrD//sdhA//ccmD//lamB//focA//ybeQ//tusA//envR//ubiH//cyoB//mgsA//yihX//bioD2//tcyN//intQ//gnsB//holA//yqiH//elyC//acpH//lsrR//dctR//rpsL//hslO//thrC//thrL//mdaB//rpsI//bglA//rplN//gudD//rutD//allS//hisC//adiY//yobA//fklB//yddG//argS//ybdN//gspI//mdh//mlaC//lpxH//gcvH//opgH//yfiE//cynS//ydeT//emrK//fixB//ydfG//napC//malK//narZ//ygaZ//gatD//cspG//zapB//ubiA//ais//ansA//hybD//holD//gltI//bioD1//dnaT//glyS//ycjQ//gcvR//yajQ//truA//yohD//thiI//yidR//slt//intQ//cpoB//hypE//nirD//astB//glpD//cysZ//rtcR//yeaK//ypdC//pgrR//wrbA//ygeR//nrdD//msrQ//hupB//lysC//yobF//csgA//mltF//ugpC//maeA//metN//tmcA//rpmC//fabI//dgcN//yfjV//arfA//rimP//ilvM//lyxK//hpf//thyA//aroF//sxy//aceF//sucD//hybA//yibA//ynaI//acrF//rimL//xerD//cmk//bamB//tauD//iscR//potE//moeB//gltD//ytfP//htpX//mepS//lplA//srlA//ybbN//nuoL//priB//osmF//ldtA//dnaX//ynhF//smpB//fucK//ybjC//argI//sseA//cadB//fre//hicB//dcuS//ispB//intA//kbaY//
GO_0006521_6	wzb//clcA//yhgF//
GO_0006522_7	tyrB//pta//intA//alsB//ggt//sgcX//waaG//
GO_0006523_8	rfe//arcA//artM//ompL//
GO_0006524_8	gpsA//tauA//frdB//
GO_0006525_7	mpaA//def//flgM//raiA//allS//rstB//ompN//pyrH//entD//nadB//hemG//hisM//opgG//yhcF//gntR//potB//yhaV//accC//ydeI//rseP//yhbQ//
GO_0006526_8	paaG//thiG//yfiE//gcvH//moeB//ascF//yifB//setB//trpC//yddM//fabZ//uvrY//fumC//
GO_0006527_8	hisS//fimI//yfaX//cbtA//pheS//yfdO//iscU//zapC//bolA//
GO_0006528_6	recC//nanS//yieH//aaeR//
GO_0006529_7	allB//rplF//
GO_0006530_7	rlmF//pyrB//
