#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	puuC//rplY//artM//fadB//
GO_0006139_4	yqhC//folC//pppA//yqjA//yadG//ygiW//fabH//torC//panE//ffh//hemL//yejB//arcC//eutD//fimI//ydiO//cydB//kbaZ//glvB//ldcA//ybiJ//ccmE//fbp//rfbD//ybjI//ttdB//rodZ//mobA//msrQ//argB//ibaG//eco//ruvA//rpsQ//codA//tolR//hypF//citX//pflA//tdcB//ynbD//hcaT//casE//nfo//dam//yoeE//rfaE//lacZ//ptsP//tatE//tomB//rpiB//pfkB//narX//yjeH//glpT//mscK//pyrL//mltB//yjjU//pflC//yqjI//glgP//ispG//nrfF//yohD//rhlB//dctR//yfiF//ubiE//narU//rhoL//dusC//ftnA//nhaA//yojI//yfeX//argT//wbbK//ydiO//hisA//aroD//betT//hmp//cobC//ynaI//gntK//dsdC//rpoS//kdpD//glnK//rluE//ubiE//yhjG//recA//fliG//thiI//cheR//ytfQ//yccS//ahr//recG//cydD//tpx//opgG//hemG//citT//arcA//fabI//gcvA//fabR//pstA//hscC//flhC//lgt//rhaR//pppA//flgC//aroP//yggD//paaD//gapA//fimB//talB//pepN//cheW//ydiR//rbsK//aaeA//atpF//frdA//tmcA//fimF//norW//yegV//hisB//ydhQ//dcuS//kefG//ybhR//queE//nuoN//narJ//rna//glsA//melA//ytfR//curA//marR//htrE//cutC//puuD//sfmH//frdD//lpd//secE//rbn//torD//kdpD//ydcZ//insI3//hisS//ygjR//ybaM//tolQ//malY//rutB//thrL//mnmE//clsA//kdpD//waaS//yggT//tdk//kduI//rapA//acrE//ybfE//holC//rlmF//nei//argO//parE//ybjX//deoD//ompG//tcdA//pgaB//roxA//cysD//alpA//cobS//scpB//rfbB//rpiR//yqeG//pldB//gfcE//tusE//ortT//nanC//eutK//insI1//argS//hcaB//yiaU//tusA//rlmD//fimD//metH//xanQ//ydfG//mgsA//mtn//nuoH//nirD//rplA//ygaH//glcB//yjtD//xthA//pdxK//dauA//mdh//thiD//yihQ//wzc//ynbB//osmY//ypdC//fmt//selU//lldD//cpdB//kdgT//dut//dcuC//rimO//lapB//ccmE//waaB//fpr//yihP//phoE//thiQ//yphD//tolB//flgA//oppA//tdk//dcm//fixA//hcaC//fdhD//dut//ftnB//clcA//accD//potI//ycbU//xanP//nagB//rlmH//bamD//frr//aceB//thiL//lolB//chbR//pdeD//mreB//mlc//srlD//ygfZ//ppk//rfaF//lapA//dcyD//yghU//btuC//glnH//agaD//sfmH//fepA//caiD//dsbA//tmcA//aspC//cbtA//dapB//pinE//nmpC//ybeF//hpf//higA//yfgI//hybD//mraY//rutA//insH-6//metH//torZ//rfaE//pgaC//argO//chbA//gntU//mlaD//fucO//dsdX//dapB//fic//alaA//uhpC//hofQ//poxB//ulaR//pflA//ghoT//metQ//ribA//valS//grpE//dtpC//thiL//mdtP//artJ//insI-1//insE-1//chbR//treB//pinE//rcnB//ppiC//yjjX//fabI//hdeB//yccA//murD//thiQ//tauC//tufA//lpxP//hdeD//yjiM//yidZ//wzzB//cmoB//udp//pdeL//hypB//cusS//suhB//eutR//metL//yhdX//rcsD//sfsB//ortT//cueO//trmI//nrdH//udp//rplJ//tbpA//betI//yidL//arnF//cueO//cca//waaA//ldtA//yeeL//yfaX//yieH//leuD//nusA//frlB//holE//yeeA//bglB//ycgR//dps//spy//queG//ycgB//yihV//hiuH//paaK//rnpA//dfp//thiM//dapA//feaB//bhsA//garP//yegV//npr//guaA//appA//glxR//xylE//lysC//dadA//sbmA//fau//acs//nikB//argE//alsA//yfeR//gltK//recD//dapB//mntR//tsr//modC//gldA//mcbR//arnF//pspD//lolA//hupB//ybiJ//fepD//tdcF//ynaE//ghoS//srlE//amtB//ymgC//ldtC//tas//ada//yfaV//ddlB//nrdF//nhaA//mfd//recD//fepC//dhaL//cyoA//asd//dinD//rlmG//phr//aldB//yghO//ynaI//rodZ//ompT//ompA//prpR//mscL//fadD//mltA//yibT//yihQ//yhaJ//qseC//csgE//yjiX//sugE//carB//gfcE//gdhA//ascG//mmuP//pntA//sfsB//ompF//yqeA//gadA//acnB//csgG//lysA//gntR//ycgR//ulaA//emrD//hflC//yneJ//frdB//ygeV//rhmR//yhjA//btuC//ybaE//lsrG//yadG//bioD//nrdA//tsr//mrcA//dppA//rlmE//dppF//rpmB//rne//flgF//ompR//pdeK//eptC//lolC//ribC//crl//elfA//kdsB//argT//ymgF//dacC//yidH//gor//asnA//narV//agaB//dnaT//hisM//rpsO//pspD//rsmF//gsiC//lacI//ispG//atpD//ftsQ//hyi//aas//yfbS//rplS//ykfM//argK//dsdA//lptG//topAI//recA//thiE//ispH//tdcA//ybiY//ubiX//adiA//allB//dsbG//mpaA//pphA//cheR//cyaY//plaP//cysE//gabD//ccmG//chpB//glvC//casE//ugpC//ubiA//fixA//clpX//prpD//emrE//ycbX//cysS//hisS//eco//intS//nirD//relE//bioF//bssS//rppH//ccmD//chbG//thiH//yjhG//paaC//rnc//erpA//folC//lexA//ubiX//yqhC//gadA//syd//trpB//yraJ//yggD//tap//sixA//bglH//syd//yjaZ//ralR//yccA//ratA//rpnA//mrdB//yiaA//ansA//yqiH//macB//frdB//gudX//ydcT//hpf//tusB//agaV//frwD//yicJ//lolE//rplA//ribF//
GO_0006140_6	miaB//fklB//
GO_0006144_6	ycdX//nrdF//cmtB//ydaC//melR//pstA//trpE//lasT//galU//znuA//
GO_0006145_7	lnt//tcyP//trkG//yjfP//
GO_0006146_8	talB//yhdJ//
GO_0006148_9	sufE//
GO_0006149_9	nhaA//
GO_0006150_9	mug//
GO_0006152_7	ssuE//ftsW//mreD//livH//ffh//rbfA//
GO_0006154_6	rbsB//
GO_0006161_9	sspA//
GO_0006163_6	uvrA//acpS//rpsS//manX//yggE//yojI//glnS//surE//metR//yibF//allS//rluA//katE//umpH//elfC//zraR//paaB//pnp//nuoF//ivbL//mdoG//xseA//rutG//yhcF//cobC//zraR//msrQ//tnaB//mhpD//fetA//citX//yafC//lsrB//wza//ndk//glpG//higA//cueO//atpH//lptD//speB//rsmG//dgcZ//manY//malI//def//rpe//flgM//yqiJ//nirD//exuT//ybdO//greA//aroB//
GO_0006164_7	yiaJ//nimR//livH//sfsA//kbaY//ycbV//lpxT//tatA//ftsQ//xylE//glgC//yhdZ//pnuC//pspG//garR//ycaO//agaI//tdcB//actP//ampG//citE//nemR//lysS//araH//cho//rnc//pphB//fadJ//napD//murF//hslU//elaB//msrC//ybcQ//fruB//tufB//thiE//gabT//yodD//radA//
GO_0006165_7	mreB//lptF//focA//pdhR//cho//rclC//hypD//argC//aroK//tnaC//dacA//argG//rhoL//apt//yhbX//alaC//gsiA//moeB//trpC//
GO_0006166_6	dapB//yjbE//
GO_0006167_6	yciH//
GO_0006168_7	waaY//araD//
GO_0006171_9	malX//
GO_0006172_9	ycfL//
GO_0006177_9	ispA//ccmG//hha//
GO_0006178_7	rimP//
GO_0006183_9	rpsA//
GO_0006188_9	hofC//yhjR//dapB//fur//
GO_0006189_10	hybA//nagA//
GO_0006195_7	nuoN//cusB//
GO_0006203_8	ypdI//cheW//
GO_0006206_6	ygeR//fecA//dgoT//rfbX//glpB//wzzE//ddpA//lepA//ppc//rhaD//mglA//secY//rlmD//ybhR//ilvN//preT//yggF//rclA//radD//uvrC//argP//trmO//patA//dnaA//gcvT//ycbX//
GO_0006207_8	fre//osmF//yedF//rplD//cysK//
GO_0006208_7	cpsB//hyaD//yaaY//iap//yhaJ//oppA//zapA//rna//csdE//fdhD//phoB//tdcB//ygbL//
GO_0006209_6	aes//
GO_0006210_8	basS//
GO_0006212_6	ubiH//rcsB//curA//thiD//gadE//sutR//chpB//yagF//yiaM//lpxM//nanA//
GO_0006213_6	yfaU//erpA//yihR//yjfP//yjgX//torA//ynhF//iraD//ybhJ//tisB//chbB//norR//dsbD//yqjA//zraR//waaQ//
GO_0006216_9	melB//
GO_0006217_9	yhgF//
GO_0006218_9	cptB//
GO_0006220_6	dapD//frdC//bacA//ygiS//prpC//ffh//sfmF//ibpB//nadE//ppiC//yciT//kdsA//tsaD//yagG//dcuA//sdiA//mrdB//dsdC//glgS//rof//
GO_0006221_7	insH-5//araH//pliG//frdB//metR//ytfT//rlmM//idnK//dmsC//rplC//zapB//yjjW//frmR//
GO_0006222_9	rplF//
GO_0006225_9	dkgA//
GO_0006226_9	yhbQ//cueO//
GO_0006227_9	sfsB//
GO_0006231_9	tdcG//
GO_0006233_9	pgsA//
GO_0006235_9	yfbV//
GO_0006241_9	eutK//
GO_0006244_7	hdeD//ycjQ//mliC//panF//mocA//rlmF//ygiV//
GO_0006259_5	bepA//prmA//gpt//tcyL//fadR//murF//mltD//frdD//rfaF//ttcA//dgcZ//yjbF//queC//cca//ycdY//lysA//ydiF//pepA//marR//nhaR//yagF//tolB//hofO//nadB//ypjD//yebQ//glyA//ilvD//csiR//ldtC//fliA//recO//folM//lacY//polB//gltS//glsA1//ybbW//soxS//fimD//ybhR//eutN//sgcR//metQ//yihQ//alaS//ribA//mhpT//metR//pepD//trkG//hrpA//speC//adk//livH//yfbS//rhaS//lldD//yafQ//zraR//fes//tqsA//nrfE//xisE//trmD//priA//frlC//suhB//surE//ibsD//rnb//entD//yoeB//lptF//yqcC//lgoT//recB//uidC//ycfS//pspA//glnA//cadB//rtcR//cusA//ftsP//narW//ydaC//emrY//ilvL//yihU//lpxT//yahO//rutF//hisM//ynaE//cobS//rpnA//coaA//aroL//dmsB//yahI//proP//ybeF//ruvA//ybhI//appA//torR//exbB//ynjD//ulaC//gnsB//pnuC//dgoK//panZ//blc//rhaB//dpiB//dnaB//ilvL//flgM//holD//mrdB//ydeM//ligB//ispA//yobA//htpG//agaA//ycjU//ppiC//ycjQ//gspJ//fecB//napC//insB-2//ppc//gabD//dgoA//dicA//cbpM//speB//tyrA//tus//kdgR//citG//galT//ygfZ//rpsQ//
GO_0006260_6	hyfC//ansB//mhpR//argH//hycB//hokB//chaA//yeaE//yecS//metF//mcbR//rlmG//yejF//yhaV//marA//mltA//glgA//yjjQ//yddM//frvB//yfiF//
GO_0006261_7	galR//sdhB//rpsK//basR//guaC//fabG//cdsA//yhbO//fixB//hofN//yeeA//ileS//
GO_0006265_6	cadA//appY//yqjH//opgH//ivy//
GO_0006266_6	nrdG//nuoL//ais//
GO_0006267_5	elbB//
GO_0006268_9	yqeG//fis//fadB//
GO_0006269_6	gloC//
GO_0006270_6	bepA//sufE//pgaA//ddlB//fimB//dapF//
GO_0006271_7	mmuM//hns//cfa//
GO_0006274_6	ddlA//
GO_0006275_7	insA-2//galP//rzoR//ybiY//cysE//cysD//phnJ//clpA//tpiA//
GO_0006276_3	ascG//tisB//ycjY//crl//trkH//lipB//waaL//yoeB//
GO_0006281_6	sgbU//gltD//tcyJ//lysC//avtA//yfaU//fadD//mtnN//asmA//sfmD//nudB//putA//araG//tatA//gabT//ypdF//folE//ubiF//edd//nupC//cyoB//fryB//yqiI//alsC//uspG//rplS//polA//rstB//ygeR//roxA//sdhA//tusC//dacD//deoD//ushA//elaA//melB//rutC//lepA//elaB//intS//mhpD//rluE//yjiR//cdsA//insI-1//deoC//csiR//agaD//pppA//frvR//ilvI//ycbU//fruA//prmB//
GO_0006283_8	rfaD//
GO_0006284_7	nhaB//ttcA//yegT//rpsL//ruvB//ribE//
GO_0006285_6	maeA//glvB//ilvC//mdtO//ddpX//
GO_0006288_8	fryB//yeaG//
GO_0006289_7	amtB//aroE//
GO_0006298_7	srlR//ilvE//tolQ//lrp//pphA//rpsA//ariR//pflC//folX//hupA//
GO_0006301_7	rpnB//narU//btuD//recC//
GO_0006302_7	cspC//menA//waaA//carA//nagA//gshB//ilvN//ettA//fadA//
GO_0006304_6	mlaE//wcaC//cysB//hipB//pgl//ycbX//ypjD//mmuM//wecE//
GO_0006305_7	panZ//rplT//yhhT//puuA//
GO_0006306_5	ibaG//rpsR//gldA//ygfX//
GO_0006307_8	zapB//nuoI//nrdA//ycjR//ynfE//
GO_0006308_6	sapB//actP//ptsN//lysC//agp//ptsI//ycjP//fadR//bglJ//fumC//gshA//glpF//
GO_0006310_6	yqeA//wzzE//flgF//trpR//hisC//dgoD//dgcF//hypA//erpA//yjgX//queE//ebgR//rseC//adiY//bdcR//pgsA//yfeO//djlC//gpmM//mlaC//fimH//rsmC//phnC//yegS//relE//ampD//kdgK//tdcA//dppD//manZ//rfe//lspA//dppC//mrcB//yqjI//ynhG//yjiA//torI//tktB//yehY//mdtF//tatC//dgkA//
GO_0006313_4	acnB//seqA//adiY//potE//syd//dnaK//fadJ//
GO_0006323_7	glsA//
GO_0006325_4	thrB//
GO_0006351_6	rbsR//mocA//oppB//glyA//artP//cmoM//kdsB//nrdR//rna//yejA//ugpE//thyA//yjjU//yehY//wzb//pykF//pal//rzpR//yajQ//msrB//ybaE//ptrA//cynS//flgE//htpG//pheP//intA//mlaD//ybdN//relE//rnb//ygiB//murE//insA-2//sbmC//gpr//iscR//insI3//pdxJ//prpB//erfK//mdoD//flgJ//ybcM//tusD//nmpC//trmA//rpnB//potI//pyrB//mdtL//mutM//trmD//znuC//tmk//nei//nuoN//pepB//lsrR//artM//rplI//ydjE//rplS//yraR//yqaE//rna//epmC//yaaU//yedP//ygaH//lldP//agaB//maa//mdtC//exbD//trpR//srmB//gltD//dapF//citT//aroP//ybcF//panF//ycjW//phoP//hofC//yfgO//mtnN//cfa//phnP//tktA//dtd//yafC//uxuR//hofP//asd//katE//rhaT//ulaG//phr//bioH//hypA//astB//cyoB//rdgB//mppA//rimK//glnS//srlE//skp//insE-1//cspG//mpaA//atpG//dnaQ//ydcZ//phoE//rihC//mak//
GO_0006352_7	cspD//glpC//rcsF//yfeR//
GO_0006353_7	yraH//hipB//
GO_0006354_7	abgR//xylA//glnS//
GO_0006355_7	uspE//intZ//pabC//sapB//hflD//bglA//yqeF//plsB//yghG//cheZ//fruA//menF//purA//folE//opgD//murC//kduD//btuR//cas3//umuC//nagC//tag//znuB//wecE//ybaL//narK//puuC//lpp//rpoS//rffM//pnp//baeS//ybhI//holA//cfa//narV//rluD//yqaA//agp//hicB//yidH//fumC//sixA//xseA//panF//sbmA//sgbE//yoaB//entC//ampH//ttdR//nrdD//srlB//rsmI//moeB//yhfS//rpsT//tdcF//atpD//osmE//ykgM//ybdH//yjjQ//lsrG//ycjP//csdA//rsmB//pheT//rfaE//dadA//hemA//gstB//cdaR//glpF//lon//bfr//yjjI//ribB//metG//trmD//ppc//puuB//eptC//frlA//hipA//flgJ//purD//yeaG//speB//mobA//rlmA//ldrA//ydeO//cptB//pgk//yqeA//puuR//fixB//rpe//yraJ//dedD//uspB//ybbN//livK//ubiH//plsX//napB//yiaU//ydhC//greB//mreB//ispF//tktB//artJ//mdtG//zntA//trkG//garD//yadI//frvB//xylE//eamA//csgE//secF//sdaA//msrQ//recA//malS//yhbO//pdxA//ycfL//fixB//napF//gadE//ypdF//acrE//atoB//pyrC//insH-6//nimT//aroH//araB//smpB//lspA//talB//nrfD//artI//cfa//yfcV//yadG//alsB//glrR//malX//hyi//aroG//rplN//infB//agaC//grxD//fdoH//ynjA//aidB//ccmC//rihC//hemH//wzb//hicB//asmA//yebC//znuA//bioD2//yibA//gltS//etk//recO//hflD//hofP//puuC//hpf//orn//pgi//kefC//cmoM//hypC//xapB//kdpE//frlB//dppC//pgaA//xanQ//tqsA//ybhS//ompL//cadB//opgD//betB//tauB//rcdA//pbpC//yneL//dinQ//fetB//ppiD//dkgA//hrpA//glpA//idi//bioD2//arnF//mhpR//ptsI//ygcO//ilvB//gspE//yiaT//queD//pgaC//nlpD//gspI//stpA//glgP//basS//hyfR//leuD//ftsW//sgcX//ppiA//ychO//sbcC//wzyE//ydcZ//surE//asd//ybiT//paoC//rfaD//rlmM//fieF//ltaE//csgF//rnhA//hemA//ynaI//rnd//tdk//kdpD//ybaM//ccmF//yadN//arsR//tyrS//elaA//ybgQ//htpX//ycjR//ettA//djlC//wbbK//dnaJ//nfsB//moaB//
GO_0006357_8	mdlA//
GO_0006364_9	ligB//opgG//yfbU//dgoK//araF//lpxD//rpsE//mrp//mppA//glvB//rplN//ilvA//ydaN//wzyE//yciG//yfbR//livM//nuoN//casC//sgcE//ibsD//hscC//pinE//ilvE//srlE//ccmD//yceK//sbcC//rhsD//rihC//murB//lysP//ynhG//accA//fdoH//yphC//ydcR//uxaA//fucP//yfcP//pykF//guaB//moeA//
GO_0006378_8	pdeL//hemD//
GO_0006379_8	fimD//
GO_0006382_8	uvrA//
GO_0006396_7	zapE//fecC//dps//citC//dkgB//ypdB//narQ//yfeO//uacT//dmlR//ybaT//uxaB//ygdG//dicA//lepB//citT//elaD//baeS//argD//rraB//spoT//mscS//ptsH//nlpI//argT//ydeE//dcuD//ydhJ//casC//yggP//syd//treA//gapA//aroP//glnS//glcA//insH-5//yjjX//lacZ//yiaN//mgtA//narX//adiY//kbaZ//cusF//glyS//mdtO//basR//srlD//fucO//ldrD//cof//yohD//mltC//thiP//yacG//yojI//yceK//qseC//rfaH//dicA//kdpE//fkpB//gntU//paaC//galK//tnaC//pheA//panE//yidL//ibsE//msrA//rffM//yehZ//ascB//glpC//wcaJ//pgpB//gluQ//sdhE//flhA//intZ//rhaD//yjaZ//eutB//purL//nikE//ortT//fiu//oxyR//accA//ydcT//adiC//dsbA//ycfH//yebS//gmk//insB-2//cobT//ynaE//mltF//yahF//
GO_0006397_8	ibaG//yhhY//mepM//
GO_0006399_8	yjhC//bglB//glpR//sanA//pgl//narJ//ydiB//btuR//rhtC//mnmA//avtA//lsrC//intE//degP//alaA//sucD//alaC//murR//gltB//pth//yddG//rplO//dmsB//kgtP//nadD//yqhD//gpmA//phnC//pyrH//ynfH//hybO//yfdG//gadX//bioF//mglB//pepA//amiA//bdcR//rbsA//rbsC//yoeE//yjeI//kbaZ//ydcO//paaD//mug//rplR//tyrS//soxS//otsA//frlC//yfbS//csiR//malS//psd//glyS//ydiB//yraK//glk//panF//bdcA//yiaF//ygdG//araA//sucB//aroF//selA//pykF//glnP//rpsE//rpsO//gabT//dnaC//araC//rnlA//polB//hcaT//csrA//yidH//ydgA//yhhZ//yeaV//
GO_0006400_7	csdA//aceF//yagF//nrdH//sapA//ogt//rpmC//yfdC//yoeB//mutL//potH//ybeF//waaO//fimE//fes//melB//ompF//narK//gntP//fepE//yebC//fumC//rutD//frmA//hemD//yqiH//yjhI//yjjG//yfaE//idi//yigB//yhcF//nrdI//phnM//chaA//dgcJ//thiP//rpnD//gltD//atpD//ygjK//nfsB//rpiR//rof//rzoR//ruvA//gapC//sxy//cydC//
GO_0006401_6	mtfA//waaY//tsx//yfbU//ynjA//ymgF//yceD//btuF//groL//prmC//prlC//rmf//kdsD//yobA//sfmF//hemB//glgA//glgA//prmB//rcnR//ilvM//ynjA//
GO_0006402_7	rsmD//yiaB//ypjD//glnE//rsmG//elfC//yhaJ//lsrR//kdgR//narV//mhpT//
GO_0006412_6	mliC//ompR//fabA//metC//rraA//sutR//lsrC//mppA//nhaR//ygjK//murI//srlR//yidZ//yidK//nusG//hinT//nupX//glnE//yjiA//garK//hyfA//fis//potA//adiY//ybiV//ydiK//glpT//parE//nagE//malP//ydfK//dacB//glnL//envZ//flgE//rhaD//kefC//yrbG//insH-5//rihB//hscB//pgm//ptsI//purA//yihW//perR//syd//yihI//tolC//nupC//soxS//
GO_0006413_4	rpsK//dapF//qorA//
GO_0006414_6	menC//hcaF//ydeM//dapF//nanE//rcsC//ychH//ynaE//mepH//
GO_0006415_7	ygbI//yafN//fadL//waaH//nhaR//rcnA//gcl//
GO_0006417_7	ldrD//murB//arsR//glvC//arsR//gcvH//rclA//gnd//queC//thrL//yihQ//chbG//arfA//hicA//thrS//hybD//glnH//sdaB//ansA//ghxP//fbaA//yahN//fdoG//hokB//mdtM//recE//dgcM//yfcS//dnaE//phnO//tsgA//minE//narW//cbeA//phnC//rbsC//oppF//lysU//argA//
GO_0006418_7	pgsA//nlpI//yggW//nanR//dicA//scpB//aroC//mtn//fes//chbF//sdhE//ymgC//mdtQ//ybhA//yejE//hycB//rcdA//ompR//rlmB//hypT//yidD//galT//yjtD//mprA//pliG//
GO_0006419_8	cheB//
GO_0006420_8	ybhJ//
GO_0006421_8	recC//
GO_0006422_8	tldD//
GO_0006423_8	nfsB//
GO_0006424_8	pitA//bglX//
GO_0006425_8	gspI//
GO_0006427_8	ilvD//
GO_0006428_8	yfcU//
GO_0006429_8	glsA//
GO_0006430_8	slyD//feoA//
GO_0006431_8	dacB//
GO_0006432_8	aer//zipA//
GO_0006433_8	glnA//
GO_0006434_8	ptsG//
GO_0006435_8	torZ//
GO_0006436_8	waaF//
GO_0006437_8	metR//
GO_0006438_8	katE//
GO_0006446_8	ftnA//endA//fruA//rpmB//ycjP//citE//yjcS//
GO_0006448_8	azoR//blc//hybC//paaK//yafE//
GO_0006450_4	nagB//ushA//eutB//crcB//tatA//rplK//fis//amiD//gadE//prlC//
GO_0006451_7	amtB//
GO_0006457_3	amiB//appY//ygcW//hrpA//cysC//mdaB//rbsR//ygaH//pgaC//yadI//mcrB//ybiW//msrA//uidA//glnL//dnaQ//tcyJ//argC//arcA//agaD//glcA//purL//cysB//lldP//napD//fepG//yhfS//yphC//sfmC//lpd//yagU//hisF//mtgA//ada//ggt//yebG//dtd//tpiA//gldA//zraS//
GO_0006458_4	lhr//narP//mnmG//elfG//fumA//srlR//eptB//glnE//
GO_0006464_6	rcsD//iscX//gpmA//purL//tusA//yafN//narL//basR//trmA//atpE//tamB//nepI//borD//argO//pepB//ortT//bglX//insA-2//yfdG//yegD//phoP//yagG//ddlA//rarD//focB//rsmJ//prlC//waaP//ycjR//recO//livG//aldA//yadN//aroG//ydeP//yfaX//tesB//thiD//ssuD//rpsS//glpX//osmF//selA//eutK//gutQ//glyS//fruB//folC//dtd//ybdH//gadX//trpD//hybC//mlaC//lrp//ybfE//gshA//fadK//rfe//hslU//sspB//mscS//nrfE//aroF//dnaA//appY//folM//yhjC//mdoD//yidL//iscR//acpH//hiuH//ychH//yciK//yiaB//gntT//cdgI//topAI//gpmM//glmU//glcF//ihfB//citC//cheZ//ykgA//yeaG//ompF//moaE//rcnA//hslO//xylR//cusR//eutK//crfC//recQ//murB//dgoT//srlD//yhjB//casD//galM//cydC//hprS//ppiC//eutK//essD//yefM//ccmF//yfcG//yadN//rplR//yifB//mepA//lptE//rnb//fadJ//fetA//nimR//ribB//aslB//topA//ribF//dtpD//yfdG//fpr//mrdA//yoaA//lpoB//dxr//stpA//thrS//glpC//glpC//nmpC//ghxQ//fucK//fdoG//ycjR//ygcR//allB//rpmA//
GO_0006465_6	pnp//yfdR//frmR//
GO_0006468_7	hfq//rssB//adeQ//essD//murQ//lptF//yibT//wecC//mdtG//speB//potE//speE//zapC//yrdA//yibF//grxD//fimI//sodC//pntA//pdeL//wzyE//ispA//tdcF//frmB//bdcR//aaeA//bglX//tonB//pykA//phnN//hemA//yehB//amiC//ftsH//mreB//frwD//xanP//cdgI//ansB//uidA//queC//ygaV//rpnA//minC//xdhB//rfbX//nlpE//mraZ//araA//proA//cstA//dgcE//lpoA//
GO_0006470_7	mnaT//yejE//rplO//higA//ydiV//murE//lgoD//lasT//ppiA//umuD//pgpA//pspD//ribE//yehX//cptB//hyaB//
GO_0006473_8	bssR//yehP//xthA//curA//uidA//cobU//mhpD//argB//msrP//mscK//dkgB//ymjB//
GO_0006474_6	rcsC//ilvC//ariR//mppA//ebgR//
GO_0006475_9	ybcJ//gltL//
GO_0006476_8	iraP//yfeO//fecD//
GO_0006479_5	patD//uxaA//mepM//mcrA//manX//lspA//dgoK//elfC//
GO_0006480_6	sodC//
GO_0006486_5	trkH//
GO_0006490_5	potF//
GO_0006497_7	pliG//
GO_0006508_5	sucB//decR//phnL//yfdS//gloC//yohC//mlaE//mutM//pykF//nudF//xanQ//pphB//rseP//paaB//yidR//oppA//hmp//entA//sfmA//yciK//tatB//ydiK//sufE//ypdF//rplB//fur//glpG//thiQ//gadB//lon//topB//tusB//rnc//msrQ//rcnA//ygfX//chbF//lgoD//pgpB//nikD//gatD//yhcF//tilS//serS//pyrH//glsA1//yegV//iscS//mdtF//rpmE//flhD//gatD//yghG//bglX//ygfI//
GO_0006515_7	plaP//yegT//rpsJ//fdhD//
GO_0006517_6	pinR//epmB//ccmG//ychO//
GO_0006518_5	trpD//mscM//carA//yhdX//tdk//queC//tdcA//recO//glpC//ampG//yoeB//leuC//yeeL//polB//mdlA//insF-1//frdB//yggX//yggD//exoX//mgrB//holA//pntB//yagI//metG//dpiA//ydiF//uidR//dusC//leuS//btuC//purN//rluD//rsmH//dacA//nupC//rluF//frmB//elaB//intQ//hslU//dhaR//lptA//insB-2//metI//csiD//narL//uhpB//nanE//treA//yaiW//hyaC//murJ//glcA//ydcZ//dcp//yidK//pgm//lldD//kefG//pflA//rpsQ//ulaR//sucB//matP//gcvP//ruvA//fpr//wzyE//tisB//citX//cdd//dkgB//yjcE//hdhA//ilvI//ilvA//
GO_0006520_4	yiaM//ulaB//betT//rplE//hslO//tolQ//fadE//hyfA//iaaA//sgcE//dcuC//essD//amiD//fmt//etk//nanT//ilvD//mdtK//ybcC//yagE//gntR//norR//yfeO//wcaJ//sbcD//gntP//narV//fadL//ygeW//mntH//sseA//yeiL//cbeA//ycbB//caiD//tsaE//acrB//mdtM//puuA//trkG//nagD//bdcA//paaF//ydiO//priC//yeeL//ada//ycbV//aroG//lpxB//ycbX//ssuA//msrQ//phnN//ybiH//hipB//prfB//cysP//dld//dsbG//hybD//asmA//metG//fdoG//ptsP//fdoG//guaC//rimJ//atpG//gltK//patA//tolA//sgbH//uxuB//ycjR//yiaU//aaeR//pitA//yahD//rutA//dnaE//yccS//wecA//fliD//rimI//gudP//adeP//hyaB//srmB//hslJ//rbsA//djlC//sapB//ygjR//entA//waaH//yfaX//glvB//yghG//psuG//tsr//hypE//envZ//ycfJ//fliS//argR//nanS//ilvH//pabB//hcaT//gatY//seqA//wcaC//rpnB//nuoF//rpmC//folP//cdgI//fadD//ribA//rfbD//rutF//cynX//zntA//dctR//iaaA//ahpC//fabG//dnaB//gmhB//yfcG//cdgI//dosP//ydhQ//mazF//nepI//hcaE//argI//ribC//hcaT//ybiJ//acnB//ynfE//hybO//metL//eutB//tusA//ydaN//fdhE//fimG//mdh//mpaA//kbp//ybhI//ycdX//pyrF//aaeR//lepB//aroB//ratA//sfmH//agaR//bdcR//rsmD//lgoT//yhbX//yehC//ymgC//fdhE//lplA//spoT//yjbF//alkB//hupA//paaX//rluE//eutN//hscA//gntR//mutH//hyi//menH//yeeL//ampE//livJ//nudG//yqeA//queD//idi//murD//glnE//zipA//ihfB//yqjH//pdeD//ppiA//ghoS//glcE//aer//rffG//nhaB//citG//
GO_0006521_6	xylA//rlmB//tatD//
GO_0006522_7	bipA//cyoB//ivbL//fdhE//yggE//wzc//fetA//
GO_0006523_8	arsR//cspC//abgA//prc//
GO_0006524_8	ivbL//alkB//glpG//
GO_0006525_7	dnaE//yfhH//sucC//rluF//parC//agaC//ydcP//msbA//hypF//tsr//acrZ//frvA//xapR//atpD//pgl//pckA//mutM//rpiA//rfaG//asnC//wzyE//
GO_0006526_8	tsaD//hycA//yiaJ//torZ//sgcB//sgcR//hdhA//pliG//ydjK//yqcG//flhD//hcaR//rpsA//
GO_0006527_8	thiP//rplL//cysI//rsgA//scpC//tpx//pfkA//tktA//yfgI//
GO_0006528_6	marA//thiH//yhgH//xylE//
GO_0006529_7	afuB//ftp//
GO_0006530_7	dnaB//mutT//
GO_0006531_7	focB//sthA//chbB//iraM//cof//hyaD//fetB//yiaJ//
