#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	map//yihV//trpR//yqjI//
GO_0006139_4	mprA//hxpA//frmB//birA//msrC//kefG//fadJ//preT//sbcC//gpsA//sufD//murQ//mhpD//kgtP//nanA//ybfE//tdcA//chpB//yqhD//flgF//mcrB//bssS//dsbB//patD//astB//mipA//btuE//argG//wcaC//icd//pdeK//yiaT//ldrA//lptA//ybaO//fucP//mdtD//yhhT//cysW//nrdE//aceF//kdpC//feaB//rfbD//setB//dinQ//waaJ//rimI//asmA//modC//frvR//yohC//rihC//mlaE//csrD//alr//hofM//ldtB//lldP//higA//yfdS//pdxA//dgoK//relE//fadJ//elaB//idnD//ddlA//ycdX//dinG//ybhJ//ruvC//sppA//waaB//rplJ//entD//glpR//fbp//pnuC//trpC//iraM//ompC//yfiF//pyrB//glpR//pgpB//uxuR//nrfC//hha//ppc//lsrC//flgA//bioP//tolA//katG//livG//idnO//acrD//bglH//ydjM//pheM//recX//ulaB//pldB//rplO//tsx//fepG//bioF//entH//htrE//rapZ//argR//gpsA//gspF//opgD//fimF//yjiR//uhpB//rutG//alsK//murR//nikA//rpiB//rlmL//manZ//rplJ//rmf//ydhQ//pgm//fucK//gstA//yihU//ybjX//yjhG//fdnI//putA//lptE//betB//folM//gapA//hprS//ycjR//map//pgaD//gltB//curA//ycgR//leuB//slyA//ibpB//cmtB//ycjD//nupC//apaH//pitB//cyoC//ybiY//ybcF//syd//bepA//fkpB//ypdA//apt//frc//gltS//hslO//glpB//nadK//ftsW//tsaD//ydiB//waaU//ppiA//wecC//acrZ//relA//yihW//panC//cpdB//argI//yfaX//cspA//trg//hslR//minC//purU//norW//araG//ykgA//pgsA//mdtE//maa//flhA//recR//cpoB//gshB//metB//yaiP//yjbH//sgcB//alsA//glcA//nlpI//ynhG//arnT//tusA//pspA//scpC//bhsA//rclA//ydhC//helD//pabA//uxaC//arcA//rihB//rayT//rbn//gatD//rpmE//yjcS//xseB//plsC//ppsA//glgC//idnT//nuoE//hemB//adiC//fnr//ydjH//ydiK//zraR//yhbO//yaaA//uhpC//ppk//bcp//rpoD//ghrB//metF//yhjB//dsdC//rutE//yjjB//chbF//selA//fabI//etp//hda//djlC//dinD//ettA//glrK//ung//cueR//gloB//metL//phoA//stpA//malI//mdoD//dmsC//greB//rodZ//rfaH//yejF//murE//waaP//cas1//tgt//treB//trpB//cysU//alkB//recF//ptsP//dicC//rodZ//ymfK//cbl//bioB//aroE//opgD//yjiR//abgT//cpdA//folD//trpR//tsf//rpsN//murI//nfuA//hybA//yjhH//rlmH//abgT//rpsN//yejB//holB//panD//fabH//cusS//yegS//ydjK//ivy//nmpC//gpr//ruvB//yjcE//eco//eptA//nrdA//rfaF//alsE//focA//tktB//ulaB//yqcC//dacA//fumA//thrA//uup//cmoB//puuP//yjbF//kefG//nikA//ybcJ//clpB//dsbB//gpp//sanA//afuB//cspA//ynfK//perR//purR//ibsE//hrpA//acnA//udk//narU//ydfD//rpmJ//ibaG//mnmA//mltB//hycB//entE//rffT//gadW//trxC//yfiC//mhpC//fimB//rpsR//dcd//ydhK//pntB//mntR//fimD//cusC//msbA//sdaC//ygiN//secB//flgG//nrdB//cyoC//argI//pgi//yhfS//ygeW//dinI//frvA//entF//rpmF//sdhC//pepT//ygcR//yfbS//cyaA//bssR//rlmG//hofQ//dhaM//rsmH//waaZ//lit//mtlA//hemD//sapC//higA//waaH//narQ//fepG//tatA//sodA//basS//queC//bsmA//mukB//fliG//glpC//dhaR//gltL//eptB//gltP//katG//ydcP//xylG//frwD//topA//nagA//yjiQ//dapF//pabC//yfbV//tauD//yhjC//mntP//yfbS//clsB//queC//fadE//murI//argE//fadD//pdeF//chbA//ftsP//nuoI//yahK//yfcR//dgcE//entD//rapZ//yehZ//rhaT//ompF//glgP//yjhC//lacY//yejA//trpS//yagE//srlR//yibH//ychH//nfuA//cvrA//pphA//mraY//wzzE//rpsK//nanE//yihX//aroB//mdtD//rarA//miaB//fetB//kdpA//fdoH//yeeO//argI//rsmI//iscA//flgG//mdtC//ybeF//mtr//abgR//mhpR//yeaV//mgsA//glgC//trpE//dapB//mdtQ//dld//fiu//kdpB//dnaG//lpd//ftp//rpsR//ydaC//potB//alaA//qseB//yraK//hypE//ygdG//tdcF//yobA//mcrB//agp//ybhR//preA//pnuC//pyrF//rpsD//thiL//nupC//iraM//flgA//rpsM//fliA//nrdI//rimM//rhaD//sapA//atpG//potF//ffh//gatA//uspG//upp//ydhC//pdeL//frlA//ycbU//yehP//paaE//rhlB//radD//rcnR//srlD//mraY//tdcG//ybjD//psuT//ydcS//cmtB//dnaT//ruvA//dtd//ybhG//aaeB//ydjK//deoD//recR//ybdZ//frmA//thiM//nagZ//mdtJ//ycbV//ebgA//osmF//satP//purN//ybaL//dadA//ccmE//yieL//perR//suhB//pyrF//ygeX//appC//phoP//mepS//ghrB//stpA//comR//argP//alsE//bcsA//cheY//napB//rpsR//yehX//cyoC//nagA//seqA//hcaE//narJ//gadE//sdhB//helD//holB//ydjL//glpB//prfB//nanA//yagE//msrC//ilvH//yigB//viaA//glnH//atpH//hisC//yehD//tdcG//ycgR//rraB//hflX//dusC//yhaV//ydiK//rffG//dhaR//aroK//kefF//pheP//rsmJ//gatC//sixA//yhbX//
GO_0006140_6	prpC//rpsN//
GO_0006144_6	ycfH//sapC//ybhJ//ccmG//dctA//csdE//kefF//tatD//hisF//gluQ//
GO_0006145_7	nikA//agaB//ebgR//hisM//
GO_0006146_8	manZ//sdhE//
GO_0006148_9	kefG//
GO_0006149_9	thrB//
GO_0006150_9	yiiE//
GO_0006152_7	rpsA//yrfG//sfmH//carB//lspA//gcd//
GO_0006154_6	yjjU//
GO_0006161_9	cheY//
GO_0006163_6	qseB//araC//yneJ//yiaM//rpiR//cmtA//thiH//araD//bfr//hipA//umuD//dgcF//xylH//allS//cusS//kbaZ//fliG//gdhA//csgG//rihB//feoA//sdaB//ydeO//queE//csdE//valS//entD//ybjC//nei//trkH//fimG//purD//yefM//cusR//ulaG//yjhG//ssuD//dctR//ybcL//nagE//rpsA//yadG//potF//rcnR//ldtA//rcsD//pgk//abgR//argA//nirD//lacY//crr//xerC//xseA//
GO_0006164_7	ptrA//menB//dcuS//cysH//nanK//iscR//gcvT//yihR//ybjG//ampE//flgK//xdhB//glnP//mdlA//fliL//mug//cysQ//yjjI//argE//mdoD//ypdA//rpsH//leuE//accB//pgl//wza//ahr//ybcM//tpiA//yhaV//chpB//ubiA//glnK//trpE//paoC//ccmA//lptE//glcA//queG//folA//
GO_0006165_7	lolA//hycI//treB//arnA//torZ//fecC//ibaG//araB//stpA//nanK//yejF//flgH//ugpA//yaaA//rffC//opgG//nrdI//ldtE//fimA//
GO_0006166_6	yebS//accA//
GO_0006167_6	ynfL//
GO_0006168_7	pgl//lsrK//
GO_0006171_9	hisP//
GO_0006172_9	alsK//
GO_0006177_9	galU//oppF//rluB//
GO_0006178_7	aroA//
GO_0006183_9	yfaE//
GO_0006188_9	dgoA//oppF//caiD//yebS//
GO_0006189_10	paaB//glmU//
GO_0006195_7	gor//gadX//
GO_0006203_8	gyrA//hscA//
GO_0006206_6	yehT//hrpA//ccmH//hemD//ompC//cas3//fetB//ynfE//mlc//insI-1//uspF//acpS//gmd//tdh//araB//yggX//mgrB//ribD//allR//rluF//envC//etp//eptB//xseA//treA//rlmL//
GO_0006207_8	nrdH//rbn//pheT//nuoF//murD//
GO_0006208_7	cyoB//rnhA//zinT//dsdC//pinQ//rsmA//dhaR//leuC//nanC//gatA//alsE//sapA//ybdH//
GO_0006209_6	setC//
GO_0006210_8	pgaC//
GO_0006212_6	aspC//lexA//recA//ompT//allS//tatE//yafN//rnb//tap//yraR//ghrB//
GO_0006213_6	trmA//ygiS//nagE//yicJ//fhuF//torS//yjaA//fixB//ubiJ//dctR//nimR//yifB//ssuA//artP//ybaT//yraR//
GO_0006216_9	tatB//
GO_0006217_9	ybjI//
GO_0006218_9	rfaH//
GO_0006220_6	fnr//selU//lsrA//moeA//mutY//guaC//bglX//yhjX//holE//dgcQ//serS//insE-1//ldrD//tyrB//livM//arfB//fdnG//rseB//paaX//purT//
GO_0006221_7	trmJ//alsE//holE//epd//kbaY//adeD//fabH//trxC//rcsF//glsA2//chbB//yafQ//yedX//
GO_0006222_9	zraR//
GO_0006225_9	yraR//
GO_0006226_9	nlpA//insK//
GO_0006227_9	rayT//
GO_0006231_9	paoC//
GO_0006233_9	cobU//
GO_0006235_9	rppH//
GO_0006241_9	ppiC//
GO_0006244_7	cbl//rarD//galM//azoR//tdh//ymgC//ispG//
GO_0006259_5	ydhC//ydeO//yhjD//tauA//pdxK//yaiW//hofN//yqiJ//glgS//yafC//ibsB//speG//prfA//polB//hcaD//trpR//tnaC//hflX//cysW//betT//pyrB//yfcQ//ydiZ//gloC//betB//ypdA//macB//kdpB//proC//arfB//rarA//galU//pitA//rpsE//araE//aroK//xdhB//prc//atpE//hscC//allS//alsB//gmhB//folP//umuC//mglC//yehW//menB//htpG//frmR//dnaK//aaeR//tnaA//xisR//lsrC//hflK//rzoD//rluC//ulaD//thrS//ribB//endA//pmbA//hemB//leuO//yddM//bioF//yfdS//ytfE//rfaF//mdh//iscS//yajL//abgB//glpG//cdgI//yidK//agaS//treB//relA//hybE//ada//rhmR//pdeR//dgcE//ftsB//prpC//yjiA//menF//nrfE//ybiO//nfo//nrdH//yafE//cdaR//wcaB//sdaB//gltP//radD//pldB//yjeI//sodA//panE//thiP//yohC//pspF//lapA//phnC//yphB//tauC//flhA//bioB//cspD//lipB//gatY//ybhS//ycjW//ydiZ//gspF//soxS//cspB//argO//rhaA//ghoS//hprR//rluB//rsmG//msrA//yhjB//dcm//frvR//tsf//pgrR//alaE//sanA//yihT//yejA//acrR//insE-1//hemB//htrE//glrK//cysQ//rpiA//nusA//ymgC//ispG//wrbA//
GO_0006260_6	aceA//kefB//panC//copA//leuS//rutA//dosP//trmH//ydiB//dgcZ//yfcV//narJ//yfiF//rraA//kch//trxC//dnaA//qseC//yfhM//dhaK//lldR//
GO_0006261_7	accA//bamB//flgF//thiI//cpoB//ddpA//hxpA//waaQ//pflA//feaR//phnJ//mlaD//
GO_0006265_6	glsA//pdxB//csrA//tauD//nsrR//
GO_0006266_6	pgaA//mglC//yafN//
GO_0006267_5	atpB//
GO_0006268_9	cdsA//trmO//metL//
GO_0006269_6	amiC//
GO_0006270_6	tolQ//yahD//ulaC//arsR//tdcB//atoC//
GO_0006271_7	srlA//yihQ//glgA//
GO_0006274_6	rbfA//
GO_0006275_7	hcaR//rfbX//pdeH//dacA//rpoS//flgE//nuoM//acrB//rplR//
GO_0006276_3	yghU//trmJ//rdgB//elyC//norW//tdcR//iraM//opgE//
GO_0006281_6	menF//selA//rcdA//dppF//yfaV//alsC//yjiM//ydgA//rcnA//ygiB//qorA//manX//rpe//agaD//mhpT//pspA//psd//argO//ldcC//hupB//xapA//copA//rffG//ybaL//def//ybiH//dinQ//aroP//maoP//cyoA//srmB//mreC//otsB//ubiH//arnT//treR//fecD//ycgB//lysA//yciG//acrE//murC//leuO//phnM//glnD//yiiD//rplP//ydfH//yaaU//mepM//yajD//hupA//qseB//hsdR//feoC//
GO_0006283_8	rsmB//
GO_0006284_7	intQ//ygaH//ybiX//folP//macA//fimD//
GO_0006285_6	speB//znuB//ydiF//mdtJ//cusF//
GO_0006288_8	mhpD//yjbG//
GO_0006289_7	astC//lptA//
GO_0006298_7	tdcB//ybhF//stpA//hybE//idnK//rffM//coaD//gspE//yphF//hflC//
GO_0006301_7	nanC//ychH//alsC//exbB//
GO_0006302_7	plsB//rnb//allD//dgkA//abgA//insA-2//udk//nuoF//yphD//
GO_0006304_6	ompF//hypD//mdlB//ycaN//ddlA//dcyD//recF//rplE//ccmA//
GO_0006305_7	dgoK//ansB//yqiH//pspA//
GO_0006306_5	ugpB//yoaA//ubiB//arfA//
GO_0006307_8	bglF//rimM//pepT//minC//yfgI//
GO_0006308_6	nrdB//zupT//fixB//rimI//pyrC//htpG//fucO//fabA//yeeY//yjjI//tyrB//nrdH//
GO_0006310_6	dgcN//sgbU//uspG//vsr//yhjX//waaY//hpf//yojI//fumA//opgC//tolB//recQ//chaA//opgB//yehX//pbpC//pyrG//aer//yiiD//cas3//recQ//lpcA//yfbV//gpr//ydeT//mnmA//dinI//rplR//rhaT//ilvH//dcuB//clsA//ftsZ//abpA//bglF//panB//mhpB//mdtK//waaL//yiaU//tehB//rfaG//yfcU//
GO_0006313_4	mltB//queA//yeeL//metH//ldcA//yidR//artJ//
GO_0006323_7	purA//
GO_0006325_4	puuR//
GO_0006351_6	caiF//ftnB//sbmC//bsmA//sodA//yhjX//mipA//dut//rpiA//yjfP//betA//hcp//trpA//narL//rbsR//hipA//secB//ogrK//nudF//solA//ypdI//ruvA//mscL//putP//kbp//exbD//tisB//rfe//yigB//clsA//hybA//yraI//betB//gapC//recF//pepN//aer//mdtC//rph//nfsB//matP//yhdH//aidB//yiiM//yqiH//envZ//lptA//yjaA//dppF//hha//fliS//pliG//kdpA//caiE//nadK//fadJ//glnE//yiaL//mtgA//pdeK//yrfG//dmsA//rnhB//fsr//lptG//ariR//ivy//frwB//oppF//livG//hns//gsiB//yjhP//nrdH//yceO//dauA//higA//nagD//adeQ//recN//mepS//rutG//truA//ymdB//citX//hipA//yifB//hdeD//appY//cyoD//secF//sad//dtpC//yjcE//ydiZ//glxR//bioD1//mltD//agaA//rsmG//wzc//mreD//gnsB//srlE//rnhB//kdpA//rcnB//napB//rimM//yicJ//fucI//phoA//manX//mmuM//yceD//proV//flgJ//mqsR//fryB//
GO_0006352_7	proP//hofQ//flgD//cfa//
GO_0006353_7	chpB//yfaU//
GO_0006354_7	csgA//waaF//arsB//
GO_0006355_7	murD//rnlB//cysQ//glnL//fepA//yhjD//tldD//recO//nuoH//csdA//parC//pdxJ//hcaC//ycbB//dgcZ//gadA//azoR//pliG//dgoT//ydfK//mlaC//glpR//hcaT//argR//iap//trmB//dicB//ccmG//coaA//cyaA//ligA//tdk//phnN//rhmD//solA//fadD//hisC//lapA//tcyN//copA//yefM//pmbA//recA//mukB//mtr//galK//yhhY//lgoT//uspG//fimH//parC//pdxK//ycaN//yfcF//dam//yifB//manA//ynjA//panB//psd//pheM//hupB//rspB//erpA//yahN//cas2//mhpB//cas2//yiiM//pheT//rarD//yjjB//purB//dgcZ//yobF//thrS//mltB//holC//waaJ//sapF//rnlA//rpsL//lysA//yhfK//hybC//focA//waaL//ydcM//sgbE//fadD//tpiA//nuoL//paaE//hybG//envY//tas//hslJ//eamB//ydcZ//puuP//yahI//kch//zntR//mdtM//hypC//dsbD//rfaF//glcD//hcaR//shoB//aceK//elfA//fadJ//rluF//ygiW//epmC//efp//dtpA//gmk//flgB//ybbN//djlC//rutE//hflK//trmL//ebgR//flgM//ppsR//acpT//aroP//sodA//cheZ//macB//mhpA//adhE//shoB//nuoN//fdx//trpB//comR//yqeF//purN//yfbR//argD//pflB//tcyL//ibsA//ghoT//gppA//yaaA//ilvE//fdhE//rzpR//crcB//moeA//leuS//rpnC//tap//wcaC//yqaE//ansB//yidL//opgE//yeaV//yghO//ydhJ//dcuR//pgpC//mtlD//tolC//rbsB//ybcQ//slyD//ftsL//prs//ypdI//yihX//sufB//rutC//lipA//ybiJ//rplJ//yrbG//mhpB//narU//pdxJ//gnd//yfcR//araF//yagU//cobT//bioB//rbsK//phr//mak//ybeQ//alkB//fepC//fimE//pdxY//prpD//pabB//erpA//ydaN//pepD//torC//preA//fimC//lepB//araE//mgtA//nrdG//ybhD//malK//nth//yjhI//menH//ydiZ//ydcT//prkB//kup//trmI//casB//metL//yiiM//sodC//scpB//yoaB//ndk//ychF//eno//umuD//nikC//metG//rplP//tatE//yhbS//fdhE//dam//yiiM//pabB//wbbK//pheM//arnA//hybG//rtcB//emrD//leuB//yfdK//ygiV//hofM//gcvP//rhaT//ybiW//sbcB//eamB//satP//dnaT//rpnD//ldcA//arcC//
GO_0006357_8	rcsA//
GO_0006364_9	garK//gutM//nadE//fcl//fimD//rpmH//nirC//ybhG//tyrS//kduI//nrdH//treB//sucB//ccmC//melB//acrZ//rihB//yehY//argO//rof//hybD//intQ//xapA//ispG//pheA//moaC//yidC//kdgK//torD//purC//ybgI//ygeX//rnd//lsrB//yjjI//eutB//ybfA//ypdB//ahr//dnaB//yfiF//rluE//waaG//
GO_0006378_8	sgcE//yddM//
GO_0006379_8	nadC//
GO_0006382_8	era//
GO_0006396_7	ackA//cbeA//torA//ftsH//ibsE//plaP//ivy//iap//galP//yafO//bhsA//yifB//yafC//idnT//ribA//gor//pitA//yhaC//dmlA//galF//intS//rihA//yfbU//tusD//iraM//yrfG//selA//mdtI//tag//rsmB//gyrB//nrdB//yaaA//yagU//sfmH//ecpR//dsbB//fdhF//pspG//gnd//chbG//opgB//tdcD//clpP//ybgP//ybaM//frlA//ydeT//nrdE//sdiA//dtpC//ymgF//fumB//dsdX//zur//ubiJ//hybO//rpsM//nikE//ycgB//cynS//feoC//fetB//bssS//aceB//rraA//rraA//intS//baeS//pabB//cptB//hyaD//yfbU//yabI//yccS//ubiC//nuoF//fucK//tsf//tcyJ//aroG//cdgI//metN//kdpC//ycjR//def//bepA//dapD//torD//gltS//potF//yqeG//phoR//sapD//truA//tnaB//azoR//yiiE//insI-2//leuO//ampG//hdeB//
GO_0006397_8	yohC//otsA//nanA//
GO_0006399_8	malE//sufA//map//iscR//fabH//phnI//gspJ//murB//yhjV//truC//casD//cirA//queC//aroG//ybdZ//rplB//mreB//rsmJ//rbsB//puuD//abgR//yjjU//rhlE//yihL//mrp//hdeB//tdcF//ubiA//ycgV//thiL//flgE//sfmD//ubiG//lldD//cydC//wrbA//livJ//ttdR//fieF//cusS//tatD//rlmD//rhaS//lolC//recF//pmbA//tolR//accC//abgR//tolR//nsrR//fimF//plsB//thiH//mdh//yddM//tyrR//ubiB//garD//aspS//dpiA//ldtB//ldtC//fetA//murC//nrfC//yfiF//rseC//dnaG//sufA//ybiJ//ogrK//pgpC//phoU//argF//secF//narJ//fadD//phnH//nikC//greB//tatE//
GO_0006400_7	fabG//gabP//ychO//helD//intQ//tcyP//avtA//speA//ygjH//hsdM//rplL//purL//dsdX//lepA//cysC//narL//pbpC//pnuC//pheS//exbD//blc//tolQ//spy//rlmE//ccmA//pheS//nanE//lolC//rclB//secD//insE-1//tdh//rapA//xseB//cspE//adk//yehU//glnQ//murE//alaS//yibT//abpB//yobA//rfe//rpmC//yjjQ//tusB//hscB//dcuS//
GO_0006401_6	paaG//hyaD//oxyR//yrdA//cpdA//sgbU//sgcB//dinI//pgpA//yjjI//ygjK//cysG//amiD//ybcM//araF//soxS//dtpC//intF//nsrR//yagI//aqpZ//basS//
GO_0006402_7	yfcP//rffH//lnt//idnD//glmU//sdaA//yqjI//basR//sdhD//zinT//ycbV//
GO_0006412_6	melA//rplE//bdcA//narL//mqsR//ascG//yebQ//xapB//dadA//rlmA//tbpA//acrD//dinI//pbpG//ldtE//pagP//gph//yobA//fadI//speA//treR//gadA//sdhE//ypdB//moaD//fabB//glgA//psd//wcaB//speC//sohB//glpX//yjjU//gluQ//flhD//araG//yjcO//hybE//ycgB//yohC//yhhT//acnB//sthA//kdgR//ydaV//pbpC//dmlR//mhpT//yfjR//cas3//astB//
GO_0006413_4	rfbB//pspC//nrdI//
GO_0006414_6	mak//ybgI//gpmA//yeaK//mcbA//nudF//ybiS//soxS//agaA//
GO_0006415_7	adhE//cueR//pabC//rseP//thiL//uup//yihI//
GO_0006417_7	fimH//glgX//yraI//alpA//wcaJ//cas1//mnmC//sdhC//pdxK//hisB//secM//rzoR//dcd//pth//ldcC//rplW//yqjI//rdgB//zwf//mhpB//scpB//xthA//lacZ//relB//mgtA//yihT//clcA//rcsF//trmD//rmf//kdpF//iscA//pykF//recO//iclR//tnaC//basR//rapA//hcp//
GO_0006418_7	treR//pgpA//lpxP//ychO//torD//hisQ//ampG//ymgF//frlR//radD//sfmH//mngA//ydeI//agaA//ybeY//mug//rplX//ravA//slyD//glnH//kdgK//insH-6//ampG//aspA//bluR//
GO_0006419_8	cobU//
GO_0006420_8	paaJ//
GO_0006421_8	infC//
GO_0006422_8	pyrF//
GO_0006423_8	uvrC//
GO_0006424_8	rhmD//mog//
GO_0006425_8	recR//
GO_0006427_8	allD//
GO_0006428_8	rcsB//
GO_0006429_8	speA//
GO_0006430_8	tatA//agaB//
GO_0006431_8	ratA//
GO_0006432_8	map//tdcR//
GO_0006433_8	ycfL//
GO_0006434_8	frlB//
GO_0006435_8	tdcC//
GO_0006436_8	ynhG//
GO_0006437_8	rluE//
GO_0006438_8	speG//
GO_0006446_8	ymgF//ppk//ppsR//ltaE//rplT//asnC//yieK//
GO_0006448_8	msrB//intS//seqA//rdgC//rplM//
GO_0006450_4	queE//ribF//sdaB//bdm//yfeO//sucA//ygeX//ybjG//lit//waaS//
GO_0006451_7	hemA//
GO_0006457_3	nanE//gyrA//agp//aroH//ldhA//yaaU//narV//ygeX//rimI//dinG//znuA//ycfL//mutL//elaA//dinQ//alpA//hha//ackA//ydcT//gnd//ybhA//matP//aroG//putP//cspD//hpt//cbrA//yehD//ahr//recF//yeaE//ymdB//sufB//talB//ydiP//ptsG//thrC//dhaR//yfjR//yahF//
GO_0006458_4	uidR//insF-1//murI//chbA//pdeK//pabC//ihfB//yihQ//
GO_0006464_6	ybcQ//priB//tas//feoA//ycjQ//argI//pcnB//tauC//symE//lapB//nrfF//ftsE//ubiX//folX//cysZ//fadI//cusS//ibpB//leuS//lptA//thiG//lepB//nadE//uvrD//ymdB//hupB//gatD//gcl//arsB//ybiS//zraR//cpoB//napD//folC//iscU//ilvD//hybE//ettA//mtr//ycjY//ydbK//acrF//xseB//dapD//trpS//arsR//rimO//dgoR//agaD//uvrA//xanP//oppD//tusB//spoT//wecC//caiD//yqiH//trpD//codA//yfaL//lplT//metF//poxB//amiB//rhsD//yhbY//pstB//speD//ybcF//cpxP//galM//glmM//ribA//ykfM//rayT//potF//casA//arsB//setB//narV//yedL//wecB//nrdF//waaH//atpD//aroK//yjjI//rplB//nuoM//eutA//gnd//rpsS//wcaJ//waaQ//etk//dgoR//frvR//insK//flhC//ldcC//sodA//thyA//uhpB//frlR//kdsD//ridA//rfbD//setB//torS//nirC//wecE//xapB//melA//mazF//mdtA//dmlR//yciH//ygiW//dhaL//csgD//erpA//tnaA//prfB//hypA//hdeD//gltP//pldB//ariR//htpG//proQ//melR//trxC//pliG//paoC//cysC//ubiD//pgpA//relA//poxB//yidK//ppiD//mlaE//
GO_0006465_6	marA//thiG//ybhF//
GO_0006468_7	speB//srlA//hypT//malZ//pncB//cstA//yebC//trmD//rplX//frlC//cspC//iraD//rimP//yhdH//phnP//yciK//otsA//serC//hrsA//sspA//psuT//fruB//rbn//gltL//rdgC//fadI//narY//rplP//tauA//glcF//yabI//ptrA//phnM//mdtJ//kdgK//tusE//abpB//sbcD//secF//alkA//chaC//ompF//yidR//rpsA//yiiE//yadN//rdgB//xylA//ybiA//rffH//lacZ//mrcA//hrsA//
GO_0006470_7	yraH//rpnB//nadE//pspG//yqeA//amtB//yfeR//hfq//poxB//cbtA//lysR//agaI//deoR//rfaD//cbl//ghoS//
GO_0006473_8	maa//yfaE//elyC//seqA//rcsB//lasT//nfuA//yqeG//sdiA//narP//pheS//yafN//
GO_0006474_6	hipA//cutC//waaQ//ydhK//dcuR//
GO_0006475_9	plsC//ybiJ//
GO_0006476_8	nuoE//rimP//yajQ//
GO_0006479_5	rzpD//yjaA//yobA//proX//yhjC//acrZ//potI//hisB//
GO_0006480_6	ycdY//
GO_0006486_5	lysC//
GO_0006490_5	adiA//
GO_0006497_7	flhE//
GO_0006508_5	ftsI//ppx//lgoD//selU//yeaE//rpiA//speA//ansB//yhhZ//hflD//endA//tsaE//waaP//pgm//mipA//cysN//lpd//potA//hofN//astC//kdpD//dinI//spoT//ydeE//ruvA//yagG//higA//xylG//syd//hisH//carB//napC//tktB//casD//ribE//cadB//hfq//ftsX//mug//ldtC//pheM//ung//mgrB//yfaL//nuoF//prlC//tamA//ulaC//mmuP//dppB//skp//cbpM//relE//cpsG//torD//
GO_0006515_7	borD//lgt//amiB//nagA//
GO_0006517_6	feoA//hsdM//yagI//recE//
GO_0006518_5	ynfH//ldrB//ybiH//rplM//mzrA//puuR//trkG//ygbM//glyS//gntK//zapA//pgaA//pdxB//ampE//ygaV//entS//plaP//yhaO//proP//yfiF//dhaL//rimI//yjbG//sfmF//etk//yhdZ//gapC//flhE//ycjR//metH//elaD//dinI//phnO//tyrB//cynX//tdcA//yciV//tyrR//pspC//dnaJ//ytfP//insH-6//phnI//paaH//mdtF//ais//waaL//ymgC//bolA//yciK//insH-6//sgcA//ydbD//dcm//wzb//ldcC//ybaM//ygbI//rbsK//hdhA//yhjG//ybhG//pldB//lptB//yaaJ//fimE//mdoD//chaC//thiQ//yieL//cysA//fryC//ftsZ//ybdH//thrC//pdeR//metL//
GO_0006520_4	mcbA//rcsC//yahD//yrbG//malI//yebG//betT//lptB//ygfX//nac//hchA//cbpM//crcB//tolR//yhhT//phoQ//cusS//ygcO//kbp//ytfP//artQ//minC//yjhC//aaeR//glpR//nlpD//moaB//nirD//hokB//adiC//hyi//uvrA//ibsB//galR//mngB//rpsH//tdcE//hns//livG//ackA//yjfP//ydfH//frdC//narG//cynX//stpA//iscX//ibsA//bsmA//yhiM//yeeL//msrC//menI//allC//recF//hcaC//mltG//sdiA//uhpC//eptC//mprA//norR//yafN//trmH//ycjY//citT//yfeR//yhjA//ynfE//ykgM//mdoG//sufE//yajL//mdfA//cysQ//pdeL//hypT//ppiC//ygbM//yidZ//setB//der//rplR//fbaA//dauA//thrL//frc//galP//lysA//fliK//hflK//aroL//aas//aldA//lpxP//dnaG//kdpB//rnr//proP//eptB//fecD//chbR//agaD//narP//ydiQ//panB//hyaA//cpdB//ybbW//iraP//nrfG//pepD//ybiJ//zipA//cho//glnQ//mukB//rarA//atoS//yhjR//phnL//pntB//fixC//flgM//dxs//prpC//tsaE//elaB//yggE//trmO//gluQ//ubiJ//btuF//adiA//ravA//tpx//ydcO//ptsG//rfaE//hprR//ais//seqA//hflC//sfsA//ccmG//putP//cysP//mraY//glpD//narP//nanK//menE//tdcG//tatA//fur//yoeB//ybdG//gadA//insI1//ispF//yqgB//metG//mdtG//htpG//nei//wecC//cysG//bioF//ybeY//proC//ahpC//yafC//malP//ccmE//rcnA//kefB//caiT//nuoB//purB//bcp//eutD//pdxB//cusA//creC//yghG//murQ//mdtO//nlpD//lapB//rzpR//nupG//gntK//csgF//prmC//yihX//narW//fklB//phnP//ibsE//ybaL//lptF//metL//
GO_0006521_6	ygiW//ribA//rpoH//
GO_0006522_7	artM//pcm//fucP//ydcP//mglB//tomB//prpC//
GO_0006523_8	hofO//acnB//xerD//tolQ//
GO_0006524_8	fdnI//yqiH//gatD//
GO_0006525_7	mdtJ//mmuM//gpmM//yghG//dgcN//nanC//agaD//pheP//malS//envR//uvrC//pstB//phoB//ychF//opgC//dgcE//bioA//cyoA//ubiA//uvrB//ykgA//
GO_0006526_8	hemF//purR//satP//dtd//glnK//lpoA//nmpC//mazG//frdA//uxuB//ubiH//htpG//mepH//
GO_0006527_8	ftsK//ribF//purL//elfD//rusA//trpS//ybdM//rhaB//ydbD//
GO_0006528_6	greA//dgkA//puuA//yjhI//
GO_0006529_7	aspA//malY//
GO_0006530_7	tus//epmC//
GO_0006531_7	ispB//proV//mltD//tnaA//fadH//pgaB//zinT//lldD//
GO_0006532_8	hisC//yjjI//
