#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	araH//thiH//idnT//garR//
GO_0006139_4	yhhZ//rplB//btuB//yfgJ//ygaZ//hsdR//ffh//mmuM//glgS//astB//uidA//nlpD//yfaE//recA//ligB//adhE//viaA//hisG//miaB//bglF//rutC//secA//ibpA//mdtD//kdpE//yciA//msrB//torA//paaH//adiA//yecS//ilvB//grcA//paaA//yibH//frdB//tolB//casD//fhuB//arnD//malK//sspB//sodA//ralR//srlE//fabD//hisA//yahO//rluE//dcuS//ypdB//pdeD//fadK//yibA//sbcD//waaZ//melR//caiE//tisB//creC//ydbD//yohD//yraH//mdtK//ispG//rayT//yphF//opgE//nanS//iscA//rbsR//proS//flgE//serB//dctA//hofM//lpxP//yehD//yqhC//nemA//ade//solA//kdpC//ddpX//tonB//allR//murF//lptC//rppH//ygaH//oppA//yhjD//zinT//aroD//rpmF//phoP//yhdZ//metK//nanT//tauB//yadK//gltB//ariR//ulaG//yjhI//rpsL//nemR//rna//entB//fucI//crcB//ulaD//chaC//aroD//ychH//panE//flgA//yggW//rpoS//yjhG//yhdW//narL//astB//sfmA//rlmJ//hcaC//ldrA//rhaB//xylF//phoE//lamB//queD//yfcV//tnaB//ldcC//ruvA//miaA//ulaG//yraN//yidD//cspD//narV//queE//ftnB//purB//aroA//yiaF//ubiJ//yehB//tauC//fumC//ebgR//appB//rcnB//sdaA//allD//citG//ftsZ//chbC//recJ//dcuD//cyoC//fimA//yiaO//preT//cfa//cobU//ompN//ugpE//sgcX//wzyE//glcD//tdcC//yeaG//amiA//pdxJ//pyrD//hupA//tdcA//nadA//yqeF//fabH//ttdR//casD//rlmC//nadC//zitB//rrrQ//metN//cusA//kdgT//ribF//gabP//yjaZ//ygcW//ybdO//flhA//aes//sfsA//livJ//ymgC//rpsO//deoC//amiA//ruvB//surE//nudC//dinJ//queE//dppC//pnuC//yeiL//ascG//hfq//ymjB//yhfS//der//cmoA//sspA//ligB//hybG//osmF//asmA//cysK//bioD2//fabA//wecC//yjjV//greA//appC//paaZ//srlD//fiu//uhpT//dcp//aldB//metL//ycfH//znuB//gshA//yciA//yhgF//yihU//aroD//asnS//tsgA//glcC//alsK//leuE//rhaB//yeiG//hofM//glmS//ybjC//yggF//cusF//glrK//bdcA//dld//yieH//amiA//feoA//ygeX//emrE//thiL//rpnB//asnC//yneL//glmU//rzoR//mgtA//narZ//yjfP//pyrF//ycbB//flhE//lpoA//infB//hscA//clpP//hslO//hyfC//dgoK//bioD2//pdxH//cobS//pflB//frmR//livF//ccmF//insI1//yjaA//cusC//pyrG//smrA//hflK//fdnG//ftnB//ptrA//patZ//gpmA//nrdB//tcyJ//trpE//trmO//paaK//yafS//betB//pyrG//insH-6//artP//mobA//ppk//rfaE//sucB//yieK//sapA//hns//glnH//yadK//xerD//garK//rtcR//nadK//rseP//rplP//melA//queC//xanP//ibaG//nadK//torR//elaD//cobS//yfdC//creB//phnK//ilvB//betI//apt//kdpE//ybiS//cho//rsmH//ltaE//prpR//ybbN//ileS//manA//pepN//hofP//yhhZ//ihfB//uidC//mdtG//phnH//yhdX//galE//csgG//arcA//umuD//nrdH//ibsA//ycgV//yhjD//rplT//lplA//menA//pstC//waaL//feoB//tcyN//yfcS//appB//cusA//yicJ//adeP//flgA//yggT//bglJ//ompF//flhD//yqhC//ygfZ//dctR//pgl//otsB//recX//elfG//trpS//gudP//recR//ddpA//asmA//argE//ldtD//ybiV//pgpA//fsr//insH-5//yneJ//araH//maa//pdeR//sgcR//yfhM//pppA//mtlA//lpxD//fecA//agaC//glsA1//truC//fliS//arnE//yjbB//purN//pgaB//csrA//mppA//yahI//aroC//glcB//osmF//avtA//phoR//yahD//stpA//xanP//yecS//glnK//rfaC//yphC//fpr//ygfX//radD//sstT//citG//rhmD//secD//higA//lpxL//araE//queC//yfgJ//glgA//agaR//waaS//ykgF//ibaG//ydjJ//xseA//glpK//yihO//nlpE//appC//ygbL//afuC//frwB//metQ//ybdO//yphB//hypF//adiC//nuoH//narQ//fcl//yhaO//yebG//mrcA//cdsA//ilvB//rcsB//guaA//rimJ//ykgA//rluF//mrdB//recJ//argO//ppiD//uspF//ldrB//ompL//narP//xerD//iap//yfiR//gpr//tgt//zur//melB//allS//tusD//yjjQ//suhB//ypdA//yijE//bepA//rluB//arnE//chbB//nagA//pppA//dedD//rnhA//adeQ//fruK//lptD//araA//greB//mdoG//uvrC//yagJ//tomB//yjjV//rsmD//mltB//yjiR//fdoI//mobA//amyA//fimB//tauD//slyA//lysC//potB//napD//mdoG//nuoI//wzzE//betB//rpsO//eutK//yadI//yfcQ//ybhS//dcuC//mdtO//dinB//yhbO//fepE//ispB//recC//pyrH//yebZ//ybaK//hemG//hprR//dsbB//ybeQ//ftp//galK//rcsC//cca//dacD//ybiY//pflB//fabG//gshA//yddA//acs//yneE//panC//mdtB//gabP//elbB//tusE//infC//ychO//xapB//ycgV//acpP//yedP//adiC//mdfA//menE//yhbS//adiC//tdcE//waaL//ybaL//pspG//fecC//ycjU//rcsF//pflB//mdh//nac//clpB//cheR//dmsA//ptsG//rayT//hisB//yiaF//citE//mnaT//mltC//aslB//cysI//dnaA//proV//lpxH//ydcZ//rcsD//actP//crl//lplA//kch//chbB//folP//nemA//
GO_0006140_6	fepB//ttdB//
GO_0006144_6	fau//scpC//yceD//yphD//tdk//glgA//ubiA//yidR//glmM//mglB//
GO_0006145_7	ybeQ//ugd//nanK//xisR//
GO_0006146_8	paaH//xapB//
GO_0006148_9	waaY//
GO_0006149_9	sgrR//
GO_0006150_9	bioH//
GO_0006152_7	rrrQ//lacI//sufD//yfdR//galK//sodC//
GO_0006154_6	yfdR//
GO_0006161_9	mcbR//
GO_0006163_6	cysC//agaA//puuR//narU//ybbN//fadD//yceO//gcl//xisR//ghxQ//qseB//yieE//rnlB//yphD//mpaA//yjhP//napA//flhC//aer//yfcU//paaH//ybiW//ghxQ//rnr//ftsW//thiH//ldrB//rfbC//pgpC//rcnB//fliA//mnmG//mutS//bhsA//casC//yfhM//yiaF//mobA//glvB//fadA//cysN//yggW//ybbW//sdhB//yidP//paaE//miaB//coaD//xapR//acpT//ulaC//lipA//ytfR//glcD//
GO_0006164_7	narX//gntU//hofN//ydeI//opgH//yccA//glnK//katG//sgbH//emrY//nadE//leuS//ydeP//nirB//atoS//ndh//ygcR//rbsB//bioH//melA//rsgA//tdcC//alr//abgR//yhbY//gcvT//frmR//emrB//mntH//fliA//mdtB//aphA//tktA//gldA//dgoK//ilvI//allR//rbsR//psuT//pheP//
GO_0006165_7	perR//mnmC//tig//wecC//yceD//prpR//rdgC//htrE//tyrR//ada//ibsC//sdaC//holD//holE//yddL//hscB//pcm//dinB//recG//
GO_0006166_6	yphC//ebgR//
GO_0006167_6	sdhE//
GO_0006168_7	npr//otsA//
GO_0006171_9	ycaO//
GO_0006172_9	ykfI//
GO_0006177_9	cecR//tolQ//csrD//
GO_0006178_7	ydbK//
GO_0006183_9	cstA//
GO_0006188_9	umpG//hisP//rsgA//tesB//
GO_0006189_10	frsA//bluR//
GO_0006195_7	folA//yhbX//
GO_0006203_8	tolB//dmsC//
GO_0006206_6	eutN//cbl//glcB//mntH//nirD//waaB//rnb//hcp//idnT//gspJ//rppH//priB//fdhD//menC//queA//ymdB//ilvN//slt//btuF//hemB//sapD//psuG//eamB//hybO//gltX//rluA//
GO_0006207_8	zitB//atoS//proS//secB//artP//
GO_0006208_7	tatB//sulA//yfdG//dmlA//ybfA//cyoE//dnaQ//ybiW//ubiG//efeO//cysK//arsC//lldD//
GO_0006209_6	yrbG//
GO_0006210_8	trxC//
GO_0006212_6	focB//yegS//sbcB//msrB//agaW//uxaA//relB//moeB//hpt//fabG//recG//
GO_0006213_6	leuO//erfK//cadA//gltX//rpsQ//ibpB//rmf//grcA//menI//eutB//tas//hcaT//feoB//sgbH//cmtB//hflD//
GO_0006216_9	nikR//
GO_0006217_9	chiP//
GO_0006218_9	sgrT//
GO_0006220_6	umpG//appY//rfbD//yggF//rimP//hyi//ftsA//sodC//pdeK//yiaO//prkB//pdxK//metH//glpG//ratA//mreD//mepM//nimR//caiT//tcdA//
GO_0006221_7	phoU//ldhA//rluB//hofO//hypD//dicA//tcdA//insB-4//leuC//yidA//yhaV//scpB//mlaF//
GO_0006222_9	lpxH//
GO_0006225_9	gluQ//
GO_0006226_9	hflC//uspF//
GO_0006227_9	tyrS//
GO_0006231_9	yciV//
GO_0006233_9	ispU//
GO_0006235_9	pnp//
GO_0006241_9	nfsB//
GO_0006244_7	glsA2//mdlA//ycjP//focB//mlaD//nikC//ascB//
GO_0006259_5	hcaT//cbrA//cusC//marR//cra//tar//araD//gor//araB//symE//malG//yciH//insI1//tnaB//tgt//citG//napC//menC//fdoG//proC//guaC//selB//mdfA//cobB//mdlB//fliT//yiaN//pck//cysZ//ycjP//xisR//rimK//mscS//ynfF//ulaB//xylF//cyoD//yghO//iscU//yqcC//hyfR//glgA//fruK//bfr//mltF//insA-1//ynfK//yojI//rihB//osmE//trpB//yadK//cspA//ydiV//cheW//yqaE//yagI//rnpA//yjiA//holC//ftsB//amyA//frdD//rseB//cpsB//ynbC//hicB//kup//gpp//seqA//ychO//accB//prpC//cyoB//thrA//mtlD//yihU//cspG//cynS//cysG//aroC//ribE//yhgH//csdE//acrB//ygfA//seqA//folM//opgE//cdaR//gldA//rluE//rraA//pdxH//rfaQ//ygjR//yaiP//clpS//ybiJ//artP//puuE//caiE//dnaC//ydjE//ompT//fau//wzzB//evgA//artJ//flgD//parE//osmC//nagZ//sanA//lysO//rpsO//yidP//lptF//surE//tcyN//yraH//fruK//livF//hxpA//yidQ//acpP//fixC//potD//bcr//ftp//rlmJ//rtcB//fdx//yciH//dxs//yfdK//udp//dtd//yaaU//treC//hflD//sucD//gdhA//dcm//rpmE//atpG//rsmF//arcA//
GO_0006260_6	fabZ//cmtA//rutB//ftsH//phoQ//flhE//ydfG//dgoA//ybiH//yqiI//iscU//clsA//glcA//xylA//rplO//fdoH//ugd//mglB//narZ//ecpR//lpd//
GO_0006261_7	feoC//mdtL//znuC//nirB//tsaB//cobB//ralR//ilvI//oxc//ydcR//pabA//umpG//
GO_0006265_6	glsA2//acrF//yggP//sspA//puuE//
GO_0006266_6	narQ//yggW//basR//
GO_0006267_5	acs//
GO_0006268_9	rlmD//coaA//mngA//
GO_0006269_6	chbC//
GO_0006270_6	ybdG//ycjP//rayT//murE//norV//tyrR//
GO_0006271_7	yjhP//dicC//yagU//
GO_0006274_6	eutR//
GO_0006275_7	fdhD//ydhC//thrL//trpL//mrcB//nanR//yfeO//yieH//mazF//
GO_0006276_3	trpL//fadK//yhjD//pdxB//tig//moaD//dnaC//mcrA//
GO_0006281_6	hha//rnd//yraR//nrfD//rna//proW//ybdO//glnE//rpmC//topB//dsdA//osmE//murI//nudG//surE//torZ//trmO//hemA//tdcC//patA//tyrB//flgI//lpoB//envY//hycI//malG//rluE//insI-1//pheS//thiP//betB//nanE//xerC//rodZ//ubiH//fryC//putA//lasT//ivy//motA//argB//kdsA//iscU//dcuD//moeA//glgS//secY//yciV//pgaA//ubiH//rplS//ansB//cvpA//xerD//ycfJ//
GO_0006283_8	alsA//
GO_0006284_7	dtpD//dcuR//umpH//tisB//yedX//tehB//
GO_0006285_6	allB//nuoH//pgl//arnE//yjhH//
GO_0006288_8	araB//cysD//
GO_0006289_7	mltB//narZ//
GO_0006298_7	galK//cbrA//tauD//nlpD//speF//narH//cptB//rclA//trkA//yqaB//
GO_0006301_7	yehW//roxA//yjeI//yciT//
GO_0006302_7	bhsA//rpmE//mazG//rbsB//abgR//ydhC//hemB//bglJ//murQ//
GO_0006304_6	insA-2//mreC//ibsC//cheW//dtpC//exbB//insI3//ydiZ//dpiB//
GO_0006305_7	narI//ibpB//lpxD//cydD//
GO_0006306_5	fadK//rlmL//agaW//flgB//
GO_0006307_8	dcuC//nagA//yggT//purT//prpR//
GO_0006308_6	alaE//ygjK//nirD//trxA//acpH//gppA//ftsY//rffT//citC//sgrR//ilvN//hemN//
GO_0006310_6	cheY//pheA//intA//yeiG//gpp//yobA//epd//ycfJ//mdoD//ygaV//pspG//comR//frvB//dcuD//fucO//yaiV//pstS//guaB//opgC//narZ//frwD//waaP//pgaB//cspI//yqaE//tdcD//arnD//ampE//greB//hns//yhbY//ribF//syd//pdxK//hisM//chbG//dgcF//mntH//insB-4//deoC//ubiI//yajL//atpF//
GO_0006313_4	hslV//ydfD//tauC//mhpB//atpC//hflK//yhcN//
GO_0006323_7	rssA//
GO_0006325_4	yebK//
GO_0006351_6	yneE//slyD//bipA//cpxR//menF//betB//hybC//paaE//argT//yqiG//gloA//lon//dcuR//bssR//dnaA//bacA//aroG//yohC//araE//pyrL//ycjR//wzc//hcaT//kdpC//yejE//maa//kdpC//tomB//ulaR//acrA//dcuA//tsgA//asnC//waaU//dgcE//gatZ//wbbK//cptB//tolC//dgcQ//rzoD//ralR//yiaT//cydC//basS//proX//hyaA//arfA//alsK//glpR//fucA//galT//hdeA//yihI//lptD//rhlB//norV//ugpC//rpsM//caiE//agaW//acrD//dctA//rpsI//cspE//ychF//ycjR//ybiY//tilS//yehX//zipA//asnB//coaD//hyaB//ynfK//pstS//xisR//zapE//feaR//eptA//fecC//nagK//secE//csgE//yggW//fhuD//ygjK//yhaM//thrA//rutG//fimC//hybE//ybjN//truD//yccS//trmH//ymjB//tmk//cpxP//yfbU//mdtG//yejB//yddM//mglC//lpoB//obgE//cysH//rpmH//ldtB//osmC//rspB//asr//ogt//holB//sdhB//minC//trpR//treA//carB//
GO_0006352_7	tdcR//purU//cspI//trpGD//
GO_0006353_7	gor//frvR//
GO_0006354_7	argC//rclC//nmpC//
GO_0006355_7	queG//insA-2//accA//glnA//appC//araH//rpsG//exoX//hycB//topAI//flgM//gatD//metF//ygjR//rnhA//mdoG//eptB//ycfS//ynfK//tdh//rmuC//adeD//tyrS//hcaE//gpmA//sucD//mhpC//trpR//cnu//iscU//etp//kdsA//flgB//rarA//ccmH//malY//yadV//ftsZ//hcp//ybcJ//coaA//yraN//mepS//abgT//clpX//ybaO//lgt//lrhA//tbpA//hyfR//leuS//srlR//corA//yqeA//rnb//rpnC//cobS//epmA//rpsE//rimK//secD//pspD//clcB//mlaC//ung//tisB//lptA//cstA//mdaB//bluF//rusA//nupG//yceK//rffH//flhA//ugpE//guaB//ycbV//leuO//waaC//tyrR//fis//fadA//mltA//insI-2//ompT//aldA//uraA//nadD//glsA//citT//gatZ//hns//waaO//dapB//dppF//gapC//gcd//asnS//nmpC//radA//rzpR//higB//fixB//decR//mutY//iraM//nfsB//ompC//ydiQ//kup//iscU//hokB//mprA//ygeX//uidR//mdlA//ybbW//hflK//paaK//atoS//ilvH//yhjC//hisD//nudF//sgcE//yehU//rplR//tusD//holE//rhtA//nikB//aslB//rrrQ//ibsC//pnp//blc//dmsA//yigL//ulaA//ydeO//deaD//dxr//truA//ybhG//yciA//xylE//rplW//higB//rarD//hcp//thiI//btuC//livH//sutR//hemG//yhjR//agaC//narW//tonB//rtcR//rplF//secY//hemA//rmuC//ydcO//dnaG//csgG//prlC//setB//wzzB//hemB//rpsS//abpB//ydaV//cynX//hflK//yidC//rfbD//cmtB//clcA//cas2//elfD//ymdB//adk//flhE//gutQ//kdgK//rzoD//hyfC//atoB//hcaD//sapA//araA//ribA//rplW//thiM//malQ//uxaA//shiA//gapA//fepD//ffh//tilS//nikC//nagA//moaB//fhuF//oxc//bglF//kch//ppiC//mepA//mdlB//asd//dkgA//lspA//alkA//fbp//yfiF//hybD//frsA//leuE//ycaO//ybgP//hybO//yjcO//mfd//yoeB//ulaF//fdhD//yaaJ//eptB//ybcM//exbB//yfaE//yjhI//puuP//sbmA//pepN//fecB//dacD//holC//nrdF//abgR//malX//lspA//yihI//gntP//puuP//lgoD//pdhR//yohC//norR//pck//zitB//nagK//yibT//nrdD//mtlR//yahO//
GO_0006357_8	glpD//
GO_0006364_9	hofP//aceF//nuoE//sucD//rpmG//pck//setC//qorA//yehW//mnmC//ibsE//ampE//creC//chbC//ggt//dedD//waaO//cysU//araB//rnpA//recT//slyD//bamD//topAI//ycjR//dgcN//ytfR//ybfE//yfbV//glgS//intZ//fixA//alsA//sodC//mhpD//phnO//ssuD//rutE//yfiF//mdtI//ghoT//gltK//evgS//
GO_0006378_8	rpiB//hybD//
GO_0006379_8	ulaE//
GO_0006382_8	rlmH//
GO_0006396_7	glnE//cspI//ypdF//rutE//panB//rarD//yjfP//ppiD//mtr//rbsB//cnu//wbbK//ypdI//dapF//ygbI//ybjG//yhcH//cspB//mppA//rhaR//yefM//galM//wcaB//yagI//ebgR//uup//pdeK//rpsG//ratA//rutF//fdoG//fkpA//cusR//ynfK//ytfQ//yfaX//ompG//narG//gadC//fabG//argE//endA//rplQ//malZ//hybF//yhhY//dcuR//atoC//citX//yjhB//bioD//galF//dtpA//bglJ//flgF//cpsG//galM//arnA//yihI//nrdI//lysO//tcyN//rsuA//ybcM//ilvC//nlpA//bioC//rsmC//yiaA//epmB//fimA//yqiG//mhpB//ybhP//narU//ppiC//fkpA//cusS//bluR//uidR//dsdC//yqaB//tisB//yaiW//sfmF//bfr//ebgA//fliA//rplO//ybjD//fucP//nrfE//clsB//ydiZ//ygjK//metK//upp//leuE//ydcS//rtcR//rpsS//tktA//
GO_0006397_8	pdeF//acnA//ybdG//
GO_0006399_8	pgpC//cpsG//glpA//yaiV//yajD//mtn//dnaE//fhlA//ycbU//osmE//dnaN//nrdF//ygbN//fhuF//yphC//rsmI//mutT//fhuD//uhpA//yggP//ynfH//pyrE//mntS//cdaR//treA//dgcE//cpsG//bioB//uidC//ulaB//dgcZ//ribC//elfA//mlaE//dgcM//hisM//ydeE//yghW//fklB//waaY//ybiI//ftsZ//dacD//pgpA//gcd//mug//rclB//cpsB//dmlA//zupT//ivbL//uxaC//galE//mgrB//ghxP//trpGD//soxS//yfhH//rsgA//waaA//yfdR//glnK//miaA//gnsB//yjiY//yahB//lgoT//ybdO//dmsB//slmA//allD//secY//kdgR//yfhM//betB//bamC//ydjM//kbp//cdh//lsrA//entF//rdgC//
GO_0006400_7	ubiA//sgrR//nmpC//mzrA//hiuH//cas1//fucO//envZ//csgA//patA//phoU//sbcC//hyaC//rapA//yehP//iraM//nrdB//hyi//yahD//metB//abgA//ldrB//prs//mdtD//glnB//zur//xylA//dicB//deoD//rnhB//ubiF//proB//epmC//lgoD//purN//manX//mntR//ygcR//moaE//hda//sgbH//emrE//glsB//prpD//ldtD//ybfE//btuF//yneE//sapD//
GO_0006401_6	iscU//yjeH//fdhF//nfo//rbsA//tehA//pstS//astB//ulaR//csgF//setC//metL//entE//lpd//livF//yjhB//yajO//envZ//mglB//cydC//ydiB//gutM//
GO_0006402_7	lepB//yfiR//ybiJ//fumA//lipB//blc//hdeB//yjeI//fabD//zwf//fixC//
GO_0006412_6	gshB//mioC//pta//yiaF//xseB//yqjA//waaO//ycfH//flgA//rhmR//dtpC//pgpC//kduI//mdoG//manA//bssS//hemA//yqcG//upp//ybeQ//menC//cysC//lolD//pgi//ompG//cas2//lptC//ivbL//rnlA//rluF//tolQ//tas//ftsN//mdoG//udp//cbtA//purL//rimP//rarD//sugE//nrdD//yicJ//alpA//ftsB//abgT//yrfG//mtgA//ompR//dacB//valS//smpB//
GO_0006413_4	ispU//ycjD//ygeR//
GO_0006414_6	mntP//ptsN//pgaA//yfdG//ygjH//sapB//scpC//nanT//pdeH//
GO_0006415_7	yhbO//pepN//topAI//rbsA//metN//dmlA//idi//
GO_0006417_7	mtlD//tldD//trmA//cfa//fliD//ydjE//insH-5//ligA//astC//ypdI//rpsP//ynbB//idnT//dinG//secF//hisI//tar//rpnB//rnd//ynhG//moaD//treA//yfdG//ygbI//aaeB//frwD//yjeI//mscM//flgM//yfeD//yafO//fumA//fumB//rep//ivbL//rlmE//treF//argS//barA//
GO_0006418_7	zapC//oxc//fau//uhpT//accB//qorA//purT//nlpE//creC//ivy//hyfC//paaD//yhaO//lsrR//hupA//narW//yedF//dosP//dnaT//suhB//sodA//rayT//rfaB//yeiE//thiH//
GO_0006419_8	fadI//
GO_0006420_8	yciV//
GO_0006421_8	zwf//
GO_0006422_8	rtcB//
GO_0006423_8	fetA//
GO_0006424_8	yhjR//rssA//
GO_0006425_8	feoA//
GO_0006427_8	nuoE//
GO_0006428_8	yjjU//
GO_0006429_8	pgm//
GO_0006430_8	lsrC//waaQ//
GO_0006431_8	yhjV//
GO_0006432_8	deaD//wrbA//
GO_0006433_8	pgsA//
GO_0006434_8	zapE//
GO_0006435_8	deoC//
GO_0006436_8	argO//
GO_0006437_8	ivbL//
GO_0006438_8	eamB//
GO_0006446_8	fkpA//ynfL//acrF//ygeA//prpB//guaC//ybaQ//
GO_0006448_8	tdcE//mgrB//ubiG//ybdM//purU//
GO_0006450_4	ilvA//ydjH//hybC//betT//accA//yhaC//alaE//ais//pepN//baeS//
GO_0006451_7	infC//
GO_0006457_3	ygbM//prpD//yahK//abpB//flgB//yieK//rpiB//mglA//wbbK//yeeO//rbsK//rnlB//yajO//yihS//mutY//fepG//frmR//rne//pta//putP//fdhF//emrD//glgS//lpp//ribA//gstB//cueO//sbmC//yicJ//bamA//pgaD//livK//ftnA//guaC//ydiK//panC//yidQ//fdnH//ydeT//yiaU//
GO_0006458_4	nsrR//fliT//rfaH//pdeH//nanE//cueO//rnr//srkA//
GO_0006464_6	ybjD//pdxY//waaL//baeS//yphC//cvrA//trpR//lysP//hybO//yadM//osmC//oxc//hemD//tcyP//hxpA//ydcM//entA//rsmH//chaA//atoC//mrr//sgbH//moaA//smrA//rplD//mdtA//yhaM//pliG//ygdG//galT//rhaA//rlmC//phnK//paaJ//nfo//lolE//potE//yjbH//kdpA//cvpA//btuC//atpH//arfB//proP//ydiQ//nimT//rfaB//pheS//tusC//cbrA//ygiN//folA//nuoN//yfbV//yfeD//agaC//torC//yiaN//mdtA//arnT//nusG//yiaN//tig//yfaU//rluD//mtlA//moaB//nanS//leuD//uidA//qorA//hemE//ispH//torA//thiG//rplY//adeQ//mocA//eptA//sdaB//envR//aphA//hypB//cydD//blr//abgB//waaS//nanR//ftsN//yhhY//dinQ//lsrD//blr//ldtE//topA//nrdD//opgG//borD//gatY//csgF//rsmH//potF//ribF//frdB//yiiD//ydiR//dinI//sufS//fimA//ybjC//lacI//fic//speA//wzzB//rcsB//ycbX//rcsB//fimH//yfiF//ompL//ydcZ//arfA//ydcO//ihfA//ydhQ//hyfC//cysK//csiR//qseB//lgoT//hemC//cmoM//cfa//proP//sulA//trg//clpP//abgR//hyfR//wcaC//dgkA//chpS//
GO_0006465_6	pspD//zupT//fadR//
GO_0006468_7	yodD//ygfI//gcvT//gadX//ycgR//epd//agaR//ccmE//tufB//rutR//rfaC//barA//lyxK//cpsB//yccA//ssuE//cheR//bioD1//adiY//glpG//yejA//fhuC//lsrG//uspC//pdeR//dmsC//araA//yhaO//speC//yibA//gudP//mutT//sapC//coaE//rhaM//gcvT//recF//grxD//ppx//galP//plsX//ymfK//rfaG//soxS//menE//cusR//pstS//argE//pstA//rplM//lysS//rimJ//yabI//
GO_0006470_7	fadE//napA//argH//glrK//argF//aroH//rseC//yhdH//fdnI//wzyE//yfaE//treA//gsiA//nadK//trkA//yhiM//
GO_0006473_8	parC//umpH//narX//epmB//pdhR//rpsL//tsf//atoS//secY//zipA//alsK//ssuC//
GO_0006474_6	ydgA//aroD//mepM//uvrA//insI-1//
GO_0006475_9	galU//prmC//
GO_0006476_8	acrF//rseP//pepT//
GO_0006479_5	glgS//dtpC//ydcP//panB//insH-6//trkA//pdxA//fimZ//
GO_0006480_6	fliL//
GO_0006486_5	cyoA//
GO_0006490_5	artJ//
GO_0006497_7	rstB//
GO_0006508_5	secA//dps//pdhR//rmuC//hofQ//ydhJ//ridA//slyA//dcuS//secB//ihfA//mdtI//yfiF//deoC//agp//pyrB//nirD//glnP//nmpC//hcaD//arsB//hprS//fruB//bioA//ygcR//abgR//rapA//alr//mscM//rhaT//rplW//yjbG//hyi//nadD//minE//folE//rpsA//murC//yhjB//tatE//zntR//yafE//lit//lldD//fimA//ssuA//yhcD//insB-4//nagC//murR//ligB//ynfL//ftsB//tsr//fruB//
GO_0006515_7	glsA//hisC//psuT//xylR//
GO_0006517_6	ycfS//pcnB//iraD//tusC//
GO_0006518_5	rnlB//ade//fadR//dsbB//hisH//lipB//waaC//sbp//pspF//trpA//minC//rplY//gnd//sucD//bamB//alaE//yahO//yibA//tnaB//yadV//nusG//fdrA//dsbA//hicB//dgcZ//yagF//rluA//gldA//blr//pdeF//glsA1//aroL//rfaG//nupX//truB//dinI//ttcA//trkG//proW//yiaB//mdlA//hfq//cmoB//bamB//argD//ilvL//kch//radA//rplW//dctA//ypdC//hslO//ycaN//npr//rpsA//yegS//ttdA//trmO//speC//afuC//xanQ//ansB//adiA//rep//ebgR//psuG//tmk//sbcB//yqaE//ydjK//cysG//hpf//hcaF//lolD//hrpA//fabZ//yjhB//
GO_0006520_4	mscL//glcF//csiR//relA//glrK//ydbD//ghoS//acpS//rbsA//fliT//fadM//dbpA//ycbB//ppk//csgG//yihU//glpB//flhA//yjiR//nadA//yjhH//yciH//potI//ybjX//blc//narQ//hda//argK//mhpC//yggN//greB//dgt//yiiM//galF//nudB//feoA//ahr//waaQ//azoR//rnc//nlpI//hybG//rfaC//gabT//ydhQ//ynbD//rhlE//rlmG//ykgA//ispU//yfcP//ygiV//pinE//rpmH//prpR//prpR//setC//kdpD//rpsO//clpS//rpiR//yhfK//rutF//yhgH//pgpA//serC//fruA//sufD//tsaD//hemA//serB//asnC//rnlA//ccmC//panF//puuB//fdnH//lpxC//ratA//intZ//astC//araC//cobS//sgbU//mdtA//hycI//yghG//coaA//yfgI//cdaR//ssuE//gltS//fabI//serB//rlmE//rcsC//hisI//dgoA//yfiF//yhbX//pcnB//hrpA//ispU//yjfF//malI//malY//fpr//hypC//hflD//ybaK//yoeE//feoA//yfdR//yadI//entF//lgoT//cdsA//ydcZ//brnQ//ybcF//sgcX//sstT//rpnA//tldD//ariR//yjcS//yigL//yjaZ//ptsN//btuF//mntR//fdhF//truC//pinQ//fur//chbR//ynfE//ompA//yrfG//ulaD//yfeX//yfdR//ilvI//ascF//ppiC//tcyN//ycgR//tufB//ycbV//holE//sgcR//argA//yhbO//prmC//ihfA//ynaI//nfuA//hemF//artI//rluD//cusF//recB//ydiQ//cysA//grcA//hslO//dnaE//leuE//lysO//trpC//zupT//gntR//moeB//ybdM//mltB//yhbY//agaA//ldcC//sdaC//adhE//polA//pgaB//tas//hha//potF//yaaJ//yfaX//entD//cdaR//rfe//araD//pflB//lptD//ebgR//betB//yafC//malF//hscB//rnr//ghoT//otsA//yahF//
GO_0006521_6	intQ//paaG//murA//
GO_0006522_7	aas//glgB//dgcM//norW//gph//rhlE//ygcO//
GO_0006523_8	ydjH//fre//yebZ//tisB//
GO_0006524_8	trmJ//yfcP//fepA//
GO_0006525_7	malX//secY//rlmI//potI//mdtO//epmA//hybA//ynhF//atoS//rpmC//fabI//citX//tauC//guaD//ibsE//astB//tldD//accD//ybiJ//hscC//wecB//
GO_0006526_8	yfeW//pstS//lyxK//yqaA//mraY//feoB//yfeR//kilR//nfo//amiB//cobT//btuF//uhpT//
GO_0006527_8	ydeI//paaJ//caiD//nanR//phnN//fetA//lolC//adiC//glxR//
GO_0006528_6	ynbB//sdhE//frmB//kdgR//
GO_0006529_7	yeiE//ilvN//
GO_0006530_7	macA//treF//
GO_0006531_7	ptrA//phnN//fepG//allR//cbpM//tcyN//mrdA//pgaC//
