#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	nupC//yciG//hisH//pta//
GO_0009056_3	gudX//sbcD//topB//hcaC//ydjE//insB-2//opgH//yiiE//ybiX//shoB//dpiA//alaE//galK//ibpA//yidA//ybhA//rsmD//rseP//arnE//acpT//rfaE//ada//tyrB//panE//grxD//ydcP//ispF//phoA//dnaC//purR//bcr//nfsB//pabB//uxaA//rfbD//narZ//galE//murI//hsrA//yehT//flgA//metE//yeaK//dnaJ//rhaA//yhcD//lsrA//ycjR//adiY//pabC//paoC//ytfP//artQ//flhC//acrD//sgcX//yagG//nuoG//uxaB//leuC//cmoB//trmD//gatC//tdcG//trmB//lptB//mdlA//nikA//acnB//alpA//yphC//intQ//frlA//thiH//rpe//bamA//ydcZ//cynT//ynbB//queA//baeS//sgcX//phoE//ilvN//fimE//pyrL//uhpT//yadI//znuB//plsB//ybaO//tyrR//yagE//mutY//mdaB//dgoK//yjeH//insB-4//metE//lacZ//znuC//artP//aroH//serC//mliC//lsrC//gabP//mrcB//rpiB//rihB//sodB//csiR//hflX//wzzB//ptsP//lptB//yfdK//manY//fur//hyaD//kduD//envR//dusB//ubiE//sbmA//ispU//fimG//lysO//ibaG//glyA//ynbD//purC//yneJ//waaU//luxS//frmB//ilvM//rlmB//dxs//arsC//rffH//yidQ//ompW//cysP//ydcR//ruvB//pth//nikC//tsaD//nemR//lpxD//yceK//tap//fnr//tqsA//yphC//pepB//gudX//flgF//dgcT//yjjW//macB//fadB//glpF//mltG//aspS//ydjM//ubiA//pheM//yhaO//rpnC//metB//ppsR//puuC//fabG//nrfF//mqsR//wza//nagC//cysA//idnK//nrfA//rlmF//nagK//yqjH//dgoA//lgoT//ccmF//aroC//srlR//hmp//dgcZ//cutC//uraA//frlA//rutD//yfaV//atoC//cysC//fliA//paaH//pdeF//gshB//yadM//hldE//aroH//rsmG//mlaD//srlA//moaE//waaB//waaY//yajQ//nuoH//mhpT//elfG//ybhS//wecC//cmtB//ssuA//ycjU//manY//lamB//kdgR//ykfM//xseB//ynfL//tdcF//deoC//dgkA//yjiA//cytR//yebS//yihV//truD//gyrA//yaiW//yigL//yceO//zur//sstT//gpr//ppiD//speB//wecB//pgpB//xdhB//pdeH//yhjX//aes//bisC//rpmJ//galU//pgaD//dkgA//aroL//cspD//rbfA//rfbB//lpd//cpxA//fucO//ycjW//gmd//argP//cas3//dicC//ppiA//nagE//yqiG//gpr//yejB//crl//bglH//dcuS//glcB//rfaB//fepC//yebK//galE//eutK//ibsB//osmC//cpsB//zapC//tig//dcuS//yddA//serC//yhhT//fdoH//cdd//rimO//eno//rfbB//galR//flgD//hchA//xanP//dnaA//rpsL//yagG//gatD//yejA//yeiL//rplE//phoQ//oxyR//yqjH//wecA//minC//fetB//yafO//yedA//kduD//rimP//mutY//menH//tdcG//ibpB//folD//htpG//hypT//tas//fdx//pdxJ//atpC//rtcB//yfdG//mrcA//pspC//gcvH//ttdA//ddlB//nadE//agaD//deoD//amiA//rplI//mntH//ugpC//rseB//frlC//rdgC//ralR//sgcX//ogrK//iraM//ruvB//yhhY//cpxR//ynfK//trkA//lysA//ftsL//lplT//yneE//yadM//betT//fucA//lpxK//mutH//cusC//waaO//sdhA//patA//ppx//xapR//fucK//guaA//hisC//rplI//ybaE//lsrB//csgD//rlmJ//yhiM//aroB//fadH//yihR//thrA//tsx//phoE//tufA//ycdY//fdhD//fabG//sapC//puuD//der//lepB//hemC//truD//truA//plsC//gdhA//yggT//yjjV//ydiB//rpsD//malX//rplC//groS//satP//pspD//dxs//ompR//rph//elfD//lldP//trmL//serB//dkgB//fur//yejA//lldP//
GO_0009057_5	glsB//yedA//gcvT//yhjA//gph//ychF//macB//yahO//trmO//dsbB//yihW//rfaD//fucA//intE//gdhA//ptsG//ybjL//ybdM//fumA//dacB//gshB//rcsF//lpxT//yddG//frdC//yidK//nirD//waaO//ravA//tsr//chpB//mdtI//ascF//soxR//copA//ybdN//psuG//yqiI//fucO//ybhS//yciT//fliS//recA//obgE//glmU//yhbY//thiI//upp//opgG//ybaK//ykfM//aer//emrE//cobT//
GO_0009058_3	astC//lplT//fdhE//sad//macA//tig//yaiP//lpp//csgE//ycgV//tusD//mngR//hfq//lrhA//asd//ogt//yfiC//elaA//yadC//xylB//tdcG//chiP//aroF//hemC//nuoB//prfB//ligA//frmR//tatA//galF//ppsA//glxR//polA//modA//mcbA//avtA//galF//hemL//agaV//intZ//yiiM//yfcS//lysA//rfaB//accC//psuT//cheR//flgC//paoC//ruvC//rhoL//accA//rppH//rpmJ//serS//qorA//yidD//glrK//yegV//nagZ//yfcP//yaiW//proS//rpsO//lpxL//lepB//rlmE//mocA//yphF//dppB//lpoA//rpmE//ybhG//folX//ansA//rlmC//glnE//hofM//rplL//ansA//sgcE//purC//dacC//thiL//ubiA//eco//deaD//alkA//lptB//speC//malX//narQ//trkG//pal//sspB//lptC//yecS//sfsB//murF//proB//yibF//metL//rfaH//pgaC//gnsB//wzzE//aroL//yafO//mliC//paaJ//deaD//pyrE//phnG//rapA//trpR//rpiB//cynS//msrA//copA//glnK//frwB//iscS//ydbD//mog//glvC//lpxH//kilR//mtfA//rimK//trkH//vsr//yabI//kdpB//garL//hcaE//agaS//elfC//chpB//sfmH//waaC//potH//gltX//cynX//sodA//ispH//aidB//waaZ//yagU//yahD//frwD//menI//hofN//abgA//ydiB//mdtM//paaJ//mazF//waaL//dctA//lysR//rna//cheZ//pabB//ulaR//rimI//rsmD//srlE//pdeD//surA//hybA//cmk//yhhY//nrfA//dusC//rpoS//amiB//idi//csgF//intA//garD//lysA//pta//ulaE//nlpI//xylB//grpE//flgK//smpB//nagE//mioC//dsbG//uvrD//ydcM//ybaL//mltG//napA//yhaC//pta//ynhF//malY//tcyP//dnaC//trmL//hicB//pepA//acrE//mrcA//rutC//mlc//emrE//cca//casA//yjbG//ygfI//ssuA//lacI//speF//insH-5//uspG//carB//xerC//tdcF//ldcC//ygeA//dnaE//aaeB//rbsA//fucI//yehW//ribC//kch//mngR//yahF//gapC//rpsP//sucB//efeO//tsx//ihfA//mltD//glvC//ytfP//dctR//hslJ//creB//flgB//ydcS//rfbX//gnd//uraA//kdsA//lptA//ulaR//hxpA//glcC//nrdA//rplL//rhoL//tsf//yhjC//pliG//hemE//plsC//yehA//ybcM//caiB//mnmA//iscA//dmsB//xylH//dgoD//cusR//recQ//rsmA//ydhC//rffT//rspB//thiM//yedL//yggN//uspE//yjfF//yaaA//gyrA//waaA//tcyJ//feaB//cpxR//yggW//oppB//mmuM//yehT//wecB//yjfF//patA//dpiB//hslV//efp//dgcJ//leuA//ccmG//ibsD//dcyD//dsdA//dctR//gfcE//frwB//yaiV//rlpA//hslR//yehA//sbcC//eptA//yiaT//kilR//prpR//chpB//rffT//rpsB//lspA//trpB//gntU//bamE//atoB//ompR//yehC//yhhT//mtlA//agaC//rclA//glnB//proS//ygcW//mepH//rpsM//selB//yraK//dcm//tap//ybhG//citX//agaS//kup//trmD//ynfK//tauB//cusB//pal//dgcT//lpxH//dgkA//prfC//btuE//lnt//agaV//sufC//livK//mltD//tusA//yheT//zraR//mdtI//sgcE//ilvI//queC//fucK//entD//yhaO//puuE//ddpA//tynA//tolB//yidE//aspA//yfaU//wecA//mlc//yqaA//cptB//modB//gntP//leuA//kefF//yjcS//yifB//rpmF//aldA//ycjD//hisS//glpK//hypA//yjiM//cspE//yjeH//mnmC//yraJ//ydcP//hypD//glnK//rpsR//nuoB//ftsW//rhaA//tsf//rimJ//cmoA//gnsB//ttdB//ulaF//gntT//tolA//tdk//ynjA//phnN//ynhG//manX//malX//yidQ//bamC//degS//flgJ//rhsD//hscC//qseB//pabC//cptB//waaF//efp//radA//murG//ynaE//cspI//hscA//scpB//hybC//mltF//cvpA//araH//entH//lsrR//bdm//lpxP//sgbE//yqiJ//pdeK//rfbC//rpsH//xylE//hemL//sfmH//pta//tufB//iaaA//hxpB//mdtD//kefG//tsaE//napA//ydfG//tatB//rimO//tauB//lit//ybbY//bcr//sutR//yiiM//arfB//waaQ//murF//mcbA//rpoE//pgaB//upp//cdsA//csiD//relE//ddlA//hemC//speD//tusC//pdeH//hypT//setB//rhlE//infB//xylB//rlmL//agaW//tus//mipA//sthA//fhuC//fiu//yfeX//rsmH//deoA//bssS//mlaB//mlaE//hypC//yfeR//nrdI//mpaA//acrZ//cspB//argR//mtlR//pepB//tesB//yahI//mlaF//hemN//sufC//rpe//waaB//ccmA//lgoD//hycH//bhsA//yadI//pntB//frc//fhuB//hemB//modB//yjjI//mppA//yfcG//yfdS//ruvC//ribA//dgt//fdnH//fur//mlaC//dinQ//yeaG//garP//speA//hofM//ftsK//dusB//yegV//greB//ulaA//sdaC//yiaU//yhaJ//dgcQ//nanA//chiP//deoD//rhtC//ykgF//nusG//dacD//lpxB//gshA//emrE//malE//cmoB//sucC//trmI//waaU//yjjQ//yeeA//galE//ycjP//yoaB//hha//ydfD//elaB//greA//ompA//aldA//recG//betI//mtnN//ibpA//queG//phnH//fbp//arnD//chbC//yihI//potH//purT//yjhI//iscU//frvR//ribA//uvrD//glcE//yidZ//trmJ//agaW//hypF//yidP//bamE//acpH//ascB//ldtC//hemN//speG//tar//leuE//yahI//glsA1//waaG//znuA//gshA//elyC//iscS//aroG//moaE//codA//ogrK//ybdM//bglJ//napF//apt//torC//cbl//frdC//fruA//ompL//hxpB//asnS//ychH//tadA//fdrA//tdcC//cheW//fixC//ynfE//dcuR//yfdG//sfsB//fliL//ralR//umpH//mprA//yphB//rng//radA//ftsH//pcnB//hpt//yiaF//aaeA//accA//yigL//ybcJ//yebS//prfB//yraR//adhE//gabP//queE//sgbH//flgK//eutB//srlE//fucO//rdgB//lhr//add//tsaD//dmlR//groS//yohC//frdD//gppA//xdhB//yjbF//tig//ptsP//fadA//tauB//yagJ//ttdR//umpG//sufB//ulaE//mtlD//srlR//rsfS//argF//yhjD//spoT//dapA//yaiV//yedF//rpoE//glpB//ybhJ//cysP//pyrH//hlyE//grxD//hisQ//sgcC//ychF//ydiK//yhhY//glsA2//mdtL//modB//yidZ//abpB//ynfF//artI//lpxK//csgG//rsmE//yggW//yfcS//eamB//rplF//speG//cadA//gatA//aaeB//dinD//paaK//ycgV//fabG//ybeY//yhgH//frvB//lpxT//gapC//waaO//hha//rarD//idnD//yhdW//yccS//rsfS//yrbG//yieH//phnI//cyoB//ldtA//wrbA//ybcF//rutR//yfcF//ldrD//cheR//sgcA//narJ//gpmM//borD//melA//rsfS//thiG//zipA//rhlE//ivy//melA//hslR//yjcO//nrdR//allS//mdfA//
GO_0009059_5	araF//yeeY//nanE//ybaT//phnP//aspA//cof//wrbA//ygiB//miaB//ychO//yibF//frmA//higA//clsA//gadC//waaU//acrA//ftsL//dgoA//mazF//cca//proC//yidH//melR//yafN//rhlE//leuD//tsaE//yidA//ydfK//polB//ugpC//exbB//leuD//topA//ygiW//ppsR//gsiB//eutR//trxA//yadM//poxB//yhbX//cytR//smrA//btuE//arfB//tyrA//lysU//lysS//dgkA//soxR//trkG//allR//agaB//gsiD//malS//waaU//ybjX//fixA//pspF//yieH//mrcA//flgC//katE//yraJ//aaeB//recR//lpd//narI//cusC//ravA//azoR//tcdA//kdgT//nupC//cyoB//ydfD//eptC//lsrB//rne//iscA//cysS//sdhE//soxS//kefG//waaO//gstB//mltA//phnP//moaD//betI//apaH//glpR//yraJ//yahK//rpnB//dps//chaC//menH//trpA//trmB//yiiM//yebK//yaiP//rpsJ//yfeR//tomB//thiE//waaZ//entE//adeD//glgB//yeeO//livM//ibpA//fixB//nikR//yidD//cspE//ydjE//allS//hcaF//potA//kdpC//gshA//livM//nfuA//acrF//gph//casA//yneL//ebgR//orn//insI-1//hybA//uvrB//acrB//trpB//dppC//plsX//pnuC//matP//mdh//uraA//rffC//alsC//dsdC//arfA//lexA//acnB//rsmI//chbA//gmk//csgG//nagE//insA-2//nac//panC//ybiY//ybjN//ftsY//hflK//pepQ//allB//recN//yebG//pyrH//yfhH//fucO//yfdK//ssb//ghoS//ydiZ//tusC//folM//lldD//ydiK//seqA//tdcG//umuD//wzzE//pphA//ompR//fcl//gabT//surE//phnN//mltA//clcB//fabH//yqiG//ybcF//arnA//yqaB//rpsN//fabH//tdcE//barA//rplL//lasT//yfiC//ppiA//lpoA//dcd//rbsA//arsC//yfaX//dut//metF//udk//narY//fabG//ulaE//trpS//dgoA//yhbO//umpG//speD//cspE//yadN//yfcG//ltaE//yjiM//mtn//gluQ//fhuD//csgB//gor//argI//rpiB//cadC//purF//lpd//uspE//ybjN//mcrB//glnQ//ydfD//pheP//cspI//ftsH//xisE//rtcB//ilvD//yddG//zapD//rspB//mdlB//zapD//bioP//tdh//roxA//mazF//gltI//trmL//cysS//yafS//tynA//fetB//rhtB//plaP//arsB//panF//mcrA//pyrD//ycfJ//uspG//cytR//nadK//tusB//maoP//chaC//entB//gpmA//mngA//hypA//topAI//cpdA//mrcB//oppF//fimF//ubiI//ydjK//alkB//elaB//gapC//fes//yfaE//fucA//gutM//xisE//kduI//rfaF//frvR//murG//alkA//rfaH//yagU//hisF//hybG//cysM//ampD//cas3//ftsP//fimH//yiaM//mliC//yadI//frwD//sgrR//ybfE//hscB//metC//dsbC//lysS//
GO_0009060_6	sdaA//yraR//gspI//sdiA//focB//fecB//ttcA//yieL//ptsN//trpL//cspD//trkA//rplK//glnS//cas3//guaD//ulaE//ompA//elaB//ydeO//grcA//nrfB//nlpI//yijE//leuE//ypdF//
GO_0009061_6	bglX//rplY//dppA//tcyL//ribA//yhjA//gsiC//exbD//acnA//yagG//tsx//corA//murA//rcsC//yhdJ//rhmD//iscX//mazG//ycfH//yeiG//allD//ghxQ//clpX//mqsA//ybgI//sdhA//zitB//trpS//glpR//rbsK//ybhG//narW//insI1//kdpC//maoP//ampG//yfdC//rclC//truC//feaR//yhjA//def//ytfQ//coaE//yneJ//dfp//dnaT//uidC//ybhR//eco//znuC//pheM//fkpA//recR//dusC//
GO_0009062_6	hicA//ydjH//pntB//chpS//tolQ//rlmF//ftsX//ldrD//ebgR//ivy//yqcC//pinE//araF//pncB//yeiE//rsmG//erfK//ybdZ//ghxQ//rarA//rlmD//
GO_0009063_5	ybhG//rarA//speD//csdA//mtlD//casB//rdgB//yghO//fhuC//yegV//ptsN//zinT//rpsH//lpd//trmA//ygiB//ftsE//ttdT//malP//rpsO//cutC//ampE//dicA//trpS//yibA//yihS//nagD//alsE//lgoT//nlpA//rhaD//carA//higA//proX//ubiD//casC//pcnB//rnlB//rlpA//frmA//greB//yehX//mocA//nuoM//ycbB//recB//phoQ//ygbM//mtlD//fdrA//yieH//tdcF//tsaE//xylE//nikD//
GO_0009064_6	hdeB//rpsB//ydhQ//znuB//rdgC//yejF//rutR//rnr//ariR//gloC//clsA//clsC//dcuD//yiaJ//emrK//rpsH//potI//menE//phnC//rpsO//tsr//ftsZ//pyrL//rsmD//rna//yraH//malS//hisG//moaA//plsC//dnaX//ybjC//prmA//lldD//yjjQ//srlB//dcd//cas1//mutS//yjcO//trkH//yhbX//htpG//malY//nanA//mnmC//
GO_0009065_7	yeeA//slyD//glsB//yejA//zapD//dcm//ydeT//acrB//ibsE//insE-1//mtgA//glpB//pgpB//argT//ycfS//mdoG//yafC//pta//
GO_0009066_6	glnL//bluF//yhaC//trpC//flgB//cysQ//manY//potB//birA//ydiQ//pstC//ybcJ//hyfA//alkA//glgA//dcuA//ypdC//ligA//patZ//prmC//glcC//casD//trmB//ansA//gltD//rimI//uxuA//hcaE//eamB//bisC//leuS//ymgA//bamD//cptB//yciA//ydcM//yeiE//rcsC//gatZ//groL//dut//secB//menI//treA//pinR//glcD//xanQ//mnmG//
GO_0009067_7	glk//pinQ//leuE//prpR//ycgB//yjjV//afuB//paaA//mzrA//gyrA//leuD//csdE//betA//bioF//rhlE//ccmG//ybiI//alsC//mcbR//ligB//wzc//umuC//yjiM//yjiM//yqiH//rluE//
GO_0009068_7	csgE//rcsB//yggD//yjhC//ycjY//yjgX//xanP//rpiR//cbrA//gcvP//araC//osmF//csdA//
GO_0009069_6	yodD//ycfS//cynS//manA//tolQ//rpmH//yfbU//ptsG//yjjB//putA//ynfH//panC//galS//gntU//xapA//aaeA//hflC//thrA//nudF//etp//idnD//patZ//lapA//fsr//argR//yciE//sxy//ygcO//yedP//murJ//rssB//modC//envR//citE//lpxB//ypdF//
GO_0009070_7	uhpT//lptE//yidK//ptsN//cobT//cmoA//bolA//dgcE//ybiH//rpsT//tdcR//rbbA//puuD//fliK//ftsQ//scpC//aaeB//yhdZ//rbsC//yqjI//
GO_0009071_7	zipA//cynX//era//ybeF//speG//xanP//fliM//yraJ//yhdW//cysM//mog//ybeQ//ydbK//phoU//
GO_0009072_5	oppB//nrdF//pabC//ptsN//glgP//yegT//ugpC//livG//ppc//argS//borD//thrC//rhsD//yagG//efp//yciA//ygfA//ppiD//aspA//citC//tsaD//rcsB//elyC//ampH//
GO_0009073_6	ebgA//creC//yjiM//acpP//sohB//ptsG//galT//bcsA//talB//frmB//hemN//fdnI//hrpA//hyfA//bipA//ubiC//map//eutK//bamB//metF//mnmA//
GO_0009074_6	ybiY//maeA//speF//
GO_0009078_6	setA//atpE//ynjA//mdoG//sgcA//artJ//fbaA//
GO_0009079_7	envY//ibsB//murQ//ybhP//
GO_0009080_7	mdtA//tyrB//prc//
GO_0009081_5	adhP//bamE//proV//gadE//codB//intF//rfbB//yjaA//yqaE//coaE//recE//phnG//pmbA//cmoB//mdtE//speB//pdeD//torZ//ybiT//cusR//apt//yehT//
GO_0009082_6	gntT//glyA//glpG//rspB//pheP//ralR//hyaB//ygiW//fecA//galK//asnB//kefB//yjeI//yrdA//nadK//yhbY//glgB//pheP//
GO_0009084_7	flgH//nanK//yghB//cbeA//ompA//coaD//cobS//metN//gatD//folC//mdaB//mdlA//yiiE//argC//glyS//sgbE//tcyN//queF//cadA//pdeK//cusA//ldtD//hisP//waaU//syd//
GO_0009085_8	lolA//hicB//yeiG//yhjD//alkB//frlA//ccmA//ldcC//creB//katE//araH//arnF//
GO_0009086_7	hemD//murI//tnaC//ulaR//dcuS//hdeA//wcaJ//srlB//yggP//
GO_0009088_8	pgrR//ubiC//
GO_0009089_6	tdcG//afuB//fkpA//ybhF//eptC//opgE//mepM//rclC//modC//
GO_0009090_8	uhpC//aphA//hisH//msrB//
GO_0009092_7	rho//chbF//ftsB//entS//argA//hscB//
GO_0009093_7	yciE//fabA//hypE//mngB//cusS//
GO_0009094_6	cobC//yjjV//bhsA//pgaD//
GO_0009095_7	tufB//evgA//metF//leuE//
GO_0009097_7	paaJ//mnaT//uxaA//hicB//ttdT//queD//fkpB//
GO_0009098_7	ychH//zipA//ccmF//rlmL//aldA//yifB//flgK//
GO_0009099_7	frdD//proB//xerC//lolB//carB//minE//ydcO//bcp//rsmE//msrA//
GO_0009100_5	ptsG//purA//uidC//efp//yjhG//
GO_0009101_6	yhbS//
GO_0009102_6	glnS//yddA//ccmH//msrQ//glk//ydeM//fdhF//htrE//rpiA//flgC//hofQ//astB//dtpB//
GO_0009103_6	glgS//hcp//hprS//amiB//rssA//aqpZ//lldD//recX//sucD//nupG//folC//
GO_0009106_5	ssuA//yadG//
GO_0009107_6	dgcE//ybjI//
GO_0009108_6	cmoA//ychF//yagE//trpD//ligA//pflB//yddM//lpxD//btuB//pntA//ybaQ//yfdC//solA//mhpC//eptC//citC//yidZ//sdhE//ptsI//fau//serC//ssuB//ygjK//mltD//flgF//nanE//adeP//rfaG//yagU//ibsD//hycA//pdeH//recB//fucO//yiiM//phnM//poxB//ynjD//glgP//yhdH//nadA//yagE//galK//ftsQ//yihI//fdnI//rclR//arnT//thrA//ubiJ//tas//evgS//recT//narJ//ybaM//lpxK//efp//greA//tdcA//mug//ydhJ//recX//yiaM//thrC//insI-2//yihX//ypjD//btuC//dcd//eco//ubiH//casD//yfaX//ompL//ygfI//lasT//rnc//cspD//wecE//acrB//yjcO//rplD//yjcE//narI//rpnD//rseC//ykfM//nrfB//mocA//caiF//tatE//yieF//yhaC//hinT//yqiH//ssuD//ybcM//hemC//gcvA//ycaN//lipA//nfi//mnmA//gadA//lpd//rzpD//tynA//mipA//csgG//ygbM//
GO_0009109_6	rssB//rbsA//nlpD//ygaZ//lnt//
GO_0009110_5	yfcQ//murQ//degQ//prpB//fabZ//marR//cydD//lolB//nuoM//araC//uxaA//xylR//mutS//yihO//arnD//arnB//tsaE//rsmH//malS//yjbG//trmO//acrB//rbsA//gutM//ileS//aroA//flgI//rcnR//trmI//hycA//dkgB//bisC//fryC//rsmG//yhaV//malP//thrC//cspB//ydcR//deoA//yebG//sufA//yqiJ//rplO//dctA//fryC//rsmD//ldrB//lysA//rfaG//xanP//xseA//ftsN//bepA//pdeL//atpE//rpmC//
GO_0009111_5	flgF//fecB//lysR//yhcF//
GO_0009112_5	xseA//polA//luxS//acrD//yefM//hslU//lolC//csgD//mdtI//tatD//kefG//sfmH//xapB//mlaC//ftsB//ansA//clcA//insB-2//yeaD//citX//yihW//yedX//rpsM//hemN//ydcM//ulaD//garR//pyrE//etk//rarD//ldtD//alaE//pfkB//yhjV//gudD//smpB//
GO_0009113_5	glcE//dtpA//nikE//rplL//rhmR//
GO_0009114_8	gutM//
GO_0009116_5	hycA//sodB//wzb//ibaG//rfaC//xanQ//rpsJ//selU//gudD//gabD//yahK//hdeB//ispA//rffC//gltI//ydcI//cusR//fumC//ydeT//sdhB//rfaD//dauA//gcvP//cvrA//yiiD//ybiI//gsiA//nikA//marA//rlmC//avtA//ibsE//hfq//rlpA//yfgJ//rnhB//patA//rpiB//mgrB//lsrA//
GO_0009117_6	shoB//zntA//fimF//cfa//topA//dppA//clpP//amiD//pliG//ulaC//ydbK//ttdB//yhcN//cynS//rutG//uxaB//uhpA//cyoA//fic//recE//ileS//ycgB//ygaZ//rfbX//fadH//ribA//ralR//ypdI//leuA//rnhA//rpsA//hdeA//yeiG//yphB//ycfJ//zur//insK//entD//dcuD//cyoC//ulaC//lysC//rpsP//ybiO//kduI//rfaC//rlmC//hicB//cusS//metN//pstB//narH//rnt//glpB//eamB//tgt//gloB//cysZ//yggE//csdE//gpmA//ltaE//nuoL//waaZ//cobU//katG//thiM//pnp//maoP//rhmD//rplY//ada//yehZ//sfmA//hchA//yraR//waaQ//yhcF//hipA//guaD//exoX//cmoB//queF//yfdK//ykgO//purN//wecB//mdtO//sgbE//waaL//tynA//puuR//nadA//menA//fepA//yieF//tusE//yfeR//yahN//ttdB//nhaR//yneJ//plsB//moaB//
GO_0009119_6	bglB//astB//entC//hdeD//sthA//yebQ//nei//rppH//queC//yibA//fryA//cdaR//ybdN//nfo//lplA//kdgK//opgG//dgoT//tatE//fimH//pepQ//hypF//ybgI//hcaB//mnmE//glpT//creB//yegV//glgB//yhdX//ycdY//hdeB//sufD//sohB//menH//
GO_0009120_6	ychH//fliG//arsB//gyrB//
GO_0009123_6	rmf//ycgB//yheT//hflD//hcp//ftsA//ydcT//citT//yadK//ydiR//surA//elaD//erpA//ghoS//uspF//potC//rutR//mdtK//yqiJ//ybiX//murF//fecB//epd//ldtA//hemN//galK//ligB//iclR//qorA//cmoA//ftsE//pldB//frsA//yhdW//ybhD//nrfB//raiA//hcaE//yraN//sapC//mazG//sdaC//hyaD//yqiH//puuR//spoT//
GO_0009124_7	recR//cheW//gpmM//patA//sdaB//grpE//yhgF//wzyE//dapD//hflK//pgl//lyxK//rpmA//pdeK//aceA//clsC//dsbC//yagI//murF//ydeO//htpX//nlpD//hscA//dgcM//ubiI//acrE//glsA//vsr//yraN//secB//rpnC//glsA1//uidC//dapF//yhaO//entC//insA-1//
GO_0009125_7	rcsF//mhpB//higB//ycbB//yfeD//
GO_0009126_7	rpsR//patD//dinB//ispG//galK//sad//mdtO//yafS//plsB//panC//hupA//glnD//pheA//argA//mltA//glgS//cobT//panD//yieK//nuoH//napA//hybG//nlpA//nanR//prmC//trpB//recD//ptsI//ompT//cysN//fumC//aspC//yagF//srlB//
GO_0009127_8	hybC//rutC//ralR//fabH//ydjH//yfjR//cvpA//secA//waaF//yobA//yiaT//clpA//trpC//nfuA//dnaX//yraR//nadD//atoB//uidA//dbpA//rhaS//dgoD//yhaC//rcsD//ptrA//rplE//trkA//scpB//ydeE//fhuD//
GO_0009129_7	phnL//tsaC//lplA//yobF//ybgQ//rapA//pyrD//glgS//tdcA//garL//
GO_0009130_8	pdxJ//fklB//yacG//ortT//queC//
GO_0009131_8	pdeL//fdnG//hyaD//yhaO//purL//
GO_0009132_6	atpF//frmB//yqiH//clsC//fepB//yhfK//fimD//ydjE//pbpG//ypdI//lgt//gpp//rluB//rsmB//hypA//sgcX//bamD//yagI//osmY//rtcR//ybdR//envR//speC//ydcP//yfhM//
GO_0009133_7	fabA//groS//yhaV//
GO_0009135_7	ribC//rsgA//uxuR//nfi//fepE//speB//araF//rplY//ulaB//wcaC//cyaY//ydfH//artJ//nrdR//yadV//dsbG//trmD//speB//murJ//hemE//murD//dnaT//exuR//
GO_0009136_8	ulaB//
GO_0009138_7	rpsG//flgE//
GO_0009139_8	mukB//hisP//
GO_0009141_6	ravA//rffH//pdeK//phnP//otsA//priC//rplR//narX//folD//entC//dcuC//ydiV//essD//nepI//hslV//yhaJ//ybdO//srlR//ghoT//yagG//ydeE//adeP//metQ//glvC//iscA//phnM//ygcW//marR//yjfF//yfhH//hchA//fecA//glnE//ybcQ//ravA//wecE//mgtA//ispG//
GO_0009142_7	hofC//rhaB//ileS//yjiX//yifB//ispB//puuR//kdpE//seqA//rpoD//pepA//era//gspI//caiB//casE//trmL//pyrG//gmhB//bioA//asmA//mreB//mpaA//tktA//artM//mutT//yihW//ybaO//fepE//
GO_0009143_7	galE//rseP//patA//yidR//
GO_0009144_7	lsrR//rlmM//diaA//asnB//iscS//tonB//rhtB//dcuS//recR//secA//hupB//yddM//yfhH//cheY//gadB//atoC//glgA//aroK//yehU//yehB//rimP//betT//yhjG//rpmC//frdC//mlaB//ygeV//eutK//pspC//secD//folM//
GO_0009145_8	pgl//nrdR//yehT//araG//pdeH//ybiA//dpiB//pstA//nepI//glpK//grpE//narU//menF//lsrR//intS//dacC//sufS//hsdM//stpA//acrD//helD//fdnG//perR//
GO_0009146_8	yedA//hemG//
GO_0009147_7	dnaQ//btuC//pabC//priA//
GO_0009148_8	potB//ulaB//
GO_0009149_8	ygdG//etp//
GO_0009150_7	alsK//serB//rfaQ//lacZ//ygeA//thiG//yggN//lrp//gadW//puuE//soxS//zapE//glcA//trxC//glvB//ulaF//ftnB//rplN//lptD//yahO//nadB//gpsA//putP//fimZ//acnA//pmbA//clpB//pntB//gadC//alsE//fimB//znuA//ygfZ//cof//artJ//nth//ycfL//wzzB//hypA//mnmE//dctR//ydiZ//proP//modA//rfaG//ybjI//hns//aspC//
GO_0009151_7	ybhJ//hcaD//
GO_0009152_8	sulA//prmC//tig//rpsJ//tdh//deoC//rpsO//yciH//hcaT//hsdM//ynhF//metK//dcuS//yfjV//cmtA//xanQ//murR//ldrD//mrcA//trkH//panD//pyrB//mrr//fumB//motA//ung//yhjA//uxuR//fhlA//envZ//mdtD//treF//yhbX//paaF//pepA//uhpB//hemG//
GO_0009155_7	cmoA//yceK//
GO_0009156_8	araG//xylB//fucO//mutS//prpC//ubiB//ftsP//lsrB//murA//artP//allR//ycfH//livM//pyrE//glcB//rhaT//mdtP//cysW//dicA//aspC//psuG//adhE//hchA//yebC//livM//folC//aas//ubiG//ftsE//mrcB//rnt//eptC//hemN//
GO_0009157_8	sfmC//fbp//yidK//tus//
GO_0009158_8	nth//ccmG//fimI//ygbI//ygaZ//
