#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mgrB//mdtB//icd//yqgB//
GO_0006139_4	nimR//msrQ//lplA//flgE//dhaR//abgB//nac//napD//ygaH//glpT//zapA//tus//curA//glk//dmlR//syd//pfkA//intQ//dsbG//rodZ//rplP//rpmF//prmC//gudD//ygfI//glpF//fdrA//cysC//gfcE//ldrD//efeO//cdd//ygeW//fhuD//ssuA//ydcI//pagP//yhcH//nrdG//glnE//cdaR//sodA//mioC//minE//hycI//agaS//rsmH//holE//ispG//ygbI//yefM//murA//ygjK//slmA//aceF//dsbC//ugd//ydfH//ibpB//iap//fdnH//azoR//trkA//fmt//sodA//dhaK//tufB//dicA//acpP//galM//emrE//ihfA//pspD//rlmF//aldA//dtpA//secG//dxs//lldP//ycjU//sgcX//proC//purN//yagE//yieL//mlc//qseC//preA//ilvL//azoR//insA-1//qseB//nanA//tusC//paaF//rsmB//hflC//miaA//hycI//yebK//yhjR//chpS//intZ//guaC//yqjI//rplA//sgbH//lpxC//arnE//uidC//ssuB//yqhC//add//purA//ydcR//uacT//yieH//katG//rplP//mhpA//mgrB//dinQ//yagF//aceA//kdsD//glgX//hcaE//argO//dnaG//wza//ybaT//cynT//rhoL//sgcX//purN//tgt//ampG//carB//ubiA//nrdD//zapE//nuoL//degS//malE//frmR//glpC//narU//tcdA//ispH//idnT//umpH//frwB//rluD//rtcB//frdA//aroC//csgG//mmuP//nemA//ispU//dsbC//dosP//lgoR//yjbE//ftsZ//uvrC//iraD//yqjH//sspB//phoU//murQ//nrdA//rpsB//xapB//hdhA//tktB//cheY//ydeM//nuoM//araF//wecE//infB//yebK//pta//gpsA//emrD//minC//gcvH//osmE//cydB//yhjX//yfgI//ftsZ//ugpB//ccmG//fdhE//trkG//puuC//yciH//yciV//yddG//allC//mdtG//argI//rfbB//cho//ybdN//poxB//glnB//aphA//exoX//arnB//metN//waaL//livJ//lepB//otsA//fes//cobU//menI//iraP//insA-2//ydiZ//dtpC//ratA//mdoD//dcm//kdpE//bdcA//bamA//fau//secM//xylA//lptB//pgaB//ftsA//ispA//gor//mtn//nemA//casC//gltX//phnK//nfsB//fdnH//edd//malY//ihfA//rpoS//sulA//degP//hycI//treB//yjbG//yjiR//nusA//holA//cfa//lexA//nagZ//yeaV//valS//sbcD//melA//hldE//yfdO//ygaV//rsmC//lpxK//dhaL//rapA//atpH//lpoA//insB-4//yfbU//rhmD//pphB//ymfK//alsC//spoT//atpA//mepH//ybdG//dtpD//rpsO//yadN//yciH//modB//yibH//gudX//rpiB//sbmC//iclR//yjjG//frdB//rutE//gudD//frwB//argH//yaaJ//glgB//aroA//fre//queG//fieF//argA//frvR//nrfC//araB//yggN//mreD//malY//tag//lptF//kdsA//lgoR//kefG//tdk//rpsA//murA//ygcO//rfaC//tap//katE//nrfE//gatY//entA//lipB//ybgP//yfcV//gldA//iscU//prmA//gpp//miaB//pheA//ygiB//ribB//cas3//purL//pdxY//hlyE//hyfF//rplW//hycB//zupT//uspG//rplP//acnB//folA//polB//pdxY//intF//znuA//nanC//yhhY//sbp//chiP//pagP//radA//purL//thiL//yfeD//rpmH//topA//rpsS//lgt//gudP//aspC//yahB//kbaZ//metG//fecC//sbmC//apaH//yajD//rfaB//dgoA//galE//phnJ//nrfE//sbcD//cvrA//mlaF//djlC//tdcA//yjjX//waaA//emrD//lacI//hofQ//yphF//folX//gpr//ugpE//ybaT//cpxP//tdcF//rffT//trkG//nanR//glsA//ettA//nrdB//prlF//dauA//pntB//fdhE//pdeF//serS//ldrD//yegT//artJ//arcA//dgcZ//ldrA//rcnR//nrfA//yjeH//setB//yiaJ//infC//yddG//glpC//ykfM//yciK//yedL//amtB//elbB//iscS//rcnA//tdcB//kdpB//cusR//acpH//ribF//btuR//dtd//betB//selU//pphB//entF//gspE//mdtA//deoD//ugd//zraR//mdfA//thrB//gmd//frlA//potB//cyoA//eutA//hslV//yqjA//narV//sodB//rpnD//yiaB//pntB//ccmE//mazG//ybiY//fadI//ydcZ//spy//ynbB//btuR//nrfF//gadB//mhpA//rfaQ//dacB//accB//cspE//leuO//malQ//priA//yfdC//waaC//elfG//wza//lacY//basS//ygiW//ydcZ//azoR//yqhD//entB//patA//artP//epmC//gsiC//sixA//glgC//dsdA//atpC//dhaM//betT//rpsK//bioD2//mtfA//pflB//xylA//fimI//pyrH//gsiB//rpiR//lldP//cheA//oppA//yfaX//ybiI//tauD//ynaI//fliZ//araG//hypT//cysQ//yodD//wzb//yjiX//atpE//gsiC//cspB//caiD//mhpB//rutA//pckA//deoD//speB//cobT//ispB//waaZ//yahK//roxA//yddA//rplJ//fimA//ribE//menF//yagU//mntP//rpe//eptA//yjhH//nrdI//mdoD//rutR//gudP//yrdA//rapA//lspA//yebS//cysI//bolA//argC//treA//fimI//ykfI//cobU//adhE//pcm//ycjW//rbsD//cueR//hisA//trpB//rcnB//yhaO//setB//lptC//queC//glpX//ffh//mtnN//ftsN//narH//pyrH//rutD//comR//uspC//yadK//phnP//yohC//rlmM//rcsF//dmsC//parC//oppC//wbbK//ppsA//cdd//yggN//rcnA//ubiF//pntA//oxyR//fliT//garK//mazF//yfiC//agaB//hyfF//recG//murJ//fliD//ubiX//ybeY//mrcB//yigB//thiC//
GO_0006140_6	gabD//yijO//
GO_0006144_6	xerD//ccmA//zinT//betI//focB//nimR//rplJ//sgcB//rpiR//ycfL//
GO_0006145_7	deoA//mprA//livK//ndk//
GO_0006146_8	glgC//yebK//
GO_0006148_9	yhaJ//
GO_0006149_9	ybgQ//
GO_0006150_9	gcl//
GO_0006152_7	cdd//greB//rsmC//ubiA//ilvI//erfK//
GO_0006154_6	mdtJ//
GO_0006161_9	pgaA//
GO_0006163_6	fliA//adhP//rbsA//ydiV//fiu//maa//mscS//rluA//hyaC//arcB//pspA//gloB//glnQ//ilvL//manZ//yfcP//rpnC//tamB//rlmI//rutA//rrrD//ompC//cysE//uidR//lexA//cho//ybjX//rlmF//fadM//guaA//fecC//rpe//ftsH//yfbS//flgF//yqcG//bisC//insH-5//ppiC//lysO//mnmE//nrdG//uidA//nrdE//thrS//lon//ydeT//manX//mazG//rhtB//rimK//tolR//hypC//yidK//
GO_0006164_7	katG//ynfE//yidZ//yiaB//tsf//yojI//uup//cobT//murD//yigL//diaA//hisP//ypdC//erfK//rodZ//flhA//yidD//recF//crcB//tisB//yiiD//lipB//yggP//dinD//sstT//rpsD//rpnC//rnt//codA//murR//envY//hrpA//appA//vsr//fhuB//alaE//gapC//rrrD//mhpC//lpd//
GO_0006165_7	hyaC//mutM//mreC//yggF//mrdA//uhpA//slyA//epmA//yjhP//thyA//ybiX//dpiA//uvrC//yhjV//argT//uxaC//narQ//csgE//dsdA//
GO_0006166_6	napC//yphC//
GO_0006167_6	tyrA//
GO_0006168_7	yjiA//tesB//
GO_0006171_9	lpp//
GO_0006172_9	ptsN//
GO_0006177_9	aroC//mrdA//zapC//
GO_0006178_7	yadC//
GO_0006183_9	actP//
GO_0006188_9	waaL//hybC//gpr//mngB//
GO_0006189_10	csgB//evgS//
GO_0006195_7	hscB//pabA//
GO_0006203_8	dcd//intA//
GO_0006206_6	glcB//thiP//hsrA//tktB//dxr//emrE//pstB//narL//yghU//yoaB//aldB//ymdB//mglA//hslJ//ccmE//pdxH//rfaC//gcvR//argG//srlB//yhbQ//mdfA//hflC//matP//araG//glmS//
GO_0006207_8	ung//ftnA//tilS//hflD//hdeB//
GO_0006208_7	insB-4//nanT//nudF//galF//lolE//yfdG//ygfA//ftsH//tehB//pppA//leuE//ytfE//yjcE//
GO_0006209_6	yidE//
GO_0006210_8	purB//
GO_0006212_6	yibH//ptsN//fdnG//csgD//kdsD//yfgI//yjbB//gatA//rutF//csgG//ompC//
GO_0006213_6	hemB//yaiW//phnC//tdcA//tktA//arnA//napF//insF-1//trpB//prlF//yciH//tgt//rcnB//hisQ//kefB//pgpA//
GO_0006216_9	metF//
GO_0006217_9	glgP//
GO_0006218_9	ubiI//
GO_0006220_6	lipA//mug//glyS//waaO//valS//lolE//ydaC//dnaG//nadK//csrA//spy//ldcA//yehW//trmJ//rsuA//ivy//ribF//nanK//prmC//ybjX//
GO_0006221_7	zraR//trkA//ygbI//mscK//puuA//thiD//ubiE//flhA//sbp//ynbB//pabA//yoeE//pcm//
GO_0006222_9	yeaG//
GO_0006225_9	rna//
GO_0006226_9	dtpA//ydjH//
GO_0006227_9	rsmH//
GO_0006231_9	panZ//
GO_0006233_9	lgoD//
GO_0006235_9	galP//
GO_0006241_9	chbC//
GO_0006244_7	ogrK//yadC//ldtE//ycfS//codB//adiA//tnaB//
GO_0006259_5	menD//fucP//ftsB//sgbE//fadA//uxuB//msrA//ccmH//sgcR//waaO//ileS//nuoH//ybaO//cusR//fliK//mdtL//degS//cysG//yfaU//csiD//tdcF//pliG//yiaT//ygfZ//nirB//dnaJ//dicB//mqsA//feoB//rrrQ//yhaJ//bglA//argR//accD//ascF//tmcA//kdpB//hflD//rplS//acpH//ybhI//yfiF//ynaE//atpD//dacB//asnC//dsbA//yhaJ//norR//atpF//epd//idnO//cysC//aroP//ybiA//rpoS//leuO//hcp//bamD//dmlA//cadB//gcvA//dgoD//frvR//yggT//eco//frwB//garR//yhcN//kdgR//uidA//folD//fdhD//insI1//ygjH//solA//moaE//rfaG//sulA//intA//alaS//rffT//frr//marA//hha//talB//rbsK//bamA//betA//aldA//waaA//rpnA//lapB//ribB//npr//yfdG//rihC//yibH//ymgA//hybE//yieK//garR//rfaC//lspA//kdgR//lpoA//osmF//nanK//ybbY//metK//atpA//yohD//pepD//paaX//ortT//glcC//ygeV//yjeI//hyaA//bioA//nrdD//intZ//uhpA//rihA//dgoD//tamB//narV//iaaA//ynjA//rtcR//ftsQ//glgS//vsr//tag//ycjQ//psuG//metQ//yiiD//pheP//clsA//menA//cobU//hha//rhaM//clpS//yqiI//murC//yhjX//
GO_0006260_6	potH//bglX//yfhM//prfA//ompW//plaP//ydcS//arnT//yjjB//setB//dgoD//puuR//yjhH//yjbB//rpoE//eptA//citC//ybjD//yidP//waaG//gnsB//
GO_0006261_7	osmE//asnB//insK//hisA//thiG//hofQ//ccmF//ilvE//pppA//trpA//pmbA//truB//
GO_0006265_6	yibA//waaZ//dinB//ypjD//dinG//
GO_0006266_6	minC//feaR//rpsH//
GO_0006267_5	ribB//
GO_0006268_9	yjbB//argK//yggN//
GO_0006269_6	sgcC//
GO_0006270_6	rarD//uspE//radD//osmC//hofM//yphC//
GO_0006271_7	yiaL//napF//afuC//
GO_0006274_6	adeQ//
GO_0006275_7	guaC//ygeA//queD//zntR//clpX//purU//fruB//mraZ//csiR//
GO_0006276_3	mscS//afuB//cpoB//mnmE//uxuR//hisH//ykgF//manY//
GO_0006281_6	ffh//trpR//tyrA//murD//fryA//sdhE//wzzE//pgi//trmA//murQ//copA//glyA//soxS//glnP//rssA//valS//yihQ//melB//ydcM//pgrR//dsbC//mazF//bglF//yejF//yaiW//yefM//ppiA//rhlB//qseC//murI//cstA//asr//elfC//mazG//ykgF//wecC//mqsA//dgcQ//nudG//ascB//dusB//dgcF//nagD//gmd//ykgO//lgoD//ynfK//umpG//pgpB//lysO//dauA//mlaE//rcsC//sspB//htpG//
GO_0006283_8	hofM//
GO_0006284_7	purA//yjhI//deoB//yhbS//cbeA//fixA//
GO_0006285_6	rseC//waaS//tig//livK//prfA//
GO_0006288_8	ybjG//znuB//
GO_0006289_7	fadJ//proP//
GO_0006298_7	ihfA//ydjJ//putP//glcC//aroF//msrP//ompA//tatD//msrQ//mhpD//
GO_0006301_7	hrpA//higA//pinQ//fur//
GO_0006302_7	erpA//rnpA//lplT//wrbA//tyrA//rlmA//fabI//puuD//yaiV//
GO_0006304_6	sucB//ypdC//yfaU//dmlA//ubiE//nlpI//yhfK//ybhG//sspA//
GO_0006305_7	ttdR//ccmH//panE//ybdR//
GO_0006306_5	cydD//rlmF//surE//yggW//
GO_0006307_8	fadR//hyfA//malF//minD//hrpA//
GO_0006308_6	prkB//trg//yqiH//rfbC//ytfP//qseC//ssuD//cadA//galF//ulaC//fadB//mdtC//
GO_0006310_6	basR//clsA//yafE//abgT//umuD//rpsL//yjiY//rpiA//bepA//mug//cbpM//qseC//ivbL//tatA//pgpB//sugE//fixC//purN//yfbU//flgF//yehD//pcnB//fucK//metR//rffT//ftsW//cutA//uidR//yidH//gnsB//chbG//nrfB//xseA//dmlR//rplD//uup//argP//proC//ghoT//hypD//phoR//cyaY//agaI//
GO_0006313_4	cysB//dsdC//xerD//ygiV//rpmG//folM//ghrB//
GO_0006323_7	ygeV//
GO_0006325_4	atpH//
GO_0006351_6	entD//yqeF//holB//fdoI//hcaR//rpmJ//paaD//srkA//trpR//yebQ//msrP//hpf//smpB//gadE//yhbO//elyC//hyfC//yidA//fruK//argE//tauA//ybaK//hlyE//cysZ//rpsK//era//yigL//nrfE//asnC//argD//ydcO//add//narU//uhpT//rzoR//ybhA//rfaH//yhaM//psuT//potI//rstB//sapB//yaiP//trpL//gpr//ydfD//argI//dpiA//ybaL//cfa//ycdX//fucK//agaV//yfcQ//casE//ppx//sucB//ssuC//fdoH//yjjU//yeeY//betT//pfkA//rpmH//flgA//sad//nagD//entF//cheZ//csgF//iclR//nadA//malF//bhsA//wecE//dcp//ackA//hofP//hslU//yhgH//prpD//nikB//hupB//rfaB//dicA//folD//emrB//yajL//eutD//ssuD//ftsE//ebgA//yegD//prkB//mrp//ydeI//fliK//mqsR//queE//yfiC//lptA//yqiG//nirB//guaA//ypdC//gpsA//mreD//bglX//ybdZ//osmF//xanP//rcnR//znuC//hemA//malF//topAI//lasT//rffG//cpxA//
GO_0006352_7	basS//sodC//thiM//xapR//
GO_0006353_7	kgtP//yihV//
GO_0006354_7	entA//fadE//envZ//
GO_0006355_7	iraD//lsrG//ynaE//ykgF//yhbY//livG//eutB//recN//trmO//fumA//xthA//psd//srkA//emrE//psuT//proW//mngA//dnaK//eutN//yadC//ynbC//bhsA//abgT//gpt//prpR//cytR//yjhI//nuoM//hpt//prmB//yqhC//acpS//purR//livF//ilvH//ybbY//gabD//livM//sdhD//hprR//glcC//efeO//tolR//ytfR//insE-1//bioD2//yafC//idnK//mlaC//ttdR//ribC//trpB//bssS//prlC//dnaN//manY//argD//xerC//sapD//dtpC//fadH//alaC//ypjD//fucK//pgl//fabG//narY//rpmE//recX//citE//yfaU//gltK//ybaT//ebgA//ydcO//trmD//ycfJ//lpxM//yjfF//ugpC//puuC//yjbB//hscA//prmC//ompW//hemC//nimR//glnD//dcuC//hslJ//yfaX//glpR//glnK//trmA//hyfC//rbsR//yadI//fucI//agaC//hypB//malS//seqA//rhaT//yebG//gspE//yhdJ//yghU//acpP//metI//greA//uhpB//hslU//serB//sbcC//maoP//deoD//cysE//mtfA//glnE//ssuD//ccmF//cusA//acpS//yghU//obgE//rhtB//entB//barA//hrsA//argK//kgtP//manZ//yadI//nudC//wzzE//paaD//ydiP//mutT//wcaJ//yhbS//pepB//malE//lpp//paaB//ydjJ//holA//fepB//matP//rbfA//rfaG//alsB//mreB//garP//folP//yiaL//corA//accD//ubiI//argE//yafS//gmd//citX//yfcF//glgS//nikA//ykgM//dtpB//caiE//yjbB//nrfC//msbA//menF//sufB//higB//dcuS//phnG//cspB//ygiV//yccX//rlmB//pliG//erpA//aroB//hsdR//ftsY//coaA//cysS//lsrG//adeQ//yjiX//pbpG//ybaE//ulaB//csrD//dnaC//pflB//srlR//rpoA//sbcC//nagD//mtnN//rnd//rimL//perR//rffT//mntP//fumC//maeA//exuR//pfkB//dhaK//gpr//rpoH//csdA//chbC//rbbA//ybaE//yfcQ//fimD//dsbD//yfeX//glpC//cysN//fucP//ispU//kdsB//frvA//lacY//nanS//ubiJ//greB//yrbG//roxA//hslJ//yihU//sfmH//elyC//yidK//acs//hslR//ibsA//amyA//nuoB//pdxB//htrE//sufB//ybhA//elfA//clpP//yghB//mreC//serS//pmbA//ydfG//emrD//purF//trpB//xylH//dkgA//mglC//hldE//
GO_0006357_8	aceB//
GO_0006364_9	rplS//yqjA//yfeO//paaJ//aphA//narI//tcyN//treC//yfgJ//metN//glnS//gsiC//ortT//luxS//secY//msrQ//tusA//rsfS//alsC//rpnA//narV//ridA//yccS//yjhI//fruA//maeA//topAI//ubiB//csgE//cnu//betB//sspB//uhpB//yfeW//evgA//trkG//gcvT//puuE//cyaY//gspE//hemC//bamC//narW//
GO_0006378_8	yidH//xisE//
GO_0006379_8	yeaG//
GO_0006382_8	metL//
GO_0006396_7	aqpZ//ascG//hslV//gshA//ilvE//ssuE//dnaN//agaD//maoP//atpH//yhhZ//yihI//tolC//thrB//ydiB//ygeX//znuC//yajR//pinR//agaS//dcp//borD//appY//kdsC//blr//folM//rutA//modC//cbrC//ttcA//ade//yafN//tatE//frmR//fur//elbB//brnQ//yhjX//degS//alsC//carB//ybhA//lasT//cobB//npr//rzoD//tehB//ygiS//ftsN//cysE//serA//spoT//sfsA//pitB//yjiR//iap//ydiQ//amiA//lsrD//treR//hypF//yiaB//selA//yfgJ//ais//chbB//yahB//rnd//evgS//rnt//yqhC//ldhA//fimA//nadB//lepA//cho//dsdC//fkpA//rdgC//yahD//yfbR//pepB//glsA2//deaD//rhlE//tsaC//ascG//thiP//hpf//yadC//alpA//nadE//upp//cmk//tsaE//mrdB//cysB//rcsC//minE//sfmH//gutQ//lptB//
GO_0006397_8	yabI//ccmH//hcaF//
GO_0006399_8	stpA//ahpC//feaB//asmA//glgX//hflX//metH//nikC//dnaG//yjiX//zntR//phoR//panB//osmC//elbB//ribF//chbG//iscA//bioA//rfaD//cof//xylR//asd//dusC//mdtD//ybaL//dadA//xylH//mhpA//yahO//cobB//ssb//ompT//fucP//rapZ//kdpD//gmd//ybcF//nrdR//umuD//lipA//ygdG//nemR//kch//nuoE//gltS//hicA//trpE//clcA//macA//puuB//nrfF//zupT//frdA//waaY//yibA//lsrC//rpsM//zapD//tsx//kbp//cydA//arsB//mutL//dcuC//csrA//amiA//yihW//trmA//flgM//yqeF//arnD//oppC//yjiA//atpH//csgB//yiaT//satP//yjgX//ydiO//dhaM//flgG//
GO_0006400_7	araA//rutF//hofN//serB//glxR//ydjE//yieH//rplF//yeiE//fliM//fdhF//mcbA//mreC//cheB//umuC//nadE//glcB//fes//rrrQ//yeeJ//cutA//kduD//ydcS//caiB//purC//tyrR//sufB//ydcT//ccmG//hupB//vsr//kdpA//yhbQ//yqaE//narU//yobA//gcd//sdhC//paaH//rfbX//yjjG//lgt//gadB//qorA//pgaA//rzpD//bssS//chaC//yfcU//
GO_0006401_6	ydhJ//pheP//yadK//arnT//putA//tmcA//rayT//hemH//metC//hcaF//phnP//srlR//soxR//nadD//yidC//zapA//pstB//flgA//kdsD//kbp//nudF//wcaC//
GO_0006402_7	purB//acpS//waaL//yfcQ//maoP//rsmD//xanQ//bamD//nudB//rpsJ//nlpD//
GO_0006412_6	qseB//hslV//phnG//kbaY//essD//waaO//atoS//ssuC//afuB//yjjB//trpD//ribF//ldcC//lysO//dmlA//ygdG//rpsE//yihT//queA//priA//dsdX//dicA//galU//yahI//ybeQ//deoA//yihT//yfaL//yeaD//rimM//rcsA//ccmC//ompA//evgS//infB//ompN//cpxP//hsrA//nlpA//yfaL//macB//ypdB//sgcB//nfsB//aroK//ygfZ//nrfG//mmuM//fliM//uof//aldA//
GO_0006413_4	tag//torR//dnaC//
GO_0006414_6	dnaB//galP//hokE//srkA//pntA//relE//cbeA//yceK//lsrK//
GO_0006415_7	livG//fimF//mdtA//cheY//norV//yagU//lacI//
GO_0006417_7	hfq//luxS//hisB//hofC//glvB//csgG//crr//yebQ//ravA//folM//ybhA//ais//ycaO//lexA//metK//ypdI//rpsP//ycfS//argS//leuB//ybiV//ndk//yraR//hha//yqiJ//ydjM//aslB//aas//cecR//yfgJ//ldhA//yidD//allC//secG//yfhH//truB//uidR//gntT//tolR//
GO_0006418_7	glcA//caiE//nemR//yciG//tqsA//yraN//mukB//puuD//yhdJ//otsA//gabT//ebgR//nepI//rbsB//argD//ybiJ//trpD//nuoG//hybF//tgt//yhgF//mreC//sugE//ubiE//ispA//
GO_0006419_8	gntP//
GO_0006420_8	bioD//
GO_0006421_8	yhfS//
GO_0006422_8	flgG//
GO_0006423_8	helD//
GO_0006424_8	metQ//tdk//
GO_0006425_8	yihL//
GO_0006427_8	panF//
GO_0006428_8	csgA//
GO_0006429_8	yehZ//
GO_0006430_8	priA//ybdO//
GO_0006431_8	ade//
GO_0006432_8	afuC//pdeL//
GO_0006433_8	ffh//
GO_0006434_8	iap//
GO_0006435_8	trxC//
GO_0006436_8	cydB//
GO_0006437_8	ptsG//
GO_0006438_8	yqaE//
GO_0006446_8	corA//ygaV//trpR//qorA//ibaG//glpK//yjjB//
GO_0006448_8	mrr//ugpA//rnlA//murC//ppk//
GO_0006450_4	rpsD//rpmG//pgsA//mreD//glcF//rhlE//gltD//dtd//gpp//narJ//
GO_0006451_7	ybhD//
GO_0006457_3	yfbR//prs//eptA//shiA//yhaM//rbsD//tig//evgA//ugpC//nei//pgaC//ghxQ//fabZ//epmA//cydC//tdh//csdA//mppA//nlpD//rplM//npr//glgA//metE//yqiH//dgcQ//rraB//focA//gsiC//dsbC//yfdR//ddlA//queD//wecA//fucK//recC//wecC//yhcH//ymfK//waaC//csdA//
GO_0006458_4	rplM//ettA//glpG//adiY//yoeE//cysE//selB//phoQ//
GO_0006464_6	gcvR//wecA//csgF//emrD//torC//waaJ//acrA//sgcA//nhaB//yjaA//glnE//xseA//narW//folX//ycfJ//emrB//asnS//purT//tatE//ligA//cpxP//narW//narV//hxpA//nuoI//feoC//mcbR//rtcR//yehC//nagC//ypdC//fimC//mtr//yadI//mdh//lrhA//yjtD//yhhY//rbsK//soxR//sdaC//leuB//diaA//ilvD//caiT//dicC//yahO//narK//yjjB//menA//galE//dnaK//rraA//polB//gyrA//ydiZ//mnaT//hsdM//bglH//mdtC//ssuC//fieF//yehT//rutF//yjbH//ftsL//glcC//ypdC//gutQ//katG//pntA//yiaM//dnaE//yqgB//hrpA//fliG//lacY//ygjR//waaC//pinE//mngA//cheB//entH//pdxK//uxuA//def//fucO//narL//zraR//yfcG//yjjX//tyrB//gntU//ydjK//yodD//ihfA//waaO//dtd//trkG//rluE//pyrD//agaI//yfcR//cheY//ydjM//iap//cmoM//glcF//hns//fadI//tauD//uidA//coaA//rlmC//chpS//nadK//ynjA//yajQ//tatB//syd//mepM//yfaL//nanC//intF//yfjV//ycfS//iscA//sbcB//sufE//ilvC//kbaZ//osmE//mdtQ//frsA//ydhJ//yeaG//nikB//crr//lit//yfjV//yiaB//tyrS//
GO_0006465_6	rpsN//coaD//iraP//
GO_0006468_7	ugpE//rsmD//uidR//ibpB//tolA//murD//mlaB//kbp//ydeO//gph//ydjM//yegS//aldB//gnsB//yccX//agaI//araG//malE//cysE//ypdB//rpoD//bdcA//ygcW//lexA//rsmJ//gsiD//fryC//yidZ//hcaD//rluD//xdhB//hycI//sgbE//ydfD//tilS//yggN//ynjA//hypF//murC//rplM//hypD//pgpA//truD//yejF//pppA//rarA//nagC//sapB//mukB//priA//yieH//sucB//asmA//
GO_0006470_7	yjjV//yihP//waaF//cydA//malG//nadK//gudP//ykfM//arnT//artM//yjaZ//ycfH//narX//rpsE//fimC//leuE//
GO_0006473_8	opgB//glmU//apaH//sdaB//dld//dsbD//dctA//pntA//pgpA//tap//yciK//iscU//
GO_0006474_6	ffh//galT//hcaT//aas//ybbY//
GO_0006475_9	alsE//ycfJ//
GO_0006476_8	fhuF//greA//diaA//
GO_0006479_5	sgbH//phoA//sucC//dgcZ//gatC//glcC//gloB//yadK//
GO_0006480_6	pitB//
GO_0006486_5	rbsC//
GO_0006490_5	acrF//
GO_0006497_7	proV//
GO_0006508_5	parE//aidB//ddlB//mraY//ilvC//mcbR//xerC//ydeT//tauD//crr//sucB//yceO//mhpB//ybaE//bssS//hrpA//katG//metQ//flhD//gltX//fhuB//insB-2//sgbH//mmuM//groL//yahB//atpC//rbsB//tgt//cheA//fabR//rng//hycH//ygfA//nrfC//yqaB//rnt//lysR//artQ//dps//insK//zitB//yhfS//mepS//yfeD//alr//lsrA//nrdI//rluA//epd//rfaE//ilvN//frvR//tatB//rpsT//
GO_0006515_7	dps//lysU//sad//mdtB//
GO_0006517_6	argA//zinT//rsmF//trmH//
GO_0006518_5	rutG//uspE//rlmB//rcnR//hybG//ymfA//rnhA//dgcZ//yegV//paoC//paaX//pdxH//ybaT//cysA//pncB//tdcD//nrdR//ybiY//artJ//minC//sdhA//cysE//gltS//pdeH//waaZ//yojI//corA//pgk//ydeT//lysP//dmlA//rpsQ//alsC//hdeD//norR//murJ//rutF//avtA//srlD//ygiV//pbpG//yeeO//argI//yfdK//narJ//adeQ//fucA//hofP//viaA//narY//mhpA//lpxL//secG//allC//lhr//cysD//kbaY//ymjB//rutD//aphA//mreB//eutN//trmI//rutC//fimD//cydA//ftnB//add//idnD//acrE//katG//rplJ//hscB//ruvA//tauB//trg//purR//
GO_0006520_4	fadJ//pflC//rof//mdtA//fimC//ubiF//glcF//yihL//putA//priB//trpC//phnN//thiQ//pldB//yfaL//folE//roxA//gdhA//folM//sapC//ydcT//fabI//lspA//yjeI//fimG//yfeD//srlB//frwD//mrdB//agaC//msrP//aroE//rseC//yafC//ynaE//yieL//putA//dsdC//trpA//sdhA//aroB//hicB//pgk//miaB//yegT//yjcE//lpp//manX//gadW//eutN//rseB//rutB//coaA//mglA//ynbB//epmB//uxaA//yoaA//frvR//yihT//qseC//insE-1//garD//ibsA//ssuA//lipB//mhpC//fadE//yfiE//hslV//upp//hemH//radA//rpsK//mdtK//soxS//thrC//cspI//rssB//trg//waaJ//xylH//dpiB//xylH//ribC//emrD//holD//cmoB//comR//xerC//ybdZ//hybE//moaB//hisC//ampD//efp//btuC//uspC//trmD//lysO//intZ//bfr//yieF//ymgC//aspS//mcbR//fimD//kbaZ//lpxB//chaA//rpnC//flgG//waaO//bdm//cynX//entA//bamC//citE//rluC//ybeY//ybiH//ybeY//waaO//yhgF//oxyR//recB//narJ//yajL//ybiS//yidK//greB//znuB//btuR//purR//argI//etp//atpG//rbsD//napC//manX//tdcF//hisD//leuC//pyrB//fdnG//araG//csgG//yfjV//acrR//ihfB//ymfK//rraA//srlA//gyrA//cmoM//priC//katG//ftsH//cusR//tig//trmA//hupA//gpp//accC//tktA//agaB//potD//pgl//matP//ygfX//dusB//xapB//mdtK//metE//trmJ//appC//mdtB//ispH//eamB//thiP//dgkA//ynbD//ybiI//zwf//thiE//dcyD//rpoD//yagF//wzyE//tolR//dnaG//cobT//rstB//folC//ldrB//ompF//tyrR//rihB//cpsG//yagJ//rzpD//phnO//
GO_0006521_6	torS//rpsS//atpF//
GO_0006522_7	lsrD//mhpR//nfuA//psd//yfjV//intA//yraI//
GO_0006523_8	atpG//ydbK//puuA//hcaF//
GO_0006524_8	rssB//cra//cusF//
GO_0006525_7	mdtM//fabG//entH//paaZ//wzb//yiaL//glnQ//yhbX//astB//fecB//tolA//sutR//nupC//dtd//sfmH//iap//sgcA//gatA//yidE//csdA//ibaG//
GO_0006526_8	serB//pliG//aceK//frmR//ldtD//ispB//opgG//yebG//pyrL//dkgA//menC//minD//dtpA//
GO_0006527_8	aes//yaiW//elaB//yiiM//map//rpoD//secG//rsmH//sufE//
GO_0006528_6	cra//yeeY//adeD//yehW//
GO_0006529_7	yadK//hsdM//
GO_0006530_7	betT//ynbD//
GO_0006531_7	dnaE//fecC//ymgA//yhcN//rstB//fetB//yfdC//ppiD//
GO_0006532_8	yddA//acnA//
