#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	gcd//nadA//dnaA//hypA//
GO_0006139_4	yihW//tdcB//atpG//argB//panC//mppA//fdoH//mrcB//sgcX//citC//pepN//ybeQ//glxR//yedA//dcuA//etk//marA//xanP//cysH//xylB//ybjD//phnH//sgcR//sufD//afuC//menB//yhcH//nrdI//selD//hybF//fdhF//eutB//marA//prmA//fdhE//nlpE//ftsI//ycjU//paaA//yfcF//ygjH//rbsC//alsE//ydiO//rplP//ybiT//dtpB//puuB//tolC//yiaB//pdxH//ytfR//zapB//cobB//ybhS//xylA//pstC//yaaJ//dinJ//lpxK//glpD//cdsA//pheS//yhaJ//yphD//nirD//rpsR//ampH//exbB//yeeY//insK//yehD//dnaG//ppiD//metF//glgB//aaeA//glcE//fabD//npr//rluC//ettA//gadA//ybiT//gspI//dapB//soxS//yddG//bipA//asnA//pgrR//sbmA//dnaN//yahK//araA//mepS//yddM//ccmF//yjiY//ftsW//yibF//leuO//yrbG//skp//yfaX//sthA//yieE//cydD//msrB//tauD//recA//bssR//hcaD//aroF//glyS//yddG//yeeJ//acrR//nrdI//araH//dacC//pflB//mdtB//yagJ//macA//mntR//acpP//chbB//ydbD//hrsA//yjiQ//prmB//gabP//ydjE//bamD//adeQ//shiA//waaH//dnaX//soxR//betI//galE//rffT//bglH//moaE//priA//srlB//hpt//torY//fecB//bcsA//arsB//wbbK//rhaS//kdpF//fimZ//hybF//zapE//hemG//gpmA//intQ//yjjV//aroC//patA//mnmC//yohC//mlc//tusD//wecB//potI//fimE//pykA//phr//idnD//erpA//mlaB//crr//fklB//sdaC//ogt//brnQ//lacZ//caiT//serB//rimL//yihP//yieH//yfcR//livM//nfuA//menE//ynbC//dnaA//glgA//yneJ//yqgF//wzzE//lysR//gsiB//yciA//purL//puuD//tusB//wzb//iaaA//alkA//fepG//grcA//cmtB//panD//csdE//gnsB//recC//glsB//xylF//dld//frmB//sppA//eptC//appB//argI//holA//cpdA//ydcP//nlpD//phoE//hupB//potB//cyoE//fliA//dhaK//alsA//ydjK//yqaB//exbD//kbaZ//puuA//lon//csiR//ompN//hyaD//ykgO//pykF//dedD//nrdH//thrC//menF//mngB//uspB//csgA//mdtB//xseA//uidR//prmB//malF//oppD//crp//aceF//waaJ//lgoD//lpxM//codB//mdtA//msbA//frdA//frmB//cbeA//purT//yoeB//aaeA//paaD//umuC//rbsA//sfmH//rzoD//apaH//glnS//ubiB//waaZ//rcnR//iscX//ybiO//rpoH//gadX//mepM//sufE//yihU//mtlR//rbsB//dcuA//pgl//soxS//dtpB//mscS//artM//uxaC//mdtL//dps//hupA//tolR//nlpD//ynaE//pgaA//ybiT//ydeO//narK//potB//bhsA//yfcP//cvpA//mpaA//modC//cmoM//umuC//emrK//mdtG//hdhA//speG//mukB//mgsA//metK//aroH//alsC//ftsN//uvrC//hypE//bioD2//rpsS//argC//livM//rplB//yfgI//pgaB//yegD//pinQ//pdhR//insI-2//ycbU//pdeH//talB//lacZ//metQ//purF//gstB//yddG//yqeF//pdxK//ruvA//narV//proC//rfbC//lpxT//rpsL//rpmF//glcC//dhaM//uacT//aaeR//fimG//purR//citG//yohD//secF//sulA//yeiL//lldD//otsB//mmuP//hcaE//asnB//yfdK//rsmD//yhcN//argE//ttdR//malY//ackA//bcsA//torI//glsA1//ldtB//yqaB//fadA//rpnB//ydcT//plsX//ade//folM//mdtC//gabP//sdaA//wzyE//yfcR//cvrA//entC//oppD//mdaB//sapF//mscK//yeeO//galE//tesB//yccX//argF//eutB//ogrK//fruK//ychH//livK//ghrB//rep//rne//glcF//purR//glmU//evgS//glcE//der//yddM//nrfF//acpS//bcp//truD//tynA//feaB//rhsD//galF//rpsH//yqcC//zntR//aroK//ykgO//yaiW//tnaB//yihS//rraB//tadA//chaC//livK//bglA//mlaD//hokB//ybeY//ubiX//dtpC//tsaE//cyaA//ilvB//rpmE//yqeG//nrdI//hemN//tmk//cmk//rpmH//yjhI//hchA//topB//fliK//djlC//rpmJ//dcuC//cutC//potD//infB//yraH//ypdB//ygeW//yidK//gapC//livH//ydiR//narW//ydjH//agaB//narX//mglA//uidC//hflD//lptG//yehW//dacA//glcA//ebgA//pspC//evgS//mglC//rpiR//hycB//wecE//tatE//serB//narK//nusA//hisH//nusG//rimL//trmL//yaiV//yahF//eutB//pntB//nrfA//sbmC//hda//pfkA//ymgC//ppsA//ydhC//uspB//intE//zitB//pykA//sbmA//lysS//fabZ//yadC//ycjP//dsdX//xylF//lysS//ftsH//plsB//shiA//nagZ//rbbA//rhaM//tyrA//ybiH//proV//cusF//rbsB//mdtC//ibsC//potB//metN//dcm//ushA//slyA//rsuA//envY//rppH//yhcH//yejB//oxyR//abpA//ybbW//rlmB//puuA//hslJ//aroD//narX//zraS//rzpR//uvrA//yphC//acrA//dusB//hisB//yhjA//ccmA//gmhB//ynjD//smpB//rutC//intF//rhtC//ybfE//opgH//purR//livM//tusE//rhaT//yehD//yadG//patZ//btuR//pdxJ//rplX//dnaQ//argR//ispH//ykgA//opgG//hisF//pepN//ggt//torA//hokE//pspG//artQ//ynfH//menE//nrfA//dtpD//rhaD//lepA//bluR//setA//hemG//flgF//dtd//alsB//grpE//recT//rutF//fumC//icd//fadJ//yeaG//gnsB//caiB//uxaC//
GO_0006140_6	ybbY//yjjW//
GO_0006144_6	mhpB//secA//yciF//xapR//upp//glgX//cmtB//mprA//chpS//srlB//
GO_0006145_7	hexR//sufC//frc//chpS//
GO_0006146_8	nrdR//xylG//
GO_0006148_9	acrE//
GO_0006149_9	lolA//
GO_0006150_9	gspJ//
GO_0006152_7	uhpC//gntK//yacG//dgt//fadI//yfeX//
GO_0006154_6	hypE//
GO_0006161_9	fetB//
GO_0006163_6	entH//gshB//xisE//gspJ//hemE//ybiO//hdfR//galE//flhA//yagU//rlmL//npr//thiI//adeP//kdpE//iaaA//glcF//nanT//menC//wcaB//rffH//rssB//menA//rplQ//btuC//rffM//dnaN//rhaM//rna//fcl//recT//rplQ//paaH//infB//rutE//sad//yebQ//glnD//dnaC//yghG//treC//dsbA//melR//hybB//gor//yehC//ykfM//purD//gnd//kduI//murQ//afuB//fruA//etp//
GO_0006164_7	bluR//yneE//dsbG//eptB//ppsA//yidH//menB//xylG//hemA//patD//phnM//mobA//yajQ//pppA//aroD//murR//yehU//pal//purF//tnaC//yfdO//ydbD//ydjL//deoC//thrS//trmD//pepN//yahO//dhaM//der//trg//dxr//selU//nfi//relE//lpp//yhaC//ydcO//paaH//vsr//
GO_0006165_7	rpoE//pntA//wbbK//exbD//yghO//mglB//yadG//mfd//yajD//ybdZ//ompN//waaC//tsr//fadD//metI//wzzB//yidA//rpoA//rplQ//
GO_0006166_6	ygfI//nlpI//
GO_0006167_6	yeaE//
GO_0006168_7	yidD//mtfA//
GO_0006171_9	glyS//
GO_0006172_9	aaeR//
GO_0006177_9	entC//lolB//ecpR//
GO_0006178_7	kdpD//
GO_0006183_9	hdeA//
GO_0006188_9	ydaN//rzoD//yjfP//glvB//
GO_0006189_10	motA//gmd//
GO_0006195_7	opgD//gabT//
GO_0006203_8	argI//lptD//
GO_0006206_6	hcaF//ghxQ//yedL//serC//rsmH//yigL//murC//yjjB//aroB//yieL//cadA//sapA//hslJ//dgoR//yeeL//lysP//tufA//yqaE//dkgB//nfi//pabC//yfgJ//pdxY//ygeX//dacA//ulaB//
GO_0006207_8	proS//rpsN//frr//aceF//evgA//
GO_0006208_7	sfmA//nrdF//cof//ftsX//rbn//tyrB//coaE//psd//speD//crfC//ypdC//gutQ//ettA//
GO_0006209_6	blc//
GO_0006210_8	malP//
GO_0006212_6	sxy//xseB//rcsC//pyrH//xisE//nupC//ybjX//uspG//araB//rhaB//yehW//
GO_0006213_6	rpe//yjeH//yneL//amtB//ydfK//recB//glnQ//ygcR//ybbW//prfC//guaB//ygiV//yciF//ybfA//ompT//araE//
GO_0006216_9	mngR//
GO_0006217_9	dacD//
GO_0006218_9	roxA//
GO_0006220_6	kdpC//yhaM//atoC//comR//ycfL//ygfA//cpsG//arnE//udp//rpiA//nrfE//nanS//tig//nmpC//ptsN//torR//ahpC//pspF//tadA//rsgA//
GO_0006221_7	hybB//ygiS//gapA//cpxP//menD//fis//rlmM//yigL//etk//rhtC//rpsP//trmI//rng//
GO_0006222_9	fimE//
GO_0006225_9	abgR//
GO_0006226_9	priA//slmA//
GO_0006227_9	rsmB//
GO_0006231_9	glcB//
GO_0006233_9	acnB//
GO_0006235_9	elaB//
GO_0006241_9	yraJ//
GO_0006244_7	uspC//lplT//araE//ghxQ//yjgX//yiiM//spoT//
GO_0006259_5	queA//metC//yqgB//arcC//torI//fdnG//icd//tisB//prpB//yohC//wcaC//acrZ//rpsP//pgm//sbmC//cheB//narL//sseA//ycfH//dgcE//ubiH//yoeB//insI4//parE//ydiR//htpG//speA//tbpA//waaH//elfD//gadA//bioF//cpoB//yghB//nuoN//msrC//yfaU//adeD//guaA//cmoM//prfA//puuB//ydiP//kefC//ydaC//degP//fruB//csgD//rpsL//yihL//ycaO//argT//fdhF//tabA//mhpD//gfcE//ribC//ddpX//gatC//insB-2//feaR//feoC//yheT//panB//tmk//hprR//asnA//gsiC//yebZ//uspB//yddM//greB//ygbL//queA//narG//rna//uspC//polB//flhA//tauC//rimJ//yiiD//ydcI//pldB//nupC//sgbE//secG//dnaX//lhr//exbB//mdtB//glpX//deoB//ttcA//rpsG//agaR//yghO//gpmA//fic//argE//yihW//fucO//spy//pyrH//rzoD//sspA//fcl//lptB//ompR//ygaZ//yfaU//alkB//yjgX//hisI//xisR//yciH//ccmC//argO//ilvN//hicB//metI//xapR//trpGD//mscL//mngR//hrpA//grpE//hisS//nirD//ybiH//rzoR//ycgV//ybhJ//tnaB//yobF//pbpC//gsiB//nrfC//yafN//mtr//srmB//tatA//uidC//mdaB//yhbY//rhtB//sapD//yceO//
GO_0006260_6	gutQ//brnQ//mzrA//dcyD//setC//dapA//murQ//waaF//pdeL//gltK//ugpA//yfaX//srmB//rfaQ//insK//ybiV//hybF//rpsP//glpA//ybbN//rplA//
GO_0006261_7	yfcU//fabH//tdcC//aidB//nikR//malS//argS//asr//csgA//ccmA//mepM//mgsA//
GO_0006265_6	ftsN//glgX//ydgA//ycjP//yadC//
GO_0006266_6	lpoB//asr//ttdT//
GO_0006267_5	lgoD//
GO_0006268_9	kefB//yqjH//yfdK//
GO_0006269_6	zapB//
GO_0006270_6	uhpC//sbcD//lldP//torR//yegV//ilvH//
GO_0006271_7	sbmA//alaC//corA//
GO_0006274_6	ttdA//
GO_0006275_7	caiF//aldA//mrdA//fucI//rutR//accA//fdx//folA//uhpA//
GO_0006276_3	speD//galE//yfdS//mqsR//argK//lsrK//fdnG//rnpA//
GO_0006281_6	garL//yedL//uspE//tabA//yohD//thiG//mraZ//recQ//sucD//tatA//gpt//pdhR//uspB//yicJ//ttdB//motA//atoB//uspC//lepB//sdaB//betA//glsA1//mdtA//cyoB//prpR//ubiJ//cydA//puuB//ompA//ratA//fliL//mak//cdaR//ygjK//ycgV//ratA//cusB//rfe//yiaN//rpoE//trmL//ydhC//fhuB//araE//endA//yehW//nikD//yfcV//deaD//cobB//fdx//lspA//hfq//livH//solA//
GO_0006283_8	zraR//
GO_0006284_7	ybhG//clsC//dedD//proQ//ftsK//acrZ//
GO_0006285_6	mutL//ahpC//nrdB//sgbE//nadA//
GO_0006288_8	nanT//argE//
GO_0006289_7	putA//tamB//
GO_0006298_7	pntA//cycA//rpsR//ilvB//rbsB//ycfH//hupB//tehB//rpmF//thiQ//
GO_0006301_7	pflB//paaG//artI//lrhA//
GO_0006302_7	yhdX//fepD//frsA//lsrD//rfe//pgsA//prmA//rzpR//ydfD//
GO_0006304_6	glnB//hyfR//bamD//ymgF//mcrB//gloA//rbn//kdgT//yaiV//
GO_0006305_7	cysW//ldtE//hsrA//yggW//
GO_0006306_5	ybdO//chbA//srlE//malF//
GO_0006307_8	ribA//tmk//mtlA//waaL//secA//
GO_0006308_6	fimE//arnT//pdxH//ybiH//ugpB//mutT//paaB//pfkA//uxaB//bipA//nlpA//ftp//
GO_0006310_6	fimZ//allR//codB//hofQ//cbl//entB//rplI//rep//yhcF//flgH//rlmD//lapB//yejF//rplF//mglC//lpoA//ycjU//nlpE//ampH//cspI//ybbW//eco//tdcD//argD//aldA//uhpA//trpGD//argC//acpH//pdeH//yahB//fadA//aroB//lgoD//ldtC//yegD//yidH//rpsM//parE//paaK//clcB//fdoH//sutR//
GO_0006313_4	rsmJ//yfjV//mlaD//wecC//trpD//glcB//araE//
GO_0006323_7	gpsA//
GO_0006325_4	pgrR//
GO_0006351_6	minD//nagB//yidR//ispU//fieF//fimG//dgcJ//tauC//idnK//dhaL//surA//narK//yieE//yadV//nhaB//yraJ//sgbU//yjgX//cpsB//fruK//hisH//mcrB//tktB//yfaE//aphA//insI3//rffT//tldD//uspE//yihU//frdC//ompF//ycjU//yfcF//ydjH//fimC//ybiH//gpmA//rfaG//yedL//trmD//insB-4//flhE//cysS//rplY//yobA//ibsE//yihR//oppF//yieL//betB//envY//nagE//glpF//moeA//yehT//pflC//ais//ymdB//yfeW//brnQ//yejA//ftsP//fimG//yraJ//fmt//pliG//rfbC//ykfI//nikA//acpH//arcA//ymfA//ygjK//purA//emrK//glpC//uxuR//rcsA//ynhG//rfbX//moaA//elaB//clsA//mcbA//ycfJ//recD//hcaR//dmsB//ompN//wcaB//talB//rlmE//sad//fepB//narY//murC//tolC//lon//xanQ//mprA//waaH//gspJ//nadD//ydiR//nhaR//narK//acrB//waaF//lptG//narW//tdk//recG//hypE//gltS//bolA//priB//rfaC//acnB//
GO_0006352_7	iscX//mipA//ulaD//yphD//
GO_0006353_7	deoC//glpR//
GO_0006354_7	ascF//lysU//hofN//
GO_0006355_7	elfG//ascF//rzoR//yaaJ//rppH//chaC//exbD//rimI//yehP//lsrC//preA//pnuC//ycfS//nadD//deoB//fecD//nuoI//gadC//hofO//rplR//malP//secD//intA//yghO//dmlR//yohD//galE//rsmC//kbaZ//hpf//yieH//hda//rapZ//dgt//murR//lpxB//murI//tauC//decR//otsA//yhbY//parE//icd//alpA//preT//ribD//yajD//ppiA//uxaC//xapR//ttdA//degS//manZ//mrp//uacT//paoC//argA//pstC//glrR//ldcC//allR//tar//nikD//ttdT//rpoD//sfmD//opgD//tehB//aldA//proS//ydiP//galS//borD//symE//malP//tusE//rpsR//kdgK//rbsK//gatZ//treC//dgoT//glpF//lptB//ggt//psd//lapA//yhgH//metK//aidB//dgoT//malK//gltX//soxR//thrL//sseA//ccmD//hypT//folP//yfcU//asnB//fecD//avtA//mipA//zupT//qorA//emrE//mmuM//pdeD//rlmC//aspS//livH//ilvM//narG//recX//opgH//pagP//cheR//entB//ycgR//kdsA//mcrA//gadW//plsC//slyA//amtB//ampH//ygeA//hofC//cspA//ycjU//ddpA//garP//sfsB//guaB//gspE//folP//umpG//murC//dtpC//pgrR//lgoT//napC//rpmH//clpB//pgpA//yohC//mdtF//mscM//btuF//narX//ompT//pheS//dicA//csdA//elbB//msrC//cutC//potD//dicC//yebQ//rplL//rfbC//cytR//ybeQ//nadE//torI//yqaA//metG//cbtA//groL//rfbX//gltK//asr//aaeA//rraA//sbp//uvrD//rpsO//rpsT//bepA//comR//appA//yegT//yidZ//ddpX//bioD//cho//murG//ratA//rpoA//perR//mglB//plaP//hyaA//insB-2//casC//puuC//mdaB//pgpA//betI//aslB//rsfS//mntR//bamA//ydiP//ptsI//lsrG//panC//yagE//bepA//galE//arsB//ompL//glcA//dusB//yraI//ycbU//ychH//hofC//pepQ//preA//lpoA//hcp//nanK//ptrA//yfeD//tnaB//opgG//cysE//topA//ybbY//idnK//oxc//rpmC//radA//yciE//betB//hyfC//pdxA//waaU//ydcS//envR//manY//cpsB//purB//yedP//hypC//cynT//gudD//mzrA//lsrA//dcyD//ptsI//rplY//dmlA//gadE//rodZ//mdtO//bipA//hyaA//
GO_0006357_8	rbsC//
GO_0006364_9	ompW//ubiH//yicJ//mdtE//ahr//fic//setA//mscM//panB//ydaC//ygjR//ecpR//ybaQ//yedX//ybfE//aroL//mhpD//intE//pheS//phnK//ydeO//lsrR//ybaK//frmR//polB//ftsW//essD//solA//yjbB//secE//ybiH//fimI//yhaM//yqcG//frr//ortT//sapC//sgbU//gatZ//oxc//btuB//topA//treB//
GO_0006378_8	xthA//atoS//
GO_0006379_8	hypC//
GO_0006382_8	shoB//
GO_0006396_7	udk//mepM//dmlA//azoR//ygcW//pdeK//dsbD//fabH//msrB//yafE//dnaE//ycdY//amtB//ydeE//ftsP//fdnI//mntS//garD//folM//oppF//lgoT//nanT//rcnB//lolD//deoD//yccX//yajO//yfgO//ccmD//pepT//kbp//ridA//polB//gpr//csrA//phnP//cysP//rutD//yegV//ydjL//moaA//motA//yraK//sbcC//add//ypjD//casB//curA//pgrR//ypdI//gsiC//coaD//hisF//hemF//citT//mdtK//yahN//ycaN//ubiD//sdaB//rmuC//speA//nanS//ldrD//nadA//ydgA//cirA//fdoI//accC//yfeW//uspB//metB//nfo//ptsH//ydbD//bfr//cca//dsdC//emrY//fdoG//trpD//adk//zraS//mscL//cynS//rlmB//rimM//tufA//yghO//hrsA//insI3//tynA//lacZ//fbp//purL//ybhJ//uof//frmR//rplO//hyfC//alsE//hokB//
GO_0006397_8	agaC//rbsR//cusR//
GO_0006399_8	ydfK//yieH//glgC//entF//gntU//arsB//guaB//mepM//frvA//bacA//ygbN//manA//gatB//yneJ//rnpA//cbtA//ycjP//manX//mprA//tqsA//zapC//frlC//minC//melB//nei//nirB//nanR//ompA//yfcF//recE//cheW//allS//tdcC//yfgJ//torS//idnO//hipB//metE//yjjX//chbA//nikC//yehY//sbmC//prlF//flhD//lsrR//ycbX//pheS//gph//rffT//prmC//ybiI//proV//proA//rpmA//pstA//cas2//yibA//yagF//guaA//yhbS//seqA//yebQ//ulaA//minD//pth//tyrA//gspJ//panD//rsmA//hscB//bioC//ybbN//bcp//znuB//tauA//tauC//malK//cutC//fadM//tufA//gnd//
GO_0006400_7	hscC//hda//ydjH//ulaE//yhaM//ptrA//ybaQ//hdfR//mdtP//rhlB//ybiS//oxyR//bluR//ibsC//chpB//polA//dinG//entC//aslB//recQ//ypjD//minD//yqeA//polB//wecB//mmuP//intS//ytfR//phnN//nudF//dacC//rssB//gppA//mmuM//mutS//rfaH//dapA//mgsA//mtlA//yfcV//yehP//apt//yagE//hns//idnD//gmd//ebgR//hemN//rfaF//
GO_0006401_6	yegT//lpp//glcD//ftp//araD//hslR//yiaM//modB//ycdY//rmf//cydB//hdeA//fecB//shiA//nanA//ybhA//yaaU//aspA//rfaC//ompL//rpmH//cusB//
GO_0006402_7	yicJ//mppA//yafC//allC//exoX//livK//ydeP//ymgF//mglB//cvpA//trpE//
GO_0006412_6	talB//lpd//lspA//katE//murJ//ihfA//ybjC//flhD//thiM//ybgI//rlmE//lipA//qseB//minE//gsiC//puuA//yhdX//nupG//rbsC//ydhJ//pheT//abpA//ihfB//ompN//gcvH//mlc//dedD//eptC//rpnB//lipB//atpD//rnt//paaE//cho//yhjG//gpr//rfaD//sodC//yciT//narG//ribE//tsaC//uxuR//srlB//ais//waaZ//rpnC//nimT//rpsD//allS//menI//
GO_0006413_4	arcA//ppc//nuoF//
GO_0006414_6	ygeV//rdgB//paaZ//trmA//betB//mscK//folA//narZ//dinG//
GO_0006415_7	ompC//gspJ//osmF//ampG//umpG//opgB//yieL//
GO_0006417_7	rnr//chbF//ydjK//znuA//ppx//dam//dosP//nlpA//ydcR//yraN//rutR//yiaB//modC//rpsJ//tabA//csgF//dhaR//ompF//wcaB//ynbD//argG//prfA//argK//yggF//cirA//thiP//rng//pckA//phnI//tdcA//tadA//fepD//ydjL//rapZ//nfsB//rraA//mltA//xisE//ade//
GO_0006418_7	cyaA//tehB//nanC//yahN//csrD//yoaA//idnO//hflX//mepM//nrdG//ygcW//potC//ilvB//adk//leuB//sgcC//shiA//yghW//waaU//sbmA//yceD//yiiD//yadK//insI4//tsaC//
GO_0006419_8	ymdB//
GO_0006420_8	argB//
GO_0006421_8	ychH//
GO_0006422_8	yahB//
GO_0006423_8	setA//
GO_0006424_8	puuE//ytfE//
GO_0006425_8	waaO//
GO_0006427_8	ygfI//
GO_0006428_8	fryB//
GO_0006429_8	ybhP//
GO_0006430_8	hofM//bipA//
GO_0006431_8	proX//
GO_0006432_8	iscU//yibA//
GO_0006433_8	pepB//
GO_0006434_8	fnr//
GO_0006435_8	dusB//
GO_0006436_8	plsX//
GO_0006437_8	pdxJ//
GO_0006438_8	clsC//
GO_0006446_8	citX//rsmJ//otsA//yggN//emrD//rfaE//rhlB//
GO_0006448_8	shoB//spoT//frdB//pdeH//ldtC//
GO_0006450_4	ycjQ//sufB//nadD//iraM//ilvH//higA//pntB//sbmC//sufS//aroF//
GO_0006451_7	fbaA//
GO_0006457_3	rfbB//serA//menC//clpP//yieL//degS//dps//ampH//pstB//clsB//pgpA//yjtD//yqhD//wcaJ//yejF//mreC//ldtC//nupX//metC//fsr//gabD//yfcG//pgrR//csiD//casC//ybhD//rspB//yraJ//rsmD//mepH//mdtO//rpsB//sbmC//ybcJ//chpS//proQ//umuD//yagE//metR//argE//
GO_0006458_4	fic//paaD//yafC//hisI//yjjV//tar//ileS//insH-5//
GO_0006464_6	fepE//crr//mepH//tamB//proC//nusG//tcyP//secD//nlpA//eutD//tktA//ssb//acrZ//bioF//malF//hycA//hokB//manY//mltC//trmH//rraB//pgm//hybA//ycjR//fimG//adiA//lgoR//yjiX//hupA//chpB//tktB//dgcN//yraN//sufB//torZ//yibT//guaA//nanK//yaaY//stpA//mrp//cbeA//mntP//paaJ//decR//rlmN//yhjR//ydcZ//carB//glpK//yjiR//rpmA//trpGD//tsf//nikC//cytR//htpG//ccmA//macB//gmhB//yfcA//tyrA//chbA//yjgX//yfgJ//ydjJ//tyrA//yebZ//ldtD//waaH//ebgR//ybhD//ftnA//araA//yiaT//yfcF//yqhC//ldtD//hupB//narL//agaI//arnE//ddlA//yidH//gstB//chbF//pphA//feoB//mngB//gpmA//gcvR//gloA//ymdB//dxr//ybcM//rpsP//cspA//modB//ynfF//zntA//cobT//yeeJ//phr//napB//sfsA//yaiP//tamB//trg//metL//qorA//frlR//trkA//acpS//ykgF//dinI//rlmN//mntR//lptF//ssuB//yohD//uxaA//ldcC//bssS//aslB//sgbU//msbA//metH//rsmG//mcbR//ftsY//arsR//nrdB//rihA//yejF//hisP//aaeB//frwB//tsgA//raiA//tolQ//tsaB//mlaC//
GO_0006465_6	rfaF//waaJ//pspA//
GO_0006468_7	queC//secA//nanE//dinI//yhjV//ispB//dsdA//tdcD//borD//mmuP//ycaO//yjbG//ispG//nagD//ydaC//yidL//feoB//yiaA//fucK//waaO//yfcU//asmA//fbaA//yhbQ//pgpA//rfaE//smrA//yhjR//ynhF//blr//nadE//flgK//treA//sgcA//envC//pgsA//tktB//mrp//recQ//ubiI//gppA//cheR//psd//cysH//idi//ldtE//gloA//ibsA//tpx//yhjD//yraH//ydiF//yehC//
GO_0006470_7	ybjL//nadA//uvrC//nikE//gyrB//ompC//dacD//dapD//chbC//uvrC//fliG//nuoM//malG//yhbQ//yihS//nikB//
GO_0006473_8	paoC//yihU//prpD//lolA//atpF//yaiW//efeO//glpR//pspA//arsC//argH//msrA//
GO_0006474_6	ftsK//yihX//yfgI//ackA//ubiA//
GO_0006475_9	rpsO//dgcN//
GO_0006476_8	narZ//gudD//bepA//
GO_0006479_5	ymfA//slmA//ldtC//ppsA//yeiE//panF//fdhD//groS//
GO_0006480_6	ogrK//
GO_0006486_5	fruB//
GO_0006490_5	pheP//
GO_0006497_7	hemA//
GO_0006508_5	rpoA//galR//cyoE//thiD//aceA//kduI//iraP//kdsD//mlaF//yiaT//yidP//ppiA//tcyN//minE//maeA//etp//iraD//lpoB//acpT//ppx//amiD//malS//bamB//nrdF//nagC//moeB//melA//dnaJ//fabB//znuC//accD//rtcB//aroA//metK//argR//norW//lapB//pgm//epd//norW//fpr//gor//yfgJ//ybiH//sgbH//ampE//insF-1//ihfA//nfi//yhdJ//ttdT//rnt//udk//lamB//rpoH//
GO_0006515_7	gabP//wzb//speB//ettA//
GO_0006517_6	adeD//bioC//lldR//speG//
GO_0006518_5	yjiQ//glrK//ybiX//comR//glgC//ygiS//waaU//prc//gapC//gph//rpsA//potE//gcd//trpS//potF//pgpA//btuR//trpR//nhaA//dsdA//ygaV//iscU//cysN//sufB//matP//rzpR//mgtL//lolC//fdhD//dhaL//galM//argO//arcC//cheA//dinD//gudX//aceB//hipA//infC//topA//yfhM//glk//dtpD//yjbG//sutR//sbmA//rcsF//iraM//ydhK//exoX//mdtP//mhpA//dnaE//hemC//ydfH//fadL//nac//artM//yagJ//dpiA//gadB//hemC//gntP//dld//uspB//tilS//ydeM//kdgR//hpf//psuG//mgsA//eutN//arnB//mepA//mgtA//dtpC//sapD//
GO_0006520_4	gloC//glyS//amtB//serS//cysZ//bglF//dtpB//hupA//infC//bioD2//gpmM//glk//ralR//yajL//ortT//yeaE//curA//rna//fadI//yagU//cmoB//tyrS//ftsZ//nfuA//purT//ldtA//xylB//frwD//yjhP//leuS//srlE//insA-2//insI1//yafN//ldtB//menA//dedD//ycgB//rplK//modA//cpdB//yraI//chbB//yjjI//nagK//ugpC//hypB//bolA//basS//mazF//fadH//trpR//hdfR//rpmA//mscM//rnt//malP//mdtC//glgC//ygaV//waaH//entD//ccmH//ybiT//ulaC//ftsN//pyrH//alsB//queA//glvC//ydfG//rfe//gspE//yhbX//thiG//gldA//yihW//yadV//ttcA//rlmF//mppA//nirC//pfkA//nrfB//narH//fbp//frlR//cheR//rfaQ//pgpC//acrZ//rimJ//ycgV//dicA//bhsA//ybgI//cadB//metG//tas//ldtD//thrL//aroG//pgpC//nupG//fepC//narL//nirC//yehY//dtpD//glxK//potH//araH//yhhT//hflX//cas3//agp//cbtA//mtlR//slmA//ulaG//glvC//yeaD//mak//hipB//rpiR//tmcA//galE//yphD//glnK//ybjC//bdcR//gcvT//nfo//ybaT//serS//dcyD//uxaC//ydbD//sapA//livJ//dinD//lysA//hisD//lpxP//rluB//epd//miaA//tatE//yhfS//lptE//emrY//trmH//radA//glpB//fimF//ackA//flgJ//galM//gshB//hokE//mdtL//murI//yibT//nlpA//rpsP//shiA//ebgA//rplO//intS//fadI//mngR//uspE//rffH//ybaT//dps//cpdA//rpoH//gltS//dnaQ//kdpF//ygeX//tbpA//ubiJ//fdhF//ilvE//dgcT//ptsG//rpsL//trpR//xylR//rplS//yfdK//yjiY//gnsB//kefC//nirB//galF//rfbC//ftsI//glcA//fimZ//sdiA//
GO_0006521_6	mcrA//sxy//nagD//
GO_0006522_7	lldD//rluE//ybhG//basS//lptE//fdhE//tdcE//
GO_0006523_8	mdtJ//yhjD//rluC//ymgC//
GO_0006524_8	yfaE//rof//dnaX//
GO_0006525_7	ycgB//pdxJ//truA//ybhF//cas1//dsbC//ydaC//tatB//ilvN//ybcC//nfsB//uxuR//treC//gshB//entE//ispA//phnL//ahr//queE//tonB//acpS//
GO_0006526_8	zapB//dcuC//aqpZ//thiH//yqeG//cynX//ydiQ//fpr//yqjA//sgrT//thiM//ybhA//fabA//
GO_0006527_8	galM//ycjD//hycB//yicJ//envR//yfdK//ycjQ//avtA//ldtD//
GO_0006528_6	ftsB//fsr//dfp//udk//
GO_0006529_7	luxS//ytfE//
GO_0006530_7	nupC//moaC//
GO_0006531_7	gnsB//obgE//phoE//kdgT//kefB//rayT//ygaZ//gstA//
GO_0006532_8	hslJ//kdsD//
