#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgrR//ygeW//metI//ilvD//
GO_0006139_4	entD//recE//xylR//gloA//ftnB//atpF//yqaA//hflC//recJ//ybdO//ydcR//fecB//rplW//yajR//rbsC//prpR//ynjA//recQ//murG//bioD//prmC//blc//yidH//folX//gppA//folE//hemD//ydiQ//yjfP//yhaV//yhaV//galK//yrdA//mppA//dpiB//bamA//sthA//pflB//abgB//phnN//fucI//trxC//manZ//moaD//carB//hupA//dppC//ssuA//kup//ssuD//fimE//fimZ//pinR//rplY//mepH//yeiG//rarA//efeO//dxr//rayT//yhcH//ppiA//pgaB//lysC//tsaB//gspF//pheM//rbbA//mlaF//rihC//priA//nusA//nanS//prmC//glnQ//agaA//ybbW//gcl//hisC//hyfC//pgaC//ycjD//cheR//hisM//cstA//cysS//ibsD//ldtD//polB//ybaL//galR//ldtC//mngB//coaE//mqsR//lpxM//rhmD//xylB//rcsF//phr//gcvR//trmH//pgaB//elaA//ytfP//tynA//dmlR//yciF//menF//nuoI//zapA//lamB//mdfA//rzpR//ygeX//ygbN//yjcS//dbpA//queD//cas3//mgtL//rarD//plaP//alr//mtlA//macA//uspC//fepA//mpaA//murI//lacI//gcvH//hofN//mnmC//citC//fdhE//cadB//ogrK//chbR//nei//ttdB//prs//flgA//alsB//accB//mnmE//hisA//gfcE//folM//agaR//recR//citG//clpX//rseP//ydcM//yghW//dmsB//hybG//ccmF//lnt//gatY//rbsC//yqaA//frlC//cbl//citE//exuR//wza//nagC//pgaC//ftsB//mug//yihO//nrdA//amiA//csiR//ribD//fbaA//pspF//rlmD//cyaA//ppx//opgH//lptB//yciV//trpA//sdhD//mtn//yibT//tynA//ppk//yidE//yggD//dsbB//trpR//gntR//paaJ//argA//frdA//uspF//frlA//srlA//pitA//cysD//tdcF//vsr//malK//nanK//nrdE//bacA//dinD//cvpA//ftsQ//kefC//tpx//lolE//rbsR//ydiR//nrfA//yieF//rnd//ybcF//fecD//ybdH//intQ//mdtB//astC//ogrK//zinT//borD//ilvB//mcrB//ybbN//mdtA//parC//chpS//guaD//ddlA//glgP//lpoA//exuR//yceO//fliD//lapB//yieK//cyoE//gcvT//ycjQ//acnA//glcB//rfbB//ilvC//flgC//glnK//agaI//ulaC//bioD1//ihfB//lipA//ftsP//setA//dinG//bglX//alr//gntP//uvrY//ytfT//yhaM//codB//gadW//gadC//ompA//priB//rhaS//ydeP//malQ//pflC//ydbD//ybiY//aas//nuoM//glsA1//malG//ppsR//rluE//mak//fabH//rplQ//ilvM//waaU//glnS//rcnB//hcp//sdaC//rnd//ldtA//sgcE//tyrR//narZ//gatA//caiT//exuR//metQ//bglB//entD//ybdH//carA//ybhD//yebS//rpoA//uup//nhaR//yihP//rplB//yegT//emrB//phnH//rhaB//ybcF//yihP//ydfG//gpmA//atpH//yhaJ//yehP//ddlB//zraR//ileS//ydaN//argS//lasT//yegD//idi//dapD//oppA//essD//cof//gabT//vsr//tar//katG//wcaB//ybcM//umpG//narX//alsE//rseC//yidZ//zapB//yafN//pyrB//cecR//dgcM//ddpA//bfr//tcyJ//hyfC//flgK//rplA//yfaL//fabR//dkgA//dppB//bluR//uvrD//ybdO//potF//purR//purT//yadK//pyrB//ispB//hyfC//map//rpmC//rplN//ftp//sgcE//lasT//htpX//hisC//malS//carB//mnaT//ygeV//sgrT//epd//hisP//napB//elfA//cyoC//fimC//yciG//epmC//tdcE//rbsB//mpaA//upp//purU//lpxD//rspB//lacZ//carA//aceF//gadC//rsmA//purA//insK//appB//livM//yihL//chiP//fliS//hcaE//malZ//yfcG//yqjI//tcyL//lsrB//mdh//sucA//trmA//yciF//bolA//cheZ//chiP//glnS//ybdR//yjgX//ydhJ//ytfP//ddpA//casC//potH//def//phnH//nadK//glnK//basS//yojI//paaF//gadB//norW//rplY//truB//hprR//rodZ//clpB//dhaK//ushA//hemG//thiH//pgaD//sufB//gltP//coaD//tdh//hipB//maoP//cusS//kduD//yehW//opgG//epmB//minC//cutC//ampG//menD//phr//menF//emrY//srlA//mrr//kdgT//rsmD//lrp//hypD//ynfE//ydhC//ubiE//mdaB//fryB//tusB//hyfR//idnK//rsmB//prmC//yafN//tilS//mtn//pdeL//rspB//bglB//mqsA//envZ//mdaB//ariR//exuT//dcm//ypdA//wcaB//fliS//pyrD//nrdR//mdlB//nuoG//sodC//ldtB//qseB//nagK//psuG//yhhY//truC//fliA//yfdO//ulaG//lsrA//tyrR//tyrR//galE//hcp//ydfK//rfe//mtn//araE//cobS//flgG//hmp//hisD//holD//ybhG//tsr//hemC//pntA//rpmH//cspA//pykA//psuG//bioD2//malK//phnC//ispF//yibT//gpmM//yjiM//casC//cysB//arsC//ypdI//hofP//rlmJ//folX//mdtO//ulaG//cirA//adiY//iclR//dgcQ//infB//acrR//alr//xapA//insK//ttcA//leuA//bisC//ubiJ//wzzE//adeP//sapF//pphB//dam//melR//clpA//rpoA//mscL//melA//pgpB//groS//ftnA//tqsA//rpsP//rpiA//mntH//dinJ//ptsH//glyS//ygaH//purT//suhB//yjbE//uxaB//ygdG//cspE//rutA//cra//rarA//gutQ//pck//argG//secY//lrhA//adeD//lapA//glcE//rplI//rffG//dmsB//trkG//pgi//yhiM//flhE//rimK//
GO_0006140_6	ybhG//ribE//
GO_0006144_6	rhaM//yiaO//glcC//tap//pstC//yhbS//purL//chaA//cnu//sapC//
GO_0006145_7	secY//tehB//rayT//xapR//
GO_0006146_8	yaaU//yebZ//
GO_0006148_9	eptB//
GO_0006149_9	rpmG//
GO_0006150_9	yfaU//
GO_0006152_7	murB//agaA//ybbY//yraK//trpE//lptD//
GO_0006154_6	narV//
GO_0006161_9	mepS//
GO_0006163_6	pyrL//ilvA//tauC//narV//fis//plsX//ubiE//rzpR//sucD//uacT//cpdB//fliL//narX//eutB//ppsR//yiaL//yidQ//artI//sfmA//mepM//thyA//dgcN//pcm//uidC//iscU//ydhK//afuC//wecC//hemE//phoR//parE//sgrR//ydeM//puuE//cyoD//gntK//rpsS//yraN//yobA//pdxJ//rseC//sseA//mnmG//wecA//cusF//prkB//ytfP//rpmH//prpB//ghoT//araA//ilvM//fdhD//pyrD//
GO_0006164_7	lldP//hslR//galM//mntP//truC//glpK//mrcB//rpnA//plsX//yfhM//waaQ//yeaV//insI-2//uhpT//ecpR//rpsJ//proQ//yieE//leuO//fabI//gpt//ompN//ydiV//hypF//btuB//glnK//mazG//ygiB//tdcR//ybiJ//degS//uxuB//ygcW//yaiW//hemG//wcaJ//ppsA//aaeA//ypdB//nrfB//
GO_0006165_7	priA//ibpA//gppA//ulaC//cutA//purD//argI//agaI//cyaA//tadA//yihX//dusC//nadB//gapC//rpsI//yidC//prkB//nuoN//nuoE//
GO_0006166_6	kbaZ//btuF//
GO_0006167_6	sucA//
GO_0006168_7	rhaA//hemH//
GO_0006171_9	frmR//
GO_0006172_9	hyaC//
GO_0006177_9	lplT//hisQ//mtlR//
GO_0006178_7	srlB//
GO_0006183_9	mdtF//
GO_0006188_9	cdh//uacT//ariR//kup//
GO_0006189_10	eamA//hicB//
GO_0006195_7	pck//rsmD//
GO_0006203_8	hypB//fis//
GO_0006206_6	yadI//ccmE//yeiG//bisC//argE//sbcD//torA//yjeH//yqjI//rlmM//rseP//pgm//rpsE//dgcN//yeaE//eutD//narH//queD//yhjD//ydeE//sfmF//yihU//folD//rmf//ycaN//mhpD//
GO_0006207_8	yggF//yqiH//yihW//fliT//menD//
GO_0006208_7	pepT//ltaE//mtn//cutC//dadA//ynfF//artP//prpC//tdcC//elyC//crl//manX//lsrB//
GO_0006209_6	yehD//
GO_0006210_8	marR//
GO_0006212_6	fabI//glpD//folC//yehB//yhbQ//purF//rpmH//yfiE//secY//yafE//pyrG//
GO_0006213_6	rplA//suhB//yraH//phnG//ibsB//leuO//treR//mdtN//hchA//proB//purN//otsB//cpoB//nrfE//mutS//dam//
GO_0006216_9	emrK//
GO_0006217_9	glnL//
GO_0006218_9	gsiA//
GO_0006220_6	pinQ//mgsA//sgcX//lepA//tisB//murI//ompN//mdtB//sgcE//yidZ//hlyE//surA//dcm//nmpC//mgtA//elaA//gstA//dtpD//rhaT//pykA//
GO_0006221_7	yciH//truB//potA//ivbL//ansA//yghG//csgF//cspC//ubiB//ssuA//ribF//ybaQ//agaC//
GO_0006222_9	ybdG//
GO_0006225_9	agp//
GO_0006226_9	ppsA//waaC//
GO_0006227_9	blc//
GO_0006231_9	atoB//
GO_0006233_9	glrR//
GO_0006235_9	yiaA//
GO_0006241_9	tpiA//
GO_0006244_7	dnaC//cheY//ydcR//wecE//grxD//napC//mdtN//
GO_0006259_5	torS//rssA//recN//skp//yidH//rhaT//hisA//yceD//cheW//eutK//cytR//ygfA//cynX//grpE//ftsY//mutM//hslV//hscA//ssuB//mglC//ypdI//tsaC//murD//yibF//pstC//rpoA//yafE//ptsN//yijE//bamA//fepA//yegS//lysC//panB//waaS//frvR//paaX//cpsB//sstT//yagJ//mntH//ycbV//ycjY//glnS//pgpC//paaA//yadV//lolB//rdgB//yhjV//proV//uvrA//ibaG//nrdE//cyoC//guaC//atoC//pinR//acrA//polA//recC//mutH//prfB//fsr//cadB//sgbE//lysA//dicB//ygjK//eptC//cysD//clpB//hybO//yhjX//pabC//eutN//folA//prpR//dgoK//murC//scpB//yajL//epmC//yfgJ//yggD//entD//lpxL//rffM//ulaF//yafO//potH//casE//hcaD//flhA//sfsB//ybiO//abgR//csrA//tatC//recN//lpxD//ridA//lolB//ribC//manA//lpxM//sbcC//thrC//rplA//mngB//idnK//dgoA//treF//fumB//pfkA//kdgR//paaK//ybbW//hxpB//btuC//yccS//feoA//oppB//rpsE//ftsP//pgaC//smpB//acpS//dnaK//ghoS//yfdG//srlB//fliG//yfeW//fdoI//ygeX//ghxQ//mdtL//lysP//tsaD//proQ//cadB//atoC//yfdR//leuS//envY//ompA//setC//
GO_0006260_6	gltP//nirC//yhaM//rhlE//ascB//hisB//paaE//argP//mltD//sdaC//udp//trmL//mdtO//yddA//melB//yjhC//potG//panD//ybaE//recE//lpxC//
GO_0006261_7	tyrB//uspF//glmU//leuO//dinI//cynS//chbF//ompN//hslV//nudB//fucO//bssR//
GO_0006265_6	rpmA//degP//lrp//tauB//lexA//
GO_0006266_6	sapA//dinD//rpoS//
GO_0006267_5	hypB//
GO_0006268_9	baeS//glgX//yidR//
GO_0006269_6	malP//
GO_0006270_6	ybhG//rbsC//rplQ//xanQ//bamD//rpsP//
GO_0006271_7	pyrF//pheT//dgcF//
GO_0006274_6	aldA//
GO_0006275_7	csrA//ribB//coaE//arnA//rusA//ybjN//galS//bamD//cheW//
GO_0006276_3	hokB//fruK//tamA//kefF//mntS//ybhA//cytR//fliS//
GO_0006281_6	argD//aroK//lasT//csrA//gcvT//hdeA//tdk//ldtA//ugpA//yehW//gutQ//yjhP//rhtB//fucK//hybB//mreC//yggW//argP//pmbA//ybiJ//ompW//ybgI//panE//elfD//bfr//ibpA//pepB//insI-1//nfsB//feoA//mgrB//idnK//leuD//rutR//eamA//gspI//mnmG//yahD//ogt//afuB//rho//glnD//nuoM//asd//modB//frlB//ftsY//zntA//rodZ//mdtE//cpoB//tdcD//yahN//aslB//potB//
GO_0006283_8	cynX//
GO_0006284_7	ffh//lipA//araE//metH//sohB//mdtL//
GO_0006285_6	ycjU//pheM//gldA//fimA//mdlB//
GO_0006288_8	rhaR//cydC//
GO_0006289_7	gmhB//norW//
GO_0006298_7	glrK//malX//mazF//trg//corA//fadJ//treA//cobS//cmk//yeeA//
GO_0006301_7	rffC//ada//rrrD//lpoB//
GO_0006302_7	ldcA//fdoI//dhaL//sapA//pheA//hicA//rpsO//mscS//nhaB//
GO_0006304_6	mrdA//narH//recE//yjaA//lon//yjiA//torZ//yqcG//luxS//
GO_0006305_7	pgrR//yafS//rimP//degQ//
GO_0006306_5	yafO//rhaS//ycjP//yphF//
GO_0006307_8	garL//symE//gcvH//ygbM//malY//
GO_0006308_6	malG//arnT//fabG//cadB//lhr//atoC//yfcS//fes//ptsI//ftnA//yggX//ihfB//
GO_0006310_6	yghB//cueR//kbaZ//rihB//treC//xerC//pinR//ydcM//yobA//sgcA//yibA//ybjC//zapC//yfeW//hscC//oppC//rplX//ldcA//xthA//phoB//acpS//yhjV//eno//araG//soxS//dtpB//tgt//iscS//tcyN//yhhY//yfdG//oppF//rcnB//yihQ//dnaQ//rplQ//metH//kdpB//yehP//yfiF//hisB//tadA//yodD//
GO_0006313_4	dppA//mltD//insI-1//mcbR//recF//proS//fabG//
GO_0006323_7	rimK//
GO_0006325_4	rpsO//
GO_0006351_6	ydeE//epmC//ybiO//hypD//shiA//yfiR//trmJ//kdsA//yphD//argI//ssuE//csrD//dtpB//malQ//rbbA//frr//hda//sbp//oxc//rcnA//greA//ariR//acrZ//sgrT//ydhQ//yieK//recA//pgsA//aaeB//yfdG//nrdE//melA//intZ//ygaH//yebC//metL//sfmF//bioC//ydhC//cas2//cyoA//tsaB//secM//mdh//prlC//fnr//opgD//yfaU//pgrR//hexR//gapC//arsR//tehB//alpA//elfC//leuE//ebgR//clpX//fabH//fliM//ubiD//yehA//rnlB//zupT//mlaD//yfbV//agaS//feoA//glpF//cheY//kdpA//yjeI//idnO//yhdX//ybiJ//ydbK//cydB//alkB//birA//sbmC//umpH//ydcI//sapC//yeiL//yciF//dinQ//feaR//sgcE//malI//uidC//ptrA//dgoR//tusC//trkA//holD//agaI//ybiI//treC//atpF//eutN//yjjQ//ghoS//kdsC//xylA//rplO//frmR//rlmJ//dmsB//ybaO//iclR//ypdF//arnF//uidA//trpR//ibsA//tap//deoD//phnL//atpC//
GO_0006352_7	sdaB//nuoF//thiM//pflA//
GO_0006353_7	hokE//modC//
GO_0006354_7	ribC//ydbD//ralR//
GO_0006355_7	rpsM//yggE//yciV//frmR//yaiV//ynbD//etk//oxyR//tdcG//nikB//pyrE//metE//yfdG//opgD//ratA//pykF//selB//mepS//metL//zupT//pgaB//rplK//yccX//yfcS//cydD//rutC//perR//panE//mntS//hns//gntR//rzoR//paaD//tnaB//topA//narU//hycH//tar//glnS//hscC//mscL//cbrC//phnG//azoR//aceF//gabT//rpsI//ftsB//ydfK//paaD//pflC//hslJ//yafN//eamA//accD//phnI//hrsA//ybiA//yagF//menD//xseB//yfcV//malF//cysW//hldE//hsrA//mdtA//mrcA//fhuC//nrfG//nrdB//dsbA//sufC//scpC//uxaC//tdcD//dacD//recD//yejB//trpR//efp//kilR//recA//uup//selB//ydhJ//deoD//puuB//leuC//osmY//yfdR//yiaO//ycjP//cbrA//ppiD//yiaU//dgoR//oppF//lsrK//alsB//fklB//cysI//sbmA//nanA//ycjP//nfuA//yjbH//lipA//motA//rhlB//ydbD//ilvM//nikB//yihO//fsr//alkB//sfmF//hisF//rhaA//csgE//trpL//rzpD//lpp//rne//baeR//thiP//hybC//infB//rfaH//treA//rlmA//yfdR//hslV//csgA//pepQ//alkA//nrfE//ybdN//yejB//dcuC//rihC//glnA//thiD//yoeE//ahpC//ileS//tsaB//hyfF//cusA//nikD//arsC//pinE//moeB//fimC//ribA//tcyL//moeA//cmk//asnA//menA//guaB//grcA//gcl//sppA//hofP//radD//glvC//holB//amiA//ilvN//ampE//fes//elaD//yiaL//rplC//ybgP//yidH//yobA//yhfS//mntR//yaaJ//nrfD//sgcA//metF//glnL//tilS//yhjX//sthA//pstA//hdeB//epd//djlC//rpmB//cbl//yidP//ogrK//lacY//dfp//clsB//bsmA//galR//rfaB//afuB//caiF//mqsR//xerC//frwD//phoP//asnC//mnaT//pgpB//bioB//nuoE//nfuA//infB//ubiA//aslB//thiH//yhdJ//phoE//lgt//yfgI//ynfL//lptE//sfmD//ldrB//dxs//recO//dicC//ygbN//speE//rspB//rpsK//rrrD//yheT//opgE//ydeM//pgaD//fepD//ispA//ybjC//proB//ulaB//queA//artQ//csrD//rplN//smrA//lspA//dxs//glpB//yphF//gapA//ydeO//uspB//frmR//hybO//insI-1//yqhD//tnaA//speF//
GO_0006357_8	pck//
GO_0006364_9	yfdC//ybhA//tolQ//envC//vsr//arnD//bioD//truC//rihC//gspE//eptA//degS//bacA//proP//ymdB//guaD//thiH//pdxK//edd//psd//ghoT//rnb//paoC//kdsB//hyfA//rsuA//ibsB//ygdG//gntK//cydC//yfdG//ampH//hcaC//ccmD//pheT//yieK//fabZ//arnD//radA//gltS//galM//tilS//pyrC//
GO_0006378_8	nadB//yihI//
GO_0006379_8	puuP//
GO_0006382_8	dsbC//
GO_0006396_7	nadB//gmd//mazG//selU//pntB//bepA//maoP//pspF//rfaE//stpA//cvpA//hda//nimR//aroA//erpA//recB//ffh//hofM//galK//truD//queF//rplC//rpmA//lrp//rbbA//waaH//crl//pdxJ//yagF//cysM//queA//tnaC//fhuD//yhfS//yebQ//ykfI//yqcG//cydB//malK//ygbM//menA//mreB//yjhP//yfcA//pyrG//nrfE//modB//yhjC//thiC//livM//yqeG//sufD//yjiA//argT//ybiS//ycjQ//bamE//yeiG//yafO//hicA//nanS//preA//sbcC//umpH//casA//ykfI//intS//iraP//creC//glcE//yebQ//mdtB//wza//nrdF//spy//kdpC//tusC//lpxB//fucA//ompF//pdhR//tdcB//ftsA//mdaB//tpx//livH//kefF//atpB//hpt//rlmM//endA//nuoM//fimD//yiiE//insB-4//lgoT//thiQ//yfeD//ribA//rdgB//arnA//rlmL//
GO_0006397_8	nfuA//trmH//fdnH//
GO_0006399_8	yidQ//gor//ycdX//acrB//yddG//prc//hmp//yqcC//aslB//puuR//rcsC//ydeO//nac//dgcQ//dnaQ//pgpC//rnt//yeeY//sdhA//rpoS//yggD//nanS//ygeW//psd//yihT//ygjK//deoC//ccmH//cyoB//cysW//uhpA//proA//sthA//ykgM//guaA//accC//csiR//leuB//bdcR//cysI//napC//murE//gsiC//aroC//argD//intE//cyaA//dps//agaW//rplL//rcdA//bssS//truB//uspB//allS//uxuR//gcvA//sgcX//mutM//pdeF//acpT//rplM//deoD//sbcC//mdaB//entD//kdgR//hisI//yneL//rpsN//ydiR//yidQ//hchA//yoaB//cpsG//yihS//lolC//ulaA//mnmC//metI//yeeJ//gluQ//
GO_0006400_7	relB//yaiP//ldtD//roxA//chbR//evgA//thyA//yraH//yqgB//sdhC//cusR//yfcV//glpT//purD//pck//sdaB//fkpA//sxy//secY//modB//tatD//aroD//yobA//dicB//crfC//narW//glyS//sthA//dcuB//recG//mdh//rlmJ//rsuA//slyA//ltaE//yghU//napB//frmB//tar//artP//rhaM//trmH//yphF//deoR//nrdR//pdxY//ycjY//cusA//yhdW//
GO_0006401_6	casB//xylA//wecE//fruB//rpmB//adhE//truD//argB//yqhD//dinB//crcB//pitA//sfmD//yehY//uhpB//narH//gmhB//purR//amiD//umuD//rpnA//dadA//
GO_0006402_7	oxc//ydhK//ygfA//alpA//yaaY//sufD//talB//tyrR//sgbE//ydiK//rfe//
GO_0006412_6	lrp//fabA//tcdA//hokB//glmM//ftsW//nrdA//trmB//appC//ttdA//srlD//yjeI//idi//cspD//sapC//iraP//hypF//dfp//yhbS//secM//rnhA//rpsJ//rclC//rplS//ugpA//rpmC//trmI//pspG//zntA//csiR//elfA//trmO//rffT//accA//yehC//malG//trpL//yagU//aqpZ//pstB//rfe//yfaV//sgrR//phnL//adeD//ligA//yebS//rutR//yjhP//gadE//degS//
GO_0006413_4	ycdX//yccS//bdcA//
GO_0006414_6	treA//soxS//ggt//cyoC//prmA//rzpD//ldhA//metR//yhgF//
GO_0006415_7	mdtC//mscM//alsB//ybeY//hycB//pcnB//ydhK//
GO_0006417_7	glsA1//nrdI//aceK//cheW//ccmD//msrQ//yegT//dcuA//mdtN//exbD//lpcA//yiaO//yajQ//cpsB//corA//nac//acpS//elfA//kdpE//recO//rnd//yggT//yeiL//blc//dapD//gpt//dgcZ//mmuM//fucP//aroP//nrdF//ygfZ//fetA//ybeF//atpG//ilvE//aidB//chbG//cptB//
GO_0006418_7	nanS//acpS//yggN//acpP//hofP//hemB//ydjE//ftnB//betA//rhtA//priB//zapD//chbF//ugd//yciF//exoX//aer//hdfR//rplY//rutG//sgrR//thiL//hisI//ffh//ompG//
GO_0006419_8	yagJ//
GO_0006420_8	nhaB//
GO_0006421_8	potG//
GO_0006422_8	ygiB//
GO_0006423_8	hchA//
GO_0006424_8	gltK//yidQ//
GO_0006425_8	speA//
GO_0006427_8	glpA//
GO_0006428_8	shiA//
GO_0006429_8	dgcJ//
GO_0006430_8	cof//rodZ//
GO_0006431_8	cfa//
GO_0006432_8	gcl//yjbH//
GO_0006433_8	adk//
GO_0006434_8	gatA//
GO_0006435_8	cobC//
GO_0006436_8	eno//
GO_0006437_8	kdpD//
GO_0006438_8	narW//
GO_0006446_8	rlmE//purU//yagE//rpmC//sdaA//ygaV//bamC//
GO_0006448_8	fetA//ampG//coaA//acrD//uvrA//
GO_0006450_4	hofM//paaD//xdhB//fdhD//glpR//shoB//uidA//sgrR//prfC//tehB//
GO_0006451_7	nagZ//
GO_0006457_3	acrA//recG//kduD//waaA//setB//ybdR//pck//mdtB//kdgR//ydiO//yghB//yfgO//exoX//sufD//aroB//sgrT//lplT//fucP//rpsM//acrR//dcm//ribF//cynS//emrK//evgA//rpnD//yjhI//nikC//topAI//yjjB//ghoS//dxr//elfC//hsrA//yfbV//sad//ompT//mlaF//frmR//mngA//
GO_0006458_4	sfmC//xerD//yqcC//ldtC//hisA//rayT//murC//rpsB//
GO_0006464_6	sufS//abgA//nlpD//kdpA//bcsQ//rpsA//rlmH//thrL//yajL//ydhJ//trpGD//mtgA//phr//nemR//puuR//yggT//acrE//cnu//appB//ribF//chbC//queC//ynfH//yggW//pheS//xseA//queC//yfbU//mtgA//asnA//gcvP//srlR//yejE//fliL//znuC//scpC//yhdX//bioH//yjiR//ybjN//araG//puuC//solA//appB//pdeR//pth//fryC//rpmG//potD//yfdO//yjbH//ybdO//yghO//elfD//waaQ//fimH//zipA//dadA//ais//hybD//manX//ubiC//aceF//eutN//arnT//kdsC//rutR//aroH//frlC//gsiD//mraZ//ibpB//nrfG//add//cbeA//yhjV//gsiA//yeaK//phoR//katG//idi//arsC//mdtK//leuO//ybiX//mltC//ydiO//garR//fpr//alaA//fbaA//decR//moeB//glpK//tisB//sdiA//gutM//yjiA//rlmB//cspC//gshA//hemE//atoB//sufE//tauA//ybjG//prfB//ldrD//hemB//abpB//mprA//yihW//aroG//ftsK//asr//tdcB//rseB//pdhR//chaA//rfaD//ygcW//dmsA//rnhA//caiD//gntU//nlpE//ccmF//hcaT//mscS//nimT//dtpB//gadC//csrD//cutA//rbsC//ybcJ//msrQ//serA//rraA//insB-2//yhbY//eutK//
GO_0006465_6	yfeD//pstS//setC//
GO_0006468_7	yjiA//prfB//purU//hrsA//fucK//ydjJ//gatA//rlmF//yfdC//rffH//proQ//fimZ//elfA//stpA//insI1//yidL//azoR//murB//malQ//pflA//rutE//mntH//araD//ymfA//apaH//phnC//wzb//tauB//ibsB//mdtF//gudX//pgpA//nadK//galT//yphC//glpD//sgbU//arcC//fre//sbcB//yrdA//kdsC//waaZ//uspE//nagD//yjhH//lysC//metE//fre//hybA//yhbS//cycA//ispF//
GO_0006470_7	yehP//moaB//ariR//ydcS//yebG//ymjB//gyrA//recB//amiA//recN//nfuA//yjjW//bcp//cpoB//nrdR//deoR//
GO_0006473_8	puuR//cyoD//rfaC//rlmD//leuA//glpD//dsdX//yfcP//caiB//rbsD//tig//dctA//
GO_0006474_6	cecR//mutM//yggE//mutS//ubiH//
GO_0006475_9	rzoD//ybdO//
GO_0006476_8	pgm//trpE//pnuC//
GO_0006479_5	xylE//ascB//surA//ycaN//mdaB//xylB//bioC//rbsR//
GO_0006480_6	cydC//
GO_0006486_5	mazG//
GO_0006490_5	dtpC//
GO_0006497_7	rpsJ//
GO_0006508_5	blc//yebK//csgF//tsr//entS//pldB//glnQ//aspA//ffh//yhdH//truA//yadC//rimP//fau//galS//glsB//thrS//aaeB//pliG//barA//glyS//yfgJ//rpsQ//yhdJ//ydaV//yaiV//sfsA//rstB//crp//dgt//aldA//kdsB//maoP//fepG//rutD//pnuC//etk//yihO//gudD//csgD//rffH//aceF//flgF//ydeO//ypdB//fkpB//hdhA//cedA//deoA//ppc//dnaG//ydjE//sucD//ascG//leuB//
GO_0006515_7	gltD//nrdR//yibA//marA//
GO_0006517_6	citG//aceF//torZ//ydjE//
GO_0006518_5	tcyL//yhjR//hflD//wbbK//yggP//hisM//ibpB//ygcR//exuR//ftsN//thrL//ycjY//msrQ//hisF//nusG//ydiP//degS//mepM//birA//ygeW//frwB//tmk//zraS//ybfE//nmpC//borD//rseP//rluD//ruvB//ftsH//araG//pepT//ydfG//ybeF//rpoS//ais//psd//cynX//rpmJ//dinI//holC//satP//mdaB//lldR//rpsK//pth//wecA//ybdM//yfgI//oppB//norW//dppA//yibH//trmD//ampD//alsC//ygeV//gabD//glpC//feaR//fadD//nei//ykgM//ttdA//ydgA//dnaK//rpiB//nuoB//murA//creC//oppF//yehX//bglJ//hisB//fimH//yfdC//grcA//
GO_0006520_4	ybjI//tsaE//sfmA//nupG//ldtD//osmY//kdpF//mepA//tusA//purT//pldB//dnaC//yjaA//ydcM//yfbV//ydbD//ftsH//priB//citG//ypdI//ppsR//acrZ//dtd//panF//yehA//ybhR//mak//obgE//hypF//xylH//hyfF//secF//rbfA//cydC//tqsA//mtgA//livF//iap//fdnH//qseB//gpsA//yqeF//artJ//murA//abpB//pabC//pdxB//dmlA//yahI//motA//guaB//argA//srlR//ihfB//cpxA//yfgJ//mreB//hcaR//tpiA//yqgF//emrE//serC//selA//prfA//nagK//yhdZ//bhsA//potA//solA//hdeA//glnP//syd//agaS//insE-1//insK//secM//fadE//yqcG//hypB//flgM//rpsH//pgi//ygeA//gatC//appC//dhaL//dtd//pepQ//yibF//tolB//pepN//holB//ycjD//modB//ssuA//fdnG//shiA//pepN//cptB//yfcA//rfaQ//aidB//envC//ackA//mltD//ytfR//maa//frvR//clsB//csrD//lptA//yehP//dedD//allR//hcaD//waaF//paaK//folX//lysC//panZ//rng//pspF//yehW//tnaA//yegD//dcuB//panC//mdtD//sgcE//glgS//mraZ//sufS//rpoA//ygjH//fiu//relA//abgB//adeP//arnB//glsA1//ivy//moaE//wzyE//ycjU//lacZ//yhjR//deoR//nagB//rssB//kdgT//xanP//torR//purL//ccmH//yggW//pyrD//rplP//hprR//yehT//codB//cydA//rraB//dxr//rhaT//cdd//fis//ribC//kdpB//waaU//glmM//ygbM//yoeB//hyfA//dacC//agaS//garL//phnH//torZ//erfK//zur//ompA//bglF//hlyE//ygiW//mtlR//opgE//ytfP//rdgB//katE//ycgV//fadK//opgH//potE//nadB//xisR//iscS//tolR//livK//wzzE//yihL//tcdA//frdC//
GO_0006521_6	modB//mdlB//nrdF//
GO_0006522_7	lacZ//livG//mngR//manY//cusC//trpGD//yehU//
GO_0006523_8	napC//hemL//ileS//lpp//
GO_0006524_8	rutR//eutN//rutD//
GO_0006525_7	rcnB//infC//ligA//iclR//cbrC//mpaA//trpC//tusE//rtcB//citX//dapB//yhbQ//pstB//rplT//pabA//glpB//ynbB//cysD//glnB//yggE//yjhG//
GO_0006526_8	setC//modA//dnaE//fimA//xylA//iraD//mdlB//rluC//trmD//folP//minC//clcB//oppA//
GO_0006527_8	ibsD//gmd//tusB//gltB//thiD//casC//ycaN//yiaO//murR//
GO_0006528_6	purR//pinR//livF//yihT//
GO_0006529_7	murE//ydiZ//
GO_0006530_7	argP//pgpB//
GO_0006531_7	chpB//aspC//adhP//rsmG//pdeK//tqsA//sutR//deoD//
GO_0006532_8	mtlD//fabR//
