#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tar//glk//dgoR//sapD//
GO_0006139_4	recJ//mdtK//fliD//mug//dppB//rcdA//rbfA//yneL//cspG//curA//glnS//pal//fecA//flhC//yhjC//aroE//gloA//mrdB//tsgA//ybhF//galP//crl//lysP//yajQ//yadI//rhlB//yehU//ydjH//ispH//yagF//iraM//rlmE//yhcN//mltD//murR//yadN//dinB//phnO//rmuC//cdaR//rpmH//hemN//flgE//grpE//mukB//gntP//lit//yghW//dxs//rplE//apt//hybG//rarA//malE//zinT//fucK//flgK//dacC//gloC//cobS//yhjA//glcE//nfo//mog//tdcE//cycA//yfaX//ugpA//yihT//pntA//tktB//yidD//tufA//accA//yehX//gltK//cydA//mscM//motA//ppk//ybbN//lysP//rnhB//yaaJ//ltaE//allD//dinI//rhaR//zitB//yqcC//malQ//prc//cmtB//yqeA//lpd//gcl//yceK//lsrG//rnlB//idi//rihB//rppH//ydjH//proS//flgI//yiiM//nrfD//araD//ygeV//araD//bioD1//nadA//cof//ybhA//yceD//feoB//dnaG//mdoD//artP//glcE//setC//phnL//waaG//cyoC//metR//macB//aceA//rfbC//uspF//dnaA//fimZ//yihR//lplA//hflX//hycI//purA//ahpC//ybhA//torZ//agp//mdaB//mnmE//ygfZ//nirC//pepD//mreB//pspG//ynaE//scpC//speG//manZ//tolA//pgaA//acrE//allC//melA//plsC//atpG//argP//acrA//proW//hybA//ybiT//yjcE//mutT//parC//yfiE//rffC//yjbF//dnaC//hisP//rplT//fklB//glnB//rffT//yjhI//uvrB//bisC//ssuA//selB//flgJ//rdgC//sufA//ibpB//prmB//caiF//ygeW//garK//lsrK//abpB//rpnB//moaA//rnt//cysK//yjiY//ibsA//rayT//lsrR//hisB//yihW//moaD//ybjX//hflC//gspF//psuT//mlc//gloC//sfmA//satP//yeeL//ompL//garK//ymgC//oppB//yjbG//argI//yegT//ydhJ//tusE//pykA//flgD//gfcE//atpF//ypdF//yfgJ//hslO//yohD//gcvR//ybjL//guaD//pinQ//kdpB//ynfF//rluB//cysE//rutG//pgaB//yihW//icd//hofC//rnpA//eno//coaE//yieH//grpE//caiF//lyxK//ydgA//rpsK//oppD//adhP//ppiD//ymfK//dppA//chbG//paaJ//rnt//dapB//acpT//ansB//rsmI//bhsA//ydiV//dut//pbpC//feoC//tatA//ftsP//yihT//bglB//recA//purF//gadX//yfaL//torI//lptE//phnC//pgaC//aaeB//yraK//hupB//murQ//metK//oppC//pdeH//cysA//rimO//cspB//cyoD//amiB//intF//pgrR//pyrG//lipB//ubiC//mppA//solA//hyfF//surE//wzc//pepQ//yicJ//ybhD//potH//mscM//argD//ttcA//ileS//gltD//yeeA//thiG//gatB//fimA//nuoF//murF//chbR//wzzB//ygaZ//modC//tatB//tauC//gudP//lepA//yqiG//rplK//folE//acnB//pgaB//add//ahr//yaaJ//hflK//yojI//yghB//arfA//pgrR//prpC//ycbV//folE//hupB//pal//guaB//dedD//ybaE//bamD//pyrG//aroD//ydbD//dppB//hisF//yjfF//proW//rseP//borD//proX//yhaV//hscC//psuG//cyoA//cspE//maeA//glnS//oxyR//thrB//yeaD//yrbG//fdoH//fmt//yfhM//rtcB//yihS//ynjD//tyrR//alsE//evgA//rpsJ//dsbB//fbp//chbF//yafC//prpR//ygfA//cysU//vsr//ppsA//cheR//galM//yehD//recR//lsrK//ibsA//oppC//sapF//hycB//dapF//sufS//dppF//sodA//kdpA//rplO//cmtA//lptC//oppB//cysP//dps//ydhC//nrfB//aqpZ//uhpT//eptB//putA//murG//nuoI//tamB//trpB//mnmE//ldtB//coaA//mutY//ptrA//aroE//solA//ibpA//yhgH//appB//pabC//nudB//torR//soxR//sohB//pspD//ygaH//kduD//sstT//ruvA//ansB//waaF//arcA//yjjQ//recA//agaA//aldB//tar//fucI//corA//mtlR//yicJ//fliG//ybcJ//slyA//rplC//ynbC//xisE//mngR//agaW//garD//pspD//cynT//focB//yfdG//nudB//ndh//tatC//dppD//prmA//ybiX//oxyR//yabI//dmlA//suhB//iraD//yagG//csgA//yiaM//rsmC//metB//yoeE//dcd//glmS//nusA//yihR//nanS//greB//ssuB//cspI//sixA//pmbA//aceF//cueO//yegT//nac//yjiY//wzzB//yfjV//ugpA//gudX//rsmG//wcaJ//nudF//zraR//epmB//hcaB//asnC//cpsB//rplN//ygbI//dsbG//rplT//lsrK//livK//phnI//ftsW//pepA//agaS//blr//dppA//yfiE//rfaH//sufC//paaB//yghG//ldrA//metE//rapA//ispF//hcaD//cnu//sbcB//yfgJ//cyaA//dapB//puuC//mrcA//lysA//fimI//ompW//menD//malG//putA//hisC//fimH//ydeE//sugE//rpsE//betI//appB//prkB//ykgF//napD//nsrR//ybeQ//glcE//rodZ//yiaJ//rng//yehP//gnd//yjaA//fruA//bluR//allD//sufD//hslR//ulaD//rhaR//alpA//elfA//oppF//ybeQ//rep//bcsQ//bcsQ//ppiA//ybcF//ydjK//mppA//tyrA//fruA//setC//tas//recA//frc//udk//yadV//ghoS//waaF//pdeK//evgS//yjgX//ribB//uxuB//folX//pphB//rfbC//uvrY//ygcO//yehA//gltD//dosP//glxK//csdE//osmE//rpiA//metI//ftsK//fepD//cynT//tusA//ycaO//fliD//rnhB//feoB//deaD//
GO_0006140_6	cspG//bioD1//
GO_0006144_6	bioD//hicB//ydbK//torC//phoP//cusS//ccmC//xerD//ddlB//insI3//
GO_0006145_7	csgB//napB//ygaV//ddlA//
GO_0006146_8	ogrK//gstA//
GO_0006148_9	yfiC//
GO_0006149_9	hemB//
GO_0006150_9	ompT//
GO_0006152_7	potG//tesB//wcaC//uup//ybiO//trpE//
GO_0006154_6	yoeE//
GO_0006161_9	napB//
GO_0006163_6	rffT//putP//ccmA//yeeY//treC//atpD//mrp//lpxP//hipA//ccmH//clcB//yfaU//paaK//ybeY//mdlB//kdsD//yihI//bolA//paaG//mreC//amiD//zwf//hemE//queE//ansB//radA//yceD//fixB//aaeB//mgtL//tcyJ//hofC//yahD//trmB//rpsG//yegT//nanT//aer//acrB//nuoN//rplO//mntH//argR//mppA//btuE//ribC//yhjV//tamA//ynbB//arfA//casD//tap//feoC//yjfF//
GO_0006164_7	ybaO//dam//uxuA//oxc//rhlE//yoaA//hisA//fis//purN//ydiR//yfjV//fdnH//yrbG//cysQ//ghoT//lpxM//yfhM//yajL//setC//cca//fur//argD//yafQ//thiL//sfmF//yqiH//arfA//mltG//pstC//hcaD//adhP//sdhE//tap//murA//mocA//sufA//parE//ffh//nanC//torR//
GO_0006165_7	paaZ//arcB//alsC//pmbA//paaF//fdhF//ccmH//yahK//paoC//baeS//serB//dedD//sucC//vsr//fepC//moaA//hcaT//ycbU//ubiE//
GO_0006166_6	rtcB//selA//
GO_0006167_6	insE-1//
GO_0006168_7	rfbX//rzoR//
GO_0006171_9	trkH//
GO_0006172_9	csgG//
GO_0006177_9	bioH//ybiO//trpD//
GO_0006178_7	lacI//
GO_0006183_9	rpsO//
GO_0006188_9	rcsC//yiaT//yahI//ygaH//
GO_0006189_10	yfbR//kdsC//
GO_0006195_7	bamE//fabD//
GO_0006203_8	argI//fetB//
GO_0006206_6	yfgI//aidB//ldtD//nagK//blr//hypE//cptB//sdhB//yahF//ygjH//arfB//rnr//waaZ//rhlE//rarA//murG//cysE//intE//pheS//dapB//murE//yieL//yhdZ//rihC//ihfA//ykfM//
GO_0006207_8	csgB//lsrB//pitA//tsaC//ubiJ//
GO_0006208_7	yjbG//hokB//ydiO//hemN//yggP//rplK//rclB//uhpB//queF//gudD//paaJ//fdoG//xanQ//
GO_0006209_6	ilvN//
GO_0006210_8	oppA//
GO_0006212_6	lptF//yciF//yohC//fhuC//groL//puuB//uvrY//wzzE//ispH//garK//yfaL//
GO_0006213_6	ybiA//ribE//codB//hda//mntR//rseP//yeeJ//cheY//plaP//ygfZ//speF//yidE//fsr//proC//yjiM//bcsQ//
GO_0006216_9	hslJ//
GO_0006217_9	frvB//
GO_0006218_9	mcrA//
GO_0006220_6	rplP//lpoA//pheM//bdcR//galM//dtpA//cpxR//wzyE//paaC//lsrR//folX//araF//ybhG//crfC//pheA//araA//wzc//tcdA//hybG//tdcF//
GO_0006221_7	moeB//yigL//yciE//lldP//ftsW//curA//trkH//ppiA//csgA//argF//galF//kduI//allD//
GO_0006222_9	glyA//
GO_0006225_9	dkgA//
GO_0006226_9	moaE//gspE//
GO_0006227_9	lpxC//
GO_0006231_9	pykF//
GO_0006233_9	nlpI//
GO_0006235_9	aroB//
GO_0006241_9	pgpB//
GO_0006244_7	glcA//mhpC//gph//otsA//bioD2//recF//ydiO//
GO_0006259_5	ydfG//dppC//yrdA//flgD//mcbA//tatA//puuA//leuE//mscM//ycbX//lptA//yahF//ycjY//mcbA//dcp//gudP//prmC//umuC//clsB//pgrR//ygjK//clpX//selA//secE//yidL//glsA1//ydjJ//csgB//ygaZ//sgcB//cas2//yciA//araB//moaB//tsaE//ghxQ//elfA//dgoA//yfcV//deoC//yieK//slyA//csgG//speD//rimO//ilvM//cvrA//rseP//yadK//yqaE//ycbB//pheT//rhmR//ydiP//pdxJ//phnJ//purC//gudD//kbaY//rspB//cof//yebK//btuE//dapB//rpsJ//mdtF//rnhB//yoeB//ycgV//dtd//sseA//trg//gadW//rlmI//zipA//yjfF//rbbA//nrdF//gyrB//cpxR//nth//xerC//mdtO//ycfL//glpB//hprR//topA//nemA//epmC//parC//gloA//fumC//cfa//marA//fecD//grxD//tomB//pflA//acnB//rpmC//hpt//sucC//marR//oppB//bipA//rclC//ssb//gltB//gmd//ybaT//cyoA//ftsL//phoP//cas1//rclA//gfcE//lolE//ybiT//hyi//lplT//yraR//yggP//amiD//lptB//chpS//tamB//lldR//poxB//dacB//minE//uidC//lpxD//leuS//yeaV//btuF//aroF//gsiB//metG//ptsG//ilvB//nfi//fixC//yiaU//glnH//nfo//malI//paaK//birA//
GO_0006260_6	hyaA//mdtM//soxR//dinG//pdxY//cysH//nadC//gatB//prpD//pepN//tsaC//rpiA//msrQ//uvrD//yqiJ//sufE//pabB//fliT//mhpC//ybgQ//yfcU//
GO_0006261_7	yfbU//bglJ//psuG//lpcA//mltD//hisG//rluE//glvC//yraK//lptA//ppsR//yajL//
GO_0006265_6	yggX//iap//sgbE//ccmF//rclA//
GO_0006266_6	hybE//mngA//pnuC//
GO_0006267_5	flgC//
GO_0006268_9	thiI//potB//rimJ//
GO_0006269_6	yieH//
GO_0006270_6	torZ//ybcF//metG//ldtB//fhuD//bioP//
GO_0006271_7	rplI//ycbB//yjjU//
GO_0006274_6	ybiH//
GO_0006275_7	yfgO//sgrT//argO//ybaO//gspI//aspA//yphC//nfuA//arsR//
GO_0006276_3	rnpA//iraP//sapC//napF//betA//fklB//nikB//pdhR//
GO_0006281_6	aroC//sfmD//atoC//glcC//arcC//sucB//uspG//cobB//yhhT//ldrD//garL//msrC//radD//ybhA//mzrA//mscK//cyoD//ybiY//dgcN//fadB//gloA//ydhQ//hokE//ptsN//rapZ//xylG//bfr//gntP//blc//yfbV//tyrA//sdaB//tcyN//rplE//ribC//yddL//eutK//envY//agaS//yebG//msrC//ilvA//ybeY//arsR//qorA//hybA//waaG//elfG//xthA//lolD//gmhB//purR//yqiI//emrY//iclR//
GO_0006283_8	ispB//
GO_0006284_7	asnS//yjhP//rzpR//xthA//thiI//qorA//
GO_0006285_6	ptsG//murI//ycdX//nsrR//higA//
GO_0006288_8	garD//uidA//
GO_0006289_7	dfp//insA-1//
GO_0006298_7	csgA//caiF//ybcC//alkB//glnK//gcvR//envZ//cheZ//pdeD//greB//
GO_0006301_7	rpmF//mpaA//yjhH//malG//
GO_0006302_7	ydjJ//arcB//uxaB//selU//ygbI//lgoT//rlmH//yagU//osmE//
GO_0006304_6	yiaB//yjbH//sodB//xisE//hcaD//ftsA//yfeR//mscS//codA//
GO_0006305_7	dapD//priC//ada//arnB//
GO_0006306_5	ugd//potD//csgD//efp//
GO_0006307_8	glmU//ttdB//allC//atpF//yibT//
GO_0006308_6	mtlA//yafN//yfiF//fepB//yfeR//nupX//mepH//luxS//plsX//rcsA//pckA//cycA//
GO_0006310_6	pta//gluQ//tusE//allS//nagC//zapB//caiT//intE//yegS//lon//degS//tatC//yhgH//sugE//envR//argB//dsbB//yihV//ppc//erpA//nusG//ychH//dppD//rfbC//ycfH//guaB//speF//thiL//tehA//leuD//iraP//yihX//yobF//rsmC//dnaQ//spoT//miaA//sufE//hisP//metH//yfeD//mgsA//lyxK//
GO_0006313_4	trmB//cdaR//rfaH//allR//yhfK//csgA//xerC//
GO_0006323_7	dgcE//
GO_0006325_4	sxy//
GO_0006351_6	prc//ybiT//allD//rcnB//fumB//fepD//hisA//tnaC//abpB//acpP//hypA//yciT//argF//ccmE//znuC//tamA//entF//hxpA//ssuA//eptC//frvB//gshB//ygiW//trpE//waaG//cobB//ynfL//trmO//entH//rplD//mrcA//iscR//pdhR//hprR//yegV//ompL//ygcO//tdcR//srlB//lsrA//ygiN//ybdM//nrdD//tyrR//dgcE//lysO//prmB//pldB//ilvC//yijO//ihfA//sspB//narW//mhpT//rpsG//ygcW//rluE//lsrK//leuA//elfA//gcvR//appB//hypB//elfD//pyrH//xisE//wcaC//glsA2//nrfA//modC//yiaO//yedL//aaeR//moaE//dinB//opgB//ftsQ//asnC//rhaM//sthA//rpsE//pdxB//pnuC//selB//metQ//rseP//evgA//yehX//gcvP//btuE//icd//mgtL//yfcA//csgB//pcnB//eptB//radD//oxyR//tldD//gstA//phoB//casE//mhpC//ybaK//dnaC//fucK//agp//norW//exuR//def//paaF//selU//nikA//metR//yjaZ//ulaD//pflB//sixA//yfdC//
GO_0006352_7	secD//csdE//rnlB//rfaE//
GO_0006353_7	yigL//paoC//
GO_0006354_7	opgB//entB//yfeO//
GO_0006355_7	ddlB//insI3//ybjD//elaB//atpE//ratA//uraA//tonB//hyfA//yjgX//cyaA//tyrS//fdoI//ghoT//bdm//clcA//fic//acpP//luxS//ligB//ydjE//rspB//gatD//ldrB//yieE//dppF//cmoB//cadB//oxc//ilvE//radA//yidE//sufS//yqiI//ulaB//ampD//zapB//frmB//dnaK//sapD//yqiH//mepS//nupC//arcC//rsmI//sapA//hokE//fadH//rlmL//pdeD//soxR//tatE//gyrA//ugpE//fryA//yhjC//pyrG//yeeJ//fimE//menI//bglA//aroC//cdh//cadB//murD//phnK//gntU//yeeJ//glgB//csgF//ddpX//potH//ynhF//rffT//artJ//ung//hycH//rfaQ//yiaN//gapC//ydiQ//grpE//ldrA//ynbD//opgH//manY//yjbG//napC//fbaA//nikB//fdoH//hchA//lsrB//valS//mglB//pmbA//torZ//ykgM//yobF//insA-2//oppF//sgcA//araF//setB//acpP//dnaX//rpoE//hipB//ahpC//paaX//galF//xapR//glmS//phoB//sufA//gadE//yfiF//yigL//gcvR//ubiA//yieK//htpX//srlD//fumC//hldE//cobB//mtgA//tag//ssuB//dusC//speB//torS//rsmB//flgK//idnD//nikB//purD//tusB//narY//ycbB//crp//trkG//rdgC//yjbB//speG//erpA//yraN//phoE//cysA//cra//insF-1//dnaN//mreC//gatA//ydfG//rhaB//mazF//gadE//xthA//ycdX//garK//yhjB//arfA//rimK//rpmJ//yhfK//malG//dtd//mqsA//paaB//ygeW//nagK//ybaT//hemB//dicA//hypF//ppiD//ubiB//cheA//gldA//mlaE//etp//osmF//ycgV//sohB//ssuA//entD//ubiA//flgJ//dnaB//glnE//ymfA//mdtN//trkH//nfo//ruvC//ttdT//selB//cutA//cysM//xylB//rffC//fimI//pspA//hslR//lapB//yebQ//livG//napF//tsaC//citG//pstB//ilvB//fdnH//tnaA//yhdW//ettA//gcvR//rihA//arnT//pbpG//yeeL//sufC//pyrD//casB//trpL//mhpR//ydcM//ybiO//flhE//ydeT//lpxP//ptsG//mrcB//phnK//ydhK//mtlD//yahF//btuR//xapR//ybaK//hokE//bioD1//fepD//aldA//insB-2//rhaR//recC//srlB//glmM//glgS//nrdE//aas//fbp//ybcM//acrB//yagF//evgA//ydcS//orn//clcA//
GO_0006357_8	gspF//
GO_0006364_9	moaC//clpS//rpsP//cspB//hisP//ppsR//hcaD//dtpC//agaB//leuA//nusG//tyrS//aroL//erfK//nth//napA//tus//hemF//moaD//rcsA//ligB//fepA//mglC//ydeT//hxpA//ugpE//hofC//sapC//tyrS//eptB//nrfD//hcaB//lipB//ugpE//casD//hscB//yggT//yciT//rpsD//dtpD//cnu//ybjI//ulaF//
GO_0006378_8	ndk//glcB//
GO_0006379_8	greB//
GO_0006382_8	yciK//
GO_0006396_7	cdsA//rraA//mdtC//higB//ftsE//aqpZ//zapE//yfdO//rplR//hrpA//cysI//yafO//adeP//tsf//rhmD//rnt//thiI//eutB//yjaZ//rpmG//eutD//ggt//srmB//elaA//casC//bdm//tcyL//borD//thrA//dcuD//ada//bsmA//entF//frdC//yiiM//waaG//baeS//slt//kduD//nei//abpA//rlmG//purB//ynaE//sbmC//trmA//bsmA//rfaH//rsmH//cpdA//mlaC//mglB//xylB//thiM//stpA//agaB//mepH//minE//xthA//ykgO//yfiR//glpT//gcvA//yddL//rarA//yehT//ycfS//ymgC//rfaD//modC//degS//rplJ//asnA//nanE//prpB//aqpZ//sapD//ftp//ycaO//paaD//sgbE//pgk//fliZ//ydfD//ddlA//gspJ//lptB//opgC//lyxK//metF//pyrC//ygbL//gspF//argT//ygeR//essD//cysW//waaG//wecA//acrE//mdtC//fpr//
GO_0006397_8	dicB//wzzB//xthA//
GO_0006399_8	soxS//eco//tolB//frlC//cusA//bglX//nagZ//prmC//thiH//nudG//dcuR//yfdG//kdgR//purT//arfA//yhcF//waaP//yheT//ugd//ydeT//dcyD//rihA//bisC//rplI//csrD//selU//sfmD//xylF//yahD//yfdO//rffG//nemR//proC//skp//garR//amiA//phoB//mscS//srlR//narX//nagB//entE//frmA//rplX//zapD//hyaA//valS//ykfI//grcA//ygfI//yceD//atpH//dhaL//pitA//cmoB//ldtE//dsbC//rimP//matP//ldcA//hscB//cedA//dnaT//ligA//kch//hchA//tsr//rbsD//sufB//rpiA//rfaD//mdtK//yeiL//ybdZ//rpsK//queE//yjcE//rluD//degS//pbpC//uspC//pgrR//
GO_0006400_7	chbR//ddpX//cytR//yciG//dgoR//smrA//allB//ompL//gspJ//ydfD//panB//yjhH//rbsA//entS//arcC//ampH//mdoG//yegS//glvC//csdE//nlpE//waaJ//yjeI//pyrD//ytfT//ftsQ//yhjA//sapB//bipA//trg//lasT//tdcD//nlpA//uvrY//ftsW//dsbG//cyoE//cspE//sufB//fetB//nlpA//pheS//livH//yeeL//ulaG//srkA//yhjC//gltP//malP//
GO_0006401_6	glpC//fimF//rhoL//rcnB//gdhA//ralR//dgcE//cof//yhbO//mepM//relA//acrB//infB//cobC//gpt//thiI//folC//speG//glpC//ytfP//araG//ydiR//
GO_0006402_7	hofO//ppiA//gatD//idnO//mioC//kdsA//ugpA//yfeW//rssB//fhlA//gltS//
GO_0006412_6	ffh//rtcB//narU//mpaA//ravA//gshA//rfaF//yihL//tap//rcnB//cbrC//mscL//atpB//gabT//gudX//yqjA//hemF//lpxT//glnK//ortT//yehD//uspB//ycjP//argF//mepS//ybeF//ftsB//yhdH//lepA//prfB//yihR//lsrA//narX//wzb//macA//trmJ//chbG//fliG//tusE//malX//yhjB//spoT//nudB//nadE//ydhJ//puuC//yeeO//pepA//araD//sbcC//ydjM//
GO_0006413_4	feoB//dctR//cbl//
GO_0006414_6	sstT//dsbG//frwD//yfcQ//ompG//ybiO//cysU//narZ//yehZ//
GO_0006415_7	asnC//deaD//frwD//feoC//phnK//dsbC//waaP//
GO_0006417_7	glvB//sapD//aspS//dfp//caiB//yoaA//hipB//yfaX//aidB//mug//kdpF//hybO//yjtD//evgA//mdoG//ecpR//rnlB//roxA//wecE//cspB//ybiW//yehT//dsbD//pspD//gloB//pabA//hisD//dnaK//kdsA//gudX//hcaE//creB//glnH//ygeW//ybiT//sbcD//nudB//yqiH//exuR//
GO_0006418_7	mazG//nhaA//mzrA//aceF//phnI//waaA//acnA//ldtA//yjjG//ftnB//csgB//yciK//borD//gntR//ybhR//rplL//pepN//opgB//pspD//yhcN//qseC//dapB//cbl//yjjU//yfaL//
GO_0006419_8	aqpZ//
GO_0006420_8	tyrB//
GO_0006421_8	rcsF//
GO_0006422_8	rapZ//
GO_0006423_8	btuC//
GO_0006424_8	nupX//hslO//
GO_0006425_8	yadM//
GO_0006427_8	gpmA//
GO_0006428_8	trpR//
GO_0006429_8	atpE//
GO_0006430_8	mdlB//rfbC//
GO_0006431_8	ybdM//
GO_0006432_8	rutD//trkH//
GO_0006433_8	cpxA//
GO_0006434_8	kdgK//
GO_0006435_8	kdgT//
GO_0006436_8	hslO//
GO_0006437_8	mltF//
GO_0006438_8	amiD//
GO_0006446_8	yjjG//dppF//mdtN//cspI//leuC//metE//nth//
GO_0006448_8	rph//greB//lyxK//torD//cspG//
GO_0006450_4	elaB//rrrD//yfiF//opgG//maoP//frc//cpxR//rclR//hofM//yjjV//
GO_0006451_7	priA//
GO_0006457_3	ydjM//thiG//rapA//glcA//rfbD//rlmC//gcd//tktA//fabZ//tktA//recJ//csdA//opgB//srlB//hflD//rapA//rraB//agaW//dgcN//eptA//glgB//fecC//metR//cheR//fdrA//napD//rhaT//tamA//tauB//ldrA//ptsP//fpr//dsdA//trpS//ybiX//ugpB//coaD//ybdR//ugpA//yddA//
GO_0006458_4	panB//ada//malZ//nfo//yggW//nrfF//hybD//ubiD//
GO_0006464_6	rpsQ//rsmC//carB//fcl//helD//chaA//uidC//glpA//osmE//paaD//yjiA//mioC//rplP//yjfF//slyA//rutA//trkA//ydeO//gnsB//phnJ//malK//ydhK//zwf//ecpR//hprS//citT//artM//nemA//glpC//glpK//phoE//grpE//nirC//glpK//yghG//cysG//modA//cnu//ddpA//rarA//yihP//fabB//ycaN//dppB//kup//btuE//arnB//argK//asnB//gatZ//menA//pspD//bepA//dmlA//yhcN//rclC//ybcL//cusS//hemD//tatE//rseC//mdtG//puuB//hmp//sulA//prpR//tdk//ugpB//nsrR//nrfB//yedX//pal//rclR//argD//cadB//pabB//ldtB//ypjD//frwB//feaB//eutK//sdaC//rpsL//ansA//ybiX//sstT//ybiA//ettA//katE//yhaV//norW//rrrD//thrS//moaB//cutA//yajO//eutR//wecB//ycgB//gabD//paaX//cheB//trpA//mqsA//wecB//ycfH//rpsK//yqiG//ynhG//epmC//patD//fbaA//ccmH//ttcA//flgJ//yddA//yebG//pyrB//lexA//cvrA//arfB//atpD//yoeE//thyA//sfmF//recA//fadJ//yqeG//allC//agaI//hscA//sodC//hemD//torA//pspG//hybE//trpE//kdpC//ybaQ//tusB//asnS//cvpA//
GO_0006465_6	yhbX//arnF//ccmF//
GO_0006468_7	deoA//yceO//entE//fdhE//sucD//tatE//yeeJ//ibsE//minD//yahD//yfdK//tsr//coaA//sdaB//insI-1//mtr//murR//sxy//yqiJ//yoaA//paaC//mlaB//arnB//ascB//cedA//gspE//trkH//glgB//ydeT//ydjK//yiiD//rpmC//ssuC//adiC//ydhQ//hipB//tap//ydiQ//envR//ilvI//ibsD//bfr//yphF//uxaB//dnaA//phoR//uhpT//dusB//lipA//gntP//ldtD//ybiT//yeaE//
GO_0006470_7	lptG//bioA//paaZ//fliA//pheA//mhpB//ygiW//mak//mntR//rpoA//cobU//nrdA//lsrC//recX//borD//cas1//
GO_0006473_8	ydeT//bcsQ//csgE//csgD//argA//pdxK//ygiN//puuA//tpiA//glgS//tyrB//dcuC//
GO_0006474_6	glgB//avtA//glcC//cycA//leuA//
GO_0006475_9	lptC//ynfE//
GO_0006476_8	potA//rfaH//rseP//
GO_0006479_5	ubiD//ybhA//garK//yiiM//mutS//yeaK//appB//paaK//
GO_0006480_6	yraI//
GO_0006486_5	hokB//
GO_0006490_5	narU//
GO_0006497_7	prfB//
GO_0006508_5	ivy//ygiV//uspF//argC//ypjD//torZ//insI3//appC//dmsC//yehA//insH-5//cdd//surE//tus//rffH//nfuA//yrbG//narX//glpX//rpsH//yhaV//hisA//cysG//sdaC//cusR//ydjJ//mraY//gltL//rrrD//atoS//fepD//ydfK//ung//narP//helD//aroC//hybG//baeS//hflC//rof//eptA//nagD//cheR//proQ//ybcC//narQ//nusG//eco//fdx//yihL//pabA//plaP//nei//ubiE//yadG//
GO_0006515_7	ynfE//mqsR//yqjI//aroB//
GO_0006517_6	dsbG//thrS//acrA//ackA//
GO_0006518_5	deoC//hdeB//accD//glpX//yfhH//yhdH//potC//thrB//yaaU//yaaY//yihL//tus//ygaV//nfuA//hypF//nagD//phnP//rppH//yebQ//mltC//yhaC//ahr//fadL//minC//citX//arsC//araC//casA//narP//creC//yeiL//slmA//cca//ydfG//ptsH//hofP//motA//ushA//mcbR//murR//ansB//hisC//rpmC//fabH//malQ//yadK//rplL//ygeR//exoX//pgpC//araE//gcvR//ulaF//kdsB//proX//nemR//rplL//yihX//ycjY//nfsB//abpA//arfB//rnc//ldtC//tcyP//thiH//yejB//thrC//ygbI//potA//kefB//galP//tus//rcnR//dmlR//mutT//nupC//
GO_0006520_4	cbpM//purR//hisI//nanE//livG//thiP//yjaA//arnB//ddlA//torY//glmM//rimJ//ygdG//suhB//priB//mtlR//ahr//trkA//lptC//deoD//moaA//cmoM//pyrF//uspC//argG//ybcQ//hemA//waaP//argD//nfi//hofC//mcbR//garD//amyA//bcsA//pepA//thiH//nusA//phoQ//bioD1//gluQ//glmU//pgsA//cho//tig//ygaH//rhmD//gpmA//fadD//emrK//yjcO//soxS//gltB//ptrA//dnaA//rnr//iap//aceA//clpS//gstB//yjjG//ilvN//rplM//endA//ascB//malF//fkpB//emrK//purC//mngB//arnB//speD//pstA//nac//narH//idnO//minD//rnlB//kefC//cynT//aes//norV//tar//yccS//alpA//sufC//chbR//mltF//yghU//qseB//ansB//ygbM//yiaF//yejA//yjgX//setC//cheR//bamA//mfd//cof//tilS//aaeR//rffH//narZ//bssS//mnmE//priA//entC//astB//acrA//yfiF//yjtD//ybcL//citG//dcuS//tadA//groL//sulA//flgD//ilvC//sdiA//codB//emrK//mhpA//entB//sgbU//ydaN//cecR//bamC//yhaM//asnC//yraN//codA//tolQ//znuB//yraI//manX//acnA//kefF//rpmB//chaA//asnS//gmhB//yhfS//hinT//adeP//mltD//bioD2//ompN//yqcG//bcsA//idi//yodD//sgcX//yahO//hfq//waaP//ribB//uvrY//ecpR//polB//arsB//yjjV//nlpA//ybaO//glpK//hflC//cspE//solA//idnT//fpr//mdtD//dinD//ybhR//alsC//dgoR//yihP//cpoB//cobS//oppF//ispA//rhaT//yfeX//atpB//yiaA//csgG//truC//ttdA//rfaG//yeeL//tas//yfaX//barA//intE//fdoI//accC//rcdA//poxB//fabB//dacC//gfcE//nth//
GO_0006521_6	dgcM//yadC//panZ//
GO_0006522_7	ycfH//yhbS//rne//rcsF//waaF//ribD//bglX//
GO_0006523_8	entH//yjtD//shiA//glgS//
GO_0006524_8	dppC//ygaZ//nrdB//
GO_0006525_7	yhhZ//dnaK//rarD//polA//trpA//skp//ulaE//phoE//hofC//torZ//entB//rffG//acnA//mglA//dnaE//bdcA//glk//ycbX//rihC//hcaF//fdhF//
GO_0006526_8	nadE//mfd//rpe//ebgR//folM//hscA//potA//pgsA//mdoG//amiC//mhpB//moaC//sfmH//
GO_0006527_8	nudF//ydcT//yjjV//rluD//cptB//dgt//potD//lpd//kdgR//
GO_0006528_6	sutR//rffH//clcB//cysN//
GO_0006529_7	alr//guaA//
GO_0006530_7	ydeM//zraR//
GO_0006531_7	tpiA//trpE//yaaA//ynbC//dapA//murB//aphA//topA//
GO_0006532_8	hofN//bcr//
