#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	eutR//fnr//cbrC//aroD//
GO_0006139_4	zntA//ulaR//frlA//prmC//rpmB//bdcA//rplD//rrrQ//ydiK//uvrB//menC//acs//aceA//pyrG//mlaE//waaG//hyfC//rluB//yqgB//cyaA//ribA//yoaB//acrE//rpoD//cyoA//yjhB//yajO//pnp//dcuD//phnH//ompL//lpxK//dhaR//yfcQ//creC//speF//torS//radA//yaiP//ptsI//paaG//gmk//ubiA//frwD//yehZ//yafO//tauD//ssuA//trpA//hcp//umpH//gltX//actP//galT//rmf//mcrB//ybiT//bioD1//rnd//otsA//yceD//proP//ymjB//sbcC//treB//nuoF//sbcD//ydcR//chbC//pheP//opgC//mutL//yahO//rnb//maeA//pyrF//amyA//recG//valS//ybiH//secY//coaD//torY//yjhH//yidL//yfaE//yafO//fruA//yeiL//btuR//ytfP//rep//frmB//hybG//slyD//yjhC//ydcM//psd//paaD//atoC//hypA//glmM//scpB//parE//pphB//thiI//rusA//mntH//panE//chbC//yjbB//ogt//norW//gsiC//ydjE//yraI//pstC//mdtO//pdeH//ada//yfgI//rpiB//paaC//atpG//acpT//ynhF//yebG//uspE//hyaC//fepC//betA//rlmN//yiaO//ulaD//rfaC//yggW//proS//rpmJ//sapB//gsiB//yfhH//casE//btuF//lit//creC//tnaC//fdx//nuoB//hyaB//ybhG//nanS//efeO//mukB//sufB//bioD2//priB//yajD//dsdC//ompN//proS//pdeD//udp//holE//glpF//borD//uxaB//tolR//msrQ//uvrD//htrE//metE//bssS//yobF//yfdR//ybiT//citG//treB//eamA//fliK//comR//lysU//cusB//srlE//fau//frvB//hexR//araF//nhaR//yqaA//ybfA//qseC//ygbL//rutB//hslU//nth//gcvA//lpxM//ldtB//ispH//frdB//rcsB//ampG//miaA//ftsY//ynfE//mntH//sfmA//mgtL//ybeY//wrbA//glnQ//plsB//recO//fdrA//acrB//mrcA//deoC//yahB//mraZ//gsiB//rclC//tdk//yggW//hrpA//gatC//ugd//rlmH//leuC//yadN//yddM//metN//ybdG//yfjV//proW//yqjA//mepH//hisS//ydfK//pspD//ubiX//srlR//ldcA//mhpD//hdhA//tusA//glxR//mtn//metC//kup//nhaR//glpF//yfcG//ydcR//nagE//pta//groL//trxA//yahI//yebQ//ispG//xylE//yahN//flgK//pepN//thiQ//nadB//yjjQ//map//treR//dgoK//ybgP//yehY//menI//speE//ynfK//mrcA//modA//garR//narG//ycjY//paaH//mtlD//greB//hdfR//pagP//gntT//groS//opgB//fecB//fepD//tnaA//oppB//glpK//yibH//tomB//tsx//mlaD//yhjV//mutY//rnhA//nemR//rrrD//tauA//mscK//nfo//yqgB//srlD//yhbO//ftsL//tas//cdd//adiC//ybcQ//yidZ//leuE//mlaF//arnF//ada//alaS//fruA//yeeY//ccmF//cbrA//mtfA//pyrC//ygeA//yhaM//thiC//emrD//cysW//bamE//yoaB//crfC//rnhA//insF-1//yddG//nagE//yejA//infB//rsmF//rlmA//mnmE//pdxK//waaS//feoB//yiaJ//ymfA//yhjA//tsaC//yidA//cfa//hldE//norR//exuR//yagI//dtpD//cysI//helD//livK//yihI//malZ//cheW//secM//symE//thiP//groL//ispH//mrdA//aas//chpB//nagA//rbsD//thiP//ydfH//emrB//idnO//maa//waaP//envR//yidZ//yjjV//hybA//yjjQ//epmB//argF//yedX//phnJ//yjcS//rplQ//dppA//ypdA//gpmM//clcB//rlmF//nemR//opgH//citT//argB//mukB//rplT//casD//iscS//kdsA//rsmD//rpmA//ompA//ribD//fklB//holE//higA//abpA//tcyN//sbmC//yggN//yhaV//napB//pncB//ascB//insB-2//mltB//insH-6//ybdG//qseB//fucK//gdhA//setC//rimO//narV//yjiX//ubiB//sapA//yihV//malS//pitB//yafE//umuD//oppA//flgK//casA//tdk//ynfK//nanK//fmt//ppx//ssuC//fucK//hycA//ubiE//rpoS//bhsA//tldD//yfcF//yeeO//gspF//birA//ugpE//pgsA//diaA//ubiB//ymgA//btuE//yqhD//ynfL//mliC//yjjV//ygiN//dgcN//cydC//hpt//ettA//ais//frc//pagP//ilvD//gntT//yagU//acnB//sbp//flgJ//narL//ydcZ//deaD//gloB//ribA//gcvP//cusB//miaA//gatY//yhaO//fucI//sfmC//tsr//yciK//yoeE//thiQ//ftnA//hrsA//ascF//pdeL//nadE//cueR//umuD//argT//napD//yidE//pbpG//ygcR//ubiH//creB//glcA//ypdI//skp//codA//intQ//dacB//rplA//mqsR//cysE//rnb//argD//intE//rbsB//tolQ//caiT//pspC//yciE//rhaS//fadL//ompF//dcuB//gcvA//rhsD//yfdC//tamA//idi//glcF//ynaE//gdhA//yhjG//mdtC//mtnN//aceF//gcvA//entB//tnaB//ycbV//rlmD//hybO//ptsI//dppB//arsC//purT//prs//thiI//dacA//yihR//mdtM//fimI//rcsF//yeaE//adk//fliZ//phnG//cysC//lptE//crr//cheR//manA//rlmC//plaP//grcA//aroB//cydB//yidD//casC//ypdF//mdtK//yafE//fdoG//pflC//rplB//dmsB//bacA//fabI//ycgB//ybhG//narX//nrdI//acpP//gshB//dicB//tufB//opgB//rng//murB//yadI//mngR//tesB//ghoT//parE//agaA//rimL//sbcC//folX//yeaE//hflD//rnt//ygeR//xerD//astC//rcsB//hsdM//nikE//
GO_0006140_6	rsuA//hokE//
GO_0006144_6	tsx//glpD//cysW//gyrB//lolA//hsdM//ftsQ//pykA//speA//yibT//
GO_0006145_7	queC//dppF//yqeG//ruvC//
GO_0006146_8	preA//gor//
GO_0006148_9	smrA//
GO_0006149_9	exbB//
GO_0006150_9	mdlB//
GO_0006152_7	xylE//sgbH//ampD//trkG//kdsB//napD//
GO_0006154_6	yfgJ//
GO_0006161_9	edd//
GO_0006163_6	fklB//glrK//gmd//melB//prpB//lysP//phoQ//hslU//rcdA//mreC//hupA//xisR//ackA//mog//purU//dpiA//iraD//ycjQ//hflK//tauB//fadD//mutH//ybdM//gmhB//sixA//yfcU//uidC//cyaY//ygaH//dnaX//cadA//lexA//hycI//ugd//mazG//ubiI//nfo//aroF//entE//rbbA//fdhE//betI//surA//wzb//potB//garK//rnhA//glnS//hslO//pepB//acrZ//pyrE//priB//rimK//
GO_0006164_7	tufA//yidL//obgE//exuR//mtlR//ycbB//proV//lpcA//rpnB//dsdX//xylG//iscS//rseB//treB//fdhD//phnP//zapB//gadB//rsmA//ycaN//pheP//ybcF//xisE//prkB//aroC//manA//mgrB//tatB//ydcM//sdhE//lacY//metN//evgA//uspE//fdoH//murJ//clpS//metI//yccX//nupC//
GO_0006165_7	mglB//creC//argH//lhr//yheT//folE//hscC//hyfF//mrr//map//ydiQ//mazF//prmB//yggT//tynA//ptsH//ypjD//phnG//rarA//
GO_0006166_6	ybhD//cydC//
GO_0006167_6	ulaR//
GO_0006168_7	ubiG//sixA//
GO_0006171_9	yceK//
GO_0006172_9	yieL//
GO_0006177_9	rpmF//hcaB//tdk//
GO_0006178_7	barA//
GO_0006183_9	rsmI//
GO_0006188_9	dppF//ynfK//cueO//ygjH//
GO_0006189_10	mhpA//yadG//
GO_0006195_7	aspS//sapF//
GO_0006203_8	gadE//dedD//
GO_0006206_6	ychO//dinJ//dsbA//gudX//frmB//eutN//bssR//sgcX//osmF//wzc//ung//ascB//serC//alsC//mdtG//pflB//ribE//adiY//cpxA//cyaA//xylF//ahr//rpnC//rffM//actP//pdhR//
GO_0006207_8	mepM//yhfK//mhpD//metN//phoU//
GO_0006208_7	dacC//pykA//dkgB//rclA//rpnA//gapC//fabH//bioB//ykgF//hinT//yejE//mreC//yfeW//
GO_0006209_6	ftsI//
GO_0006210_8	aqpZ//
GO_0006212_6	ggt//rhtA//galU//frdA//rfaE//frwD//pyrL//rssB//recR//fliS//dosP//
GO_0006213_6	ung//ispA//ydcM//ybaE//lptE//skp//dhaM//ackA//prpR//cspD//kefG//rlmB//ygbI//aaeA//upp//carA//
GO_0006216_9	yihI//
GO_0006217_9	yihS//
GO_0006218_9	yjiQ//
GO_0006220_6	uacT//tdh//coaE//dcuS//glnD//murB//ralR//ppiC//ralR//idnK//iscR//yghU//yhjV//htpG//holA//nuoM//aer//cydC//frdA//syd//
GO_0006221_7	fliT//acrR//gadW//mraY//fryA//zipA//citG//paaZ//mdtF//envR//fepA//phoU//nirD//
GO_0006222_9	rplP//
GO_0006225_9	oxyR//
GO_0006226_9	sapF//ibpA//
GO_0006227_9	mdfA//
GO_0006231_9	gcvH//
GO_0006233_9	ybiT//
GO_0006235_9	ilvB//
GO_0006241_9	fadB//
GO_0006244_7	clpP//ynfE//yqeG//nmpC//fliT//asmA//dnaA//
GO_0006259_5	rhaD//aroF//proA//xerC//radD//rihB//sanA//yjbB//dcuA//paoC//yijE//dgcJ//mdtA//ybaT//glgC//pnp//ybdN//rzoD//fdrA//yjeI//hdeD//ccmH//gshA//hdeB//appA//infC//nanR//yraN//acrB//yobA//yibH//ibsD//crp//ypdB//aceK//intA//yidR//yciG//yphF//rlmN//glnL//frlB//ispG//miaA//rihA//acs//fnr//yiaB//yqcG//lolE//lasT//ftsK//queC//ddpX//lysA//alaC//mfd//nikD//minC//pabC//ygbI//ycbV//yfhM//fdx//mlc//dgoD//nadA//malG//ydcS//phnK//fepB//perR//dhaL//opgC//baeS//rihB//rsmB//intF//holB//yiaU//xylA//insK//ynjD//bamC//gshA//nrdF//uxuA//oxc//ascF//dtpA//mraZ//mdtE//opgG//ygaV//ybdH//rna//holA//uhpT//wzzB//xylA//ompC//thiI//pepN//tabA//ybjL//kdpA//yedX//glpD//yqjH//sufS//ghrB//tauD//ccmD//fucO//ddpX//yihL//aphA//galU//ydgA//abgA//ybfA//topB//yafS//cbl//cusB//pncB//rayT//hyaC//elfC//gatZ//gabT//fadJ//rtcR//gyrA//ushA//yiaN//yaaY//ribE//ycfJ//dcuS//yccX//mioC//yfiC//rlmF//yghB//yidK//rplW//yihP//
GO_0006260_6	iclR//pcnB//minE//rmuC//yahO//nrdB//yegV//flgM//ybhJ//rplN//cra//mnaT//ampH//yqiJ//hemF//prmB//purT//pgrR//sgbU//yadC//ldrB//
GO_0006261_7	purF//thiI//frc//phoE//ybhF//srlE//cusC//manA//bdm//ycjD//ybhG//fadK//
GO_0006265_6	tktB//rutR//ygjR//ftsB//cyoB//
GO_0006266_6	kdgR//yjiQ//sxy//
GO_0006267_5	yhfK//
GO_0006268_9	gsiB//trpD//mutY//
GO_0006269_6	ccmA//
GO_0006270_6	gatZ//mdtA//dusC//ydiZ//rrrQ//ppk//
GO_0006271_7	ilvL//metH//emrY//
GO_0006274_6	potD//
GO_0006275_7	rcsA//dam//dicB//atpC//lolA//umuD//purU//rpmA//ilvM//
GO_0006276_3	dctA//yajL//leuS//dapD//mrdB//dgoA//selU//aceB//
GO_0006281_6	ggt//nirB//puuD//yecS//yciT//yahK//gltS//tyrS//flgJ//ytfE//cstA//envC//kduI//murA//rtcB//fpr//ptsI//yobF//wecC//brnQ//dgoR//minE//hisM//metG//dtpD//waaO//nadC//sseA//rep//puuP//phnK//fucP//sdaB//fabZ//maoP//ftsB//rbsR//yahI//trpB//alsA//yhjC//nuoE//nuoB//ydjH//fcl//waaC//rph//dnaX//yfdG//mcbA//ydbD//yqiH//hybO//yhbO//yahF//
GO_0006283_8	ttcA//
GO_0006284_7	phoP//aaeA//mpaA//recA//dcm//intS//
GO_0006285_6	ygiS//ccmG//bsmA//pepQ//fkpA//
GO_0006288_8	argI//puuC//
GO_0006289_7	ibsC//epd//
GO_0006298_7	sgrR//metL//lptB//dkgB//zapE//yphB//thiP//gspJ//hybD//ftsP//
GO_0006301_7	tolA//cpxR//glnB//ycgV//
GO_0006302_7	treF//araC//gutQ//dinD//pflA//yraH//yadI//ompL//infB//
GO_0006304_6	dcuS//sbcB//ydjK//lolB//sufC//gabD//uhpA//sdiA//flgJ//
GO_0006305_7	etk//tauA//lptA//mdh//
GO_0006306_5	dicC//pinR//opgH//yfgI//
GO_0006307_8	rbsD//ompN//dtpB//paaH//rsmD//
GO_0006308_6	ygbI//qseC//scpC//ydcM//rsgA//narL//sgcA//rplO//mltD//ybiS//cbpM//lptA//
GO_0006310_6	amiA//mscM//creC//bioC//mhpC//hokE//holE//yafE//lsrC//mcrA//cobC//fetA//secD//hofM//sapC//rpoE//rpnB//ycjQ//mak//amtB//hycI//nudB//amiD//rfbC//fdnI//cutC//adhE//ttdR//ygiV//macA//uxuR//rnc//gltX//nuoE//ytfQ//hemC//pmbA//rplO//yieL//kduD//trpS//atpG//edd//
GO_0006313_4	mlaF//ade//waaU//ykfI//sspA//pgi//cysZ//
GO_0006323_7	yqgB//
GO_0006325_4	mug//
GO_0006351_6	etk//rplS//csgA//torA//lpxK//leuS//appB//ydiZ//cysN//msrC//trpL//fadJ//nrdF//sanA//idnD//pal//envR//ydcS//tomB//ydcS//hslJ//mdtF//fecB//yqiJ//argA//yphF//speA//ytfE//yfaL//yiaJ//torI//ygbI//eco//tpx//rhmR//lapA//pdxJ//yfcP//nirC//gudD//argE//acpP//treA//ralR//kdpF//intA//pckA//narJ//yqjH//topB//mhpT//prlC//purC//dhaL//sppA//torD//mdtL//gdhA//citT//priC//tdcC//glnB//bdm//waaA//hfq//asnA//aaeA//mdh//tmcA//cpdB//yahI//allR//feoC//hemE//lysR//dhaR//ymdB//mdtF//waaJ//dnaX//xapR//apaH//ulaB//mngB//topAI//ybgP//puuB//rfaQ//aroC//treR//corA//yihU//folX//miaA//rpsM//dsbC//glxK//mcbR//elfG//rnhB//paaC//hdeA//insI-2//glxK//umpG//yheT//mdtD//ybcL//gcvA//mdtF//lplT//lysP//fur//yfcV//gntU//phnC//umpG//kbaY//tabA//
GO_0006352_7	tatD//fepB//cadC//rhtC//
GO_0006353_7	cdd//ybhI//
GO_0006354_7	lgoD//pabC//nuoI//
GO_0006355_7	tas//bglH//aspA//fimE//yajD//pykF//trkH//gcvT//tldD//lysP//mfd//fkpB//ybhS//rluD//ygcO//flgI//yeaG//znuC//nagA//gmhB//rssB//yjhB//rffH//ftsW//ycfJ//appC//ycjD//xanP//ftsP//fhuF//yeiE//entD//essD//ypdC//ybhJ//tamA//adiA//lon//kgtP//dnaJ//ybdZ//nirB//glcA//ybcQ//yahB//lptD//ygeW//waaZ//rpe//crfC//ykgF//ygeA//mcrB//idnT//ycbX//lpxM//ydiB//fixC//dmsB//lipB//evgS//gatD//manA//ibsB//lnt//ycjU//dhaK//rlmE//hisH//nuoF//hupA//rhmR//flhC//ypdF//ldcA//gmd//mnmC//pgm//rne//fliS//pepN//insI1//yfbS//ybiT//yfcU//glpA//iraM//yjbG//yhhY//rng//gph//blc//apt//acpH//norR//paaC//malP//malX//poxB//cas3//eutB//hyaB//bcp//cusC//ygeX//mdtM//pth//ugpC//ompC//trpS//flgF//pepT//dmlA//mrcA//yehU//tyrB//glnD//oppA//sufC//yphB//sapB//glsA//ygfA//yjjU//dcuA//rarD//kdpB//lolC//ycbX//tar//groL//cutC//ansB//mntS//dinJ//frlR//yaiV//rfaC//arsR//paaG//rbsK//ymjB//mcbA//lsrA//cysQ//ccmF//fepB//yidH//uvrY//fbaA//yieF//agaD//sbcB//ada//radA//torC//pyrG//ygeV//aroL//pyrF//cobS//yfaE//folM//intF//hofC//relA//ttdR//orn//mhpA//cobB//yehY//dcuC//hdeB//hycI//map//mocA//trpA//yihI//xerD//tusC//csiD//uspC//ygiB//yghO//tusD//gntP//pldB//yafS//arfA//sstT//hycA//rplP//nuoF//erfK//pphB//baeS//oppB//nuoN//codA//pspA//ybhJ//greA//waaP//tnaB//gadW//appB//metK//hxpA//ppsA//lacY//fadM//uof//insH-6//fumA//actP//aldB//yceK//ahpC//asnC//xylE//mdtP//dhaR//fpr//aroG//folP//selB//basS//gadX//hyaD//recO//phnG//ycjU//exbB//arnA//pflB//thiD//rpsR//ilvI//eutN//glyS//yfcR//ygbN//trpR//uhpC//ubiJ//cydD//fucI//yfgJ//trpL//entB//araE//yraR//gpsA//ybcQ//uof//serB//fau//tatA//ftsN//eutA//yhcF//
GO_0006357_8	exuR//
GO_0006364_9	lacI//fecC//rfaH//sgrR//yhdW//wecB//ynaI//hyfC//hisM//fryA//gcvT//rffH//gcvR//paaD//opgG//dnaQ//livH//glrK//narQ//yfjR//potG//recN//alr//hlyE//ugpE//norV//trpD//yjgX//mrr//yagF//panZ//phnI//fkpB//kdsB//ispG//idi//ybbY//cydC//dsbG//zraS//rpsL//uspB//mdtO//
GO_0006378_8	ubiA//metG//
GO_0006379_8	csgE//
GO_0006382_8	ygeW//
GO_0006396_7	clsB//yqeF//modB//bdcR//flgC//nlpA//gudD//groL//ade//rtcB//srlB//yghG//grxD//narZ//flhA//rpmE//mtlR//trpA//ndh//hybC//hypA//rsuA//ybgP//narJ//pdeR//yhbQ//eutD//pspG//hslV//hxpA//yfiC//mgtL//pgsA//ynhF//hemH//msrQ//mdtK//yjjU//yahO//gmk//ybiI//adiC//hisC//gltL//hslV//ompN//ccmA//panC//yqjA//talB//yodD//btuR//lpoB//prpD//mepM//ytfP//fetA//mnmG//moaA//intA//cusC//zapE//pfkA//gabD//dgcE//fucA//leuC//relB//talB//osmY//gloB//phoA//azoR//proQ//frwB//flhE//murJ//murE//fic//plaP//yfdK//rutG//yaaU//uspB//lldD//citC//rplT//ulaC//dsdC//phnG//paaK//yadV//elbB//cspG//uof//rlmB//ushA//ybdZ//fryC//nadC//nagZ//yjfF//
GO_0006397_8	dkgB//cueR//ybhS//
GO_0006399_8	amiB//sbmA//nrfE//panD//fruB//folE//mrcA//metR//ybaK//grpE//barA//frmB//prpC//cdsA//macB//yjhP//malP//cspE//bolA//gadW//ydiR//rhtC//mdtC//rplS//cas2//lepB//grcA//ribC//xthA//metF//rpoD//rnhB//mdlB//recA//arcB//yihI//slmA//tatC//mdtK//msrB//pstS//mug//rhlE//yfaV//hemH//yhjD//dicC//ybjC//yohC//arnB//trpGD//fryA//pabA//mdtO//tamA//araF//nirD//ttdR//pyrL//cysH//yafS//hisD//ligB//ssb//cspE//solA//ydiP//yebQ//lpxT//fmt//mog//potF//glpG//allS//ivbL//ybjN//arnD//ftnA//fepD//fimB//ydjK//lysU//
GO_0006400_7	hokE//pabC//bamB//zraS//hofQ//rpnC//rfaF//sspB//ftsK//tabA//yhjG//ihfA//puuP//atoB//bglJ//dgoA//nuoB//aspC//rapA//proC//dnaT//setC//uvrA//ariR//lipA//sapC//eptB//ftsP//sdhC//yaiV//kdgR//rpsI//rssB//rlmG//rsmC//cpxP//mltB//greB//glmS//proQ//yciG//rhoL//rodZ//flgE//hisD//galT//tus//yidC//tisB//
GO_0006401_6	yfcA//csdA//fryB//msrA//ygbI//sspB//yahK//yjiY//fdhE//cbeA//opgG//yhcF//smpB//fliT//aceB//ade//ettA//yagE//feaB//fadB//hdeD//yjcO//
GO_0006402_7	mcrB//wza//ibpB//hchA//nimT//asnA//potC//tnaC//osmF//fixC//fryA//
GO_0006412_6	mutL//oppD//waaH//bamC//entF//thiQ//tatC//mrdA//mglB//opgC//lpxP//aphA//gadX//yebC//hisP//glsA2//gapC//recQ//nanC//idnT//cdd//priA//yagU//rimJ//obgE//araF//artQ//rlmB//ivy//phoQ//ompR//uxuA//yjiQ//yqaB//deoB//pnuC//cusF//nrfD//astC//sfmD//wecC//pheM//ydcT//yfbS//ilvA//ftsN//stpA//mhpD//dnaE//speF//ynaE//
GO_0006413_4	ubiD//nrdH//yaiV//
GO_0006414_6	pliG//hpf//lldD//ybaE//atpF//chbG//ypdF//ratA//astC//
GO_0006415_7	yfgI//xthA//nfi//glpC//metI//trmJ//gudD//
GO_0006417_7	murP//recJ//idnO//lolA//yahO//nhaB//glsB//gloB//ydeM//rimI//glcB//metQ//hycA//mrcB//opgG//phoU//garK//rutR//rpe//paaX//nadE//def//mdtC//tisB//ydjM//torY//panC//yijO//rraB//xisE//ydeT//rcnA//ridA//argK//entB//allB//yiaT//amiA//glnE//
GO_0006418_7	murF//ilvA//puuA//lpxL//cpdB//napC//lsrB//gfcE//atoS//glnS//pgl//cysK//hybC//uvrD//rusA//hsdM//pstB//carA//folE//ccmC//accC//bcp//etk//leuB//ynaE//
GO_0006419_8	sapB//
GO_0006420_8	nudB//
GO_0006421_8	cas3//
GO_0006422_8	rusA//
GO_0006423_8	gpsA//
GO_0006424_8	npr//opgH//
GO_0006425_8	thiD//
GO_0006427_8	rpiR//
GO_0006428_8	ispH//
GO_0006429_8	etk//
GO_0006430_8	groL//adeP//
GO_0006431_8	ascB//
GO_0006432_8	idnT//lyxK//
GO_0006433_8	yiaB//
GO_0006434_8	cyoE//
GO_0006435_8	murQ//
GO_0006436_8	borD//
GO_0006437_8	rsmB//
GO_0006438_8	proQ//
GO_0006446_8	yafS//waaC//norR//ybaQ//adeD//yehD//dppA//
GO_0006448_8	pncB//pspC//birA//ompL//araC//
GO_0006450_4	yrdA//ydeI//ruvA//dxr//sgcR//alsC//abpB//mntH//holB//lplA//
GO_0006451_7	serA//
GO_0006457_3	ydbK//dppD//feoA//bcsQ//xylH//holB//dusB//mmuM//ftnA//yjiA//araE//ybdN//dsdC//rutE//borD//ydjJ//yfaV//bioP//ispF//nei//plsX//mdoG//nuoL//allB//rmuC//nei//sdhA//acrF//mcbR//clpP//ivbL//tpiA//dapB//cydD//fabD//ligB//kdsA//frvB//ybhF//ydfG//
GO_0006458_4	aceK//rodZ//glcA//tomB//rutE//nhaR//fimE//yfjR//
GO_0006464_6	cptB//yeeA//dinD//phoP//rhmD//napB//rhoL//csgF//bioH//yihS//grxD//yqiH//fliZ//cspD//fruK//evgA//narL//cydB//pfkB//coaE//aldA//ldtC//nupX//lplT//ypdB//cusS//hisM//yibH//valS//symE//fimE//mlaB//sufC//yqiG//agaS//rpsT//gnsB//artM//fhuC//phnH//puuR//qseB//ydcS//csgB//yedL//nrfC//norV//coaA//yebZ//yjcO//ycaN//nth//map//glnS//ssuB//dnaC//birA//dacC//iscS//amiD//wcaJ//arcA//ftsY//maeA//lit//pheP//yibT//narG//potE//gntT//yihI//cas3//ccmC//tolB//rayT//nrfD//rbbA//tisB//ydeI//cbl//lsrD//eutN//recN//yahN//infC//murD//acpP//fimG//malX//mfd//wecB//tdcE//elbB//ratA//xylE//selU//rna//higB//mltB//srkA//fliD//narZ//nrfC//cynT//mmuM//norR//citG//trxC//rpsQ//ansA//dkgB//hiuH//intQ//proX//atpA//glpF//ybaO//torY//dppB//cbrC//relB//dgoR//yhjX//oxyR//yecS//hyaB//ygjK//mntP//ydjM//hycB//hisA//frmR//gatA//gsiB//dpiA//cmk//rpsG//menB//yahN//rclA//adhP//rcsC//
GO_0006465_6	araB//ybaT//gpr//
GO_0006468_7	bsmA//soxR//srlD//yahK//yehT//wcaJ//xdhB//oxc//fadE//hprS//folP//rnr//iclR//sdhB//nfo//focB//rpnD//mltG//pheP//yceK//cusR//msrA//tolC//truC//rzpD//ybaO//feaR//glnE//deaD//yiiD//fepA//fadM//frmB//smpB//glnH//pstS//recA//ispA//yfcG//gsiA//opgC//folP//zraR//oppD//fadJ//mdlA//rplM//trpB//ibsE//ynaI//lptA//truB//gadX//
GO_0006470_7	yphF//ribB//yeiL//sdaC//nanA//leuS//matP//insK//truB//insI3//creC//yghO//ibsB//napD//mdlB//ygeR//
GO_0006473_8	cysQ//ftsK//ybgI//acrB//kdgT//yafO//phnG//ssuB//gstA//yhdX//yhiM//fliK//
GO_0006474_6	tadA//hisH//frr//mocA//prfC//
GO_0006475_9	allS//hisH//
GO_0006476_8	rseC//kefG//yqeF//
GO_0006479_5	folE//ccmA//hipA//tauD//menB//ybbN//livJ//ybfE//
GO_0006480_6	hypF//
GO_0006486_5	rbsR//
GO_0006490_5	cysN//
GO_0006497_7	accD//
GO_0006508_5	fdnI//cysS//flgM//patZ//fruA//hemG//pyrD//nudC//argO//sapA//focA//yoaB//phoU//rppH//dppF//ilvC//hflK//gadE//cysP//ppsR//ydjJ//znuC//helD//rpsA//lpxD//ansA//yqiG//yedP//yjjB//mutL//glcC//rplJ//dgoD//pbpG//deoR//cycA//nrdG//rzoR//rsmG//wzzE//rmf//lamB//flgJ//yhdW//yfbV//ttdR//glpX//fdhD//panF//yfiR//lrhA//rseB//frmA//metK//mnaT//
GO_0006515_7	argA//yaaA//ycjW//ybiS//
GO_0006517_6	appY//dinI//ydiR//mukB//
GO_0006518_5	rseP//btuE//yqcG//hisI//cecR//folD//hscC//nfi//nikD//htpG//grpE//hldE//ydjM//ubiE//hybG//fau//pepB//copA//yqaB//queF//rbn//mlaE//mdlB//pal//rpnA//cydB//amiB//yhbX//yjjU//elaA//garR//mreD//lgoT//eptB//yhjD//trpS//pth//glsA1//nrdA//pdhR//yfgI//rfaH//yoaA//iscX//yjcE//maeA//yahK//crl//rhaS//xseA//glrR//cra//deoC//tmcA//murG//ndk//ycdY//osmF//entC//fimD//ackA//yidK//rtcR//mdlA//yiaN//pgsA//rhlB//rpnA//rpsH//rplX//hcaE//acrF//selD//ychH//yahF//fliZ//napB//
GO_0006520_4	xisR//sufD//nrdG//bssR//ebgR//ilvN//rihA//speE//ttdR//lgoR//fdnH//yfaU//ybiO//nirB//yhdW//bioD//uspC//maeA//csgD//flgA//lpxK//scpB//ybbW//yadK//emrY//yhjD//sapC//phnJ//kdsC//yjhP//yheT//ansA//flgC//iraD//tyrA//tatA//thiL//guaD//prpB//pliG//mdtJ//ydjL//yebQ//rmuC//garP//ymgC//lpxC//alsA//ftsW//recJ//nikR//holC//fadR//yjaZ//sucA//sfmD//tamA//bioD1//lldP//lyxK//nagA//mmuM//proX//patA//ubiI//cusF//bcsQ//dxs//ydiV//curA//mfd//yjjG//fhlA//rpmC//sgbH//alsE//pyrF//lpcA//ihfA//sgrR//npr//flhD//bglJ//dhaL//tamB//narQ//dinI//kdpB//iscS//recR//fabZ//ybfE//yfaE//patZ//rcnR//trpGD//groL//dnaT//clpB//yedA//glmU//ccmD//lacI//xseA//minD//ybcC//ybcC//ypdA//rpsR//dmsC//phoR//sgcR//norV//nadD//fruB//yefM//frvB//gadE//kduD//yjtD//atpF//hofP//dnaQ//aas//rfaH//gspI//fimH//artQ//exbD//ybiA//yfcS//cirA//pstC//ygjR//phnL//lpd//greB//rplJ//cheZ//menE//yadK//pheS//ompR//yqaA//rfaF//srlE//rfaH//garR//pheA//oppB//iraD//yadI//eptB//aslB//nagZ//patD//nfo//dnaE//iscR//groS//norV//minC//yiiE//gatA//ddlA//cspE//ruvB//pdeR//rhaS//cyoA//mngB//rraA//fdnH//mraY//hupB//sapD//murG//fdhD//cyoB//yihX//ypdB//rodZ//cysK//bioC//purA//endA//clcB//rbsD//ribA//malQ//tag//bipA//trpS//tauB//fliK//aspS//tnaA//waaP//dacD//oppC//hyfA//ygcO//
GO_0006521_6	yihV//hflK//mak//
GO_0006522_7	aceB//fabZ//ybhJ//rcdA//mzrA//luxS//nrdB//
GO_0006523_8	nepI//deoD//cynS//ydeO//
GO_0006524_8	yraI//ribE//nuoL//
GO_0006525_7	glvC//tamA//dosP//gor//acpT//rffC//cvrA//nikD//glgX//ttcA//rseB//emrK//cadB//yijO//trmB//glsA2//hypE//rhsD//xylG//fliD//yjeI//
GO_0006526_8	ygfA//yafC//ycbB//mglC//yfdK//mtlR//dgcF//nhaA//chbF//ubiE//lysR//dcuB//yddM//
GO_0006527_8	aroF//nikA//aldA//yiaU//maoP//prmA//yfjR//pinQ//ruvA//
GO_0006528_6	narZ//yefM//mrcA//yjgX//
GO_0006529_7	phnC//yahF//
GO_0006530_7	cadB//rbsB//
GO_0006531_7	bamD//pntA//yceK//cysN//menI//zitB//nrfD//argE//
GO_0006532_8	ytfE//ygiW//
