#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	diaA//sapD//lsrK//ralR//
GO_0006139_4	gntR//intA//thiE//fdnI//phnK//dcyD//cspB//hcaR//bioD1//mntP//recD//bamC//prpR//yqaA//rsmI//abgR//ulaR//mngR//ygfX//ybiI//pykF//gsiC//yjtD//tbpA//hisC//ssuE//mcrA//rph//yfbR//ispA//lipB//hdeD//yajD//lasT//dtpD//cof//edd//sppA//ydeE//gpmA//puuP//gntR//mioC//yahD//hisG//sgbE//rbsK//yahN//glpA//betA//mgtA//pdxA//rplJ//aaeB//fdoG//intQ//yghW//seqA//gdhA//queG//garD//patZ//nusG//betB//rplR//entB//atpG//trpS//sfmF//fucK//purU//gnd//agaI//thrA//malF//dapF//pcnB//panZ//ymgF//yebG//proA//nrfE//upp//ydiV//def//evgA//moaA//ftsP//yqaE//sgcA//yrbG//yodD//tufB//cysH//rluB//yibH//tldD//rpmA//waaZ//malZ//eutD//mepH//malX//rseC//dnaJ//flhA//ivy//cheY//rplY//yifB//nupX//frlB//ybjC//panZ//lpxT//dgoA//polB//ymfA//rnb//yfdC//trpR//rlmE//hicA//ykgM//hslR//sdhE//thrB//yacG//hofO//ompR//chbB//ybhP//xerC//casA//fetA//rcnB//vsr//yfiC//nadE//tesB//uhpC//ybfA//rsmG//aslB//malP//dedD//speD//nimR//crcB//arnT//cysA//ycjQ//allD//yohC//gadA//sdhD//rfaH//entD//gudD//gatA//nrfA//tdcB//alsA//ybhG//cpdB//rseB//dgcZ//glmU//fadD//araD//glgS//wcaJ//malF//ybiV//mdtP//truB//ftsQ//narY//yahF//epd//lpxB//wecE//nrdF//osmF//rayT//htrE//ppiD//yjhP//nanR//fucO//pitB//gstB//nuoE//fepG//phoP//copA//uxaA//lsrK//metF//rnhA//cobS//gdhA//dcp//feaR//cusR//sfmC//thiM//ydaV//potF//setB//rutA//rffH//lspA//sapC//gshB//yjtD//rhlB//coaD//cysA//fumB//hcp//ghoS//envC//hybB//arnB//ybaL//yggP//yqjI//cysI//bsmA//ftsZ//bdcR//ulaF//ygiB//yjaA//fre//fimG//hokE//iscA//trpD//leuO//yddA//fecA//glgS//gntK//yedX//dnaJ//dcd//yjeI//sppA//rpmF//nlpA//narZ//curA//prfA//zinT//frdD//dcuB//xapR//yegV//yijO//tpiA//yhjB//fkpB//rutC//nlpE//yoaB//phnO//araD//hisC//rrrD//nuoG//mlaF//pspA//ybaQ//znuC//fhuD//setA//nudF//rluD//eutR//trmB//phnG//wcaC//hpf//yfeW//glnH//alaE//srlD//glnP//nrdR//pliG//copA//htpG//alaE//ybcC//slyD//ghxQ//minD//dmlR//recB//dacB//araB//groS//opgD//xylE//fliL//vsr//mcrB//rplM//ccmD//gltD//sufB//pdxH//mlaE//uxuA//yafQ//asmA//putP//yneL//phnC//mutT//malP//mreD//trmJ//ldhA//trg//psuT//trpR//bamD//dgoT//waaU//ccmC//surA//hdeD//nimT//nrfC//waaJ//yfiE//mzrA//trmA//hisA//hyfC//argS//putA//malX//cueR//rbbA//afuB//yfcP//folP//aaeA//rseB//dinG//nuoH//ybdR//pflC//fepB//cbpM//lacZ//mngA//secB//oppD//nrfB//shiA//topB//frdB//ddlA//phoR//ilvC//narP//mepH//yqjI//yhdH//gudX//oppC//insI-1//waaB//yieK//bglX//prmC//fnr//rcsD//codB//cdsA//mazF//cdgI//phnJ//rffT//opgB//ugpC//yfiC//yfcR//fdnG//waaC//dhaR//ahr//rlmD//idnK//lsrG//lysO//rsmE//lepA//recQ//fimZ//entA//mdtC//ydiB//fimD//hofQ//tehB//clsB//purF//cysI//pnp//entF//rlmL//dkgB//vsr//pitB//proX//bioF//gntR//minE//yihL//rof//mutT//yfbU//yibT//dctA//yciH//hisI//cysG//fhuB//hofC//plsB//cmk//appA//dkgB//crp//seqA//phnL//glpR//cpxP//hflC//hypD//potB//proW//dctR//treR//hyfA//ymfK//osmY//agaB//yraK//yqiH//fucO//bcr//bglF//ompR//deoA//ygiW//pmbA//aspS//rpmE//gntK//ubiB//fucP//pyrE//yfdO//ydiR//cra//ybiO//ypdB//argD//potD//fliL//glgX//tauA//cysD//bdcR//ubiI//ompN//rimM//yibF//ybjX//tsaC//rhaA//ygeA//metL//norR//viaA//ybiH//asnS//fdoG//nei//glpA//gltS//nrfF//yihL//rhmR//moaA//frmB//ulaF//nusG//insB-2//xapB//ldtA//alpA//pstS//ydcO//recR//ybiA//bioD1//yaaU//yqaA//mglA//yeiE//puuB//narW//folP//ygiW//elaB//sucC//rrrD//yjjU//yfgI//abgR//waaY//mtlA//narI//bcp//hybA//yghO//modA//hisC//xthA//gatZ//dsbD//ghoS//secD//ydhQ//clpA//xseB//moaB//mlaB//pfkB//lldR//yfiR//potH//yaaY//bamD//ppiD//yihR//mcbR//uhpB//dapB//cspD//moaC//tcyN//fucK//lplT//metB//topB//waaG//ydfH//feaR//yjjB//mcrA//rpmA//btuB//fixC//opgE//ptsG//lptF//rpmF//frmB//fes//insE-1//rplY//dam//hypE//treF//aroK//sxy//melA//ybcJ//arsC//lacY//phnL//prs//mngA//codA//rpsA//ilvM//lepA//yccS//fdnH//rlmE//yadI//rnr//pfkB//chpS//relB//ldhA//hycH//fbp//sutR//yfiR//appB//nuoH//pntA//agaW//
GO_0006140_6	prc//nuoM//
GO_0006144_6	murB//rluE//epmC//ynfE//folE//ftsW//frr//yggP//yahN//entD//
GO_0006145_7	yfaL//gdhA//yghU//hypF//
GO_0006146_8	ybhA//umuD//
GO_0006148_9	fdhE//
GO_0006149_9	ybhR//
GO_0006150_9	hrsA//
GO_0006152_7	borD//yibF//tusC//ppiD//xseB//ydjH//
GO_0006154_6	rbsR//
GO_0006161_9	dmlR//
GO_0006163_6	yhbO//prc//rbsB//wzyE//rnd//uxuR//tolA//ascB//otsA//yaaU//fepA//cobC//rplX//yjjQ//yfjR//pyrC//kup//csgA//tpx//rfbD//gcd//ftsY//yjgX//rpsQ//ruvC//ccmE//murF//mdtB//zraS//glpC//hha//truA//yheT//rsmD//wzyE//yaaU//flgE//livM//tas//ssuD//yjhH//yebK//pitA//fliT//yqhC//ftsL//nanE//dcuS//fepB//nudC//ivy//yraN//nrfF//tusE//
GO_0006164_7	nrfB//fliG//ygfI//ybaM//rplX//yjjB//yagE//clcB//deoR//yedP//ralR//trmJ//yiaU//tktA//galU//agaA//ydjE//lpxL//hipB//ivbL//rph//casB//yhjD//dhaR//ldtE//ttdA//rfaE//marR//hflX//moaA//fnr//lpxH//rplY//mscM//pth//fucK//tsf//rdgC//rbbA//rzoR//
GO_0006165_7	pyrG//avtA//yceK//yigL//nuoH//pgl//alaC//lexA//wecA//yijE//fhuB//pflA//yfcV//ykfM//epmC//ydcI//hisS//lptB//mutS//
GO_0006166_6	trmI//yfaV//
GO_0006167_6	hofP//
GO_0006168_7	sgbH//yggX//
GO_0006171_9	nirD//
GO_0006172_9	cysN//
GO_0006177_9	yhcH//amiC//prpR//
GO_0006178_7	nrdI//
GO_0006183_9	dpiB//
GO_0006188_9	entB//yaiP//ybiW//tcyN//
GO_0006189_10	lldP//dgcE//
GO_0006195_7	yahI//nagE//
GO_0006203_8	hprS//eco//
GO_0006206_6	hflK//rnt//nanR//norV//acpT//cyoD//codB//insH-6//feaR//rluB//clpP//yagJ//hisS//gltB//ttcA//rplC//ynaI//rbfA//zntR//phoB//yibT//rhaB//mltB//ispA//puuR//deoR//
GO_0006207_8	dcd//rsmJ//yiaM//recF//yfeR//
GO_0006208_7	ydcM//bssR//mglB//wecB//thrC//yceO//potC//csgB//fryB//nupX//cbeA//def//prlC//
GO_0006209_6	dsbB//
GO_0006210_8	hcaE//
GO_0006212_6	hycH//yfdS//nanR//kefB//yccX//osmC//yebG//thiL//elfC//baeS//yohC//
GO_0006213_6	cptB//ygaH//moeB//kdsA//agaW//cpoB//fhuF//yafQ//hflD//ybiW//garL//flgK//alaA//yhdZ//atpE//pdxB//
GO_0006216_9	rpsH//
GO_0006217_9	ulaA//
GO_0006218_9	pgl//
GO_0006220_6	paaC//shoB//cysD//paaD//gnsB//pepD//tap//menI//amiD//moaA//cbtA//fadR//mqsA//zipA//fucK//ilvB//uvrY//pnp//ligB//lpxP//
GO_0006221_7	dbpA//glnE//hrsA//lgoT//ymgA//narQ//bsmA//ulaC//fdoG//yfbR//dinQ//cdaR//yciK//
GO_0006222_9	sspA//
GO_0006225_9	acs//
GO_0006226_9	ydiZ//phnK//
GO_0006227_9	rplY//
GO_0006231_9	frc//
GO_0006233_9	ybcQ//
GO_0006235_9	nuoL//
GO_0006241_9	fdnG//
GO_0006244_7	pgaD//aes//atpG//tolQ//queF//fliZ//rlmA//
GO_0006259_5	psuG//cpsG//yfiE//pphB//elaB//ybcQ//epmA//trpR//maeA//dnaT//wzc//nuoH//gcvR//dppA//ptrA//ybhF//secB//sbcB//rpsE//nudG//pabC//phnP//tolQ//tus//pgk//ptsG//menI//rpsO//thiG//rfbX//hns//ebgA//rlmI//barA//nikA//argH//mqsA//sapF//ycgR//fabB//fadH//pgaB//oppB//dld//tmk//yhcN//putP//caiT//ftnB//yihV//dgcF//hisQ//rpsT//pgl//pitA//kdgR//aroH//ytfQ//rluB//yheT//ttdA//yebZ//etp//tadA//ybcF//ampD//hcaT//ynaI//aroB//bcsA//trpS//nanK//ribA//ogt//lldR//cpdA//yhaM//apaH//minC//fumC//yahK//yqhD//mngB//smrA//waaY//coaD//mrcB//ycjR//gldA//lepA//ccmA//mdtQ//ykfI//dppD//secY//guaC//slmA//gstB//arcC//rplI//ydjJ//arcC//yahB//nrdD//ruvA//insB-4//pckA//artM//torC//gcl//yedP//yafC//yaaA//gntR//glnB//ybhJ//yhgH//htpG//rpsO//hns//ygcW//cusF//dnaC//yghO//acpT//tpx//pmbA//idi//tdcA//higA//ulaC//menI//hisD//fepG//zraS//aroL//tauD//yfbR//hcaB//yjiM//rplN//yccS//iaaA//fumC//lldD//orn//insK//napB//
GO_0006260_6	cusR//acnA//nagZ//ilvM//lysO//casA//rimM//efp//barA//rfaQ//ycgR//etp//vsr//rnhA//ybaQ//ybiT//ydiB//spy//xisR//patZ//edd//
GO_0006261_7	cadA//ompA//glnA//umuD//mfd//yggD//yiiM//lspA//cusR//ynaI//rzoD//yigL//
GO_0006265_6	lpp//ariR//rsuA//yqcG//ycjR//
GO_0006266_6	uhpT//yihW//rrrQ//
GO_0006267_5	bsmA//
GO_0006268_9	nikR//recA//pyrC//
GO_0006269_6	ygeX//
GO_0006270_6	yggW//cca//nuoG//yfcV//nusA//erpA//
GO_0006271_7	priB//tolR//codB//
GO_0006274_6	rpmA//
GO_0006275_7	fucP//dicB//argD//talB//fhlA//gsiB//artP//ydiZ//sufA//
GO_0006276_3	ybfE//wrbA//yaaA//ppiC//yfhH//pinE//cpoB//tolB//
GO_0006281_6	rbbA//mrcB//glcF//hemH//rsgA//gfcE//yajO//paaX//nei//gatA//yggD//pphB//envR//ugpB//flgM//asnB//cysM//avtA//yhbY//yhcD//rplD//gloC//mrdA//atpG//potI//hemE//rplA//acrE//cysP//yjiQ//panF//bsmA//cysP//fixB//allB//phnH//rlmF//tdcC//phoA//arnT//gltX//speF//clsA//htpG//lon//creC//yiaJ//folM//rpsQ//sufS//yagU//ompW//intE//speE//dusB//
GO_0006283_8	ldrB//
GO_0006284_7	msrB//dcuR//cutC//gadB//rcnA//cusC//
GO_0006285_6	cspG//yfcP//pmbA//gcvT//erpA//
GO_0006288_8	tas//fetB//
GO_0006289_7	thrB//aslB//
GO_0006298_7	gmd//mnaT//deoB//sgcE//astB//arsC//moaC//araB//trpC//frdC//
GO_0006301_7	cysK//rplB//bglA//cydB//
GO_0006302_7	yehT//yfcQ//pnuC//dpiB//ansA//rpnD//ldtA//rpoS//hsdR//
GO_0006304_6	pstS//gatC//sgcX//rclB//nirC//puuR//hflC//alsB//citC//
GO_0006305_7	atpG//ytfQ//ftnA//paaE//
GO_0006306_5	groL//dtd//yieF//yeaG//
GO_0006307_8	rplA//mscK//abgA//dppA//rimO//
GO_0006308_6	pgsA//ompT//secG//yiiM//slt//dsdX//plaP//csgA//ftsZ//lptF//ybfE//envZ//
GO_0006310_6	elbB//tbpA//paaK//ppc//atoB//gor//pnuC//uidR//rfbD//pck//wecE//sufA//opgE//ulaF//lon//pgk//dmsC//clpP//aes//putA//intE//puuA//nuoI//queE//rutC//ygbI//recA//cyoA//fis//leuO//sdaA//iscX//fliT//yjiM//ygiN//idi//gntR//yqaB//chaC//emrY//putA//uxuA//xseA//
GO_0006313_4	tynA//panF//tusB//emrY//dnaT//yhaC//rhtC//
GO_0006323_7	fadR//
GO_0006325_4	ynjD//
GO_0006351_6	pspC//aspA//yeaD//ssuB//adiY//ybfA//dtpA//lldD//carB//rpmJ//paaD//upp//slt//fliS//hsrA//rluD//gppA//sbmA//cyoD//yhaM//ygdG//nikB//ybcJ//ydcZ//paaF//gudD//waaA//ccmF//yijE//mlaD//lsrD//ytfT//obgE//intS//yhjA//nusA//cysA//hcaR//aroG//yafO//yddL//yiaL//intS//rsmH//ccmF//glsB//lacZ//cbeA//rplA//dfp//rbfA//ybaE//dcyD//ihfA//yebC//pgsA//ldtB//ynfF//minE//yehW//macB//aldB//melA//gltP//waaB//araE//trmJ//thrL//frlA//rhtA//fadH//wzzB//chbF//deoB//rarA//hflX//selA//glsB//sbcD//yfiR//fixA//uspG//tauA//acrD//hcaE//yfcV//pflC//hprS//gltS//fdoH//efp//dcuB//pyrE//lolA//galM//lolD//degS//rpsG//dcd//xylR//ade//ebgA//yejF//nrdF//rpsD//dpiB//uxuA//lpxD//bsmA//infB//agaC//atpE//rssA//hisM//yddM//gor//mog//yagJ//chpS//
GO_0006352_7	gltD//artJ//iaaA//ccmA//
GO_0006353_7	rnlA//uhpB//
GO_0006354_7	lrhA//ogt//rluD//
GO_0006355_7	polB//waaC//priC//ptsG//cmk//dnaQ//tomB//ampH//stpA//hisD//ung//sfmH//minC//grpE//entC//metK//dcuC//aroK//ftsH//yahD//nrfF//arsR//yccX//zipA//ppiC//yohC//pdxJ//yobF//hcp//waaF//ulaF//yfgO//wecB//ydcM//dmsB//malS//proV//dnaT//speB//holD//narX//hemN//fliS//evgS//yihT//chbC//dgoK//insI3//yeeA//ydjL//yiaF//hyfR//yhdH//phoQ//tcyP//uxuB//fliA//fumA//yadK//tauA//recX//btuR//alsA//hypD//araG//ogt//yjgX//epd//ybfE//mnmC//rfaF//dnaJ//ugpC//mdlB//frmR//sdhE//lptG//mfd//dctR//emrB//nirD//thiC//fadH//yfhM//yoeE//yhgH//yhaV//rfe//trpS//nanC//yihS//insK//ompF//dxr//yeaD//yibH//zapD//ggt//cmk//prpD//ubiF//malY//phnO//pyrC//tyrR//yiaT//ligA//rtcB//pth//opgG//emrE//hdeD//paaZ//proX//ygbL//rfaC//gltS//prmB//flgD//mzrA//dadA//flhD//adiC//rzoR//rsmE//rpnA//ypdI//crfC//mltG//yfdK//nuoM//sodB//fadD//ykfM//azoR//ydjJ//flgH//deoR//uxaC//lgt//yadK//thiI//nrdH//nagE//ynfL//aaeB//ridA//fixC//cyaY//clsC//rbsK//clsC//setB//glcE//hcaD//gabT//yfiF//pdeD//envY//yadK//ppk//deaD//yegT//tsaC//yaiP//tilS//prpR//ygbM//ilvI//rsuA//gmk//amtB//rlmF//panD//pabB//fabI//trpL//insH-5//lipA//mqsR//cysA//yhjD//cmk//yebZ//afuB//uspF//rhlE//rpsR//sucC//bioD2//sspA//dcyD//dsbC//tdcE//yfbS//lpxC//dusC//arnF//yhjB//glmU//hybF//rhaT//soxR//mntS//tatC//mutT//hda//pdxK//umuD//nuoL//exbD//thrB//rhtA//yfcQ//ybiO//dgoK//yegD//ytfR//ygiV//adiY//srlR//fdx//ompL//ydcR//dgoD//pdhR//glcD//dinG//serA//prpD//ampD//dam//gntT//trmB//ydcT//yiaJ//waaH//rhaT//yiaL//secM//fabI//zipA//ibpB//ydeE//yijO//phoU//dcuA//malK//pstA//rplL//leuC//yjhI//gph//shoB//nrfC//ftp//envC//yfdO//dnaG//ydcM//dacD//
GO_0006357_8	narV//
GO_0006364_9	hsrA//ynfF//selB//yjiY//radA//lysU//aroK//galT//nemA//sdhE//ptsI//minC//fucP//ygeA//yehC//rlmF//dapD//arsC//alsA//hipB//paaB//livH//kdpF//lldP//lamB//yejB//yfcP//ycjU//ubiJ//erpA//mntH//macA//aceF//yodD//ssuC//dctR//speE//clpS//yfcV//atpE//puuE//fadB//ynaI//
GO_0006378_8	ogrK//mutS//
GO_0006379_8	ybdN//
GO_0006382_8	ygiV//
GO_0006396_7	insA-2//ycjU//dsbD//ytfE//rssB//rlpA//ybiH//yhjD//tusC//nuoF//moaD//dnaE//evgS//mglA//dnaQ//betT//idi//ssuA//pncB//rpmC//yicJ//yehA//ahpC//melB//dpiB//mrdB//trmD//eptB//yehP//katG//uhpB//rplE//tufA//npr//znuB//yneE//yrbG//tcyL//aroC//feoA//gshA//nikB//cydA//mppA//mepM//ampH//deoA//yraN//feaB//lipB//rpsR//rpoE//glrR//cspI//hisM//yaiV//glnE//uxuR//kefC//yahF//yiaL//potD//lapA//glvC//yadK//queA//ptsI//pgaD//yedF//sapF//ycaO//ygeX//purN//lolA//apt//ompG//nadD//yecS//minC//purF//csgF//yhaJ//fadR//rutE//cynS//yrfG//mglC//hdeA//gudD//ccmH//yfaL//arnD//guaD//iscR//gltI//patA//yfcF//mdoG//efeO//ygeA//murF//znuA//
GO_0006397_8	yeeL//rdgB//alaC//
GO_0006399_8	nikR//hda//araH//smpB//ivy//mocA//fliK//dppD//norW//priA//surA//opgG//srlR//fryB//melA//prpD//yoeB//rplR//moeB//dacA//fecB//emrK//sgcR//viaA//ydaN//adiY//proW//aceB//gatD//yedA//speC//dmsA//rplD//atoS//thiI//speE//satP//dnaT//ratA//patD//hipB//ydeM//atpG//narJ//ompC//fixB//sixA//yddG//agaA//ytfQ//maeA//yraJ//garR//phnM//yhaV//yqiJ//rcdA//araE//nusA//ybiX//ubiX//ccmF//sugE//oppC//efp//gmd//tsaB//alaA//dnaC//skp//yidE//mtfA//hupB//rbsR//ydcI//murI//cynS//elbB//hisM//dctA//kefC//cbrA//
GO_0006400_7	yjiR//entA//flgB//chbB//yehT//flgA//dcp//ilvA//ttdA//rlmD//hipA//mreC//ygbL//hyaD//hupB//udk//fryB//insK//tdcA//rpmB//eptA//insH-6//mliC//spoT//hisD//pepD//agaR//argK//paaX//yciK//moaD//add//bglX//gluQ//lepA//alsE//iclR//exuR//insI4//yoeE//btuC//wzb//rcnB//cbrC//rcnA//sspB//leuE//rpsJ//tolA//
GO_0006401_6	fdx//maoP//uhpB//amiB//lolE//cmoB//mraY//yhhT//clpX//appA//flgJ//arfB//yafQ//mdh//hslO//zapB//torA//serC//emrK//tatE//yjtD//tyrS//
GO_0006402_7	ytfE//ydjM//msrB//narQ//ypdB//yeiE//insF-1//puuA//bioD2//tnaC//araG//
GO_0006412_6	hypT//glgX//mreD//phnJ//narJ//creB//yhbO//dhaK//yqcC//gluQ//pstC//guaC//cusS//umpH//marA//nei//ydfK//xylH//ibsC//rraB//hypF//gppA//fepC//ftsK//entE//thrL//rhaM//valS//ftsQ//yjjG//yjiQ//hybD//ccmE//dnaK//entA//lyxK//tolA//topB//dinJ//seqA//fabI//dppF//ydaN//gsiC//rimO//yhgF//csgD//ybiV//secB//btuE//srmB//
GO_0006413_4	gloA//rayT//ppiA//
GO_0006414_6	envC//fhuB//feoA//ykfM//ydbD//rihB//intE//torR//tonB//
GO_0006415_7	tolR//bepA//lsrR//chbA//barA//yhaO//radD//
GO_0006417_7	lacI//argP//mglA//ispF//murA//ynaI//sxy//bioB//creB//cra//cyoA//cof//yjjQ//yegV//ada//phnM//ulaB//yjjV//rlmC//sdaC//aer//modC//holA//yiaB//rpsB//yjbH//thiI//pdeD//xapA//yifB//suhB//rplK//raiA//pntB//ydiK//ybiO//ybjD//rzpD//galF//
GO_0006418_7	mlaE//yafE//pykF//sbcD//rarA//proX//sanA//mdtN//tar//paaH//glpK//bglX//nrdE//ytfT//fetA//narI//gstA//proA//mdtG//sseA//purF//rfbB//ruvA//ybjL//fbaA//
GO_0006419_8	basS//
GO_0006420_8	skp//
GO_0006421_8	treA//
GO_0006422_8	glmU//
GO_0006423_8	ldtE//
GO_0006424_8	mcrB//arnE//
GO_0006425_8	accA//
GO_0006427_8	abgT//
GO_0006428_8	yhgF//
GO_0006429_8	lacZ//
GO_0006430_8	thrB//dapF//
GO_0006431_8	livK//
GO_0006432_8	fucI//waaB//
GO_0006433_8	narV//
GO_0006434_8	fdnH//
GO_0006435_8	wzzB//
GO_0006436_8	yhfK//
GO_0006437_8	dnaG//
GO_0006438_8	hsrA//
GO_0006446_8	dnaB//yihV//ygjR//rplP//araD//yeaK//casB//
GO_0006448_8	entS//mutM//cysZ//rhmR//lysC//
GO_0006450_4	ydjK//entB//ais//asmA//adiA//gmd//lacI//mutS//cysQ//yfgO//
GO_0006451_7	arnD//
GO_0006457_3	intE//ftsX//katG//cpdB//yggE//frvB//feaR//pal//recR//glsA2//rpsH//ynfL//yneE//yjbF//hprR//yfbU//modB//yefM//gatZ//tldD//yfgO//ascG//tktB//pheS//zipA//plsB//yghB//ygbM//lit//ytfR//murD//holD//fliT//ptrA//moeA//dusB//yhhY//atpH//yfhH//elfA//
GO_0006458_4	allS//ybhS//recN//epmC//fnr//pyrL//acrD//sixA//
GO_0006464_6	dacA//uvrD//ettA//dfp//perR//sdhD//dhaL//yegV//agp//ygjR//yidH//yfbR//rpoD//yfjV//ilvI//yhhT//trpGD//cyaA//rseB//cdd//yafO//mscS//livJ//trmD//ybiV//acpT//rnb//ftsK//rfbB//sodB//xthA//yjiQ//paaF//uvrB//dacA//lipB//yajQ//kup//rcsF//mlaF//arfA//cas1//yhaC//yahO//sodA//aceA//thiC//hmp//ypdB//bioA//lptG//dppB//hypC//araH//dnaG//hscB//purU//yddA//parE//narV//tolR//fryB//ugpE//yigL//yicJ//yfjV//pgaD//yibA//elfA//nadE//recN//artP//cspA//alsE//lpxL//dnaT//ndh//aroF//rutD//serS//greA//nrdA//cysS//dcuD//ybdM//rnd//clcA//acpH//leuO//glsA1//yjaA//deoD//rutG//afuB//uof//lsrR//intE//ogrK//potE//glgS//hybO//yhhT//ibsB//lpoB//uhpA//amiB//waaS//proB//dnaQ//frlC//lptA//priB//ilvC//lapB//dxs//phnH//fadL//dtpB//lysU//lpoA//ilvA//lpxB//sufA//waaH//rpoS//marR//flgI//aspS//xylH//pdxY//kdsA//thiG//yhgF//dcuR//rpsE//pckA//phoA//tsaB//mltD//yhjC//envZ//surE//
GO_0006465_6	smrA//envZ//lolA//
GO_0006468_7	gpp//amiC//yigL//metG//guaD//feoB//proQ//pabB//ybcM//pflB//yqjA//rcsA//yidP//ybdR//folX//rlmC//malZ//glxK//frdD//rlpA//mlaF//aroD//ybaT//insI-1//dnaN//ampE//yjgX//pgm//thiG//rutE//yraR//sppA//thiM//yfbS//recJ//tpiA//alaC//cysU//yhjA//lgoR//dsbA//ybcJ//sugE//dnaC//lgoT//sapA//malZ//arsC//exbB//fdnG//pgsA//pflB//nuoI//
GO_0006470_7	ghxQ//ldrB//ynjA//potH//gatA//yahO//setB//hyaB//rlmD//ilvA//yqiH//ycbX//nanC//ybdR//yedP//tolA//
GO_0006473_8	ccmC//yjhC//yjhG//ftsX//crfC//narQ//ybdN//rhaT//nfuA//tolA//ygfX//yigL//
GO_0006474_6	fetB//glsA//ydiO//ybaM//insB-2//
GO_0006475_9	pfkA//ubiD//
GO_0006476_8	yiaB//zitB//frvB//
GO_0006479_5	baeS//eutK//sdhC//waaU//recF//yjiR//yhgH//lolC//
GO_0006480_6	lsrA//
GO_0006486_5	dinD//
GO_0006490_5	plsB//
GO_0006497_7	mppA//
GO_0006508_5	yphC//mscS//ydbD//glxR//fimH//asnC//sucB//mprA//yajQ//proS//yggN//ihfB//cysZ//mdtO//nikA//yajO//fadR//kdpF//ybdO//fimB//yefM//yfjR//pgl//ilvA//eptB//gpt//gmhB//potC//gudD//glpT//lolD//yhaO//puuD//pyrH//dicA//lacZ//cbtA//argH//yqiH//rpsG//cfa//waaU//yhaJ//metF//rcnR//dcd//hemF//rbsB//entS//dapA//hprR//yadG//nhaR//yddM//ycaO//
GO_0006515_7	purB//uvrB//mtgA//kdpC//
GO_0006517_6	atoS//pyrE//fadJ//dinJ//
GO_0006518_5	rluA//chbA//glsA2//proC//gapC//ascB//argT//gabP//hyfC//thrL//abgB//sfmH//potG//mraZ//kefG//yjiY//garK//higB//ybaQ//gspE//yeaE//sbcD//garL//treA//gcvR//leuS//deoA//gadW//fabD//hyfA//yiaT//fabR//mhpT//rne//ivy//yejA//rsuA//sodB//yaaU//mutY//ydiO//yjbE//tauB//sdhA//holC//rlmG//nudB//fepG//pyrC//dinJ//cobS//nhaB//kdsB//rsmI//hrpA//glnD//uspF//hemC//topA//ybcC//mreC//rplT//rpsP//ykfI//yeaK//spy//thiQ//nrdI//guaD//manY//trkH//mcbR//rpiA//mdaB//rtcB//yiiM//frdD//
GO_0006520_4	ssuD//pheS//hda//ypdA//wzb//yhaJ//nrdF//acpH//ribE//rsuA//bglJ//tsgA//fkpB//dcuR//gltP//mdtM//cpxA//lepA//ttdA//glcB//rpsG//sohB//sapF//yghW//rfe//dinQ//hscA//dgoR//ybcJ//yebG//yciT//ompC//yfcR//rutR//rutF//dmsB//puuB//rpmB//gloA//speE//kdpD//yieF//ltaE//rutC//deaD//cutA//aceK//kbp//entC//pdxJ//cysK//phoE//wbbK//dusC//mtlA//yafE//mutM//yciG//yhgF//fabR//lptC//cobB//cysA//yigB//cas2//feaR//moeB//rhmD//ilvI//rpiB//clsB//hemN//pabA//dcuR//ftsA//yphF//tesB//waaY//pgsA//gluQ//uxaC//yidK//uacT//fimI//nuoH//rhtC//alkA//fliM//cobC//speA//ldrB//ttdR//rhtB//yfdO//yhjC//yjeH//waaJ//tilS//mazF//ogrK//yidK//rlmM//rpmJ//groS//dppA//yhfK//csgA//higA//metN//tnaB//trkH//rplI//waaB//tcyN//yghU//ubiH//yqeF//lpxT//appA//nagZ//erfK//glsA1//ghoS//sucA//parC//malZ//yijO//elyC//garP//yajQ//ynfE//sseA//rihA//yciG//yhfK//clcA//nudF//ribF//gfcE//lolE//tadA//rpsP//yfhM//galS//napF//sdhD//bioD//rpmF//recC//hdeB//poxB//ralR//lapA//casE//kup//rhaB//efp//ybjN//argI//ulaE//rplT//deoR//yggT//arcA//pyrE//gyrA//ihfB//flgI//torI//yjiQ//murI//lpxC//nlpE//mdoG//mgrB//appY//pepQ//birA//cspA//dgoA//dicC//fau//ydiO//ycbX//glxK//rlpA//pgk//yiaN//yfcP//sucA//hdhA//mrcA//fkpB//sucC//mrdB//hypB//yciT//yfjV//rlmL//ykgA//tar//yafS//
GO_0006521_6	lpd//cas3//emrK//
GO_0006522_7	gcd//hchA//yajL//csgE//ldhA//rpmH//truA//
GO_0006523_8	dicC//uraA//ompL//cobC//
GO_0006524_8	dgcZ//cysA//sdhB//
GO_0006525_7	cydB//yfeR//narG//minD//rimJ//ttdT//uidR//ybdO//fau//yeiG//tsaE//mglA//cirA//gntT//yfaU//smpB//murE//amiB//yihS//yfbU//yidD//
GO_0006526_8	acpH//rffG//glcC//ldhA//yidQ//fucA//mlaD//ugpA//abpB//pdxK//dmsA//yghO//ybaQ//
GO_0006527_8	adeQ//lepB//betA//puuD//ymgC//pstB//yfhH//flhC//curA//
GO_0006528_6	gldA//yjjQ//lpcA//hyaC//
GO_0006529_7	ybdR//cvrA//
