#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rbsD//cobS//cysQ//ascB//
GO_0006139_4	rlmI//yfcF//hflC//proP//cmoB//cadA//fimI//ydaN//dinG//artJ//yjbF//mngR//entB//cysU//torY//gspF//gcvT//yifB//lolE//ybdG//pntA//yidH//pntA//insA-1//elaB//mreB//yehX//dsbA//tynA//patZ//araF//nagK//csdE//prlC//caiB//kdgT//hyfF//pncB//cspD//tadA//lsrC//eptA//araH//kefF//aroE//ampH//rhaA//rpnA//cra//surA//yeeA//nrfB//cysE//frwB//lpxL//fepD//hdeB//opgB//ghoS//cyoB//csgB//lit//rluA//adk//yfiR//bcp//lpoA//metN//nikR//yggE//insH-5//ybjC//ydeM//nrdE//exbD//yfgO//umuC//trpB//murJ//nuoL//cyoC//yjbH//ilvM//hybC//hybG//nrdF//mscL//purD//dsbB//pyrL//yadC//ppsR//csdA//trxA//mlaC//mglA//dhaM//mglA//dgoK//eno//cedA//phoR//yihI//pnuC//cusF//paaK//rdgC//cmoA//garR//afuC//srlB//sad//ompN//emrB//arnA//ydiO//ghoS//tilS//ydeO//ybaO//slyA//yjjV//fdhF//argH//sxy//degS//rayT//fepE//nagD//ccmG//rcsA//rhmD//cyoC//ndk//oppD//ftsN//yidA//fepE//hrsA//hemG//ugpA//gloC//fbaA//tauB//rhaT//mreD//cusB//ribD//mtr//kbp//rpe//dtpD//syd//ibpA//acpT//rpsR//rhaS//livK//hsdR//lysO//yjtD//dtpB//rcdA//rbsB//tsaB//dnaK//paaF//sufS//flgM//rhlB//ydbK//ykgM//glrR//ybhG//dcuA//rutE//cptB//rhlB//yggT//yciT//ugpB//queD//yhdH//nrfD//yciT//yqaE//fdoG//ulaG//fabD//mglC//sdaA//fdnI//yobF//dtpD//hslV//frr//yjcO//yidC//araE//waaO//tynA//ychH//alaS//rsmB//mdtN//bioB//hybD//ybdG//yoeE//xseA//yahD//tynA//truD//ycaO//nhaR//cvpA//uspB//gapA//rhaM//pfkB//hycB//hmp//hofQ//mdtG//cspG//cyoE//pyrF//crcB//sfmF//kdsD//relE//idnT//yraH//lolC//argK//ahr//cbpM//glgA//yjaA//dnaA//hda//crr//puuD//nlpI//ssb//dkgB//aroG//ycbU//dgkA//frvB//nrfD//rihB//yihR//flgE//ycgB//ubiG//mtfA//smpB//intE//infB//sdhA//ompL//gltK//ycgB//holD//yajR//yebG//gudP//rcnA//yqeF//glgS//afuC//chaC//accA//fliK//rhaD//bcp//cynS//efeO//rna//cas1//rlmN//groL//lgoD//arcB//gpmA//artM//msrP//entB//nadB//yojI//yagU//pepT//gpt//lysS//nanK//ulaA//lacI//ybhA//frwD//argR//gshA//ulaA//frlA//rpmF//speG//yeaG//moaC//dppC//rzpD//bisC//emrB//ansB//arnB//rrrQ//tig//tusC//symE//orn//fadI//rhaM//glmU//ftsW//ygcW//gatC//sfmD//edd//yagU//lepA//hybE//yagF//pdeL//trpE//dcd//lolC//clsB//yegD//ligB//maeA//dgcT//aer//fetA//metR//phoE//rffH//cusB//flhD//glpD//yggN//wecA//hpt//yfiR//mdlB//dnaX//rplR//asnA//rppH//tktB//plaP//dmlR//flgC//kgtP//greA//ilvM//ddpX//amiD//slyD//dacC//pgi//murA//cysG//pdeL//fdnG//caiF//hemF//bcsQ//ccmA//rph//phnL//epmC//speE//ibaG//mprA//yfaX//qseB//yghG//prc//ybcQ//aspS//aroD//mutH//fadM//mrdB//nupC//csdA//greB//dppA//rppH//rpoE//ydeM//ais//ptrA//yneJ//rcnB//hofN//matP//ynbD//insB-4//acrA//uidC//nagC//rsuA//cvpA//galU//metH//frdD//yfcS//iscR//adhE//yfjR//mlaF//wzzE//nikE//lon//hofN//ilvN//sgbU//pckA//ompR//yqeG//glyS//yfdK//hcaE//ilvH//iap//clpX//kdsC//cspE//sohB//rlmG//ribA//lrp//mlc//bioD//asnA//acrB//satP//yehY//ydcT//potD//hisA//creC//rsmD//rfbD//yhhY//gsiB//dcuB//ydeM//nuoN//ssuC//mpaA//glk//amiB//plaP//tdcA//ybiS//mtgA//pheT//folP//ybhJ//yehB//ftsA//citG//gudP//insA-2//nuoL//holE//ttdT//hiuH//opgE//barA//lapA//srlR//dnaA//waaG//rbn//rfbX//sbmA//pitA//ycjD//ybdR//thiI//fepG//gstA//purN//ybhR//trmH//hisH//nlpE//bdcR//gsiB//insI4//flgE//ldcA//atoS//yhbS//ycjW//rhtB//cvpA//recN//osmY//glnS//narX//ccmA//argB//ybhP//dinB//allD//sdaA//yibT//ygfI//yfeO//yfaL//xylA//edd//cpoB//hisC//nikD//lplA//ygbL//pspG//dnaX//thiP//frmB//proA//rcsB//waaL//yehX//thyA//glnB//cheA//gatA//yafE//aroF//mtlA//spy//chbG//phnC//lptD//rraB//bioP//cspA//alkA//rarA//hemD//mioC//alkB//hisB//pcm//idnK//ynfE//bioH//priC//yhjG//hiuH//cca//mngA//etp//panD//recF//atpG//pgaB//yraN//cynS//gabT//iscA//mazG//appA//nfuA//tyrR//yejE//dgoR//insA-1//phoQ//ushA//bioD2//prfA//glk//fetB//sfmD//argI//dtpC//speE//yjhG//fadM//mobA//rph//yqaB//clsC//opgD//tas//tatA//hyfR//cynS//htpX//yddG//cydB//uspC//trxA//hyaA//lacI//msrA//caiD//
GO_0006140_6	citT//panE//
GO_0006144_6	hcaB//setB//galS//ompA//puuP//potD//argT//yfjR//yciG//moaD//
GO_0006145_7	yahD//sbp//menC//tcyL//
GO_0006146_8	ispB//uxaA//
GO_0006148_9	guaA//
GO_0006149_9	ttdB//
GO_0006150_9	nhaA//
GO_0006152_7	ibsC//leuE//yahB//queC//mtr//phoR//
GO_0006154_6	ybeF//
GO_0006161_9	yhhT//
GO_0006163_6	kch//bioC//lldR//ygfA//yadG//ydfK//pagP//rhaT//tolB//insH-5//yieL//yciK//tdcR//yibT//lysC//pdxA//rnpA//yagE//queE//rnlA//actP//fetB//mtlA//ydcR//pgaB//tabA//hemC//folC//pyrL//hofM//nagA//rclR//gstB//cbrC//rplY//lpxP//glcE//hemA//acrR//tmcA//fabD//ispF//ihfB//umpH//btuB//rutE//trxC//fucO//tbpA//yjbE//iraD//dinI//ybeQ//hsdM//
GO_0006164_7	yhbQ//ompC//kdgK//yjjV//sodC//ibsC//atoB//purN//rplA//evgS//motA//ygiB//shoB//cof//sufS//gcvA//exbB//flhD//mdtI//tauD//gudP//yagG//ompC//cusC//tmcA//rnhB//ldtD//rpiA//yegD//casD//rzpR//yraK//nrfA//galT//hyaA//dusB//rhaT//yihI//bioP//gudX//
GO_0006165_7	yceD//mgrB//yihT//ispU//pabA//cadA//sxy//wecC//iraP//rnb//chpB//pgl//agaB//hisF//srlD//yiaM//hflK//sgbU//ybiO//
GO_0006166_6	lolB//wzb//
GO_0006167_6	yegT//
GO_0006168_7	ggt//xylB//
GO_0006171_9	folA//
GO_0006172_9	rpnA//
GO_0006177_9	tehB//yafC//dsbG//
GO_0006178_7	sspA//
GO_0006183_9	malZ//
GO_0006188_9	mrp//mrp//pspF//ppsR//
GO_0006189_10	pdxH//bioF//
GO_0006195_7	hypE//rpmJ//
GO_0006203_8	ycjP//atoS//
GO_0006206_6	mepS//cspI//yraN//pspD//mutL//arnF//rpiA//yajL//nuoE//upp//sgbE//ybdN//gltB//recG//acnB//exbB//opgC//pgaC//atpB//truB//yoaB//ansB//uidR//gmk//fklB//surA//
GO_0006207_8	nirC//fimG//rhlE//patD//eptC//
GO_0006208_7	yhaC//ilvN//ilvM//ynhG//kch//fimC//mgrB//yidK//prlF//mdtQ//pdxJ//mntH//artQ//
GO_0006209_6	ascG//
GO_0006210_8	yegV//
GO_0006212_6	ybiO//alkB//nrdD//kdpF//ssuC//rimI//rhlE//flhE//exuT//erpA//cusC//
GO_0006213_6	nanE//argE//mlaF//ppsA//uxuB//bglB//yhiM//recJ//ghrB//bioH//dnaT//cdsA//ribC//waaF//gluQ//lplT//
GO_0006216_9	agaI//
GO_0006217_9	fabZ//
GO_0006218_9	rzpD//
GO_0006220_6	csrD//bamC//bamA//yciV//crr//glnS//htpX//rph//yiiM//yfdR//yhjR//ilvL//dacA//sugE//yciK//ymgF//yqeF//ybaT//shoB//mltG//
GO_0006221_7	narW//yeeY//menA//glvC//tmcA//caiT//zraS//puuB//yihU//pyrG//murI//ydiQ//cobU//
GO_0006222_9	znuB//
GO_0006225_9	cmoB//
GO_0006226_9	pntA//ybaQ//
GO_0006227_9	ybdN//
GO_0006231_9	glrR//
GO_0006233_9	erfK//
GO_0006235_9	insI-2//
GO_0006241_9	yhaV//
GO_0006244_7	dgcF//lpxT//appY//cvpA//luxS//fur//add//
GO_0006259_5	agaV//acrR//cpdB//fepG//rplS//bioF//galP//dgoD//holE//tpiA//mntH//gcvR//hofO//qseC//opgD//mdtE//leuA//narQ//helD//msrQ//evgA//amiC//pdeK//mhpA//folC//ogrK//cpxR//add//fcl//hcaD//pmbA//spy//mntP//yejE//spoT//ugpB//gatY//napD//xanP//tsaE//murQ//ycfL//arnT//frmA//otsA//csgD//rpmC//potD//rutB//ynjA//rhlB//lpoA//yfhM//hokE//mdoD//phnC//narK//rzpR//nac//ydaN//murP//mltD//purL//yagG//rluA//ldrB//nrfE//ydjJ//pyrC//yfeO//hybO//dsbG//ymjB//yghO//caiF//ymgF//paaK//truB//pfkB//rbsB//moeA//yiaJ//fryC//ynbC//mutM//bcsA//uvrC//zapA//wecC//zntR//ccmC//manY//groL//hybD//dhaM//uxuR//pntB//ppsR//serC//ybeF//yegS//dam//abgR//ybiX//miaA//afuB//tktB//cynX//mdtL//cca//frsA//ushA//amiD//gyrB//rfbB//pyrC//proX//pstA//folC//ymgA//yjgX//fklB//insK//napC//yegV//ydjE//yajR//phnC//abgB//casE//pgk//sodC//mngB//yjjG//ispA//lpxT//lapA//agaV//ilvA//galT//basR//cdaR//xylF//secG//wecE//mak//cysS//allB//
GO_0006260_6	tsgA//fryC//ydiO//yigB//umuC//tdh//ydcM//ybaK//qseC//rhaA//bhsA//tamA//glcE//fecD//kefF//gltS//glpX//mdtE//rbsR//ykgF//edd//
GO_0006261_7	infB//cysW//acnB//nuoH//ynhG//metE//rhoL//lysA//accB//allR//ybhS//rhmR//
GO_0006265_6	rbn//hemD//yqeA//lptB//argI//
GO_0006266_6	ycjQ//ydiO//narY//
GO_0006267_5	kdpB//
GO_0006268_9	yghB//yggF//waaC//
GO_0006269_6	zipA//
GO_0006270_6	fadJ//yhaO//mtlD//galE//lldP//htrE//
GO_0006271_7	arcA//ileS//yqiJ//
GO_0006274_6	hxpB//
GO_0006275_7	sdhD//hyaB//gcvR//malK//cueO//btuE//gntK//eptB//yfiE//
GO_0006276_3	arnE//alkA//alr//cyaA//speF//folE//rhlB//caiF//
GO_0006281_6	frvA//menD//rpsK//pdxH//kdpA//mobA//arsB//phnG//pspG//yeiL//argT//ycbV//hflC//clpP//rpmH//yaaA//hsdM//metE//mnmG//tsaE//rplI//norW//ibaG//tpx//sgcR//glpB//yehY//frvA//yciV//dcm//rclR//hinT//cysD//cpdB//waaS//yccS//yqjI//rbsK//hpf//yafS//mltF//rfbC//lexA//gdhA//xseA//adiY//yhbS//phoP//yieE//yjgX//mtgA//fic//xisR//accC//mobA//
GO_0006283_8	cho//
GO_0006284_7	bssR//intZ//hscC//yqhC//acnA//otsB//
GO_0006285_6	hslV//ansA//dgoD//yfcG//yfdS//
GO_0006288_8	sbmC//dgoA//
GO_0006289_7	ilvD//ycaN//
GO_0006298_7	glrR//trpE//nudF//yiiD//hybF//yjiQ//hisC//qseB//yieF//pdeR//
GO_0006301_7	hyaD//atpE//intQ//yifB//
GO_0006302_7	dbpA//ebgR//carA//yibA//frmB//eamA//rhsD//mscL//tesB//
GO_0006304_6	sgbU//proQ//flhA//yihV//fkpB//hfq//rlmN//trxA//rsmF//
GO_0006305_7	rzpD//appY//asnC//ilvA//
GO_0006306_5	rna//nuoE//aroL//eno//
GO_0006307_8	ytfT//dnaJ//rpsD//fliA//ycaN//
GO_0006308_6	sufE//cyoD//ybcQ//surA//mdtF//rdgC//melR//araG//frdA//yieK//dtpC//gutQ//
GO_0006310_6	nagE//yhaJ//yfeR//csgE//avtA//cspG//yghW//arfB//hofQ//ldtA//ydcP//prfA//yidQ//glvC//queG//ompA//cbrA//bglB//rluF//yneJ//rnhA//fixB//ygbI//plsX//ihfA//sxy//cvrA//rutB//aes//hemB//rsmE//nanT//gltB//mhpB//dhaM//ftsK//yceD//plsC//nudC//sdhB//glpA//proV//perR//
GO_0006313_4	gcvR//thrA//appB//gspF//rarA//hdeB//adeQ//
GO_0006323_7	betA//
GO_0006325_4	kbp//
GO_0006351_6	thyA//mdtJ//mocA//mdoG//menH//hypC//rpsM//rsmH//yedP//agaA//fepE//sdhD//dsdX//cysS//yjbE//galK//yggD//yphF//ykgF//mhpR//rapA//dapD//csgF//gpsA//dtpD//hdeD//fruA//mlaC//ybdN//dsbD//pinR//ypjD//sbp//hyaB//ilvN//hslU//alkA//agaC//yedX//priC//thrS//yhjR//prc//codB//lpoA//flhE//yahK//galK//cbl//ilvH//yecS//pabB//cyoA//shoB//murJ//hpt//hlyE//zntA//tomB//csdE//rlmB//rhsD//tmk//yijO//insI4//carB//acrE//nuoL//rpsH//srlE//pspG//eutD//nikC//proP//hscB//ompC//moeB//envR//ftsI//uhpT//araB//ppiD//gltD//cbrA//ibsC//aroH//secY//leuO//sucA//puuA//sapF//serA//ppk//fimE//ybhA//ycbB//caiF//alr//hicB//gadW//manZ//paaF//sixA//hisC//lpp//yedX//pth//glpD//mntP//zinT//plsX//tnaB//uspG//bisC//ccmE//ydeM//satP//dacB//trmD//
GO_0006352_7	sufE//rplS//polA//gspI//
GO_0006353_7	gntR//cadB//
GO_0006354_7	kdgR//era//citX//
GO_0006355_7	rzpR//umuD//argA//yedP//ycgR//ugpB//gpt//ilvL//ybjN//mdtL//ldcC//rpoS//atpE//lpp//rhaT//dgcJ//yfjR//fucK//fdx//hcp//thrB//sdaC//yjhP//speG//cho//ybcQ//yfdC//metC//yadG//tcyP//mreD//modA//eptA//ynfL//argS//fepG//frvR//fepE//dacB//melB//mazG//pitB//dppB//aspA//yraH//rbsC//mdtN//perR//yedA//cysE//tusD//yhdJ//bssS//zntA//ais//lsrA//folE//phr//xylB//tdcD//setB//tilS//nanK//ftsZ//dcuS//talB//yihW//livK//uxaB//frdC//yggN//trkH//ppiA//kdsC//iscA//dmsA//rplC//dtpD//ccmD//ascB//prpD//yehZ//hcaE//argK//yfcF//yqiI//melR//gltD//gstB//ydhQ//rpsL//tauC//lipA//sgbH//rnc//trmH//cra//osmY//caiD//allB//osmY//arsC//ivy//uxuR//dinJ//mdtN//fruK//cbrC//tdcG//flhD//tufA//pfkA//afuC//focB//murI//paaH//pgaC//lapB//phnP//bluR//cmoB//sdhC//amiA//nanA//acnB//pyrD//menF//kefG//cheW//era//aroF//yfcG//bsmA//caiB//yciE//fimE//wecA//ybiJ//gntU//ushA//mdtA//lsrD//speD//amiC//hpf//rapZ//ompA//glk//yjbG//cspI//nmpC//spy//nudB//lit//rplS//cyaY//yghG//dmlR//holD//sdhE//hofO//yiiM//malE//pstA//wcaB//znuC//rclC//ybaM//melB//pgaD//ybiT//sxy//ytfE//gsiD//ybcM//ghoT//rpsM//fcl//rhaD//dgt//mutS//yeiL//katE//sxy//leuE//ybjG//caiB//ybiW//accD//rlmF//sad//uxuR//yiaM//ruvB//priB//pcnB//yhfS//yibH//truD//ynhF//clcA//ygcW//dadA//lexA//frvB//pphA//yagU//tsaC//yidE//zntA//selB//eptA//prlF//aroC//htrE//nudB//mdtI//surA//pdeR//csiD//kefB//mobA//shiA//intS//aroF//pheA//ynbB//rplB//acpT//deoD//phnH//fliK//nrfG//rcdA//yfjV//cysH//ispH//plsB//wecE//tbpA//yggN//dld//accC//fmt//gppA//appA//prc//glcE//ycjY//ybeQ//ahpC//yciV//nuoI//mnmE//mlaC//kgtP//pstA//hslO//ygjK//atpC//xthA//
GO_0006357_8	rplP//
GO_0006364_9	yibH//atpC//flgI//ftsQ//kdsB//gutM//galF//grxD//yhcD//yajL//wzzE//livK//yghU//sufE//tus//dicA//moeA//garR//metN//bdcR//pitB//curA//ribC//basR//ydbK//fliS//rhaS//caiT//infC//evgA//degP//hchA//mdtJ//ibpB//tesB//nac//mutL//fhuB//atoS//flgH//dcd//ynbB//agaD//
GO_0006378_8	folE//argR//
GO_0006379_8	ydjL//
GO_0006382_8	recG//
GO_0006396_7	ygfI//mrcB//yfeD//ydjK//ravA//rpsO//ugpA//entS//modA//uspF//trpS//waaC//hdfR//envZ//modB//tpiA//dcyD//srlB//rfe//rcnR//lsrB//hisG//fimE//gshB//trpC//thrS//sseA//glnH//ytfP//dcuC//uspG//hyaD//yciF//sufB//glyA//dacB//manY//dgcN//aroG//osmC//ynfL//yeeJ//lplA//hslJ//motA//speC//acrZ//yahD//yibA//dcyD//nrdR//dusB//hemE//minD//ycgB//flgB//hybC//accA//hinT//mltA//nagZ//yciA//leuC//ygjK//csgA//talB//yehZ//insI3//narX//qorA//prmB//deoC//setC//yfbS//insI-1//iraP//panB//rspB//trpS//ydaN//rsmG//frlB//yjeH//tdk//ybeF//queA//yqjA//mntP//mtn//insE-1//ybhD//yegS//ftsH//cysM//selD//pmbA//ubiX//garK//ybdG//rrrQ//fruK//sbmA//
GO_0006397_8	nupC//qseB//rfaF//
GO_0006399_8	yaaA//yoeB//ihfA//glnA//smrA//treC//glnL//ispB//yfdG//tatA//pdeR//ppc//ppx//yfcP//phr//efeO//chbC//ybjG//rpsQ//topAI//ttdT//infB//rfaD//sapC//gadA//ybhF//mlc//torY//slt//insI-1//cstA//gfcE//tdcE//aceA//yajD//dsdA//manA//idnK//ubiH//ydhQ//curA//yehY//fucO//ubiD//tus//nimR//hisS//trmA//rimM//dgoK//yfaV//yhdZ//tdh//metE//ygeV//cptB//arnE//nupC//pykF//yfcP//erfK//ybdN//lgoT//rpsL//argC//nagA//ybcJ//arcB//ytfQ//yeaV//proP//rplX//gatZ//borD//kbaZ//gatA//folC//yphF//rdgC//iaaA//add//hyfF//
GO_0006400_7	yjjV//hipA//dppD//yobF//yfaL//yoaB//gloC//ybaT//tufB//melR//ttdA//narU//ilvB//rfbC//menB//ldcA//yghO//tig//ribD//nemA//fdnH//pspA//acpH//artJ//yafC//ycjP//ynfE//trkH//sfmH//dsbB//frdA//ydjH//frlR//rpmG//paaX//yqhD//dam//araD//murR//rspB//ribE//arnA//dnaB//ykgF//katG//yidA//slt//hsdM//nanE//
GO_0006401_6	rlmN//yggN//oxyR//rseP//frdD//brnQ//tdcG//abgB//rpnD//tauA//nudB//tamA//sgrT//rpsO//accB//alsE//ybiI//motA//mtfA//rimM//ydeT//panF//
GO_0006402_7	lgt//yjiA//cynX//hslR//yjhC//yfjV//ygaV//metG//gatD//ogt//rrrQ//
GO_0006412_6	yfhH//sapB//sufE//mepH//yhdH//ubiB//fliL//dppA//uspC//gfcE//bioA//yafE//allC//yqjI//clsA//yraH//rfaE//arcA//argH//yaiP//dtpC//holB//stpA//aceB//yeiL//yehB//rcsC//phoA//panD//elfG//yajD//rhtC//mscL//yjgX//rluB//yphB//pspG//lsrR//ubiI//glnQ//allC//lsrK//blc//slt//rplE//ycfH//panE//betA//glmS//dnaT//cbl//
GO_0006413_4	iclR//ybiY//yciH//
GO_0006414_6	btuR//ymdB//ampG//pykA//yigL//yejB//sutR//purC//pdeF//
GO_0006415_7	gcvA//yiaT//ftsI//agaI//acrD//tcyJ//rimO//
GO_0006417_7	ypjD//yraK//yfcF//norV//asnC//yafE//zipA//yhdH//argR//ligA//nth//insB-2//hypF//accC//yqjI//nsrR//ykgF//yagU//yfhH//ybhS//recB//murF//hscC//trmD//btuD//lolC//rmf//mutY//cytR//hisC//ampD//pepQ//tabA//tktA//narZ//znuB//yjhI//glvB//waaS//
GO_0006418_7	yigB//hokE//trpA//entH//artM//narG//hisG//rmf//sapF//hyaA//hisP//ycaO//lsrR//uspF//tauD//thrA//ubiX//gabP//yhdJ//asr//pepT//ibpB//lnt//fimC//mnmC//
GO_0006419_8	yihW//
GO_0006420_8	yeiL//
GO_0006421_8	deoD//
GO_0006422_8	pdxY//
GO_0006423_8	psuT//
GO_0006424_8	rseP//cdsA//
GO_0006425_8	yihT//
GO_0006427_8	fliM//
GO_0006428_8	yfbU//
GO_0006429_8	rpsQ//
GO_0006430_8	decR//stpA//
GO_0006431_8	ybbW//
GO_0006432_8	efp//marA//
GO_0006433_8	ubiX//
GO_0006434_8	ycgB//
GO_0006435_8	glpT//
GO_0006436_8	gltS//
GO_0006437_8	lexA//
GO_0006438_8	ampH//
GO_0006446_8	otsA//umpG//fabD//fhuD//nrdR//moaE//csrD//
GO_0006448_8	macB//gatD//gapC//rplP//aceB//
GO_0006450_4	thiQ//narZ//rzpD//glpK//ydgA//ydeE//secG//sucD//gabD//ybiO//
GO_0006451_7	rfe//
GO_0006457_3	yggF//relB//ppsA//yqiH//fruB//feaB//ybcF//yahK//frdB//nrdH//suhB//alkA//yccA//cusS//ortT//thiC//yneJ//malX//ecpR//secD//xanQ//rna//rfaB//araD//lolB//frvA//galR//rzoD//ygfX//arcA//nemR//mlaD//torS//tsaE//yihO//nikD//rssA//curA//gdhA//infB//
GO_0006458_4	tamA//acpH//cedA//oppA//yfdR//yagJ//pykA//corA//
GO_0006464_6	yiaT//mqsA//zwf//rodZ//exuR//asnC//ldtC//cirA//phoQ//patA//grcA//rnhB//pntB//cedA//pdeF//rffC//ynbC//hslU//yfjR//tatD//deoB//glcB//rna//speE//norR//clpP//ulaD//rplC//rfbC//tomB//acpH//ihfA//mtlR//rcsF//lpxM//paaZ//ybeQ//narY//alaS//frmB//melR//lolE//potC//hslR//rplW//yacG//lysU//ttdB//infC//psd//gmd//dsdC//menH//glgA//adiA//moaB//ribE//thyA//cspB//sapA//trpC//rlmM//mlaC//rutG//betA//ydbK//yadC//glnK//yqeG//rpsA//rhlB//lpxK//rpmB//hda//cysK//gcvR//yeaD//viaA//rnb//lsrD//ytfE//umuD//ynfF//ycjY//mcbR//raiA//araG//pabB//hipA//ilvN//hrpA//lacZ//speE//ggt//aroG//rlpA//ldrA//fimH//rnr//hrpA//wrbA//hslR//glcC//ybiT//thrA//parE//arsR//argP//curA//hisP//chbA//menC//evgS//yqhC//mrcA//minC//cydD//lepA//ansB//citT//degQ//rfe//fimE//hybA//lepA//mcrA//yaaY//tldD//pgaA//cynX//iap//aroD//endA//rne//speE//mraZ//nfsB//entE//glrR//blc//frvR//rclB//
GO_0006465_6	potH//uhpT//gnd//
GO_0006468_7	glpC//marR//ypdF//potI//kdgK//dgoK//apaH//mrcB//gshB//yidL//waaJ//nupC//ccmE//rcnR//astB//nikB//mntR//gor//uspE//adiA//btuD//metQ//tisB//treR//prmC//yghU//fimB//lysA//purC//dppD//amiD//caiF//rlmB//rimI//mdaB//dacC//intF//tcyJ//setA//narK//nrdE//nfuA//fepA//ilvI//yfaX//hcaD//hlyE//pbpC//ligB//ybjC//creB//yihT//ssuC//
GO_0006470_7	mdtI//otsB//moaA//tsaB//dauA//cbtA//lyxK//bglA//cfa//emrB//ymfK//ansB//rcnB//yhbO//flgE//hycI//
GO_0006473_8	thrL//uhpC//rbfA//appB//trpE//bamB//yqcG//ansB//dmlR//rpmA//tsr//acrE//
GO_0006474_6	ilvM//fdx//fepG//lacZ//serB//
GO_0006475_9	yhaC//nac//
GO_0006476_8	glcF//waaA//rlmH//
GO_0006479_5	rihB//clsC//fepG//ligB//tehA//trpD//mmuP//artQ//
GO_0006480_6	ybiV//
GO_0006486_5	zur//
GO_0006490_5	yrbG//
GO_0006497_7	bhsA//
GO_0006508_5	cydC//recQ//astB//fliG//nth//tolA//nikE//dhaK//lysS//aer//tusB//yraI//yddM//yciH//miaB//ybiI//gloC//wzzB//murG//dkgB//miaB//apaH//fimZ//glnL//kgtP//metC//hflC//glnA//yfcS//livF//elyC//mmuM//hldE//ruvB//dnaC//rhaD//nadB//gstB//ompT//ydfD//ydfK//mepA//yiaO//ddpX//hycH//yfaL//rimI//ispF//kdsD//yjbF//gph//murA//iraP//mhpB//ftsL//
GO_0006515_7	phnL//phnL//pspD//araF//
GO_0006517_6	ymgF//yeiG//livJ//atpE//
GO_0006518_5	rcnA//sbp//msrA//flgB//puuE//ampE//ftsB//argR//rsmD//ghoS//rpoS//gph//malG//gspF//chiP//rpmJ//parE//insI3//holB//prmA//yrdA//rpiR//btuC//umuD//iscA//ymdB//adiA//ymgF//hyaD//ugpB//rcnB//djlC//treA//rplK//ribD//ydiV//panC//tyrR//trmI//yqcC//yfcR//cadC//hycI//ytfQ//obgE//ftsZ//ygcR//mnmA//mtn//aidB//clpA//yjhP//ygfI//yieL//argP//gntU//hypB//yebG//adiY//atpE//yeeA//manX//blr//glsA2//rfaB//bglX//hypT//ybiA//hcaR//rzpR//torZ//uspC//yhhZ//ushA//oppB//phoR//rng//
GO_0006520_4	gudD//aroL//rcsD//ssuE//lldR//nadB//yijE//yafQ//hyfR//msrA//ygcR//dsbA//ruvC//bdcR//yidA//ycfS//rcsB//yafC//waaU//rraA//clpP//preT//yehX//ycgR//ttcA//flgJ//yjbF//pdeD//rffT//argB//ilvI//tcyN//ybhP//hicA//creC//gapC//fes//feoC//yhcN//sgcB//yfdC//hyfA//ogt//ralR//wbbK//yhjB//gatA//metC//ydjJ//ubiE//ilvB//lptA//fmt//ybdZ//sucD//aroA//guaD//fecD//glrR//yhcH//sdaA//rsmD//thiQ//fepE//umpG//truD//yjiY//fhlA//ybaQ//ybaT//bglA//yhjG//proW//galU//ltaE//ccmF//nei//gsiB//nuoH//nuoB//iap//eptA//fetB//gspJ//phnK//alsK//fadD//opgG//nrdB//atpB//mscK//minD//gsiA//pheS//fabB//nuoE//elfG//kdpA//glnD//sutR//gsiC//yebQ//lldR//dicA//sfmD//hypD//paaZ//narX//pdeK//cysB//wbbK//yhjR//yghO//hemA//hflC//yieH//ynbB//prs//fre//fepA//cadA//arnD//agaB//hisQ//accA//ynjD//ais//ruvB//insE-1//pitB//yfjR//yiaA//alaS//hypB//ubiH//napC//yahN//ychF//wcaJ//tomB//kup//pyrC//kduI//rnr//xylE//yciT//yddA//bluF//yaiW//tsaB//nagA//ybiY//dhaK//dcuR//ybaT//agp//gltD//ampD//kdpA//ftsB//murE//yqhD//rplW//gspI//araE//waaO//fhuC//sdhB//yiaA//recF//pspG//mscS//trmL//purT//yjbG//ybhF//caiB//patZ//bioF//ybjD//potI//fkpB//yhhT//pflC//hcaF//fdhF//glgP//hdeB//yjjB//cobB//rfaF//osmF//ibsA//yggF//nimT//bepA//ppiC//yjfP//hicA//fabI//hycB//nrdH//
GO_0006521_6	fliS//cusF//ilvB//
GO_0006522_7	mipA//recC//dedD//yggN//speF//insI4//bioD2//
GO_0006523_8	yedL//deoD//cbpM//pabA//
GO_0006524_8	ydiV//garD//cpxP//
GO_0006525_7	minD//glcA//csiD//dnaN//rpmA//dcuA//ompL//hemA//htrE//arnA//fimC//yqeF//ilvB//nanR//tamB//flgC//thiI//atpG//cysC//ilvD//yiiE//
GO_0006526_8	ribA//mepM//mtr//efp//rcsC//nrfD//wzzB//yehB//ycjQ//mutL//ycgV//folP//rssA//
GO_0006527_8	garP//yfcF//eamB//fdoH//yfcP//purC//aroK//prs//mdtQ//
GO_0006528_6	ydeO//ydjE//uxuR//gppA//
GO_0006529_7	feaB//prmA//
GO_0006530_7	sufA//idnD//
GO_0006531_7	sohB//ompC//torZ//lptF//tauB//ccmA//mraZ//msrP//
GO_0006532_8	hda//dnaX//
