#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	hprR//b3290//b3264//b2622//
GO_0006139_4	b1090//b0158//b1265//b0348//b0732//b3974//b3188//b0756//b3212//b3635//b3925//b1800//b4159//b1059//b3673//b3005//b3371//b2179//b4114//b4363//b3953//b0192//b2923//b4304//b3661//b1297//b0940//b3697//b3166//b0406//b0112//b1798//b0809//b4207//b3741//b2817//b2140//b2511//b0336//b3424//b1865//b3172//b4005//b1812//b0311//b1728//b3936//b4072//b0776//b0367//b2114//b3786//b0524//b1831//b1887//b4478//b0089//b1034//b3805//b4203//b3365//b0307//b2743//b3147//b4231//b3212//b1719//b0915//b3604//b1082//b1753//b4112//b1466//b4232//b1049//b2752//b1220//b1677//b1221//b3706//b3736//b0857//b0103//b2441//b1447//b0627//b0483//b0452//b4018//b3642//b0683//b2104//b1703//b0260//b0043//b0931//b2696//glsA1//b1564//b1508//b4319//b1429//b3957//b1394//b3514//b3893//b4168//b1128//b2958//b2198//b3344//b3091//b4460//b4055//b3941//b2479//b3182//b2103//b3442//b1130//b3310//b1812//b3279//b0410//b2869//b4373//b2422//b1205//b2047//b3787//b2306//b2206//b2570//b1858//b3307//b4101//b3410//b0878//b4195//b1037//b2674//b0960//b4095//b1832//b2358//b1595//b0931//b1702//b3410//b4225//b2925//b0990//b3455//b0674//b0375//b4085//b4389//b4083//b2324//b0978//b3185//b3493//b1038//b4083//b3786//b0480//b3062//b0895//b1525//b2289//b1497//b3390//b2095//b4015//b4298//b0464//b4637//b0890//b1473//b1197//b1799//b3040//b3568//b2478//b3035//b4168//b1513//b4501//b2516//b3701//b0794//b4363//b2064//b1300//b1617//b3564//b1393//b3046//b2882//b1061//b0873//b1204//b1465//b2759//b3823//b4453//b0162//b1638//b2316//b3401//b3791//b2779//b0047//b1243//b0111//b1118//b2483//b1160//b3410//b3742//b0424//b2758//b3193//b3650//b4363//b3749//b2811//b1493//b1637//b2829//b0331//b4266//b2541//b1025//b0239//b2728//b4539//b2292//b3256//b1390//b0627//b2938//b3089//b3149//b1545//b3148//b2324//b0864//b0001//b0067//b0697//b3637//b1119//b3632//b3541//b3496//b2414//b2340//b3972//b3687//b0115//b2213//b1105//b0975//b1819//b0400//b0633//b0242//b1619//b3781//b2266//b0708//b3940//b1158//b2037//b1715//b1688//b1399//b1884//b2339//b0649//b2140//b3438//b1638//b2427//b0464//b4025//b0211//b0724//b2354//b1515//b1071//b2486//b0958//b1993//b2224//b3710//b2262//b2004//b1303//b2296//b0850//b0864//b1514//b1535//b4474//b3549//b2347//b2147//b1638//b4554//b0474//b4381//b2169//b3197//b0008//b4302//b4136//b4637//b1743//b0254//b1779//b3997//b0096//xisR//b3554//b3748//b0583//b2312//b2255//b0880//b0959//b3136//b1901//b3037//b0333//b1844//insI4//b1039//b3746//b3282//b0603//b0726//b2677//b3229//b0435//b4064//b2378//insI1//b0221//b0060//b2159//b0002//b0817//b0811//b3520//b3991//b4235//b0401//b3019//b2933//b1873//b3770//b4220//b2255//b3353//b3779//b0879//b0009//b2564//b0857//b0873//b0655//b4230//b1162//b0027//b3503//b1313//b1763//b1183//b2480//b0307//b0243//b0408//b3745//b1540//b1544//b0675//b3673//b0194//b3313//b2546//b0375//b4177//b4086//b0173//b3172//b1335//b3224//b1407//b2729//b0323//b3305//b2753//b0605//b3032//b0785//b0052//b1448//b0855//b3318//b1570//b0038//b0777//b3343//b4388//b4483//b2552//b2910//b1269//b1791//b0438//b3327//b1062//b3569//b1882//b2690//b1222//b0382//b0613//b2065//b3631//hprR//b3115//b2400//b0586//b0076//b2569//b4052//b2068//b3009//b1421//b3974//b0767//insI4//b0483//b0272//b1829//b3556//b2049//b4059//b2217//b2301//b3457//b3210//b0854//b2066//b2524//b0138//b0694//b1682//b0447//b3738//b3400//b2812//b0662//b0098//b0022//b2611//b2539//b4043//b1377//b0124//b1107//b4074//b1046//topAI//b1593//b0176//b3368//b0463//b3567//b3071//b1576//b1654//b3303//b1339//b3605//b4015//b2465//b1034//b3648//b0386//b2509//b4078//b4133//b0423//b2276//b1978//b2109//b3945//b0102//b3832//b1333//b2125//b4192//b1199//b1973//b3585//b3422//b4428//b3010//b1698//b3571//b2162//b2246//b0069//b0006//b3201//b0228//b3744//gapC//b1432//b0430//b0822//b3210//b0095//b1263//b4352//b2521//b4081//xisR//b3909//b0034//b4115//b1271//b0197//b3068//b4267//b4398//b2531//b1955//b0357//b0902//b0058//b2219//b0699//b3724//b4513//b1303//b3176//b4667//b3019//b0509//b3503//b0015//b4050//b3893//b1278//b0737//b1955//b2442//b3110//b3541//b3588//b0151//b3919//qorA//b0232//b0803//b3409//b0805//b4148//b4259//b0054//b4174//b1634//b0237//b0714//b1741//b0539//b0697//b2285//b2246//b1692//glsA1//b1163//b0762//b2184//b1890//b1136//b0675//b3626//b4468//b4349//b3834//b3712//b1600//b4506//b4064//b4260//b1034//b1615//b2281//b3313//b2786//b3897//b3396//b1244//b3447//b0484//b0575//b0178//
GO_0006140_6	b3133//b0270//
GO_0006144_6	b2634//b1294//b0040//b2567//b2548//b4394//b3082//b2526//b3673//b0659//
GO_0006145_7	b1320//b3178//b2604//b3433//
GO_0006146_8	b0576//b3578//
GO_0006148_9	b1728//
GO_0006149_9	b3869//
GO_0006150_9	b4192//
GO_0006152_7	b3416//b2906//b0982//b1635//b2289//b0832//
GO_0006154_6	b2527//
GO_0006161_9	b0879//
GO_0006163_6	b2174//b1225//b1350//b2180//b3836//b3927//b1035//b1473//b2388//b1856//b1075//b0585//b2548//b2604//b2164//b3931//b2820//b3403//b3260//b2835//b2517//b2800//b1073//b0071//b1441//b4082//b1748//b1123//b0144//b2399//b3009//b2389//b0015//b3300//b0186//b3011//b0031//b4376//b4125//b0422//b1812//b4130//b3566//b1282//b1061//b0584//b0863//b3688//b2891//b4668//b2421//b1258//b3061//b4142//
GO_0006164_7	b0591//b2910//b3465//b0276//b0469//b0281//b2920//b0754//b2069//b4070//b4054//b1642//b3701//b3525//b2822//b1865//b3029//b1080//b2494//b1619//b0350//b2779//b0061//b2146//b4159//b4403//b0127//b3932//b1987//b1611//b1953//b0323//b3148//b0905//b3424//b3251//b2835//b2025//b3648//b2548//
GO_0006165_7	b0938//b2338//b4131//b3327//b0168//b3565//b2021//b0180//b4524//b4379//b2194//b0584//b2038//b0933//b4161//b1101//b1550//b3387//b1913//
GO_0006166_6	b3718//b0685//
GO_0006167_6	b0120//
GO_0006168_7	b3364//b2053//
GO_0006171_9	b3060//
GO_0006172_9	b3307//
GO_0006177_9	b3201//b0739//b3687//
GO_0006178_7	b0590//
GO_0006183_9	b1676//
GO_0006188_9	b2282//b1723//b0431//b3153//
GO_0006189_10	b2942//b1038//
GO_0006195_7	b3133//b0149//
GO_0006203_8	b3023//b4078//
GO_0006206_6	b2008//b3562//b3711//b4409//b3455//b1823//b2709//b3902//b1079//b2004//b3361//b1375//b3502//b2121//b2154//b2937//b1824//b2818//b1786//b3986//b1823//b2392//b4242//b1540//b2667//b0066//
GO_0006207_8	b0831//b1922//b2927//b0697//b2409//
GO_0006208_7	b1654//b2497//b0850//b1186//b0822//b3512//b0095//b1769//b3778//b2882//b2297//b1737//b0409//
GO_0006209_6	b0881//
GO_0006210_8	b3688//
GO_0006212_6	b2523//b0492//b2269//b2501//b2263//b0365//b0265//b0546//b3477//b3600//b1427//
GO_0006213_6	b3943//b2327//b4024//b2683//b0967//b2058//b0594//b2301//b1376//b1099//b3028//b2922//b0516//b0708//b4227//b2684//
GO_0006216_9	b0245//
GO_0006217_9	b0680//
GO_0006218_9	b4096//
GO_0006220_6	b2781//b1210//b1109//b4362//b2574//b4025//b1890//b1782//b0076//b3441//b1013//b1415//b3114//b0116//b1293//b3726//b4528//b3743//b4375//b2907//
GO_0006221_7	b4171//b0129//b4251//b3793//b1112//b2630//b2361//b3612//b3308//b2712//b3510//b3128//b0750//
GO_0006222_9	b3454//
GO_0006225_9	b4243//
GO_0006226_9	b3357//b4468//
GO_0006227_9	b0738//
GO_0006231_9	b4074//
GO_0006233_9	b2028//
GO_0006235_9	b1775//
GO_0006241_9	b1729//
GO_0006244_7	b2845//b2891//b0366//b2338//b2706//b2234//b3424//
GO_0006259_5	b1478//b0578//b1791//b4279//b3121//b2592//b4155//b0594//b0979//b2617//b2584//b1622//b0657//b2265//b0077//b3789//b3623//b3067//b0933//b3414//b1852//b2995//b1276//b0170//b3606//b0085//b0481//b4705//b0518//b2380//b3880//b2206//b1945//b3469//b1719//b1634//b1441//b1849//b2096//b1447//b3199//b2628//b0583//b3499//b4142//b3507//hprS//b3780//b3789//b3765//b1514//b2688//b0174//b3063//b0599//b4227//b4246//b0874//b1447//b1914//b0766//b1385//b2177//b1192//b3628//b3235//b1222//b3034//b1526//b3680//b3972//b1639//b3779//b3568//b1918//b3156//b0895//b4142//b3480//b2163//b3544//b2580//b1827//b0628//b2554//b2903//b0397//b3747//b1079//b4339//b1314//b0831//b2738//b0871//b4128//b1741//b2559//b1045//b0026//b1724//b1340//b2134//b4665//b1710//b4062//b2020//b4520//b3966//b3481//b4227//b3880//b3878//b3727//b3963//b1276//yjgX//b2149//b2890//b4232//b3415//b0993//glsB//b3410//b2890//b0460//b1611//b4020//b3612//b3549//b1114//b4453//rhmR//b2716//b4022//b3887//b3659//b1300//b0875//b1202//b1602//b3753//b0007//b2424//b0427//b0782//b2061//b0978//b1303//
GO_0006260_6	b3522//b0973//b1507//b2032//b1873//b0778//b4227//b1266//b2283//b1303//b0281//b0892//b3942//b0934//b0942//b0010//b3010//b4361//b4123//b1649//b1688//
GO_0006261_7	b2797//b1686//b3498//b2630//b0692//b1189//b3034//b3667//b2263//b1710//b0570//b3499//
GO_0006265_6	b4372//b2922//b2314//b1633//b1951//
GO_0006266_6	b1857//b3877//b0793//
GO_0006267_5	b2107//
GO_0006268_9	b1162//b2796//b0621//
GO_0006269_6	b2587//
GO_0006270_6	b2960//b0963//b3498//b0113//b4053//b4146//
GO_0006271_7	b4131//b2905//b4243//
GO_0006274_6	b3076//
GO_0006275_7	b0473//b3423//b0988//b1276//b2185//b0862//b2340//b4018//b1174//
GO_0006276_3	b2840//b2027//b4096//b4220//b0755//b3351//b1223//b1119//
GO_0006281_6	b3147//b0813//b3735//b1258//b2545//b1025//b2782//b0970//b1888//b0831//b2313//b0907//b2431//b3163//b0886//b2159//b0793//b0662//b2349//b0810//b2922//b2005//b2341//b1206//b2819//b0596//b1221//b0330//b2167//b1160//b1570//b1985//b0982//b3110//b0956//b1622//b3943//b4377//b2733//b4510//b0959//b4232//b4052//b2278//b1715//b1112//b4179//b4372//b1991//b4268//b0378//b1782//b1404//b0861//b0450//
GO_0006283_8	b2570//
GO_0006284_7	b2131//b3005//b2500//b0260//b0813//b0350//
GO_0006285_6	b0092//b2320//b1204//b1234//b2726//
GO_0006288_8	b3188//b0741//
GO_0006289_7	b1299//b2707//
GO_0006298_7	b0584//b4141//b2364//b2126//b2477//b1385//b4230//b4237//b0857//b3196//
GO_0006301_7	b3345//b1732//b0982//b3670//
GO_0006302_7	b1072//b0027//b0599//b0088//b1128//b3463//b3486//b2138//b3516//
GO_0006304_6	gapC//b1534//b3153//b2065//b0149//b2682//b0998//b3156//b3998//
GO_0006305_7	b1071//b1840//b2378//b0661//
GO_0006306_5	b2531//b0653//b3741//b2755//
GO_0006307_8	b3165//b1613//b2699//b0167//b1133//
GO_0006308_6	b2065//b3041//b0611//b1778//b2019//b4311//b1569//b1857//b3717//b0795//b3961//b0504//
GO_0006310_6	b1082//b1883//b3127//b1241//b3705//b3012//b3470//b0304//b1587//b2687//b2212//b3393//b4123//b1253//b2129//b3288//b2184//b1118//b1544//b3118//b4379//b3342//b0732//b0007//b0603//b1636//b0807//b0693//b0298//b3196//b0839//b0423//b2760//b3934//b2040//b2989//b2575//b0170//b1886//b4511//b1680//b2972//b3615//
GO_0006313_4	b3741//b4559//b0870//b3526//b2609//b4063//b4297//
GO_0006323_7	b3129//
GO_0006325_4	b0452//
GO_0006351_6	b1563//b2871//b4299//b1890//b4073//b1515//b2290//b3034//b3493//b2606//b1467//b0621//b1998//b0031//b3654//b2743//b4025//b3925//b1236//b4033//b0999//b2336//b3082//b1829//rpnA//b3053//b3981//b3732//b2451//b1625//b4301//b3624//b0644//b2576//b3666//b2561//b0048//b0446//b0695//b2578//b2476//b3066//b0188//b3132//b0452//b1715//b0574//b2893//b1090//b3791//b1925//b3634//b2215//b3037//b1688//b3744//b0331//b3147//b3600//b3928//b2067//b2194//b2942//b4665//b3478//b2670//b4279//b0478//b0557//b2183//b4255//b3514//b1337//b2698//b0125//b0178//b1918//b0092//b3676//b0316//b1695//b1302//b1207//b3753//b2265//b0657//b2168//b0918//b1961//b2019//b1187//b1679//b4026//b2324//b1188//b1080//b4097//b4169//b4291//b4098//b4214//b2399//b0781//b3170//b3645//b3974//b1189//b4392//b3319//b3064//b3030//b0063//b3643//b3061//b0182//b2781//b2373//b1884//b0577//
GO_0006352_7	b1111//b1828//b2697//b4586//
GO_0006353_7	b0333//b4111//
GO_0006354_7	b0427//b0941//hprR//
GO_0006355_7	b4116//b3816//b2622//b3142//b3093//b2257//b0524//b2106//b0394//b4398//b3513//b0092//b3863//b1074//b3339//b3882//b1429//b4481//b0627//b3952//b0576//b2151//b3647//b1186//srkA//b1226//b3599//b3287//b3147//b3516//b2665//b3791//b0836//b1749//b0400//b3491//b4081//b3200//b3572//b0382//b3030//b4383//b3432//b2503//b2789//b2481//b2526//b1362//b3670//b0008//b0134//b3497//b0155//b3209//b2376//rhmD//b2011//b2665//b4119//b2703//b3822//b3623//b1350//b0081//b1473//b2203//b1391//b0333//b4024//b1858//b1633//b1801//b1197//b2437//b2557//b2867//b3127//b1614//b1992//b2568//b0931//b0466//b3631//b3639//b4032//b3132//b4484//b2330//b4371//b1104//b1091//b0195//b2339//glsB//b0270//b3082//b4111//rhmD//b3153//b1429//b0476//b3365//b2393//b1488//b3095//b4326//b0750//b2022//b0584//hexR//b3518//b2278//b0710//b2810//selU//b0464//b3872//b4203//b0627//b1263//b2350//b0491//b3212//b1778//b4415//b1210//b1764//b1786//b2310//b1588//b1536//b2577//b0513//b1981//b3209//b1481//b0430//b4005//b0591//b1914//b3732//b0394//b4265//b3919//b1166//b1238//b1223//b0261//b1749//b1636//b3706//b2706//qorA//b0616//b0191//b1512//b3305//b4510//b0957//b0300//b1393//b1265//b1707//b2689//b3196//b0940//xisR//b2151//b0323//b1715//b3040//b1046//b3819//b2015//b2575//b0957//rpnC//b3057//b3539//b2234//b3778//b3115//b3981//b2180//b2008//b4255//b1130//b4319//b2891//b1125//b1384//b1203//b1202//b1644//b0239//b3731//b4355//b3825//b2996//b2306//b1882//b2659//b0894//b3812//b4474//b3384//b4078//b0041//b4398//b4249//b0650//b4052//b1025//b4392//b0655//b3700//b3564//b3847//b3421//b3962//b4322//b3926//b0437//b2264//b0315//b3945//b1348//b4179//b3903//b0805//b3998//b3460//b0191//b0430//b2243//b1882//b1681//b4202//b0752//b0879//b2498//b2738//b3012//b2553//b0776//b1296//b3652//b2891//b1592//b0521//b1107//b2497//b0184//b1540//b4159//b2820//b1487//b2541//b1274//b3253//b2264//
GO_0006357_8	b1851//
GO_0006364_9	b2303//b2335//b0200//b0176//b0042//b0918//b1474//b4197//b0681//b0178//b0708//b3631//b0038//b1236//b0524//b4366//b1235//b0197//b0620//b2514//b0718//b0349//b4125//b2015//b0996//b1349//b3291//b3701//b0378//b3642//b1832//b1099//b2185//b2624//b0585//b1735//b0728//b0640//b2811//b2780//glsA//b3639//b3700//
GO_0006378_8	b1518//b0954//
GO_0006379_8	b3699//
GO_0006382_8	b0970//
GO_0006396_7	b3386//b1612//b1804//b3155//b1189//b4255//b1638//b3540//b2883//b3516//b3138//b3812//b1224//b1579//b2255//b4139//b2386//b4232//b2265//b0578//b2333//b1930//b0418//b0694//b1038//b1313//b1489//b3195//b0060//b3812//b2161//b0724//b2497//b2509//b3164//b3986//b3391//b0228//b0993//b2924//b0973//b1956//b1225//b4058//b2509//b3825//b3201//b1481//b0388//b1298//b0864//b2975//b4219//b1235//b1550//b1113//b0584//b4120//b4326//b2042//b0881//b0425//b2845//b1184//b2263//b4470//b1093//b0524//b0806//b3134//b4702//b0595//b1194//b2634//b0406//b0644//b4235//b1930//b2937//b2108//b2934//b3414//b2666//b2914//b0097//b3071//b0908//b4260//b3502//b4346//b2269//b0566//b3652//b2135//b4401//b1564//b3959//b2889//b2491//b2664//b0381//b2146//
GO_0006397_8	b2507//b3442//b0237//
GO_0006399_8	b3907//b1835//b1119//b3863//b4190//b2731//b1174//b2297//b3191//b1531//b2361//b1731//b2995//b0420//b2193//b3180//b3823//b1852//b3701//b3115//b0754//b2904//b1985//b3781//rpnD//b3161//b0805//b2767//b2837//b3669//b1394//b3306//b3450//b0077//b3926//b0173//b3744//b3261//b2263//b4053//b4189//b3553//b3902//b4268//b2296//b3176//b2927//b0829//b2307//b2502//b3654//b2574//b1245//b1970//b0826//b3608//b2699//b1186//b3410//b2125//b0765//b2061//b0890//b4232//b2763//b0752//b4557//b1326//yeeL//b3166//b1967//b2370//b0611//b1864//b2929//b0960//b2196//b0903//b1014//b3715//b1855//b2624//
GO_0006400_7	b2841//b0096//b1262//b3385//b4550//b0840//b3894//b1701//b0418//b3491//b0254//b3812//b1506//b0876//b1858//b4326//b3676//b2282//b0381//b1338//b4242//b3075//b3928//b4682//b0936//b3599//b4077//b3623//b3832//b1076//b0103//b0798//b2106//b2628//b0636//b2435//b4266//b2058//b2980//b3210//b4178//b2563//b0978//b0777//b4032//b3805//b1330//b0121//b0010//
GO_0006401_6	b0507//b1475//b0718//b4034//b4268//b1994//b2843//b0512//b4042//b3399//b2241//b3318//b2199//b0708//b0809//b1277//b0693//b2731//b0809//b4365//b2207//b1709//
GO_0006402_7	b1399//b1007//b1244//b1981//b3765//b0929//b4266//b0312//b2163//b1707//b0778//
GO_0006412_6	b0878//b3074//b2193//b3295//b0517//b1018//b2417//b0697//b1513//b0424//b1866//b2277//b3581//b3266//b3147//b3812//b2603//b0683//hprR//b0345//b1976//b2558//b0149//b3887//b1833//b1987//b4637//rpnD//b0813//b4004//b0158//b2491//b4327//b2754//b4357//b3367//b4039//b3481//b3386//b1253//b0053//b0516//b0905//b2262//b4682//b3351//b2961//b1728//b4337//b2183//b0006//
GO_0006413_4	b2114//b2782//b3404//
GO_0006414_6	b3609//b1341//b3243//b0864//b2972//b0035//b3517//b0375//b2739//
GO_0006415_7	b2147//b2203//b3983//b0602//b0301//b0028//b3204//
GO_0006417_7	b4041//b2531//b1844//b1489//b0602//b3826//b1526//b3935//b0076//b4245//b2336//b1089//b3701//b2741//b2742//b3198//b4086//b3196//b3794//b2474//b0679//b0363//b0605//b2162//b1715//b2329//b3741//b0683//b1609//b3838//b2393//b1785//b0608//b3633//b0483//b3745//b2277//b3733//b1204//
GO_0006418_7	b2730//b0129//b0314//b0355//b4667//b3730//b3331//b2311//b3164//b0820//b4524//b3261//b3179//b2888//b0893//b3627//b0571//b2393//b2558//b2368//b2806//b0081//b3021//b4083//b3181//
GO_0006419_8	b3717//
GO_0006420_8	b4317//
GO_0006421_8	b1693//
GO_0006422_8	b0450//
GO_0006423_8	b0637//
GO_0006424_8	b0001//b1735//
GO_0006425_8	b1041//
GO_0006427_8	b0594//
GO_0006428_8	b0946//
GO_0006429_8	b3822//
GO_0006430_8	b1159//b0447//
GO_0006431_8	b4520//
GO_0006432_8	b3326//b2008//
GO_0006433_8	b2096//
GO_0006434_8	b0146//
GO_0006435_8	b3580//
GO_0006436_8	b2758//
GO_0006437_8	b3850//
GO_0006438_8	b0962//
GO_0006446_8	b3137//b0131//b3030//b0102//b2061//b0307//b4349//
GO_0006448_8	b2829//b2779//b3906//b2500//b4453//
GO_0006450_4	b1660//b0915//b2754//b3775//b1664//b0798//b2954//b2709//b2536//b3870//
GO_0006451_7	b2727//
GO_0006457_3	b1387//b3138//b0637//b0621//mltG//b0683//b0475//b3897//b3351//b2313//b3050//b1534//b3883//b2151//b1246//b1119//b0176//b0681//b2113//b2777//b0587//b0287//b3910//b3580//b0339//b3082//b4020//b1614//b1336//b0585//b0566//b2438//b2129//b0067//b3685//b2334//b0629//b3359//b0732//b3279//
GO_0006458_4	b2927//b0464//b2834//b3784//b2234//b1298//b1544//insI3//
GO_0006464_6	b2053//b3766//b1805//b1042//b0918//b0676//b1466//b2385//b3517//b3145//b3317//b3260//b3116//b1943//b1187//b3542//b4064//b0098//b0766//b0516//b3303//b0578//b1550//b3295//b1293//b3839//b2725//b3235//b3793//b0727//b1394//b3749//b2797//b1828//b0517//b3974//b2889//b2094//b3132//b4225//b3179//b2276//b2703//b0001//b2374//b0856//b0597//b0158//b3416//b2981//b3525//b3136//b3888//b2320//b1200//b0921//b0076//b2276//b3961//b1638//b2068//b1649//b4419//b1767//b1594//b3771//b1469//b0051//b3350//b2813//b0576//b0529//b3093//b1728//b4241//b1499//b2281//b2609//b2291//b0886//b2677//b2905//b2501//b2329//b3265//b4386//b2874//b2582//b3073//b3892//b3957//b3190//b0315//b0844//b2912//b2523//b2501//b3576//b2147//b3052//b0517//b0343//b0633//b1496//b1302//b1914//b2707//b1441//b1698//b1919//b2095//b4317//b1339//b1991//b0754//b2997//b1870//b2903//b0462//b0775//b3747//b0432//b2933//b1062//b4249//b1602//b1009//b1838//b2109//b2687//b3289//b4231//b3454//b0940//b0980//b1124//b4227//b3096//b3631//b2456//b1075//b1197//
GO_0006465_6	b2801//b1994//b0076//
GO_0006468_7	b4399//b1932//b4316//b2976//b1896//b1534//b1393//b3819//b1807//b2021//b3162//b1916//b3105//b1447//b1362//b2552//b1540//b1544//b1508//b0998//b2386//b2518//b2597//b1449//b1116//b4470//b2501//b1663//b1212//b2741//b1415//b0650//msrP//b0993//b1474//b4468//b3637//b0938//b2174//b0444//b0847//b0040//b0092//b2294//b2147//b1422//b1221//b2269//b3287//b0479//b0533//b4421//b1015//
GO_0006470_7	b2918//b0340//b3268//b2140//b4031//b0149//b4151//b1592//b1086//b2208//b0674//b0411//b2349//b0612//b3175//b3639//
GO_0006473_8	b4305//b0905//b1661//b2498//b3486//b2927//b1422//b4115//b3793//b3934//b0807//b1122//
GO_0006474_6	b1119//b1220//b1348//b1998//b3219//
GO_0006475_9	b0076//b0087//
GO_0006476_8	xisR//b2748//b1728//
GO_0006479_5	b1496//b3828//b1241//b2515//b1609//b3392//b1599//b1024//
GO_0006480_6	b2756//
GO_0006486_5	b3394//
GO_0006490_5	b2803//
GO_0006497_7	b4213//
GO_0006508_5	b2067//b3641//b3433//b3599//b1704//b2774//b4337//b0341//b0896//b3413//b1098//b3049//b2799//b1035//b2925//b3539//b1539//b0451//b3250//b1961//b2821//b0118//b0135//b4137//b4098//b3205//b3052//b0429//b3437//b3062//b0343//b3599//b0415//b2134//b0970//b4297//b1748//b1429//b0921//b1424//b3619//b0084//b0959//b1786//b0778//b3881//b2132//b1655//b4252//b4015//b2788//b1709//b2897//b1263//b1987//
GO_0006515_7	b2066//b3789//b2548//b0635//
GO_0006517_6	b1410//b0261//b3144//b3781//
GO_0006518_5	b3349//b0171//b3839//b3095//b0466//b1288//b0027//b3265//b1025//b3615//b4133//b3528//b2619//b2318//b1809//b2696//b4299//b1709//b2569//b1891//b3919//b2971//b2261//b0366//b2157//b3164//b2781//b0062//b4268//b2523//b1698//b0070//b3152//b1257//b3514//b1633//b3793//b0958//b3470//b1516//b2802//b0365//b0546//b3216//b3835//b0709//b2498//b0208//b1313//b0177//b3703//b3669//b3370//b0386//b3752//b1253//b1352//b1136//b1610//b4485//b1576//insI4//b1841//b1094//b3981//b1349//b2365//b4266//b0655//b0506//b0681//b4384//b1912//b2802//b3879//b0031//b1176//
GO_0006520_4	b1612//b3517//b3956//b0226//msrP//b3130//b1535//b2675//b0065//b3708//b4300//b1870//b3800//b2842//b2725//b0068//b0819//b0546//b1660//b2519//b3143//b0078//b3264//b1012//b2047//b1588//b3728//b2614//b4005//b1991//b3289//b2955//b1441//b3117//b2898//b3928//b2385//b3630//b3210//b4366//b3657//b2318//b4240//b4083//b2399//b0798//b0566//b2022//b2888//b0759//b3368//b3400//b1007//b0890//b2285//b2619//b1390//b4155//b3687//b4261//b3011//b1683//b1812//b1563//b3769//b2831//b4511//b4180//b0710//b1575//b2458//b1507//b0239//b3876//b4221//b2436//b2020//b1124//b0929//b2131//b2416//b2748//b0465//b4085//b0048//b1046//b0826//b0109//b3690//b2765//b1282//b3888//b2057//b0072//b2041//b3661//b2544//b2874//b2069//b4468//b1815//b0176//b2479//b4544//b0927//b0299//b1533//b3500//b4171//b1590//b2524//b2739//b0411//b2320//b2575//b0589//b0061//b1192//b4238//b1363//b2318//b3223//b3704//b3888//b3613//b2103//b3486//b3659//b0595//b4081//b2512//b4032//b0300//b2711//b1290//b3032//b2743//b3703//b2675//b4180//b2344//b1015//b1282//b0156//b2627//b1871//b0598//b0312//b0511//b2803//b1738//b0273//b2997//b3779//b0940//b3956//b1602//b3138//b4467//b2354//b1835//b3251//b1785//b0405//b3804//b2800//b1410//b2704//glsB//b2600//b2606//b0019//b0300//b0110//b1088//b2425//b2392//b4133//b3703//b4175//b1967//b3462//b3185//b3603//b2474//b4067//b0331//b1738//b4305//b3918//b0433//b0118//b1704//b2233//b4082//b1800//b1829//b0263//b2349//b4384//b1136//b1226//
GO_0006521_6	b2552//b1951//b0721//
GO_0006522_7	b1266//b3836//b1873//b1296//b1439//b1199//b2992//
GO_0006523_8	b3754//b0943//b0173//b1841//
GO_0006524_8	b2411//b4665//b3163//
GO_0006525_7	b2935//b2696//b1516//b2267//b2933//b1198//b3667//b0621//b1625//b0483//b3994//b0805//b4142//b2882//b3194//b4082//b0220//b1014//b3461//b3917//b3209//
GO_0006526_8	b1881//b2963//b2295//b3936//b0400//b0062//b0226//b1141//b3584//b1094//b0463//b2095//b2946//
GO_0006527_8	b2110//b0873//b2520//b2527//b4136//b1159//b3312//b1505//b2905//
GO_0006528_6	b0294//b0880//b1622//b2842//
GO_0006529_7	b0943//b2540//
GO_0006530_7	b0478//b1550//
GO_0006531_7	b3816//b4259//b4243//b4069//b1924//b3165//b0759//b0532//
GO_0006532_8	b3833//b0089//
GO_0006534_6	b3339//b1266//b3770//b0699//b2121//b1069//b4383//b3134//b1274//b4299//b1826//b1299//b2350//
GO_0006535_8	b3423//b0172//b3176//
GO_0006536_7	b1397//b0153//b0608//b2104//b4162//b2561//b1290//b4506//b2042//b4377//b4101//b2779//b0659//b3960//b1448//
GO_0006537_8	b3199//b1783//b3567//b2712//b0078//b0774//b0730//
GO_0006538_8	b4098//b3017//
GO_0006541_7	b0478//b2570//b3724//b2594//b3170//b2606//b3942//b0296//b2441//b0345//b1993//b0948//
GO_0006542_8	b1656//b0095//
GO_0006543_8	b0674//b1595//b2529//b3984//
GO_0006544_5	b3679//b2140//b0857//b3917//b0047//b3943//
GO_0006545_6	b1122//b0900//
GO_0006546_6	b1683//b1007//b0880//b4510//b3203//
GO_0006547_6	b1978//b3736//b3178//b2004//b2257//b0629//b4316//b3908//
GO_0006549_6	b1261//b1222//b3844//b4237//b4668//b3857//b3308//
GO_0006551_6	b3358//b2610//b1698//b2712//b2354//b1644//b2995//
GO_0006553_7	b3899//b0900//b1041//b2867//b2334//b3720//b0376//b0802//b2883//b2418//b1343//b4254//b0822//b3320//
GO_0006554_8	b3244//b3421//
GO_0006555_6	b3396//b0634//b0807//b2519//b3616//b1526//b2774//b3583//b3298//b2283//
GO_0006556_5	b1790//
